Grad/opæina;Redni broj biraèkog mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: JURE GRUBIŠIÆ                                        ;AKCIJA MLADIH - AM, Nositelj liste: LUKA BADEL                                                    ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH, JADRANSKA SOCIJALDEMOKRATSKA STRANKA HRVATSKE - JADRANSKI SOCIJALDEMOKRATI, DEMOKRATSKA STRANKA ŽENA - DSŽ, ZELENA STRANKA - ZS, HRVATSKA RADNIÈKA STRANKA - HRS, Nositelj liste: ZLATKO KLARIÆ, prof.;AUTOHTONA-HRVATSKA SELJAÈKA STRANKA - A-HSS, Nositelj liste: dr.sc. JOŠKO KOVAÈ, dipl.ing.                         ;DALMATINSKA LIBERALNA STRANKA - DLS, Nositelj liste: ANTE TEŠIJA;DEMOKRATSKI CENTAR - DC, Nositelj liste: JOŠKO MORIÆ;GOSPODARSKA STRANKA - GS, Nositelj liste: STJEPAN GNJEÈ                                            ;HRVATSKA ÈISTA STRANKA PRAVA - HÈSP, Nositelj liste: LUKA PODRUG, dipl. iur.                                   ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, Nositelj liste: dr.sc. IVO SANADER                                 ;HRVATSKA KRŠÆANSKA DEMOKRATSKA STRANKA - HKDS, KRŠÆANSKA SOCIJALNA UNIJA - KSU, Nositelj liste: ANTE BARABA;HRVATSKA NARODNA STRANKA-LIBERALNI DEMOKRATI - HNS, Nositelj liste: RADIMIR ÈAÈIÆ                    ;HRVATSKA SOCIJALNO LIBERALNA STRANKA - HSLS, HRVATSKA SELJAÈKA STRANKA - HSS, Nositelj liste: STANKO ZRILIÆ;HRVATSKA STRANKA MLADIH - HSM, Nositelj liste: ANA PETROV                                       ;HRVATSKA STRANKA PRAVA - HSP, Nositelj liste: ANTO ÐAPIÆ;HRVATSKA STRANKA UMIROVLJENIKA - HSU, Nositelj liste: mr.sc. VLADIMIR JORDAN                    ;HRVATSKI PRAVAŠI-HRVATSKI PRAVAŠKI POKRET - HP-HPP, Nositelj liste: LUKŠA KEVO;JEDINO HRVATSKA-POKRET ZA HRVATSKU - JEDINO HRVATSKA, Nositelj liste: IVIÆ PAŠALIÆ;NEOVISNA LISTA, Nositelj liste: DRAGO KRPINA                                 ;NEOVISNA LISTA, Nositelj liste: mr.sc. ÐULA RUŠINOVIÆ-SUNARA                                 ;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS, Nositelj liste: dr.sc. MILORAD PUPOVAC;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, Nositelj liste: ZORAN MILANOVIÆ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP, LJEVICA HRVATSKE - LJEVICA, ISTARSKI SOCIJALDEMOKRATSKI FORUM-FORO SOCIAL DEMOCRATICO ISTRIANO - ISDF-FSDI, HRVATSKI SOCIJALDEMOKRATI - HSD, Nositelj liste: ZORAN RESTOVIÆ                                 ;STRANKA UMIROVLJENIKA - SU, Nositelj liste: BORIS NIKOLIÆ-MALORA;ZELENI HRVATSKE - ZELENI HR, Nositelj liste: LOVRO RUMORA;;;
KAŠTELA;5;1976;1188;1170;1156;14;0;4;3;2;1;4;1;15;596;7;47;22;7;63;30;2;7;3;6;0;305;3;17;11;;;
KAŠTELA;6;2088;1246;1246;1217;29;0;4;5;4;1;0;0;19;661;6;22;21;6;40;43;2;14;1;3;0;353;0;10;2;;;
KAŠTELA;7;1947;1131;1131;1108;23;1;3;0;5;0;2;1;20;574;3;44;18;9;43;27;0;13;3;5;1;315;5;11;5;;;
KAŠTELA;8;2379;1385;1385;1369;16;2;5;4;1;4;3;0;27;776;2;35;21;5;69;33;4;19;8;5;0;304;7;24;11;;;
KAŠTELA;9;2664;1489;1489;1469;20;4;9;5;2;1;2;3;13;763;6;33;33;13;76;65;8;18;9;15;0;361;3;17;10;;;
KAŠTELA;10;2007;1162;1162;1141;21;3;6;2;3;1;1;0;14;549;4;44;34;14;30;44;4;14;2;7;3;341;2;11;8;;;
KAŠTELA;11;1735;1075;1058;1050;8;0;5;3;2;0;3;2;17;493;1;42;26;8;38;56;6;13;1;4;1;304;6;9;10;;;
KAŠTELA;12;1982;1110;1110;1095;15;1;6;2;4;1;6;5;12;584;4;42;28;11;43;33;10;17;5;3;1;250;3;18;6;;;
KAŠTELA;13;2073;1174;1174;1159;15;0;5;0;7;1;6;2;25;713;6;9;20;11;57;51;4;27;7;10;1;172;3;15;7;;;
KAŠTELA;14;1621;855;855;834;21;1;1;3;1;2;5;0;10;410;3;24;18;12;32;44;2;9;2;4;0;220;7;21;3;;;
KAŠTELA;15;1543;854;854;838;16;0;4;1;3;1;4;2;20;421;4;33;16;8;33;35;3;9;0;2;0;213;16;9;1;;;
KAŠTELA;16;1180;629;628;616;12;0;3;2;3;0;0;1;11;353;4;17;17;5;29;22;0;6;2;0;0;130;1;7;3;;;
KAŠTELA;17;2019;1044;1041;1014;27;3;2;4;5;3;2;3;15;578;3;27;25;8;46;30;1;15;7;4;0;204;1;16;12;;;
KAŠTELA;18;1956;1017;1017;991;26;0;1;3;3;1;2;0;10;478;4;29;14;7;43;38;5;15;2;5;1;312;6;7;5;;;
KNIN;1;226;122;122;121;1;0;1;0;0;0;0;0;1;80;1;5;1;0;2;0;0;0;0;0;8;21;0;0;1;;;
KNIN;2;1685;955;953;945;8;0;4;3;2;0;4;0;4;525;5;31;11;5;37;19;0;14;4;1;110;156;3;6;1;;;
KNIN;3;1810;1058;1058;1051;7;2;2;0;0;0;2;0;2;706;1;23;32;6;20;20;0;12;3;2;83;126;3;4;2;;;
KNIN;4;1965;1114;1113;1099;14;2;1;3;1;0;7;2;2;726;1;25;17;0;32;15;0;9;3;1;102;142;2;2;4;;;
KNIN;5;1099;584;584;573;11;1;0;1;0;0;0;0;0;350;0;8;12;1;8;8;0;9;1;0;124;48;0;1;1;;;
KNIN;6;1477;816;816;812;4;2;1;1;1;1;3;2;0;510;0;15;22;5;23;3;0;22;0;2;117;75;0;6;1;;;
KNIN;7;1648;943;943;933;10;1;1;1;0;0;2;0;5;572;0;29;11;3;28;19;0;13;6;2;79;147;3;9;2;;;
KNIN;8;2053;1180;1180;1175;5;0;3;2;1;0;1;1;1;836;2;16;17;3;29;12;0;33;4;1;108;99;3;2;1;;;
KNIN;9;981;568;568;565;3;3;0;0;1;0;0;0;1;276;1;5;4;1;6;5;0;7;0;0;234;18;1;1;1;;;
KNIN;10;478;193;192;186;6;3;0;0;0;0;2;0;0;0;3;29;2;0;0;1;0;0;0;0;139;4;1;2;0;;;
KNIN;11;429;171;171;168;3;0;2;0;0;0;0;0;0;6;0;0;0;1;0;1;1;0;0;0;136;20;0;1;0;;;
KNIN;12;842;435;435;426;9;3;1;3;0;0;0;0;1;103;0;14;1;0;6;0;1;9;0;1;260;17;2;4;0;;;
KNIN;13;75;47;47;45;2;0;0;0;0;0;0;0;1;8;0;5;0;1;0;0;0;0;0;0;25;2;0;2;1;;;
KNIN;14;162;100;100;100;0;1;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;1;89;5;0;0;0;;;
KNIN;15;415;147;147;146;1;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;139;2;0;0;0;;;
NIN;1;1224;669;669;655;14;3;1;1;1;0;4;0;4;336;0;55;42;10;18;34;0;2;0;2;0;130;3;5;4;;;
NIN;2;209;127;127;124;3;0;0;0;1;0;0;0;0;64;0;11;2;2;2;11;0;3;0;0;0;26;1;1;0;;;
NIN;3;383;202;202;200;2;0;1;0;2;0;0;0;2;134;2;5;9;2;9;3;0;1;1;0;1;22;1;4;1;;;
NIN;4;703;333;332;324;8;0;4;0;0;1;3;1;2;167;0;10;14;4;7;19;0;3;3;0;0;78;2;4;2;;;
NIN;5;108;77;77;75;2;0;1;0;0;0;0;0;0;40;0;6;1;0;0;4;0;0;1;0;0;20;0;1;1;;;
NIN;6;168;97;97;97;0;0;0;0;0;0;0;0;0;47;0;13;5;0;1;6;0;0;0;0;4;20;0;1;0;;;
NOVALJA;1;1040;609;609;602;7;1;2;1;3;0;2;0;2;325;8;9;45;4;1;11;1;0;1;0;2;178;1;5;0;;;
NOVALJA;2;1189;744;743;742;1;0;0;0;4;0;0;0;3;343;2;14;55;3;20;15;0;4;2;1;0;261;5;8;2;;;
NOVALJA;3;169;120;120;118;2;0;1;0;1;0;0;0;1;63;0;2;14;1;1;3;0;0;0;0;0;28;0;1;2;;;
NOVALJA;4;131;89;89;89;0;0;0;0;0;0;0;0;0;49;0;2;8;1;2;3;0;0;0;0;0;22;0;1;1;;;
NOVALJA;5;264;146;146;145;1;0;0;0;0;0;0;0;1;97;1;1;4;0;2;1;0;0;1;2;0;34;0;0;1;;;
NOVALJA;6;224;182;182;179;3;0;1;0;2;0;0;0;2;128;1;1;0;0;1;4;2;0;2;0;0;34;0;1;0;;;
NOVALJA;7;199;154;154;154;0;0;1;2;1;0;1;0;0;106;1;0;6;1;4;5;0;0;3;0;0;21;1;1;0;;;
NOVALJA;8;147;99;99;99;0;0;0;0;0;0;0;0;0;49;2;1;2;1;6;6;0;0;1;0;0;29;0;0;2;;;
OBROVAC;1;663;380;379;372;7;0;1;1;0;1;8;0;1;154;1;3;31;4;11;9;2;4;3;0;50;86;0;2;0;;;
OBROVAC;2;1506;832;832;823;9;0;0;3;0;0;6;1;13;585;1;14;53;4;20;12;2;6;5;0;3;86;1;6;2;;;
OBROVAC;3;1028;501;501;493;8;0;1;0;1;0;5;0;0;315;0;6;10;4;35;11;0;6;2;0;14;77;0;6;0;;;
OBROVAC;4;370;186;186;179;7;1;1;0;0;0;1;0;0;34;0;0;0;0;2;1;0;1;0;1;124;13;0;0;0;;;
OBROVAC;5;437;281;281;271;10;0;0;0;0;0;13;0;0;1;4;2;0;0;1;0;0;0;0;0;237;11;1;1;0;;;
OBROVAC;6;203;151;151;149;2;0;0;0;0;0;0;0;0;4;1;0;0;0;1;0;0;0;0;0;133;10;0;0;0;;;
OTOÈAC;1;170;110;110;109;1;0;0;1;0;0;1;0;0;72;0;4;4;1;4;1;0;1;0;0;6;14;0;0;0;;;
OTOÈAC;2;580;319;319;313;6;0;0;2;1;0;0;0;0;220;3;1;12;2;10;5;0;0;1;0;2;47;0;6;1;;;
OTOÈAC;3;60;41;41;40;1;0;1;2;1;0;1;0;0;4;0;1;3;0;0;2;0;0;0;1;2;18;2;1;1;;;
OTOÈAC;4;433;311;311;306;5;0;0;0;1;0;0;1;2;245;1;2;4;3;4;7;0;3;0;1;1;26;1;3;1;;;
OTOÈAC;5;16;9;9;9;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;;;
OTOÈAC;6;224;155;155;153;2;0;0;0;1;0;0;0;1;115;0;2;11;1;1;2;0;1;1;2;0;14;0;1;0;;;
OTOÈAC;7;519;356;356;353;3;1;0;1;1;0;2;1;1;253;2;0;64;1;4;6;0;0;0;0;1;12;1;2;0;;;
OTOÈAC;8;1043;699;699;693;6;0;2;1;1;0;0;0;0;414;2;10;23;5;30;27;0;5;1;1;1;157;1;7;5;;;
OTOÈAC;9;217;151;151;150;1;0;1;0;4;0;1;0;2;89;0;0;23;2;7;7;0;0;0;0;0;14;0;0;0;;;
OTOÈAC;10;691;478;478;472;6;0;2;0;0;1;2;0;1;270;1;8;5;3;9;26;1;6;1;1;0;130;2;3;0;;;
OTOÈAC;11;989;667;667;659;8;1;4;0;0;0;0;2;1;352;2;13;14;3;14;52;1;6;3;0;4;170;0;13;4;;;
OTOÈAC;12;1143;611;611;601;10;0;2;0;4;0;2;0;2;361;0;16;14;5;24;31;0;4;5;2;8;113;1;7;0;;;
OTOÈAC;13;182;89;89;88;1;0;0;0;0;0;1;1;1;66;2;2;1;1;5;0;0;0;0;0;1;5;0;1;1;;;
OTOÈAC;14;411;312;312;307;5;0;0;2;1;0;3;1;1;219;1;8;13;0;8;10;0;0;0;0;0;36;1;0;3;;;
OTOÈAC;15;356;256;256;254;2;0;0;1;1;0;2;1;0;169;0;3;18;1;9;10;0;3;0;0;0;32;1;3;0;;;
OTOÈAC;16;602;412;412;408;4;0;1;1;1;0;2;1;0;301;1;12;7;2;8;11;1;1;1;1;0;53;1;2;0;;;
OTOÈAC;17;454;270;270;269;1;0;0;1;2;0;1;0;6;191;1;11;4;0;5;8;0;1;1;1;0;29;0;7;0;;;
OTOÈAC;18;308;202;202;199;3;0;1;0;2;0;0;0;0;131;0;12;4;0;4;9;0;0;0;1;1;30;0;3;1;;;
OTOÈAC;19;591;352;352;345;7;0;2;0;6;0;2;1;0;242;1;5;15;1;11;18;1;2;1;0;0;30;0;4;3;;;
OTOÈAC;20;196;129;129;125;4;2;0;3;2;0;2;0;1;93;1;6;0;1;1;9;0;1;0;0;1;2;0;0;0;;;
PAG;1;708;449;449;440;9;1;2;0;0;0;5;3;1;139;1;22;20;4;15;36;0;15;6;0;0;157;1;10;2;;;
PAG;2;984;608;608;597;11;6;2;2;1;0;3;1;4;185;0;24;21;6;48;46;0;8;3;1;1;213;4;14;4;;;
PAG;3;801;522;522;519;3;1;0;1;0;0;3;0;1;156;0;17;16;3;31;37;0;5;3;0;1;230;1;12;1;;;
PAG;4;72;59;59;57;2;0;0;0;0;0;3;0;1;24;0;0;4;2;2;4;0;1;0;0;0;15;0;0;1;;;
PAG;5;347;221;221;220;1;2;0;0;0;0;0;0;0;132;0;8;9;0;27;7;0;0;0;0;0;34;0;0;1;;;
PAG;6;298;174;174;173;1;0;0;0;2;0;2;0;1;92;3;8;2;1;19;5;0;0;0;0;0;32;0;6;0;;;
PAG;7;123;94;94;93;1;0;0;0;1;0;3;0;0;27;0;4;21;0;6;4;0;0;0;0;1;24;1;1;0;;;
SENJ;1;1639;1098;1098;1087;11;0;2;1;5;1;4;1;6;408;3;49;23;7;88;50;1;7;2;1;3;401;7;12;5;;;
SENJ;2;1178;784;784;776;8;2;0;1;1;0;0;1;4;344;4;40;19;5;60;49;0;9;0;2;1;223;3;6;2;;;
SENJ;3;1163;794;794;788;6;2;7;1;3;0;0;1;2;393;0;22;15;7;33;59;0;2;2;1;1;220;3;12;2;;;
SENJ;4;1069;641;641;633;8;0;3;2;2;0;3;0;2;310;1;11;6;6;23;32;1;2;0;5;0;205;3;12;4;;;
SENJ;5;929;510;510;499;11;1;1;1;0;0;2;0;0;227;1;31;6;0;16;19;1;3;2;1;0;175;2;3;7;;;
SENJ;6;330;154;154;152;2;0;0;0;0;0;0;1;0;106;0;4;0;1;5;13;0;1;0;0;0;19;0;2;0;;;
SENJ;7;328;217;217;211;6;0;1;1;0;0;0;0;3;142;0;4;3;1;26;4;0;1;1;0;1;20;2;0;1;;;
SENJ;8;208;116;116;115;1;1;1;0;1;0;0;0;0;68;0;1;6;1;14;7;0;0;0;0;0;12;1;0;2;;;
SENJ;9;479;258;258;253;5;1;4;1;2;0;3;1;2;131;1;26;5;2;14;15;2;1;0;0;1;40;1;0;0;;;
SINJ;1;957;602;602;590;12;1;4;3;2;1;3;2;5;244;1;23;14;3;17;17;1;2;3;2;0;224;0;16;2;;;
SINJ;2;1562;1056;1053;1041;12;0;2;0;2;1;3;1;8;529;1;26;21;7;6;28;1;10;6;2;1;358;2;16;10;;;
SINJ;3;878;598;598;580;18;1;1;1;2;0;7;1;12;216;1;17;13;6;6;19;0;10;1;4;1;248;3;8;2;;;
SINJ;4;1561;1050;1050;1022;28;2;1;1;0;1;9;1;9;508;3;37;19;3;25;20;1;11;1;5;2;337;3;22;1;;;
SINJ;5;903;605;605;590;15;0;3;1;0;0;7;0;9;175;0;25;12;2;8;13;0;3;1;2;0;310;3;9;7;;;
SINJ;6;895;544;544;535;9;0;0;2;0;0;6;1;3;269;2;15;16;1;23;18;0;1;2;3;0;164;2;5;2;;;
SINJ;7;1246;806;803;794;9;0;1;6;0;0;8;0;10;297;4;19;29;7;12;18;1;7;1;2;0;342;3;23;4;;;
SINJ;8;1241;742;742;735;7;0;0;1;0;2;10;1;13;356;2;14;12;3;14;24;4;2;4;2;0;247;2;18;4;;;
SINJ;9;803;533;533;528;5;0;0;1;2;0;9;1;3;348;2;4;6;2;11;10;0;3;0;5;1;110;3;5;2;;;
SINJ;10;1788;1092;1092;1076;16;0;2;2;3;2;11;1;9;649;2;25;31;5;32;28;2;8;3;7;1;233;5;11;4;;;
SINJ;11;986;612;610;598;12;0;2;1;0;3;2;0;7;439;2;5;10;6;19;20;0;9;1;1;1;58;1;9;2;;;
SINJ;12;1684;1010;1010;995;15;3;3;1;5;0;4;0;15;494;1;13;20;2;11;18;1;3;0;8;3;371;3;10;6;;;
SINJ;13;1375;802;802;791;11;1;2;2;2;0;6;1;6;416;4;7;16;2;14;15;1;2;0;3;0;270;4;14;3;;;
SINJ;14;757;429;429;420;9;0;0;1;0;1;0;0;11;286;0;15;4;5;10;10;5;2;1;1;1;60;2;4;1;;;
SINJ;15;596;284;284;276;8;0;0;2;3;0;5;0;4;160;3;8;8;3;14;12;0;4;1;1;1;42;0;4;1;;;
SINJ;16;364;217;217;216;1;0;0;0;0;0;0;0;2;174;3;0;4;4;1;3;5;0;0;0;1;14;2;2;1;;;
SINJ;17;484;327;327;321;6;0;0;0;0;1;3;0;2;207;2;7;9;1;6;8;0;5;4;0;1;61;1;2;1;;;
SINJ;18;486;286;286;279;7;0;2;0;0;0;2;0;2;149;2;3;5;0;5;9;0;9;3;1;0;76;3;4;4;;;
SINJ;19;513;314;314;308;6;0;2;0;2;1;1;1;5;208;1;3;6;3;6;7;1;4;1;0;0;54;0;2;0;;;
SINJ;20;559;354;354;345;9;0;0;0;2;0;1;0;2;210;0;8;7;2;10;15;1;2;0;3;0;69;2;10;1;;;
SINJ;21;292;175;175;174;1;0;0;1;0;0;0;0;1;130;1;2;2;1;7;3;0;1;0;0;0;19;1;5;0;;;
SINJ;22;425;266;266;257;9;0;0;0;2;1;1;2;7;193;0;3;9;3;4;9;0;4;0;0;0;17;0;2;0;;;
SINJ;23;184;104;104;100;4;0;2;0;1;0;0;0;4;73;0;2;0;0;7;6;0;0;0;0;0;5;0;0;0;;;
SKRADIN;1;825;495;495;491;4;0;2;3;3;0;2;1;2;266;1;16;17;3;15;34;1;16;3;2;4;86;4;8;2;;;
SKRADIN;2;702;338;338;329;9;1;2;0;1;0;2;1;0;204;3;5;13;2;8;13;0;2;0;2;4;60;0;6;0;;;
SKRADIN;3;209;104;104;103;1;0;1;0;1;0;2;1;1;63;1;1;0;0;2;4;0;0;1;0;12;13;0;0;0;;;
SKRADIN;4;713;308;308;306;2;0;0;0;0;1;1;0;12;260;0;3;7;0;3;6;0;2;0;0;0;10;0;1;0;;;
SKRADIN;5;86;56;56;55;1;0;0;0;0;0;0;0;0;49;0;0;2;0;0;0;0;0;0;0;0;4;0;0;0;;;
SKRADIN;6;171;76;76;74;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;69;3;1;0;0;;;
SKRADIN;7;173;84;84;83;1;0;0;0;2;0;2;2;1;49;0;0;2;2;1;1;0;1;2;0;11;6;0;0;1;;;
SKRADIN;8;538;243;243;239;4;0;0;0;2;0;4;0;0;114;0;5;18;1;5;3;0;0;1;0;60;25;1;0;0;;;
SKRADIN;9;172;51;51;50;1;0;0;0;0;0;5;0;0;6;0;1;0;0;0;3;0;0;1;0;24;7;1;2;0;;;
SKRADIN;10;353;227;217;202;15;1;0;0;0;0;1;0;3;156;0;1;2;1;2;11;0;1;6;0;2;15;0;0;0;;;
SKRADIN;11;393;184;184;176;8;0;1;1;1;0;3;0;2;133;0;4;1;4;3;1;0;2;0;0;0;18;0;2;0;;;
ŠIBENIK;1;380;280;280;278;2;1;0;1;0;1;0;0;2;97;0;19;10;1;5;11;2;1;4;3;4;105;5;5;1;;;
ŠIBENIK;2;457;302;302;301;1;1;2;0;0;1;6;0;3;110;1;23;10;3;6;14;0;2;0;1;2;102;3;7;4;;;
ŠIBENIK;3;699;467;467;462;5;0;1;1;2;0;6;0;2;148;2;33;7;2;17;33;0;2;1;2;0;189;2;9;3;;;
ŠIBENIK;4;699;459;459;449;10;0;1;0;0;0;4;1;2;172;1;36;8;1;4;11;0;4;1;0;3;187;4;6;3;;;
ŠIBENIK;5;458;314;313;306;7;0;1;0;0;0;7;0;2;138;1;27;7;2;3;15;1;1;0;0;3;91;1;6;0;;;
ŠIBENIK;6;551;377;377;374;3;0;1;3;0;2;12;0;1;183;3;14;13;2;9;18;0;3;0;2;2;99;0;5;2;;;
ŠIBENIK;7;746;469;468;465;3;0;2;0;0;0;6;1;0;173;0;26;7;2;14;21;0;11;2;3;2;188;4;3;0;;;
ŠIBENIK;8;797;542;542;526;16;0;1;1;0;1;7;0;0;181;0;47;9;2;9;42;0;3;1;5;1;201;6;7;2;;;
ŠIBENIK;9;803;545;545;537;8;0;1;3;0;2;5;0;2;201;0;16;6;5;15;33;0;3;1;2;1;230;3;4;4;;;
ŠIBENIK;10;562;373;352;341;11;0;1;1;1;0;3;0;0;109;0;11;5;4;2;22;0;3;1;3;2;165;5;3;0;;;
ŠIBENIK;11;1081;690;690;676;14;1;1;1;1;2;8;0;4;259;0;30;32;12;13;31;0;8;5;7;5;233;4;14;5;;;
ŠIBENIK;12;1077;656;656;641;15;0;1;2;1;3;5;0;0;245;0;31;12;1;7;28;0;2;0;6;2;271;7;12;5;;;
ŠIBENIK;13;540;352;352;347;5;2;4;1;0;0;1;0;1;158;0;18;9;4;2;20;0;2;1;1;0;113;4;3;3;;;
ŠIBENIK;14;624;394;394;390;4;1;0;0;0;0;5;0;0;140;1;33;11;3;9;17;0;4;1;0;2;147;5;8;3;;;
ŠIBENIK;15;661;435;435;427;8;0;0;1;0;2;6;0;2;183;3;25;7;4;11;20;1;1;0;0;1;141;4;8;7;;;
ŠIBENIK;16;773;503;503;492;11;1;2;3;1;1;7;0;0;230;1;50;11;3;9;22;2;1;0;7;5;131;2;1;2;;;
ŠIBENIK;17;773;463;463;461;2;0;1;3;1;0;12;1;0;209;1;32;15;3;7;27;1;5;0;2;1;123;4;9;4;;;
ŠIBENIK;18;834;521;520;511;9;0;0;1;1;2;11;0;2;315;2;17;13;5;11;15;0;7;4;6;1;86;6;3;3;;;
ŠIBENIK;19;531;335;333;326;7;0;3;1;0;2;4;1;0;132;1;17;12;0;5;14;0;2;1;2;0;113;2;11;3;;;
ŠIBENIK;20;531;346;346;341;5;1;0;3;0;0;1;0;1;158;0;15;10;3;3;22;0;2;1;2;1;112;1;5;0;;;
ŠIBENIK;21;458;305;305;303;2;0;1;0;0;0;5;1;3;157;0;7;3;0;6;10;0;3;1;1;0;100;3;2;0;;;
ŠIBENIK;22;1136;698;698;685;13;1;3;0;1;1;14;3;4;369;2;11;30;6;15;25;0;7;1;10;3;160;3;14;2;;;
ŠIBENIK;23;1814;1166;1128;1108;20;1;3;1;1;0;14;0;6;578;0;52;48;8;37;40;0;12;8;1;10;268;4;7;9;;;
ŠIBENIK;24;423;266;266;263;3;2;0;0;0;0;1;0;0;119;0;13;4;0;3;15;0;2;1;1;3;94;0;3;2;;;
ŠIBENIK;25;428;280;280;273;7;0;0;0;0;1;5;2;3;105;0;18;6;2;4;17;0;3;6;1;2;89;1;6;2;;;
ŠIBENIK;26;1295;801;794;775;19;0;2;3;2;3;10;4;2;466;1;24;12;4;17;63;1;10;4;4;1;124;2;9;7;;;
ŠIBENIK;27;618;402;402;387;15;0;2;1;2;1;5;1;2;215;1;9;12;1;20;14;0;7;5;1;0;79;0;5;4;;;
ŠIBENIK;28;453;253;252;245;7;0;3;0;1;0;1;0;2;106;1;23;5;1;6;8;0;6;0;3;0;71;2;3;3;;;
ŠIBENIK;29;395;224;224;224;0;0;0;0;0;0;7;0;0;91;0;15;7;2;2;12;0;5;1;9;2;65;1;3;2;;;
ŠIBENIK;30;599;358;357;351;6;1;1;2;0;0;7;0;0;150;1;23;9;0;17;18;0;1;2;1;1;111;1;2;3;;;
ŠIBENIK;31;601;376;376;374;2;0;0;0;3;0;10;0;4;162;2;16;0;4;15;20;0;9;5;8;0;114;1;1;0;;;
ŠIBENIK;32;507;304;303;298;5;0;0;2;1;0;1;0;1;102;1;12;11;4;5;19;0;3;0;0;5;123;0;4;4;;;
ŠIBENIK;33;813;505;505;500;5;0;3;0;0;1;6;1;1;223;1;20;10;5;7;23;1;1;5;3;5;170;1;11;2;;;
ŠIBENIK;34;842;559;558;545;13;0;2;1;2;0;5;0;4;203;2;30;8;4;8;27;0;4;6;3;8;214;3;7;4;;;
ŠIBENIK;35;947;646;612;606;6;0;1;0;2;0;3;0;1;259;0;30;23;8;14;40;0;5;4;0;7;194;2;7;6;;;
ŠIBENIK;36;492;300;288;285;3;2;0;1;0;0;3;0;1;114;2;17;4;4;8;10;0;5;1;1;0;103;2;6;1;;;
ŠIBENIK;37;382;236;236;235;1;0;3;0;0;0;3;0;2;91;0;12;10;3;4;10;0;1;1;2;2;89;0;2;0;;;
ŠIBENIK;38;484;282;282;280;2;1;0;2;0;0;6;0;1;88;1;32;10;0;5;10;0;3;1;1;0;105;6;8;0;;;
ŠIBENIK;39;492;316;316;313;3;0;3;0;0;1;0;0;3;146;2;12;4;4;1;15;1;5;0;3;0;105;1;6;1;;;
ŠIBENIK;40;672;434;433;418;15;0;0;1;1;1;7;0;1;144;1;29;8;0;7;30;0;3;2;3;5;161;2;9;3;;;
ŠIBENIK;41;640;391;391;380;11;1;0;0;0;1;4;0;1;140;1;22;5;1;8;24;0;4;1;2;4;148;8;4;1;;;
ŠIBENIK;42;471;320;320;310;10;1;0;0;0;0;3;0;3;94;0;18;9;4;3;15;0;1;3;2;5;139;1;7;2;;;
ŠIBENIK;43;533;358;358;353;5;0;0;0;1;1;5;0;2;192;0;8;9;1;9;12;0;1;1;2;0;104;1;3;1;;;
ŠIBENIK;44;668;454;454;445;9;0;0;0;2;0;6;0;0;172;0;25;19;8;5;20;0;9;0;2;3;153;5;10;6;;;
ŠIBENIK;45;528;347;347;341;6;0;2;1;0;1;4;1;0;133;2;22;3;4;9;21;1;8;0;1;1;117;1;8;1;;;
ŠIBENIK;46;775;331;328;326;2;2;2;0;1;1;3;0;0;195;1;5;11;2;3;6;0;1;2;0;1;83;0;5;2;;;
ŠIBENIK;47;223;162;162;158;4;0;0;0;3;1;0;0;4;115;1;2;2;0;4;4;0;0;0;0;0;20;0;1;1;;;
ŠIBENIK;48;1285;725;724;714;10;0;1;1;5;1;16;2;8;308;1;32;20;4;29;33;2;9;2;4;2;213;3;12;6;;;
ŠIBENIK;49;942;522;518;512;6;0;3;2;2;3;3;1;3;218;2;28;15;2;34;26;1;2;4;1;1;145;4;7;5;;;
ŠIBENIK;50;379;230;230;225;5;1;1;0;2;0;1;0;0;169;0;2;8;1;6;4;0;2;0;1;1;21;2;1;2;;;
ŠIBENIK;51;399;242;242;236;6;0;0;1;1;0;1;0;3;163;0;9;7;3;14;11;0;0;2;1;0;18;0;2;0;;;
ŠIBENIK;52;131;87;87;84;3;0;0;0;0;0;0;0;3;71;0;0;2;0;2;2;0;0;0;0;0;3;0;1;0;;;
ŠIBENIK;53;202;114;114;113;1;0;0;0;2;0;2;0;1;51;2;7;2;1;2;5;0;5;1;1;1;28;0;2;0;;;
ŠIBENIK;54;730;525;522;497;25;0;3;2;2;0;6;0;5;309;1;5;14;5;12;14;1;4;1;0;0;102;2;8;1;;;
ŠIBENIK;55;292;214;214;210;4;0;0;1;1;0;4;0;3;110;0;5;1;0;2;11;0;5;2;1;0;53;2;3;6;;;
