Grad/opæina;Redni broj biraèkog mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: JURE GRUBIŠIÆ                                        ;AKCIJA MLADIH - AM, Nositelj liste: LUKA BADEL                                                    ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH, JADRANSKA SOCIJALDEMOKRATSKA STRANKA HRVATSKE - JADRANSKI SOCIJALDEMOKRATI, DEMOKRATSKA STRANKA ŽENA - DSŽ, ZELENA STRANKA - ZS, HRVATSKA RADNIÈKA STRANKA - HRS, Nositelj liste: ZLATKO KLARIÆ, prof.;AUTOHTONA-HRVATSKA SELJAÈKA STRANKA - A-HSS, Nositelj liste: dr.sc. JOŠKO KOVAÈ, dipl.ing.                         ;DALMATINSKA LIBERALNA STRANKA - DLS, Nositelj liste: ANTE TEŠIJA;DEMOKRATSKI CENTAR - DC, Nositelj liste: JOŠKO MORIÆ;GOSPODARSKA STRANKA - GS, Nositelj liste: STJEPAN GNJEÈ                                            ;HRVATSKA ÈISTA STRANKA PRAVA - HÈSP, Nositelj liste: LUKA PODRUG, dipl. iur.                                   ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, Nositelj liste: dr.sc. IVO SANADER                                 ;HRVATSKA KRŠÆANSKA DEMOKRATSKA STRANKA - HKDS, KRŠÆANSKA SOCIJALNA UNIJA - KSU, Nositelj liste: ANTE BARABA;HRVATSKA NARODNA STRANKA-LIBERALNI DEMOKRATI - HNS, Nositelj liste: RADIMIR ÈAÈIÆ                    ;HRVATSKA SOCIJALNO LIBERALNA STRANKA - HSLS, HRVATSKA SELJAÈKA STRANKA - HSS, Nositelj liste: STANKO ZRILIÆ;HRVATSKA STRANKA MLADIH - HSM, Nositelj liste: ANA PETROV                                       ;HRVATSKA STRANKA PRAVA - HSP, Nositelj liste: ANTO ÐAPIÆ;HRVATSKA STRANKA UMIROVLJENIKA - HSU, Nositelj liste: mr.sc. VLADIMIR JORDAN                    ;HRVATSKI PRAVAŠI-HRVATSKI PRAVAŠKI POKRET - HP-HPP, Nositelj liste: LUKŠA KEVO;JEDINO HRVATSKA-POKRET ZA HRVATSKU - JEDINO HRVATSKA, Nositelj liste: IVIÆ PAŠALIÆ;NEOVISNA LISTA, Nositelj liste: DRAGO KRPINA                                 ;NEOVISNA LISTA, Nositelj liste: mr.sc. ÐULA RUŠINOVIÆ-SUNARA                                 ;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS, Nositelj liste: dr.sc. MILORAD PUPOVAC;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, Nositelj liste: ZORAN MILANOVIÆ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP, LJEVICA HRVATSKE - LJEVICA, ISTARSKI SOCIJALDEMOKRATSKI FORUM-FORO SOCIAL DEMOCRATICO ISTRIANO - ISDF-FSDI, HRVATSKI SOCIJALDEMOKRATI - HSD, Nositelj liste: ZORAN RESTOVIÆ                                 ;STRANKA UMIROVLJENIKA - SU, Nositelj liste: BORIS NIKOLIÆ-MALORA;ZELENI HRVATSKE - ZELENI HR, Nositelj liste: LOVRO RUMORA;;;
ŠIBENIK;56;159;105;105;103;2;1;0;0;1;0;1;0;0;63;0;9;0;0;6;3;0;2;1;0;0;16;0;0;0;;;
ŠIBENIK;57;674;405;405;392;13;0;4;0;0;0;5;0;1;244;0;6;14;5;5;18;0;4;1;2;0;79;0;3;1;;;
ŠIBENIK;58;206;86;86;83;3;0;0;0;1;1;2;0;1;50;0;0;2;0;0;9;0;0;0;0;0;16;0;0;1;;;
ŠIBENIK;59;151;98;98;96;2;0;0;0;0;1;2;0;1;44;1;1;2;0;2;5;0;1;0;0;1;32;0;2;1;;;
ŠIBENIK;60;240;151;151;150;1;2;1;1;0;1;0;0;1;60;1;5;2;0;3;8;0;1;0;1;1;58;0;3;1;;;
ŠIBENIK;61;325;206;206;203;3;1;0;0;0;0;0;0;0;129;1;3;6;0;3;6;0;1;0;0;5;46;0;2;0;;;
ŠIBENIK;62;93;74;74;74;0;0;0;0;0;0;0;2;0;56;0;0;1;0;0;3;0;3;0;0;0;8;0;1;0;;;
ŠIBENIK;63;322;146;144;137;7;0;2;0;1;1;0;0;2;72;0;4;6;2;8;6;0;0;0;0;0;28;0;3;2;;;
ŠIBENIK;64;81;77;77;63;14;0;0;0;0;0;1;0;0;53;0;0;1;1;0;3;0;0;0;0;0;4;0;0;0;;;
ŠIBENIK;65;358;238;238;233;5;1;0;0;1;1;2;1;0;120;1;10;9;2;2;16;0;3;1;3;0;53;2;3;2;;;
ŠIBENIK;66;245;130;130;129;1;0;0;1;0;0;0;0;0;60;0;8;2;0;3;3;0;0;0;0;6;41;2;2;1;;;
ŠIBENIK;67;127;89;89;88;1;1;0;0;3;0;0;0;1;63;0;1;0;0;1;2;0;0;0;0;0;13;0;3;0;;;
ŠIBENIK;68;102;58;58;55;3;0;0;0;0;0;0;0;3;41;0;0;1;0;1;4;0;3;0;0;0;2;0;0;0;;;
ŠIBENIK;69;123;81;81;81;0;0;0;1;0;0;0;0;0;57;0;1;2;0;1;5;0;0;0;0;1;9;0;4;0;;;
ŠIBENIK;70;498;280;280;273;7;0;0;2;0;0;0;0;1;198;0;5;2;2;7;13;0;2;3;4;1;26;0;4;3;;;
ŠIBENIK;71;47;30;30;29;1;0;0;0;0;0;0;0;0;16;0;1;0;0;1;4;0;0;0;0;0;6;0;1;0;;;
ŠIBENIK;72;559;341;341;332;9;0;0;1;6;1;1;0;0;184;1;8;31;3;9;9;0;19;0;0;0;52;1;3;3;;;
ŠIBENIK;73;636;359;359;352;7;0;2;1;0;2;1;0;1;208;1;13;7;5;7;27;0;3;0;3;1;64;0;5;1;;;
ŠIBENIK;74;133;68;68;66;2;0;0;2;1;0;0;0;3;37;0;0;0;0;0;5;0;0;0;0;0;15;0;3;0;;;
ŠIBENIK;75;1037;635;635;616;19;1;4;2;0;2;3;1;3;274;3;18;23;7;18;35;1;10;1;3;1;183;5;12;6;;;
ŠIBENIK;76;342;187;187;187;0;2;0;2;0;0;0;0;3;64;0;13;4;2;4;21;0;3;0;0;0;66;1;2;0;;;
ŠIBENIK;77;501;300;300;291;9;0;2;0;1;0;2;0;3;121;0;12;5;0;15;16;0;3;1;0;1;103;0;2;4;;;
ŠIBENIK;78;222;113;113;113;0;0;0;1;1;0;2;0;0;50;0;2;0;1;0;4;0;0;1;0;2;47;0;1;1;;;
ŠIBENIK;79;198;111;110;108;2;0;0;0;0;0;4;0;1;28;0;7;3;0;4;10;0;0;0;1;2;47;0;1;0;;;
TRILJ;1;168;70;70;68;2;0;0;0;0;0;2;1;1;49;0;2;0;0;0;1;0;0;1;0;0;9;0;1;1;;;
TRILJ;2;372;187;187;176;11;1;0;1;1;1;1;0;0;104;1;7;8;0;6;5;0;2;0;1;0;31;2;3;1;;;
TRILJ;3;99;69;69;68;1;0;0;0;0;0;0;0;0;52;0;2;0;0;5;5;0;1;0;0;0;3;0;0;0;;;
TRILJ;4;388;253;253;247;6;2;2;4;1;0;1;0;2;156;1;1;13;0;14;11;0;1;0;2;0;35;0;0;1;;;
TRILJ;5;179;110;110;107;3;0;0;0;1;0;0;0;1;69;0;1;5;1;4;2;0;1;1;1;1;18;0;1;0;;;
TRILJ;6;560;366;366;360;6;0;1;2;1;1;1;0;6;265;1;6;14;2;9;2;0;9;0;2;0;30;1;7;0;;;
TRILJ;7;737;468;468;436;32;0;2;3;1;1;0;0;2;229;2;10;19;1;35;26;4;4;3;0;0;90;0;2;2;;;
TRILJ;8;321;232;232;222;10;0;0;1;0;0;0;1;6;158;2;1;4;2;7;3;1;3;1;0;0;30;0;1;1;;;
TRILJ;9;515;319;319;316;3;2;0;0;1;1;2;0;13;201;1;4;7;2;22;11;0;4;1;0;0;41;1;2;0;;;
TRILJ;10;97;62;62;61;1;0;0;2;3;1;1;0;2;27;0;2;3;1;2;0;1;2;0;0;0;13;0;0;1;;;
TRILJ;11;1068;650;650;646;4;1;1;4;0;0;5;0;3;371;4;19;12;2;44;16;3;7;0;5;1;134;1;6;7;;;
TRILJ;12;1404;896;895;874;21;0;3;3;4;0;4;1;8;604;4;12;28;3;70;8;4;6;11;2;0;89;0;8;2;;;
TRILJ;13;765;447;447;441;6;0;0;0;0;0;3;2;10;279;3;2;15;2;5;13;0;2;7;0;0;87;3;4;4;;;
TRILJ;14;270;165;165;160;5;0;0;0;0;0;0;0;0;53;1;4;15;1;1;1;0;3;3;0;1;73;1;1;2;;;
TRILJ;15;269;182;181;177;4;1;1;0;0;2;0;0;2;144;1;1;0;0;9;6;1;1;0;0;0;4;1;3;0;;;
TRILJ;16;149;82;82;77;5;0;0;0;0;0;1;0;3;42;0;3;0;1;8;0;0;1;0;1;0;15;0;2;0;;;
TRILJ;17;99;40;40;32;8;1;0;0;0;1;0;0;1;16;0;0;11;0;0;0;0;0;0;0;0;2;0;0;0;;;
TRILJ;18;631;245;241;239;2;1;0;0;1;2;1;0;4;162;4;2;9;1;5;6;0;8;2;3;1;24;0;3;0;;;
TRILJ;19;277;115;115;114;1;0;0;0;0;0;0;0;1;103;0;0;1;0;4;2;0;0;0;0;0;2;0;0;1;;;
TRILJ;20;106;25;25;25;0;0;0;0;0;0;0;0;0;22;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;;;
TRILJ;21;212;44;44;44;0;0;0;0;0;1;0;0;0;34;0;0;2;0;3;0;0;0;0;0;0;4;0;0;0;;;
TRILJ;22;99;57;57;54;3;1;0;0;0;0;0;0;1;41;0;0;2;0;6;0;0;0;0;0;0;3;0;0;0;;;
TROGIR;1;574;420;420;407;13;4;1;4;0;0;2;0;7;196;1;13;6;3;12;13;0;2;3;0;0;136;1;2;1;;;
TROGIR;2;1040;676;676;671;5;2;0;4;2;0;5;1;5;353;0;22;6;2;23;9;2;5;4;1;0;217;2;3;3;;;
TROGIR;3;814;548;548;533;15;0;0;1;0;1;1;0;2;229;2;17;8;4;10;12;7;2;1;1;0;221;2;8;4;;;
TROGIR;4;777;474;472;462;10;0;1;2;1;1;0;0;5;187;0;12;3;3;12;13;2;4;4;1;0;201;1;6;3;;;
TROGIR;5;830;531;531;527;4;0;0;4;0;0;2;4;3;214;2;18;11;4;8;13;1;4;2;2;0;221;2;7;5;;;
TROGIR;6;936;615;615;603;12;0;2;0;0;0;2;0;6;230;1;18;3;3;11;18;0;3;3;2;4;283;4;7;3;;;
TROGIR;7;794;462;462;461;1;0;0;4;0;1;0;1;2;227;0;9;17;0;17;14;0;4;1;2;0;147;4;8;3;;;
TROGIR;8;931;624;624;615;9;0;1;2;1;1;0;0;7;230;5;35;11;2;19;15;4;3;1;3;0;263;2;7;3;;;
TROGIR;9;992;571;571;557;14;0;2;0;0;0;2;1;4;282;1;20;11;5;11;7;1;5;8;2;0;184;1;9;1;;;
TROGIR;10;866;504;504;499;5;0;2;3;0;1;5;0;3;181;1;20;10;5;29;15;0;3;5;1;0;201;0;6;8;;;
TROGIR;11;540;300;299;291;8;0;0;0;1;0;2;1;1;102;0;9;7;6;9;7;0;3;4;1;0;132;1;3;2;;;
TROGIR;12;926;558;558;535;23;0;2;3;1;2;0;0;4;206;1;19;9;4;18;15;4;2;2;1;1;227;0;8;6;;;
TROGIR;13;888;424;424;412;12;1;0;2;0;0;2;0;2;196;3;16;6;7;15;14;1;10;6;0;1;119;4;5;2;;;
TROGIR;14;119;69;69;68;1;0;2;0;0;0;0;0;2;29;0;0;0;1;4;3;0;0;0;1;0;26;0;0;0;;;
TROGIR;15;998;461;461;448;13;0;0;2;1;0;2;0;4;244;0;9;6;4;8;11;7;1;2;0;1;142;0;3;1;;;
TROGIR;16;474;253;253;248;5;0;0;0;0;0;2;0;5;139;0;9;8;2;2;3;0;1;0;0;0;70;1;4;2;;;
TROGIR;17;97;75;75;75;0;0;0;0;1;0;0;0;0;28;0;3;3;1;0;4;1;0;0;1;0;31;0;2;0;;;
TROGIR;18;196;115;115;111;4;1;2;0;0;0;0;0;0;28;0;5;1;1;1;3;0;0;1;2;0;56;4;5;1;;;
VODICE;1;430;318;318;314;4;0;2;0;0;2;4;0;0;234;2;3;3;2;2;10;0;9;2;0;0;36;0;1;2;;;
VODICE;2;180;71;71;69;2;0;0;0;0;0;2;0;0;14;0;6;1;0;2;0;0;0;0;0;33;11;0;0;0;;;
VODICE;3;216;126;126;121;5;1;0;0;0;1;0;0;1;85;1;3;0;1;3;4;0;12;4;0;1;3;0;0;1;;;
VODICE;4;68;59;59;59;0;0;0;0;0;0;1;0;0;36;0;0;1;0;0;0;0;18;0;0;0;3;0;0;0;;;
VODICE;5;846;394;394;386;8;0;1;2;2;0;3;0;0;158;0;13;20;2;11;20;1;6;4;2;2;128;4;3;4;;;
VODICE;6;259;150;150;144;6;0;1;1;0;2;1;0;1;40;0;7;0;0;1;8;0;1;1;1;0;76;0;2;1;;;
VODICE;7;358;201;201;200;1;1;1;2;1;0;2;0;0;52;3;24;6;1;4;14;0;0;1;2;1;78;1;6;0;;;
VODICE;8;1184;736;736;725;11;0;3;2;3;1;3;1;8;284;2;39;25;9;25;28;2;20;20;6;0;220;8;12;4;;;
VODICE;9;2179;1161;1161;1137;24;0;3;2;6;2;12;1;5;456;7;60;23;10;52;42;1;41;58;4;2;320;4;12;14;;;
VODICE;10;2015;1027;1027;1010;17;1;3;5;2;7;15;1;9;422;3;60;18;7;57;36;0;35;25;6;1;272;3;17;5;;;
VODICE;11;1278;570;570;538;32;1;1;1;1;1;9;0;2;229;0;20;13;5;14;18;2;26;12;0;3;168;1;5;6;;;
VRLIKA;1;565;369;369;362;7;0;1;0;0;0;0;0;5;235;0;2;20;0;16;8;2;0;6;0;5;59;0;3;0;;;
VRLIKA;2;438;119;119;117;2;0;0;1;0;0;0;0;1;73;1;0;4;1;3;7;0;0;0;1;7;15;1;2;0;;;
VRLIKA;3;313;161;161;158;3;0;0;0;2;0;0;0;1;109;0;4;27;0;1;5;0;0;1;0;0;6;0;2;0;;;
VRLIKA;4;102;66;66;66;0;0;0;0;0;0;0;0;2;47;0;0;5;0;3;3;0;0;0;0;0;6;0;0;0;;;
VRLIKA;5;337;164;164;161;3;0;0;0;0;0;4;0;2;123;1;1;7;0;9;3;0;0;0;0;1;8;0;1;1;;;
VRLIKA;6;222;121;121;119;2;0;1;0;0;0;0;0;1;64;0;0;11;0;2;6;0;0;1;1;4;25;1;1;1;;;
VRLIKA;7;265;172;172;171;1;0;0;0;0;0;0;0;0;150;0;4;1;0;3;4;1;1;1;0;0;5;0;0;1;;;
VRLIKA;8;410;198;198;191;7;2;0;2;0;1;4;0;4;128;2;5;6;0;12;2;0;1;3;0;1;14;2;1;1;;;
ZADAR;1;1002;581;581;572;9;2;0;1;0;0;3;1;2;339;0;24;12;3;23;18;2;0;1;0;1;129;3;8;0;;;
ZADAR;2;1151;732;732;726;6;0;5;3;4;3;7;1;2;433;1;31;17;5;17;30;0;4;0;0;5;140;3;12;3;;;
ZADAR;3;1534;1007;1007;982;25;1;2;3;0;3;16;5;4;363;8;81;33;9;25;49;0;8;6;0;1;346;3;11;5;;;
ZADAR;4;1872;1141;1140;1131;9;1;1;2;0;0;18;4;1;539;5;71;40;3;35;36;1;11;11;3;3;319;5;12;10;;;
ZADAR;5;1854;1140;1140;1125;15;0;4;1;0;3;26;4;8;456;6;88;45;10;41;34;1;20;4;2;2;347;6;8;9;;;
ZADAR;6;1404;811;811;801;10;1;4;1;0;0;12;2;3;384;4;62;16;9;30;31;1;11;3;1;0;206;6;10;4;;;
ZADAR;7;1073;678;671;665;6;1;1;3;0;1;5;2;1;311;3;33;29;11;30;53;1;4;1;1;2;149;4;13;6;;;
ZADAR;8;65;49;49;49;0;0;0;0;0;0;0;0;1;18;0;3;0;0;1;8;0;0;0;0;0;17;0;1;0;;;
ZADAR;9;1027;609;609;603;6;0;4;1;1;0;13;3;1;246;2;35;13;10;23;32;2;6;1;3;0;189;1;10;7;;;
ZADAR;10;819;510;510;503;7;0;0;1;1;0;11;2;0;215;2;33;11;2;8;19;0;2;7;0;3;166;3;12;5;;;
ZADAR;11;827;517;517;512;5;0;1;1;0;0;9;1;3;151;1;45;9;5;6;37;0;8;2;1;1;221;3;2;5;;;
ZADAR;12;1013;624;624;609;15;0;1;1;0;1;9;2;0;221;2;49;12;6;24;30;0;9;3;3;0;218;3;8;7;;;
ZADAR;13;1059;699;699;695;4;0;2;0;1;3;7;2;2;216;1;66;23;3;27;27;1;8;3;0;1;285;6;7;4;;;
ZADAR;14;837;521;511;506;5;0;8;9;0;0;2;0;0;243;3;22;12;4;36;18;0;9;0;1;1;131;0;4;3;;;
ZADAR;15;1200;698;662;651;11;0;2;2;0;0;10;0;2;302;5;37;18;10;29;25;0;3;3;2;2;188;3;3;5;;;
ZADAR;16;535;298;298;294;4;1;2;0;0;1;1;1;0;190;0;8;4;1;14;12;3;0;1;0;0;49;0;3;3;;;
ZADAR;17;1404;739;739;725;14;0;4;0;2;0;10;1;1;415;3;34;14;4;38;20;0;11;4;1;6;149;3;2;3;;;
ZADAR;18;1557;874;874;865;9;1;12;2;0;3;16;0;3;397;4;78;10;6;31;39;1;11;0;3;0;233;2;8;5;;;
ZADAR;19;30;26;26;24;2;0;0;0;1;0;0;0;0;12;1;0;1;0;0;4;0;0;0;0;0;3;0;2;0;;;
ZADAR;20;162;111;111;110;1;0;0;0;1;0;6;0;0;73;0;4;10;0;1;3;0;0;0;0;0;8;1;2;1;;;
ZADAR;21;1930;918;918;909;9;0;0;2;1;2;34;5;8;509;0;46;32;6;34;12;0;1;2;4;6;197;3;1;4;;;
ZADAR;22;255;110;110;109;1;0;1;1;1;0;1;0;0;30;2;7;2;2;3;7;0;2;0;0;0;43;1;6;0;;;
ZADAR;23;1004;662;662;655;7;1;0;0;2;0;12;6;3;212;1;59;30;5;22;23;1;8;1;2;3;244;2;11;7;;;
ZADAR;24;1135;707;707;697;10;0;3;1;2;1;4;2;1;277;3;50;17;8;26;35;0;9;1;2;5;228;7;11;4;;;
ZADAR;25;1004;613;613;604;9;1;2;2;1;0;11;1;2;197;1;54;9;0;11;31;0;5;3;3;3;245;6;7;9;;;
ZADAR;26;1234;749;749;733;16;0;1;0;1;0;11;5;2;246;6;57;27;11;16;34;0;8;3;0;2;288;0;6;9;;;
ZADAR;27;1086;662;662;652;10;1;2;1;0;0;5;1;2;273;4;55;15;5;28;21;2;2;3;3;3;211;2;7;6;;;
ZADAR;28;1186;742;742;727;15;0;1;0;2;0;16;0;4;247;1;51;18;6;21;40;1;5;1;3;7;290;1;9;3;;;
ZADAR;29;720;458;458;453;5;0;1;3;1;1;3;0;2;203;2;46;14;5;17;28;0;3;3;1;1;104;3;8;4;;;
ZADAR;30;233;147;147;145;2;1;1;2;0;0;2;0;1;23;1;2;5;0;2;13;0;0;0;2;1;78;1;5;5;;;
ZADAR;31;1244;832;830;819;11;0;6;1;2;0;14;0;2;252;0;59;18;7;25;46;2;5;3;1;8;349;4;11;4;;;
ZADAR;32;1376;803;803;789;14;1;3;3;0;2;12;3;3;334;4;53;7;9;18;38;0;6;0;2;2;270;1;11;7;;;
ZADAR;33;828;499;499;492;7;0;1;3;1;1;7;0;1;220;2;32;9;5;19;20;0;6;3;1;0;151;0;4;6;;;
ZADAR;34;147;92;92;91;1;0;0;1;0;0;0;0;0;28;0;6;0;2;1;8;0;0;0;0;1;42;1;1;0;;;
ZADAR;35;986;599;599;593;6;0;5;4;1;0;7;4;9;261;3;37;38;7;28;12;0;7;3;0;0;159;1;0;7;;;
ZADAR;36;226;96;96;94;2;0;2;4;0;0;0;0;0;39;3;4;1;1;2;1;0;0;0;0;0;35;0;0;2;;;
ZADAR;37;697;339;339;332;7;0;2;3;0;2;3;0;0;149;2;19;9;4;11;39;1;1;1;0;3;71;1;7;4;;;
ZADAR;38;588;404;404;399;5;0;2;0;0;0;34;1;2;243;3;17;16;0;14;10;0;3;2;3;1;37;0;5;6;;;
ZADAR;39;1068;265;255;255;0;0;0;0;0;0;0;0;0;146;0;6;3;0;3;3;0;0;0;0;0;92;2;0;0;;;
ZADAR;40;799;506;502;497;5;0;5;1;0;0;7;0;0;176;2;53;11;1;12;13;0;9;1;0;3;185;4;11;3;;;
ZADAR;41;1013;630;630;613;17;0;0;0;0;0;9;0;1;243;0;62;11;4;9;24;0;8;2;1;1;229;2;4;3;;;
ZADAR;42;927;521;521;511;10;0;2;2;0;0;4;1;0;166;3;54;4;4;20;15;0;7;2;2;0;207;1;10;7;;;
ZADAR;43;971;558;558;549;9;0;1;2;2;0;6;0;3;190;0;59;9;6;21;24;1;7;3;1;6;199;1;4;4;;;
ZADAR;44;94;47;47;46;1;0;3;2;0;0;0;0;0;6;0;5;0;2;1;1;0;0;0;0;0;24;0;1;1;;;
ZADAR;45;1336;860;860;854;6;0;5;2;1;1;14;2;2;350;2;72;22;9;35;38;0;19;2;5;10;248;1;11;3;;;
ZADAR;46;1976;1207;1207;1191;16;0;2;2;2;0;4;2;4;580;5;77;33;6;44;38;0;11;1;2;4;350;6;10;8;;;
ZADAR;47;134;88;88;85;3;0;0;3;0;0;0;0;0;52;0;1;0;0;1;4;0;1;0;0;0;22;0;0;1;;;
ZADAR;48;1025;622;622;611;11;1;1;0;0;1;16;6;3;211;4;49;12;1;20;20;0;4;1;0;6;230;5;11;9;;;
ZADAR;49;918;549;549;539;10;1;0;1;1;1;4;2;3;251;1;23;11;1;36;20;0;4;2;4;3;156;1;6;7;;;
ZADAR;50;1222;749;728;711;17;0;5;2;0;1;8;2;3;314;5;26;21;8;32;29;0;16;3;1;2;215;1;13;4;;;
ZADAR;51;295;159;159;159;0;1;1;0;1;1;5;0;0;46;1;7;0;0;3;12;1;0;1;0;0;71;0;7;1;;;
ZADAR;52;1188;807;807;802;5;0;3;2;0;0;7;2;4;380;3;109;24;5;36;19;1;13;1;1;3;177;0;8;4;;;
ZADAR;53;1046;599;577;566;11;1;3;1;1;0;6;0;2;277;1;32;25;5;24;21;0;6;2;1;4;142;1;8;3;;;
ZADAR;54;1131;693;693;684;9;1;0;0;2;0;12;3;4;331;3;38;29;8;28;23;2;15;1;0;6;163;5;5;5;;;
ZADAR;55;1390;868;868;855;13;1;1;4;1;0;8;2;4;429;2;52;28;6;22;34;0;13;4;3;0;216;2;9;14;;;
ZADAR;56;651;393;393;388;5;1;0;0;1;0;8;1;1;214;3;23;8;3;11;14;0;2;2;1;1;87;1;3;3;;;
ZADAR;57;1329;800;800;792;8;1;1;2;0;3;12;0;2;308;2;52;31;9;27;39;0;13;3;2;4;259;1;14;7;;;
ZADAR;58;426;268;268;264;4;0;2;2;1;3;3;0;1;69;3;13;6;6;4;26;0;1;0;0;0;113;1;9;1;;;
ZADAR;59;1858;1132;1099;1086;13;0;6;2;2;0;15;0;5;568;6;60;32;16;36;40;0;16;5;1;4;241;4;16;11;;;
ZADAR;60;1323;244;213;213;0;1;0;0;0;0;0;0;0;86;0;7;3;1;1;3;0;0;0;0;2;103;2;4;0;;;
ZADAR;61;1161;726;726;716;10;0;6;2;0;0;15;1;0;205;4;61;16;7;17;35;0;13;2;1;0;298;8;9;16;;;
ZADAR;62;1163;712;711;692;19;0;0;1;1;1;11;2;1;221;3;44;11;5;16;32;0;6;4;1;4;313;0;8;7;;;
ZADAR;63;866;541;541;535;6;1;0;2;0;2;2;1;1;170;2;42;12;6;26;27;0;6;1;2;4;213;2;8;5;;;
ZADAR;64;927;582;582;570;12;0;1;0;0;0;4;0;0;225;0;62;14;1;16;26;0;3;4;1;0;199;3;5;6;;;
ZADAR;65;976;615;615;602;13;0;1;4;2;2;5;3;4;186;5;41;10;3;14;29;2;2;1;1;6;272;2;5;2;;;
ZADAR;66;921;564;564;556;8;0;1;1;0;1;5;0;1;208;1;29;14;3;18;21;0;8;2;2;4;221;4;7;5;;;
ZADAR;67;805;522;522;513;9;0;2;0;0;0;8;0;4;141;3;31;11;3;16;37;0;9;4;1;1;229;3;6;4;;;
ZADAR;68;70;42;42;41;1;0;0;0;0;0;2;0;0;12;0;3;1;0;0;6;0;1;0;0;0;14;1;1;0;;;
BIBINJE;1;1714;1001;1000;984;16;0;1;1;3;2;7;0;4;695;5;10;16;5;87;24;0;7;31;0;1;70;0;9;6;;;
BIBINJE;2;1640;1094;1094;1082;12;0;1;1;3;1;6;1;8;692;3;17;34;9;88;34;0;22;27;1;0;120;1;6;7;;;
BILICE;1;987;619;619;614;5;1;3;0;2;0;13;0;8;329;0;25;14;11;33;24;1;3;2;1;1;128;2;10;3;;;
BILICE;2;1000;530;530;522;8;1;4;1;1;1;4;0;2;313;0;10;17;1;16;27;1;7;1;1;0;103;5;4;2;;;
BISKUPIJA;1;355;203;197;196;1;0;0;0;0;0;0;0;0;4;0;3;0;0;0;1;0;0;0;2;181;4;0;1;0;;;
BISKUPIJA;2;441;201;201;195;6;0;0;0;0;0;0;0;0;36;1;1;7;0;0;1;0;3;0;0;135;10;0;0;1;;;
BISKUPIJA;3;208;111;110;101;9;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;92;4;2;0;0;;;
BISKUPIJA;4;521;273;273;269;4;0;0;0;1;0;0;0;1;23;0;6;1;0;1;2;0;0;0;0;213;18;0;3;0;;;
BISKUPIJA;5;424;182;182;177;5;0;0;0;0;0;0;0;0;17;0;0;0;0;3;2;0;0;0;0;150;1;3;1;0;;;
BISKUPIJA;6;208;108;108;107;1;1;0;0;0;0;0;0;0;6;0;1;2;0;1;0;0;0;0;1;90;5;0;0;0;;;
BRINJE;1;983;672;672;667;5;1;1;1;4;0;3;1;4;412;0;14;24;4;16;29;0;11;7;0;1;121;3;7;3;;;
BRINJE;2;412;231;231;229;2;2;0;0;2;0;0;0;1;129;1;4;17;2;16;11;0;2;1;0;2;39;0;0;0;;;
BRINJE;3;570;302;302;300;2;0;1;2;5;0;1;0;1;204;2;1;5;3;16;10;2;0;0;1;0;36;1;9;0;;;
BRINJE;4;185;126;126;125;1;0;0;0;1;0;2;0;0;90;2;1;3;1;4;6;0;1;0;0;0;13;0;1;0;;;
BRINJE;5;129;62;62;59;3;1;0;0;0;0;1;0;0;20;0;3;4;0;0;3;1;0;0;1;1;21;1;0;2;;;
BRINJE;6;250;168;168;167;1;0;0;0;1;0;4;1;1;121;0;0;7;0;5;6;0;1;0;0;0;14;0;5;1;;;
BRINJE;7;40;27;27;27;0;2;0;0;0;0;0;0;1;8;0;0;0;0;0;1;0;0;0;0;1;12;2;0;0;;;
BRINJE;8;326;183;183;173;10;0;0;2;1;0;1;0;2;114;0;6;2;1;12;7;1;1;2;0;0;17;2;1;1;;;
BRINJE;9;264;163;163;159;4;0;0;0;1;0;0;1;0;123;0;0;4;3;6;7;0;8;0;0;0;6;0;0;0;;;
BRINJE;10;270;138;138;135;3;0;0;0;1;0;1;0;0;68;0;5;7;0;22;0;0;1;0;0;0;29;0;1;0;;;
CIVLJANE;1;228;39;39;39;0;0;0;0;0;0;0;0;0;16;0;0;0;0;2;0;0;0;0;0;15;6;0;0;0;;;
CIVLJANE;2;284;96;96;93;3;0;0;0;0;0;0;0;0;9;0;0;0;2;0;0;0;0;0;0;81;1;0;0;0;;;
CIVLJANE;3;110;43;43;43;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;24;3;0;0;0;;;
DICMO;1;472;349;348;343;5;0;0;0;2;1;2;0;107;155;1;8;3;0;7;6;0;7;0;0;0;38;0;4;2;;;
DICMO;2;419;268;268;262;6;0;1;2;0;0;10;0;28;174;0;5;4;0;3;2;0;4;0;1;0;25;0;3;0;;;
