Grad/opæina;Redni broj biraèkog mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: STJEPAN RUŠEC                                       ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH, HRVATSKA RADNIÈKA STRANKA - HRS, ZELENA STRANKA - ZS, Nositelj liste: ZLATKO KLARIÆ, prof.;AUTOHTONA-HRVATSKA SELJAÈKA STRANKA - A-HSS, Nositelj liste: JASENKO STIPAC, dipl.ing.                         ;DEMOKRATSKA STRANKA SLAVONSKE RAVNICE - SLAVONSKA RAVNICA, Nositelj liste: SLAVKO VUKŠIÆ;DEMOKRATSKA STRANKA ŽENA - DSŽ, Nositelj liste: MARIJA JELINÈIÆ;DEMOKRATSKI CENTAR - DC, Nositelj liste: VESNA ŠKARE OŽBOLT, dipl.iur.;GOSPODARSKA STRANKA - GS, Nositelj liste: STJEPAN GNJEÈ                                            ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, Nositelj liste: dr.sc. IVO SANADER                                 ;HRVATSKA KRŠÆANSKA DEMOKRATSKA STRANKA - HKDS, Nositelj liste: ŠIMO MARKSER;HRVATSKA NARODNA STRANKA-LIBERALNI DEMOKRATI - HNS, Nositelj liste: RADIMIR ÈAÈIÆ                    ;HRVATSKA SELJAÈKA STRANKA - HSS, HRVATSKA SOCIJALNO LIBERALNA STRANKA - HSLS, Nositelj liste: ŽELJKO PECEK;HRVATSKA STRANKA MLADIH - HSM, Nositelj liste: MIROSLAV RAJH                                        ;HRVATSKA STRANKA PRAVA - HSP, Nositelj liste: ANTO ÐAPIÆ;HRVATSKA STRANKA UMIROVLJENIKA - HSU, Nositelj liste: mr.sc. VLADIMIR JORDAN                    ;HRVATSKI DEMOKRATSKI SAVEZ SLAVONIJE I BARANJE - HDSSB, Nositelj liste: BRANIMIR GLAVAŠ, dipl.iur.                                        ;HRVATSKI PRAVAŠI-HRVATSKI PRAVAŠKI POKRET - HP-HPP, Nositelj liste: ERIKA ÈILOG;JEDINO HRVATSKA-POKRET ZA HRVATSKU - JEDINO HRVATSKA, Nositelj liste: IVAN VEKIÆ;LJEVICA HRVATSKE - LJEVICA, SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP, ISTARSKI SOCIJALDEMOKRATSKI FORUM-FORO SOCIAL DEMOCRATICO ISTRIANO - ISDF-FSDI, HRVATSKI SOCIJALDEMOKRATI - HSD, Nositelj liste: VLADIMIR BEBIÆ, dipl. politolog;NEOVISNA LISTA, Nositelj liste: ANTUN LASLO                                 ;NEOVISNA LISTA, Nositelj liste: BORIS MIKŠIÆ                                 ;SLAVONSKO-BARANJSKA HRVATSKA STRANKA - SBHS, Nositelj liste: DAMIR JURIÆ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, Nositelj liste: ZORAN MILANOVIÆ                                 ;ZELENI HRVATSKE - ZELENI HR, Nositelj liste: ZDRAVKO PEKO                                 
VIROVITICA;7;532;368;368;365;3;0;0;2;2;2;1;2;189;2;5;16;2;45;21;3;1;0;1;0;2;2;63;4
VIROVITICA;8;1444;928;928;918;10;1;2;0;1;1;5;0;376;7;24;96;4;62;32;19;0;0;1;0;4;3;275;5
VIROVITICA;9;1097;744;744;728;16;0;4;1;2;0;2;0;300;2;18;48;7;31;29;13;1;1;1;0;1;1;261;5
VIROVITICA;10;757;502;502;491;11;0;0;1;0;1;5;3;177;2;15;47;4;29;28;11;0;0;6;0;1;0;156;5
VIROVITICA;11;802;562;562;555;7;0;0;0;0;1;1;0;176;1;30;53;2;17;19;11;0;0;0;1;1;0;241;1
VIROVITICA;12;778;548;548;544;4;1;0;1;1;1;1;0;221;3;29;33;4;21;17;11;0;1;0;0;3;1;194;1
VIROVITICA;13;815;569;569;563;6;0;1;1;1;0;2;1;225;2;13;53;0;19;32;2;0;0;2;1;0;0;207;1
VIROVITICA;14;1271;830;830;825;5;0;1;1;3;1;8;0;289;6;31;100;4;55;40;17;0;3;2;2;8;1;250;3
VIROVITICA;15;1028;726;726;719;7;0;0;0;0;1;3;1;277;4;40;36;2;27;24;6;1;5;2;1;3;1;279;6
VIROVITICA;16;1129;737;736;726;10;1;1;2;2;0;7;0;311;1;25;68;6;37;19;9;0;1;1;0;1;0;232;2
VIROVITICA;17;1679;1193;1193;1186;7;0;3;2;3;6;16;0;456;0;45;88;13;49;48;23;0;2;0;1;8;1;416;6
VIROVITICA;18;1609;1149;1149;1137;12;0;5;1;2;5;8;1;456;4;34;102;6;36;60;25;0;2;6;2;2;1;375;4
VIROVITICA;19;1089;754;754;751;3;1;0;1;1;1;6;2;268;2;36;71;4;30;27;15;0;0;2;0;0;0;280;4
VIROVITICA;20;1555;1015;1015;1006;9;1;3;4;2;0;10;1;423;3;31;142;6;35;50;26;1;1;1;2;3;0;258;3
VIROVITICA;21;572;384;384;381;3;0;1;1;0;0;2;0;178;2;10;42;0;17;11;8;0;3;2;0;0;0;103;1
ANTUNOVAC;1;1976;1408;1408;1390;18;0;3;3;0;5;3;0;346;2;34;43;7;435;95;145;2;2;4;0;3;6;248;4
ANTUNOVAC;2;1148;742;742;733;9;0;0;1;4;1;2;1;215;1;12;46;2;209;52;62;0;0;2;0;1;1;120;1
BILJE;1;1370;833;831;812;19;0;3;2;8;3;5;0;216;1;34;14;6;74;40;168;0;0;1;1;6;5;221;4
BILJE;2;1491;997;997;988;9;2;0;2;5;6;6;0;260;0;63;24;6;96;35;160;0;3;2;1;3;1;310;3
BILJE;3;222;142;142;140;2;1;0;0;2;0;1;1;51;1;6;2;1;24;4;19;0;0;1;0;1;3;22;0
BILJE;4;213;117;117;117;0;0;0;1;1;0;1;0;31;0;3;0;2;32;2;19;1;0;0;0;2;0;22;0
BILJE;5;239;106;106;104;2;0;0;0;3;1;0;1;33;0;5;1;1;13;2;19;0;0;0;0;0;3;22;0
BILJE;6;107;59;59;58;1;1;0;0;0;1;0;1;17;0;0;0;0;4;3;16;0;0;0;0;0;4;11;0
BIZOVAC;1;480;341;341;335;6;0;1;2;2;2;3;0;69;2;14;14;2;16;35;73;2;2;0;1;1;2;92;0
BIZOVAC;2;430;301;301;295;6;0;0;0;1;1;0;0;68;2;7;6;3;17;26;84;0;0;0;1;3;5;71;0
BIZOVAC;3;179;141;141;139;2;0;0;0;1;1;1;0;52;0;3;2;0;10;0;38;0;1;0;0;0;0;30;0
BIZOVAC;4;541;338;338;330;8;0;0;1;2;4;3;2;61;1;15;8;0;37;27;101;0;2;0;1;1;1;61;2
BIZOVAC;5;32;16;16;15;1;0;0;1;0;0;0;0;3;0;0;0;0;2;1;3;0;2;0;1;0;0;2;0
BIZOVAC;6;536;333;333;329;4;0;1;0;1;0;3;0;98;0;6;7;2;5;17;128;0;2;0;0;1;3;54;1
BIZOVAC;7;1027;670;669;666;3;0;0;0;3;2;2;0;227;3;26;14;4;57;27;159;1;2;0;1;6;5;126;1
BIZOVAC;8;821;595;595;584;11;0;0;1;1;1;2;0;192;3;19;18;3;29;24;156;1;0;0;0;4;3;127;0
CRNAC;1;721;422;422;417;5;1;1;0;3;0;0;0;188;2;2;57;0;19;23;43;1;1;2;0;0;0;74;0
CRNAC;2;568;352;352;345;7;0;0;4;26;1;3;0;122;4;17;13;2;5;10;35;0;10;0;1;1;5;86;0
CRNAC;3;144;115;115;110;5;0;1;1;6;0;0;0;39;1;1;10;0;2;6;6;0;0;0;0;2;0;35;0
ÈAÈINCI;1;585;366;366;356;10;0;1;0;3;0;0;1;170;3;11;23;5;4;10;25;10;1;1;0;0;1;86;1
ÈAÈINCI;2;614;419;419;411;8;0;0;1;2;0;1;0;207;4;8;25;2;1;24;15;4;4;0;0;2;0;110;1
ÈAÈINCI;3;823;536;536;533;3;1;1;0;3;3;1;1;269;3;21;34;3;17;19;36;5;4;0;0;2;0;107;3
ÈAÈINCI;4;201;152;152;149;3;0;0;1;0;0;1;0;93;0;5;1;0;13;3;11;1;2;0;0;0;0;17;1
ÈAÈINCI;5;81;56;56;55;1;0;1;0;1;0;0;0;21;0;0;10;0;0;4;0;0;0;0;0;0;0;18;0
ÈAÈINCI;6;170;126;126;125;1;0;0;1;1;0;0;0;87;0;0;17;1;2;0;8;0;0;0;1;0;0;7;0
ÈAÈINCI;7;207;149;149;149;0;1;0;2;5;0;1;1;83;2;0;7;0;3;7;3;0;0;1;0;1;1;30;1
ÈAÈINCI;8;124;38;38;38;0;0;1;0;0;0;0;0;7;0;3;4;0;0;0;0;0;1;1;0;0;0;21;0
ÈAÐAVICA;1;647;428;428;423;5;0;1;3;2;3;3;0;195;2;10;42;0;8;13;57;0;0;0;0;1;3;80;0
ÈAÐAVICA;2;367;217;217;206;11;0;1;4;0;0;0;1;98;0;4;13;0;8;8;18;0;0;0;0;0;0;51;0
ÈAÐAVICA;3;290;197;197;195;2;0;0;1;1;2;0;0;108;0;1;16;1;8;3;9;0;0;0;1;0;0;43;1
ÈAÐAVICA;4;166;110;110;107;3;0;0;1;0;0;0;0;60;0;0;8;1;0;5;11;0;0;0;0;1;0;20;0
ÈAÐAVICA;5;98;68;68;68;0;0;0;0;1;0;1;0;45;0;0;5;0;0;0;6;0;0;0;0;0;1;9;0
ÈAÐAVICA;6;76;47;47;46;1;0;0;0;0;0;0;0;28;1;0;1;0;3;0;6;0;1;0;0;0;0;6;0
ÈAÐAVICA;7;94;70;70;70;0;0;0;0;0;0;0;0;13;0;0;34;0;2;5;0;0;1;0;0;0;0;13;2
ÈAÐAVICA;8;272;166;166;166;0;1;0;3;3;0;0;2;66;1;0;30;1;2;5;26;0;0;1;1;0;1;23;0
ÈEMINAC;1;934;632;632;619;13;0;0;0;1;2;3;0;234;0;34;3;2;138;19;96;2;0;0;0;12;1;69;3
ÈEMINAC;2;789;502;502;488;14;1;0;1;2;2;3;0;178;0;15;3;3;68;21;88;0;0;2;0;3;1;97;0
ÈEMINAC;3;636;395;395;391;4;1;1;3;0;2;4;1;162;1;14;16;4;53;11;71;0;0;0;1;3;1;42;0
ÈEMINAC;4;295;163;163;159;4;1;0;0;6;0;2;0;63;0;4;0;2;10;4;22;0;0;1;0;4;2;37;1
ÈEPIN;1;134;85;85;81;4;0;0;0;0;0;0;0;15;0;6;2;2;10;6;17;1;0;1;0;0;1;19;1
ÈEPIN;2;549;323;323;316;7;0;0;2;4;0;1;0;65;0;4;27;1;58;22;60;0;2;1;1;1;2;64;1
ÈEPIN;3;565;351;351;349;2;0;0;2;5;0;2;0;118;1;4;11;2;44;13;85;1;0;0;1;3;3;53;1
ÈEPIN;4;604;336;336;332;4;0;2;0;3;3;8;0;74;0;8;10;8;73;8;61;0;1;0;0;2;2;68;1
ÈEPIN;5;901;479;479;464;15;0;4;1;2;1;5;0;126;1;9;13;1;89;22;64;0;5;3;0;3;4;105;6
ÈEPIN;6;445;247;247;244;3;0;0;2;0;0;0;0;52;0;4;11;7;43;11;35;0;0;0;1;1;5;69;3
ÈEPIN;7;800;442;442;433;9;1;1;5;3;5;2;0;109;0;5;16;3;67;23;58;0;1;3;0;0;0;124;7
ÈEPIN;8;776;445;445;444;1;1;0;2;1;0;3;0;142;0;19;14;2;42;28;67;0;1;1;0;0;3;115;3
ÈEPIN;9;732;409;409;401;8;1;0;0;7;2;1;1;110;3;13;37;2;59;16;66;0;3;2;0;0;2;75;1
ÈEPIN;10;870;549;549;523;26;0;1;3;0;0;1;1;120;0;13;32;3;85;28;100;1;0;1;0;3;2;128;1
ÈEPIN;11;880;570;551;544;7;0;1;2;2;2;3;0;142;3;18;22;4;81;21;91;0;4;0;0;2;0;142;4
ÈEPIN;12;950;561;561;549;12;0;1;0;3;4;2;0;129;1;21;24;1;97;32;93;1;0;3;1;1;4;129;2
ÈEPIN;13;1071;616;596;588;8;1;1;0;0;2;6;0;129;1;17;31;6;78;24;106;1;0;2;1;3;4;172;3
ÈEPIN;14;1209;690;690;675;15;0;2;3;6;1;2;0;166;2;15;23;6;94;49;89;0;2;0;1;2;8;202;2
DARDA;1;1265;736;736;730;6;2;1;2;1;0;3;0;234;1;22;13;4;34;31;115;1;1;0;4;6;1;252;2
DARDA;2;1107;690;688;686;2;0;3;1;1;1;2;1;182;0;36;13;2;35;24;99;0;1;1;0;7;6;270;1
DARDA;3;773;475;475;468;7;0;1;1;3;2;4;2;179;1;26;3;3;29;22;67;2;0;1;1;1;4;115;1
DARDA;4;544;245;245;236;9;1;0;2;0;2;4;0;78;0;7;14;1;11;9;40;0;0;0;0;3;2;62;0
DARDA;5;681;435;435;429;6;0;0;0;1;2;2;2;118;0;13;10;1;32;27;67;0;0;0;0;10;2;141;1
DARDA;6;171;71;71;71;0;1;0;0;0;1;1;0;13;0;8;3;1;1;1;3;0;0;0;0;0;1;36;1
DONJA MOTIÈINA;1;633;429;429;423;6;0;0;1;16;0;0;0;136;0;4;12;2;34;28;154;0;1;1;0;1;5;28;0
DONJA MOTIÈINA;2;412;281;281;273;8;0;0;0;5;2;0;0;84;0;2;9;3;14;22;106;0;0;2;1;0;3;20;0
DONJA MOTIÈINA;3;45;32;32;32;0;0;0;0;0;0;0;0;12;0;8;0;0;0;5;1;0;0;0;0;0;1;5;0
DONJA MOTIÈINA;4;384;272;272;268;4;0;1;0;18;0;0;1;70;1;14;3;0;5;15;72;0;0;0;1;0;2;65;0
DRAŽ;1;431;205;205;203;2;0;0;2;1;1;1;0;72;0;11;33;1;6;10;23;0;0;0;2;2;0;38;0
DRAŽ;2;641;354;285;279;6;4;4;4;4;3;5;0;65;1;25;6;2;8;22;28;2;0;4;1;4;1;85;1
DRAŽ;3;304;169;169;167;2;0;1;1;0;0;1;0;49;0;17;23;1;6;5;13;0;0;1;0;1;1;47;0
DRAŽ;4;597;372;372;368;4;1;0;3;0;4;2;1;154;0;13;7;1;35;6;39;1;1;2;0;3;1;92;2
DRAŽ;5;418;226;226;224;2;3;0;4;1;1;5;0;71;0;9;16;0;8;5;49;1;0;2;1;0;2;46;0
DRAŽ;6;56;23;23;22;1;1;0;0;0;0;0;0;10;0;0;2;0;1;1;4;0;0;1;0;0;1;1;0
DRENJE;1;68;51;51;50;1;0;0;6;0;0;1;0;7;0;3;9;0;3;2;9;0;0;0;0;0;0;10;0
DRENJE;2;56;30;30;29;1;0;0;0;2;1;1;0;3;0;0;0;0;0;3;5;0;0;0;0;2;0;12;0
DRENJE;3;220;160;160;157;3;1;0;0;2;1;1;0;29;1;0;4;1;73;7;20;1;1;1;0;0;0;14;0
DRENJE;4;165;112;112;110;2;0;0;1;2;1;2;0;26;0;1;9;1;2;8;38;0;0;0;2;0;3;14;0
DRENJE;5;182;96;96;94;2;0;0;0;1;0;0;0;17;2;1;2;1;8;11;36;1;0;0;0;1;2;11;0
DRENJE;6;434;267;266;263;3;0;0;1;3;1;1;0;34;0;18;3;0;3;7;170;1;2;0;0;0;0;19;0
DRENJE;7;548;369;369;368;1;0;0;1;1;2;1;0;72;3;27;16;6;23;46;80;0;1;0;0;0;1;87;1
DRENJE;8;151;89;89;88;1;0;0;0;0;0;1;1;28;0;4;4;0;4;1;22;0;0;1;3;0;0;19;0
DRENJE;9;131;78;78;78;0;0;1;1;0;1;0;0;20;1;10;9;2;1;4;14;0;0;1;2;0;0;10;1
DRENJE;10;263;122;122;121;1;0;0;0;1;1;0;1;32;0;9;4;2;4;4;25;0;0;0;0;0;1;35;2
DRENJE;11;177;96;96;92;4;0;0;2;0;0;0;0;31;0;7;9;0;0;10;20;0;0;0;1;0;1;11;0
ÐURÐENOVAC;1;788;423;423;415;8;0;1;1;15;2;3;2;80;3;9;5;8;6;32;115;0;3;1;0;2;3;123;1
ÐURÐENOVAC;2;427;270;270;266;4;0;1;0;4;1;0;0;70;1;19;3;5;9;19;49;0;0;0;0;1;0;84;0
ÐURÐENOVAC;3;389;234;234;233;1;0;0;0;4;2;0;0;52;0;5;1;3;10;13;63;0;0;0;0;0;2;76;2
ÐURÐENOVAC;4;722;440;440;434;6;0;1;0;3;2;1;0;133;1;14;4;1;14;20;96;0;1;0;0;2;5;134;2
ÐURÐENOVAC;5;690;418;418;411;7;0;0;0;8;0;0;1;97;0;27;11;8;3;26;95;0;0;0;0;1;0;133;1
ÐURÐENOVAC;6;376;221;221;220;1;0;0;0;13;0;1;0;76;0;6;4;2;8;13;55;0;1;0;0;0;6;35;0
ÐURÐENOVAC;7;242;164;164;162;2;1;0;0;5;1;1;0;54;0;7;3;1;5;18;33;2;0;0;0;0;3;28;0
ÐURÐENOVAC;8;310;202;202;202;0;0;0;0;0;0;1;0;70;0;7;6;2;2;22;52;0;0;2;0;0;1;37;0
ÐURÐENOVAC;9;392;249;249;241;8;0;0;2;11;1;0;1;85;0;1;38;1;13;12;40;1;0;0;0;1;3;30;1
ÐURÐENOVAC;10;223;126;126;124;2;0;0;1;4;0;0;0;28;0;4;25;0;4;2;31;0;0;0;0;2;2;21;0
ÐURÐENOVAC;11;176;102;102;101;1;0;0;0;7;1;0;0;32;1;2;1;2;3;1;29;0;0;0;0;1;0;21;0
ÐURÐENOVAC;12;321;205;205;201;4;0;0;2;36;0;2;0;48;1;1;3;1;9;6;51;1;0;1;0;0;4;35;0
ÐURÐENOVAC;13;455;284;284;272;12;0;0;0;12;0;1;0;107;1;1;5;1;30;32;47;0;0;0;0;5;1;29;0
ÐURÐENOVAC;14;267;141;141;140;1;1;0;0;2;0;0;2;44;0;3;2;4;4;4;32;0;2;0;0;0;0;40;0
ÐURÐENOVAC;15;69;48;48;48;0;0;0;1;0;1;0;0;17;2;1;0;5;1;1;6;0;0;0;1;0;2;10;0
ÐURÐENOVAC;16;398;248;248;246;2;0;3;2;2;2;0;0;77;1;2;3;2;4;9;82;0;0;0;0;0;2;55;0
ERDUT;1;600;266;266;251;15;0;2;0;0;1;2;0;72;1;2;2;1;22;12;28;1;0;1;6;1;3;92;2
ERDUT;2;936;488;488;476;12;0;1;1;2;2;1;0;181;1;12;2;3;52;25;77;0;2;1;6;2;1;102;2
ERDUT;3;349;147;144;137;7;0;1;2;0;2;0;1;20;0;10;1;6;5;1;10;0;0;1;2;2;0;73;0
ERDUT;4;307;113;113;105;8;0;0;0;1;0;1;0;23;0;10;0;2;7;4;8;0;0;2;2;0;0;44;1
ERDUT;5;335;142;142;126;16;0;1;1;1;0;1;0;15;1;10;0;4;3;5;11;0;0;2;0;2;0;69;0
ERDUT;6;231;92;92;85;7;0;0;0;0;0;0;0;10;0;8;0;2;4;7;3;0;0;1;3;1;0;45;1
ERDUT;7;669;436;436;425;11;0;0;0;4;0;3;0;121;1;31;8;3;40;27;80;0;5;0;0;0;6;95;1
ERDUT;8;458;279;279;274;5;2;2;1;1;1;1;1;128;0;6;2;5;24;12;35;0;2;0;0;0;3;48;0
ERDUT;9;282;121;119;117;2;0;0;0;0;0;0;0;61;0;4;0;0;12;6;13;0;0;0;3;0;0;17;1
ERDUT;10;53;30;30;30;0;0;0;1;0;0;0;0;5;0;1;2;0;4;1;4;0;0;0;0;0;0;12;0
ERNESTINOVO;1;1044;622;622;617;5;1;0;1;2;1;8;0;211;2;13;15;6;110;32;70;0;3;1;0;1;1;138;1
ERNESTINOVO;2;653;420;419;413;6;0;1;0;0;2;5;0;136;2;11;4;3;56;18;77;1;6;0;1;0;2;88;0
FERIÈANCI;1;782;474;474;472;2;0;0;0;18;1;1;1;119;0;37;9;8;27;36;97;0;1;1;0;2;6;106;2
FERIÈANCI;2;828;502;502;498;4;0;1;2;11;5;1;1;118;1;36;9;7;16;30;104;0;1;1;0;3;2;144;5
FERIÈANCI;3;160;108;108;105;3;0;0;0;2;0;0;0;11;0;5;2;2;22;6;29;1;0;0;0;0;1;24;0
FERIÈANCI;4;215;113;113;110;3;0;0;0;2;1;0;0;36;1;5;5;0;16;10;24;0;0;0;0;2;2;6;0
FERIÈANCI;5;41;29;29;28;1;0;0;0;1;0;0;0;1;0;6;0;0;0;8;4;0;0;0;0;0;0;8;0
GORJANI;1;914;592;592;584;8;1;0;2;6;1;4;0;189;3;14;33;1;15;57;129;0;0;1;9;0;3;115;1
GORJANI;2;531;354;353;346;7;0;1;0;0;1;2;0;73;0;6;0;1;34;9;170;1;0;0;3;0;1;44;0
GRADINA;1;592;401;375;372;3;0;1;2;0;1;1;0;183;1;7;47;1;36;13;18;0;0;0;0;4;1;54;2
GRADINA;2;273;180;180;179;1;0;1;1;0;0;0;0;78;0;3;9;0;30;11;6;0;0;0;1;0;0;38;1
GRADINA;3;391;227;227;222;5;0;0;0;0;0;0;0;119;1;14;31;1;9;13;4;0;0;2;0;1;0;26;1
GRADINA;4;534;372;372;361;11;1;1;7;3;1;0;1;186;1;2;67;2;9;18;12;0;1;2;0;0;0;46;1
GRADINA;5;224;146;146;142;4;0;0;2;0;0;0;1;41;3;0;43;0;3;8;1;0;0;1;0;1;1;37;0
GRADINA;6;325;196;196;194;2;1;0;4;1;0;1;0;85;1;7;55;0;5;7;2;0;0;0;0;0;0;24;1
GRADINA;7;270;135;135;131;4;0;0;1;0;1;0;0;58;0;6;21;0;4;1;2;0;0;2;0;4;0;31;0
GRADINA;8;82;63;63;63;0;0;0;1;0;0;0;0;51;0;0;3;0;3;0;2;0;0;0;0;1;0;2;0
GRADINA;9;149;110;110;108;2;1;3;0;0;0;3;0;62;0;0;9;0;1;3;2;0;0;0;0;2;1;21;0
GRADINA;10;422;252;252;248;4;1;0;3;0;1;3;0;104;0;6;36;1;12;7;9;0;3;0;1;1;0;60;0
GRADINA;11;74;35;35;35;0;0;0;0;5;0;1;0;5;0;0;4;1;0;1;0;0;0;0;0;0;0;18;0
GRADINA;12;297;162;162;161;1;0;2;1;1;0;0;0;63;1;1;25;0;10;1;2;0;0;0;1;0;0;52;1
JAGODNJAK;1;265;116;116;112;4;0;0;0;1;1;2;1;8;0;24;1;0;13;3;5;0;1;1;5;1;0;45;0
JAGODNJAK;2;272;112;112;109;3;1;0;0;0;0;3;0;18;1;20;1;0;18;5;9;0;0;0;4;0;2;27;0
JAGODNJAK;3;288;115;114;112;2;0;0;0;2;0;0;0;13;0;12;0;0;7;1;10;0;1;1;5;1;0;59;0
KNEŽEVI VINOGRADI;1;486;290;290;288;2;0;4;0;0;1;0;1;85;0;17;24;0;21;16;31;0;1;2;2;1;1;79;2
KNEŽEVI VINOGRADI;2;436;187;187;185;2;0;0;0;1;2;2;0;44;0;14;27;1;11;7;15;1;1;0;1;0;0;57;1
KNEŽEVI VINOGRADI;3;559;289;289;286;3;2;0;2;0;2;1;0;94;0;26;8;0;24;5;36;0;0;1;1;6;0;77;1
KNEŽEVI VINOGRADI;4;363;125;125;122;3;1;1;0;0;0;0;0;37;2;6;4;0;16;8;19;0;2;0;1;1;1;22;1
KNEŽEVI VINOGRADI;5;130;46;46;44;2;2;0;0;1;1;0;0;13;1;5;5;0;3;2;3;0;0;0;1;0;0;7;0
KNEŽEVI VINOGRADI;6;58;24;24;24;0;0;0;0;1;0;0;0;8;0;2;1;0;2;0;2;0;0;0;0;0;0;7;1
KNEŽEVI VINOGRADI;7;109;52;52;51;1;0;0;0;0;1;0;0;22;0;3;1;0;6;1;8;0;0;0;1;2;0;5;1
KNEŽEVI VINOGRADI;8;176;62;62;61;1;0;0;0;0;0;0;0;21;0;2;1;0;4;1;12;0;0;0;1;0;0;18;1
KOŠKA;1;874;564;564;558;6;0;0;2;0;2;1;0;186;0;7;7;1;47;28;178;0;2;3;0;2;4;86;2
KOŠKA;2;641;424;424;418;6;0;0;0;1;0;1;0;104;1;14;8;1;30;18;148;2;0;0;0;2;3;84;1
KOŠKA;3;543;301;301;298;3;1;0;0;1;0;0;1;56;2;8;11;0;15;23;121;1;1;0;0;0;5;51;1
KOŠKA;4;416;299;299;292;7;0;0;0;6;0;0;0;93;1;10;4;0;8;7;105;0;0;0;0;1;3;52;2
KOŠKA;5;149;105;105;103;2;0;0;0;0;0;1;0;34;0;3;1;0;1;3;45;0;0;0;0;1;0;14;0
KOŠKA;6;196;90;90;87;3;0;0;0;0;0;0;0;50;0;0;5;0;5;1;6;0;0;3;0;0;1;16;0
KOŠKA;7;361;214;214;212;2;0;0;2;1;0;0;0;85;0;11;1;0;10;7;63;0;0;0;0;0;2;30;0
KOŠKA;8;197;119;119;116;3;0;1;1;3;1;0;1;36;0;4;8;0;2;4;42;1;1;0;0;1;1;7;2
KOŠKA;9;140;75;75;72;3;0;0;0;1;1;3;0;14;0;0;2;0;5;6;26;0;1;0;0;0;0;13;0
KOŠKA;10;36;14;14;11;3;0;0;0;0;0;0;0;5;0;0;0;0;0;1;4;0;0;0;0;0;0;1;0
LEVANJSKA VAROŠ;1;138;79;79;74;5;0;0;1;1;1;0;0;20;0;2;7;0;1;3;14;0;0;0;2;0;0;22;0
LEVANJSKA VAROŠ;2;32;22;22;20;2;0;0;0;0;0;0;0;10;0;0;0;0;0;0;8;0;0;0;0;0;0;2;0
LEVANJSKA VAROŠ;3;235;157;157;154;3;0;0;3;1;1;0;0;43;0;4;17;0;1;1;71;1;1;1;1;0;2;6;0
LEVANJSKA VAROŠ;4;133;88;88;87;1;0;0;0;0;0;1;0;25;0;0;12;0;3;8;22;0;0;1;3;0;0;12;0
LEVANJSKA VAROŠ;5;65;43;43;39;4;0;0;0;1;0;0;0;15;1;0;3;0;0;2;12;0;0;0;0;0;1;4;0
LEVANJSKA VAROŠ;6;23;18;18;17;1;0;0;0;0;0;0;0;15;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
LEVANJSKA VAROŠ;7;184;135;135;134;1;0;1;1;2;0;1;0;52;1;4;15;0;4;6;27;0;0;1;0;1;2;16;0
LEVANJSKA VAROŠ;8;37;25;25;25;0;0;0;0;0;0;1;0;3;0;1;7;0;0;0;5;0;4;0;0;0;0;4;0
LEVANJSKA VAROŠ;9;50;23;23;23;0;0;0;0;0;0;0;0;12;0;1;0;0;0;2;8;0;0;0;0;0;0;0;0
LUKAÈ;1;466;315;315;306;9;1;0;0;0;1;0;0;139;3;26;22;3;3;10;3;0;0;0;0;1;0;93;1
LUKAÈ;2;179;80;80;78;2;0;1;2;2;0;1;0;35;0;3;2;0;4;1;2;0;0;1;0;0;0;24;0
LUKAÈ;3;213;94;94;94;0;0;2;1;1;0;1;0;38;1;0;10;1;5;1;1;1;0;4;0;0;0;27;0
LUKAÈ;4;515;352;352;348;4;4;0;0;1;2;0;1;217;2;6;17;0;12;21;4;1;0;0;1;0;0;59;0
LUKAÈ;5;687;447;446;429;17;0;0;6;3;2;5;0;164;2;8;44;2;14;11;4;1;0;0;1;2;1;157;2
LUKAÈ;6;215;175;175;174;1;1;0;0;0;2;0;0;105;1;0;9;1;5;2;0;0;1;0;1;0;1;45;0
LUKAÈ;7;429;295;295;292;3;0;2;1;0;1;3;1;145;1;3;24;2;5;15;3;0;0;0;1;2;0;83;0
LUKAÈ;8;173;126;126;126;0;1;0;0;0;0;0;0;70;1;0;16;0;7;2;1;0;0;0;1;1;0;26;0
LUKAÈ;9;586;328;328;321;7;0;1;1;1;2;2;0;187;1;5;22;0;13;14;5;0;2;0;0;4;1;57;3
LUKAÈ;10;208;130;130;128;2;0;0;0;0;1;0;0;72;0;2;10;1;3;10;1;0;0;0;0;0;0;28;0
MAGADENOVAC;1;84;71;71;71;0;0;0;4;2;0;0;0;10;0;2;17;0;1;4;15;0;1;1;0;0;1;13;0
MAGADENOVAC;2;443;305;305;303;2;0;1;2;5;2;1;0;88;0;29;8;2;18;9;104;1;1;1;1;2;0;26;2
MAGADENOVAC;3;336;223;223;222;1;0;1;1;2;0;2;0;45;1;6;50;1;20;14;41;0;1;0;1;0;2;34;0
MAGADENOVAC;4;87;68;68;68;0;0;1;1;0;0;1;0;21;0;2;8;0;1;4;21;0;0;0;0;0;0;8;0
