Izborna jedinica;Grad/opæina;Redni broj biraèkog mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;Kandidat: RÓBERT JANKOVICS, Zamjenik: TIBOR SANTO, dr.med., Predlagatelj: DEMOKRATSKA ZAJEDNICA MAÐARA HRVATSKE - DZMH                                        ;Kandidat: STANISLAV RUKSINSKI, Zamjenik: FERENC SALAI, Predlagatelj: ABECEDA DEMOKRACIJE - ABECEDA                                        ;Kandidat: PETER SEKEREŠ, Zamjenik: ROKUŠ KALAPIŠ, Predlagatelj: NEOVISNI KANDIDAT                                        ;Kandidat: mr.sc. DENEŠ ŠOJA, Zamjenik: JOSIP KEL, Predlagatelj: SAVEZ MAÐARSKIH UDRUGA                                       ;Kandidat: TIBOR VARGA, dipl.oec., Zamjenik: JOSIP JUHAS, Predlagatelj: NEOVISNI KANDIDAT                                        ;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;42;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;43;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;44;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;45;2;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;46;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;47;1;1;1;1;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;48;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;49;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;50;3;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;51;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;52;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;53;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;54;1;1;1;1;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;55;1;1;1;1;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;56;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;57;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;58;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;59;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;60;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;61;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;62;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;63;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;64;2;1;1;1;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;65;2;1;1;1;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;66;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;67;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;68;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;69;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;70;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;71;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;72;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;73;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;74;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;75;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;76;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;77;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;78;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;79;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;80;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;81;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;82;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;83;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;84;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;85;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;86;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;87;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;88;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;89;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;90;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;91;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;92;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;93;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;94;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;95;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;96;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;97;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;98;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;99;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;100;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;101;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;102;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;103;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;104;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;105;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;106;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;107;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;108;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;109;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;110;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;111;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;112;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;113;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;114;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;115;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;116;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;117;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;118;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;119;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;120;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;121;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;122;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;123;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;124;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ZAGREB-ISTOÈNI DIO;125;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;BEDENICA;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;BEDENICA;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;BEDENICA;3;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;BEDENICA;4;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;BEDENICA;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;BEREK;1;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;BEREK;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;BEREK;3;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;BEREK;4;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;BEREK;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;BEREK;6;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;BEREK;7;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;BEREK;8;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;BEREK;9;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;BEREK;10;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;BEREK;11;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;BEREK;12;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;BEREK;13;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;BRCKOVLJANI;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;BRCKOVLJANI;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;BRCKOVLJANI;3;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;BRCKOVLJANI;4;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;BRCKOVLJANI;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;BRCKOVLJANI;6;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;BRCKOVLJANI;7;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;BRCKOVLJANI;8;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;BRCKOVLJANI;9;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;BRCKOVLJANI;10;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DEŽANOVAC;1;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DEŽANOVAC;2;13;3;3;3;0;0;0;0;3;0;;;;;;;;;;;;;;;;;;;;;;
2;DEŽANOVAC;3;2;1;1;1;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;
2;DEŽANOVAC;4;14;1;1;1;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DEŽANOVAC;5;4;1;1;1;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;
2;DEŽANOVAC;6;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DEŽANOVAC;7;9;5;5;5;0;1;0;1;3;0;;;;;;;;;;;;;;;;;;;;;;
2;DEŽANOVAC;8;12;8;8;8;0;1;0;0;7;0;;;;;;;;;;;;;;;;;;;;;;
2;DEŽANOVAC;9;3;2;2;2;0;0;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DEŽANOVAC;10;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DEŽANOVAC;11;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DRNJE;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DRNJE;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DRNJE;3;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DUBRAVA;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DUBRAVA;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DUBRAVA;3;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DUBRAVA;4;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DUBRAVA;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DUBRAVA;6;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DUBRAVA;7;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DUBRAVA;8;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DUBRAVA;9;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DUBRAVA;10;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DUBRAVA;11;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DUBRAVA;12;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DUBRAVA;13;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DUBRAVA;14;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DUBRAVA;15;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DUBRAVA;16;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DUBRAVA;17;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DUBRAVA;18;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DUBRAVA;19;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DUBRAVA;20;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DUBRAVA;21;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DUBRAVA;22;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DUBRAVA;23;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DUBRAVA;24;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DUBRAVA;25;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DUBRAVA;26;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;DUBRAVA;27;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ÐELEKOVEC;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ÐELEKOVEC;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ÐELEKOVEC;3;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ÐULOVAC;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ÐULOVAC;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ÐULOVAC;3;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ÐULOVAC;4;3;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ÐULOVAC;5;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ÐULOVAC;6;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ÐULOVAC;7;2;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ÐULOVAC;8;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;ÐULOVAC;9;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;FARKAŠEVAC;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;FARKAŠEVAC;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;FARKAŠEVAC;3;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;FARKAŠEVAC;4;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;FARKAŠEVAC;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;FARKAŠEVAC;6;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;FARKAŠEVAC;7;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;FARKAŠEVAC;8;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;FARKAŠEVAC;9;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;FARKAŠEVAC;10;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;FARKAŠEVAC;11;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;FARKAŠEVAC;12;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;FERDINANDOVAC;1;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;FERDINANDOVAC;2;1;1;1;1;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;FERDINANDOVAC;3;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;FERDINANDOVAC;4;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;FERDINANDOVAC;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;FERDINANDOVAC;6;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;GOLA;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;GOLA;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;GOLA;3;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;GOLA;4;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;GOLA;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;GORNJA RIJEKA;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;GORNJA RIJEKA;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;GORNJA RIJEKA;3;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;GORNJA RIJEKA;4;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;GORNJA RIJEKA;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;GORNJA RIJEKA;6;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;GRADEC;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;GRADEC;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;GRADEC;3;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;GRADEC;4;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;GRADEC;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;GRADEC;6;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;GRADEC;7;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;GRADEC;8;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;GRADEC;9;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;GRADEC;10;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;GRADEC;11;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;GRADEC;12;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;GRADEC;13;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;GRADEC;14;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;GRADEC;15;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;GRADEC;16;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;GRADEC;17;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;GRADEC;18;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;GRADEC;19;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;GRADEC;20;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;HERCEGOVAC;1;4;1;1;1;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;
2;HERCEGOVAC;2;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;HERCEGOVAC;3;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;HERCEGOVAC;4;2;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;HERCEGOVAC;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;HERCEGOVAC;6;2;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;HLEBINE;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;HLEBINE;2;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;HLEBINE;3;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;IVANSKA;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;IVANSKA;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;IVANSKA;3;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;IVANSKA;4;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;IVANSKA;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;IVANSKA;6;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;IVANSKA;7;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;IVANSKA;8;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
2;IVANSKA;9;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
