Izborna jedinica;Grad/opæina;Redni broj biraèkog mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;Kandidat: RÓBERT JANKOVICS, Zamjenik: TIBOR SANTO, dr.med., Predlagatelj: DEMOKRATSKA ZAJEDNICA MAÐARA HRVATSKE - DZMH                                        ;Kandidat: STANISLAV RUKSINSKI, Zamjenik: FERENC SALAI, Predlagatelj: ABECEDA DEMOKRACIJE - ABECEDA                                        ;Kandidat: PETER SEKEREŠ, Zamjenik: ROKUŠ KALAPIŠ, Predlagatelj: NEOVISNI KANDIDAT                                        ;Kandidat: mr.sc. DENEŠ ŠOJA, Zamjenik: JOSIP KEL, Predlagatelj: SAVEZ MAÐARSKIH UDRUGA                                       ;Kandidat: TIBOR VARGA, dipl.oec., Zamjenik: JOSIP JUHAS, Predlagatelj: NEOVISNI KANDIDAT                                        ;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;62;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;63;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;64;2;1;1;1;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;65;2;1;1;1;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;66;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;67;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;68;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;69;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;70;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;71;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;72;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;73;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;74;2;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;75;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;76;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;77;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;78;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;79;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;80;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;81;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;82;1;1;1;1;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;83;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;84;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;85;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;86;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;87;3;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;88;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;89;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;90;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;91;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;92;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;93;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;94;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;95;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;96;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;97;1;1;1;1;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;98;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;99;1;1;1;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;100;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;101;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;102;2;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;103;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;104;1;1;1;1;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;105;1;1;1;1;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;106;1;1;1;1;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;107;2;1;1;1;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;108;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;109;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;110;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;111;1;1;1;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;112;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;113;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;114;1;1;1;1;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;115;1;1;1;1;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;116;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;117;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;118;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;119;3;2;2;2;0;0;0;2;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;120;2;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;121;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;122;4;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;123;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;124;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;125;3;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;126;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;127;1;1;1;1;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;128;2;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;129;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;130;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;131;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;132;2;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;133;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;134;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;135;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;136;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;137;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;138;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;139;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;140;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;141;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;142;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;143;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;144;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;145;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;146;1;1;1;1;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;147;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;148;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;149;2;1;1;1;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;150;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;151;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;152;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;153;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;154;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;155;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;156;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;157;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;158;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;159;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;160;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;161;1;1;1;1;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;162;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;163;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;164;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;165;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;166;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;167;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;168;2;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;169;2;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;170;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;171;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;172;4;4;4;4;0;0;0;4;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;173;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;174;2;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;175;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;176;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;177;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;178;3;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;179;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;180;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;181;1;1;1;1;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;182;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;183;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;184;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;185;2;1;1;1;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;186;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;187;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;188;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
