Izborna jedinica;Grad/opæina;Broj biraèkih mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;Kandidat: SAMI ALIŠAN, Predlagatelj: SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, STRANKA DEMOKRATSKE AKCIJE HRVATSKE - SDA HRVATSKE, HRVATSKA ROMSKA DEMOKRATSKA STRANKA - HRDS;Kandidat: NADA BAJIÆ, Predlagatelj: HRVATSKA NARODNA STRANKA-LIBERALNI DEMOKRATI - HNS;Kandidat: BAJRO BAJRIÆ, Predlagatelj: UDRUGA ROMI ZA ROME HRVATSKE;"Kandidat: BOJAN BALOG, Predlagatelj: UDRUGA ""ZA BOLJITAK"" ROMA GORIÈAN";Kandidat: ŽELJKO BALOG, Predlagatelj: KROVNA ZAJEDNICA BAJAŠA HRVATSKE;Kandidat: ŽELJKO BOGDAN, Predlagatelj: UDRUGA ROMA VALPOVŠTINE;Kandidat: SLAVKO BURDA, Predlagatelj: SAVEZ RUSINA I UKRAJINACA REPUBLIKE HRVATSKE;Kandidat: VIKTOR FILIMA, Predlagatelj: NEOVISNI KANDIDAT;Kandidat: ŽELJKO GAÆA, Predlagatelj: SLAVONSKO-BARANJSKA HRVATSKA STRANKA - SBHS, MEÐIMURSKI DEMOKRATSKI SAVEZ - MDS, PRIMORSKO GORANSKI SAVEZ - PGS;Kandidat: SEAD HASANOVIÆ, Predlagatelj: NEOVISNI KANDIDAT;Kandidat: MILAN IGNAC, Predlagatelj: UDRUGA ROMA BAJAŠA MEÐIMURSKE ŽUPANIJE;"Kandidat: ZVONKO KALANJOŠ, Predlagatelj: ""DRUŠTVO UÈITELJA I ROMSKIH POMAGAÈA-IZVOR""";"Kandidat: ZVONKO KOSTELNIK, prof., Predlagatelj: KULTURNO UMJETNIÈKO DRUŠTVO ""JOAKIM HARDI"" PETROVCI";"Kandidat: DUŠKO KOSTIÆ, Predlagatelj: UDRUGA ROMSKOG PRIJATELJSTVA ""LUNA""";Kandidat: NAZIF MEMEDI, Predlagatelj: MREŽA ROMSKIH UDRUGA HRVATSKE MRUH;Kandidat: TOFKO MOMIROVIÆ-DEDIÆ, Predlagatelj: AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH;Kandidat: VALTER NEUGEBAUER, Predlagatelj: HRVATSKA SELJAÈKA STRANKA - HSS;Kandidat: VESNA PICHLER, Predlagatelj: SAVEZ NIJEMACA I AUSTRIJANACA HRVATSKE, CENTRALA-OSIJEK;"Kandidat: ZVONKO RAC, Predlagatelj: KULTURNO UMJETNIÈKO DRUŠTVO ""OSIF KOSTELNIK"" VUKOVAR";Kandidat: NUSRET SEFEROVIÆ, Predlagatelj: NEOVISNI KANDIDAT;Kandidat: RENATA TRISCHLER, dipl.oec., Predlagatelj: NJEMAÈKA NARODNOSNA ZAJEDNICA - ZEMALJSKA UDRUGA PODUNAVSKIH ŠVABA U HRVATSKOJ - OSIJEK;"Kandidat: JOSIP ZAVACKI, Predlagatelj: POLJSKA KULTURNA UDRUGA ""MIKOLAJ KOPERNIK""";;;;;
3;GORNJA STUBICA  ;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;GORNJI KNEGINEC  ;7;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;
3;GORNJI MIHALJEVEC  ;6;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;HRAŠÆINA  ;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;HUM NA SUTLI  ;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;JALŽABET  ;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;JESENJE  ;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;KLENOVNIK  ;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;KONJŠÈINA  ;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;KOTORIBA  ;4;51;6;6;6;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;KRALJEVEC NA SUTLI  ;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;KRAPINSKE TOPLICE  ;11;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;KUMROVEC  ;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;LOBOR  ;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;LJUBEŠÆICA  ;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;MAÈE  ;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;MALA SUBOTICA  ;7;91;10;10;10;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;MALI BUKOVEC  ;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;MARIJA BISTRICA  ;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;MARTIJANEC  ;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;MARUŠEVEC  ;15;2;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;MIHOVLJAN  ;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;NEDELIŠÆE  ;15;232;39;39;38;1;0;5;7;0;7;0;0;5;1;0;13;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;NOVI GOLUBOVEC  ;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;OREHOVICA  ;4;137;29;29;26;3;0;0;1;0;19;0;0;0;0;0;2;3;0;0;0;0;1;0;0;0;0;0;;;;;
3;PETRIJANEC  ;8;190;122;122;121;1;1;117;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;;;;;
3;PETROVSKO  ;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;PODTUREN  ;6;48;9;9;9;0;0;1;0;0;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;
3;PRIBISLAVEC  ;2;219;97;97;97;0;0;0;0;0;87;1;0;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0;;;;;
3;RADOBOJ  ;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;SELNICA  ;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;SRAÈINEC  ;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;STRAHONINEC  ;3;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;
3;STUBIÈKE TOPLICE  ;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;SVETA MARIJA  ;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;SVETI ÐURÐ  ;10;24;4;4;4;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;;;;;
3;SVETI ILIJA  ;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;SVETI JURAJ NA BREGU  ;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;SVETI KRIŽ ZAÈRETJE  ;14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;SVETI MARTIN NA MURI  ;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;ŠENKOVEC  ;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;ŠTRIGOVA  ;7;6;2;2;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;
3;TRNOVEC BARTOLOVEÈKI  ;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;TUHELJ  ;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;VELIKI BUKOVEC  ;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;VELIKO TRGOVIŠÆE  ;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;VIDOVEC  ;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;VINICA  ;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;VISOKO  ;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;VRATIŠINEC  ;3;4;2;2;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;ZAGORSKA SELA  ;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
3;ZLATAR-BISTRICA  ;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;BELI MANASTIR  ;12;246;94;94;94;0;7;0;9;0;0;29;0;0;0;0;0;0;0;28;7;0;0;3;0;0;11;0;;;;;
4;BELIŠÆE  ;15;178;85;85;82;3;15;0;0;0;2;54;0;0;0;0;0;0;0;0;0;0;0;5;0;0;6;0;;;;;
4;DONJI MIHOLJAC  ;10;11;2;2;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;ÐAKOVO  ;37;41;21;21;21;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;2;3;1;11;0;;;;;
4;NAŠICE  ;27;13;7;7;7;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;
4;ORAHOVICA  ;11;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;OSIJEK  ;111;481;200;199;196;3;1;4;0;0;0;0;2;11;0;0;0;0;6;0;4;0;0;65;2;10;91;0;;;;;
4;SLATINA  ;23;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;VALPOVO  ;17;65;32;32;32;0;0;0;0;0;0;24;0;0;1;0;0;0;0;0;2;0;0;1;0;0;4;0;;;;;
4;VIROVITICA  ;21;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;ANTUNOVAC  ;2;8;4;4;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;;;;;
4;BILJE  ;6;115;14;14;14;0;0;2;0;0;1;2;0;0;0;0;0;0;0;0;1;0;0;4;0;0;4;0;;;;;
4;BIZOVAC  ;8;12;5;5;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;;;;;
4;CRNAC  ;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;ÈAÈINCI  ;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;ÈAÐAVICA  ;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;ÈEMINAC  ;4;13;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;;;;;
4;ÈEPIN  ;14;16;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;;;;;
4;DARDA  ;6;469;108;108;104;4;3;1;54;1;1;15;0;0;0;0;0;0;0;6;7;0;0;7;0;0;9;0;;;;;
4;DONJA MOTIÈINA  ;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;DRAŽ  ;6;26;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;;;;;
4;DRENJE  ;11;3;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;ÐURÐENOVAC  ;16;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;
4;ERDUT  ;10;30;7;7;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;2;0;;;;;
4;ERNESTINOVO  ;2;12;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;0;;;;;
4;FERIÈANCI  ;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;GORJANI  ;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;GRADINA  ;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;JAGODNJAK  ;3;49;17;17;17;0;0;1;7;0;0;5;0;0;0;0;0;0;0;1;2;0;0;0;0;0;1;0;;;;;
4;KNEŽEVI VINOGRADI  ;8;96;46;46;46;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;16;0;0;27;0;;;;;
4;KOŠKA  ;10;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;
4;LEVANJSKA VAROŠ  ;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;LUKAÈ  ;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;MAGADENOVAC  ;6;7;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;
4;MARIJANCI  ;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;MIKLEUŠ  ;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;NOVA BUKOVICA  ;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;PETLOVAC  ;6;107;51;51;50;1;0;1;9;0;0;37;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;;;;;
4;PETRIJEVCI  ;4;6;3;3;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;;;;;
4;PITOMAÈA  ;19;5;2;2;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;
4;PODGORAÈ  ;10;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;PODRAVSKA MOSLAVINA  ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;POPOVAC  ;3;35;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;
4;PUNITOVCI  ;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;SATNICA ÐAKOVAÈKA  ;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;SEMELJCI  ;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;SOPJE  ;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;STRIZIVOJNA  ;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;SUHOPOLJE  ;19;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;ŠODOLOVCI  ;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;ŠPIŠIÆ BUKOVICA  ;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;TRNAVA  ;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;VILJEVO  ;4;4;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;VIŠKOVCI  ;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;VLADISLAVCI  ;4;4;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;;;;;
4;VOÆIN  ;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;VUKA  ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
4;ZDENCI  ;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;ILOK  ;7;26;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;;;;;
5;KUTJEVO  ;21;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;
5;LIPIK  ;19;15;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;NOVA GRADIŠKA  ;14;15;3;3;3;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;OTOK (VINKOVCI)  ;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;PAKRAC  ;23;12;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;PLETERNICA  ;36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;POŽEGA  ;48;9;3;3;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;;;;;
5;SLAVONSKI BROD  ;49;266;50;50;49;1;5;0;1;0;0;0;4;22;0;0;2;0;0;2;3;0;0;1;0;3;2;4;;;;;
5;VINKOVCI  ;33;152;25;25;24;1;0;3;0;0;0;0;4;1;1;0;0;0;10;0;4;0;0;0;0;0;1;0;;;;;
5;VUKOVAR  ;28;624;168;168;156;12;1;21;1;0;1;2;18;64;7;0;0;1;15;0;0;0;0;4;14;0;5;2;;;;;
5;ŽUPANJA  ;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;ANDRIJAŠEVCI  ;4;5;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;
5;BABINA GREDA  ;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;BEBRINA  ;7;29;11;11;11;0;0;0;0;0;0;0;1;4;0;0;0;0;1;0;0;0;1;0;0;0;0;4;;;;;
5;BOGDANOVCI  ;3;465;159;159;154;5;2;36;3;0;0;0;1;26;1;1;0;1;31;1;0;0;0;1;48;0;1;1;;;;;
5;BOROVO  ;5;26;3;3;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;
5;BOŠNJACI  ;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;BRESTOVAC  ;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;BRODSKI STUPNIK  ;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;BUKOVLJE  ;6;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;CERNA  ;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;CERNIK  ;10;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;ÈAGLIN  ;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;DAVOR  ;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;DONJI ANDRIJEVCI  ;6;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;
5;DRAGALIÆ  ;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;DRENOVCI  ;6;33;3;3;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;GARÈIN  ;9;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;GORNJA VRBA  ;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;GORNJI BOGIÆEVCI  ;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;GRADIŠTE  ;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;GUNDINCI  ;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;GUNJA  ;4;13;5;5;4;1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;
5;IVANKOVO  ;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;JAKŠIÆ  ;13;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;
5;JARMINA  ;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;KAPTOL  ;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;KLAKAR  ;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;LOVAS  ;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;MARKUŠICA  ;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;NEGOSLAVCI  ;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;NIJEMCI  ;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;NOVA KAPELA  ;14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;NUŠTAR  ;5;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;
5;OKUÈANI  ;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;OPRISAVCI  ;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;ORIOVAC  ;11;8;4;4;4;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;
5;PODCRKAVLJE  ;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;PRIVLAKA  ;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;REŠETARI  ;8;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;
5;SIBINJ  ;12;10;5;5;5;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;SIKIREVCI  ;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;SLAVONSKI ŠAMAC  ;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;STARA GRADIŠKA  ;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
5;STARI JANKOVCI  ;5;18;6;6;6;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
