Grad/opæina;Redni broj biraèkog mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: MIRKO MAKAUS                                        ;AKCIJA MLADIH - AM, Nositelj liste: MARIO ALEMPIJEVIÆ, dipl.oec.                                                    ;ALIJANSA ZA PRAVNU DRŽAVU - ALIJANSA, Nositelj liste: RADOVAN SMOKVINA, dipl.ing.;AUTOHTONA-HRVATSKA SELJAÈKA STRANKA - A-HSS, Nositelj liste: JASENKO STIPAC, dipl.ing.                         ;DEMOKRATSKA STRANKA ŽENA - DSŽ, ZELENI HRVATSKE - ZELENI HR, Nositelj liste: MARIJA JELINÈIÆ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, Nositelj liste: dr.sc. IVO SANADER                                 ;HRVATSKA KRŠÆANSKA DEMOKRATSKA UNIJA - HKDU, Nositelj liste: IVAN LESINGER;HRVATSKA NARODNA STRANKA-LIBERALNI DEMOKRATI - HNS, Nositelj liste: RADIMIR ÈAÈIÆ                    ;HRVATSKA STRANKA MLADIH - HSM, Nositelj liste: NENAD PETROVIÆ                                       ;HRVATSKA STRANKA NEZAPOSLENIH - HSN, Nositelj liste: ANTO ANUŠIÆ                                 ;HRVATSKA STRANKA PRAVA - HSP, Nositelj liste: ANTO ÐAPIÆ;HRVATSKA STRANKA UMIROVLJENIKA - HSU, Nositelj liste: SILVANO HRELJA                    ;HRVATSKI DEMOKRŠÆANI - DEMOKRŠÆANI, Nositelj liste: SREÆKO BUTORAC, dr.med.                    ;HRVATSKI PRAVAŠI-HRVATSKI PRAVAŠKI POKRET - HP-HPP, Nositelj liste: ANDRIJA ŠKRIBULJA, prof.;HRVATSKI ZBOR - ZBOR, Nositelj liste: GRGO-TOMISLAV ANTIÈIÆ                                        ;ISTARSKA SOCIJALDEMOKRATSKA NEZAVISNA STRANKA - ISDNS, STRANKA UMIROVLJENIKA - SU, Nositelj liste: mr.sc. IVAN JANKO;ISTARSKI DEMOKRATSKI SABOR - IDS, Nositelj liste: DAMIR KAJIN                    ;JEDINO HRVATSKA-POKRET ZA HRVATSKU - JEDINO HRVATSKA, Nositelj liste: VLADIMIR BRKLJAÈA;LJEVICA HRVATSKE - LJEVICA, ISTARSKI SOCIJALDEMOKRATSKI FORUM-FORO SOCIAL DEMOCRATICO ISTRIANO - ISDF-FSDI, SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP, HRVATSKI SOCIJALDEMOKRATI - HSD, Nositelj liste: VLADIMIR BEBIÆ, dipl. politolog;PRIMORSKO GORANSKI SAVEZ - PGS, HRVATSKA SELJAÈKA STRANKA - HSS, HRVATSKA SOCIJALNO LIBERALNA STRANKA - HSLS, Nositelj liste: NIKOLA IVANIŠ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, Nositelj liste: ZORAN MILANOVIÆ;ZELENA ALTERNATIVA-STRANKA POTROŠAÈA - ZA-SPOT, Nositelj liste: PETAR CIGANOVIÆ                                 ;ZELENA STRANKA - ZS, AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH, HRVATSKA RADNIÈKA STRANKA - HRS, JADRANSKA SOCIJALDEMOKRATSKA STRANKA HRVATSKE - JADRANSKI SOCIJALDEMOKRATI, Nositelj liste: ALJOŠA BABIÆ                                 ;ZELENA STRANKA-ZELENA ALTERNATIVA - ZELENI, DEMOKRATSKI CENTAR - DC, Nositelj liste: mr.sc. JOSIP-ANTON RUPNIK;;;
POREÈ;7;1133;610;610;603;7;0;3;0;0;4;142;2;22;2;0;5;22;1;0;0;0;223;0;4;4;165;0;1;3;;;
POREÈ;8;755;500;500;500;0;0;0;0;2;0;97;1;16;2;0;9;27;2;0;1;0;163;1;3;6;165;2;0;3;;;
POREÈ;9;2215;1224;1224;1213;11;0;7;1;1;6;218;3;43;4;2;17;58;5;1;0;5;402;5;5;7;413;2;0;8;;;
POREÈ;10;1128;679;679;669;10;0;2;0;1;0;103;1;24;7;2;6;30;3;0;0;5;220;1;7;5;249;0;1;2;;;
POREÈ;11;1148;656;641;630;11;0;2;0;0;2;123;3;26;2;0;11;32;3;0;0;8;209;0;9;3;192;0;0;5;;;
POREÈ;12;617;390;390;387;3;2;0;0;1;1;38;0;21;1;1;1;17;3;0;0;6;143;1;0;9;139;0;0;3;;;
POREÈ;13;1920;1047;1047;1035;12;0;0;0;2;3;237;1;37;5;1;9;44;4;0;0;8;350;4;3;7;311;2;2;5;;;
POREÈ;14;594;248;248;247;1;0;0;1;0;1;81;0;10;3;0;6;4;0;1;0;3;45;1;5;2;83;0;0;1;;;
PULA;1;1233;722;722;708;14;0;2;0;1;4;106;1;42;3;4;11;57;1;0;0;9;157;1;16;1;285;1;1;5;;;
PULA;2;921;579;579;563;16;0;0;0;0;1;89;0;22;1;4;5;38;1;0;0;7;142;1;8;3;232;0;3;6;;;
PULA;3;1445;938;937;927;10;2;5;0;2;4;131;4;56;5;2;15;88;2;0;0;6;226;1;15;3;355;1;2;2;;;
PULA;4;1463;976;976;956;20;0;0;0;1;6;122;1;55;5;1;6;57;5;1;0;9;301;1;14;4;351;0;2;14;;;
PULA;5;1511;1103;995;985;10;0;3;0;2;3;173;1;58;6;3;10;70;0;0;1;8;273;2;12;9;337;0;1;13;;;
PULA;6;849;535;534;524;10;0;4;0;1;2;51;4;27;3;0;4;89;1;0;0;4;128;5;7;9;180;0;2;3;;;
PULA;7;725;480;480;474;6;0;1;1;0;2;91;0;19;1;4;6;31;0;0;0;5;141;1;2;4;153;1;3;8;;;
PULA;8;1206;724;724;707;17;1;3;0;0;1;106;2;47;3;2;4;56;0;1;0;6;164;0;7;8;285;0;4;7;;;
PULA;9;918;586;586;574;12;0;0;0;0;2;83;2;40;3;0;9;49;0;0;0;7;152;0;8;3;209;0;0;7;;;
PULA;10;1372;952;951;936;15;1;4;1;0;5;136;2;27;7;1;8;77;0;1;0;13;351;0;15;6;270;0;3;8;;;
PULA;11;1269;851;851;848;3;0;3;0;0;5;158;2;61;5;1;7;58;0;0;0;0;210;1;4;6;315;1;3;8;;;
PULA;12;1458;995;995;991;4;0;2;0;1;4;189;2;64;3;4;7;53;0;0;1;5;248;0;8;6;379;2;3;10;;;
PULA;13;1626;1044;1044;1029;15;0;3;0;1;3;186;0;48;2;1;6;88;0;0;0;20;262;0;11;11;368;0;4;15;;;
PULA;14;950;533;533;523;10;0;2;0;0;1;91;2;24;0;1;4;21;3;0;0;3;144;0;9;4;210;1;1;2;;;
PULA;15;882;484;484;482;2;0;3;0;1;1;77;0;38;3;2;4;26;1;3;0;1;127;0;10;6;176;0;0;3;;;
PULA;16;1916;1201;1198;1182;16;1;3;0;3;4;202;1;64;4;6;4;108;3;0;0;9;283;1;11;13;455;2;1;4;;;
PULA;17;1469;878;878;873;5;1;3;0;1;2;129;2;55;6;0;9;65;1;1;0;7;253;0;14;8;303;3;2;8;;;
PULA;18;2149;1387;1387;1372;15;1;9;0;2;5;209;1;85;7;2;9;106;3;0;0;9;367;0;23;13;499;2;2;18;;;
PULA;19;1031;659;659;651;8;0;4;0;0;4;112;1;28;3;0;10;35;1;1;0;13;164;4;12;4;245;0;4;6;;;
PULA;20;839;510;510;505;5;1;0;0;0;1;51;2;29;2;4;2;39;1;0;0;6;137;2;4;14;201;1;0;8;;;
PULA;21;1473;886;886;876;10;0;2;1;2;2;131;0;44;1;2;6;75;0;0;1;1;294;2;6;7;291;2;2;4;;;
PULA;22;1188;768;766;737;29;0;3;0;1;6;121;0;35;4;1;7;70;2;0;0;13;177;1;13;7;270;1;0;5;;;
PULA;23;730;463;463;456;7;0;3;0;0;0;57;1;35;1;0;1;39;0;0;0;5;128;2;8;1;171;0;2;2;;;
PULA;24;1696;1101;1101;1090;11;0;2;2;1;3;156;3;85;6;3;9;70;1;1;1;11;259;1;20;11;425;0;3;17;;;
PULA;25;1433;887;887;881;6;0;1;0;1;3;137;1;49;2;6;12;57;4;0;0;6;212;1;14;7;356;0;0;12;;;
PULA;26;1453;888;888;877;11;1;4;1;2;1;167;0;46;3;1;7;55;3;0;0;8;200;2;8;6;351;0;1;10;;;
PULA;27;1290;864;864;851;13;1;6;0;0;1;121;1;47;5;1;4;51;1;1;0;12;206;0;9;7;368;1;3;5;;;
PULA;28;1471;929;927;923;4;0;1;0;1;4;114;2;40;7;1;7;84;4;0;1;7;214;1;10;8;410;1;1;5;;;
PULA;29;1708;1158;1158;1142;16;0;7;1;1;3;173;0;56;5;2;10;80;4;0;1;18;290;1;16;8;454;2;1;9;;;
PULA;30;1388;900;900;891;9;1;4;1;0;2;123;1;67;3;3;8;91;2;0;0;18;240;2;10;4;300;0;2;9;;;
PULA;31;1761;1049;1049;1030;19;2;3;0;0;4;155;1;50;0;2;13;81;2;0;0;10;246;1;13;4;428;2;5;8;;;
PULA;32;1213;807;806;793;13;3;1;1;1;5;106;1;25;6;2;6;64;2;2;0;9;212;1;14;4;314;0;3;11;;;
PULA;33;785;508;508;500;8;0;2;0;0;4;63;0;28;4;1;3;29;0;0;0;7;123;1;7;2;220;1;2;3;;;
PULA;34;1211;816;816;808;8;1;2;0;1;4;111;1;76;13;0;4;58;0;0;0;18;225;0;6;4;263;0;7;14;;;
PULA;35;983;598;598;591;7;0;3;0;0;2;143;0;30;4;1;7;26;0;0;0;2;153;0;5;4;199;0;2;10;;;
PULA;36;964;637;637;625;12;2;4;0;0;5;111;1;34;2;1;9;48;1;0;0;6;159;0;15;5;217;0;0;5;;;
PULA;37;1583;997;997;980;17;2;5;0;2;11;191;1;40;9;2;7;56;1;1;0;11;192;2;22;4;406;2;3;10;;;
PULA;38;1390;892;892;885;7;1;4;0;0;3;129;2;49;2;4;10;78;2;1;0;10;252;2;14;7;306;0;2;7;;;
PULA;39;1065;715;715;701;14;0;1;0;0;2;112;0;33;4;1;3;57;2;0;0;15;213;1;13;3;234;0;0;7;;;
RAB;1;477;313;313;309;4;0;2;0;0;1;102;4;21;2;1;5;11;1;0;0;0;1;0;6;9;141;1;0;1;;;
RAB;2;1035;714;714;708;6;2;4;0;3;2;245;0;48;2;3;46;24;0;0;0;3;2;0;14;46;260;0;2;2;;;
RAB;3;446;278;277;271;6;1;1;0;0;2;91;2;15;1;1;30;8;0;0;2;0;0;1;1;9;106;0;0;0;;;
RAB;4;1010;680;679;667;12;1;5;1;7;1;242;2;40;12;3;29;29;1;1;0;3;1;1;1;32;246;1;3;5;;;
RAB;5;1486;994;993;975;18;0;3;1;3;5;272;3;47;6;3;34;38;2;0;0;1;4;1;17;56;467;4;5;3;;;
RAB;6;553;357;357;352;5;1;0;0;1;5;98;1;19;6;3;12;13;1;0;1;1;1;0;5;21;162;0;0;1;;;
RAB;7;1172;820;820;799;21;0;4;2;2;1;283;3;35;4;7;43;29;0;0;0;2;4;1;3;43;329;3;1;0;;;
RAB;8;1151;739;738;725;13;0;7;0;6;6;220;3;45;4;0;34;33;2;0;1;2;6;1;9;25;314;1;1;5;;;
RIJEKA;1;1286;868;868;862;6;0;7;1;0;0;202;2;54;1;0;13;40;0;1;0;6;22;1;15;48;443;2;1;3;;;
RIJEKA;2;1415;953;952;940;12;0;8;1;0;4;209;3;49;6;3;22;62;2;0;0;8;21;1;7;27;494;5;3;5;;;
RIJEKA;3;1250;785;785;777;8;0;2;0;2;6;151;2;52;5;2;17;34;1;1;0;5;28;4;12;29;412;2;7;3;;;
RIJEKA;4;1308;839;839;831;8;1;7;0;1;4;184;3;40;0;1;9;59;0;0;0;10;19;3;11;41;424;2;12;0;;;
RIJEKA;5;1053;675;675;664;11;1;8;0;0;3;171;1;39;5;3;11;35;1;0;1;4;16;2;7;31;324;1;0;0;;;
RIJEKA;6;1406;851;851;837;14;2;5;0;2;1;233;5;24;4;3;13;60;2;0;3;4;11;2;17;44;395;2;0;5;;;
RIJEKA;7;1652;1076;1075;1063;12;1;10;1;0;6;257;1;71;4;2;16;62;5;0;0;8;31;2;12;50;517;3;4;0;;;
RIJEKA;8;2050;1133;1133;1119;14;0;6;0;1;2;377;0;46;7;1;14;39;3;1;1;5;11;4;7;57;525;5;3;4;;;
RIJEKA;9;1896;1011;1011;1001;10;0;5;0;3;2;369;5;35;2;1;33;50;1;0;0;5;15;2;7;37;423;1;2;3;;;
RIJEKA;10;1560;937;937;930;7;1;6;0;1;4;215;5;48;4;2;21;76;3;0;0;5;21;4;10;46;449;1;5;3;;;
RIJEKA;11;1519;957;957;932;25;0;4;0;0;3;239;1;43;2;1;25;83;0;2;0;6;11;6;7;33;449;6;3;8;;;
RIJEKA;12;1428;891;890;883;7;2;3;0;2;4;248;2;38;9;3;21;53;2;1;1;3;24;2;9;51;400;2;2;1;;;
RIJEKA;13;1582;1042;1042;1031;11;0;7;0;0;8;277;1;72;2;4;23;70;0;1;0;1;26;1;15;37;477;6;0;3;;;
RIJEKA;14;1911;1183;1183;1174;9;0;9;0;0;11;386;9;88;11;0;32;46;1;3;0;2;9;1;20;36;500;4;4;2;;;
RIJEKA;15;1905;1199;1197;1188;9;0;20;0;5;4;364;2;81;2;1;29;56;2;1;1;0;29;2;12;37;527;3;2;8;;;
RIJEKA;16;1492;888;888;870;18;1;10;0;0;4;422;1;24;2;2;19;18;1;0;0;5;10;0;8;32;299;2;3;7;;;
RIJEKA;17;2234;1204;1204;1190;14;2;6;1;5;4;434;2;45;8;1;19;54;0;3;3;2;21;2;13;39;514;1;5;6;;;
RIJEKA;18;2202;1289;1289;1279;10;2;10;0;1;6;403;0;47;7;0;24;71;0;2;1;0;37;4;10;69;566;2;8;9;;;
RIJEKA;19;1134;704;704;698;6;1;10;0;0;4;177;3;41;7;0;22;28;1;2;0;2;13;1;17;28;335;0;4;2;;;
RIJEKA;20;1014;617;617;610;7;1;2;1;4;3;129;1;38;1;1;20;43;0;1;0;0;15;4;10;15;309;3;3;6;;;
RIJEKA;21;1206;715;715;710;5;0;3;0;1;5;181;4;32;3;7;19;31;0;1;0;3;16;6;7;20;360;3;5;3;;;
RIJEKA;22;1276;821;819;812;7;0;8;1;3;4;194;1;55;2;3;12;51;1;0;0;3;16;0;13;23;414;2;3;3;;;
RIJEKA;23;1389;964;964;952;12;1;11;1;0;3;181;2;64;8;2;17;63;0;0;1;1;12;4;8;35;526;3;4;5;;;
RIJEKA;24;985;614;614;605;9;0;5;1;0;0;155;0;17;4;3;7;51;0;1;0;0;5;2;10;24;309;4;5;2;;;
RIJEKA;25;1495;923;923;909;14;1;9;0;0;6;216;2;57;9;0;19;45;1;0;15;0;16;0;0;25;470;7;6;5;;;
RIJEKA;26;1918;1222;1222;1209;13;0;15;0;1;13;429;4;49;5;2;22;72;1;1;0;3;29;2;8;44;495;1;4;9;;;
RIJEKA;27;1940;1197;1196;1184;12;2;8;3;2;3;310;5;71;3;1;43;60;0;1;1;1;17;0;15;56;568;3;4;7;;;
RIJEKA;28;1414;898;897;883;14;1;13;0;1;1;206;3;47;3;0;28;67;0;0;0;1;18;2;8;57;418;3;3;3;;;
RIJEKA;29;1634;936;936;928;8;2;12;1;1;7;221;2;55;6;4;37;47;1;0;1;1;20;2;15;64;425;3;1;0;;;
RIJEKA;30;1681;1064;1064;1058;6;0;7;1;2;2;360;4;48;7;2;24;45;1;1;0;0;24;1;11;47;459;4;3;5;;;
RIJEKA;31;1526;936;936;927;9;0;7;1;4;5;222;7;61;6;0;21;60;3;0;0;1;19;1;10;33;457;1;4;4;;;
RIJEKA;32;1326;742;741;731;10;0;7;1;1;3;185;3;24;3;0;20;39;0;0;0;4;19;3;6;25;380;2;3;3;;;
RIJEKA;33;1348;843;843;838;5;0;13;0;1;2;204;3;33;3;0;18;50;2;1;1;4;13;2;13;23;442;4;2;4;;;
RIJEKA;34;1167;678;677;664;13;1;6;0;1;1;172;2;38;7;1;15;41;0;1;0;0;17;1;8;17;324;1;2;8;;;
RIJEKA;35;1260;737;737;729;8;2;13;1;2;4;176;3;38;1;4;31;53;3;0;0;2;16;3;7;29;336;2;0;3;;;
RIJEKA;36;879;527;527;522;5;0;2;0;1;2;120;2;30;0;0;7;24;0;0;0;2;3;2;2;16;304;1;2;2;;;
RIJEKA;37;1292;663;663;650;13;1;2;0;1;3;202;3;27;5;1;18;30;1;1;2;1;10;1;12;28;294;4;1;2;;;
RIJEKA;38;1032;646;646;638;8;0;8;0;0;3;174;0;42;8;3;9;33;6;1;2;4;8;2;5;12;307;7;2;2;;;
RIJEKA;39;494;283;283;282;1;0;4;0;1;0;88;1;10;5;0;2;13;0;0;2;3;2;0;4;12;133;0;1;1;;;
RIJEKA;40;364;240;240;236;4;0;3;1;1;3;52;0;13;5;0;4;13;1;0;0;1;5;1;7;12;108;2;0;4;;;
RIJEKA;41;718;480;480;475;5;0;9;0;1;4;117;1;22;7;3;18;42;1;1;1;1;11;2;2;29;198;2;0;3;;;
RIJEKA;42;1151;628;628;618;10;1;8;0;0;4;144;1;33;4;2;12;30;0;1;0;4;11;3;10;17;328;2;0;3;;;
RIJEKA;43;1230;683;682;672;10;1;12;0;0;2;152;5;48;3;0;10;41;1;1;0;3;14;1;15;28;331;2;0;2;;;
RIJEKA;44;1210;686;686;669;17;1;5;0;0;2;169;4;34;0;3;12;41;0;0;0;3;6;4;20;28;327;5;4;1;;;
RIJEKA;45;889;481;480;474;6;3;10;1;0;2;103;1;32;3;1;12;15;1;0;0;1;4;2;17;12;251;1;0;2;;;
RIJEKA;46;1523;877;877;860;17;0;13;0;1;5;212;4;68;2;3;14;43;6;1;0;5;10;0;15;33;411;2;2;10;;;
RIJEKA;47;720;358;358;353;5;0;5;0;0;2;86;1;24;0;1;11;15;0;0;0;2;5;0;5;13;179;2;1;1;;;
RIJEKA;48;1023;553;553;548;5;0;2;0;0;0;150;2;32;0;1;13;26;1;1;0;2;6;1;2;27;274;1;3;4;;;
RIJEKA;49;1478;778;778;772;6;0;12;1;0;3;234;1;37;8;1;24;41;0;1;0;3;11;3;13;33;343;1;2;0;;;
RIJEKA;50;1381;889;889;877;12;0;10;1;1;3;216;3;52;4;0;15;49;0;1;0;1;29;2;10;30;439;3;0;8;;;
RIJEKA;51;1173;790;789;784;5;1;5;1;3;5;183;5;34;10;2;22;55;1;0;0;7;18;2;11;29;384;2;2;2;;;
RIJEKA;52;971;556;556;548;8;1;8;0;0;0;145;3;19;4;0;2;40;1;0;1;1;11;3;8;21;275;2;0;3;;;
RIJEKA;53;1149;663;663;655;8;1;10;1;1;3;195;4;25;2;4;18;52;1;1;0;1;9;1;16;25;277;2;0;6;;;
RIJEKA;54;1463;908;908;902;6;2;9;1;0;4;222;4;54;2;2;22;45;0;2;1;0;19;2;9;35;453;4;4;6;;;
RIJEKA;55;1193;704;704;696;8;2;10;0;0;5;182;3;25;8;1;20;47;0;0;0;7;8;3;7;18;340;3;4;3;;;
RIJEKA;56;1347;859;858;841;17;2;6;0;3;7;231;3;42;2;0;14;61;1;1;1;5;17;4;7;21;409;0;2;2;;;
RIJEKA;57;1392;890;890;876;14;1;10;0;0;3;229;2;54;6;2;24;57;3;2;0;4;15;3;7;41;400;3;2;8;;;
RIJEKA;58;1307;793;790;784;6;0;7;3;0;5;220;0;40;3;2;18;59;0;0;0;3;13;4;8;32;362;1;2;2;;;
RIJEKA;59;1168;676;676;667;9;2;7;1;0;3;178;2;35;6;0;9;50;0;1;0;5;16;2;12;29;303;4;1;1;;;
RIJEKA;60;1349;816;816;805;11;0;3;1;1;3;225;1;36;9;4;13;37;0;1;1;0;18;3;8;15;418;2;1;5;;;
RIJEKA;61;1109;665;665;656;9;1;13;1;0;1;134;4;30;2;0;8;28;0;0;0;9;19;6;10;23;352;3;6;6;;;
RIJEKA;62;1247;746;744;733;11;0;6;0;1;5;200;1;24;4;4;19;38;1;0;0;5;10;1;10;32;364;2;4;2;;;
RIJEKA;63;1493;940;940;928;12;1;10;1;2;6;258;2;43;5;3;26;55;0;1;0;3;24;4;7;27;436;4;2;8;;;
RIJEKA;64;1208;817;817;807;10;0;14;1;1;4;161;6;42;9;1;16;44;3;1;0;1;15;4;10;38;421;12;1;2;;;
RIJEKA;65;1385;838;837;827;10;0;13;0;0;4;230;3;36;5;2;12;50;0;3;2;0;19;4;11;27;386;9;4;7;;;
RIJEKA;66;1029;607;607;598;9;0;5;0;0;5;145;1;29;3;1;11;29;2;1;1;4;11;2;13;20;292;5;6;12;;;
RIJEKA;67;1128;668;668;661;7;1;5;0;1;3;161;2;30;7;1;11;46;2;0;2;2;14;1;1;23;341;3;0;4;;;
RIJEKA;68;1230;749;749;735;14;1;14;0;0;3;183;2;32;2;2;10;31;1;0;0;3;20;5;6;22;393;0;0;5;;;
RIJEKA;69;1153;683;682;672;10;1;4;0;1;2;180;5;36;6;1;6;42;0;1;0;3;12;0;8;28;330;2;2;2;;;
RIJEKA;70;881;563;563;554;9;0;3;0;0;1;142;1;34;3;1;15;30;0;0;0;0;5;1;8;26;280;1;2;1;;;
RIJEKA;71;1147;772;769;762;7;0;5;1;0;4;166;1;76;0;1;13;53;3;0;0;1;13;0;11;28;373;4;1;8;;;
RIJEKA;72;867;576;576;569;7;0;8;0;0;2;131;2;25;2;0;25;33;0;1;0;0;6;2;8;23;296;3;1;1;;;
RIJEKA;73;1384;898;898;882;16;0;5;0;0;2;212;0;62;4;1;14;37;1;0;0;4;10;4;4;26;492;1;2;1;;;
RIJEKA;74;839;530;530;523;7;0;6;2;1;3;135;0;24;5;2;12;26;0;2;0;4;9;0;7;14;263;2;1;5;;;
RIJEKA;75;785;457;457;447;10;1;3;0;1;3;108;1;32;0;0;10;18;0;0;0;3;11;0;7;5;237;5;2;0;;;
RIJEKA;76;1095;594;594;589;5;2;8;1;0;5;181;0;34;1;2;21;20;1;1;0;2;8;2;6;23;270;1;0;0;;;
RIJEKA;77;539;337;337;335;2;0;2;0;0;1;63;1;21;0;1;1;21;0;0;0;0;6;0;7;8;200;0;1;2;;;
RIJEKA;78;1045;735;733;728;5;1;8;1;0;1;162;4;44;6;2;19;48;1;1;1;0;8;6;5;24;378;2;3;3;;;
RIJEKA;79;983;662;661;657;4;0;6;0;1;1;132;1;45;1;2;16;34;0;1;0;0;11;2;6;20;371;4;0;3;;;
RIJEKA;80;1375;903;903;889;14;1;7;3;3;1;226;1;51;5;2;24;48;2;1;0;2;9;4;9;31;449;1;1;8;;;
RIJEKA;81;885;605;605;599;6;0;6;1;0;0;184;0;36;0;0;12;43;0;1;0;1;4;1;11;24;270;3;2;0;;;
RIJEKA;82;661;423;423;417;6;1;3;0;1;2;102;0;31;3;2;13;29;1;0;0;0;9;0;8;18;191;0;1;2;;;
RIJEKA;83;933;599;599;593;6;0;3;0;0;3;147;0;29;2;1;19;42;0;1;0;1;7;0;11;20;303;0;0;4;;;
RIJEKA;84;1064;687;687;682;5;0;6;0;1;6;186;1;34;6;0;13;42;1;0;0;3;21;0;11;17;324;3;1;6;;;
RIJEKA;85;986;657;622;616;6;2;5;1;0;3;178;4;43;5;2;12;39;3;0;0;3;9;1;5;29;263;1;2;6;;;
RIJEKA;86;980;605;604;601;3;1;3;0;1;1;180;4;61;4;2;16;38;0;0;0;3;11;1;1;31;239;2;2;0;;;
RIJEKA;87;995;673;671;663;8;2;5;0;2;2;167;2;46;7;2;28;25;0;0;0;0;5;2;8;28;329;0;1;2;;;
RIJEKA;88;1441;1020;1019;1000;19;1;7;1;0;2;200;1;56;3;1;16;73;1;0;0;6;23;3;32;37;522;0;1;14;;;
RIJEKA;89;1387;935;935;922;13;1;6;0;0;3;207;3;63;3;2;15;61;0;1;0;1;20;2;10;32;487;1;1;3;;;
RIJEKA;90;1335;901;901;893;8;1;7;0;1;5;204;2;45;5;2;13;52;2;1;0;1;16;5;13;19;483;7;4;5;;;
RIJEKA;91;1287;882;882;876;6;0;3;0;4;3;274;6;48;7;2;20;47;1;1;0;2;15;2;6;42;387;2;2;2;;;
RIJEKA;92;1173;764;764;750;14;0;5;0;0;5;185;1;34;6;3;12;46;0;2;0;0;12;2;7;25;393;4;3;5;;;
RIJEKA;93;1210;815;815;804;11;0;7;1;1;4;203;2;60;5;3;27;48;3;0;0;4;16;3;13;24;367;2;2;9;;;
RIJEKA;94;1179;763;763;759;4;0;3;1;2;4;158;2;36;4;2;22;59;2;0;0;2;17;2;9;24;404;1;2;3;;;
RIJEKA;95;1328;819;819;814;5;0;6;4;3;4;249;5;43;5;1;22;48;6;1;0;2;12;4;10;42;338;3;3;3;;;
RIJEKA;96;190;124;124;120;4;0;1;0;0;0;31;0;7;3;1;6;9;0;0;0;0;0;0;2;5;51;1;1;2;;;
ROVINJ;1;940;413;413;411;2;0;3;1;1;5;60;5;25;4;1;6;10;0;1;1;4;122;1;5;3;152;0;0;1;;;
ROVINJ;2;887;444;444;439;5;0;2;0;0;1;96;1;15;3;1;8;8;0;1;0;1;149;0;1;1;150;1;0;0;;;
ROVINJ;3;1007;553;553;549;4;3;0;0;1;2;94;1;31;5;0;4;23;2;0;0;4;190;0;2;6;179;0;0;2;;;
ROVINJ;4;844;489;489;483;6;0;3;0;0;1;71;1;11;3;2;7;22;0;0;1;2;159;0;3;4;186;2;2;3;;;
ROVINJ;5;980;628;628;619;9;0;6;0;1;2;81;2;30;3;0;5;22;1;1;0;3;221;1;4;3;228;0;4;1;;;
ROVINJ;6;1140;703;703;695;8;0;0;0;0;2;88;1;32;4;1;8;21;0;0;0;4;245;1;3;6;275;0;1;3;;;
ROVINJ;7;1018;673;673;667;6;0;1;0;0;2;84;0;38;2;0;4;17;0;3;0;6;261;1;4;13;226;0;0;5;;;
ROVINJ;8;1093;674;674;669;5;0;2;0;0;3;92;0;52;4;2;3;17;2;0;0;0;189;0;9;4;285;0;2;3;;;
ROVINJ;9;1279;758;758;752;6;0;0;0;0;2;80;4;38;4;2;6;19;0;0;0;4;306;1;3;9;268;1;1;4;;;
ROVINJ;10;1216;759;759;755;4;2;2;0;0;1;138;2;28;3;0;12;22;0;0;0;4;266;3;4;2;261;1;0;4;;;
ROVINJ;11;1033;621;621;618;3;1;2;0;0;3;86;2;35;4;0;5;29;0;2;0;5;220;0;5;7;208;1;1;2;;;
ROVINJ;12;900;538;538;529;9;0;2;0;0;0;79;0;24;2;1;11;13;1;0;0;6;217;0;0;1;168;0;4;0;;;
UMAG;1;693;442;442;434;8;1;4;2;0;3;59;2;25;5;1;3;63;1;0;0;4;133;0;4;1;118;1;0;4;;;
UMAG;2;552;322;322;316;6;1;7;2;1;2;36;1;18;3;1;1;25;1;0;0;6;83;3;5;1;114;1;3;1;;;
UMAG;3;512;283;283;277;6;0;2;1;0;3;51;0;9;1;0;4;26;0;0;0;7;77;0;2;1;93;0;0;0;;;
UMAG;4;627;363;363;361;2;0;1;0;1;4;90;0;26;1;1;3;21;0;0;0;2;87;3;2;5;112;0;1;1;;;
UMAG;5;943;531;531;521;10;2;5;0;3;4;90;1;17;2;1;3;46;2;0;0;10;143;0;4;3;183;0;1;1;;;
UMAG;6;716;411;411;403;8;0;0;0;0;2;80;3;23;6;0;3;24;1;0;1;4;90;4;2;3;151;0;4;2;;;
UMAG;7;660;376;376;369;7;2;4;0;1;2;74;0;15;4;2;3;19;0;0;0;4;107;0;1;4;126;0;0;1;;;
UMAG;8;1658;846;846;831;15;0;0;0;3;5;140;3;35;6;2;9;76;2;0;0;2;157;5;5;4;368;1;1;7;;;
UMAG;9;1801;1013;1013;999;14;0;3;0;0;4;191;0;65;9;0;18;62;1;1;0;20;178;7;7;13;413;3;0;4;;;
UMAG;10;1903;1100;1100;1083;17;0;4;0;0;2;206;1;69;6;1;26;66;2;0;0;7;199;6;8;13;460;0;2;5;;;
UMAG;11;1341;810;810;800;10;1;1;0;0;3;124;1;54;3;1;5;91;1;0;0;6;167;2;6;5;326;0;1;2;;;
