Izborna jedinica;Grad/opæina;Redni broj biraèkog mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;Kandidat: MLADENKA ATANACKOVIÆ, Zamjenik: JASMINKA IGNJATOVIÆ, Predlagatelj: HRVATSKA STRANKA MLADIH - HSM                                        ;Kandidat: DUŠAN CRNKOVIÆ, ing., Zamjenik: BOŽIDAR SLAVULJ, ing. grað., Predlagatelj: SRPSKA NARODNA STRANKA - SNS                                        ;Kandidat: JELICA ÈANAK, Zamjenik: BRANKICA JEROTIÆ, Predlagatelj: HRVATSKA STRANKA MLADIH - HSM                                        ;Kandidat: PERO DEJANOVIÆ, Zamjenik: STEVAN IVANIÆ, Predlagatelj: ABECEDA DEMOKRACIJE - ABECEDA                                        ;Kandidat: PETAR DUBAIÆ, Zamjenik: PETAR VUJAKLIJA, Predlagatelj: ABECEDA DEMOKRACIJE - ABECEDA                                        ;Kandidat: VELJKO DŽAKULA, dipl.ing. šumarstva, Zamjenik: MILAN UZELAC, Predlagatelj: ZAJEDNICA SRBA U REPUBLICI HRVATSKOJ - ZSH                                       ;Kandidat: RATKO GAJICA, Zamjenik: JOVAN AJDUKOVIÆ, Predlagatelj: SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS                                       ;Kandidat: DRAGAN HINIÆ, dipl.iur., Zamjenik: RADOVAN VUKELIÆ, dr.med., Predlagatelj: SRPSKA NARODNA STRANKA - SNS                                        ;Kandidat: CVIJO JANDRIÆ, Zamjenik: ZORA LUKIÆ, Predlagatelj: SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP                                       ;Kandidat: LJUBICA JAVORINA-ŠOLAJA, dr.med., Zamjenik: MILE JAVORINA, ing., Predlagatelj: PARTIJA PODUNAVSKIH SRBA - PPS                                       ;Kandidat: VLADIMIR KOSIÆ, dipl.oec., Zamjenik: VESELIN GRBIÆ, Predlagatelj: PARTIJA PODUNAVSKIH SRBA - PPS                                       ;Kandidat: RADIVOJ-RADE LESKOVAC, dipl. polit., Zamjenik: PERO MATIÆ, prof., Predlagatelj: PARTIJA PODUNAVSKIH SRBA - PPS                                       ;Kandidat: dr.sc. SVETOZAR LIVADA, Zamjenik: STANIŠA ŽARKOVIÆ, dipl. soc.radnik, Predlagatelj: ZAJEDNICA SRBA U REPUBLICI HRVATSKOJ - ZSH                                       ;Kandidat: BRANKO LUBOVAC, dipl.oec., Zamjenik: STEVAN BANJANIN, prof., Predlagatelj: ZAJEDNICA SRBA U REPUBLICI HRVATSKOJ - ZSH                                       ;Kandidat: MILUTIN LUKIÆ, Zamjenik: MLADEN MITROVIÆ, Predlagatelj: SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP                                       ;Kandidat: MILICA MARIÆ, Zamjenik: SAŠA VASILJEV, Predlagatelj: HRVATSKA STRANKA MLADIH - HSM                                        ;Kandidat: DEJAN MEDAKOVIÆ, Zamjenik: MARIJA DVORNIÆ, Predlagatelj: SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP                                       ;Kandidat: dr.sc. MILORAD PUPOVAC, Zamjenik: ALEKSANDAR MILOŠEVIÆ, Predlagatelj: SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS                                       ;Kandidat: VOJISLAV STANIMIROVIÆ, dr.med., Zamjenik: MILE HORVAT, Predlagatelj: SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS                                       ;Kandidat: LUKA ŠUŠAK, dipl.iur., Zamjenik: MILAN RODIÆ, dipl.iur., Predlagatelj: SRPSKA NARODNA STRANKA - SNS                                        ;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;44;20;3;3;3;0;0;0;0;0;0;1;1;0;0;0;0;0;3;1;0;0;0;2;1;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;45;11;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;46;9;2;2;2;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;47;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;48;34;6;6;6;0;0;1;0;0;0;0;1;1;0;1;0;0;2;0;2;0;0;2;0;4;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;49;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;50;19;2;2;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;1;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;51;7;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;52;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;53;15;3;3;3;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;1;0;0;1;0;1;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;54;12;2;2;2;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;55;13;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;56;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;57;8;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;58;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;59;10;3;3;3;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;3;3;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;60;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;61;12;2;2;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;2;1;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;62;46;4;4;4;0;0;0;0;0;0;1;2;0;0;0;0;0;2;1;0;0;0;3;2;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;63;20;4;4;4;0;1;2;0;1;0;1;0;0;0;1;0;2;1;0;0;0;0;1;0;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;64;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;65;11;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;66;23;2;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;67;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;68;19;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;69;40;3;3;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;2;1;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;70;34;5;5;5;0;1;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;0;4;3;1;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;71;27;4;4;4;0;0;0;0;0;0;0;1;0;0;0;0;1;3;0;0;0;0;4;0;1;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;72;32;5;5;4;1;0;0;0;0;0;1;3;0;0;0;0;0;1;0;0;0;0;4;3;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;73;41;6;6;6;0;1;0;0;0;0;1;3;1;0;0;0;1;0;0;0;1;0;5;3;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;74;28;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;1;0;2;1;1;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;75;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;76;47;5;5;5;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;3;3;1;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;77;54;8;8;8;0;0;0;0;0;0;0;3;0;0;0;0;3;2;0;1;0;0;7;2;2;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;78;40;5;5;5;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;2;2;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;79;48;5;5;5;0;0;1;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;2;1;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;80;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;81;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;82;58;8;8;7;1;1;2;1;1;2;1;0;1;0;1;0;1;3;0;0;1;0;3;2;1;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;83;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;84;18;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;1;0;2;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;85;28;4;4;4;0;0;0;0;0;0;0;1;0;0;0;0;2;3;0;0;0;0;0;1;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;86;25;3;3;3;0;0;0;0;0;0;2;1;0;0;0;0;1;1;0;0;0;0;2;1;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;87;52;7;7;7;0;0;0;0;0;0;0;3;1;0;0;0;0;2;0;1;0;0;7;4;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;88;44;6;6;5;1;0;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;4;1;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;89;61;13;13;12;1;1;0;0;0;1;0;5;0;0;0;0;4;2;1;0;0;0;9;5;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;90;37;4;4;4;0;0;0;1;0;0;1;3;0;0;0;0;0;1;0;0;0;0;4;2;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;91;48;10;10;10;0;0;0;0;0;0;5;3;1;0;0;0;3;6;4;0;0;0;4;4;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;92;29;2;2;2;0;0;0;0;0;0;1;2;0;0;0;0;1;0;0;0;0;0;1;1;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;93;36;2;2;2;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;94;32;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;95;23;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;96;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;97;71;7;7;7;0;0;0;0;0;0;2;2;2;0;0;1;2;4;0;1;0;0;4;3;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;98;30;4;4;4;0;0;0;0;0;0;0;3;1;0;0;0;0;1;0;1;1;0;2;2;1;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;99;59;8;8;8;0;0;0;0;0;0;3;3;1;0;0;0;3;3;1;0;2;0;4;4;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;100;65;6;6;6;0;0;0;0;0;0;1;1;1;0;1;0;1;4;1;0;0;0;2;2;1;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;101;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
1;ZAGREB-CENTAR,ZAPAD;102;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
