Grad/opæina;Redni broj biraèkog mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: VLADIMIR KONEÈNY, prof.                                        ;AKCIJA MLADIH - AM, Nositelj liste: VOJMIR SABOLIÆ                                                    ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH, HRVATSKA RADNIÈKA STRANKA - HRS, ZELENA STRANKA - ZS, Nositelj liste: ZLATKO KLARIÆ, prof.;AUTOHTONA-HRVATSKA SELJAÈKA STRANKA - A-HSSNositelj liste: JASENKO STIPAC, dipl.ing.                         ;DEMOKRATSKA STRANKA ŽENA - DSŽ, ZELENI HRVATSKE - ZELENI HR, Nositelj liste: MARIJA JELINÈIÆ;DEMOKRATSKI CENTAR - DC, Nositelj liste: VESNA ŠKARE OŽBOLT, dipl.iur.;DOMOVINSKA GRAÐANSKA STRANKA - DGS, Nositelj liste: DRAGO MINTAS;GOSPODARSKA STRANKA - GS, Nositelj liste: STJEPAN GNJEÈ                                            ;HRVATSKA ÈISTA STRANKA PRAVA - HÈSP, Nositelj liste: JOSIP MILJAK                                   ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, Nositelj liste: dr.sc. IVO SANADER                                 ;HRVATSKA EUROPSKA STRANKA - HES, Nositelj liste: MARIN VLAHOVIÆ          ;HRVATSKA KRŠÆANSKA DEMOKRATSKA STRANKA - HKDS, KRŠÆANSKA SOCIJALNA UNIJA - KSU, Nositelj liste: FRANJO ŠTAMBUK;HRVATSKA NARODNA STRANKA-LIBERALNI DEMOKRATI - HNS, Nositelj liste: dr.sc. VESNA PUSIÆ                    ;HRVATSKA SELJAÈKA STRANKA - HSS, HRVATSKA SOCIJALNO LIBERALNA STRANKA - HSLS, ZAGORSKA STRANKA - ZS, ZAGORSKA DEMOKRATSKA STRANKA - ZDS, Nositelj liste: TATJANA HOLJEVAC;HRVATSKA STRANKA MLADIH - HSM, Nositelj liste: MARIO LOZIÆ                                        ;HRVATSKA STRANKA PRAVA - HSP, Nositelj liste: ANTO ÐAPIÆ;HRVATSKA STRANKA UMIROVLJENIKA - HSU, Nositelj liste: mr.sc. VLADIMIR JORDAN                    ;HRVATSKA STRANKA ZELENIH-EKO SAVEZ - ZELENI, Nositelj liste: mr.sc. ZLATKO SVIBEN;HRVATSKI PRAVAŠI-HRVATSKI PRAVAŠKI POKRET - HP-HPP, Nositelj liste: DEJAN LECIÆ;JEDINO HRVATSKA-POKRET ZA HRVATSKU - JEDINO HRVATSKA, Nositelj liste: MILOVAN ŠIBL;LJEVICA HRVATSKE - LJEVICA, SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP, HRVATSKI SOCIJALDEMOKRATI - HSD, ISTARSKI SOCIJALDEMOKRATSKI FORUM-FORO SOCIAL DEMOCRATICO ISTRIANO - ISDF-FSDI, Nositelj liste: IVAN NINIÆ;NEOVISNA LISTA, Nositelj liste: dr.sc. SLAVEN LETICA                                 ;NEOVISNA LISTA, Nositelj liste: BRANKO VUKŠIÆ                                 ;PRIMORSKO GORANSKI SAVEZ - PGS, SLAVONSKO-BARANJSKA HRVATSKA STRANKA - SBHS, MEÐIMURSKI DEMOKRATSKI SAVEZ - MDS, DALMATINSKA LIBERALNA STRANKA - DLS, Nositelj liste: DAVOR KOŽUH, dipl.ing. stroj.;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, Nositelj liste: ZORAN MILANOVIÆ;STRANKA UMIROVLJENIKA - SU, Nositelj liste: VENKO BANOVIÆ;ZELENA LISTA, Nositelj liste: VLASTA TOTH, dipl.oec.                                                          
;;;;;;;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZAGREB-CENTAR,ZAPAD;1;812;527;527;518;9;0;1;2;2;2;5;0;2;1;147;0;2;53;25;2;8;28;6;0;9;0;6;4;1;202;6;4
ZAGREB-CENTAR,ZAPAD;2;1109;741;741;734;7;1;0;4;0;1;6;0;0;5;332;1;1;49;13;3;17;25;8;0;6;1;13;8;0;231;7;2
ZAGREB-CENTAR,ZAPAD;3;600;414;414;412;2;0;0;1;1;2;5;0;0;1;135;0;0;30;10;3;10;16;2;0;7;1;7;3;0;173;4;1
ZAGREB-CENTAR,ZAPAD;4;849;560;560;555;5;1;3;2;0;2;6;0;0;1;147;0;0;45;10;1;11;40;3;0;4;2;7;7;0;258;5;0
ZAGREB-CENTAR,ZAPAD;5;1313;843;843;834;9;0;0;2;0;2;8;0;1;3;234;0;1;89;20;5;25;57;4;0;3;5;10;6;2;345;5;7
ZAGREB-CENTAR,ZAPAD;6;1507;1014;1014;1008;6;0;1;4;0;3;7;0;3;2;279;1;2;77;43;8;15;45;11;1;13;4;18;2;0;450;13;6
ZAGREB-CENTAR,ZAPAD;7;1684;1118;1118;1103;15;0;0;3;3;6;13;0;0;1;322;2;3;98;34;3;10;57;9;0;14;12;17;12;0;470;8;6
ZAGREB-CENTAR,ZAPAD;8;773;499;499;490;9;1;2;1;0;2;9;0;0;0;133;0;4;30;16;8;8;18;2;0;1;1;2;1;0;240;9;2
ZAGREB-CENTAR,ZAPAD;9;908;583;583;577;6;0;1;1;0;2;5;2;0;1;206;1;3;43;22;5;10;17;1;0;3;3;6;3;0;233;7;2
ZAGREB-CENTAR,ZAPAD;10;1486;951;951;939;12;1;1;4;0;2;8;0;1;6;273;0;4;66;19;8;20;43;9;0;11;1;13;6;0;422;9;12
ZAGREB-CENTAR,ZAPAD;11;1174;744;744;737;7;0;1;2;0;2;9;0;0;1;204;1;2;68;19;6;14;51;7;0;5;6;9;3;1;314;10;2
ZAGREB-CENTAR,ZAPAD;12;1042;705;704;698;6;1;2;3;1;7;4;0;0;1;223;1;3;63;19;5;13;18;5;0;5;5;18;7;1;276;12;5
ZAGREB-CENTAR,ZAPAD;13;866;580;580;576;4;0;1;4;0;0;6;0;0;7;142;1;1;54;19;3;14;23;3;0;2;1;5;4;1;276;6;3
ZAGREB-CENTAR,ZAPAD;14;808;539;539;526;13;0;0;3;0;1;8;0;0;0;157;1;1;53;18;1;12;34;4;0;8;2;8;5;0;202;6;2
ZAGREB-CENTAR,ZAPAD;15;1082;688;688;680;8;0;0;3;3;5;15;0;0;1;182;1;1;51;24;3;7;24;4;0;7;5;5;6;0;318;7;8
ZAGREB-CENTAR,ZAPAD;16;1703;1170;1169;1156;13;0;0;2;0;7;6;0;1;1;285;2;1;96;53;6;28;68;5;2;4;4;16;7;2;542;11;7
ZAGREB-CENTAR,ZAPAD;17;1544;1037;1037;1023;14;0;1;0;0;7;8;0;0;2;297;0;2;82;34;4;22;57;3;1;11;3;21;11;0;440;11;6
ZAGREB-CENTAR,ZAPAD;18;1319;841;840;837;3;0;0;2;0;4;11;0;1;0;244;0;3;52;33;5;16;33;3;2;9;3;17;8;2;369;9;11
ZAGREB-CENTAR,ZAPAD;19;1400;893;888;883;5;1;0;3;5;2;6;0;0;0;207;0;1;77;27;4;22;34;3;0;9;7;7;5;0;443;12;8
ZAGREB-CENTAR,ZAPAD;20;1422;981;981;976;5;0;1;3;0;4;5;0;0;0;279;1;1;80;29;3;13;35;2;2;8;4;9;6;0;476;8;7
ZAGREB-CENTAR,ZAPAD;21;1106;785;785;779;6;0;3;2;3;0;2;0;0;2;210;2;2;68;21;2;12;40;3;0;6;8;10;4;0;361;14;4
ZAGREB-CENTAR,ZAPAD;22;1027;711;711;704;7;0;0;4;1;6;9;0;1;0;176;0;2;45;26;2;20;28;6;0;7;5;9;6;0;343;5;3
ZAGREB-CENTAR,ZAPAD;23;1467;932;931;920;11;0;0;4;1;5;8;0;0;2;237;0;3;72;29;2;15;32;3;1;7;1;11;11;0;459;14;3
ZAGREB-CENTAR,ZAPAD;24;1007;726;675;666;9;0;2;6;0;2;4;2;0;0;161;0;1;46;32;1;15;27;6;0;5;7;4;10;2;328;3;2
ZAGREB-CENTAR,ZAPAD;25;956;617;617;608;9;0;3;7;0;2;6;0;1;1;151;1;1;46;9;4;14;31;2;0;7;3;4;3;0;301;7;4
ZAGREB-CENTAR,ZAPAD;26;963;640;640;636;4;0;1;4;0;1;4;1;0;3;176;1;4;59;26;7;12;30;5;0;12;6;7;7;1;255;11;3
ZAGREB-CENTAR,ZAPAD;27;1168;774;774;762;12;0;3;4;0;3;2;0;0;2;220;1;1;64;25;13;10;44;2;1;4;3;23;13;0;316;4;4
ZAGREB-CENTAR,ZAPAD;28;996;696;695;688;7;1;0;3;0;2;5;0;0;1;167;0;1;43;13;4;12;25;4;1;6;2;10;4;0;371;10;3
ZAGREB-CENTAR,ZAPAD;29;1054;699;699;691;8;0;0;1;1;2;0;0;0;1;191;0;3;55;22;3;9;36;3;1;1;3;7;4;0;337;7;4
ZAGREB-CENTAR,ZAPAD;30;1544;1039;1039;1023;16;1;1;1;1;2;11;0;0;1;300;1;1;74;26;4;29;48;9;1;2;2;12;9;1;467;14;5
ZAGREB-CENTAR,ZAPAD;31;1063;748;748;736;12;0;2;2;0;1;10;0;1;2;195;0;0;66;20;1;11;32;1;0;1;1;4;5;1;368;10;2
ZAGREB-CENTAR,ZAPAD;32;850;555;555;543;12;0;1;4;1;0;4;0;0;0;121;0;2;58;22;2;8;39;2;0;6;3;4;5;0;247;13;1
ZAGREB-CENTAR,ZAPAD;33;1591;1057;1054;1044;10;0;3;5;0;3;9;0;0;3;301;3;0;83;29;6;19;67;10;0;5;8;14;6;1;450;17;2
ZAGREB-CENTAR,ZAPAD;34;1018;682;682;673;9;0;0;1;2;1;6;0;0;0;243;0;0;43;22;1;9;25;3;0;12;2;8;6;0;274;10;5
ZAGREB-CENTAR,ZAPAD;35;1011;699;699;693;6;0;1;0;1;3;8;0;0;1;189;0;1;63;21;8;13;29;4;0;7;2;4;1;0;330;4;3
ZAGREB-CENTAR,ZAPAD;36;1055;631;631;625;6;0;3;2;0;5;8;0;0;2;285;0;4;30;27;4;15;22;3;0;7;5;0;5;0;193;4;1
ZAGREB-CENTAR,ZAPAD;37;889;528;528;516;12;1;1;3;0;3;10;0;0;2;166;0;1;33;13;1;9;22;3;1;4;1;7;3;2;223;5;2
ZAGREB-CENTAR,ZAPAD;38;967;653;652;629;23;0;3;1;0;3;6;1;0;3;219;0;0;44;20;3;19;28;5;0;1;0;8;6;1;239;2;17
ZAGREB-CENTAR,ZAPAD;39;1038;669;669;667;2;0;0;3;1;0;0;0;0;0;203;0;0;31;26;4;8;43;7;0;6;2;8;7;1;311;4;2
ZAGREB-CENTAR,ZAPAD;40;1096;698;698;692;6;1;1;2;0;3;4;1;0;2;213;1;1;61;27;5;6;42;5;1;2;1;3;12;0;280;10;8
ZAGREB-CENTAR,ZAPAD;41;1360;917;878;864;14;0;2;3;1;4;5;0;0;4;251;1;9;73;36;4;31;30;2;1;12;3;15;2;0;358;8;9
ZAGREB-CENTAR,ZAPAD;42;776;499;499;493;6;0;0;1;0;2;11;0;0;0;155;0;1;41;22;0;12;15;2;0;6;0;8;5;0;203;8;1
ZAGREB-CENTAR,ZAPAD;43;1066;700;700;688;12;0;2;2;0;4;11;0;0;0;184;0;0;80;13;5;13;31;5;1;4;3;3;12;0;307;5;3
ZAGREB-CENTAR,ZAPAD;44;971;668;668;664;4;0;3;3;0;3;7;0;0;1;189;0;0;57;31;3;7;17;4;0;4;3;7;7;0;309;6;3
ZAGREB-CENTAR,ZAPAD;45;773;550;550;545;5;1;1;0;0;1;5;0;1;0;196;0;0;48;22;1;9;28;6;1;1;2;4;1;0;215;1;1
ZAGREB-CENTAR,ZAPAD;46;358;247;247;245;2;0;0;1;0;1;4;0;0;0;67;1;0;30;8;1;3;6;0;0;0;0;5;4;0;110;3;1
ZAGREB-CENTAR,ZAPAD;47;1053;722;722;718;4;0;0;2;0;3;7;0;0;2;257;0;2;54;25;5;17;43;6;0;6;4;3;6;0;262;8;6
ZAGREB-CENTAR,ZAPAD;48;1932;1244;1244;1228;16;0;2;6;0;6;20;1;0;1;313;0;1;95;21;7;13;74;9;0;17;9;15;8;1;586;12;11
ZAGREB-CENTAR,ZAPAD;49;981;704;703;695;8;0;0;4;0;2;5;0;0;1;205;0;2;77;20;2;5;36;2;1;8;3;5;6;4;291;12;4
ZAGREB-CENTAR,ZAPAD;50;1255;835;835;830;5;2;2;0;1;2;10;0;0;1;277;1;5;71;21;2;18;54;2;0;10;1;6;9;0;324;5;6
ZAGREB-CENTAR,ZAPAD;51;1426;975;975;967;8;1;1;2;1;5;12;1;0;0;312;2;2;90;35;3;28;39;3;0;8;3;7;11;0;384;10;7
ZAGREB-CENTAR,ZAPAD;52;1173;805;805;798;7;0;2;4;0;3;7;0;1;1;273;0;1;67;36;6;14;35;4;0;10;5;7;11;1;304;4;2
ZAGREB-CENTAR,ZAPAD;53;1075;746;746;740;6;0;2;4;2;3;4;0;0;0;195;0;0;70;28;3;15;34;2;0;3;3;13;5;0;344;6;4
ZAGREB-CENTAR,ZAPAD;54;899;608;608;604;4;0;1;0;0;1;2;1;0;2;177;0;1;53;28;2;20;29;5;0;6;4;11;2;3;245;8;3
ZAGREB-CENTAR,ZAPAD;55;776;526;526;520;6;1;3;0;0;1;6;0;0;1;150;0;0;45;11;4;16;20;2;0;3;2;10;4;0;228;8;5
ZAGREB-CENTAR,ZAPAD;56;658;450;450;443;7;0;1;2;0;1;2;0;0;1;115;1;1;38;23;2;14;13;2;0;3;4;3;7;0;208;1;1
ZAGREB-CENTAR,ZAPAD;57;660;468;468;465;3;1;2;3;0;2;3;0;0;0;130;0;2;46;12;2;6;14;1;0;4;1;2;2;2;220;7;3
ZAGREB-CENTAR,ZAPAD;58;772;552;552;547;5;1;1;1;0;1;3;0;1;1;187;0;0;20;28;1;22;33;2;0;9;2;9;1;0;215;6;3
ZAGREB-CENTAR,ZAPAD;59;1341;962;962;950;12;0;2;7;2;1;3;0;0;3;305;0;1;80;41;5;17;36;5;0;9;3;5;9;11;380;11;14
ZAGREB-CENTAR,ZAPAD;60;728;473;473;469;4;0;0;3;1;2;3;0;0;0;144;1;2;40;12;0;13;25;10;2;3;2;9;3;1;188;5;0
ZAGREB-CENTAR,ZAPAD;61;870;565;565;564;1;0;1;1;1;2;3;0;0;5;192;0;2;59;25;5;15;16;2;0;3;0;6;13;0;201;9;3
ZAGREB-CENTAR,ZAPAD;62;1829;1284;1283;1262;21;0;4;10;1;2;11;0;0;2;345;0;2;107;38;2;19;73;2;0;14;8;9;10;0;583;6;14
ZAGREB-CENTAR,ZAPAD;63;1753;1225;1225;1218;7;1;0;3;1;5;7;0;1;2;399;1;3;121;42;7;25;66;11;0;7;6;7;2;2;482;13;4
ZAGREB-CENTAR,ZAPAD;64;1379;990;987;977;10;0;2;5;1;6;9;0;2;2;308;0;1;105;35;8;23;39;6;0;4;5;11;11;2;375;12;5
ZAGREB-CENTAR,ZAPAD;65;870;581;581;574;7;0;2;1;0;3;5;0;1;2;159;0;1;38;26;2;9;32;4;0;10;1;10;8;0;248;8;4
ZAGREB-CENTAR,ZAPAD;66;678;482;482;477;5;0;0;0;1;1;1;0;0;1;117;0;0;46;20;2;6;25;1;0;6;4;2;2;0;228;6;8
ZAGREB-CENTAR,ZAPAD;67;828;538;538;533;5;1;2;2;1;3;3;0;0;0;159;1;3;46;21;5;13;27;2;0;2;5;3;2;0;224;4;4
ZAGREB-CENTAR,ZAPAD;68;498;291;291;285;6;0;0;4;0;1;4;0;0;1;69;0;4;21;11;4;6;20;2;3;2;2;1;0;0;122;4;4
ZAGREB-CENTAR,ZAPAD;69;1033;735;735;728;7;0;1;11;1;2;2;0;0;1;155;0;2;56;23;2;12;48;6;0;6;5;8;2;0;367;13;5
ZAGREB-CENTAR,ZAPAD;70;899;640;638;629;9;2;1;5;0;2;1;0;0;1;149;0;3;46;16;4;11;29;1;0;3;4;6;3;0;327;8;7
ZAGREB-CENTAR,ZAPAD;71;1192;822;821;814;7;2;3;3;0;3;15;0;0;1;257;0;3;48;35;7;18;28;2;0;3;1;8;5;0;361;4;7
ZAGREB-CENTAR,ZAPAD;72;1226;836;836;830;6;0;1;4;0;1;7;0;0;2;322;0;3;33;15;4;20;25;2;0;5;0;9;5;1;362;3;6
ZAGREB-CENTAR,ZAPAD;73;1041;737;737;730;7;4;2;3;1;2;7;0;1;1;208;3;4;48;15;0;9;58;6;0;5;1;4;4;1;340;3;0
ZAGREB-CENTAR,ZAPAD;74;758;545;545;540;5;0;0;4;0;2;2;0;0;0;125;0;0;58;12;3;5;16;5;0;2;7;2;3;0;290;1;3
ZAGREB-CENTAR,ZAPAD;75;1219;793;793;787;6;0;0;4;0;4;5;0;0;0;240;1;0;55;24;3;12;12;5;0;7;4;6;7;1;388;5;4
ZAGREB-CENTAR,ZAPAD;76;987;681;681;678;3;1;0;7;0;3;2;0;1;1;160;0;2;35;15;4;14;19;2;0;5;4;12;3;0;386;1;1
ZAGREB-CENTAR,ZAPAD;77;1172;861;861;855;6;1;3;7;2;2;3;0;0;3;192;0;0;43;24;6;9;55;3;0;4;5;12;8;0;462;7;4
ZAGREB-CENTAR,ZAPAD;78;1388;994;993;981;12;1;2;3;1;3;8;0;0;1;283;0;7;72;33;3;15;52;4;0;6;1;13;8;1;453;7;4
ZAGREB-CENTAR,ZAPAD;79;1299;806;806;796;10;5;2;5;1;1;15;0;0;1;176;2;1;45;24;8;30;49;3;0;9;5;9;5;0;385;10;5
ZAGREB-CENTAR,ZAPAD;80;1174;741;741;739;2;0;1;4;2;2;6;0;0;1;288;1;4;38;20;4;20;28;3;0;4;2;2;2;0;298;6;3
ZAGREB-CENTAR,ZAPAD;81;894;588;588;584;4;1;3;1;1;3;4;0;1;1;225;0;1;34;24;5;25;34;1;0;5;1;5;2;2;197;6;2
ZAGREB-CENTAR,ZAPAD;82;1292;953;953;944;9;1;0;4;0;2;6;0;0;2;187;0;0;78;31;2;17;36;5;1;2;0;5;7;0;542;12;4
ZAGREB-CENTAR,ZAPAD;83;452;272;272;271;1;0;0;0;0;2;3;0;0;0;90;0;0;11;20;2;15;16;0;0;2;3;7;1;0;95;2;2
ZAGREB-CENTAR,ZAPAD;84;982;725;723;711;12;2;2;0;0;0;7;0;0;0;197;0;3;51;16;3;20;44;7;1;3;2;7;6;1;327;10;2
ZAGREB-CENTAR,ZAPAD;85;837;606;606;601;5;1;1;4;0;1;8;0;1;0;160;0;2;47;19;5;12;23;3;0;2;7;3;6;4;284;7;1
ZAGREB-CENTAR,ZAPAD;86;915;644;644;642;2;2;0;0;2;1;2;0;1;3;181;0;1;41;29;2;15;34;2;0;7;3;7;1;0;291;12;5
ZAGREB-CENTAR,ZAPAD;87;1603;1086;1086;1068;18;0;1;8;2;3;5;0;0;5;289;0;2;58;20;9;32;60;0;0;4;3;8;10;1;529;17;2
ZAGREB-CENTAR,ZAPAD;88;1506;1097;1097;1090;7;0;0;5;2;3;7;0;0;3;252;0;3;85;36;6;33;52;6;1;8;4;17;6;0;548;11;2
ZAGREB-CENTAR,ZAPAD;89;1211;844;844;840;4;0;1;3;0;2;4;0;4;0;222;1;3;52;20;5;19;41;8;0;2;3;8;3;0;426;8;5
ZAGREB-CENTAR,ZAPAD;90;965;690;690;688;2;0;1;3;1;3;2;1;1;0;169;0;0;53;29;4;10;23;3;4;3;3;6;3;0;357;5;4
ZAGREB-CENTAR,ZAPAD;91;815;515;515;510;5;0;2;1;1;1;4;0;1;0;125;0;0;44;15;5;18;26;1;0;2;2;2;3;0;250;5;2
ZAGREB-CENTAR,ZAPAD;92;855;638;638;627;11;0;0;3;0;1;5;0;0;1;161;0;2;50;21;7;9;34;3;0;1;2;9;4;1;301;8;4
ZAGREB-CENTAR,ZAPAD;93;1225;910;910;903;7;0;2;2;0;2;7;0;0;0;231;0;3;73;18;4;17;36;2;1;9;9;13;4;1;452;9;8
ZAGREB-CENTAR,ZAPAD;94;1236;788;788;781;7;0;2;3;2;4;2;1;2;0;195;1;1;60;28;9;13;24;7;0;3;5;5;8;1;382;14;9
ZAGREB-CENTAR,ZAPAD;95;1686;1071;1071;1058;13;0;4;2;3;2;7;0;0;2;337;1;2;52;39;14;17;80;8;1;12;0;9;7;0;431;22;6
ZAGREB-CENTAR,ZAPAD;96;785;549;549;542;7;1;1;3;0;3;13;0;1;1;136;0;3;34;23;4;7;54;2;0;2;0;6;2;0;237;7;2
ZAGREB-CENTAR,ZAPAD;97;1292;872;872;869;3;0;1;6;0;2;3;0;2;1;231;1;2;59;20;6;23;27;4;0;5;3;4;1;2;455;7;4
ZAGREB-CENTAR,ZAPAD;98;1346;741;741;732;9;0;1;1;2;5;3;0;2;1;253;1;0;45;19;2;20;37;3;1;6;4;10;5;1;294;8;8
ZAGREB-CENTAR,ZAPAD;99;1259;830;829;821;8;0;0;7;1;1;8;0;1;4;217;4;5;53;25;5;16;27;4;1;5;9;9;9;1;397;7;5
ZAGREB-CENTAR,ZAPAD;100;1108;780;780;768;12;0;2;4;2;2;8;0;0;4;171;0;1;40;28;7;15;41;3;0;4;6;5;3;0;407;7;8
ZAGREB-CENTAR,ZAPAD;101;1274;874;874;856;18;0;3;8;1;0;8;0;0;1;348;1;4;62;39;4;26;33;5;2;3;1;9;8;0;274;9;7
ZAGREB-CENTAR,ZAPAD;102;1644;1123;1122;1109;13;0;5;5;1;4;5;1;1;2;440;2;3;57;54;15;31;57;7;2;6;3;12;15;1;360;12;8
ZAGREB-CENTAR,ZAPAD;103;1395;933;932;917;15;0;0;8;1;5;8;0;0;1;331;1;9;55;35;5;32;39;9;0;1;1;7;8;2;348;6;5
ZAGREB-CENTAR,ZAPAD;104;1497;994;993;983;10;0;1;1;0;4;7;0;1;4;415;0;3;53;52;5;45;35;4;0;7;0;8;8;1;308;16;5
ZAGREB-CENTAR,ZAPAD;105;977;726;724;720;4;0;1;3;0;2;3;0;0;0;245;0;1;62;24;3;9;37;5;0;1;5;14;4;0;289;6;6
ZAGREB-CENTAR,ZAPAD;106;1653;1123;1121;1111;10;0;3;6;3;6;9;0;0;5;347;0;2;112;39;8;25;56;4;1;12;3;10;6;0;431;14;9
ZAGREB-CENTAR,ZAPAD;107;1569;1113;1113;1097;16;0;0;2;1;3;7;2;0;1;384;1;3;94;43;3;28;49;8;0;11;6;7;7;1;426;4;6
ZAGREB-CENTAR,ZAPAD;108;1712;1205;1176;1167;9;0;1;8;1;3;8;1;1;3;387;0;2;70;77;8;26;70;8;0;21;3;16;11;1;417;15;9
ZAGREB-CENTAR,ZAPAD;109;1691;1120;1120;1109;11;0;1;3;2;3;13;0;0;3;399;2;3;57;50;9;35;40;5;0;8;1;9;12;0;430;16;8
ZAGREB-CENTAR,ZAPAD;110;1765;1238;1238;1230;8;1;1;6;2;3;7;0;0;2;430;2;9;82;51;11;28;56;7;1;4;4;21;11;2;470;11;8
ZAGREB-CENTAR,ZAPAD;111;1776;1204;1204;1191;13;0;1;5;1;5;6;1;0;3;397;1;8;79;47;8;15;57;5;0;5;3;22;10;1;489;18;4
ZAGREB-CENTAR,ZAPAD;112;1463;1059;1055;1047;8;0;2;0;1;4;8;0;0;0;250;0;2;92;34;4;16;51;1;0;10;2;4;14;0;539;9;4
ZAGREB-CENTAR,ZAPAD;113;1485;1063;1062;1054;8;0;2;4;0;2;7;1;0;2;291;0;0;84;37;7;19;67;6;0;1;8;11;8;0;477;18;2
ZAGREB-CENTAR,ZAPAD;114;1542;1073;1070;1058;12;0;0;4;2;1;14;0;1;4;319;0;3;89;45;13;20;34;3;0;11;2;14;7;0;461;9;2
ZAGREB-CENTAR,ZAPAD;115;1550;1028;1024;1015;9;0;1;1;0;4;6;0;0;1;336;0;1;69;31;2;30;48;3;0;2;4;18;8;1;437;7;5
ZAGREB-CENTAR,ZAPAD;116;1578;1059;1057;1014;43;0;1;3;1;4;9;0;1;1;302;0;2;84;43;3;21;45;4;0;4;4;10;9;0;451;9;3
ZAGREB-CENTAR,ZAPAD;117;1058;679;679;672;7;1;0;2;3;0;6;0;0;0;189;0;3;71;29;3;15;31;2;0;8;8;7;1;2;280;7;4
ZAGREB-CENTAR,ZAPAD;118;1282;901;901;892;9;0;1;3;0;4;5;0;0;2;244;1;1;80;23;3;11;43;10;0;7;5;8;8;0;425;7;1
ZAGREB-CENTAR,ZAPAD;119;1872;1336;1336;1324;12;2;2;4;1;3;6;0;0;2;412;0;2;101;41;4;16;53;7;0;7;10;12;3;0;609;16;11
ZAGREB-CENTAR,ZAPAD;120;1492;918;918;902;16;0;3;2;0;3;1;0;0;0;275;0;1;84;26;2;17;37;4;0;6;5;10;2;2;408;9;5
ZAGREB-CENTAR,ZAPAD;121;1004;690;690;676;14;0;0;4;0;1;5;0;0;4;229;0;1;52;23;4;13;36;3;0;3;1;10;3;0;273;8;3
ZAGREB-CENTAR,ZAPAD;122;1845;1286;1286;1269;17;2;3;1;1;4;5;0;1;2;407;0;7;110;43;5;22;56;4;0;17;2;22;4;0;532;10;9
ZAGREB-CENTAR,ZAPAD;123;1378;961;944;929;15;2;5;3;2;1;10;1;1;4;390;2;2;46;53;7;18;41;4;1;11;2;12;4;0;292;11;4
ZAGREB-CENTAR,ZAPAD;124;1139;745;745;738;7;0;1;1;0;6;4;0;0;1;281;0;4;48;30;8;19;37;3;0;5;0;13;5;0;251;18;3
ZAGREB-CENTAR,ZAPAD;125;1919;1308;1305;1288;17;2;1;4;1;8;10;0;0;1;511;1;8;70;63;11;39;66;11;0;11;2;13;10;1;408;22;14
ZAGREB-CENTAR,ZAPAD;126;1346;904;904;895;9;0;1;1;1;0;7;0;0;1;240;0;2;76;23;6;21;40;3;0;2;1;18;5;1;437;6;3
ZAGREB-CENTAR,ZAPAD;127;1637;1116;1116;1106;10;0;2;3;0;2;8;0;0;1;335;2;2;105;22;5;24;43;4;1;3;7;8;11;1;498;12;7
ZAGREB-CENTAR,ZAPAD;128;1128;727;727;721;6;1;0;2;0;3;7;0;0;2;216;0;1;55;14;2;22;40;3;0;3;3;13;6;1;318;4;5
ZAGREB-CENTAR,ZAPAD;129;1278;874;874;860;14;1;1;3;0;1;12;0;2;2;241;0;2;68;24;4;25;43;2;0;7;3;10;4;3;385;12;5
ZAGREB-CENTAR,ZAPAD;130;1555;1061;1061;1050;11;1;1;4;0;1;13;0;0;1;359;1;2;43;39;9;29;43;5;0;5;6;20;12;0;428;22;6
ZAGREB-CENTAR,ZAPAD;131;1135;745;745;731;14;0;1;3;1;3;7;0;1;0;220;0;0;44;22;3;11;47;5;0;6;3;9;5;1;332;6;1
ZAGREB-CENTAR,ZAPAD;132;1321;953;953;944;9;0;2;2;3;1;6;0;0;2;290;0;0;83;37;3;26;48;8;1;8;0;7;2;0;398;10;7
ZAGREB-CENTAR,ZAPAD;133;1417;947;947;937;10;0;2;4;0;11;16;1;1;1;238;1;1;65;31;6;32;45;2;0;5;6;14;2;0;441;7;5
ZAGREB-CENTAR,ZAPAD;134;1271;812;812;802;10;1;2;2;1;5;9;0;1;0;209;0;3;51;29;8;15;40;3;0;7;8;12;6;0;383;5;2
ZAGREB-CENTAR,ZAPAD;135;1478;946;946;928;18;3;1;4;1;5;10;1;0;1;257;0;2;58;19;4;37;37;9;0;8;6;6;13;0;433;11;2
ZAGREB-CENTAR,ZAPAD;136;1042;643;643;641;2;0;2;5;2;0;9;0;0;3;204;0;2;38;35;6;19;21;4;1;1;2;12;10;0;253;8;4
ZAGREB-CENTAR,ZAPAD;137;1508;922;922;911;11;1;4;5;2;4;9;0;0;1;288;1;3;65;45;8;24;27;6;0;3;2;12;8;0;380;9;4
