Grad/opæina;Redni broj biraèkog mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: JOSO ŠIKIÆ                                        ;AKCIJA MLADIH - AM, Nositelj liste: HRVOJE RUNJIÆ                                                    ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH, HRVATSKA RADNIÈKA STRANKA - HRS, ZELENA STRANKA - ZS, Nositelj liste: ZLATKO KLARIÆ, prof.;AUTOHTONA-HRVATSKA SELJAÈKA STRANKA - A-HSS, Nositelj liste: JASENKO STIPAC, dipl.ing.                         ;DEMOKRATSKA STRANKA ŽENA - DSŽ, ZELENI HRVATSKE - ZELENI HR, Nositelj liste: MARIJA JELINÈIÆ;DEMOKRATSKI CENTAR - DC, ZELENA STRANKA-ZELENA ALTERNATIVA - ZELENI, Nositelj liste: VESNA ŠKARE OŽBOLT, dipl.iur.;HRVATSKA ÈISTA STRANKA PRAVA - HÈSP, Nositelj liste: JOSIP MILJAK                                   ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, Nositelj liste: dr.sc. IVO SANADER                                 ;HRVATSKA EUROPSKA STRANKA - HES, Nositelj liste: NAJA ŠEBALJ          ;HRVATSKA NARODNA STRANKA-LIBERALNI DEMOKRATI - HNS, Nositelj liste: dr.sc. RADIMIR ÈAÈIÆ                    ;HRVATSKA SELJAÈKA STRANKA - HSS, HRVATSKA SOCIJALNO LIBERALNA STRANKA - HSLS, Nositelj liste: MARIJANA PETIR;HRVATSKA STRANKA MLADIH - HSM, Nositelj liste: DALIBOR MARKUŠIÆ                                        ;HRVATSKA STRANKA PRAVA - HSP, Nositelj liste: ANTO ÐAPIÆ;HRVATSKA STRANKA UMIROVLJENIKA - HSU, DEMOKRATSKA STRANKA UMIROVLJENIKA - DSU, Nositelj liste: mr.sc. VLADIMIR JORDAN                    ;HRVATSKI PRAVAŠI-HRVATSKI PRAVAŠKI POKRET - HP-HPP, Nositelj liste: MIROSLAV JURIÆ;HRVATSKI ZBOR - ZBOR, Nositelj liste: GRGO-TOMISLAV ANTIÈIÆ;JEDINO HRVATSKA-POKRET ZA HRVATSKU - JEDINO HRVATSKA, Nositelj liste: LJUBO ÆESIÆ;LJEVICA HRVATSKE - LJEVICA, SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP, ISTARSKI SOCIJALDEMOKRATSKI FORUM-FORO SOCIAL DEMOCRATICO ISTRIANO - ISDF-FSDI, HRVATSKI SOCIJALDEMOKRATI - HSD, Nositelj liste: IVAN NINIÆ;NEOVISNA LISTA, Nositelj liste: VESNA BALENOVIÆ                                 ;NEOVISNA LISTA, Nositelj liste: ZDRAVKO DUŽIÆ                                 ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, Nositelj liste: ZORAN MILANOVIÆ;STRANKA UMIROVLJENIKA - SU, Nositelj liste: MIROSLAV SLAVIÆ;ZELENA LISTA, Nositelj liste: NENAD HORVATOVIÆ                                                          ;;;;
PETRINJA;8;983;545;545;536;9;1;3;2;0;2;5;1;184;1;48;35;3;27;30;0;1;19;3;3;0;159;8;1;;;;
PETRINJA;9;646;395;395;389;6;0;1;0;0;2;5;0;107;0;49;16;0;19;23;0;1;13;4;1;1;141;6;0;;;;
PETRINJA;10;830;379;379;374;5;0;2;0;1;2;2;3;148;2;42;20;3;22;15;1;0;17;2;0;0;88;3;1;;;;
PETRINJA;11;1067;507;507;496;11;0;3;1;0;2;2;1;263;1;29;19;2;29;14;0;0;14;2;0;0;111;3;0;;;;
PETRINJA;12;951;481;481;476;5;0;2;1;1;3;9;3;206;0;28;11;3;46;14;1;1;27;1;0;1;111;6;1;;;;
PETRINJA;13;965;436;436;427;9;0;2;1;1;2;7;2;213;3;40;13;1;31;15;0;0;5;1;3;1;79;7;0;;;;
PETRINJA;14;850;435;396;389;7;0;1;1;1;0;2;1;197;1;33;11;2;18;8;0;0;14;0;2;0;90;5;2;;;;
PETRINJA;15;1910;1051;1051;1031;20;1;0;3;1;1;6;0;428;2;76;43;13;43;60;2;0;29;1;1;1;304;14;2;;;;
PETRINJA;16;371;244;244;237;7;1;0;0;0;0;0;0;142;0;18;9;2;21;10;0;0;5;0;1;0;22;5;1;;;;
PETRINJA;17;262;185;185;180;5;0;1;1;0;0;1;0;82;0;23;42;0;3;5;0;0;7;0;0;0;13;1;1;;;;
PETRINJA;18;415;206;206;203;3;0;0;0;4;0;3;0;95;0;11;50;0;7;3;0;0;5;0;0;0;22;3;0;;;;
PETRINJA;19;237;167;167;164;3;0;0;0;0;1;1;2;117;1;4;7;0;6;4;0;0;1;0;1;0;17;2;0;;;;
PETRINJA;20;255;155;154;150;4;0;0;0;0;0;1;0;79;0;6;42;0;5;3;0;0;5;0;0;0;8;1;0;;;;
PETRINJA;21;343;199;199;195;4;3;0;0;0;1;3;0;77;1;9;69;0;15;1;0;0;5;0;0;0;10;1;0;;;;
PETRINJA;22;467;315;315;314;1;0;0;0;2;3;1;0;190;1;8;76;1;11;3;0;0;4;0;0;0;14;0;0;;;;
PETRINJA;23;256;147;147;143;4;3;0;0;3;1;1;2;88;0;15;5;0;8;0;1;0;3;1;1;0;9;2;0;;;;
PETRINJA;24;341;180;179;173;6;0;0;0;0;0;4;0;116;0;23;13;0;3;2;0;0;5;0;0;0;5;2;0;;;;
PETRINJA;25;641;360;360;354;6;0;2;1;0;0;3;0;161;0;83;29;0;13;13;0;0;6;0;1;0;37;4;1;;;;
PETRINJA;26;464;263;263;254;9;1;0;0;1;0;2;2;95;0;24;106;0;3;4;0;0;4;0;0;0;11;1;0;;;;
PETRINJA;27;226;137;136;134;2;5;3;1;1;0;12;1;60;0;8;9;1;4;3;0;0;5;1;0;0;17;2;1;;;;
PETRINJA;28;1192;702;701;696;5;5;1;0;0;1;5;0;279;2;157;17;4;16;17;0;2;20;1;0;0;163;6;0;;;;
PETRINJA;29;1003;602;601;595;6;0;1;1;0;0;1;1;185;1;172;15;1;27;21;1;0;5;2;0;0;156;5;0;;;;
PETRINJA;30;440;239;239;236;3;0;1;0;1;1;1;0;120;1;41;16;3;9;9;0;0;4;0;0;0;23;5;1;;;;
PETRINJA;31;494;260;260;253;7;1;0;2;0;1;2;0;50;1;153;1;1;2;4;0;2;0;0;0;0;30;3;0;;;;
PETRINJA;32;320;150;150;148;2;0;0;0;0;0;0;0;17;0;98;0;0;2;4;1;1;0;0;0;0;25;0;0;;;;
PETRINJA;33;703;327;327;323;4;1;0;0;0;0;1;0;16;0;220;4;0;0;4;1;0;0;1;0;1;74;0;0;;;;
PETRINJA;34;301;172;172;170;2;0;1;0;0;0;2;0;75;1;9;11;0;7;14;0;0;7;0;2;0;41;0;0;;;;
SISAK;1;1006;766;765;745;20;1;4;0;1;4;10;1;186;0;39;63;4;30;43;1;0;11;3;3;1;322;11;7;;;;
SISAK;2;639;440;440;435;5;0;0;2;0;1;3;0;117;0;22;30;2;9;28;0;0;7;6;1;0;201;4;2;;;;
SISAK;3;608;390;390;386;4;1;0;0;0;3;3;1;101;0;28;25;2;7;20;3;0;4;0;0;0;182;5;1;;;;
SISAK;4;503;355;355;350;5;0;0;0;1;1;3;0;117;1;10;25;1;24;22;2;1;5;3;0;0;132;2;0;;;;
SISAK;5;660;426;426;418;8;0;0;1;3;0;4;0;144;0;12;26;0;20;22;0;0;9;3;3;2;168;1;0;;;;
SISAK;6;703;539;539;535;4;1;0;4;0;3;20;1;139;0;27;60;2;20;33;0;0;7;1;0;0;205;10;2;;;;
SISAK;7;491;333;333;328;5;0;1;0;1;0;5;0;107;0;15;14;4;11;13;0;0;4;3;2;0;141;5;2;;;;
SISAK;8;148;77;77;76;1;0;2;1;1;0;0;0;33;0;0;6;1;2;8;0;0;0;0;0;0;22;0;0;;;;
SISAK;9;611;370;370;367;3;0;0;4;0;0;2;0;154;0;25;13;0;11;28;0;1;4;0;0;0;120;5;0;;;;
SISAK;10;1060;661;661;651;10;0;2;5;0;2;9;4;183;1;29;45;1;33;47;1;0;13;3;4;1;254;10;4;;;;
SISAK;11;1269;757;757;748;9;1;4;2;0;2;11;0;266;1;30;72;6;37;35;1;0;14;4;5;2;247;7;1;;;;
SISAK;12;687;473;473;469;4;1;1;3;0;0;2;2;123;0;18;50;3;6;18;0;0;9;3;1;1;221;5;2;;;;
SISAK;13;937;551;551;543;8;2;2;1;0;2;15;0;149;1;25;42;7;13;34;0;0;16;3;2;1;221;5;2;;;;
SISAK;14;627;393;393;390;3;1;0;0;0;4;5;1;122;0;12;23;3;22;9;1;1;9;3;0;3;163;7;1;;;;
SISAK;15;635;384;384;375;9;1;0;1;1;0;4;0;133;0;18;30;0;13;13;1;0;7;0;1;0;147;4;1;;;;
SISAK;16;801;507;507;498;9;2;1;1;2;4;6;0;163;2;24;29;4;24;27;2;0;8;3;1;0;186;8;1;;;;
SISAK;17;795;503;503;494;9;4;0;1;0;2;5;0;153;0;36;34;0;26;28;1;0;8;3;2;1;180;8;2;;;;
SISAK;18;707;455;455;446;9;1;0;1;6;1;4;1;128;0;26;20;0;20;18;3;0;12;2;0;2;195;3;3;;;;
SISAK;19;870;544;544;535;9;0;1;2;1;0;3;0;145;0;39;37;0;16;32;1;0;9;3;2;0;236;6;2;;;;
SISAK;20;827;614;607;599;8;2;4;1;0;2;2;1;153;0;44;39;3;22;31;1;0;8;3;4;1;268;5;5;;;;
SISAK;21;534;359;359;353;6;0;0;1;2;0;2;1;91;1;24;17;5;9;26;0;0;4;0;1;0;165;3;1;;;;
SISAK;22;1405;884;884;869;15;6;0;3;1;3;6;1;235;1;51;39;4;28;50;0;0;13;2;3;6;409;4;4;;;;
SISAK;23;1325;906;906;894;12;1;4;1;0;3;11;0;229;1;47;67;5;27;40;0;0;14;4;0;4;426;4;6;;;;
SISAK;24;1061;728;728;713;15;3;2;1;1;3;6;2;180;0;44;39;3;27;40;1;0;19;5;1;1;324;8;3;;;;
SISAK;25;1396;887;887;874;13;1;1;2;3;4;12;5;329;0;19;81;2;56;43;3;0;14;1;1;2;284;6;5;;;;
SISAK;26;1006;632;632;622;10;1;3;2;0;2;11;1;237;1;19;71;2;25;30;1;1;16;0;1;5;187;5;1;;;;
SISAK;27;896;558;558;552;6;2;0;7;2;1;1;0;261;1;9;41;5;34;38;1;0;8;1;1;1;133;5;0;;;;
SISAK;28;1535;931;931;910;21;5;2;1;1;6;10;1;303;0;36;67;5;45;46;5;1;16;7;2;0;343;4;4;;;;
SISAK;29;1496;930;930;910;20;3;0;4;2;3;4;1;275;0;27;53;3;41;49;1;0;15;2;3;3;408;13;0;;;;
SISAK;30;305;170;170;168;2;0;3;0;0;0;0;1;60;0;3;7;0;19;9;0;0;4;1;0;0;58;3;0;;;;
SISAK;31;931;579;579;566;13;1;3;0;1;2;5;2;142;0;20;21;2;26;28;1;1;7;2;1;1;291;7;2;;;;
SISAK;32;919;550;550;546;4;4;0;1;1;1;4;2;139;1;18;31;1;23;39;0;0;8;3;2;0;256;11;1;;;;
SISAK;33;1059;707;707;693;14;5;4;2;1;1;3;0;199;3;23;42;3;31;21;2;0;8;2;5;1;323;9;5;;;;
SISAK;34;311;176;176;172;4;0;0;1;0;0;3;0;30;0;7;4;0;40;2;2;0;4;1;1;0;74;3;0;;;;
SISAK;35;415;236;236;231;5;0;2;0;0;2;1;0;68;0;9;14;4;7;18;0;0;4;1;3;1;94;2;1;;;;
SISAK;36;1424;879;878;858;20;3;3;0;2;2;6;1;273;0;45;37;5;40;36;0;2;14;3;0;0;364;17;5;;;;
SISAK;37;227;183;183;181;2;0;0;0;0;1;1;0;95;0;4;7;0;30;3;0;0;5;0;0;7;28;0;0;;;;
SISAK;38;495;299;299;296;3;0;1;1;1;2;0;0;168;1;6;6;1;8;15;1;0;7;0;2;1;74;1;0;;;;
SISAK;39;267;145;145;144;1;5;0;0;0;2;2;1;85;1;5;2;0;8;2;2;0;1;0;0;1;27;0;0;;;;
SISAK;40;403;287;287;282;5;1;1;2;3;0;2;0;129;0;1;17;3;11;16;0;1;1;2;2;1;84;5;0;;;;
SISAK;41;801;478;478;471;7;1;4;3;3;1;5;1;153;2;13;87;2;24;21;1;0;13;2;2;1;124;6;2;;;;
SISAK;42;222;141;141;140;1;0;0;0;0;0;2;1;53;0;1;39;0;5;3;0;0;4;1;0;0;30;1;0;;;;
SISAK;43;507;292;292;285;7;3;0;1;3;2;6;1;122;1;2;38;7;19;16;0;0;8;1;2;1;48;4;0;;;;
SISAK;44;64;41;41;36;5;0;0;0;1;0;8;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
SISAK;45;677;403;403;396;7;6;1;2;1;0;5;0;177;0;6;26;1;53;12;1;0;5;1;2;1;86;9;1;;;;
SISAK;46;327;185;185;178;7;0;0;0;2;0;0;0;54;1;0;19;0;6;9;0;0;4;1;0;0;80;2;0;;;;
SISAK;47;234;149;149;148;1;1;0;0;0;0;1;0;82;0;3;3;1;8;4;0;0;2;0;2;0;41;0;0;;;;
SISAK;48;58;27;27;27;0;0;0;0;0;0;0;0;2;0;1;1;0;3;0;0;0;1;0;0;0;19;0;0;;;;
SISAK;49;58;43;43;43;0;0;0;0;0;1;0;0;35;0;3;1;0;0;1;0;0;0;0;0;0;2;0;0;;;;
SISAK;50;753;490;490;485;5;1;2;1;2;2;4;1;178;0;9;54;1;49;29;0;0;10;0;1;0;136;3;2;;;;
SISAK;51;453;320;320;316;4;0;0;3;1;1;2;0;113;0;6;48;4;32;13;0;0;2;2;1;3;78;6;1;;;;
SISAK;52;783;494;494;480;14;2;2;0;4;2;7;0;220;0;14;55;0;24;16;2;0;12;0;5;0;109;3;3;;;;
SISAK;53;110;82;82;79;3;0;1;1;2;2;2;0;45;0;1;6;0;1;1;0;0;0;0;0;1;15;1;0;;;;
SISAK;54;835;530;530;509;21;1;1;0;0;0;4;1;203;0;16;53;1;33;22;0;0;12;1;5;1;154;1;0;;;;
SISAK;55;188;165;165;161;4;0;0;1;0;0;3;2;101;1;3;11;2;16;0;0;0;3;0;1;0;16;1;0;;;;
SISAK;56;749;484;484;471;13;0;2;3;1;0;5;1;124;1;10;48;3;63;19;0;1;10;2;2;0;165;10;1;;;;
SISAK;57;473;320;320;320;0;0;0;1;0;1;5;1;139;1;3;36;3;23;8;0;0;4;4;2;0;88;0;1;;;;
SISAK;58;72;60;60;60;0;0;0;1;0;0;0;0;25;0;1;7;0;2;1;0;0;3;0;0;1;18;0;1;;;;
SISAK;59;1489;933;933;921;12;1;2;2;2;3;11;4;409;1;44;93;4;56;33;0;0;22;1;2;2;216;10;3;;;;
SISAK;60;492;300;300;296;4;0;1;1;1;0;4;1;135;0;7;24;1;22;17;0;0;9;2;3;2;59;3;4;;;;
SISAK;61;832;543;543;526;17;1;1;1;3;0;4;0;224;1;20;46;3;42;31;0;0;15;1;1;4;117;10;1;;;;
SISAK;62;117;83;83;82;1;0;0;0;3;0;4;0;46;0;3;9;0;4;1;0;0;1;0;0;0;10;1;0;;;;
SISAK;63;417;247;247;240;7;0;1;0;0;3;0;1;134;0;9;27;3;3;1;1;0;3;0;1;0;50;2;1;;;;
SISAK;64;94;56;56;56;0;0;0;0;1;0;0;0;27;0;6;16;0;1;2;0;0;1;0;1;0;1;0;0;;;;
SISAK;65;184;130;130;127;3;0;0;0;1;0;1;0;87;0;3;20;0;2;2;0;0;0;0;0;0;11;0;0;;;;
SISAK;66;86;62;62;61;1;0;0;0;1;0;0;0;26;0;0;25;0;0;1;0;0;1;0;2;0;5;0;0;;;;
SISAK;67;38;26;26;26;0;0;0;0;0;0;0;0;21;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;
SISAK;68;110;79;79;75;4;0;1;0;3;0;1;1;36;0;2;12;1;1;2;0;0;0;0;0;0;12;3;0;;;;
SISAK;69;228;170;170;166;4;0;0;1;1;0;1;1;70;1;52;19;0;5;3;0;0;2;0;0;1;9;0;0;;;;
SISAK;70;194;69;69;69;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;64;2;0;;;;
VELIKA GORICA;1;1179;755;755;747;8;1;4;2;1;3;5;2;341;0;34;36;8;18;33;0;0;11;1;3;0;224;16;4;;;;
VELIKA GORICA;2;917;573;573;567;6;1;3;2;2;3;12;0;167;1;36;37;6;7;21;0;0;5;3;3;0;240;17;1;;;;
VELIKA GORICA;3;791;539;539;536;3;0;1;3;0;2;14;0;165;1;32;22;4;10;33;0;0;11;0;4;0;228;1;5;;;;
VELIKA GORICA;4;1414;939;939;932;7;0;0;1;2;4;8;0;239;0;52;47;10;16;53;0;0;10;3;6;0;465;10;6;;;;
VELIKA GORICA;5;1671;1188;1136;1129;7;0;5;4;4;2;23;3;342;0;90;58;5;23;44;0;4;14;4;6;2;481;12;3;;;;
VELIKA GORICA;6;1520;1058;1058;1046;12;1;3;3;1;6;9;0;294;0;88;40;11;29;38;2;0;14;3;4;1;473;17;9;;;;
VELIKA GORICA;7;560;386;386;383;3;0;0;3;1;1;5;0;129;0;20;23;3;9;28;0;1;4;0;0;0;146;4;6;;;;
VELIKA GORICA;8;1722;1228;1228;1215;13;0;11;0;1;5;32;3;358;1;61;64;10;25;51;0;1;15;7;7;1;537;19;6;;;;
VELIKA GORICA;9;1600;1048;1048;1035;13;0;6;4;2;2;24;1;328;0;64;43;9;16;41;0;1;21;4;4;3;450;8;4;;;;
VELIKA GORICA;10;842;559;559;553;6;1;2;4;1;4;17;2;170;1;34;21;1;6;17;0;0;10;3;1;0;246;8;4;;;;
VELIKA GORICA;11;1883;1072;1071;1058;13;0;2;7;3;6;22;2;373;0;68;52;11;27;26;2;0;23;4;2;1;414;9;4;;;;
VELIKA GORICA;12;1254;843;843;837;6;1;2;3;0;1;12;6;313;0;63;40;4;14;22;0;0;15;1;3;0;312;15;10;;;;
VELIKA GORICA;13;1497;931;931;921;10;0;2;1;2;7;16;1;409;0;38;31;23;26;23;0;2;20;0;3;0;306;7;4;;;;
VELIKA GORICA;14;1556;998;997;986;11;0;2;3;2;6;15;1;369;0;70;56;4;29;33;1;0;8;3;1;0;370;8;5;;;;
VELIKA GORICA;15;1757;1121;1121;1110;11;4;3;9;3;3;13;1;454;1;61;65;8;29;45;0;0;13;5;6;0;374;9;4;;;;
VELIKA GORICA;16;1449;987;986;973;13;0;4;10;0;5;11;3;323;1;62;31;7;15;55;1;2;13;1;5;2;399;16;7;;;;
VELIKA GORICA;17;576;389;389;383;6;0;2;2;0;0;8;0;109;0;13;11;3;4;21;0;0;6;1;2;0;195;4;2;;;;
VELIKA GORICA;18;772;487;487;470;17;0;0;0;0;5;3;1;126;0;21;11;5;10;35;0;0;9;1;5;0;225;7;6;;;;
VELIKA GORICA;19;1197;817;817;809;8;0;8;5;1;4;8;1;240;0;43;25;8;18;53;0;1;10;4;1;0;358;14;7;;;;
VELIKA GORICA;20;1232;798;798;789;9;4;2;4;4;5;14;0;329;1;38;56;6;16;25;1;0;10;0;3;2;257;10;2;;;;
VELIKA GORICA;21;1643;1061;1060;1044;16;1;1;0;3;5;38;1;397;3;32;61;10;29;29;0;1;10;2;5;0;400;12;4;;;;
VELIKA GORICA;22;1208;801;801;788;13;0;1;2;4;2;22;0;285;1;22;108;3;28;30;0;1;10;0;2;2;253;7;5;;;;
VELIKA GORICA;23;855;529;528;522;6;1;3;3;1;2;6;1;233;0;23;31;6;15;13;0;0;3;2;2;0;167;7;3;;;;
VELIKA GORICA;24;103;68;68;67;1;0;0;1;0;0;0;1;33;1;3;6;1;2;4;0;0;1;0;0;0;13;1;0;;;;
VELIKA GORICA;25;62;38;38;38;0;0;0;0;0;0;0;0;12;0;8;3;0;0;1;0;0;2;1;0;0;10;1;0;;;;
VELIKA GORICA;26;965;647;647;635;12;2;1;3;5;3;11;1;216;0;20;103;4;8;15;0;1;14;0;2;0;212;11;3;;;;
VELIKA GORICA;27;256;142;142;138;4;2;0;0;2;0;4;0;45;1;8;44;0;2;0;1;0;1;1;0;0;25;2;0;;;;
VELIKA GORICA;28;557;344;344;343;1;0;0;3;3;2;3;1;60;0;8;28;1;6;28;0;0;6;1;1;0;184;6;2;;;;
VELIKA GORICA;29;352;177;177;177;0;0;0;0;5;2;4;2;67;0;9;20;1;4;9;0;0;7;1;0;0;43;3;0;;;;
VELIKA GORICA;30;1424;859;859;850;9;0;3;4;6;4;18;2;380;1;27;63;4;26;31;1;0;13;6;2;0;252;6;1;;;;
VELIKA GORICA;31;300;176;176;174;2;0;0;0;0;1;1;0;60;0;7;14;0;3;10;0;0;7;0;0;0;66;3;2;;;;
VELIKA GORICA;32;315;201;201;194;7;0;2;0;2;1;26;0;61;1;17;23;0;3;5;0;0;0;0;0;0;51;1;1;;;;
VELIKA GORICA;33;409;239;239;239;0;0;1;1;0;2;3;0;90;0;15;11;4;6;10;0;1;9;0;4;0;73;8;1;;;;
VELIKA GORICA;34;230;176;173;170;3;1;1;1;2;0;4;0;81;0;2;7;1;3;1;0;0;2;1;1;0;59;1;2;;;;
VELIKA GORICA;35;1629;1032;1032;1022;10;1;6;2;1;2;7;1;429;1;46;54;13;30;45;1;1;21;3;3;0;337;8;10;;;;
VELIKA GORICA;36;293;194;194;192;2;0;0;1;0;1;7;2;64;0;10;17;3;4;9;0;0;5;1;1;0;62;1;4;;;;
VELIKA GORICA;37;91;66;66;64;2;0;0;0;3;0;1;0;14;0;32;3;0;1;1;1;0;0;0;0;0;8;0;0;;;;
VELIKA GORICA;38;444;237;237;233;4;1;2;0;1;1;2;0;97;0;5;17;2;8;11;0;1;5;1;0;1;74;4;0;;;;
VELIKA GORICA;39;487;312;312;307;5;2;0;1;4;0;1;0;116;1;18;36;4;3;27;0;0;1;0;0;0;88;2;3;;;;
VELIKA GORICA;40;768;425;425;423;2;1;2;3;0;2;8;0;204;1;11;17;3;5;19;1;1;22;1;1;1;115;3;2;;;;
VELIKA GORICA;41;306;188;188;182;6;0;2;1;1;1;7;1;80;0;2;9;1;5;10;0;0;2;0;0;0;56;3;1;;;;
VELIKA GORICA;42;1132;721;721;711;10;0;4;1;1;2;13;2;241;1;19;115;11;23;29;0;0;12;0;2;0;219;11;5;;;;
VELIKA GORICA;43;429;252;252;247;5;1;1;0;2;1;5;0;73;0;9;50;0;8;7;1;0;6;0;0;0;78;5;0;;;;
VELIKA GORICA;44;376;205;205;202;3;1;0;1;2;1;6;0;84;2;6;10;3;7;9;0;0;7;1;0;0;60;0;2;;;;
VELIKA GORICA;45;1057;711;711;702;9;1;4;3;1;5;15;0;220;0;30;42;7;13;29;0;0;13;4;0;0;309;6;0;;;;
VELIKA GORICA;46;277;171;171;170;1;0;0;1;1;0;5;0;60;0;14;10;0;6;6;0;0;3;0;1;0;59;2;2;;;;
VELIKA GORICA;47;1042;667;667;660;7;1;5;3;6;2;16;0;215;2;40;82;5;9;50;0;1;11;4;7;1;190;6;4;;;;
VELIKA GORICA;48;941;647;646;638;8;1;2;0;6;0;6;0;270;0;22;137;3;7;24;0;0;1;0;1;0;151;4;3;;;;
VELIKA GORICA;49;1089;607;607;605;2;0;0;1;0;4;12;2;218;0;40;31;6;16;20;0;0;15;2;1;1;224;7;5;;;;
VELIKA GORICA;50;274;156;156;154;2;1;0;1;1;1;0;1;56;0;8;15;1;2;12;0;0;8;0;0;0;44;3;0;;;;
VELIKA GORICA;51;360;250;250;250;0;2;0;4;4;1;6;2;101;2;7;20;4;10;10;0;0;5;1;0;0;67;3;1;;;;
VELIKA GORICA;52;515;325;325;322;3;0;1;0;1;1;4;0;163;0;26;6;1;11;12;0;0;3;1;2;0;83;6;1;;;;
VELIKA GORICA;53;560;356;356;353;3;0;2;0;3;1;2;1;136;2;3;34;2;13;10;0;1;7;1;2;0;126;3;4;;;;
VELIKA GORICA;54;666;359;359;350;9;0;2;1;2;3;10;0;132;1;8;9;2;14;22;0;0;9;0;2;0;123;9;1;;;;
VELIKA GORICA;55;477;239;239;232;7;1;2;1;0;0;4;0;118;3;4;13;2;4;10;0;0;6;0;0;0;53;9;2;;;;
VELIKA GORICA;56;80;48;48;48;0;0;0;0;1;0;3;0;19;0;0;0;0;0;3;0;0;3;0;0;0;17;2;0;;;;
VELIKA GORICA;57;708;447;447;437;10;0;0;0;2;3;10;2;152;0;25;28;5;7;25;0;0;3;1;2;0;163;3;6;;;;
VELIKA GORICA;58;337;250;250;244;6;0;0;0;0;2;1;2;140;2;6;22;1;6;2;1;1;10;2;0;0;44;0;2;;;;
VELIKA GORICA;59;1340;732;732;716;16;3;0;4;6;1;49;0;259;0;33;44;7;23;36;0;1;15;1;6;1;216;9;2;;;;
VELIKA GORICA;60;578;329;329;321;8;1;1;3;1;2;3;0;137;1;30;28;4;5;11;0;0;5;0;2;0;81;5;1;;;;
VELIKA GORICA;61;746;452;452;440;12;0;1;2;2;4;4;1;155;0;7;24;5;10;32;0;0;11;2;1;0;172;3;4;;;;
VELIKA GORICA;62;644;448;448;446;2;0;1;3;2;0;1;0;164;0;18;19;4;6;13;0;0;1;1;0;0;199;12;2;;;;
VELIKA GORICA;63;228;149;149;144;5;0;0;4;1;0;17;1;46;1;5;5;0;2;3;0;0;2;2;0;0;53;1;1;;;;
VELIKA GORICA;64;164;107;107;105;2;0;0;0;0;2;4;0;52;0;11;8;0;1;12;0;0;2;0;0;0;12;0;1;;;;
VELIKA GORICA;65;1780;1129;1127;1126;1;0;4;3;1;7;39;2;426;4;50;45;15;18;38;2;0;20;1;9;0;421;16;5;;;;
VELIKA GORICA;66;1222;752;752;751;1;2;4;1;1;3;17;0;298;0;22;59;4;18;25;0;0;22;2;3;0;256;8;6;;;;
VELIKA GORICA;67;113;75;75;73;2;0;0;0;0;0;0;0;33;0;3;14;0;1;4;0;0;1;0;0;0;16;1;0;;;;
VELIKA GORICA;68;939;622;622;609;13;1;2;2;1;4;9;3;190;2;29;55;4;14;37;0;0;15;0;1;0;223;16;1;;;;
ZAGREB-JUGOISTOK;1;1294;790;790;779;11;2;2;0;6;2;4;4;254;2;51;26;6;16;24;1;1;4;3;1;0;360;8;2;;;;
ZAGREB-JUGOISTOK;2;801;532;532;525;7;1;3;4;2;5;5;0;129;0;40;25;5;13;32;0;0;13;3;4;0;229;9;3;;;;
ZAGREB-JUGOISTOK;3;814;565;565;555;10;0;1;2;1;1;6;0;138;0;38;18;4;14;37;1;2;6;3;4;0;261;8;10;;;;
ZAGREB-JUGOISTOK;4;862;606;606;598;8;0;0;4;0;4;5;1;138;0;50;14;4;8;33;0;3;2;4;2;0;315;9;2;;;;
ZAGREB-JUGOISTOK;5;746;522;522;516;6;0;0;3;1;2;8;0;152;0;34;13;2;19;32;0;0;4;2;6;1;226;10;1;;;;
ZAGREB-JUGOISTOK;6;878;599;599;587;12;2;1;3;1;7;8;2;150;0;36;25;2;16;27;0;0;11;4;3;0;270;13;6;;;;
ZAGREB-JUGOISTOK;7;902;635;635;623;12;1;1;2;1;10;10;2;167;0;45;25;3;21;50;1;0;7;3;1;1;255;10;7;;;;
ZAGREB-JUGOISTOK;8;1166;778;778;761;17;0;1;10;0;6;4;2;199;0;46;25;6;25;40;1;0;10;2;4;0;368;10;2;;;;
ZAGREB-JUGOISTOK;9;745;428;428;416;12;0;0;1;3;5;7;3;122;2;15;25;1;11;15;0;2;13;1;1;2;179;8;0;;;;
ZAGREB-JUGOISTOK;10;773;503;502;490;12;1;2;1;0;2;6;2;144;0;31;15;2;10;41;1;0;15;1;4;0;201;6;5;;;;
ZAGREB-JUGOISTOK;11;1051;697;696;690;6;2;0;2;0;1;6;1;194;0;43;32;7;20;42;0;1;6;5;6;0;301;20;1;;;;
