Grad/opæina;Redni broj biraèkog mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: JOSO ŠIKIÆ                                        ;AKCIJA MLADIH - AM, Nositelj liste: HRVOJE RUNJIÆ                                                    ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH, HRVATSKA RADNIÈKA STRANKA - HRS, ZELENA STRANKA - ZS, Nositelj liste: ZLATKO KLARIÆ, prof.;AUTOHTONA-HRVATSKA SELJAÈKA STRANKA - A-HSS, Nositelj liste: JASENKO STIPAC, dipl.ing.                         ;DEMOKRATSKA STRANKA ŽENA - DSŽ, ZELENI HRVATSKE - ZELENI HR, Nositelj liste: MARIJA JELINÈIÆ;DEMOKRATSKI CENTAR - DC, ZELENA STRANKA-ZELENA ALTERNATIVA - ZELENI, Nositelj liste: VESNA ŠKARE OŽBOLT, dipl.iur.;HRVATSKA ÈISTA STRANKA PRAVA - HÈSP, Nositelj liste: JOSIP MILJAK                                   ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, Nositelj liste: dr.sc. IVO SANADER                                 ;HRVATSKA EUROPSKA STRANKA - HES, Nositelj liste: NAJA ŠEBALJ          ;HRVATSKA NARODNA STRANKA-LIBERALNI DEMOKRATI - HNS, Nositelj liste: dr.sc. RADIMIR ÈAÈIÆ                    ;HRVATSKA SELJAÈKA STRANKA - HSS, HRVATSKA SOCIJALNO LIBERALNA STRANKA - HSLS, Nositelj liste: MARIJANA PETIR;HRVATSKA STRANKA MLADIH - HSM, Nositelj liste: DALIBOR MARKUŠIÆ                                        ;HRVATSKA STRANKA PRAVA - HSP, Nositelj liste: ANTO ÐAPIÆ;HRVATSKA STRANKA UMIROVLJENIKA - HSU, DEMOKRATSKA STRANKA UMIROVLJENIKA - DSU, Nositelj liste: mr.sc. VLADIMIR JORDAN                    ;HRVATSKI PRAVAŠI-HRVATSKI PRAVAŠKI POKRET - HP-HPP, Nositelj liste: MIROSLAV JURIÆ;HRVATSKI ZBOR - ZBOR, Nositelj liste: GRGO-TOMISLAV ANTIÈIÆ;JEDINO HRVATSKA-POKRET ZA HRVATSKU - JEDINO HRVATSKA, Nositelj liste: LJUBO ÆESIÆ;LJEVICA HRVATSKE - LJEVICA, SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP, ISTARSKI SOCIJALDEMOKRATSKI FORUM-FORO SOCIAL DEMOCRATICO ISTRIANO - ISDF-FSDI, HRVATSKI SOCIJALDEMOKRATI - HSD, Nositelj liste: IVAN NINIÆ;NEOVISNA LISTA, Nositelj liste: VESNA BALENOVIÆ                                 ;NEOVISNA LISTA, Nositelj liste: ZDRAVKO DUŽIÆ                                 ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, Nositelj liste: ZORAN MILANOVIÆ;STRANKA UMIROVLJENIKA - SU, Nositelj liste: MIROSLAV SLAVIÆ;ZELENA LISTA, Nositelj liste: NENAD HORVATOVIÆ                                                          ;;;;
ZAGREB-JUGOISTOK;12;1112;742;742;731;11;0;3;2;0;8;6;1;200;0;55;28;5;27;37;0;0;8;6;3;0;325;13;4;;;;
ZAGREB-JUGOISTOK;13;1319;853;853;836;17;0;3;3;2;2;5;1;226;0;54;28;10;24;35;2;0;6;2;3;0;404;17;9;;;;
ZAGREB-JUGOISTOK;14;1013;685;685;674;11;1;5;1;2;6;6;2;176;0;55;27;4;14;47;0;0;6;3;5;0;299;12;3;;;;
ZAGREB-JUGOISTOK;15;1037;702;702;690;12;0;3;5;4;4;10;3;196;1;34;29;8;17;32;1;0;8;5;8;0;301;13;8;;;;
ZAGREB-JUGOISTOK;16;1572;941;939;925;14;0;2;3;2;12;10;3;275;0;73;34;8;33;35;0;0;21;8;1;3;376;18;8;;;;
ZAGREB-JUGOISTOK;17;1340;885;885;863;22;1;5;4;0;8;12;3;321;1;42;30;7;25;49;0;0;15;1;10;1;313;10;5;;;;
ZAGREB-JUGOISTOK;18;1242;747;747;739;8;1;0;5;3;3;11;2;239;0;58;20;3;21;29;1;0;16;1;5;2;291;14;14;;;;
ZAGREB-JUGOISTOK;19;1161;739;739;736;3;0;1;4;0;8;10;3;207;0;38;22;8;19;51;0;0;17;5;5;0;330;0;8;;;;
ZAGREB-JUGOISTOK;20;788;519;519;511;8;0;1;1;0;2;5;1;125;0;44;18;4;18;28;0;0;4;1;2;3;238;11;5;;;;
ZAGREB-JUGOISTOK;21;1007;685;685;672;13;2;2;9;2;4;2;2;156;0;57;17;4;13;30;0;0;13;5;5;4;333;7;5;;;;
ZAGREB-JUGOISTOK;22;1120;653;653;634;19;1;6;6;1;4;8;1;188;4;36;16;2;11;33;1;0;12;3;6;1;280;9;5;;;;
ZAGREB-JUGOISTOK;23;1088;707;707;697;10;0;1;2;0;3;6;4;162;1;47;16;5;17;41;1;0;4;3;3;1;368;6;6;;;;
ZAGREB-JUGOISTOK;24;1173;727;727;725;2;0;1;8;1;5;5;6;166;0;32;26;7;21;48;0;1;10;3;5;2;357;13;8;;;;
ZAGREB-JUGOISTOK;25;1117;765;765;760;5;0;4;5;1;4;10;1;193;3;48;39;4;12;52;1;0;17;2;2;0;345;12;5;;;;
ZAGREB-JUGOISTOK;26;782;446;446;436;10;0;2;2;3;3;4;0;136;0;25;14;7;16;27;1;0;4;1;2;1;180;8;0;;;;
ZAGREB-JUGOISTOK;27;1235;715;713;707;6;1;1;3;3;3;7;3;214;1;28;31;6;22;37;0;0;13;2;3;1;307;14;7;;;;
ZAGREB-JUGOISTOK;28;879;547;547;538;9;0;3;1;0;4;6;0;216;0;38;14;4;24;14;0;0;11;0;1;0;193;5;4;;;;
ZAGREB-JUGOISTOK;29;1408;897;897;884;13;0;4;0;1;5;4;2;381;1;43;42;14;21;17;1;0;14;3;4;1;312;7;7;;;;
ZAGREB-JUGOISTOK;30;1144;669;668;659;9;1;2;3;0;1;3;1;202;1;29;22;9;16;26;0;0;22;3;2;1;306;9;0;;;;
ZAGREB-JUGOISTOK;31;1161;620;620;614;6;2;3;3;2;0;8;1;222;0;15;20;5;30;22;1;1;16;0;1;3;247;10;2;;;;
ZAGREB-JUGOISTOK;32;883;486;486;482;4;0;1;6;0;1;5;2;177;0;21;11;3;16;28;0;3;11;1;1;0;176;14;5;;;;
ZAGREB-JUGOISTOK;33;973;607;607;602;5;2;0;4;2;3;9;1;220;0;22;16;7;21;29;1;0;11;3;2;2;229;11;7;;;;
ZAGREB-JUGOISTOK;34;1121;589;589;574;15;1;3;1;1;0;7;2;267;0;14;32;8;21;12;0;1;22;3;2;3;165;4;5;;;;
ZAGREB-JUGOISTOK;35;1388;692;692;683;9;0;2;2;0;6;8;1;232;0;11;18;11;22;27;0;1;37;2;3;2;289;6;3;;;;
ZAGREB-JUGOISTOK;36;1265;626;624;612;12;1;1;1;0;2;2;1;218;0;7;13;9;19;23;0;0;27;1;0;1;276;9;1;;;;
ZAGREB-JUGOISTOK;37;1199;526;526;520;6;0;2;3;0;4;3;1;183;1;8;9;5;15;13;0;0;22;1;1;0;241;5;3;;;;
ZAGREB-JUGOISTOK;38;1418;709;709;703;6;2;4;2;2;5;6;0;247;0;7;4;8;29;14;0;1;46;5;2;2;309;7;1;;;;
ZAGREB-JUGOISTOK;39;1537;975;973;958;15;1;2;1;2;7;9;4;321;0;31;50;5;37;51;2;0;14;1;5;0;405;7;3;;;;
ZAGREB-JUGOISTOK;40;1096;556;556;549;7;1;3;3;2;1;1;2;263;1;10;22;6;12;13;0;0;10;1;3;0;190;3;2;;;;
ZAGREB-JUGOISTOK;41;1040;569;569;560;9;1;2;4;0;1;3;0;169;0;26;19;3;23;23;2;1;11;1;0;0;259;11;1;;;;
ZAGREB-JUGOISTOK;42;1262;913;913;899;14;0;2;5;0;4;6;1;252;0;53;23;9;17;54;0;0;13;4;5;1;432;12;6;;;;
ZAGREB-JUGOISTOK;43;953;686;686;671;15;0;4;5;1;7;5;0;172;1;46;26;5;15;38;0;0;6;3;3;0;320;9;5;;;;
ZAGREB-JUGOISTOK;44;1011;726;726;713;13;1;2;2;2;2;5;4;189;2;52;24;7;28;48;1;1;4;0;3;0;318;14;4;;;;
ZAGREB-JUGOISTOK;45;1466;1018;1017;1003;14;0;1;8;2;7;7;0;254;3;71;35;9;21;61;0;0;9;6;8;0;472;21;8;;;;
ZAGREB-JUGOISTOK;46;1282;859;859;844;15;1;0;10;1;4;5;0;199;2;57;26;3;9;45;1;0;14;4;2;2;437;12;10;;;;
ZAGREB-JUGOISTOK;47;1163;731;731;726;5;0;1;3;1;5;8;1;183;0;41;16;5;22;50;0;0;14;1;10;0;336;19;10;;;;
ZAGREB-JUGOISTOK;48;1046;685;685;680;5;0;0;0;0;2;2;2;197;0;41;27;3;8;27;0;0;6;5;3;0;343;9;5;;;;
ZAGREB-JUGOISTOK;49;999;728;700;693;7;1;1;5;3;5;7;0;223;0;34;22;5;12;54;0;0;11;1;2;0;299;6;2;;;;
ZAGREB-JUGOISTOK;50;1176;789;789;780;9;0;5;3;2;2;3;1;218;1;40;18;6;10;38;0;2;8;5;6;0;395;16;1;;;;
ZAGREB-JUGOISTOK;51;1122;793;793;777;16;1;3;7;1;2;4;2;182;0;56;33;4;20;60;2;0;6;3;8;1;368;10;4;;;;
ZAGREB-JUGOISTOK;52;1157;810;754;745;9;0;1;4;2;2;5;1;203;0;52;29;6;24;35;1;1;5;2;3;2;355;8;4;;;;
ZAGREB-JUGOISTOK;53;1186;809;809;792;17;0;2;2;0;1;3;2;217;0;60;26;2;17;50;0;0;3;10;5;0;377;9;6;;;;
ZAGREB-JUGOISTOK;54;943;703;665;659;6;1;2;1;1;3;8;1;135;1;50;33;4;17;45;0;0;12;4;8;1;314;12;6;;;;
ZAGREB-JUGOISTOK;55;994;660;660;646;14;2;0;1;0;2;7;3;150;1;48;16;2;21;58;0;0;7;4;2;0;307;10;5;;;;
ZAGREB-JUGOISTOK;56;1133;834;834;828;6;0;3;2;0;3;13;2;175;1;65;22;6;10;55;0;0;11;5;5;0;428;15;7;;;;
ZAGREB-JUGOISTOK;57;1105;808;808;804;4;0;2;4;2;5;9;1;149;1;55;16;8;12;43;0;0;9;7;7;2;447;17;8;;;;
ZAGREB-JUGOISTOK;58;1050;760;760;747;13;1;0;1;1;1;4;1;197;2;58;20;4;14;36;1;2;9;2;8;0;370;12;3;;;;
ZAGREB-JUGOISTOK;59;1093;721;721;714;7;0;1;3;0;3;8;4;197;2;47;17;3;19;40;1;0;9;3;2;0;341;9;5;;;;
ZAGREB-JUGOISTOK;60;1185;835;835;824;11;0;0;3;1;6;6;2;214;0;85;18;4;16;42;1;1;16;3;2;0;386;12;6;;;;
ZAGREB-JUGOISTOK;61;1074;766;765;753;12;0;2;6;0;4;7;1;179;0;53;30;9;21;32;0;0;6;2;5;1;377;11;7;;;;
ZAGREB-JUGOISTOK;62;1127;828;827;816;11;2;1;5;0;2;8;4;227;0;59;19;7;13;40;0;1;18;5;7;0;381;12;5;;;;
ZAGREB-JUGOISTOK;63;1259;866;866;856;10;0;2;1;1;4;11;1;243;1;61;24;4;24;52;3;0;7;6;7;0;387;10;7;;;;
ZAGREB-JUGOISTOK;64;1040;659;659;648;11;0;3;1;0;2;11;1;177;0;40;20;10;13;39;0;1;4;4;2;0;299;13;8;;;;
ZAGREB-JUGOISTOK;65;941;687;687;680;7;1;4;2;0;5;13;2;189;0;29;23;8;16;39;0;0;13;3;6;0;314;9;4;;;;
ZAGREB-JUGOISTOK;66;914;675;675;669;6;1;0;2;0;4;6;1;156;0;53;28;6;13;44;1;0;1;2;2;0;332;13;4;;;;
ZAGREB-JUGOISTOK;67;1104;766;766;756;10;1;4;4;0;2;11;3;198;1;38;20;6;19;43;0;0;7;2;9;2;373;11;2;;;;
ZAGREB-JUGOISTOK;68;971;666;666;662;4;0;1;1;0;0;6;3;154;0;40;12;2;23;34;0;0;6;5;2;1;358;9;5;;;;
ZAGREB-JUGOISTOK;69;1105;795;795;785;10;0;0;4;0;4;7;1;209;0;38;21;2;16;48;0;0;11;4;1;1;395;16;7;;;;
ZAGREB-JUGOISTOK;70;1188;830;830;822;8;1;2;5;1;4;5;0;206;2;64;30;5;11;44;2;1;4;2;5;1;406;14;7;;;;
ZAGREB-JUGOISTOK;71;1108;773;771;760;11;0;5;5;0;6;8;2;183;0;37;40;0;16;57;1;0;6;5;4;0;369;11;5;;;;
ZAGREB-JUGOISTOK;72;1183;816;816;801;15;0;5;2;3;2;9;2;203;0;37;21;7;18;42;1;1;4;4;10;0;406;16;8;;;;
ZAGREB-JUGOISTOK;73;1110;770;770;758;12;1;4;3;4;1;6;2;201;1;45;35;12;9;45;0;1;9;8;6;0;350;13;2;;;;
ZAGREB-JUGOISTOK;74;1085;703;703;693;10;0;6;1;1;1;10;0;186;0;35;20;2;12;38;0;0;7;2;3;0;357;9;3;;;;
ZAGREB-JUGOISTOK;75;1025;702;702;694;8;0;3;1;2;3;11;2;143;0;42;25;7;15;40;0;0;10;6;7;0;366;4;7;;;;
ZAGREB-JUGOISTOK;76;1154;768;768;760;8;1;4;2;1;4;12;0;173;0;49;26;11;17;52;0;0;13;3;10;1;366;10;5;;;;
ZAGREB-JUGOISTOK;77;1337;974;973;963;10;1;0;5;4;2;11;3;236;3;59;28;5;19;55;1;0;5;2;8;1;498;12;5;;;;
ZAGREB-JUGOISTOK;78;1120;711;711;703;8;1;3;5;0;2;6;2;162;0;47;25;6;15;33;0;0;8;5;5;0;363;8;7;;;;
ZAGREB-JUGOISTOK;79;1218;827;826;823;3;0;5;4;0;3;9;0;269;0;49;25;7;25;26;1;1;15;12;6;0;358;6;2;;;;
ZAGREB-JUGOISTOK;80;1519;1083;1083;1067;16;0;3;4;1;4;8;1;323;0;55;35;10;28;42;0;0;17;3;6;1;504;10;12;;;;
ZAGREB-JUGOISTOK;81;1546;1099;1099;1091;8;1;5;8;3;8;7;2;258;0;80;34;5;30;45;2;1;10;6;6;0;567;8;5;;;;
ZAGREB-JUGOISTOK;82;1213;896;896;884;12;1;4;3;2;2;6;2;256;1;53;35;6;17;53;15;0;18;3;11;1;389;5;1;;;;
ZAGREB-JUGOISTOK;83;1134;836;836;826;10;0;6;0;0;3;11;0;214;0;56;27;5;10;56;4;0;10;1;7;0;400;9;7;;;;
ZAGREB-JUGOISTOK;84;1286;926;924;913;11;3;4;3;0;3;7;3;263;0;55;35;5;23;45;2;0;11;6;49;0;370;15;11;;;;
ZAGREB-JUGOISTOK;85;1334;1022;965;956;9;1;1;4;2;5;7;1;225;0;54;37;10;17;84;7;0;13;1;10;3;456;9;9;;;;
ZAGREB-JUGOISTOK;86;1231;841;841;837;4;2;4;7;0;5;8;0;253;0;59;34;4;12;40;1;0;3;5;5;1;385;3;6;;;;
ZAGREB-JUGOISTOK;87;1179;816;816;810;6;0;2;5;0;3;7;0;212;0;67;26;5;20;36;0;0;13;7;6;0;386;9;6;;;;
ZAGREB-JUGOISTOK;88;1166;804;804;797;7;0;1;7;5;2;11;2;192;1;50;25;2;11;59;1;0;8;2;2;1;390;15;10;;;;
ZAGREB-JUGOISTOK;89;1123;791;790;779;11;0;1;7;1;4;5;1;205;1;53;24;4;13;56;1;1;11;5;5;0;362;13;6;;;;
ZAGREB-JUGOISTOK;90;1214;882;882;875;7;1;5;1;1;6;8;1;233;0;61;26;3;14;39;0;1;10;6;3;0;446;3;7;;;;
ZAGREB-JUGOISTOK;91;1230;862;862;850;12;1;0;2;2;5;4;4;216;0;47;28;6;20;50;0;0;10;6;4;0;430;10;5;;;;
ZAGREB-JUGOISTOK;92;1258;812;812;799;13;0;5;17;3;3;13;2;265;0;26;43;3;24;57;2;1;15;1;4;1;299;13;2;;;;
ZAGREB-JUGOISTOK;93;1259;746;746;736;10;0;2;1;4;4;5;3;257;0;32;24;4;37;35;1;2;13;0;7;0;291;9;5;;;;
ZAGREB-JUGOISTOK;94;1118;655;655;646;9;2;4;4;2;3;8;0;219;1;18;38;3;31;44;1;0;12;0;2;2;239;10;3;;;;
ZAGREB-JUGOISTOK;95;1802;949;949;939;10;0;2;4;4;8;11;3;378;0;23;44;5;42;37;0;0;14;3;3;1;337;9;11;;;;
ZAGREB-JUGOISTOK;96;1596;960;960;954;6;1;8;2;2;2;8;2;369;1;40;50;6;34;58;1;1;22;1;4;4;312;19;7;;;;
ZAGREB-JUGOISTOK;97;324;204;204;201;3;0;2;1;0;1;6;0;90;0;13;6;2;2;10;0;0;7;0;1;0;52;3;5;;;;
DONJI KUKURUZARI;1;306;193;193;188;5;1;0;1;0;0;0;0;101;2;39;8;0;9;0;0;0;6;2;0;1;16;2;0;;;;
DONJI KUKURUZARI;2;471;291;291;283;8;0;0;0;2;1;0;0;192;2;21;3;0;4;3;0;0;6;2;0;0;46;0;1;;;;
DONJI KUKURUZARI;3;203;125;125;123;2;0;0;0;1;0;1;1;89;2;11;0;0;2;1;0;0;2;0;1;0;12;0;0;;;;
DONJI KUKURUZARI;4;285;184;184;178;6;0;1;1;0;0;2;0;78;1;65;0;1;2;3;0;0;5;0;0;0;16;2;1;;;;
DONJI KUKURUZARI;5;251;162;162;156;6;0;0;0;0;0;0;1;79;0;36;7;0;9;0;0;0;2;0;0;0;22;0;0;;;;
DVOR;1;766;271;271;264;7;1;1;1;1;0;3;6;103;0;15;6;0;15;4;0;1;1;5;0;2;98;1;0;;;;
DVOR;2;625;259;259;255;4;2;1;1;0;1;5;1;86;1;11;5;2;14;11;1;0;4;2;0;1;105;1;0;;;;
DVOR;3;512;138;138;134;4;3;2;1;1;0;2;0;15;0;10;4;3;6;2;0;0;0;3;1;1;80;0;0;;;;
DVOR;4;675;330;329;326;3;3;0;0;0;2;2;1;200;0;8;16;2;15;11;0;0;5;0;1;0;60;0;0;;;;
DVOR;5;282;48;48;44;4;0;0;1;0;0;0;1;1;0;4;0;0;0;0;0;1;0;2;1;0;31;2;0;;;;
DVOR;6;354;118;118;115;3;0;0;1;0;0;0;0;5;0;2;5;1;0;0;0;0;0;0;0;0;101;0;0;;;;
DVOR;7;284;72;72;55;17;0;0;0;0;0;0;0;1;0;4;2;0;0;0;0;0;0;0;0;0;47;0;1;;;;
DVOR;8;429;73;73;67;6;1;0;1;1;0;0;2;10;0;4;9;0;1;2;0;0;0;0;1;0;33;2;0;;;;
DVOR;9;224;54;54;53;1;2;0;0;0;0;0;0;12;0;6;9;0;0;5;1;0;0;1;0;0;16;1;0;;;;
DVOR;10;230;42;42;41;1;1;0;0;0;0;0;0;2;0;26;3;0;0;0;0;0;0;0;0;0;7;1;1;;;;
DVOR;11;172;45;45;35;10;3;0;0;0;0;0;0;1;0;1;10;0;0;1;0;0;0;0;1;0;18;0;0;;;;
DVOR;12;299;192;192;187;5;0;0;0;0;0;2;1;133;0;1;3;2;6;1;1;0;9;2;0;0;24;2;0;;;;
GVOZD;1;940;596;596;577;19;3;2;0;1;1;2;7;338;3;12;5;1;36;20;1;0;12;3;2;1;118;8;1;;;;
GVOZD;2;122;80;80;79;1;0;1;0;0;0;0;0;15;0;4;1;1;2;5;0;0;0;0;0;0;50;0;0;;;;
GVOZD;3;87;59;59;58;1;0;0;0;0;0;0;0;13;0;1;0;0;0;1;0;0;0;0;0;0;43;0;0;;;;
GVOZD;4;285;201;201;195;6;1;1;1;1;0;1;0;11;0;1;4;0;1;6;0;0;0;2;0;0;165;0;0;;;;
GVOZD;5;109;71;71;68;3;0;0;1;0;0;0;3;7;0;4;0;1;1;3;0;0;0;0;0;1;46;1;0;;;;
GVOZD;6;147;126;126;125;1;1;0;0;0;0;0;0;5;0;4;5;0;2;2;0;0;0;1;1;4;100;0;0;;;;
GVOZD;7;109;90;90;89;1;0;0;0;0;1;0;0;1;0;1;2;0;1;0;0;0;0;1;1;0;81;0;0;;;;
HRVATSKA DUBICA;1;719;377;377;367;10;0;0;0;0;1;4;1;170;0;12;45;0;27;9;0;0;5;0;3;0;87;1;2;;;;
HRVATSKA DUBICA;2;299;180;180;179;1;0;0;0;0;0;0;0;109;0;0;23;0;7;5;0;1;3;0;1;0;29;1;0;;;;
HRVATSKA DUBICA;3;255;159;159;158;1;0;0;1;1;2;0;0;113;0;0;16;1;8;5;0;0;4;0;0;0;7;0;0;;;;
HRVATSKA DUBICA;4;217;134;134;131;3;0;1;0;0;0;0;0;86;2;4;11;0;8;3;0;0;5;0;0;0;11;0;0;;;;
HRVATSKA DUBICA;5;319;152;152;150;2;0;2;0;0;0;0;0;107;4;15;2;0;5;0;0;0;0;0;0;0;13;2;0;;;;
HRVATSKA DUBICA;6;313;147;147;145;2;0;0;0;1;1;2;0;77;0;30;0;0;7;6;0;0;6;0;0;0;15;0;0;;;;
JASENOVAC;1;659;434;434;427;7;1;2;0;2;2;3;1;236;0;8;38;0;23;9;1;0;1;3;0;0;90;7;0;;;;
JASENOVAC;2;237;170;170;169;1;1;0;0;0;2;0;2;93;0;2;17;4;17;5;0;1;3;0;1;0;19;2;0;;;;
JASENOVAC;3;78;29;29;28;1;0;0;0;0;0;0;0;12;0;0;0;0;2;0;0;0;0;0;0;0;14;0;0;;;;
JASENOVAC;4;202;133;133;131;2;1;0;2;0;1;1;1;70;1;6;9;0;5;8;0;0;3;0;0;0;21;2;0;;;;
JASENOVAC;5;160;99;99;95;4;0;1;0;0;0;1;0;71;0;5;3;0;6;4;0;0;2;0;0;0;1;1;0;;;;
JASENOVAC;6;118;96;96;95;1;0;0;0;0;0;0;0;64;0;3;15;0;9;4;0;0;0;0;0;0;0;0;0;;;;
JASENOVAC;7;122;73;73;72;1;0;1;0;0;0;0;0;36;1;1;10;2;4;5;0;0;1;0;0;0;11;0;0;;;;
JASENOVAC;8;161;102;102;100;2;0;0;0;0;0;0;1;47;0;2;26;1;6;5;0;0;2;0;0;0;9;0;1;;;;
JASENOVAC;9;284;176;176;173;3;0;0;0;0;0;0;0;102;3;3;18;0;8;8;1;0;0;1;0;1;27;0;1;;;;
JASENOVAC;10;59;43;43;43;0;0;0;0;0;0;0;0;29;0;0;7;0;0;0;0;0;1;0;0;1;5;0;0;;;;
KLOŠTAR IVANIÆ;1;110;86;86;85;1;1;0;0;1;0;0;0;22;0;4;11;3;7;2;0;0;1;0;1;0;31;0;1;;;;
KLOŠTAR IVANIÆ;2;104;72;72;70;2;0;0;1;1;0;0;0;22;0;4;5;0;2;2;0;0;4;0;1;0;27;0;1;;;;
KLOŠTAR IVANIÆ;3;112;61;61;59;2;0;2;0;0;0;0;0;24;0;5;4;0;2;0;0;0;1;0;1;0;19;1;0;;;;
KLOŠTAR IVANIÆ;4;291;190;190;185;5;0;2;2;4;1;1;0;53;0;6;46;0;11;7;0;1;2;1;0;0;44;4;0;;;;
KLOŠTAR IVANIÆ;5;189;131;131;126;5;0;0;1;2;0;1;0;21;0;8;25;3;8;10;0;0;7;0;0;0;37;2;1;;;;
KLOŠTAR IVANIÆ;6;233;144;144;141;3;0;1;1;2;0;2;2;57;0;4;17;1;7;4;0;1;6;1;0;0;35;0;0;;;;
KLOŠTAR IVANIÆ;7;737;398;398;390;8;0;1;1;7;1;4;2;138;0;20;31;3;15;14;0;2;9;3;0;0;135;3;1;;;;
KLOŠTAR IVANIÆ;8;283;197;197;193;4;1;0;1;1;0;0;0;55;1;6;15;1;10;10;0;1;19;0;0;1;66;5;0;;;;
KLOŠTAR IVANIÆ;9;137;95;95;94;1;0;0;0;0;0;0;0;39;0;2;19;1;3;4;0;0;0;0;0;0;26;0;0;;;;
KLOŠTAR IVANIÆ;10;1214;690;690;677;13;0;0;2;5;3;2;2;255;0;26;39;2;24;28;0;0;13;3;0;0;264;8;1;;;;
KLOŠTAR IVANIÆ;11;1218;713;713;702;11;0;4;1;4;6;6;1;243;1;38;47;3;39;27;1;0;11;0;4;1;252;7;6;;;;
KLOŠTAR IVANIÆ;12;219;144;143;140;3;0;0;1;5;1;1;0;41;3;3;26;0;8;6;1;0;3;0;2;0;38;1;0;;;;
KLOŠTAR IVANIÆ;13;409;226;226;224;2;0;0;0;0;0;4;1;75;0;19;19;0;12;18;0;0;2;2;1;1;65;5;0;;;;
KRAVARSKO;1;153;115;115;113;2;0;0;1;0;0;0;0;57;1;1;9;2;2;5;0;0;0;0;0;0;34;1;0;;;;
KRAVARSKO;2;65;55;55;55;0;0;0;0;2;1;1;0;26;0;2;12;0;2;0;0;0;1;1;0;0;7;0;0;;;;
KRAVARSKO;3;260;181;181;179;2;0;2;0;0;2;2;1;99;0;6;16;1;10;4;2;0;1;0;0;0;33;0;0;;;;
KRAVARSKO;4;113;83;83;83;0;0;0;0;1;1;0;0;55;0;0;16;1;1;1;0;0;1;0;0;0;6;0;0;;;;
KRAVARSKO;5;203;116;116;114;2;0;0;0;1;2;1;1;68;0;0;22;3;1;0;0;0;5;1;0;0;7;2;0;;;;
KRAVARSKO;6;486;318;315;304;11;0;1;2;0;0;7;2;152;1;16;22;2;2;10;0;0;8;1;4;0;71;2;1;;;;
KRAVARSKO;7;73;57;57;56;1;0;0;0;3;1;4;1;24;0;3;7;0;3;2;0;0;1;0;0;0;6;0;1;;;;
KRAVARSKO;8;123;71;71;70;1;0;0;0;1;0;0;0;24;0;4;8;1;4;4;0;0;2;1;0;0;20;1;0;;;;
KRAVARSKO;9;113;81;81;80;1;0;0;1;1;0;0;2;45;0;2;1;0;2;6;0;0;2;0;0;0;16;2;0;;;;
KRAVARSKO;10;38;26;26;25;1;0;0;0;0;0;0;0;13;0;0;7;0;1;1;0;0;0;0;0;0;2;1;0;;;;
KRIŽ;1;575;344;344;338;6;0;1;1;1;1;1;1;92;2;33;43;5;10;15;0;0;7;1;1;2;115;2;4;;;;
KRIŽ;2;298;220;220;218;2;0;1;0;0;1;2;1;48;0;13;34;1;4;13;0;0;7;2;0;2;87;1;1;;;;
KRIŽ;3;299;182;182;180;2;0;0;0;3;0;1;0;67;0;7;55;0;1;5;0;0;4;0;0;0;35;2;0;;;;
KRIŽ;4;120;79;79;77;2;0;0;1;0;0;1;0;28;0;2;12;0;1;8;0;0;0;1;0;0;21;2;0;;;;
KRIŽ;5;154;109;109;108;1;0;0;0;0;2;0;0;26;0;5;20;1;2;6;0;0;1;0;0;0;44;1;0;;;;
KRIŽ;6;54;33;33;32;1;0;0;0;0;1;0;0;14;0;0;7;0;1;2;0;0;0;0;0;0;7;0;0;;;;
KRIŽ;7;115;80;80;79;1;0;0;0;2;0;0;0;28;0;4;9;2;1;10;0;0;0;0;0;0;22;1;0;;;;
KRIŽ;8;128;88;88;87;1;0;0;0;0;0;0;0;15;0;1;22;1;1;5;0;0;23;0;0;0;18;1;0;;;;
KRIŽ;9;81;57;57;57;0;2;0;0;0;0;1;0;26;0;3;11;1;2;2;0;0;4;0;0;0;5;0;0;;;;
KRIŽ;10;132;97;97;97;0;0;0;0;0;0;1;0;39;0;4;16;0;12;3;0;0;4;0;0;0;15;2;1;;;;
KRIŽ;11;240;154;154;152;2;0;0;3;1;0;2;0;36;0;6;45;0;7;6;0;0;1;0;0;0;44;1;0;;;;
KRIŽ;12;356;219;219;218;1;1;1;0;0;2;3;2;49;0;12;44;1;4;5;0;0;6;1;0;0;83;3;1;;;;
KRIŽ;13;247;167;167;161;6;0;0;2;2;0;0;0;27;0;3;37;1;1;6;0;0;29;0;0;0;48;4;1;;;;
KRIŽ;14;546;343;343;330;13;0;2;0;1;0;5;0;95;2;14;65;2;9;18;1;1;4;0;1;0;103;5;2;;;;
KRIŽ;15;596;385;385;377;8;1;1;0;1;1;4;0;91;0;21;52;5;5;16;0;0;17;1;0;0;156;5;0;;;;
KRIŽ;16;618;418;418;409;9;0;1;1;2;0;5;0;89;1;27;36;2;4;11;0;0;15;2;2;0;205;4;2;;;;
