Grad/opæina;Redni broj biraèkog mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: DOROTEA PAVLETIÆ, dipl.oec.                                        ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH, HRVATSKA RADNIÈKA STRANKA - HRS, ZELENA STRANKA - ZS, Nositelj liste: ZLATKO KLARIÆ, prof.;AUTOHTONA-HRVATSKA SELJAÈKA STRANKA - A-HSS, Nositelj liste: JASMINKA PETTER, mag.                         ;DEMOKRATSKA STRANKA ŽENA - DSŽ, ZELENI HRVATSKE - ZELENI HR, Nositelj liste: MARIJA JELINÈIÆ;DEMOKRATSKI CENTAR - DC, Nositelj liste: VESNA ŠKARE OŽBOLT, dipl.iur.;GOSPODARSKA STRANKA - GS, Nositelj liste: STJEPAN GNJEÈ                                            ;HRVATSKA ÈISTA STRANKA PRAVA - HÈSP, Nositelj liste: JOSIP MILJAK                                   ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, Nositelj liste: dr.sc. IVO SANADER                                 ;HRVATSKA NARODNA STRANKA-LIBERALNI DEMOKRATI - HNS, Nositelj liste: RADIMIR ÈAÈIÆ                    ;HRVATSKA SELJAÈKA STRANKA - HSS, HRVATSKA SOCIJALNO LIBERALNA STRANKA - HSLS, Nositelj liste: ZDRAVKO KELIÆ;HRVATSKA STRANKA MLADIH - HSM, Nositelj liste: JAKOB MATOVINOVIÆ                                        ;HRVATSKA STRANKA PRAVA - HSP, Nositelj liste: ANTO ÐAPIÆ;HRVATSKA STRANKA UMIROVLJENIKA - HSU, Nositelj liste: mr.sc. VLADIMIR JORDAN                    ;HRVATSKI DEMOKRATSKI SAVEZ SLAVONIJE I BARANJE - HDSSB, Nositelj liste: BRANIMIR GLAVAŠ, dipl.iur.                    ;HRVATSKI PRAVAŠI-HRVATSKI PRAVAŠKI POKRET - HP-HPP, Nositelj liste: ANDRIJA RUŽEK;HRVATSKI SOCIJALDEMOKRATI - HSD, LJEVICA HRVATSKE - LJEVICA, SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP, ISTARSKI SOCIJALDEMOKRATSKI FORUM-FORO SOCIAL DEMOCRATICO ISTRIANO - ISDF-FSDI, Nositelj liste: JERKO ZOVAK;JEDINO HRVATSKA-POKRET ZA HRVATSKU - JEDINO HRVATSKA, Nositelj liste: BENJAMIN TOLIÆ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, Nositelj liste: ZORAN MILANOVIÆ;STRANKA UMIROVLJENIKA - SU, Nositelj liste: VENKO BANOVIÆ;;;;;;;;
POŽEGA;44;86;51;51;49;2;0;0;0;0;1;0;0;18;0;4;1;1;0;10;0;0;2;12;0;;;;;;;;
POŽEGA;45;55;49;49;48;1;3;1;0;0;0;0;0;9;0;2;0;1;0;2;0;0;0;30;0;;;;;;;;
POŽEGA;46;84;53;53;52;1;0;0;0;0;0;0;1;13;0;3;0;0;4;7;0;0;0;24;0;;;;;;;;
POŽEGA;47;185;109;109;107;2;0;0;0;1;0;0;0;39;7;9;3;3;7;9;0;2;0;27;0;;;;;;;;
POŽEGA;48;104;60;60;60;0;0;0;1;0;0;0;0;22;0;8;0;0;3;4;0;1;2;19;0;;;;;;;;
SLAVONSKI BROD;1;582;367;367;364;3;0;0;1;1;4;0;2;134;19;2;2;29;22;14;0;0;2;129;3;;;;;;;;
SLAVONSKI BROD;2;754;460;460;458;2;0;0;2;3;8;0;0;121;43;13;1;25;12;25;1;0;0;201;3;;;;;;;;
SLAVONSKI BROD;3;707;461;460;456;4;0;0;0;1;13;0;1;112;24;8;3;42;31;29;2;0;0;186;4;;;;;;;;
SLAVONSKI BROD;4;713;445;445;438;7;1;2;0;2;1;0;1;141;27;6;2;23;22;16;0;1;2;184;7;;;;;;;;
SLAVONSKI BROD;5;377;220;220;217;3;0;0;0;0;2;1;3;65;7;5;2;28;12;7;1;2;1;79;2;;;;;;;;
SLAVONSKI BROD;6;1533;976;976;964;12;3;2;0;5;18;0;0;366;70;14;24;63;22;44;0;3;7;317;6;;;;;;;;
SLAVONSKI BROD;7;1543;979;979;965;14;0;4;1;5;18;1;0;278;71;24;18;69;30;37;0;5;1;396;7;;;;;;;;
SLAVONSKI BROD;8;882;551;548;532;16;2;0;0;1;7;0;3;166;52;7;10;18;33;18;3;0;1;206;5;;;;;;;;
SLAVONSKI BROD;9;1303;775;775;764;11;0;2;0;4;4;1;3;262;61;9;9;55;30;34;0;1;1;283;5;;;;;;;;
SLAVONSKI BROD;10;619;374;374;371;3;0;1;0;0;2;1;0;114;26;5;4;21;14;19;0;2;0;156;6;;;;;;;;
SLAVONSKI BROD;11;1149;662;662;643;19;1;0;0;2;9;0;0;190;46;13;13;57;32;14;0;2;2;256;6;;;;;;;;
SLAVONSKI BROD;12;1225;760;760;751;9;0;1;0;2;5;0;0;202;70;20;9;54;39;42;0;3;3;299;2;;;;;;;;
SLAVONSKI BROD;13;1009;613;613;606;7;0;0;1;2;12;0;1;145;53;13;4;54;31;12;0;2;3;267;6;;;;;;;;
SLAVONSKI BROD;14;421;234;234;230;4;0;0;0;2;0;0;0;69;20;5;3;21;4;10;1;0;2;87;6;;;;;;;;
SLAVONSKI BROD;15;860;555;555;545;10;0;3;2;3;3;0;0;204;40;6;1;50;14;24;0;3;6;182;4;;;;;;;;
SLAVONSKI BROD;16;386;228;228;225;3;0;0;0;3;6;0;1;54;30;5;1;9;8;10;0;1;0;94;3;;;;;;;;
SLAVONSKI BROD;17;592;396;396;392;4;1;1;0;0;8;0;0;129;40;13;3;19;8;9;0;0;2;155;4;;;;;;;;
SLAVONSKI BROD;18;821;495;495;486;9;2;0;2;1;10;0;1;151;42;8;3;24;27;13;0;2;0;195;5;;;;;;;;
SLAVONSKI BROD;19;852;547;547;543;4;0;0;0;1;10;0;1;163;48;10;6;36;14;29;0;3;2;212;8;;;;;;;;
SLAVONSKI BROD;20;1221;655;655;652;3;0;2;0;1;11;0;0;246;59;20;9;87;12;32;0;1;1;167;4;;;;;;;;
SLAVONSKI BROD;21;1290;691;691;684;7;0;3;1;3;13;1;1;242;48;7;9;98;30;42;1;1;5;173;6;;;;;;;;
SLAVONSKI BROD;22;1547;805;805;796;9;0;0;1;1;7;0;2;318;45;10;9;146;23;27;0;2;2;202;1;;;;;;;;
SLAVONSKI BROD;23;1261;709;709;701;8;0;0;0;2;15;0;0;235;55;8;9;107;27;29;0;0;1;200;13;;;;;;;;
SLAVONSKI BROD;24;1725;917;917;909;8;1;1;1;6;15;0;3;334;70;21;3;117;42;38;0;6;1;246;4;;;;;;;;
SLAVONSKI BROD;25;1876;1035;1034;1021;13;1;4;2;4;23;0;4;395;72;21;9;83;29;57;3;2;5;297;10;;;;;;;;
SLAVONSKI BROD;26;1555;806;806;796;10;0;3;0;4;10;1;3;288;57;14;6;97;15;43;0;4;6;239;6;;;;;;;;
SLAVONSKI BROD;27;1270;745;666;651;15;0;1;0;2;2;1;2;372;11;16;5;62;9;44;3;0;0;117;4;;;;;;;;
SLAVONSKI BROD;28;748;381;380;376;4;3;0;1;0;0;0;0;166;24;3;1;36;11;18;0;2;1;108;2;;;;;;;;
SLAVONSKI BROD;29;946;527;527;518;9;1;1;0;1;8;0;3;281;15;2;2;32;16;15;1;2;2;130;6;;;;;;;;
SLAVONSKI BROD;30;1500;832;832;825;7;1;1;2;3;17;0;0;387;28;9;10;87;21;31;0;2;0;210;16;;;;;;;;
SLAVONSKI BROD;31;924;535;535;530;5;0;1;0;4;7;0;0;211;23;8;5;68;13;23;0;0;0;166;1;;;;;;;;
SLAVONSKI BROD;32;1370;760;760;744;16;3;0;0;2;7;0;4;284;53;12;6;61;24;38;0;1;17;222;10;;;;;;;;
SLAVONSKI BROD;33;1513;798;792;785;7;0;0;0;2;8;0;2;304;57;21;6;95;21;14;2;2;2;248;1;;;;;;;;
SLAVONSKI BROD;34;725;383;383;367;16;0;0;0;1;4;0;2;152;25;5;5;38;14;15;0;0;1;98;7;;;;;;;;
SLAVONSKI BROD;35;1757;955;952;945;7;1;0;3;2;10;0;0;419;74;22;2;94;20;56;2;1;1;232;6;;;;;;;;
SLAVONSKI BROD;36;1075;606;598;596;2;2;2;1;1;11;1;1;187;56;8;4;69;26;47;1;2;0;170;7;;;;;;;;
SLAVONSKI BROD;37;1304;654;653;645;8;0;1;0;2;22;1;2;204;84;14;2;43;14;46;0;6;2;198;4;;;;;;;;
SLAVONSKI BROD;38;1463;856;856;851;5;0;1;1;3;12;1;5;322;75;14;11;44;42;76;0;2;2;228;12;;;;;;;;
SLAVONSKI BROD;39;1448;832;832;823;9;1;1;0;5;12;0;0;260;67;14;6;89;21;48;1;6;3;282;7;;;;;;;;
SLAVONSKI BROD;40;1281;738;738;731;7;0;1;1;0;5;0;3;235;49;18;12;111;15;25;0;2;3;242;9;;;;;;;;
SLAVONSKI BROD;41;1675;926;926;919;7;1;2;3;3;8;1;3;322;56;19;8;123;19;26;1;2;3;311;8;;;;;;;;
SLAVONSKI BROD;42;1646;839;839;832;7;1;1;3;4;12;1;0;309;45;12;12;117;27;35;1;3;2;240;7;;;;;;;;
SLAVONSKI BROD;43;1661;796;796;792;4;0;1;0;1;5;0;0;347;55;19;4;110;20;26;0;1;4;195;4;;;;;;;;
SLAVONSKI BROD;44;1145;545;545;535;10;0;1;0;3;4;1;0;195;49;9;1;63;24;24;0;1;3;152;5;;;;;;;;
SLAVONSKI BROD;45;1068;528;528;526;2;0;0;2;0;8;2;1;188;40;12;4;54;22;28;0;0;0;162;3;;;;;;;;
SLAVONSKI BROD;46;1636;987;987;964;23;2;2;3;2;27;1;0;314;62;13;16;45;49;43;1;4;4;365;11;;;;;;;;
SLAVONSKI BROD;47;1440;827;827;816;11;0;1;2;3;9;1;2;235;55;19;6;43;36;24;1;4;2;366;7;;;;;;;;
SLAVONSKI BROD;48;1690;945;945;931;14;2;2;2;5;17;1;0;258;57;18;7;82;62;59;2;0;2;341;14;;;;;;;;
SLAVONSKI BROD;49;1182;534;534;527;7;3;4;0;0;9;1;1;203;18;1;6;30;15;24;0;4;0;207;1;;;;;;;;
VINKOVCI;1;1010;705;705;687;18;0;0;2;5;13;0;2;309;17;19;6;21;39;51;0;2;2;189;10;;;;;;;;
VINKOVCI;2;837;525;525;524;1;1;1;0;1;10;1;3;242;14;40;2;13;13;33;1;0;1;144;4;;;;;;;;
VINKOVCI;3;1033;709;709;693;16;0;0;0;2;10;1;0;325;34;47;6;20;18;27;1;0;7;189;6;;;;;;;;
VINKOVCI;4;1119;754;754;744;10;1;1;3;7;19;1;4;310;32;34;9;21;37;29;1;1;2;218;14;;;;;;;;
VINKOVCI;5;731;448;448;439;9;1;0;2;0;10;0;3;217;14;12;1;7;15;31;1;1;2;117;5;;;;;;;;
VINKOVCI;6;1057;670;670;659;11;0;1;0;2;18;0;3;287;26;25;3;29;39;35;0;1;1;178;11;;;;;;;;
VINKOVCI;7;524;333;333;329;4;0;0;0;0;14;0;1;143;17;7;1;9;12;20;0;3;1;98;3;;;;;;;;
VINKOVCI;8;797;514;512;504;8;2;2;0;1;5;0;1;215;35;25;2;10;17;16;0;0;0;165;8;;;;;;;;
VINKOVCI;9;995;625;624;619;5;0;1;0;4;16;0;0;277;34;15;5;9;21;32;0;0;1;200;4;;;;;;;;
VINKOVCI;10;823;496;496;486;10;0;0;1;2;11;0;0;189;22;7;8;7;42;23;0;0;3;160;11;;;;;;;;
VINKOVCI;11;709;477;477;471;6;0;0;1;0;16;0;1;215;21;9;1;21;31;14;0;1;1;137;2;;;;;;;;
VINKOVCI;12;993;664;664;653;11;1;2;0;3;15;2;2;300;24;17;5;26;37;26;0;1;3;181;8;;;;;;;;
VINKOVCI;13;982;657;644;630;14;1;3;0;1;53;0;0;274;25;17;6;15;42;29;1;0;7;150;6;;;;;;;;
VINKOVCI;14;1081;676;676;668;8;0;3;3;3;10;0;0;307;25;8;2;20;37;43;0;1;1;182;23;;;;;;;;
VINKOVCI;15;744;412;411;404;7;2;3;2;2;12;0;0;162;10;12;3;14;30;17;1;0;2;130;2;;;;;;;;
VINKOVCI;16;758;460;460;446;14;0;0;0;0;6;0;0;223;17;17;4;13;31;18;0;0;2;108;7;;;;;;;;
VINKOVCI;17;779;511;510;503;7;0;1;0;5;7;1;1;260;5;9;1;37;31;26;0;0;2;111;6;;;;;;;;
VINKOVCI;18;884;539;538;530;8;0;0;0;3;4;0;1;241;26;15;4;24;21;38;0;0;1;144;8;;;;;;;;
VINKOVCI;19;1065;715;715;714;1;1;1;1;1;23;0;1;411;14;8;8;22;33;34;0;2;6;137;11;;;;;;;;
VINKOVCI;20;852;548;548;541;7;0;1;0;1;16;0;0;198;24;19;1;9;37;17;1;0;1;200;16;;;;;;;;
VINKOVCI;21;779;507;490;480;10;1;1;0;1;10;1;0;211;26;12;5;22;24;22;0;2;1;135;6;;;;;;;;
VINKOVCI;22;603;369;369;361;8;1;0;1;1;9;0;1;146;23;5;2;10;23;18;1;0;1;114;5;;;;;;;;
VINKOVCI;23;1170;755;755;748;7;0;1;1;2;18;1;0;358;31;17;16;28;32;31;0;0;0;205;7;;;;;;;;
VINKOVCI;24;608;409;409;402;7;1;0;1;2;12;0;1;154;16;18;6;7;24;14;0;1;0;139;6;;;;;;;;
VINKOVCI;25;795;454;452;444;8;0;1;1;0;5;0;0;195;14;15;6;7;20;26;0;1;10;135;8;;;;;;;;
VINKOVCI;26;683;422;422;414;8;1;1;1;1;11;1;0;170;14;16;1;20;13;21;0;1;1;133;8;;;;;;;;
VINKOVCI;27;928;652;652;642;10;0;0;0;1;19;0;2;272;21;16;7;18;40;39;0;0;4;193;10;;;;;;;;
VINKOVCI;28;754;474;474;467;7;0;1;0;1;19;0;2;203;15;8;1;15;31;17;0;1;0;145;8;;;;;;;;
VINKOVCI;29;1133;602;588;582;6;0;5;1;2;23;1;2;278;15;12;7;8;22;44;0;1;1;148;12;;;;;;;;
VINKOVCI;30;864;538;538;532;6;0;3;0;3;8;1;5;291;19;9;1;9;34;47;0;0;2;91;9;;;;;;;;
VINKOVCI;31;949;511;511;506;5;0;2;0;5;37;2;2;249;16;2;7;23;19;35;0;0;2;102;3;;;;;;;;
VINKOVCI;32;1010;485;485;471;14;0;1;0;1;11;0;2;183;25;9;3;14;26;28;0;2;2;162;2;;;;;;;;
VINKOVCI;33;779;427;426;409;17;1;1;1;1;16;0;2;185;16;12;3;8;29;17;0;2;0;111;4;;;;;;;;
VUKOVAR;1;707;451;451;440;11;0;1;1;0;18;0;1;287;2;9;1;24;13;19;2;1;0;58;3;;;;;;;;
VUKOVAR;2;1312;749;746;735;11;1;2;0;5;6;0;1;485;18;9;1;30;20;23;2;0;0;123;9;;;;;;;;
VUKOVAR;3;1094;685;685;679;6;0;2;0;0;5;1;1;431;12;4;5;21;19;25;2;0;1;145;5;;;;;;;;
VUKOVAR;4;872;533;533;521;12;1;1;1;4;5;3;0;307;20;8;1;34;18;25;0;1;0;88;4;;;;;;;;
VUKOVAR;5;795;454;454;445;9;0;1;0;1;7;0;0;229;8;5;2;13;9;12;0;2;1;151;4;;;;;;;;
VUKOVAR;6;882;415;415;407;8;0;1;0;1;13;0;0;190;16;8;1;9;10;5;0;1;1;148;3;;;;;;;;
VUKOVAR;7;617;322;321;317;4;1;0;0;2;3;1;2;135;7;6;1;14;12;10;0;2;0;121;0;;;;;;;;
VUKOVAR;8;790;417;417;406;11;0;0;0;0;5;0;0;220;11;12;5;10;18;6;0;2;0;114;3;;;;;;;;
VUKOVAR;9;740;407;406;394;12;0;0;0;1;4;0;0;186;13;0;0;10;20;4;0;1;0;153;2;;;;;;;;
VUKOVAR;10;745;413;413;411;2;1;1;0;3;4;0;0;193;12;6;4;16;17;8;0;0;0;137;9;;;;;;;;
VUKOVAR;11;677;359;359;354;5;0;0;0;1;5;2;0;201;9;1;3;8;12;12;0;3;0;92;5;;;;;;;;
VUKOVAR;12;608;328;328;317;11;0;0;0;1;5;0;3;131;14;5;1;20;16;15;1;0;0;101;4;;;;;;;;
VUKOVAR;13;754;443;443;436;7;1;0;1;5;4;0;2;199;7;6;2;22;21;11;0;0;0;155;0;;;;;;;;
VUKOVAR;14;805;487;487;478;9;2;0;0;5;3;3;0;197;16;3;3;20;26;11;0;1;1;182;5;;;;;;;;
VUKOVAR;15;617;324;324;317;7;0;0;0;0;6;0;1;149;13;2;2;11;11;5;0;2;0;108;7;;;;;;;;
VUKOVAR;16;619;338;338;335;3;0;0;0;1;5;0;1;120;12;9;3;11;24;4;0;0;0;138;7;;;;;;;;
VUKOVAR;17;536;292;292;284;8;0;1;1;1;4;0;0;115;7;5;1;14;17;5;0;2;0;107;4;;;;;;;;
VUKOVAR;18;900;503;503;493;10;1;3;1;0;6;0;2;204;11;0;3;11;25;8;0;3;0;205;10;;;;;;;;
VUKOVAR;19;894;534;533;521;12;0;0;0;2;2;1;1;212;9;3;0;16;22;11;0;2;0;234;6;;;;;;;;
VUKOVAR;20;668;398;397;389;8;0;0;0;1;5;1;1;147;12;8;3;8;19;12;0;0;0;164;8;;;;;;;;
VUKOVAR;21;860;455;455;453;2;0;0;3;3;6;0;4;234;10;3;2;18;18;19;1;0;2;128;2;;;;;;;;
VUKOVAR;22;1018;600;599;579;20;1;3;1;0;4;0;3;359;13;7;4;23;18;14;0;3;1;117;8;;;;;;;;
VUKOVAR;23;850;444;444;442;2;0;0;0;2;6;0;1;278;12;5;3;21;12;7;1;0;0;92;2;;;;;;;;
VUKOVAR;24;656;371;371;353;18;0;1;0;1;1;0;0;190;16;3;1;7;13;10;0;1;2;103;4;;;;;;;;
VUKOVAR;25;827;478;478;467;11;0;1;0;2;7;0;0;253;14;5;3;7;14;16;0;0;0;140;5;;;;;;;;
VUKOVAR;26;647;325;325;316;9;0;0;0;2;2;0;0;131;6;4;2;12;6;5;0;1;1;140;4;;;;;;;;
VUKOVAR;27;687;415;415;405;10;0;0;1;2;3;0;0;195;10;0;5;9;15;5;0;1;0;158;1;;;;;;;;
VUKOVAR;28;217;145;145;144;1;1;0;1;0;0;2;0;75;0;4;2;3;5;1;0;1;1;44;4;;;;;;;;
ŽUPANJA;1;2110;1085;1079;1065;14;0;2;3;4;17;0;2;446;54;52;10;47;38;72;0;0;0;305;13;;;;;;;;
ŽUPANJA;2;2369;1126;1126;1112;14;2;0;2;1;10;3;2;556;39;50;6;44;53;72;2;1;1;256;12;;;;;;;;
ŽUPANJA;3;1840;1051;1051;1040;11;2;1;0;2;18;0;1;378;49;37;7;39;50;46;4;1;2;389;14;;;;;;;;
ŽUPANJA;4;1503;807;806;794;12;1;0;3;1;16;0;2;345;27;57;9;18;35;46;0;6;2;222;4;;;;;;;;
ŽUPANJA;5;3323;1505;1503;1488;15;2;5;3;5;43;2;3;642;51;55;11;47;63;121;0;8;5;416;6;;;;;;;;
ŽUPANJA;6;899;478;472;464;8;0;0;0;4;7;0;1;161;17;11;3;16;33;27;0;1;4;171;8;;;;;;;;
ŽUPANJA;7;650;288;288;287;1;0;0;0;0;1;0;0;179;6;5;0;8;5;16;0;1;0;62;4;;;;;;;;
ANDRIJAŠEVCI;1;929;498;498;487;11;1;0;0;7;15;0;2;222;18;33;6;25;30;29;0;0;6;87;6;;;;;;;;
ANDRIJAŠEVCI;2;660;410;410;403;7;0;2;0;2;39;0;1;140;17;21;5;22;28;7;0;1;0;112;6;;;;;;;;
ANDRIJAŠEVCI;3;655;383;382;381;1;1;0;1;2;32;0;1;179;15;25;0;17;20;28;0;1;0;57;2;;;;;;;;
ANDRIJAŠEVCI;4;1001;529;529;518;11;1;0;1;0;13;0;1;204;37;22;4;11;47;46;0;2;1;120;8;;;;;;;;
BABINA GREDA;1;815;408;408;403;5;1;1;2;2;6;2;1;133;16;17;2;20;8;43;1;0;3;143;2;;;;;;;;
BABINA GREDA;2;744;481;481;479;2;0;0;1;1;4;0;2;226;29;37;0;10;18;52;0;2;0;94;3;;;;;;;;
BABINA GREDA;3;1080;585;585;582;3;0;0;4;2;6;1;1;238;30;50;2;11;20;67;0;2;2;143;3;;;;;;;;
BABINA GREDA;4;545;324;324;322;2;0;0;3;0;1;0;0;139;24;27;0;10;6;8;0;0;1;99;4;;;;;;;;
BABINA GREDA;5;329;195;195;193;2;0;0;1;0;0;0;0;55;13;35;1;0;3;36;1;1;0;43;4;;;;;;;;
BEBRINA;1;382;185;185;182;3;2;0;4;0;0;0;0;95;4;6;2;16;5;20;1;1;0;25;1;;;;;;;;
BEBRINA;2;647;350;349;344;5;0;0;3;1;6;0;0;132;8;20;3;19;14;45;0;1;2;82;8;;;;;;;;
BEBRINA;3;319;197;197;193;4;0;1;2;2;1;0;1;117;5;9;1;13;3;21;0;0;0;16;1;;;;;;;;
BEBRINA;4;207;131;131;127;4;0;0;4;1;1;0;0;61;6;11;1;6;3;5;0;2;0;25;1;;;;;;;;
BEBRINA;5;304;207;207;204;3;0;0;1;4;3;1;0;95;0;30;2;2;8;21;0;2;0;34;1;;;;;;;;
BEBRINA;6;460;281;281;277;4;0;0;12;2;2;1;0;124;9;19;2;23;11;11;1;1;0;57;2;;;;;;;;
BEBRINA;7;408;246;246;246;0;0;1;2;2;4;1;0;94;10;12;9;27;6;32;0;0;1;40;5;;;;;;;;
BOGDANOVCI;1;604;402;402;394;8;0;0;0;1;3;0;2;249;4;16;1;34;6;29;0;0;0;47;2;;;;;;;;
BOGDANOVCI;2;356;263;263;255;8;2;3;1;0;3;0;0;68;4;38;1;8;9;7;0;2;0;107;2;;;;;;;;
BOGDANOVCI;3;358;201;201;197;4;1;0;0;0;1;0;0;104;4;39;1;1;6;25;0;0;1;13;1;;;;;;;;
BOROVO;1;196;97;97;90;7;0;1;0;0;5;0;0;18;2;1;1;1;1;0;0;0;0;60;0;;;;;;;;
BOROVO;2;260;137;137;132;5;0;2;2;2;2;0;0;35;3;0;1;1;6;0;1;2;1;71;3;;;;;;;;
BOROVO;3;320;153;152;144;8;0;3;0;2;2;0;0;20;11;1;0;0;6;0;0;6;0;84;9;;;;;;;;
BOROVO;4;206;182;106;98;8;0;3;0;0;0;0;0;9;16;1;1;2;5;0;0;1;0;59;1;;;;;;;;
BOROVO;5;81;32;32;31;1;0;0;0;0;0;0;0;4;2;0;0;0;2;0;0;1;0;21;1;;;;;;;;
BOŠNJACI;1;1038;517;517;513;4;0;0;7;0;11;0;1;209;13;112;4;7;31;30;0;1;4;80;3;;;;;;;;
BOŠNJACI;2;845;422;422;415;7;0;0;6;1;13;0;0;154;8;131;2;4;15;20;0;0;0;59;2;;;;;;;;
BOŠNJACI;3;912;429;429;425;4;1;1;4;2;5;1;0;214;10;65;2;11;19;20;0;1;0;66;3;;;;;;;;
BOŠNJACI;4;1090;505;505;498;7;1;1;0;2;8;0;0;222;9;73;9;8;24;31;0;0;0;106;4;;;;;;;;
BRESTOVAC;1;808;408;408;408;0;0;1;0;2;3;0;1;187;10;15;4;7;10;36;0;1;1;125;5;;;;;;;;
BRESTOVAC;2;149;106;106;105;1;0;0;0;0;0;0;1;71;1;2;0;5;2;10;0;1;1;11;0;;;;;;;;
BRESTOVAC;3;305;183;183;182;1;2;0;1;1;3;0;1;58;19;10;1;4;2;17;0;1;1;61;0;;;;;;;;
BRESTOVAC;4;203;155;155;151;4;0;3;0;0;2;1;0;57;0;6;1;1;5;5;1;0;1;67;1;;;;;;;;
BRESTOVAC;5;155;133;133;131;2;0;0;0;1;0;0;0;55;2;7;2;3;7;9;0;0;5;40;0;;;;;;;;
BRESTOVAC;6;161;100;100;99;1;0;0;1;1;1;0;0;47;1;3;0;1;5;9;0;0;1;26;3;;;;;;;;
BRESTOVAC;7;178;137;137;136;1;0;1;0;1;3;0;0;77;1;7;0;2;11;14;0;0;1;18;0;;;;;;;;
BRESTOVAC;8;176;127;127;125;2;0;0;5;0;4;0;3;57;4;8;2;0;4;14;0;1;1;22;0;;;;;;;;
BRESTOVAC;9;206;114;114;112;2;0;2;1;1;0;0;0;91;1;2;1;1;0;3;0;1;0;7;1;;;;;;;;
BRESTOVAC;10;110;60;60;59;1;0;0;0;0;0;0;0;19;1;1;0;2;2;1;0;0;0;32;1;;;;;;;;
BRESTOVAC;11;363;113;110;108;2;0;0;2;1;1;0;0;46;6;5;1;8;0;6;0;0;0;32;0;;;;;;;;
BRESTOVAC;12;135;100;100;99;1;0;0;0;0;1;0;0;59;2;3;0;0;0;2;0;0;0;31;1;;;;;;;;
BRESTOVAC;13;140;95;95;92;3;1;0;0;0;0;0;0;47;5;4;0;2;4;2;0;0;0;27;0;;;;;;;;
BRESTOVAC;14;180;121;121;120;1;0;1;0;0;0;0;0;54;0;0;1;6;4;15;1;0;1;37;0;;;;;;;;
BRESTOVAC;15;179;107;107;104;3;0;0;1;0;0;1;0;51;2;3;1;5;2;5;0;2;0;31;0;;;;;;;;
BRESTOVAC;16;95;58;58;58;0;0;1;0;2;0;0;0;15;0;0;0;0;0;0;0;2;0;37;1;;;;;;;;
BRESTOVAC;17;630;206;206;205;1;1;2;1;1;4;0;1;62;14;10;2;2;4;6;0;0;0;92;3;;;;;;;;
BRODSKI STUPNIK;1;732;401;401;393;8;0;2;0;2;7;0;0;141;58;13;7;17;13;44;0;0;0;82;7;;;;;;;;
BRODSKI STUPNIK;2;703;407;407;402;5;0;1;1;2;3;0;1;178;33;5;3;13;16;43;0;2;1;96;4;;;;;;;;
BRODSKI STUPNIK;3;1229;719;719;711;8;1;0;3;3;6;0;1;251;31;70;5;39;18;85;1;3;1;186;7;;;;;;;;
BRODSKI STUPNIK;4;74;47;47;46;1;0;1;0;0;0;0;1;20;6;2;1;0;0;7;0;0;0;8;0;;;;;;;;
BRODSKI STUPNIK;5;95;67;67;64;3;2;0;1;0;1;0;0;51;2;1;0;0;1;4;0;0;0;0;1;;;;;;;;
BUKOVLJE;1;946;544;544;541;3;3;0;0;1;2;1;1;258;25;2;6;22;10;23;2;0;1;179;5;;;;;;;;
BUKOVLJE;2;840;452;452;450;2;3;0;0;1;3;1;2;197;23;3;9;61;3;12;0;0;3;128;1;;;;;;;;
BUKOVLJE;3;547;323;322;321;1;0;0;0;0;4;0;0;159;11;2;3;27;11;27;0;1;0;71;5;;;;;;;;
BUKOVLJE;4;120;75;75;74;1;0;0;0;0;1;0;0;37;1;1;1;7;0;2;0;0;0;22;2;;;;;;;;
BUKOVLJE;5;55;41;41;38;3;1;0;0;1;0;0;1;11;3;1;0;0;1;3;0;1;0;14;1;;;;;;;;
BUKOVLJE;6;203;121;121;117;4;0;1;2;2;1;0;0;55;2;4;0;8;2;1;0;2;0;33;4;;;;;;;;
CERNA;1;862;513;513;498;15;0;0;3;5;18;1;0;209;6;54;3;18;20;24;0;0;1;127;9;;;;;;;;
CERNA;2;590;390;390;378;12;1;2;3;2;7;0;0;205;8;33;3;7;8;39;0;0;3;52;5;;;;;;;;
CERNA;3;791;411;411;409;2;3;0;2;0;9;1;2;197;10;19;1;15;17;20;1;2;1;106;3;;;;;;;;
CERNA;4;938;582;582;572;10;1;3;2;1;10;0;3;276;19;55;5;9;29;26;0;1;3;126;3;;;;;;;;
CERNA;5;771;408;408;401;7;1;1;2;2;10;1;2;149;6;61;2;15;22;25;0;0;0;98;4;;;;;;;;
CERNIK;1;298;207;207;204;3;1;0;1;2;3;0;0;117;5;23;0;2;3;18;0;1;0;28;0;;;;;;;;
CERNIK;2;303;222;222;220;2;0;0;1;1;15;0;0;130;2;12;0;4;11;15;1;1;0;26;1;;;;;;;;
CERNIK;3;220;154;154;151;3;0;1;0;1;2;0;0;52;5;8;0;8;9;13;1;0;0;49;2;;;;;;;;
