Grad/opæina;Redni broj biraèkog mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: MILAN ŽUPANÈIÆ, prof.                                        ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH, HRVATSKA RADNIÈKA STRANKA - HRS, ZELENA STRANKA - ZS, Nositelj liste: ZLATKO KLARIÆ, prof.;AUTOHTONA-HRVATSKA SELJAÈKA STRANKA - A-HSS, Nositelj liste: JASENKO STIPAC, dipl.ing.                         ;DEMOKRATSKA STRANKA ŽENA - DSŽ, ZELENI HRVATSKE - ZELENI HR, Nositelj liste: MARIJA JELINÈIÆ;DEMOKRATSKI CENTAR - DC, ZELENA STRANKA-ZELENA ALTERNATIVA - ZELENI, Nositelj liste: VESNA ŠKARE OŽBOLT, dipl.iur.;GOSPODARSKA STRANKA - GS, Nositelj liste: STJEPAN GNJEÈ                                            ;HRVATSKA ÈISTA STRANKA PRAVA - HÈSP, Nositelj liste: JOSIP MILJAK                                   ;HRVATSKA DEMOKRATSKA SELJAÈKA STRANKA - HDSS, Nositelj liste: MLADEN KEŠER;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, Nositelj liste: dr.sc. IVO SANADER                                 ;HRVATSKA KRŠÆANSKA DEMOKRATSKA STRANKA - HKDS, KRŠÆANSKA SOCIJALNA UNIJA - KSU, Nositelj liste: SEBASTIJAN PALIÆ;HRVATSKA KRŠÆANSKA DEMOKRATSKA UNIJA - HKDU, Nositelj liste: dr.sc. MARKO VESELICA;HRVATSKA NARODNA STRANKA-LIBERALNI DEMOKRATI - HNS, Nositelj liste: RADIMIR ÈAÈIÆ                    ;HRVATSKA SELJAÈKA STRANKA - HSS, HRVATSKA SOCIJALNO LIBERALNA STRANKA - HSLS, Nositelj liste: JOSIP FRIŠÈIÆ;HRVATSKA STRANKA MLADIH - HSM, Nositelj liste: VLADIMIR SEVER                                       ;HRVATSKA STRANKA PRAVA - HSP, Nositelj liste: ANTO ÐAPIÆ;HRVATSKA STRANKA UMIROVLJENIKA - HSU, Nositelj liste: mr.sc. VLADIMIR JORDAN                    ;HRVATSKI PRAVAŠI-HRVATSKI PRAVAŠKI POKRET - HP-HPP, Nositelj liste: DRAŽEN KELEMINEC;HRVATSKI ZBOR - ZBOR, Nositelj liste: GRGO-TOMISLAV ANTIÈIÆ;JEDINO HRVATSKA-POKRET ZA HRVATSKU - JEDINO HRVATSKA, Nositelj liste: MILAN KOVAÈ;LJEVICA HRVATSKE - LJEVICA, SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP, HRVATSKI SOCIJALDEMOKRATI - HSD, ISTARSKI SOCIJALDEMOKRATSKI FORUM-FORO SOCIAL DEMOCRATICO ISTRIANO - ISDF-FSDI, Nositelj liste: VLADIMIR BEBIÆ, dipl. politolog;NEOVISNA LISTA, Nositelj liste: BRANKO STOJKOVIÆ                                ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, Nositelj liste: ZORAN MILANOVIÆ;STRANKA UMIROVLJENIKA - SU, Nositelj liste: JOSIP ŠUNIÆ;ZELENA LISTA, Nositelj liste: DARKO STOŠIÆ                                                         ;;;
ÈAZMA;29;370;216;216;213;3;0;1;1;2;0;0;0;1;54;1;1;11;64;1;5;9;0;0;7;0;0;51;3;1;;;
ÈAZMA;30;131;92;92;89;3;0;0;0;0;0;0;0;1;22;0;0;14;19;0;5;10;0;1;0;0;0;17;0;0;;;
ÈAZMA;31;202;153;153;150;3;1;0;0;0;4;0;0;0;25;1;0;18;29;1;16;12;0;0;0;0;1;38;4;0;;;
ÈAZMA;32;91;67;67;65;2;0;0;0;0;0;0;0;0;17;0;0;7;22;0;2;6;0;0;0;0;0;7;4;0;;;
ÈAZMA;33;36;29;29;29;0;0;0;0;0;0;0;0;0;1;0;0;12;5;0;1;2;0;0;0;0;0;7;0;1;;;
ÈAZMA;34;99;65;65;65;0;0;0;0;0;0;0;0;0;17;0;0;5;11;1;6;4;1;0;1;1;0;18;0;0;;;
ÈAZMA;35;181;131;131;129;2;0;1;0;0;0;0;0;2;44;0;0;3;37;0;0;4;0;0;0;0;0;36;1;1;;;
ÈAZMA;36;67;50;50;50;0;0;0;2;1;0;0;0;2;5;0;0;0;23;0;0;0;0;0;0;1;0;15;1;0;;;
DARUVAR;1;487;307;307;305;2;0;1;0;1;1;0;2;0;77;0;0;24;19;0;12;25;0;0;0;1;0;137;5;0;;;
DARUVAR;2;676;473;473;464;9;0;2;0;3;0;0;0;0;123;0;0;25;26;3;15;26;0;0;0;5;0;228;4;4;;;
DARUVAR;3;686;387;387;378;9;0;0;0;3;3;0;0;1;113;1;4;22;39;3;23;14;0;0;1;3;0;142;6;0;;;
DARUVAR;4;1166;733;733;723;10;1;1;1;1;7;1;1;1;231;2;1;42;51;7;30;54;2;0;2;0;0;280;5;2;;;
DARUVAR;5;625;273;272;271;1;1;0;1;0;3;1;0;1;136;0;0;3;15;1;3;8;0;0;1;1;0;93;3;0;;;
DARUVAR;6;1270;791;789;770;19;2;3;0;2;5;0;0;2;224;0;0;37;76;5;22;43;1;0;3;5;1;332;6;1;;;
DARUVAR;7;568;350;350;342;8;0;1;0;2;0;1;0;1;146;2;1;11;32;6;10;15;0;0;1;1;0;109;3;0;;;
DARUVAR;8;642;429;429;416;13;0;0;1;2;1;1;1;0;161;0;1;26;14;4;18;22;1;2;0;5;1;149;5;1;;;
DARUVAR;9;323;194;194;192;2;0;2;0;0;2;0;0;0;59;0;0;5;10;1;11;13;0;0;1;2;0;82;3;1;;;
DARUVAR;10;398;273;273;268;5;0;1;0;0;2;0;0;0;63;0;0;21;17;5;10;16;0;0;0;2;0;127;3;1;;;
DARUVAR;11;1176;805;805;796;9;0;1;0;3;4;0;0;4;235;3;1;62;56;4;29;46;0;0;0;4;0;334;7;3;;;
DARUVAR;12;319;182;182;178;4;1;0;0;0;1;0;0;2;54;0;1;11;32;1;5;10;2;1;0;2;0;54;0;1;;;
DARUVAR;13;110;86;86;83;3;0;0;0;0;0;0;0;0;10;0;0;3;18;0;7;3;0;0;0;0;0;41;1;0;;;
DARUVAR;14;53;42;42;42;0;0;0;3;0;0;0;0;2;9;0;0;0;15;0;2;0;0;0;0;0;0;11;0;0;;;
DARUVAR;15;762;461;461;446;15;0;2;1;0;4;0;0;2;129;0;0;19;37;9;19;26;1;0;1;1;0;185;7;3;;;
DUGO SELO;1;1268;717;717;714;3;1;1;1;4;10;0;0;2;291;2;2;25;59;6;31;14;1;1;3;0;3;242;7;8;;;
DUGO SELO;2;1165;653;653;645;8;0;2;0;3;5;2;1;2;281;2;0;27;35;6;31;15;0;0;0;3;0;220;6;4;;;
DUGO SELO;3;1086;663;663;654;9;0;1;0;5;7;0;1;1;228;0;2;36;29;11;29;26;1;1;5;5;2;246;11;7;;;
DUGO SELO;4;1150;599;599;590;9;1;1;2;0;4;0;0;2;199;0;0;24;44;5;18;33;2;2;3;0;0;243;4;3;;;
DUGO SELO;5;1176;734;734;723;11;1;3;1;4;6;0;5;1;218;2;1;42;37;4;43;20;0;1;5;9;0;313;2;5;;;
DUGO SELO;6;1331;777;777;766;11;0;1;1;2;2;0;1;2;270;3;0;30;49;13;34;27;2;0;12;3;1;304;4;5;;;
DUGO SELO;7;1004;660;660;654;6;0;3;0;2;9;1;2;3;192;5;2;51;53;5;29;24;1;7;5;3;2;244;5;6;;;
DUGO SELO;8;1007;557;557;550;7;0;1;2;4;2;1;0;3;267;2;1;30;23;3;19;12;3;0;7;2;0;163;4;1;;;
DUGO SELO;9;972;532;532;524;8;1;2;1;1;2;0;2;2;242;3;3;18;28;6;36;17;1;0;5;1;0;148;3;2;;;
DUGO SELO;10;846;463;463;458;5;0;0;3;3;3;2;2;2;164;2;1;12;37;11;27;12;0;1;4;1;0;166;4;1;;;
DUGO SELO;11;1111;572;572;563;9;0;0;1;4;1;0;2;2;267;3;1;8;31;8;32;16;0;1;13;1;0;158;11;3;;;
DUGO SELO;12;1079;551;551;539;12;0;1;0;3;5;0;0;0;280;1;5;24;31;8;16;9;1;1;7;1;0;144;2;0;;;
DUGO SELO;13;322;156;156;153;3;0;1;0;1;0;1;0;1;77;0;0;2;10;2;13;7;0;0;1;0;0;35;2;0;;;
DUGO SELO;14;221;156;155;149;6;0;0;3;0;0;0;0;3;37;0;0;1;16;0;4;2;1;0;1;1;0;79;1;0;;;
DUGO SELO;15;251;178;178;173;5;0;0;1;0;3;1;0;2;27;1;0;14;34;0;9;14;0;0;1;0;0;65;1;0;;;
DUGO SELO;16;359;192;192;189;3;0;3;0;0;1;0;0;0;45;0;1;6;37;4;5;4;0;0;1;0;0;78;3;1;;;
DUGO SELO;17;161;87;87;87;0;0;1;1;0;2;2;2;0;24;0;0;3;5;2;3;8;3;0;0;0;0;29;0;2;;;
ÐURÐEVAC;1;613;433;433;430;3;1;0;0;1;1;0;0;0;98;1;0;34;78;2;10;17;2;0;2;1;0;175;6;1;;;
ÐURÐEVAC;2;736;532;509;496;13;1;1;1;3;0;3;0;1;171;1;2;27;62;5;10;22;5;0;0;2;0;178;1;0;;;
ÐURÐEVAC;3;129;82;82;78;4;0;0;0;0;0;0;0;1;17;0;0;1;27;4;2;10;0;0;0;0;0;15;1;0;;;
ÐURÐEVAC;4;132;98;98;93;5;0;0;0;0;0;0;1;0;17;0;0;1;47;1;2;3;1;0;0;1;0;17;1;1;;;
ÐURÐEVAC;5;856;589;589;572;17;0;0;1;2;13;1;0;3;164;0;0;31;132;3;26;24;0;0;0;1;0;168;3;0;;;
ÐURÐEVAC;6;571;393;393;386;7;0;3;1;2;6;0;0;1;85;0;1;42;49;7;9;16;0;0;0;1;0;155;6;2;;;
ÐURÐEVAC;7;102;86;86;85;1;1;0;2;0;1;1;1;0;17;1;0;2;26;0;4;3;0;0;0;0;0;25;1;0;;;
ÐURÐEVAC;8;608;395;395;392;3;0;1;0;2;5;0;0;3;116;2;0;36;58;5;12;15;0;1;0;0;0;121;11;4;;;
ÐURÐEVAC;9;714;536;536;532;4;1;0;0;2;5;1;0;2;136;1;0;33;59;0;9;22;0;0;2;1;1;248;6;3;;;
ÐURÐEVAC;10;180;134;134;129;5;0;0;1;0;3;0;0;1;42;0;0;5;29;1;2;3;0;0;0;0;0;41;0;1;;;
ÐURÐEVAC;11;703;512;512;505;7;0;0;0;1;2;0;1;2;111;0;4;31;106;6;14;27;0;0;1;1;0;186;9;3;;;
ÐURÐEVAC;12;581;401;401;396;5;1;0;0;0;3;0;2;1;71;0;0;26;57;3;13;20;0;0;3;1;0;184;10;1;;;
ÐURÐEVAC;13;333;201;201;193;8;0;0;0;0;2;1;0;3;36;1;0;2;66;3;9;20;0;0;0;0;0;48;2;0;;;
ÐURÐEVAC;14;338;250;250;248;2;1;0;0;0;2;0;0;2;87;1;0;8;35;5;8;32;2;0;2;0;0;57;5;1;;;
ÐURÐEVAC;15;258;197;197;194;3;0;1;0;0;2;0;0;0;92;0;0;1;18;0;6;45;1;0;0;0;0;24;3;1;;;
ÐURÐEVAC;16;316;208;208;207;1;0;0;2;0;0;1;0;3;67;0;0;1;105;0;2;5;0;0;0;2;1;18;0;0;;;
GAREŠNICA;1;376;251;251;246;5;0;3;1;2;3;0;0;0;104;0;0;3;44;1;6;9;1;0;2;1;0;63;3;0;;;
GAREŠNICA;2;841;568;568;561;7;1;4;1;3;2;1;2;3;218;4;2;11;56;6;32;30;3;1;2;1;0;173;5;0;;;
GAREŠNICA;3;317;207;207;203;4;0;0;2;0;4;0;0;3;58;0;1;3;46;0;13;21;0;1;1;0;0;49;1;0;;;
GAREŠNICA;4;153;82;82;80;2;0;1;1;1;0;0;0;1;28;0;1;1;5;0;3;0;0;0;0;0;0;38;0;0;;;
GAREŠNICA;5;251;155;155;152;3;2;4;0;0;2;0;2;4;51;0;0;4;23;0;4;4;1;0;1;1;0;49;0;0;;;
GAREŠNICA;6;291;158;158;157;1;0;0;1;0;8;0;0;1;35;0;0;4;26;0;4;3;0;0;0;1;0;70;4;0;;;
GAREŠNICA;7;325;232;232;230;2;2;0;2;1;1;0;0;5;64;0;0;1;30;1;8;25;0;0;1;0;2;81;6;0;;;
GAREŠNICA;8;37;36;36;36;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;6;0;0;0;1;0;26;1;0;;;
GAREŠNICA;9;184;136;136;136;0;0;0;0;0;1;0;0;1;31;0;0;5;14;0;1;6;0;0;1;1;0;71;4;0;;;
GAREŠNICA;10;45;28;28;28;0;0;0;0;0;0;0;0;1;3;0;0;1;4;0;0;0;1;0;0;0;0;17;0;1;;;
GAREŠNICA;11;810;490;490;485;5;1;0;1;0;4;1;0;0;166;2;1;17;67;1;23;29;10;0;0;3;1;148;9;1;;;
GAREŠNICA;12;435;251;251;249;2;1;0;1;2;1;1;0;0;88;0;0;8;34;1;20;28;1;0;1;1;0;56;4;1;;;
GAREŠNICA;13;369;209;209;206;3;1;0;1;1;0;0;0;1;38;0;1;6;47;0;12;16;14;0;2;1;0;62;3;0;;;
GAREŠNICA;14;163;99;99;97;2;0;0;0;0;1;0;0;1;26;1;0;1;3;0;0;1;0;0;0;5;0;56;2;0;;;
GAREŠNICA;15;351;236;236;236;0;0;2;0;0;1;0;0;1;86;0;1;6;12;0;2;7;0;0;0;1;1;109;5;2;;;
GAREŠNICA;16;230;111;111;110;1;0;0;1;0;0;1;0;0;11;0;1;7;16;0;0;5;0;0;0;2;0;65;1;0;;;
GAREŠNICA;17;111;78;78;78;0;0;0;3;0;3;0;0;1;20;1;1;1;27;1;1;9;0;0;0;0;0;10;0;0;;;
GAREŠNICA;18;435;266;266;262;4;1;0;2;1;1;0;0;0;86;2;0;2;31;2;4;34;0;0;0;2;2;86;6;0;;;
GAREŠNICA;19;1114;782;782;776;6;0;0;0;0;6;1;0;2;203;1;1;17;71;2;15;90;2;0;1;2;0;352;10;0;;;
GAREŠNICA;20;87;69;69;67;2;0;0;0;0;0;0;0;3;18;1;0;0;10;0;2;1;0;0;0;0;0;29;3;0;;;
GAREŠNICA;21;251;128;128;127;1;0;0;2;0;1;0;0;0;56;0;0;2;31;1;1;3;0;0;0;0;0;29;1;0;;;
GAREŠNICA;22;103;60;60;59;1;0;0;1;0;0;0;0;0;18;0;0;0;17;0;0;3;0;0;0;0;0;20;0;0;;;
GAREŠNICA;23;33;21;21;21;0;0;0;0;0;0;0;0;0;4;0;0;0;8;0;1;1;0;1;0;1;0;3;1;1;;;
GAREŠNICA;24;1200;734;734;723;11;1;3;2;2;3;0;0;0;199;0;2;24;79;2;22;32;7;0;7;8;1;317;6;6;;;
GAREŠNICA;25;526;283;283;280;3;0;0;3;0;4;0;1;0;87;1;0;3;68;3;10;7;0;0;1;1;0;91;0;0;;;
GAREŠNICA;26;238;164;164;163;1;0;0;1;0;27;0;0;1;19;0;0;1;27;2;21;17;0;0;2;2;0;40;2;1;;;
GRUBIŠNO POLJE;1;982;511;511;508;3;3;0;1;1;6;1;0;6;234;0;0;10;51;3;20;14;0;0;2;1;0;153;2;0;;;
GRUBIŠNO POLJE;2;823;505;505;495;10;0;0;2;1;4;0;2;3;187;1;0;13;30;3;22;39;0;0;0;2;1;177;6;2;;;
GRUBIŠNO POLJE;3;900;517;517;513;4;0;0;3;1;7;0;0;1;223;0;1;6;66;4;19;17;0;0;3;0;0;153;7;2;;;
GRUBIŠNO POLJE;4;224;166;166;166;0;1;0;1;1;0;0;2;3;65;0;0;3;35;2;9;7;0;0;0;0;0;35;2;0;;;
GRUBIŠNO POLJE;5;230;150;150;149;1;1;1;0;0;1;0;0;0;81;0;0;1;29;0;4;2;0;0;0;1;0;27;1;0;;;
GRUBIŠNO POLJE;6;175;146;146;144;2;0;0;1;0;0;0;0;0;64;1;0;2;36;1;5;6;0;0;0;0;1;26;1;0;;;
GRUBIŠNO POLJE;7;201;95;95;92;3;0;0;1;0;2;0;1;0;38;1;0;1;28;2;1;3;0;0;0;0;0;10;4;0;;;
GRUBIŠNO POLJE;8;70;57;57;57;0;1;1;1;0;0;0;0;3;31;0;0;1;6;0;2;1;2;0;0;0;0;8;0;0;;;
GRUBIŠNO POLJE;9;304;194;194;191;3;0;0;1;1;1;0;0;0;66;0;0;3;54;1;10;6;0;0;0;1;0;43;4;0;;;
GRUBIŠNO POLJE;10;449;316;315;308;7;0;2;4;2;1;0;0;3;99;2;1;6;68;5;9;12;0;0;3;3;1;84;2;1;;;
GRUBIŠNO POLJE;11;599;415;415;408;7;0;0;5;1;2;0;0;5;193;0;0;14;69;2;8;11;0;0;1;0;1;93;2;1;;;
GRUBIŠNO POLJE;12;249;175;175;174;1;1;0;2;0;11;0;0;1;73;0;0;1;39;0;0;7;0;0;0;0;0;38;1;0;;;
GRUBIŠNO POLJE;13;435;169;169;169;0;0;1;1;0;7;0;2;1;82;0;0;5;34;0;2;5;0;0;1;1;0;25;2;0;;;
GRUBIŠNO POLJE;14;215;84;84;83;1;0;0;0;0;0;0;0;0;52;0;1;1;6;0;5;2;0;1;0;1;0;14;0;0;;;
GRUBIŠNO POLJE;15;249;83;83;82;1;0;0;0;0;1;0;0;0;54;1;0;0;3;0;17;0;0;0;1;0;0;5;0;0;;;
KOPRIVNICA;1;1387;859;859;847;12;1;2;1;2;3;1;1;6;253;1;0;31;153;4;9;26;2;0;1;2;0;343;4;1;;;
KOPRIVNICA;2;1432;929;929;923;6;4;1;5;0;1;1;2;6;227;0;1;24;151;5;28;34;8;0;1;3;0;413;4;4;;;
KOPRIVNICA;3;374;257;256;250;6;0;0;0;0;2;0;0;1;52;0;0;5;46;0;19;3;0;0;0;1;0;120;1;0;;;
KOPRIVNICA;4;280;189;189;183;6;2;1;0;1;1;3;0;1;63;0;0;6;22;2;3;2;1;0;0;0;0;74;1;0;;;
KOPRIVNICA;5;280;216;216;214;2;0;0;0;1;0;0;0;1;104;0;0;3;39;1;3;4;0;0;1;0;1;53;3;0;;;
KOPRIVNICA;6;409;289;289;286;3;0;0;1;0;1;0;0;0;91;0;0;17;34;0;7;4;0;0;0;0;0;124;6;1;;;
KOPRIVNICA;7;569;421;421;413;8;0;0;1;0;3;0;0;2;103;0;1;8;85;4;11;18;0;0;1;1;0;171;4;0;;;
KOPRIVNICA;8;989;690;690;685;5;0;3;1;1;4;1;3;2;175;0;2;20;101;3;3;25;1;0;1;0;0;330;6;3;;;
KOPRIVNICA;9;920;627;627;623;4;0;0;3;3;3;0;0;0;129;0;0;28;112;0;5;32;0;0;1;2;0;297;4;4;;;
KOPRIVNICA;10;611;451;451;446;5;0;1;0;1;1;0;0;1;91;0;1;24;54;3;9;11;0;0;0;2;0;243;3;1;;;
KOPRIVNICA;11;475;325;325;322;3;0;1;0;0;0;0;0;0;50;0;0;8;64;0;5;20;4;0;1;1;0;166;2;0;;;
KOPRIVNICA;12;358;269;260;256;4;0;0;1;1;2;1;1;1;49;0;0;18;31;1;3;7;0;1;0;0;0;135;4;0;;;
KOPRIVNICA;13;519;366;366;362;4;0;0;2;1;1;0;0;0;70;1;0;11;59;1;2;15;0;0;0;0;2;192;4;1;;;
KOPRIVNICA;14;1067;841;841;832;9;0;1;0;3;2;0;0;0;236;2;0;31;122;2;14;15;1;0;0;2;0;399;1;1;;;
KOPRIVNICA;15;1035;697;683;679;4;2;4;4;1;2;0;1;3;181;1;3;18;115;1;9;17;2;0;2;3;0;302;5;3;;;
KOPRIVNICA;16;665;504;504;503;1;1;0;0;2;3;0;0;1;117;3;0;17;63;3;2;35;2;0;2;1;1;245;4;1;;;
KOPRIVNICA;17;1041;763;763;759;4;0;0;1;2;2;3;0;2;165;1;0;29;101;5;10;33;3;2;1;3;0;393;2;1;;;
KOPRIVNICA;18;959;679;679;670;9;1;0;1;2;1;0;1;0;145;2;1;28;101;7;3;31;3;1;0;1;0;333;6;2;;;
KOPRIVNICA;19;552;385;385;379;6;0;0;0;1;0;0;0;0;94;1;0;16;60;2;5;11;1;0;0;2;0;181;3;2;;;
KOPRIVNICA;20;482;309;309;303;6;0;1;0;0;1;0;0;1;59;1;0;8;68;1;11;11;0;0;2;0;0;138;1;0;;;
KOPRIVNICA;21;486;346;343;337;6;0;0;1;1;0;0;0;3;81;0;0;9;36;4;9;12;0;0;3;0;0;177;0;1;;;
KOPRIVNICA;22;468;358;358;354;4;0;0;0;1;1;0;0;0;76;0;0;13;43;1;5;15;0;0;1;0;0;197;1;0;;;
KOPRIVNICA;23;831;614;614;612;2;0;2;1;1;0;0;0;2;90;1;1;23;53;4;12;25;0;1;0;3;0;388;2;3;;;
KOPRIVNICA;24;842;631;631;628;3;0;1;1;1;4;0;2;1;124;1;0;19;55;2;6;38;0;0;0;5;0;358;9;1;;;
KOPRIVNICA;25;534;391;391;386;5;1;1;0;0;4;1;1;2;80;0;0;8;48;3;7;29;0;0;0;0;1;192;7;1;;;
KOPRIVNICA;26;626;439;439;435;4;0;0;1;1;4;0;0;3;97;1;2;25;61;3;3;14;1;0;0;2;1;207;8;1;;;
KOPRIVNICA;27;875;618;618;612;6;0;1;1;1;2;1;0;1;176;1;0;25;96;3;18;28;0;0;0;5;1;246;6;0;;;
KOPRIVNICA;28;792;523;523;519;4;0;2;2;0;0;0;0;0;95;0;0;18;77;4;12;20;1;0;1;0;3;275;9;0;;;
KOPRIVNICA;29;576;410;410;404;6;0;0;0;2;1;0;0;2;62;3;0;23;58;6;9;28;0;1;0;1;0;200;8;0;;;
KOPRIVNICA;30;1223;804;804;793;11;0;0;1;3;1;1;1;1;170;1;1;32;93;4;17;54;0;0;4;4;1;389;14;1;;;
KOPRIVNICA;31;638;345;345;340;5;1;0;0;3;1;0;0;2;87;0;0;17;88;3;11;23;0;0;0;0;0;100;4;0;;;
KOPRIVNICA;32;936;595;595;591;4;0;0;1;4;1;0;0;1;126;0;0;20;102;3;16;28;0;0;0;3;0;283;2;1;;;
KOPRIVNICA;33;791;472;472;469;3;0;0;0;2;0;1;0;0;94;1;1;15;70;1;23;16;2;0;1;2;0;237;1;2;;;
KOPRIVNICA;34;697;533;533;524;9;1;2;0;0;3;0;0;0;117;2;1;27;55;1;4;18;1;0;1;5;2;281;2;1;;;
KOPRIVNICA;35;613;481;481;479;2;0;1;1;0;2;0;1;0;72;2;0;23;33;2;6;21;2;0;0;0;1;299;8;5;;;
KOPRIVNICA;36;580;463;463;457;6;0;0;0;2;3;0;0;1;82;0;1;18;40;3;10;18;1;0;1;2;0;269;4;2;;;
KOPRIVNICA;37;635;464;464;455;9;0;2;0;0;0;1;0;2;101;3;0;25;48;0;9;35;0;0;2;1;1;214;8;3;;;
KRIŽEVCI;1;785;515;515;500;15;0;0;2;7;5;0;1;3;103;0;3;18;75;3;15;26;0;0;1;1;1;227;7;2;;;
KRIŽEVCI;2;414;255;255;251;4;0;1;0;0;0;0;0;3;48;0;0;17;46;0;5;15;0;0;0;0;1;113;0;2;;;
KRIŽEVCI;3;475;332;331;328;3;0;2;0;1;7;0;0;5;79;0;4;20;45;0;9;25;0;0;1;1;0;122;7;0;;;
KRIŽEVCI;4;804;487;487;479;8;1;0;3;4;7;0;1;3;81;0;3;19;70;1;7;32;4;0;3;1;1;234;2;2;;;
KRIŽEVCI;5;840;518;516;512;4;1;0;1;2;6;0;1;2;80;0;0;27;76;4;18;29;0;1;0;2;0;253;6;3;;;
KRIŽEVCI;6;694;430;430;429;1;1;2;1;0;6;0;0;6;101;1;0;21;78;4;7;17;0;0;2;0;0;180;1;1;;;
KRIŽEVCI;7;681;473;473;468;5;0;2;1;0;2;0;0;4;101;1;0;30;53;1;15;21;1;0;1;3;1;230;0;1;;;
KRIŽEVCI;8;800;595;561;558;3;0;0;0;1;4;0;1;1;115;4;0;33;66;2;21;43;2;0;0;8;0;248;7;2;;;
KRIŽEVCI;9;883;632;632;625;7;0;0;5;3;3;0;2;8;111;0;0;27;96;4;12;26;0;0;0;0;1;320;5;2;;;
KRIŽEVCI;10;740;541;541;535;6;0;1;1;4;3;0;3;2;98;3;1;26;70;3;12;25;0;0;1;1;0;275;2;4;;;
KRIŽEVCI;11;184;128;128;126;2;0;1;0;0;1;0;0;4;23;0;0;5;31;3;3;5;0;0;0;0;0;48;0;2;;;
KRIŽEVCI;12;692;381;381;373;8;0;2;2;2;1;0;1;10;53;0;0;19;122;4;6;19;0;0;0;0;1;122;5;4;;;
KRIŽEVCI;13;602;359;356;351;5;0;0;2;0;3;0;1;11;59;0;0;10;117;4;6;19;0;0;0;3;0;114;1;1;;;
KRIŽEVCI;14;678;474;474;473;1;0;1;5;1;5;0;1;8;116;1;0;25;98;0;13;24;0;0;0;1;1;168;4;1;;;
KRIŽEVCI;15;783;505;505;502;3;0;0;0;3;6;0;1;5;101;2;0;21;110;4;9;20;0;0;3;0;1;207;8;1;;;
KRIŽEVCI;16;155;98;98;98;0;0;0;2;0;0;0;0;0;28;0;0;2;29;1;1;6;0;0;0;0;0;29;0;0;;;
KRIŽEVCI;17;328;177;177;175;2;0;1;3;0;1;0;0;6;51;0;1;7;61;1;2;7;1;0;0;0;0;33;0;0;;;
KRIŽEVCI;18;186;116;116;114;2;0;0;0;0;0;0;0;1;34;1;0;4;36;0;2;5;0;0;0;1;0;29;0;1;;;
KRIŽEVCI;19;263;155;155;149;6;2;0;0;0;1;1;0;0;27;0;0;11;37;1;4;7;0;0;0;1;1;52;4;0;;;
KRIŽEVCI;20;251;156;156;152;4;0;2;5;2;0;0;1;2;38;0;0;3;57;0;3;8;0;0;0;0;0;27;3;1;;;
KRIŽEVCI;21;455;255;252;247;5;2;0;6;1;0;1;0;3;79;0;0;3;90;0;2;9;0;0;0;0;0;46;4;1;;;
KRIŽEVCI;22;76;59;59;59;0;2;0;0;0;0;0;0;0;36;0;0;0;14;0;0;1;0;0;0;0;0;6;0;0;;;
KRIŽEVCI;23;85;56;56;55;1;1;0;1;0;0;0;1;1;29;0;0;0;15;1;1;0;0;0;0;0;0;5;0;0;;;
KRIŽEVCI;24;184;134;134;128;6;0;0;3;0;0;1;0;1;19;0;0;6;23;0;2;11;0;1;0;1;0;58;1;1;;;
KRIŽEVCI;25;288;177;177;172;5;0;0;15;0;1;0;0;1;22;2;0;8;55;0;5;4;0;0;1;0;1;56;1;0;;;
KRIŽEVCI;26;162;119;119;114;5;0;2;1;0;0;0;0;3;39;1;0;1;48;0;0;0;0;0;0;0;0;19;0;0;;;
KRIŽEVCI;27;113;88;88;87;1;0;0;0;0;0;0;0;2;28;0;0;0;28;0;2;2;0;0;0;0;0;25;0;0;;;
KRIŽEVCI;28;233;147;147;141;6;0;1;2;0;0;2;0;5;41;1;0;2;53;0;0;2;0;0;0;0;0;31;1;0;;;
KRIŽEVCI;29;130;87;87;84;3;0;0;4;0;0;0;0;1;32;0;0;2;21;0;1;4;0;1;0;0;0;18;0;0;;;
KRIŽEVCI;30;160;114;114;113;1;0;0;1;0;0;0;0;6;22;0;0;6;41;2;2;2;0;0;0;2;1;28;0;0;;;
KRIŽEVCI;31;162;113;113;108;5;0;0;3;0;0;2;0;4;15;0;0;6;40;0;0;1;0;0;0;0;0;37;0;0;;;
KRIŽEVCI;32;416;207;207;201;6;0;0;0;0;1;0;1;13;77;0;0;5;56;1;5;10;1;0;0;0;0;31;0;0;;;
KRIŽEVCI;33;77;47;47;47;0;0;0;1;0;0;0;1;2;3;0;0;0;34;0;1;2;0;0;0;0;0;3;0;0;;;
KRIŽEVCI;34;172;137;137;135;2;0;0;14;0;2;0;0;4;46;0;0;2;35;2;2;3;0;0;0;0;0;23;1;1;;;
KRIŽEVCI;35;269;185;185;184;1;0;1;0;2;0;1;0;5;90;0;3;8;39;2;4;4;0;0;0;0;0;23;0;2;;;
