Grad/opæina;Redni broj biraèkog mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: MILAN ŽUPANÈIÆ, prof.                                        ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH, HRVATSKA RADNIÈKA STRANKA - HRS, ZELENA STRANKA - ZS, Nositelj liste: ZLATKO KLARIÆ, prof.;AUTOHTONA-HRVATSKA SELJAÈKA STRANKA - A-HSS, Nositelj liste: JASENKO STIPAC, dipl.ing.                         ;DEMOKRATSKA STRANKA ŽENA - DSŽ, ZELENI HRVATSKE - ZELENI HR, Nositelj liste: MARIJA JELINÈIÆ;DEMOKRATSKI CENTAR - DC, ZELENA STRANKA-ZELENA ALTERNATIVA - ZELENI, Nositelj liste: VESNA ŠKARE OŽBOLT, dipl.iur.;GOSPODARSKA STRANKA - GS, Nositelj liste: STJEPAN GNJEÈ                                            ;HRVATSKA ÈISTA STRANKA PRAVA - HÈSP, Nositelj liste: JOSIP MILJAK                                   ;HRVATSKA DEMOKRATSKA SELJAÈKA STRANKA - HDSS, Nositelj liste: MLADEN KEŠER;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, Nositelj liste: dr.sc. IVO SANADER                                 ;HRVATSKA KRŠÆANSKA DEMOKRATSKA STRANKA - HKDS, KRŠÆANSKA SOCIJALNA UNIJA - KSU, Nositelj liste: SEBASTIJAN PALIÆ;HRVATSKA KRŠÆANSKA DEMOKRATSKA UNIJA - HKDU, Nositelj liste: dr.sc. MARKO VESELICA;HRVATSKA NARODNA STRANKA-LIBERALNI DEMOKRATI - HNS, Nositelj liste: RADIMIR ÈAÈIÆ                    ;HRVATSKA SELJAÈKA STRANKA - HSS, HRVATSKA SOCIJALNO LIBERALNA STRANKA - HSLS, Nositelj liste: JOSIP FRIŠÈIÆ;HRVATSKA STRANKA MLADIH - HSM, Nositelj liste: VLADIMIR SEVER                                       ;HRVATSKA STRANKA PRAVA - HSP, Nositelj liste: ANTO ÐAPIÆ;HRVATSKA STRANKA UMIROVLJENIKA - HSU, Nositelj liste: mr.sc. VLADIMIR JORDAN                    ;HRVATSKI PRAVAŠI-HRVATSKI PRAVAŠKI POKRET - HP-HPP, Nositelj liste: DRAŽEN KELEMINEC;HRVATSKI ZBOR - ZBOR, Nositelj liste: GRGO-TOMISLAV ANTIÈIÆ;JEDINO HRVATSKA-POKRET ZA HRVATSKU - JEDINO HRVATSKA, Nositelj liste: MILAN KOVAÈ;LJEVICA HRVATSKE - LJEVICA, SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP, HRVATSKI SOCIJALDEMOKRATI - HSD, ISTARSKI SOCIJALDEMOKRATSKI FORUM-FORO SOCIAL DEMOCRATICO ISTRIANO - ISDF-FSDI, Nositelj liste: VLADIMIR BEBIÆ, dipl. politolog;NEOVISNA LISTA, Nositelj liste: BRANKO STOJKOVIÆ                                ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, Nositelj liste: ZORAN MILANOVIÆ;STRANKA UMIROVLJENIKA - SU, Nositelj liste: JOSIP ŠUNIÆ;ZELENA LISTA, Nositelj liste: DARKO STOŠIÆ                                                         ;;;
KRIŽEVCI;36;320;170;170;166;4;0;0;8;0;1;0;0;3;55;1;0;5;31;1;3;3;2;0;1;2;0;45;1;4;;;
KRIŽEVCI;37;390;231;231;229;2;1;3;13;1;3;0;0;5;58;1;0;9;50;1;10;3;0;0;0;1;0;69;1;0;;;
KRIŽEVCI;38;148;119;119;115;4;0;0;1;0;0;0;0;3;46;0;2;1;49;0;4;1;0;0;0;0;0;6;2;0;;;
KRIŽEVCI;39;158;125;122;118;4;0;0;0;0;0;1;0;2;10;0;0;0;38;1;2;7;1;0;0;0;0;55;1;0;;;
KRIŽEVCI;40;124;83;83;83;0;0;0;1;0;0;0;0;4;8;2;0;2;41;0;0;0;0;0;0;0;0;25;0;0;;;
KRIŽEVCI;41;291;208;208;205;3;0;0;2;1;0;1;0;17;29;2;0;2;85;2;2;6;2;0;0;0;0;52;2;0;;;
KRIŽEVCI;42;162;124;124;123;1;0;0;5;1;1;0;0;3;27;0;0;0;38;2;4;2;0;0;0;2;0;38;0;0;;;
KRIŽEVCI;43;272;130;130;130;0;0;0;1;0;0;0;0;2;55;0;0;3;45;0;4;6;0;0;0;0;0;14;0;0;;;
KRIŽEVCI;44;181;142;142;139;3;0;1;0;1;0;0;0;2;23;2;0;3;38;1;0;7;0;0;0;0;0;60;0;1;;;
KRIŽEVCI;45;73;65;65;64;1;0;0;1;0;0;0;0;2;13;0;1;2;29;0;2;1;1;0;0;0;0;12;0;0;;;
KRIŽEVCI;46;191;117;117;115;2;0;0;0;0;1;0;0;8;11;0;0;0;63;0;3;5;0;0;0;0;0;23;0;1;;;
KRIŽEVCI;47;121;84;84;84;0;0;0;0;0;2;0;0;0;23;0;0;0;35;0;1;3;0;0;0;0;0;20;0;0;;;
KRIŽEVCI;48;73;53;53;50;3;0;0;1;0;1;0;0;1;21;0;1;1;22;0;0;0;0;0;0;1;0;1;0;0;;;
KRIŽEVCI;49;143;103;103;102;1;0;0;1;0;0;0;0;0;20;0;0;5;55;0;1;1;0;0;0;0;0;19;0;0;;;
KRIŽEVCI;50;335;222;222;219;3;0;1;1;0;2;0;0;3;30;0;0;4;86;2;4;4;0;0;0;0;1;78;2;1;;;
KRIŽEVCI;51;253;127;127;126;1;0;0;1;0;0;0;0;1;14;0;0;6;49;1;2;7;0;0;0;0;0;44;0;1;;;
KRIŽEVCI;52;98;63;63;63;0;0;0;0;0;0;0;0;0;17;0;0;0;31;0;0;0;0;0;0;0;0;15;0;0;;;
KRIŽEVCI;53;102;80;80;76;4;0;0;2;0;0;0;0;0;3;0;0;5;30;0;1;0;0;0;0;0;0;33;2;0;;;
KRIŽEVCI;54;411;274;236;233;3;1;3;2;1;1;1;0;9;52;1;0;7;70;3;2;13;0;0;0;1;0;65;0;1;;;
KRIŽEVCI;55;97;60;60;58;2;1;0;0;0;0;0;0;5;5;0;0;0;41;0;0;0;0;0;1;0;0;4;0;1;;;
SVETI IVAN ZELINA;1;1066;728;728;709;19;2;3;2;0;2;1;1;2;160;0;0;60;55;6;16;44;1;0;0;0;4;339;8;3;;;
SVETI IVAN ZELINA;2;748;463;463;456;7;0;3;1;7;1;0;0;1;168;0;2;27;30;3;16;16;1;0;1;0;3;168;8;0;;;
SVETI IVAN ZELINA;3;606;392;392;391;1;0;1;2;2;0;2;3;1;124;3;1;42;27;4;7;10;1;0;0;0;1;153;3;4;;;
SVETI IVAN ZELINA;4;63;52;52;52;0;0;0;1;0;1;0;0;0;7;0;0;1;5;0;1;8;0;0;1;0;0;24;1;2;;;
SVETI IVAN ZELINA;5;120;80;80;80;0;0;0;2;1;0;0;0;2;19;1;1;3;13;0;2;3;0;0;0;0;0;30;1;2;;;
SVETI IVAN ZELINA;6;832;496;496;482;14;0;3;2;1;2;0;1;1;169;2;0;38;38;1;16;26;0;0;0;0;0;168;10;4;;;
SVETI IVAN ZELINA;7;209;143;143;142;1;0;0;2;0;0;0;0;0;34;0;1;8;29;5;5;2;0;0;1;0;0;53;2;0;;;
SVETI IVAN ZELINA;8;323;169;169;167;2;0;0;4;1;1;0;1;1;63;0;0;5;29;0;3;5;0;0;1;0;0;52;0;1;;;
SVETI IVAN ZELINA;9;257;148;148;148;0;1;0;1;0;0;0;0;1;27;1;0;7;30;1;3;2;0;0;0;0;0;74;0;0;;;
SVETI IVAN ZELINA;10;355;222;222;213;9;0;0;0;1;2;0;0;0;62;0;0;15;21;3;4;10;1;0;3;0;0;83;6;2;;;
SVETI IVAN ZELINA;11;223;142;142;136;6;0;0;0;2;3;0;0;0;39;0;0;2;11;4;12;3;1;0;0;0;1;57;1;0;;;
SVETI IVAN ZELINA;12;87;58;58;58;0;0;0;0;0;0;0;1;3;13;0;0;3;13;0;1;6;0;0;0;0;0;15;1;2;;;
SVETI IVAN ZELINA;13;696;375;375;371;4;0;3;0;4;1;0;0;2;136;0;0;13;28;6;17;14;0;0;0;0;0;143;3;1;;;
SVETI IVAN ZELINA;14;535;301;301;293;8;0;1;3;2;1;1;0;2;130;0;0;12;73;3;8;4;0;0;1;1;1;50;0;0;;;
SVETI IVAN ZELINA;15;320;184;184;182;2;0;0;0;0;1;1;0;0;36;1;0;8;72;0;1;9;0;0;0;0;0;51;2;0;;;
SVETI IVAN ZELINA;16;137;87;87;84;3;0;1;0;0;1;0;0;0;25;0;0;6;25;1;0;1;0;0;0;1;0;23;0;0;;;
SVETI IVAN ZELINA;17;329;204;204;202;2;0;0;1;0;0;0;0;0;33;1;0;2;134;0;4;0;0;0;0;0;0;27;0;0;;;
SVETI IVAN ZELINA;18;343;200;200;197;3;2;2;5;0;0;0;0;3;32;0;0;6;104;0;3;4;0;0;0;0;0;32;4;0;;;
SVETI IVAN ZELINA;19;407;279;279;275;4;0;1;2;0;2;0;0;1;77;2;0;6;99;3;7;10;0;0;1;0;0;63;1;0;;;
SVETI IVAN ZELINA;20;498;267;267;260;7;0;1;1;3;5;0;1;0;96;1;0;10;34;4;2;13;0;1;0;1;0;83;4;0;;;
SVETI IVAN ZELINA;21;122;62;62;60;2;0;1;0;0;1;0;0;1;19;0;0;5;12;0;0;0;0;1;0;0;0;18;1;1;;;
SVETI IVAN ZELINA;22;155;123;123;121;2;2;0;1;0;0;0;0;2;27;0;0;1;36;2;0;1;0;0;0;0;0;49;0;0;;;
SVETI IVAN ZELINA;23;138;70;70;69;1;0;0;2;0;0;0;1;0;19;0;0;3;18;0;1;4;0;0;0;0;0;15;6;0;;;
SVETI IVAN ZELINA;24;78;50;50;48;2;0;0;0;0;2;0;1;2;11;0;0;3;14;1;7;1;0;0;0;0;0;6;0;0;;;
SVETI IVAN ZELINA;25;164;122;122;121;1;0;0;2;0;0;0;0;0;17;0;0;7;59;0;0;7;0;0;0;2;0;25;0;2;;;
SVETI IVAN ZELINA;26;294;176;176;175;1;0;0;0;1;1;1;1;0;46;0;0;4;62;3;2;3;0;0;0;0;0;49;2;0;;;
SVETI IVAN ZELINA;27;78;58;58;57;1;0;0;1;0;0;0;0;0;12;0;1;6;18;0;1;1;0;0;0;0;1;15;1;0;;;
SVETI IVAN ZELINA;28;363;203;203;201;2;0;0;0;2;1;1;1;0;90;0;4;0;22;0;3;8;0;0;1;0;1;64;3;0;;;
SVETI IVAN ZELINA;29;87;45;45;45;0;0;0;2;0;0;0;0;1;10;0;0;3;16;1;0;1;0;0;0;0;0;10;1;0;;;
SVETI IVAN ZELINA;30;338;181;181;177;4;0;1;0;1;0;1;1;0;67;3;1;9;30;5;2;2;1;0;0;0;0;48;2;3;;;
SVETI IVAN ZELINA;31;202;149;149;146;3;0;0;1;1;1;0;0;0;37;0;0;14;18;4;3;8;0;0;0;2;0;54;3;0;;;
SVETI IVAN ZELINA;32;459;286;286;285;1;0;1;0;0;5;0;0;0;84;0;2;25;25;3;3;6;0;3;1;2;1;121;3;0;;;
SVETI IVAN ZELINA;33;444;300;300;295;5;0;0;1;1;2;0;0;4;88;0;0;15;23;7;11;11;0;0;1;1;2;128;0;0;;;
SVETI IVAN ZELINA;34;213;144;144;142;2;0;1;1;1;2;0;0;4;34;0;0;5;33;1;2;6;0;0;0;0;0;50;1;1;;;
SVETI IVAN ZELINA;35;330;214;214;209;5;0;1;0;1;0;0;0;3;96;1;0;15;14;1;1;4;0;0;1;0;0;65;6;0;;;
SVETI IVAN ZELINA;36;151;86;86;83;3;1;0;0;1;0;0;0;0;20;0;0;1;14;2;0;3;0;0;0;0;0;40;1;0;;;
SVETI IVAN ZELINA;37;65;57;57;57;0;0;0;0;0;0;0;0;1;27;1;0;2;8;1;1;1;0;0;0;0;0;15;0;0;;;
SVETI IVAN ZELINA;38;267;171;171;166;5;0;1;1;0;2;0;0;0;33;1;1;9;64;2;1;8;0;1;0;0;1;38;2;1;;;
SVETI IVAN ZELINA;39;329;223;223;223;0;0;0;2;3;0;0;0;1;66;1;0;28;67;0;1;10;0;0;1;0;1;41;1;0;;;
SVETI IVAN ZELINA;40;176;122;122;119;3;0;0;0;0;0;0;0;1;48;0;0;8;15;1;6;4;0;0;0;0;0;33;3;0;;;
SVETI IVAN ZELINA;41;241;153;153;150;3;0;0;2;1;0;0;0;0;60;1;0;14;32;1;1;5;0;0;1;0;0;30;2;0;;;
SVETI IVAN ZELINA;42;135;58;58;58;0;0;0;0;0;0;0;0;0;33;1;0;3;8;0;1;2;0;0;0;0;1;8;0;1;;;
SVETI IVAN ZELINA;43;147;81;81;80;1;0;0;1;0;0;0;0;0;35;0;0;8;15;1;1;2;0;0;0;0;0;14;3;0;;;
SVETI IVAN ZELINA;44;121;86;86;86;0;0;0;2;0;0;0;1;0;23;1;2;8;17;1;1;0;0;0;2;1;0;27;0;0;;;
SVETI IVAN ZELINA;45;209;142;142;140;2;0;1;0;0;0;1;0;2;43;0;0;8;15;0;0;5;1;1;0;0;0;60;3;0;;;
SVETI IVAN ZELINA;46;224;156;156;151;5;0;0;0;0;0;0;2;0;52;1;3;6;23;1;2;5;0;0;0;1;2;52;1;0;;;
SVETI IVAN ZELINA;47;130;94;94;92;2;0;0;1;0;0;0;0;4;21;0;0;5;12;1;1;2;1;0;0;0;3;41;0;0;;;
SVETI IVAN ZELINA;48;180;117;117;114;3;0;1;0;0;0;0;1;0;54;0;0;7;20;0;0;5;0;0;0;0;1;25;0;0;;;
SVETI IVAN ZELINA;49;161;107;107;106;1;0;0;0;0;0;0;0;0;59;0;0;15;11;1;2;2;0;0;0;0;0;10;6;0;;;
SVETI IVAN ZELINA;50;105;89;89;88;1;0;0;1;0;0;0;0;0;39;0;0;5;10;0;1;3;0;0;0;1;0;28;0;0;;;
VRBOVEC;1;712;549;549;546;3;0;2;0;2;3;2;0;0;139;1;1;47;52;5;8;38;0;0;2;0;0;241;1;2;;;
VRBOVEC;2;397;261;261;260;1;0;0;0;1;0;0;0;0;79;0;2;21;25;2;0;20;0;0;0;0;0;105;2;3;;;
VRBOVEC;3;398;267;267;259;8;0;1;0;0;2;0;1;3;51;0;0;17;26;3;5;22;0;0;1;1;1;124;1;0;;;
VRBOVEC;4;709;470;470;465;5;1;1;1;3;5;0;0;5;105;0;1;56;48;0;17;31;0;0;4;4;0;173;6;4;;;
VRBOVEC;5;642;394;394;390;4;0;2;5;3;3;1;0;2;100;0;1;33;38;6;6;20;1;1;3;1;1;161;2;0;;;
VRBOVEC;6;1526;1011;1011;996;15;0;2;3;9;3;1;0;4;278;0;1;100;95;5;16;44;0;1;1;2;3;414;10;4;;;
VRBOVEC;7;317;229;229;225;4;0;0;0;2;1;0;0;1;56;0;0;19;29;2;0;14;0;0;0;1;0;92;7;1;;;
VRBOVEC;8;486;307;307;303;4;1;2;0;0;1;0;0;2;84;0;1;27;24;1;12;16;2;1;0;3;1;117;6;2;;;
VRBOVEC;9;806;440;440;437;3;0;1;0;2;1;0;1;4;122;1;0;66;34;2;19;26;0;0;2;0;0;146;5;5;;;
VRBOVEC;10;104;58;58;58;0;0;1;0;1;0;1;0;2;29;0;0;1;2;0;4;1;0;0;0;0;1;13;1;1;;;
VRBOVEC;11;795;540;540;535;5;0;3;2;2;2;0;0;4;162;0;2;44;52;7;12;30;0;2;4;0;1;196;9;1;;;
VRBOVEC;12;178;132;132;132;0;1;0;3;0;1;0;0;5;36;0;0;5;29;2;4;4;1;0;2;0;0;37;2;0;;;
VRBOVEC;13;486;305;305;298;7;1;2;1;0;4;0;0;0;125;1;1;64;26;1;8;13;0;0;1;0;0;44;6;0;;;
VRBOVEC;14;361;217;217;214;3;1;0;0;1;1;0;2;7;38;0;0;16;45;1;2;12;1;1;0;1;0;82;2;1;;;
VRBOVEC;15;368;231;231;225;6;0;0;2;1;1;0;0;4;111;0;0;4;43;4;1;27;0;0;0;0;0;26;1;0;;;
VRBOVEC;16;153;98;98;93;5;0;1;0;0;1;0;0;3;39;0;0;5;8;2;6;3;0;0;0;0;0;25;0;0;;;
VRBOVEC;17;127;100;100;98;2;0;0;0;0;1;0;0;0;26;0;0;7;12;0;1;4;0;0;0;1;4;42;0;0;;;
VRBOVEC;18;252;152;152;151;1;0;0;1;0;0;0;0;0;31;1;1;54;25;0;4;13;0;0;0;0;0;21;0;0;;;
VRBOVEC;19;139;111;111;111;0;0;0;0;0;0;0;0;1;39;0;0;30;24;0;1;3;0;0;0;0;0;13;0;0;;;
VRBOVEC;20;163;101;101;98;3;0;0;0;0;0;0;1;2;25;0;0;21;13;3;2;5;1;0;0;0;0;24;1;0;;;
VRBOVEC;21;114;80;80;77;3;0;0;0;0;3;1;0;4;23;1;0;13;10;0;0;2;0;0;0;0;0;20;0;0;;;
VRBOVEC;22;94;62;62;61;1;0;0;2;0;0;0;0;0;24;0;0;5;3;1;0;3;0;0;0;0;0;23;0;0;;;
VRBOVEC;23;151;93;93;92;1;0;0;0;0;3;0;0;0;22;0;1;12;14;4;1;5;3;0;1;0;0;24;2;0;;;
VRBOVEC;24;116;89;89;89;0;1;0;0;0;0;0;0;0;26;0;0;3;17;1;4;10;0;0;1;0;0;23;1;2;;;
VRBOVEC;25;150;123;123;123;0;0;0;2;1;0;0;0;3;55;0;0;8;16;0;2;6;1;1;0;1;0;27;0;0;;;
VRBOVEC;26;94;74;74;74;0;0;0;1;0;0;0;0;0;16;0;0;4;13;2;5;2;0;1;1;0;1;23;4;1;;;
VRBOVEC;27;107;73;73;71;2;0;0;0;0;0;0;0;1;21;0;0;3;13;1;2;12;0;0;0;1;0;15;2;0;;;
VRBOVEC;28;859;531;531;524;7;1;0;2;0;4;1;0;3;184;2;0;28;43;7;11;34;1;0;3;2;2;180;10;6;;;
VRBOVEC;29;281;178;178;175;3;0;0;2;0;0;0;0;0;39;0;0;29;17;0;6;18;0;0;0;1;1;59;3;0;;;
VRBOVEC;30;122;70;70;69;1;0;0;0;0;0;0;0;0;20;0;0;2;6;1;2;8;0;0;0;0;0;28;1;1;;;
VRBOVEC;31;95;67;67;66;1;0;0;1;0;0;0;0;0;28;0;0;3;20;0;0;8;0;0;0;0;0;6;0;0;;;
VRBOVEC;32;340;235;235;232;3;0;0;1;0;3;0;1;4;56;2;0;55;47;2;9;7;0;3;1;0;1;39;0;1;;;
VRBOVEC;33;134;107;107;107;0;0;1;0;0;0;0;0;0;23;0;0;19;25;0;5;14;0;0;0;0;0;18;1;1;;;
VRBOVEC;34;66;53;53;53;0;0;0;1;0;0;0;0;11;9;0;0;2;10;2;1;2;0;0;0;0;0;14;1;0;;;
VRBOVEC;35;104;59;59;57;2;0;0;0;0;0;0;0;1;11;3;0;8;6;1;4;8;0;0;0;0;0;13;0;2;;;
VRBOVEC;36;150;95;95;95;0;0;0;1;1;1;0;0;2;19;0;0;5;13;0;2;23;1;0;0;1;0;26;0;0;;;
VRBOVEC;37;147;87;87;87;0;0;0;0;2;0;0;0;0;33;0;0;1;19;0;3;4;0;0;0;0;0;24;1;0;;;
VRBOVEC;38;113;82;82;77;5;0;0;1;0;0;0;0;1;13;0;0;1;17;0;1;3;1;0;0;0;0;34;4;1;;;
VRBOVEC;39;88;80;80;80;0;0;0;0;0;0;0;1;0;55;0;0;7;5;0;0;1;0;0;0;0;0;8;3;0;;;
VRBOVEC;40;51;34;34;34;0;0;0;1;0;0;0;0;0;6;0;0;17;3;0;0;0;0;0;0;0;0;7;0;0;;;
ZAGREB-ISTOÈNI DIO;1;1705;1160;1159;1145;14;0;6;2;1;9;2;3;0;386;1;1;85;65;12;27;71;0;1;15;1;2;438;9;8;;;
ZAGREB-ISTOÈNI DIO;2;1761;1174;1173;1165;8;3;9;1;5;23;0;2;1;408;3;1;69;41;15;35;75;1;0;13;3;5;425;20;7;;;
ZAGREB-ISTOÈNI DIO;3;1512;996;996;990;6;0;9;1;8;6;2;3;1;319;4;3;48;32;8;21;66;0;5;5;6;2;414;21;6;;;
ZAGREB-ISTOÈNI DIO;4;1548;961;961;949;12;1;3;3;8;7;0;3;1;361;4;5;37;38;4;27;51;1;0;7;4;2;367;13;2;;;
ZAGREB-ISTOÈNI DIO;5;1681;1106;1106;1097;9;0;5;0;7;9;2;7;0;327;0;1;66;40;14;29;67;2;0;8;1;2;488;17;5;;;
ZAGREB-ISTOÈNI DIO;6;1723;750;734;723;11;1;3;0;4;5;2;0;2;390;18;5;4;16;6;53;12;0;1;4;1;0;195;1;0;;;
ZAGREB-ISTOÈNI DIO;7;1234;830;830;818;12;0;5;4;7;11;1;1;1;239;2;6;42;32;14;28;54;0;0;8;3;2;333;17;8;;;
ZAGREB-ISTOÈNI DIO;8;1278;719;718;704;14;1;3;0;6;3;2;2;1;238;4;2;27;25;6;15;35;0;1;4;4;0;310;11;4;;;
ZAGREB-ISTOÈNI DIO;9;1405;945;945;937;8;2;3;1;5;9;2;2;3;325;9;5;46;60;9;23;49;1;0;2;3;0;364;6;8;;;
ZAGREB-ISTOÈNI DIO;10;1409;945;945;923;22;0;3;0;4;11;0;8;0;328;7;4;40;47;7;44;53;1;3;9;1;3;318;16;16;;;
ZAGREB-ISTOÈNI DIO;11;1403;838;838;831;7;1;0;1;5;12;0;3;2;315;14;3;38;25;8;26;42;2;0;2;1;0;316;10;5;;;
ZAGREB-ISTOÈNI DIO;12;1286;828;828;820;8;0;2;2;1;7;0;2;0;280;4;2;43;28;7;21;54;0;0;11;3;3;334;6;10;;;
ZAGREB-ISTOÈNI DIO;13;1292;854;854;838;16;2;0;2;7;13;3;3;5;285;8;4;47;51;4;22;40;1;0;5;2;1;293;18;22;;;
ZAGREB-ISTOÈNI DIO;14;1145;760;760;745;15;0;5;3;6;7;2;1;1;189;0;1;36;31;17;20;50;0;0;5;1;0;353;15;2;;;
ZAGREB-ISTOÈNI DIO;15;1146;701;696;686;10;0;3;2;7;7;2;0;1;194;1;2;34;30;5;15;40;0;0;4;0;0;322;12;5;;;
ZAGREB-ISTOÈNI DIO;16;1177;815;815;809;6;1;6;2;4;11;0;0;2;196;0;1;62;26;7;16;69;1;0;3;5;2;379;11;5;;;
ZAGREB-ISTOÈNI DIO;17;1080;709;709;704;5;0;7;0;1;8;2;0;2;182;1;0;30;42;8;21;74;1;0;2;4;0;308;6;5;;;
ZAGREB-ISTOÈNI DIO;18;1317;858;858;844;14;2;8;0;6;8;2;1;2;251;7;3;45;46;7;25;60;1;1;10;3;4;339;7;6;;;
ZAGREB-ISTOÈNI DIO;19;1246;910;910;900;10;2;8;0;1;8;1;1;1;196;3;2;56;39;9;16;70;1;0;13;4;0;448;15;6;;;
ZAGREB-ISTOÈNI DIO;20;1607;1043;1043;1032;11;0;2;1;9;6;0;1;5;396;6;4;66;49;7;40;55;2;0;13;2;4;335;16;13;;;
ZAGREB-ISTOÈNI DIO;21;1635;1014;1014;982;32;1;7;2;6;7;1;0;2;337;10;2;36;67;16;26;50;1;0;9;0;2;378;10;12;;;
ZAGREB-ISTOÈNI DIO;22;1257;807;807;798;9;7;4;0;1;2;0;1;3;294;4;3;35;45;9;44;40;0;1;6;1;0;290;4;4;;;
ZAGREB-ISTOÈNI DIO;23;1389;829;829;807;22;0;6;2;6;18;0;0;1;293;4;4;26;51;6;25;55;0;0;6;2;0;286;12;4;;;
ZAGREB-ISTOÈNI DIO;24;1389;817;817;812;5;0;0;1;4;7;0;4;3;426;7;5;31;20;9;38;17;0;0;18;2;4;206;5;5;;;
ZAGREB-ISTOÈNI DIO;25;1389;730;730;720;10;0;7;0;1;1;1;2;2;424;1;2;24;24;5;43;16;3;0;12;0;1;149;1;1;;;
ZAGREB-ISTOÈNI DIO;26;763;519;519;512;7;1;2;0;6;6;1;0;0;214;2;1;16;19;1;16;31;0;0;0;3;0;184;7;2;;;
ZAGREB-ISTOÈNI DIO;27;1330;741;741;722;19;4;1;0;9;3;0;0;3;384;14;1;19;40;3;23;17;0;0;4;1;0;188;5;3;;;
ZAGREB-ISTOÈNI DIO;28;1210;769;769;762;7;1;4;4;2;6;1;0;3;213;5;2;37;115;5;23;40;1;1;2;1;2;277;14;3;;;
ZAGREB-ISTOÈNI DIO;29;309;200;200;195;5;0;2;1;0;0;0;0;1;57;1;0;8;37;2;11;4;0;0;0;0;1;57;11;2;;;
ZAGREB-ISTOÈNI DIO;30;400;214;214;212;2;0;1;0;1;2;1;0;0;49;2;2;10;43;6;5;6;0;0;0;1;0;80;3;0;;;
ZAGREB-ISTOÈNI DIO;31;248;154;154;153;1;1;2;2;0;3;2;0;0;47;0;1;5;22;4;3;7;0;0;0;0;0;51;2;1;;;
ZAGREB-ISTOÈNI DIO;32;167;127;127;126;1;0;0;0;0;1;0;1;0;45;0;0;6;13;1;4;1;0;0;0;0;0;53;1;0;;;
ZAGREB-ISTOÈNI DIO;33;1183;749;749;738;11;0;0;4;6;13;0;6;0;239;6;2;29;67;12;28;31;2;0;5;4;1;264;15;4;;;
ZAGREB-ISTOÈNI DIO;34;1287;776;776;753;23;1;2;9;3;13;0;2;4;226;3;3;20;70;11;24;34;1;0;2;0;1;307;14;3;;;
ZAGREB-ISTOÈNI DIO;35;1235;735;735;727;8;2;2;1;6;4;0;4;5;284;0;1;35;35;6;18;30;3;1;2;1;2;270;12;3;;;
ZAGREB-ISTOÈNI DIO;36;1206;703;703;691;12;0;0;0;7;7;1;1;0;296;2;0;30;23;8;16;14;0;1;18;4;2;252;3;6;;;
ZAGREB-ISTOÈNI DIO;37;1052;604;604;597;7;1;4;2;3;6;0;2;4;209;0;3;22;54;8;22;29;1;0;9;3;3;198;9;5;;;
ZAGREB-ISTOÈNI DIO;38;1107;619;617;606;11;0;3;1;4;9;1;2;0;275;1;2;25;43;3;23;31;1;0;8;0;2;162;7;3;;;
ZAGREB-ISTOÈNI DIO;39;1308;761;761;751;10;3;4;4;3;7;0;2;4;265;3;3;18;71;8;18;45;0;0;9;6;3;253;17;5;;;
ZAGREB-ISTOÈNI DIO;40;608;407;407;399;8;0;2;0;2;8;1;3;1;102;1;0;19;49;5;13;28;0;0;0;0;2;159;2;2;;;
ZAGREB-ISTOÈNI DIO;41;762;453;453;447;6;0;2;0;1;5;0;2;1;174;3;0;16;31;4;20;18;0;0;3;2;2;153;6;4;;;
ZAGREB-ISTOÈNI DIO;42;1781;1080;1080;1062;18;4;8;4;6;10;2;5;2;378;12;4;47;55;16;48;65;2;0;4;5;5;361;14;5;;;
ZAGREB-ISTOÈNI DIO;43;1362;822;822;816;6;0;1;0;3;6;0;4;0;368;3;7;21;38;7;35;32;0;0;12;0;4;260;10;5;;;
ZAGREB-ISTOÈNI DIO;44;1329;761;761;756;5;1;3;1;1;6;1;2;1;339;2;4;41;28;7;23;17;4;0;12;1;1;252;7;2;;;
ZAGREB-ISTOÈNI DIO;45;1049;710;707;691;16;0;1;2;5;3;1;3;3;182;0;1;32;33;7;21;36;1;1;5;4;0;336;13;1;;;
ZAGREB-ISTOÈNI DIO;46;991;593;591;586;5;1;3;1;0;11;0;1;0;252;10;3;30;30;8;22;25;0;1;3;3;0;173;8;1;;;
ZAGREB-ISTOÈNI DIO;47;1274;820;820;813;7;1;3;1;4;6;1;2;1;260;9;5;35;58;11;31;49;0;2;6;1;0;308;10;9;;;
ZAGREB-ISTOÈNI DIO;48;1228;763;763;757;6;1;3;1;5;8;1;1;1;307;5;1;35;37;8;35;32;1;0;4;1;1;250;12;7;;;
ZAGREB-ISTOÈNI DIO;49;1613;1066;1065;1051;14;1;10;1;6;13;1;2;0;418;32;2;39;56;6;34;46;0;0;4;6;3;362;6;3;;;
ZAGREB-ISTOÈNI DIO;50;1685;1142;1103;1087;16;0;4;2;5;11;1;0;5;367;6;1;46;122;6;27;23;1;0;2;4;2;430;14;8;;;
