Grad/opæina;Redni broj biraèkog mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: MARINKO DODIG                                        ;AKCIJA MLADIH - AM, Nositelj liste: DARKO KRNIÆ                                                    ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH, JADRANSKA SOCIJALDEMOKRATSKA STRANKA HRVATSKE - JADRANSKI SOCIJALDEMOKRATI, DEMOKRATSKA STRANKA ŽENA - DSŽ, ZELENA STRANKA - ZS, HRVATSKA RADNIÈKA STRANKA - HRS, Nositelj liste: MATE BULJUBAŠIÆ;AUTOHTONA-HRVATSKA SELJAÈKA STRANKA - A-HSS, Nositelj liste: dr.sc. JOŠKO KOVAÈ, dipl.ing.                         ;DALMATINSKA LIBERALNA STRANKA - DLS, Nositelj liste: ANTE TEŠIJA;DEMOKRATSKI CENTAR - DC, Nositelj liste: VESNA ŠKARE OŽBOLT, dipl.iur.;GOSPODARSKA STRANKA - GS, Nositelj liste: STJEPAN GNJEÈ                                            ;HRVATSKA ÈISTA STRANKA PRAVA - HÈSP, Nositelj liste: LUKA PODRUG, dipl. iur.                                   ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, Nositelj liste: dr.sc. IVO SANADER                                 ;HRVATSKA KRŠÆANSKA DEMOKRATSKA STRANKA - HKDS, KRŠÆANSKA SOCIJALNA UNIJA - KSU, Nositelj liste: PETAR KAÆUNKO;HRVATSKA NARODNA STRANKA-LIBERALNI DEMOKRATI - HNS, Nositelj liste: RADIMIR ÈAÈIÆ                    ;HRVATSKA SELJAÈKA STRANKA - HSS, HRVATSKA SOCIJALNO LIBERALNA STRANKA - HSLS, Nositelj liste: STIPO GABRIÆ;HRVATSKA STRANKA MLADIH - HSM, Nositelj liste: JOSIP JAKOVLJEVIÆ                                        ;HRVATSKA STRANKA PRAVA - HSP, Nositelj liste: ANTO ÐAPIÆ;HRVATSKA STRANKA UMIROVLJENIKA - HSU, Nositelj liste: mr.sc. VLADIMIR JORDAN                    ;HRVATSKI PRAVAŠI-HRVATSKI PRAVAŠKI POKRET - HP-HPP, Nositelj liste: ANITA ÈUDINA, prof. dipl.sociolog;JEDINO HRVATSKA-POKRET ZA HRVATSKU - JEDINO HRVATSKA, Nositelj liste: LJUBICA VRDOLJAK;LJEVICA HRVATSKE - LJEVICA, SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP, ISTARSKI SOCIJALDEMOKRATSKI FORUM-FORO SOCIAL DEMOCRATICO ISTRIANO - ISDF-FSDI, HRVATSKI SOCIJALDEMOKRATI - HSD, Nositelj liste: IVAN NINIÆ;NEOVISNA LISTA, Nositelj liste: mr.sc. ÐULA RUŠINOVIÆ-SUNARA                                 ;NEOVISNA LISTA, Nositelj liste: TONÆI TADIÆ                                 ;NEOVISNA LISTA, Nositelj liste: JURICA TUCAK                                 ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, Nositelj liste: ZORAN MILANOVIÆ;STRANKA UMIROVLJENIKA - SU, Nositelj liste: STANISLAV JELAÈA;ZELENA LISTA, Nositelj liste: IVICA SUMIÆ                                                         ;ZELENI HRVATSKE - ZELENI HR, Nositelj liste: LOVRO RUMORA;;
METKOVIÆ;5;999;684;684;676;8;4;0;0;6;1;1;0;4;360;2;6;159;0;14;29;1;0;0;0;9;0;80;0;0;0;;
METKOVIÆ;6;1362;923;923;907;16;1;1;0;1;0;1;0;4;470;3;6;293;5;10;7;4;1;2;0;14;0;80;1;1;2;;
METKOVIÆ;7;773;576;576;572;4;0;1;1;3;0;0;1;0;281;1;6;171;2;16;1;5;0;1;1;6;0;70;4;0;1;;
METKOVIÆ;8;1429;948;948;931;17;0;0;1;3;0;1;1;3;500;1;11;242;1;17;19;0;1;0;2;12;0;114;2;0;0;;
METKOVIÆ;9;1397;957;957;945;12;0;2;0;1;1;2;1;6;497;0;7;290;3;15;32;1;1;2;1;4;0;74;2;2;1;;
METKOVIÆ;10;1086;757;757;740;17;0;0;1;1;1;0;0;2;379;2;5;217;2;7;23;2;0;1;1;4;0;85;4;3;0;;
METKOVIÆ;11;1189;862;862;851;11;0;1;0;4;2;0;1;2;402;5;8;287;7;5;19;0;4;0;1;11;0;83;5;2;2;;
METKOVIÆ;12;682;514;514;509;5;0;0;0;0;1;0;2;0;245;1;2;211;5;8;10;1;0;0;0;1;0;21;1;0;0;;
METKOVIÆ;13;460;361;360;357;3;2;0;0;2;0;1;0;0;191;0;0;139;1;5;6;0;0;0;0;1;2;6;1;0;0;;
OMIŠ;1;1539;911;911;903;8;0;3;0;1;3;1;0;14;414;7;42;31;7;58;20;0;13;1;1;32;1;242;7;4;1;;
OMIŠ;2;1091;715;715;703;12;2;0;1;0;0;0;1;7;278;12;38;33;8;30;14;0;5;4;0;32;0;225;9;0;4;;
OMIŠ;3;805;534;534;527;7;1;2;0;0;0;0;1;5;162;1;26;25;4;12;19;1;6;5;3;26;3;218;6;1;0;;
OMIŠ;4;602;357;357;349;8;0;0;1;1;0;0;0;4;161;2;14;11;3;13;5;0;4;2;2;23;2;97;2;0;2;;
OMIŠ;5;1589;969;969;956;13;0;5;1;1;0;1;0;9;371;5;28;25;6;30;31;0;18;7;5;48;2;352;9;1;1;;
OMIŠ;6;123;89;89;88;1;0;0;0;1;0;1;0;1;22;1;5;17;0;2;2;1;1;0;0;9;0;24;0;1;0;;
OMIŠ;7;165;97;97;91;6;0;0;0;0;1;0;0;1;8;1;5;14;2;7;7;0;0;3;0;7;0;34;1;0;0;;
OMIŠ;8;370;176;176;173;3;0;1;0;0;0;1;0;0;88;2;9;5;1;4;5;0;2;0;0;9;0;45;1;0;0;;
OMIŠ;9;632;310;308;301;7;0;4;0;1;0;0;0;8;137;3;8;12;1;23;7;2;2;1;3;4;0;84;1;0;0;;
OMIŠ;10;612;309;309;303;6;0;1;2;0;0;0;0;1;130;3;16;13;1;6;4;0;3;0;1;26;1;85;7;0;3;;
OMIŠ;11;297;161;161;159;2;0;1;0;0;0;0;0;0;76;0;10;5;3;1;3;0;0;0;0;7;0;47;4;1;1;;
OMIŠ;12;264;110;110;107;3;0;0;0;0;0;0;0;2;58;0;8;5;0;3;1;0;0;0;0;1;2;25;2;0;0;;
OMIŠ;13;288;124;124;124;0;0;0;0;0;0;0;0;2;51;2;5;6;0;5;3;0;3;0;1;2;1;42;1;0;0;;
OMIŠ;14;134;90;90;89;1;0;0;0;0;0;1;0;1;53;4;1;4;1;7;4;0;2;0;0;6;1;3;1;0;0;;
OMIŠ;15;567;365;364;347;17;0;0;0;3;0;0;0;5;253;7;2;5;5;13;4;1;4;1;1;18;0;22;2;1;0;;
OMIŠ;16;260;184;184;178;6;0;0;0;0;1;0;0;0;131;1;1;5;2;6;6;0;1;0;0;10;0;12;1;0;1;;
OMIŠ;17;266;174;174;170;4;0;1;1;1;0;0;0;5;106;5;0;6;1;0;10;0;1;1;1;7;0;20;4;0;0;;
OMIŠ;18;612;400;400;393;7;0;1;1;0;0;1;1;3;210;12;3;14;0;89;15;1;5;1;2;9;0;23;0;0;2;;
OMIŠ;19;144;106;106;103;3;0;0;0;0;0;0;0;5;51;0;0;16;0;8;5;0;0;0;0;1;1;15;0;1;0;;
OMIŠ;20;71;54;54;53;1;0;1;0;2;0;0;0;1;20;2;0;4;0;1;0;0;0;2;0;7;0;12;1;0;0;;
OMIŠ;21;177;154;154;150;4;0;0;1;1;0;0;0;3;104;0;0;1;1;8;5;0;0;1;0;1;0;22;2;0;0;;
OMIŠ;22;101;87;87;85;2;0;0;0;0;0;0;0;0;60;2;3;2;0;4;4;0;1;0;0;0;1;8;0;0;0;;
OMIŠ;23;87;53;53;53;0;0;0;2;0;0;0;0;0;34;0;1;1;1;3;3;0;0;0;0;1;0;6;1;0;0;;
OMIŠ;24;262;148;148;145;3;0;2;0;0;0;0;0;6;91;3;0;4;0;11;4;2;0;0;0;4;0;15;2;0;1;;
OMIŠ;25;489;380;380;373;7;0;1;1;1;1;2;0;6;135;1;25;12;3;15;10;0;10;3;1;18;0;127;1;0;0;;
OMIŠ;26;155;88;88;87;1;0;0;0;0;0;0;0;1;48;1;0;4;1;4;1;0;0;1;0;3;0;22;1;0;0;;
OMIŠ;27;167;134;134;131;3;0;0;0;0;0;0;0;0;86;2;3;15;1;1;8;0;1;0;0;3;0;8;2;0;1;;
OMIŠ;28;376;220;220;220;0;0;1;0;0;0;0;1;3;114;1;5;9;4;6;10;1;1;1;0;12;0;50;1;0;0;;
OMIŠ;29;210;160;160;155;5;0;0;0;0;0;1;0;4;90;0;4;14;2;5;4;1;3;0;0;11;0;11;3;1;1;;
OMIŠ;30;106;91;91;89;2;0;1;1;0;0;0;0;2;55;4;2;8;1;3;2;1;2;0;0;3;0;4;0;0;0;;
OMIŠ;31;259;172;172;170;2;0;0;0;1;0;1;0;3;126;7;2;3;3;8;6;0;1;0;0;1;0;7;0;0;1;;
OMIŠ;32;420;280;280;274;6;0;0;1;0;0;0;0;15;163;6;9;10;2;24;7;0;1;2;0;7;1;23;2;1;0;;
OMIŠ;33;111;81;81;81;0;0;0;2;0;0;1;0;1;60;0;0;3;0;4;1;3;0;0;0;4;0;2;0;0;0;;
OMIŠ;34;239;120;119;118;1;0;0;0;0;0;1;0;5;88;1;1;2;1;3;4;1;0;0;0;5;0;6;0;0;0;;
OMIŠ;35;176;125;125;121;4;1;2;0;0;0;1;0;3;83;0;1;3;0;0;3;0;0;0;0;0;0;10;0;0;14;;
OMIŠ;36;46;31;31;31;0;0;0;0;0;0;0;0;0;23;0;0;1;0;0;2;0;1;0;0;3;0;1;0;0;0;;
OMIŠ;37;183;142;142;138;4;0;2;0;0;0;1;1;0;62;10;4;25;0;1;0;2;1;0;0;1;0;28;0;0;0;;
OMIŠ;38;59;40;40;40;0;0;0;0;0;0;0;0;7;30;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;;
OMIŠ;39;62;46;46;46;0;0;0;1;0;0;0;0;0;33;2;0;0;0;0;0;0;0;0;0;3;0;7;0;0;0;;
OMIŠ;40;48;41;41;39;2;0;0;0;0;0;0;0;1;34;0;0;1;0;0;2;0;0;0;0;0;0;0;1;0;0;;
OMIŠ;41;172;123;123;120;3;1;0;1;1;0;0;0;1;72;16;6;5;0;1;2;0;0;0;1;0;0;10;2;1;0;;
OMIŠ;42;74;57;57;56;1;0;1;0;0;0;1;0;2;19;13;0;2;0;4;0;0;2;0;0;0;0;12;0;0;0;;
OMIŠ;43;96;66;66;64;2;0;1;0;0;0;0;0;0;20;33;0;1;0;1;0;0;3;0;0;1;0;4;0;0;0;;
OPUZEN;1;591;389;389;380;9;0;1;2;14;1;0;0;0;176;0;3;73;9;5;7;0;3;0;0;10;0;72;3;1;0;;
OPUZEN;2;704;464;464;456;8;0;2;0;15;0;0;1;1;263;1;0;56;2;10;9;1;2;2;0;7;0;82;1;1;0;;
OPUZEN;3;553;374;374;365;9;0;0;0;9;0;1;0;1;203;1;1;68;5;5;4;0;1;1;1;7;0;54;1;1;1;;
OPUZEN;4;422;298;298;294;4;0;0;0;6;2;0;0;3;183;3;4;30;1;7;4;0;2;3;0;4;0;40;1;1;0;;
OPUZEN;5;563;406;406;398;8;1;0;0;21;2;1;1;2;224;3;9;45;3;8;15;0;0;2;0;8;0;51;1;1;0;;
PLOÈE;1;945;575;575;566;9;2;3;4;0;1;1;0;1;216;0;11;75;2;7;12;0;2;3;0;5;0;213;7;0;1;;
PLOÈE;2;1005;644;643;637;6;1;3;0;4;1;0;0;0;281;1;9;72;2;7;25;0;4;2;0;8;0;212;4;0;1;;
PLOÈE;3;906;579;579;571;8;3;1;0;1;3;1;0;1;191;0;19;65;0;6;27;0;1;5;0;6;1;230;7;1;2;;
PLOÈE;4;777;512;512;463;49;1;0;1;2;0;2;0;0;171;1;9;59;2;6;12;0;2;1;1;6;0;184;2;0;1;;
PLOÈE;5;244;131;131;131;0;0;0;0;0;0;0;0;0;69;0;2;19;0;2;2;0;0;1;0;2;0;34;0;0;0;;
PLOÈE;6;1027;648;648;644;4;0;1;1;0;0;1;0;0;289;0;12;87;1;37;20;1;0;1;0;10;0;181;0;1;1;;
PLOÈE;7;830;566;565;557;8;0;0;0;1;0;2;1;9;300;0;15;90;1;10;23;0;2;1;3;8;1;86;3;1;0;;
PLOÈE;8;1168;799;799;776;23;1;1;0;1;0;1;2;7;452;1;7;117;5;32;18;0;37;0;0;10;0;82;1;0;1;;
PLOÈE;9;621;457;457;450;7;0;1;1;1;0;0;0;2;314;1;3;58;0;10;8;0;2;1;0;7;0;39;1;1;0;;
PLOÈE;10;203;156;156;154;2;0;0;1;2;0;0;0;0;78;0;3;32;0;0;5;0;0;0;0;0;0;33;0;0;0;;
PLOÈE;11;174;122;122;121;1;0;0;0;0;0;0;0;0;53;0;0;19;0;1;3;2;0;4;0;2;0;37;0;0;0;;
PLOÈE;12;551;320;320;316;4;0;1;1;0;1;0;0;0;75;2;7;41;1;4;6;0;1;4;0;1;0;169;1;0;1;;
PLOÈE;13;260;174;174;171;3;0;0;0;0;0;0;1;3;66;0;4;38;0;0;7;0;0;0;0;3;0;49;0;0;0;;
PLOÈE;14;500;341;341;336;5;0;0;0;1;0;0;0;0;121;0;7;135;0;0;25;1;0;2;0;1;0;41;2;0;0;;
PLOÈE;15;339;202;202;200;2;0;0;0;1;0;0;1;0;58;0;0;96;1;1;1;0;0;1;0;0;0;38;2;0;0;;
SOLIN;1;939;603;603;596;7;1;0;6;1;0;5;0;2;277;2;24;9;8;16;19;2;11;4;0;6;0;184;10;3;6;;
SOLIN;2;1268;855;855;842;13;1;2;1;1;0;2;0;10;431;2;30;16;9;25;29;3;8;2;2;15;0;235;10;3;5;;
SOLIN;3;668;499;499;492;7;0;1;0;0;0;1;0;11;268;2;10;16;3;20;21;0;7;0;3;12;0;106;7;0;4;;
SOLIN;4;954;717;717;708;9;0;2;2;1;2;1;0;26;372;1;24;22;5;32;18;1;21;5;2;25;0;133;12;0;1;;
SOLIN;5;1132;718;718;714;4;1;1;3;1;0;1;0;19;436;1;32;9;2;20;16;3;8;1;3;19;0;130;6;1;1;;
SOLIN;6;943;605;605;596;9;1;2;4;0;1;2;0;16;343;2;23;14;5;16;11;0;6;1;1;15;0;129;3;1;0;;
SOLIN;7;743;490;490;485;5;0;1;0;0;2;1;0;8;294;5;8;9;2;9;9;1;9;1;3;12;1;106;3;0;1;;
SOLIN;8;1047;632;632;627;5;0;1;0;0;3;2;0;11;367;1;14;8;1;21;26;1;15;2;0;17;0;129;6;2;0;;
SOLIN;9;951;567;567;562;5;0;1;4;2;0;1;0;10;295;2;28;11;1;14;13;4;3;2;1;27;0;137;2;0;4;;
SOLIN;10;933;693;693;680;13;1;4;1;3;1;4;0;16;330;0;17;22;4;8;17;20;12;2;0;42;1;160;7;4;4;;
SOLIN;11;1285;739;738;722;16;0;1;1;2;2;2;0;34;369;5;17;17;3;38;16;4;55;3;1;7;2;134;8;0;1;;
SOLIN;12;542;325;325;322;3;0;4;0;0;0;3;0;13;163;0;8;4;3;16;8;1;17;1;0;12;1;65;2;1;0;;
SOLIN;13;1076;740;740;731;9;1;2;1;1;2;3;1;12;361;1;29;14;4;12;32;2;9;4;3;12;0;215;6;0;4;;
SOLIN;14;709;472;472;465;7;1;3;1;1;1;2;1;11;284;0;10;18;3;22;11;0;9;0;1;10;0;70;4;1;1;;
SOLIN;15;1413;896;896;884;12;0;2;0;2;1;5;0;23;524;3;20;13;5;17;23;2;15;1;0;27;0;183;9;1;8;;
SOLIN;16;1009;698;698;691;7;3;2;1;0;3;1;0;11;457;0;14;9;1;26;11;1;16;2;2;10;1;114;5;1;0;;
SOLIN;17;1059;676;676;665;11;0;2;0;2;2;3;0;10;341;8;15;18;6;21;21;5;13;5;1;10;0;173;8;1;0;;
SOLIN;18;1666;1010;1009;993;16;0;0;1;2;1;8;2;16;551;6;31;8;9;32;33;0;14;3;3;25;0;240;5;1;2;;
SPLIT;1;990;592;581;574;7;0;1;0;2;2;2;0;8;200;1;43;11;5;14;17;4;12;9;3;15;1;210;8;2;4;;
SPLIT;2;1099;739;702;688;14;0;2;5;2;0;7;1;7;234;6;52;6;1;18;25;0;12;7;0;21;0;275;4;2;1;;
SPLIT;3;1151;704;704;697;7;0;2;3;2;1;3;0;13;223;4;63;10;1;22;16;0;14;25;1;25;0;262;0;1;6;;
SPLIT;4;1188;806;806;797;9;0;0;3;0;2;4;0;10;226;4;81;19;3;15;31;3;12;10;0;29;0;330;9;2;4;;
SPLIT;5;1103;701;690;685;5;0;0;2;0;0;4;1;18;268;2;46;15;1;16;24;0;5;7;2;21;2;242;5;1;3;;
SPLIT;6;1165;733;733;727;6;0;1;2;0;1;0;0;13;262;3;56;9;0;22;29;0;12;7;1;31;1;268;3;1;5;;
SPLIT;7;1146;794;794;786;8;0;5;4;1;1;1;0;9;174;6;57;23;4;18;23;0;5;9;2;24;0;408;11;1;0;;
SPLIT;8;1089;730;730;723;7;1;0;2;1;1;3;1;11;303;4;37;25;3;24;21;0;4;10;2;31;0;231;8;0;0;;
SPLIT;9;980;662;662;654;8;0;0;3;0;0;0;0;10;154;1;50;6;2;15;16;1;16;9;0;28;0;327;12;1;3;;
SPLIT;10;1180;799;783;778;5;0;1;2;3;0;1;0;16;372;5;36;11;5;35;16;2;15;1;0;24;0;228;3;0;2;;
SPLIT;11;955;680;678;671;7;0;2;3;0;0;3;0;11;121;0;55;3;4;13;22;0;2;5;1;21;1;396;6;1;1;;
SPLIT;12;840;568;568;559;9;0;1;2;0;1;1;0;5;171;2;42;9;1;21;15;2;2;15;2;18;0;246;2;0;1;;
SPLIT;13;664;474;445;441;4;0;0;1;0;1;0;0;2;162;1;34;5;1;1;12;1;2;2;1;22;0;185;4;2;2;;
SPLIT;14;663;477;458;451;7;0;0;2;0;0;2;1;4;125;0;35;7;2;2;18;0;10;5;2;17;0;209;8;0;2;;
SPLIT;15;903;651;651;642;9;0;3;2;0;2;0;0;7;196;0;47;13;3;9;26;0;3;5;2;23;1;289;5;4;2;;
SPLIT;16;615;388;388;384;4;0;0;2;0;0;2;1;5;123;1;36;6;2;5;18;0;3;2;1;9;0;165;3;0;0;;
SPLIT;17;1369;872;872;857;15;0;4;2;1;1;1;2;8;340;4;53;16;6;17;31;1;17;3;2;34;0;309;2;0;3;;
SPLIT;18;822;535;535;524;11;0;2;3;0;0;4;0;23;155;3;36;9;1;10;17;1;9;8;2;15;0;219;6;1;0;;
SPLIT;19;828;563;546;539;7;1;1;1;1;0;2;0;17;178;3;36;18;4;8;15;3;13;3;2;27;0;194;6;1;5;;
SPLIT;20;697;444;444;442;2;0;1;4;0;0;2;0;3;129;0;37;5;0;7;20;0;7;6;3;16;1;198;2;0;1;;
SPLIT;21;786;495;494;491;3;0;1;2;2;0;1;1;11;183;0;11;12;3;13;34;0;9;3;1;22;0;171;5;3;3;;
SPLIT;22;880;571;571;566;5;0;2;2;1;1;1;0;8;180;1;32;12;4;13;30;0;13;4;4;24;0;223;8;0;3;;
SPLIT;23;807;509;507;501;6;0;2;1;0;0;2;0;10;181;2;20;8;2;10;14;1;9;5;4;27;0;191;9;1;2;;
SPLIT;24;952;625;625;618;7;0;3;2;2;0;4;0;8;216;3;36;10;3;18;13;0;6;5;3;25;0;252;7;1;1;;
SPLIT;25;964;603;591;584;7;1;1;2;0;1;4;0;14;252;8;45;13;1;14;22;1;9;4;3;19;0;160;5;0;5;;
SPLIT;26;993;562;561;550;11;1;0;1;0;0;3;0;10;228;1;34;12;2;13;11;2;10;5;2;21;0;178;6;4;6;;
SPLIT;27;929;571;571;560;11;1;3;1;0;0;0;0;10;167;4;47;16;6;8;26;2;12;5;2;15;0;226;0;1;8;;
SPLIT;28;666;426;426;422;4;1;1;0;0;3;3;0;6;127;0;26;13;1;6;15;0;4;6;3;13;0;187;4;0;3;;
SPLIT;29;640;347;344;333;11;0;3;1;0;1;2;0;1;122;1;17;7;3;20;12;0;6;8;1;18;0;103;2;1;4;;
SPLIT;30;479;265;264;258;6;0;0;3;0;0;2;0;10;122;1;14;6;1;2;6;0;4;3;0;11;0;69;1;1;2;;
SPLIT;31;965;631;631;621;10;0;2;3;0;1;8;0;7;167;2;59;20;0;12;24;0;0;10;0;22;0;275;6;2;1;;
SPLIT;32;722;452;445;438;7;0;0;0;0;0;0;0;7;164;2;31;2;2;7;15;1;16;10;1;18;0;152;5;0;5;;
SPLIT;33;904;600;593;582;11;2;1;1;3;0;4;0;7;191;3;54;9;5;15;23;0;7;1;2;23;0;223;3;2;3;;
SPLIT;34;964;671;671;663;8;1;2;2;2;1;3;0;14;232;1;54;14;2;16;17;0;17;7;1;23;0;245;7;0;2;;
SPLIT;35;1039;714;696;692;4;0;2;1;0;1;2;0;16;214;3;41;21;1;17;32;1;12;2;1;24;0;291;8;1;1;;
SPLIT;36;989;663;662;657;5;0;1;1;1;2;1;1;15;217;1;57;11;2;4;19;1;7;6;2;31;0;268;6;1;2;;
SPLIT;37;1060;692;692;687;5;1;4;0;0;5;7;0;5;206;0;57;15;1;11;33;1;12;10;3;24;2;281;6;1;2;;
SPLIT;38;1049;642;642;635;7;1;2;2;0;0;6;1;11;265;3;35;17;4;28;32;1;10;5;2;23;1;176;7;0;3;;
SPLIT;39;1066;686;675;672;3;1;2;2;1;1;2;0;22;304;5;45;12;4;31;25;2;5;8;0;27;0;167;4;2;0;;
SPLIT;40;952;592;592;583;9;0;4;3;1;1;3;0;7;205;1;39;11;6;12;18;1;5;10;4;19;2;223;6;1;1;;
SPLIT;41;951;609;609;600;9;0;2;1;0;1;4;0;19;233;2;34;13;2;16;32;0;12;1;0;20;0;194;10;0;4;;
SPLIT;42;880;559;559;549;10;0;1;1;1;2;1;0;22;287;1;18;11;5;16;18;1;8;4;2;18;2;122;5;0;3;;
SPLIT;43;1079;701;687;679;8;2;2;7;1;1;2;0;23;362;3;29;7;7;19;18;6;4;1;0;26;0;150;6;1;2;;
SPLIT;44;1277;803;781;769;12;0;4;1;0;4;5;1;15;348;1;41;10;3;24;24;3;7;6;0;36;0;225;4;3;4;;
SPLIT;45;1234;769;769;766;3;0;3;3;0;0;5;0;21;269;2;55;14;2;18;42;1;2;3;3;33;1;279;8;2;0;;
SPLIT;46;828;546;546;538;8;1;3;1;1;1;2;1;11;184;2;46;11;5;14;20;1;13;1;3;33;1;172;10;0;1;;
SPLIT;47;983;670;670;661;9;3;0;0;0;1;0;0;4;171;0;37;11;2;12;32;0;10;5;2;23;0;333;8;1;6;;
SPLIT;48;891;559;559;554;5;1;1;1;0;1;0;0;6;206;4;39;6;7;19;33;1;5;4;1;23;0;184;6;1;5;;
SPLIT;49;1069;714;682;674;8;0;0;2;0;1;6;1;7;258;3;43;10;1;17;30;1;7;3;1;29;0;249;5;0;0;;
SPLIT;50;1001;698;698;692;6;0;1;0;0;0;1;2;8;208;1;59;11;2;17;31;2;4;9;0;28;1;296;5;1;5;;
SPLIT;51;1084;682;682;671;11;1;1;2;0;1;2;1;9;203;1;41;16;2;9;23;1;9;9;1;40;0;293;4;1;1;;
SPLIT;52;1439;934;934;918;16;0;2;6;0;2;3;0;19;425;3;30;15;4;27;29;1;22;11;2;33;1;270;7;1;5;;
SPLIT;53;1267;806;805;800;5;0;2;2;2;2;2;2;10;188;1;53;11;2;19;35;0;4;16;3;25;0;407;5;3;6;;
SPLIT;54;1124;748;748;741;7;1;0;1;1;0;2;0;11;259;3;47;11;3;13;30;1;8;5;4;19;0;309;7;2;4;;
SPLIT;55;936;628;626;616;10;0;0;3;2;1;3;0;7;164;1;51;6;1;5;26;0;15;4;2;31;0;284;6;0;4;;
SPLIT;56;806;558;558;557;1;0;2;1;1;0;4;0;7;162;2;50;10;1;10;31;1;11;2;0;23;0;232;7;0;0;;
SPLIT;57;833;540;540;529;11;0;1;8;1;0;5;1;7;148;3;40;15;3;8;13;0;11;5;2;15;0;236;5;1;1;;
SPLIT;58;1461;1034;1029;1024;5;0;0;5;3;1;1;0;30;367;5;130;17;1;27;20;0;25;6;1;46;0;328;7;0;4;;
SPLIT;59;1039;686;686;678;8;1;0;0;0;0;1;0;18;226;1;44;12;2;15;19;1;6;7;2;28;0;284;6;3;2;;
SPLIT;60;872;545;545;536;9;0;0;0;0;0;11;0;6;189;1;34;10;1;12;13;1;8;8;0;16;0;219;5;1;1;;
SPLIT;61;841;576;560;552;8;0;1;2;0;0;2;0;3;149;2;50;22;1;13;19;3;17;6;0;24;0;232;5;0;1;;
SPLIT;62;905;597;597;589;8;0;3;0;0;1;1;0;9;191;3;40;6;3;19;27;0;13;6;3;16;0;241;5;1;1;;
SPLIT;63;858;536;535;520;15;0;0;0;3;0;1;0;9;151;3;40;12;3;10;24;2;5;13;3;21;1;210;7;2;0;;
SPLIT;64;683;410;410;406;4;0;1;0;0;0;4;0;24;164;1;17;17;1;5;17;0;14;6;1;10;0;117;6;0;1;;
SPLIT;65;840;489;489;487;2;0;3;1;0;0;3;0;12;203;1;34;8;1;12;27;0;6;2;0;13;0;151;5;2;3;;
SPLIT;66;902;588;588;580;8;2;0;6;1;1;2;0;14;192;2;41;12;3;9;29;0;10;11;2;26;1;210;4;1;1;;
SPLIT;67;923;650;635;626;9;0;1;2;3;0;2;0;8;166;5;60;7;2;10;26;1;6;11;4;17;0;277;15;1;2;;
SPLIT;68;787;542;542;538;4;0;0;3;0;2;1;0;16;142;0;52;9;3;12;15;3;9;14;0;5;1;243;4;1;3;;
SPLIT;69;1070;700;700;695;5;0;1;0;0;0;3;0;11;248;7;59;15;4;16;17;0;11;4;0;32;0;260;5;1;1;;
SPLIT;70;847;561;561;555;6;0;2;0;2;0;1;0;21;258;1;31;6;1;13;15;4;9;2;1;20;0;158;3;5;2;;
SPLIT;71;1145;801;801;791;10;0;4;0;0;0;3;1;14;273;4;56;11;3;20;37;1;10;8;4;46;0;287;6;1;2;;
SPLIT;72;939;622;620;611;9;0;2;1;0;1;1;0;6;221;3;36;15;6;19;31;0;7;2;0;28;0;220;10;2;0;;
SPLIT;73;1002;672;672;662;10;1;1;5;3;1;1;1;13;237;1;43;7;2;23;36;0;7;6;2;29;0;238;2;0;3;;
SPLIT;74;1188;817;817;798;19;0;4;3;1;1;4;0;15;286;4;46;16;2;23;35;0;7;7;2;36;1;287;14;1;3;;
SPLIT;75;1087;746;723;716;7;1;2;1;1;1;0;1;12;238;3;37;14;7;26;30;0;6;3;4;22;0;301;2;0;4;;
SPLIT;76;1250;843;843;834;9;1;1;4;1;1;5;0;13;294;3;46;16;3;22;39;1;22;1;1;43;1;305;6;2;3;;
SPLIT;77;865;586;585;579;6;1;1;3;2;2;3;1;5;185;0;38;12;6;6;28;0;8;6;4;23;0;237;6;1;1;;
SPLIT;78;1045;684;679;672;7;2;1;1;1;0;2;0;6;213;1;57;10;2;13;32;1;19;1;2;17;0;287;3;1;0;;
SPLIT;79;797;518;518;507;11;2;6;8;1;3;3;0;4;165;3;32;7;3;7;28;2;6;4;1;19;1;192;9;0;1;;
SPLIT;80;965;604;604;590;14;1;3;1;1;2;0;0;6;214;1;43;8;1;12;27;0;3;3;0;31;0;221;11;0;1;;
SPLIT;81;762;496;496;492;4;0;1;1;1;0;1;0;8;167;1;21;7;2;12;30;1;7;2;2;13;0;202;11;0;2;;
SPLIT;82;1108;741;740;733;7;0;2;3;2;1;3;1;11;254;2;50;12;2;10;51;0;6;14;5;38;0;249;9;3;5;;
SPLIT;83;1114;695;671;670;1;0;0;0;1;1;3;0;5;257;3;35;8;5;22;34;1;2;2;0;19;1;263;6;0;2;;
