date,KH,DPMS,Centar,SDP,HNS,Fokus,HDZ,Mozemo,Most,RF
2024-01-18,1.22,9.67,1.96,18.48,1.48,1.81,32.69,9.76,9.59,1.29
2024-01-19,1.22,9.67,1.98,18.48,1.47,1.81,32.7,9.73,9.57,1.3
2024-01-20,1.22,9.66,2,18.48,1.47,1.8,32.71,9.7,9.54,1.3
2024-01-21,1.22,9.66,2.02,18.48,1.47,1.8,32.72,9.67,9.52,1.3
2024-01-22,1.22,9.66,2.04,18.49,1.47,1.8,32.73,9.64,9.49,1.3
2024-01-23,1.22,9.65,2.06,18.49,1.47,1.8,32.75,9.61,9.47,1.31
2024-01-24,1.22,9.65,2.08,18.49,1.47,1.79,32.76,9.57,9.44,1.31
2024-01-25,1.22,9.64,2.09,18.49,1.47,1.79,32.77,9.54,9.41,1.31
2024-01-26,1.22,9.66,2.11,18.58,1.47,1.79,32.7,9.62,9.5,1.31
2024-01-27,1.22,9.68,2.13,18.67,1.47,1.79,32.63,9.7,9.58,1.32
2024-01-28,1.22,9.7,2.1,18.73,1.47,1.73,32.6,9.74,9.64,1.31
2024-01-29,1.22,9.72,2.07,18.79,1.47,1.67,32.57,9.79,9.7,1.3
2024-01-30,1.22,9.74,2.04,18.86,1.47,1.61,32.53,9.83,9.76,1.29
2024-01-31,1.22,9.76,2.01,18.92,1.47,1.55,32.5,9.88,9.82,1.28
2024-02-01,1.22,9.78,1.97,18.98,1.46,1.49,32.47,9.92,9.88,1.27
2024-02-02,1.22,9.79,1.94,19.04,1.46,1.43,32.44,9.97,9.95,1.26
2024-02-03,1.22,9.81,1.91,19.11,1.46,1.38,32.41,10.01,10.01,1.25
2024-02-04,1.22,9.83,1.88,19.17,1.46,1.32,32.38,10.06,10.07,1.24
2024-02-05,1.22,9.81,1.86,19.2,1.46,1.31,32.38,10.03,10.04,1.24
2024-02-06,1.22,9.79,1.84,19.24,1.46,1.31,32.37,10.01,10.02,1.24
2024-02-07,1.22,9.77,1.82,19.28,1.46,1.3,32.37,9.99,9.99,1.24
2024-02-08,1.22,9.75,1.8,19.32,1.46,1.29,32.37,9.97,9.97,1.24
2024-02-09,1.22,9.73,1.78,19.35,1.46,1.29,32.37,9.94,9.95,1.23
2024-02-10,1.22,9.71,1.76,19.39,1.46,1.28,32.36,9.92,9.92,1.23
2024-02-11,1.22,9.69,1.74,19.43,1.46,1.28,32.36,9.9,9.9,1.23
2024-02-12,1.22,9.66,1.72,19.47,1.45,1.27,32.36,9.87,9.87,1.23
2024-02-13,1.22,9.64,1.7,19.5,1.45,1.27,32.36,9.85,9.85,1.23
2024-02-14,1.22,9.62,1.68,19.54,1.45,1.26,32.36,9.83,9.82,1.23
2024-02-15,1.22,9.6,1.66,19.58,1.45,1.26,32.35,9.8,9.8,1.23
2024-02-16,1.22,9.58,1.64,19.61,1.45,1.25,32.35,9.78,9.78,1.22
2024-02-17,1.22,9.56,1.62,19.65,1.45,1.24,32.35,9.76,9.75,1.22
2024-02-18,1.22,9.54,1.6,19.69,1.45,1.24,32.35,9.73,9.73,1.22
2024-02-19,1.22,9.52,1.58,19.73,1.45,1.23,32.34,9.71,9.7,1.22
2024-02-20,1.22,9.5,1.56,19.76,1.45,1.23,32.34,9.69,9.68,1.22
2024-02-21,1.22,9.42,1.59,19.75,1.44,1.23,32.39,9.65,9.6,1.22
2024-02-22,1.22,9.34,1.61,19.74,1.44,1.23,32.44,9.62,9.51,1.21
2024-02-23,1.22,9.26,1.64,19.73,1.43,1.22,32.49,9.59,9.43,1.21
2024-02-24,1.22,9.25,1.66,19.84,1.42,1.22,32.47,9.57,9.42,1.21
2024-02-25,1.22,9.24,1.68,19.96,1.42,1.22,32.45,9.56,9.4,1.21
2024-02-26,1.22,9.23,1.71,20.07,1.41,1.22,32.43,9.55,9.39,1.21
2024-02-27,1.22,9.22,1.73,20.18,1.4,1.22,32.4,9.54,9.37,1.21
2024-02-28,1.22,9.21,1.76,20.29,1.4,1.22,32.38,9.53,9.36,1.2
2024-02-29,1.22,9.2,1.78,20.4,1.39,1.21,32.36,9.52,9.35,1.2
2024-03-01,1.22,9.19,1.81,20.51,1.38,1.21,32.34,9.51,9.33,1.2
2024-03-02,1.22,9.18,1.83,20.62,1.38,1.21,32.32,9.49,9.32,1.2
2024-03-03,1.22,9.17,1.86,20.73,1.37,1.21,32.3,9.48,9.31,1.2
2024-03-04,1.22,9.16,1.88,20.85,1.37,1.21,32.28,9.47,9.29,1.2
2024-03-05,1.22,9.15,1.91,20.96,1.36,1.21,32.26,9.46,9.28,1.2
2024-03-06,1.22,9.14,1.93,21.07,1.35,1.21,32.24,9.45,9.27,1.19
2024-03-07,1.22,9.13,1.95,21.18,1.35,1.2,32.22,9.44,9.25,1.19
2024-03-08,1.22,9.12,1.98,21.29,1.34,1.2,32.2,9.43,9.24,1.19
2024-03-09,1.22,9.11,2,21.4,1.33,1.2,32.18,9.42,9.22,1.19
2024-03-10,1.22,9.1,2.03,21.51,1.33,1.2,32.16,9.4,9.21,1.19
2024-03-11,1.22,9.09,1.97,21.63,1.33,1.21,32.15,9.4,9.18,1.18
2024-03-12,1.22,9.07,1.92,21.75,1.34,1.21,32.15,9.4,9.15,1.18
2024-03-13,1.22,9.05,1.87,21.87,1.34,1.22,32.15,9.4,9.12,1.18
2024-03-14,1.22,9.04,1.82,21.99,1.35,1.22,32.15,9.39,9.08,1.17
2024-03-15,1.22,9.02,1.76,22.11,1.35,1.23,32.15,9.39,9.05,1.17
2024-03-16,1.22,9.01,1.71,22.23,1.35,1.23,32.15,9.39,9.02,1.17
2024-03-17,1.22,8.99,1.66,22.35,1.36,1.24,32.15,9.39,8.99,1.17
2024-03-18,1.22,8.98,1.6,22.41,1.36,1.24,32.18,9.37,8.93,1.16
2024-03-19,1.22,8.97,1.55,22.47,1.37,1.25,32.21,9.36,8.86,1.16
2024-03-20,1.22,8.97,1.5,22.54,1.37,1.25,32.24,9.34,8.8,1.16
2024-03-21,1.22,8.97,1.5,22.52,1.37,1.25,32.28,9.26,8.79,1.16
2024-03-22,1.22,8.97,1.5,22.51,1.37,1.25,32.32,9.18,8.79,1.16
2024-03-23,1.22,8.97,1.5,22.5,1.37,1.25,32.36,9.1,8.78,1.16
2024-03-24,1.22,8.97,1.5,22.48,1.37,1.25,32.4,9.02,8.77,1.16
2024-03-25,1.22,8.98,1.5,22.47,1.37,1.25,32.44,8.93,8.76,1.16
