date,KH,DPMS,Centar,SDP,HNS,Fokus,HDZ,Mozemo,Most,RF
2021-06-20,2.34,8.11,1.55,17.83,1.41,1.35,33.99,15.03,7.56,1.35
2021-06-21,2.25,8.13,1.53,17.85,1.4,1.37,33.96,15.11,7.54,1.34
2021-06-22,2.16,8.14,1.51,17.86,1.39,1.4,33.94,15.2,7.52,1.33
2021-06-23,2.07,8.16,1.5,17.88,1.38,1.43,33.92,15.29,7.51,1.32
2021-06-24,1.98,8.17,1.48,17.9,1.37,1.45,33.89,15.37,7.49,1.31
2021-06-25,1.89,8.18,1.47,17.92,1.36,1.48,33.87,15.46,7.48,1.3
2021-06-26,1.8,8.2,1.45,17.94,1.36,1.51,33.84,15.55,7.46,1.29
2021-06-27,1.71,8.21,1.44,17.96,1.35,1.53,33.82,15.63,7.45,1.28
2021-06-28,1.62,8.23,1.42,17.98,1.34,1.56,33.8,15.72,7.43,1.27
2021-06-29,1.53,8.24,1.41,18,1.33,1.59,33.77,15.81,7.42,1.26
2021-06-30,1.44,8.26,1.39,18.02,1.32,1.61,33.75,15.9,7.4,1.25
2021-07-01,1.35,8.27,1.38,18.03,1.31,1.64,33.73,15.98,7.39,1.24
2021-07-02,1.26,8.29,1.36,18.05,1.3,1.67,33.7,16.07,7.37,1.22
2021-07-03,1.17,8.3,1.35,18.07,1.29,1.69,33.68,16.16,7.36,1.21
2021-07-04,1.08,8.32,1.33,18.09,1.28,1.72,33.66,16.24,7.34,1.2
2021-07-05,0.99,8.33,1.32,18.11,1.28,1.75,33.63,16.33,7.33,1.19
2021-07-06,0.9,8.24,1.34,18.17,1.27,1.7,33.56,16.47,7.21,0.99
2021-07-07,0.81,8.15,1.36,18.23,1.26,1.66,33.49,16.61,7.09,0.79
2021-07-08,0.72,8.06,1.39,18.29,1.25,1.62,33.41,16.75,6.97,0.6
2021-07-09,0.81,8.04,1.41,18.21,1.23,1.63,33.4,16.76,7.04,0.61
2021-07-10,0.9,8.02,1.43,18.12,1.21,1.63,33.38,16.77,7.12,0.63
2021-07-11,0.99,8,1.45,18.04,1.18,1.64,33.36,16.78,7.2,0.65
2021-07-12,1.08,7.98,1.48,17.95,1.16,1.65,33.35,16.79,7.28,0.67
2021-07-13,1.17,7.96,1.5,17.86,1.14,1.66,33.33,16.8,7.36,0.69
2021-07-14,1.26,7.94,1.52,17.78,1.12,1.67,33.32,16.81,7.44,0.71
2021-07-15,1.36,7.92,1.54,17.69,1.1,1.68,33.3,16.82,7.51,0.73
2021-07-16,1.45,7.9,1.56,17.61,1.08,1.69,33.28,16.83,7.59,0.75
2021-07-17,1.54,7.88,1.59,17.52,1.05,1.7,33.27,16.84,7.67,0.77
2021-07-18,1.63,7.86,1.61,17.43,1.03,1.7,33.25,16.84,7.75,0.79
2021-07-19,1.72,7.84,1.63,17.35,1.01,1.71,33.24,16.85,7.83,0.81
2021-07-20,1.81,7.81,1.65,17.26,0.99,1.72,33.22,16.86,7.91,0.83
2021-07-21,1.8,7.75,1.64,17.26,0.97,1.72,33.23,16.9,7.96,0.85
2021-07-22,1.78,7.68,1.64,17.25,0.96,1.73,33.23,16.94,8.01,0.87
2021-07-23,1.77,7.62,1.63,17.24,0.94,1.73,33.24,16.98,8.05,0.89
2021-07-24,1.75,7.55,1.62,17.24,0.92,1.73,33.25,17.02,8.1,0.91
2021-07-25,1.74,7.49,1.61,17.23,0.91,1.73,33.26,17.06,8.15,0.93
2021-07-26,1.73,7.42,1.6,17.23,0.89,1.74,33.26,17.1,8.2,0.95
2021-07-27,1.71,7.36,1.59,17.22,0.88,1.74,33.27,17.14,8.25,0.96
2021-07-28,1.7,7.29,1.58,17.22,0.86,1.74,33.28,17.18,8.3,0.98
2021-07-29,1.68,7.23,1.57,17.21,0.84,1.74,33.28,17.21,8.35,1
2021-07-30,1.67,7.16,1.57,17.21,0.83,1.75,33.29,17.25,8.4,1.02
2021-07-31,1.66,7.1,1.56,17.2,0.81,1.75,33.3,17.29,8.45,1.04
2021-08-01,1.64,7.03,1.55,17.2,0.8,1.75,33.31,17.33,8.5,1.06
2021-08-02,1.63,6.97,1.54,17.19,0.78,1.75,33.31,17.37,8.55,1.08
2021-08-03,1.61,6.9,1.53,17.19,0.76,1.76,33.32,17.41,8.6,1.1
2021-08-04,1.6,6.84,1.52,17.18,0.75,1.76,33.33,17.45,8.65,1.12
2021-08-05,1.59,6.77,1.51,17.17,0.73,1.76,33.33,17.49,8.7,1.14
2021-08-06,1.57,6.71,1.5,17.17,0.71,1.77,33.34,17.53,8.75,1.16
2021-08-07,1.56,6.64,1.49,17.16,0.7,1.77,33.35,17.57,8.8,1.18
2021-08-08,1.55,6.57,1.49,17.16,0.68,1.77,33.36,17.6,8.85,1.2
2021-08-09,1.53,6.51,1.48,17.15,0.67,1.77,33.36,17.64,8.9,1.22
2021-08-10,1.52,6.44,1.47,17.15,0.65,1.78,33.37,17.68,8.95,1.24
2021-08-11,1.5,6.38,1.46,17.14,0.63,1.78,33.38,17.72,9,1.26
2021-08-12,1.49,6.31,1.45,17.14,0.62,1.78,33.38,17.76,9.05,1.28
2021-08-13,1.48,6.25,1.44,17.13,0.6,1.78,33.39,17.8,9.1,1.3
2021-08-14,1.46,6.18,1.43,17.13,0.59,1.79,33.4,17.84,9.15,1.32
2021-08-15,1.45,6.12,1.42,17.12,0.57,1.79,33.41,17.88,9.19,1.33
2021-08-16,1.43,6.05,1.41,17.12,0.55,1.79,33.41,17.92,9.24,1.35
2021-08-17,1.42,5.99,1.41,17.11,0.54,1.79,33.42,17.96,9.29,1.37
2021-08-18,1.41,5.92,1.4,17.1,0.52,1.8,33.43,18,9.34,1.39
2021-08-19,1.39,5.86,1.39,17.1,0.5,1.8,33.43,18.03,9.39,1.41
2021-08-20,1.38,5.79,1.38,17.09,0.49,1.8,33.44,18.07,9.44,1.43
2021-08-21,1.36,5.72,1.42,17.2,0.5,1.82,33.41,18.11,9.43,1.42
2021-08-22,1.33,5.65,1.46,17.31,0.51,1.84,33.37,18.14,9.42,1.4
2021-08-23,1.31,5.58,1.5,17.41,0.51,1.86,33.34,18.18,9.41,1.38
2021-08-24,1.29,5.51,1.54,17.52,0.52,1.88,33.3,18.21,9.39,1.36
2021-08-25,1.26,5.44,1.58,17.63,0.53,1.9,33.27,18.25,9.38,1.35
2021-08-26,1.24,5.37,1.62,17.73,0.54,1.92,33.24,18.28,9.37,1.33
2021-08-27,1.22,5.3,1.66,17.84,0.55,1.94,33.2,18.32,9.36,1.31
2021-08-28,1.19,5.23,1.7,17.95,0.56,1.96,33.17,18.35,9.35,1.3
2021-08-29,1.17,5.16,1.74,18.05,0.56,1.98,33.13,18.38,9.33,1.28
2021-08-30,1.15,5.09,1.78,18.16,0.57,2,33.1,18.42,9.32,1.26
2021-08-31,1.12,5.03,1.81,18.27,0.58,2.03,33.06,18.45,9.31,1.25
2021-09-01,1.1,4.96,1.85,18.38,0.59,2.05,33.03,18.49,9.3,1.23
2021-09-02,1.08,4.89,1.89,18.48,0.6,2.07,33,18.52,9.29,1.21
2021-09-03,1.05,4.82,1.93,18.59,0.61,2.09,32.96,18.56,9.27,1.2
2021-09-04,1.03,4.82,1.92,18.6,0.62,2.07,32.97,18.53,9.29,1.18
2021-09-05,1.01,4.82,1.9,18.61,0.62,2.05,32.98,18.5,9.32,1.16
2021-09-06,0.99,4.83,1.88,18.62,0.63,2.03,33,18.47,9.34,1.15
2021-09-07,0.96,4.83,1.87,18.63,0.64,2.01,33.01,18.44,9.36,1.13
2021-09-08,0.94,4.84,1.85,18.64,0.65,1.99,33.02,18.41,9.38,1.11
2021-09-09,0.92,4.84,1.83,18.65,0.66,1.98,33.03,18.38,9.4,1.1
2021-09-10,0.89,4.84,1.81,18.66,0.67,1.96,33.04,18.35,9.42,1.08
2021-09-11,0.87,4.85,1.8,18.67,0.67,1.94,33.05,18.32,9.44,1.06
2021-09-12,0.85,4.85,1.78,18.68,0.68,1.92,33.06,18.3,9.46,1.05
2021-09-13,0.82,4.85,1.76,18.69,0.69,1.9,33.08,18.27,9.48,1.03
2021-09-14,0.8,4.86,1.75,18.7,0.7,1.88,33.09,18.24,9.5,1.01
2021-09-15,0.78,4.86,1.73,18.71,0.71,1.87,33.1,18.21,9.52,0.99
2021-09-16,0.75,4.87,1.71,18.72,0.72,1.85,33.11,18.18,9.54,0.98
2021-09-17,0.73,4.87,1.69,18.73,0.72,1.83,33.12,18.15,9.56,0.96
2021-09-18,0.71,4.87,1.68,18.74,0.73,1.81,33.13,18.12,9.58,0.94
2021-09-19,0.86,4.93,1.63,18.68,0.78,1.72,33.2,18.06,9.57,0.93
2021-09-20,1,4.99,1.58,18.63,0.82,1.63,33.26,17.99,9.56,0.91
2021-09-21,1.15,5.05,1.53,18.58,0.87,1.54,33.32,17.93,9.55,0.89
2021-09-22,1.3,5.11,1.48,18.53,0.92,1.45,33.38,17.86,9.54,0.88
2021-09-23,1.45,5.17,1.43,18.48,0.96,1.36,33.45,17.8,9.52,0.86
2021-09-24,1.4,5.13,1.38,18.55,0.95,1.3,33.44,17.81,9.5,0.84
2021-09-25,1.35,5.09,1.33,18.63,0.94,1.25,33.42,17.83,9.47,0.83
2021-09-26,1.29,5.04,1.28,18.7,0.93,1.19,33.41,17.85,9.44,0.81
2021-09-27,1.24,5,1.23,18.78,0.92,1.13,33.4,17.86,9.41,0.79
2021-09-28,1.19,4.96,1.18,18.85,0.9,1.07,33.39,17.88,9.39,0.78
2021-09-29,1.14,4.92,1.13,18.93,0.89,1.02,33.38,17.9,9.36,0.76
2021-09-30,1.09,4.87,1.08,19,0.88,0.96,33.36,17.92,9.33,0.74
2021-10-01,1.04,4.83,1.03,19.08,0.87,0.9,33.35,17.93,9.3,0.73
2021-10-02,0.98,4.79,0.98,19.15,0.86,0.85,33.34,17.95,9.28,0.71
2021-10-03,0.93,4.74,0.93,19.23,0.84,0.79,33.33,17.97,9.25,0.69
2021-10-04,0.88,4.7,0.88,19.3,0.83,0.73,33.32,17.99,9.22,0.68
2021-10-05,0.83,4.66,0.83,19.38,0.82,0.68,33.3,18,9.19,0.66
2021-10-06,0.78,4.62,0.78,19.45,0.81,0.62,33.29,18.02,9.17,0.64
2021-10-07,0.72,4.57,0.73,19.53,0.8,0.56,33.28,18.04,9.14,0.63
2021-10-08,0.79,4.61,0.81,19.41,0.83,0.65,33.3,17.96,9.12,0.62
2021-10-09,0.86,4.65,0.89,19.29,0.86,0.74,33.33,17.88,9.11,0.62
2021-10-10,0.93,4.69,0.96,19.17,0.9,0.82,33.35,17.8,9.1,0.62
2021-10-11,1,4.73,1.04,19.05,0.93,0.91,33.37,17.71,9.08,0.62
2021-10-12,1.07,4.76,1.12,18.94,0.96,1,33.39,17.63,9.07,0.62
2021-10-13,1.14,4.8,1.2,18.82,0.99,1.08,33.42,17.55,9.06,0.62
2021-10-14,1.21,4.84,1.27,18.7,1.03,1.17,33.44,17.47,9.05,0.62
2021-10-15,1.28,4.88,1.35,18.58,1.06,1.25,33.46,17.39,9.03,0.62
2021-10-16,1.35,4.92,1.43,18.46,1.09,1.34,33.49,17.31,9.02,0.62
2021-10-17,1.42,4.95,1.51,18.34,1.13,1.43,33.51,17.23,9.01,0.62
2021-10-18,1.48,4.99,1.59,18.23,1.16,1.51,33.53,17.15,8.99,0.61
2021-10-19,1.55,5.03,1.66,18.11,1.19,1.6,33.55,17.06,8.98,0.61
2021-10-20,1.69,5.09,1.79,17.94,1.41,1.6,33.6,16.87,9.05,0.61
2021-10-21,1.67,5.12,1.78,17.96,1.39,1.6,33.59,16.88,9.09,0.61
2021-10-22,1.65,5.16,1.76,17.97,1.36,1.6,33.57,16.89,9.12,0.61
2021-10-23,1.63,5.19,1.74,17.99,1.33,1.59,33.55,16.9,9.15,0.61
2021-10-24,1.61,5.22,1.73,18,1.31,1.59,33.54,16.91,9.18,0.61
2021-10-25,1.59,5.26,1.71,18.02,1.28,1.59,33.52,16.92,9.22,0.61
2021-10-26,1.57,5.29,1.69,18.04,1.26,1.59,33.5,16.93,9.25,0.61
2021-10-27,1.55,5.33,1.67,18.05,1.23,1.59,33.48,16.93,9.28,0.61
2021-10-28,1.53,5.36,1.66,18.07,1.2,1.59,33.47,16.94,9.32,0.61
2021-10-29,1.51,5.39,1.64,18.08,1.18,1.59,33.45,16.95,9.35,0.6
2021-10-30,1.49,5.43,1.62,18.1,1.15,1.58,33.43,16.96,9.38,0.6
2021-10-31,1.47,5.46,1.61,18.11,1.12,1.58,33.42,16.97,9.42,0.6
2021-11-01,1.45,5.5,1.59,18.13,1.1,1.58,33.4,16.98,9.45,0.6
2021-11-02,1.43,5.53,1.57,18.15,1.07,1.58,33.38,16.99,9.48,0.6
2021-11-03,1.42,5.56,1.56,18.16,1.05,1.58,33.36,17,9.52,0.6
2021-11-04,1.4,5.6,1.54,18.18,1.02,1.58,33.35,17.01,9.55,0.6
2021-11-05,1.38,5.63,1.52,18.19,0.99,1.58,33.33,17.02,9.58,0.6
2021-11-06,1.4,5.63,1.56,18.17,1,1.59,33.34,16.94,9.63,0.61
2021-11-07,1.43,5.62,1.6,18.15,1.01,1.61,33.36,16.86,9.67,0.62
2021-11-08,1.45,5.62,1.63,18.13,1.02,1.62,33.37,16.78,9.71,0.63
2021-11-09,1.48,5.62,1.67,18.11,1.03,1.64,33.38,16.7,9.76,0.64
2021-11-10,1.5,5.61,1.71,18.1,1.03,1.66,33.39,16.62,9.8,0.65
2021-11-11,1.53,5.61,1.74,18.08,1.04,1.67,33.41,16.55,9.84,0.66
2021-11-12,1.55,5.6,1.78,18.06,1.05,1.69,33.42,16.47,9.89,0.67
2021-11-13,1.58,5.6,1.82,18.04,1.06,1.7,33.43,16.39,9.93,0.68
2021-11-14,1.6,5.59,1.85,18.02,1.07,1.72,33.45,16.31,9.97,0.69
2021-11-15,1.63,5.59,1.89,18,1.07,1.74,33.46,16.23,10.02,0.7
2021-11-16,1.65,5.59,1.93,17.98,1.08,1.75,33.47,16.15,10.06,0.7
2021-11-17,1.67,5.58,1.96,17.96,1.09,1.77,33.49,16.08,10.1,0.71
2021-11-18,1.84,5.61,2.08,17.9,1.21,1.77,33.53,15.88,10.2,0.72
2021-11-19,2,5.64,2.19,17.84,1.34,1.78,33.57,15.68,10.29,0.73
2021-11-20,2.16,5.67,2.31,17.79,1.46,1.79,33.61,15.49,10.39,0.74
2021-11-21,2.17,5.68,2.25,17.81,1.46,1.79,33.59,15.46,10.42,0.75
2021-11-22,2.19,5.69,2.19,17.83,1.46,1.8,33.57,15.44,10.46,0.76
2021-11-23,2.2,5.71,2.13,17.86,1.46,1.8,33.55,15.41,10.49,0.77
2021-11-24,2.22,5.72,2.08,17.88,1.45,1.81,33.53,15.38,10.52,0.78
2021-11-25,2.23,5.73,2.02,17.9,1.45,1.82,33.51,15.36,10.56,0.79
2021-11-26,2.25,5.74,1.96,17.93,1.45,1.82,33.49,15.33,10.59,0.8
2021-11-27,2.26,5.75,1.9,17.95,1.45,1.83,33.47,15.3,10.62,0.81
2021-11-28,2.28,5.77,1.84,17.98,1.45,1.83,33.45,15.28,10.66,0.82
2021-11-29,2.29,5.78,1.79,18,1.45,1.84,33.43,15.25,10.69,0.83
2021-11-30,2.31,5.79,1.73,18.02,1.45,1.85,33.41,15.22,10.72,0.84
2021-12-01,2.32,5.8,1.67,18.05,1.44,1.85,33.39,15.2,10.76,0.85
2021-12-02,2.34,5.81,1.61,18.07,1.44,1.86,33.37,15.17,10.79,0.86
2021-12-03,2.36,5.82,1.55,18.1,1.44,1.86,33.35,15.14,10.82,0.87
2021-12-04,2.37,5.83,1.56,18.06,1.44,1.85,33.36,15.02,10.91,0.88
2021-12-05,2.39,5.83,1.56,18.03,1.44,1.83,33.37,14.89,10.99,0.89
2021-12-06,2.4,5.84,1.56,17.99,1.44,1.82,33.38,14.77,11.07,0.9
2021-12-07,2.42,5.84,1.56,17.96,1.43,1.8,33.39,14.64,11.16,0.91
2021-12-08,2.43,5.85,1.56,17.92,1.43,1.79,33.39,14.51,11.24,0.92
2021-12-09,2.45,5.85,1.57,17.89,1.43,1.77,33.4,14.39,11.32,0.93
2021-12-10,2.46,5.86,1.57,17.85,1.43,1.75,33.41,14.26,11.41,0.94
2021-12-11,2.48,5.86,1.57,17.82,1.43,1.74,33.42,14.13,11.49,0.95
2021-12-12,2.49,5.86,1.57,17.78,1.43,1.72,33.43,14.01,11.57,0.96
2021-12-13,2.51,5.87,1.57,17.75,1.43,1.71,33.43,13.88,11.66,0.97
2021-12-14,2.52,5.87,1.58,17.71,1.42,1.69,33.44,13.76,11.74,0.98
2021-12-15,2.54,5.88,1.58,17.68,1.42,1.68,33.45,13.63,11.83,0.99
2021-12-16,2.56,5.88,1.58,17.64,1.42,1.66,33.46,13.5,11.91,0.99
2021-12-17,2.57,5.89,1.58,17.61,1.42,1.64,33.47,13.38,11.99,1
2021-12-18,2.59,5.89,1.58,17.58,1.42,1.63,33.48,13.25,12.08,1.01
2021-12-19,2.6,5.9,1.59,17.54,1.42,1.61,33.48,13.12,12.16,1.02
2021-12-20,2.55,5.85,1.59,17.59,1.4,1.61,33.43,13.16,12.21,1.03
2021-12-21,2.5,5.8,1.6,17.63,1.39,1.61,33.37,13.2,12.26,1.04
2021-12-22,2.45,5.75,1.61,17.68,1.37,1.62,33.32,13.23,12.3,1.05
2021-12-23,2.4,5.71,1.62,17.72,1.36,1.62,33.26,13.27,12.35,1.06
2021-12-24,2.35,5.66,1.63,17.77,1.34,1.62,33.21,13.3,12.4,1.07
2021-12-25,2.3,5.61,1.64,17.81,1.32,1.62,33.15,13.34,12.45,1.08
2021-12-26,2.25,5.56,1.64,17.86,1.31,1.62,33.09,13.37,12.5,1.09
2021-12-27,2.2,5.52,1.65,17.9,1.29,1.62,33.04,13.41,12.54,1.1
2021-12-28,2.15,5.47,1.66,17.95,1.28,1.62,32.98,13.45,12.59,1.11
2021-12-29,2.1,5.42,1.67,17.99,1.26,1.62,32.93,13.48,12.64,1.12
2021-12-30,2.05,5.37,1.68,18.04,1.25,1.62,32.87,13.52,12.69,1.13
2021-12-31,2,5.33,1.68,18.08,1.23,1.63,32.82,13.55,12.74,1.14
2022-01-01,1.95,5.28,1.69,18.13,1.22,1.63,32.76,13.59,12.79,1.15
2022-01-02,1.9,5.23,1.7,18.17,1.2,1.63,32.7,13.62,12.83,1.16
2022-01-03,1.85,5.18,1.71,18.22,1.18,1.63,32.65,13.66,12.88,1.17
2022-01-04,1.8,5.14,1.72,18.26,1.17,1.63,32.59,13.69,12.93,1.18
2022-01-05,1.75,5.09,1.73,18.31,1.15,1.63,32.54,13.73,12.98,1.19
2022-01-06,1.7,5.17,1.77,18.27,1.14,1.62,32.54,13.66,12.93,1.2
2022-01-07,1.65,5.25,1.81,18.24,1.12,1.62,32.55,13.58,12.88,1.22
2022-01-08,1.6,5.34,1.86,18.21,1.11,1.61,32.55,13.51,12.83,1.23
2022-01-09,1.55,5.42,1.9,18.18,1.09,1.6,32.56,13.44,12.78,1.25
2022-01-10,1.5,5.5,1.94,18.15,1.08,1.59,32.56,13.36,12.73,1.26
2022-01-11,1.45,5.58,1.98,18.12,1.06,1.58,32.57,13.29,12.68,1.28
2022-01-12,1.4,5.67,2.03,18.09,1.04,1.58,32.57,13.22,12.63,1.29
2022-01-13,1.35,5.75,2.07,18.06,1.03,1.57,32.58,13.14,12.58,1.31
2022-01-14,1.3,5.83,2.11,18.03,1.01,1.56,32.58,13.07,12.54,1.32
2022-01-15,1.25,5.91,2.16,18,1,1.55,32.59,12.99,12.49,1.34
2022-01-16,1.2,5.99,2.2,17.97,0.98,1.55,32.6,12.92,12.44,1.35
2022-01-17,1.15,6.08,2.24,17.94,0.97,1.54,32.6,12.85,12.39,1.37
2022-01-18,1.1,6.16,2.29,17.91,0.95,1.53,32.61,12.77,12.34,1.38
2022-01-19,1.05,6.24,2.33,17.88,0.94,1.52,32.61,12.7,12.29,1.4
2022-01-20,1,6.23,2.27,17.92,0.78,1.38,32.51,12.71,12.35,1.39
2022-01-21,0.96,6.23,2.22,17.97,0.63,1.25,32.41,12.73,12.41,1.39
2022-01-22,1,6.2,2.18,18.04,0.64,1.27,32.36,12.81,12.44,1.39
2022-01-23,1.05,6.16,2.14,18.11,0.66,1.3,32.31,12.9,12.47,1.38
2022-01-24,1.1,6.13,2.11,18.18,0.67,1.33,32.26,12.98,12.49,1.38
2022-01-25,1.14,6.1,2.07,18.26,0.68,1.36,32.21,13.07,12.52,1.38
2022-01-26,1.19,6.07,2.03,18.33,0.7,1.39,32.16,13.15,12.55,1.37
2022-01-27,1.24,6.04,2,18.4,0.71,1.41,32.11,13.24,12.57,1.37
2022-01-28,1.29,6.01,1.96,18.47,0.72,1.44,32.06,13.32,12.6,1.36
2022-01-29,1.33,5.98,1.92,18.54,0.74,1.47,32.01,13.41,12.63,1.36
2022-01-30,1.38,5.95,1.88,18.61,0.75,1.5,31.97,13.49,12.65,1.36
2022-01-31,1.43,5.92,1.85,18.69,0.76,1.53,31.92,13.58,12.68,1.35
2022-02-01,1.47,5.89,1.81,18.76,0.78,1.55,31.87,13.66,12.7,1.35
2022-02-02,1.52,5.85,1.77,18.83,0.79,1.58,31.82,13.75,12.73,1.35
2022-02-03,1.57,5.82,1.74,18.9,0.8,1.61,31.77,13.83,12.76,1.34
2022-02-04,1.62,5.79,1.7,18.97,0.82,1.64,31.72,13.92,12.78,1.34
2022-02-05,1.66,5.76,1.66,19.04,0.83,1.67,31.67,14,12.81,1.33
2022-02-06,1.71,5.73,1.63,19.12,0.84,1.69,31.62,14.09,12.84,1.33
2022-02-07,1.76,5.79,1.63,19.09,0.86,1.69,31.58,14.1,12.84,1.33
2022-02-08,1.8,5.86,1.64,19.07,0.87,1.68,31.55,14.12,12.84,1.32
2022-02-09,1.85,5.92,1.65,19.05,0.88,1.67,31.52,14.13,12.85,1.32
2022-02-10,1.9,5.99,1.65,19.02,0.9,1.66,31.49,14.15,12.85,1.32
2022-02-11,1.95,6.05,1.66,19,0.91,1.65,31.45,14.16,12.86,1.31
2022-02-12,1.99,6.11,1.67,18.98,0.92,1.65,31.42,14.18,12.86,1.31
2022-02-13,2.04,6.18,1.67,18.95,0.94,1.64,31.39,14.19,12.86,1.31
2022-02-14,2.09,6.24,1.68,18.93,0.95,1.63,31.36,14.21,12.87,1.3
2022-02-15,2.13,6.3,1.68,18.91,0.96,1.62,31.32,14.22,12.87,1.3
2022-02-16,2.18,6.37,1.69,18.89,0.98,1.61,31.29,14.24,12.88,1.29
2022-02-17,2.23,6.43,1.7,18.86,0.99,1.61,31.26,14.25,12.88,1.29
2022-02-18,2.28,6.5,1.7,18.84,1,1.6,31.23,14.26,12.88,1.29
2022-02-19,2.32,6.56,1.71,18.82,1.02,1.59,31.19,14.28,12.89,1.28
2022-02-20,2.37,6.62,1.72,18.79,1.03,1.58,31.16,14.29,12.89,1.28
2022-02-21,2.42,6.69,1.72,18.77,1.04,1.57,31.13,14.31,12.9,1.28
2022-02-22,2.46,6.75,1.73,18.75,1.06,1.57,31.1,14.32,12.9,1.27
2022-02-23,2.51,6.82,1.73,18.72,1.07,1.56,31.06,14.34,12.9,1.27
2022-02-24,2.56,6.88,1.74,18.7,1.08,1.55,31.03,14.35,12.91,1.27
2022-02-25,2.61,6.94,1.75,18.68,1.1,1.54,31,14.37,12.91,1.26
2022-02-26,2.58,6.98,1.73,18.74,1.11,1.53,30.97,14.37,12.88,1.26
2022-02-27,2.55,7.02,1.72,18.8,1.12,1.53,30.94,14.37,12.84,1.25
2022-02-28,2.53,7.07,1.71,18.86,1.14,1.52,30.91,14.37,12.8,1.25
2022-03-01,2.5,7.11,1.69,18.92,1.15,1.51,30.88,14.37,12.77,1.25
2022-03-02,2.47,7.15,1.68,18.98,1.16,1.5,30.84,14.37,12.73,1.24
2022-03-03,2.45,7.19,1.67,19.03,1.18,1.49,30.81,14.37,12.69,1.24
2022-03-04,2.42,7.23,1.66,19.09,1.19,1.49,30.78,14.38,12.65,1.24
2022-03-05,2.39,7.27,1.64,19.15,1.2,1.48,30.75,14.38,12.62,1.23
2022-03-06,2.37,7.31,1.63,19.21,1.22,1.47,30.72,14.38,12.58,1.23
2022-03-07,2.34,7.33,1.6,19.22,1.23,1.42,30.71,14.35,12.54,1.22
2022-03-08,2.31,7.34,1.57,19.23,1.24,1.37,30.7,14.31,12.49,1.22
2022-03-09,2.29,7.36,1.54,19.24,1.26,1.32,30.69,14.28,12.45,1.22
2022-03-10,2.26,7.38,1.5,19.25,1.27,1.27,30.68,14.25,12.41,1.21
2022-03-11,2.23,7.37,1.58,19.23,1.28,1.29,30.71,14.23,12.39,1.21
2022-03-12,2.21,7.36,1.65,19.21,1.3,1.32,30.74,14.21,12.37,1.21
2022-03-13,2.18,7.35,1.72,19.19,1.31,1.34,30.78,14.19,12.35,1.2
2022-03-14,2.15,7.34,1.8,19.16,1.32,1.37,30.81,14.17,12.33,1.2
2022-03-15,2.13,7.33,1.87,19.14,1.34,1.4,30.84,14.16,12.31,1.2
2022-03-16,2.1,7.32,1.94,19.12,1.35,1.42,30.88,14.14,12.3,1.19
2022-03-17,2.07,7.3,2.01,19.1,1.36,1.45,30.91,14.12,12.28,1.19
2022-03-18,2.05,7.29,2.09,19.08,1.37,1.48,30.94,14.1,12.26,1.18
2022-03-19,2.02,7.23,2.22,19.05,1.42,1.46,31.01,14.05,12.24,1.18
2022-03-20,1.99,7.22,2.18,19.12,1.42,1.46,31.01,14.06,12.23,1.17
2022-03-21,1.97,7.2,2.14,19.19,1.41,1.46,31.01,14.08,12.23,1.16
2022-03-22,1.94,7.19,2.1,19.26,1.4,1.45,31,14.1,12.22,1.15
2022-03-23,1.91,7.18,2.05,19.33,1.4,1.45,31,14.12,12.21,1.15
2022-03-24,1.89,7.17,2.01,19.4,1.39,1.45,31,14.14,12.21,1.14
2022-03-25,1.86,7.16,1.97,19.47,1.38,1.45,31,14.15,12.2,1.13
2022-03-26,1.84,7.15,1.93,19.54,1.38,1.44,30.99,14.17,12.19,1.12
2022-03-27,1.81,7.13,1.88,19.61,1.37,1.44,30.99,14.19,12.19,1.11
2022-03-28,1.78,7.12,1.84,19.68,1.37,1.44,30.99,14.21,12.18,1.1
2022-03-29,1.76,7.11,1.8,19.75,1.36,1.44,30.99,14.23,12.17,1.09
2022-03-30,1.73,7.1,1.75,19.82,1.35,1.43,30.98,14.24,12.17,1.08
2022-03-31,1.7,7.02,1.77,19.86,1.35,1.43,31,14.26,12.16,1.08
2022-04-01,1.68,6.94,1.79,19.9,1.34,1.43,31.01,14.28,12.16,1.07
2022-04-02,1.65,6.86,1.8,19.93,1.34,1.43,31.02,14.3,12.15,1.06
2022-04-03,1.62,6.78,1.82,19.97,1.33,1.42,31.04,14.31,12.14,1.05
2022-04-04,1.6,6.7,1.83,20.01,1.32,1.42,31.05,14.33,12.14,1.04
2022-04-05,1.57,6.62,1.85,20.05,1.32,1.42,31.06,14.35,12.13,1.03
2022-04-06,1.54,6.54,1.87,20.08,1.31,1.42,31.08,14.36,12.12,1.02
2022-04-07,1.52,6.46,1.88,20.12,1.31,1.41,31.09,14.38,12.12,1.02
2022-04-08,1.49,6.38,1.9,20.16,1.3,1.41,31.11,14.4,12.11,1.01
2022-04-09,1.47,6.3,1.91,20.2,1.29,1.41,31.12,14.41,12.11,1
2022-04-10,1.44,6.22,1.93,20.23,1.29,1.41,31.13,14.43,12.1,0.99
2022-04-11,1.41,6.21,1.95,20.25,1.28,1.38,31.16,14.39,12.07,0.98
2022-04-12,1.39,6.21,1.96,20.27,1.27,1.36,31.19,14.34,12.04,0.97
2022-04-13,1.36,6.2,1.98,20.29,1.27,1.33,31.22,14.3,12.01,0.96
