Izborna jedinica;Grad / opæine;BM Rbr;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: STJEPAN VUJANIÆ ;AGENDA MLADIH DEMOKRATA - AMD, HRVATSKA STRANKA MLADIH - HSM, Nositelj liste: IGOR KINDIJ;AKCIJA MLADIH - AM, Nositelj liste: ALAN SANKOVIÆ ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH, STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH, SPLITSKA STRANKA UMIROVLJENIKA - SSU, Nositelj liste: ZLATKO KLARIÆ, prof. ;AKCIJA ZA BOLJU HRVATSKU - ABH, HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS, JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA, Nositelj liste: MILOVAN ŠIBL ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP, Nositelj liste: MARKO FRANCIŠKOVIÆ  ;BLOK UMIROVLJENICI ZAJEDNO - BUZ, PRIMORSKO GORANSKI SAVEZ - PGS, HRVATSKA RADNIÈKA STRANKA - HRS, Nositelj liste: prof.dr.sc. LJUBO JURÈIÆ ;DEMOKRATSKA STRANKA SLAVONSKE RAVNICE - SLAVONSKA RAVNICA, Nositelj liste: SLAVKO VUKŠIÆ ;DEMOKRATSKA STRANKA ŽENA - DSŽ, Nositelj liste: MARIJA JELINÈIÆ ;GLAS RAZUMA, Nositelj liste: STJEPAN RADILOVIÆ, dipl.organizator poslovanja ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, Nositelj liste: JADRANKA KOSOR  ;HRVATSKA 21. STOLJEÆA - HRVATSKA 21., Nositelj liste: VEDRANA MILAS  ;HRVATSKA EUROPSKA STRANKA - HES, Nositelj liste: NAJA ŠEBALJ ;HRVATSKA SELJAÈKA STRANKA - HSS, ZELENA STRANKA - ZS, STRANKA PENZIONERA - SP, Nositelj liste: DARKO VULETIÆ ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS, Nositelj liste: prof.dr.sc. VELIMIR SRIÆA  ;HRVATSKA STRANKA PRAVA - HSP, Nositelj liste: ANTE PRKAÈIN  ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ, HRVATSKA ÈISTA STRANKA PRAVA - HÈSP, Nositelj liste: RUŽA TOMAŠIÆ;HRVATSKA STRANKA ZELENIH - EKO SAVEZ - ZELENI, Nositelj liste: mr.sc. ZLATKO SVIBEN, dipl.inž.;HRVATSKI LABURISTI-STRANKA RADA, Nositelj liste: DRAGUTIN LESAR  ;HRVATSKI RAST - HRAST, Nositelj liste: KREŠIMIR MILETIÆ ;NACIONALNI DEMOKRATI - ND, DEAN GOLUBIÆ, dipl.krim.  ;NEOVISNA LISTA, Nositelj liste: MILAN BANDIÆ;NEOVISNA LISTA, Nositelj liste: DAMIR GAŠPAROVIÆ  ;NEOVISNA LISTA, Nositelj liste: dr.sc. IVAN GRUBIŠIÆ  ;NEOVISNA LISTA, Nositelj liste: HRVOJE MIRKOVIÆ;NEOVISNA LISTA, Nositelj liste: VEDRAN SENJANOVIÆ  ;NEOVISNA LISTA, Nositelj liste: SINIŠA VUCO ;NOVA HRVATSKA - NH, Nositelj liste: BORKO ŠAMIJA ;OBITELJSKA STRANKA - OS, Nositelj liste: MATE KNEZOVIÆ;SAVEZ ZA PROMJENE - SP, AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS, Nositelj liste: IVAN PERNAR ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS, ISTARSKI DEMOKRATSKI SABOR - IDS, HRVATSKA STRANKA UMIROVLJENIKA - HSU, Nositelj liste: ZORAN MILANOVIÆ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP, Nositelj liste: mr.sc. BOŽIDAR DUGONJIÆ ;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ, Nositelj liste: ŽELJKO VINSKI, ing.grad.  ;VOLIM HRVATSKU - VH, Nositelj liste: ROKO ŠIKIÆ  ;ZAGORSKA DEMOKRATSKA STRANKA - ZDS, Nositelj liste: LJUBOMIR PULJIÆ  ;ZAGORSKA STRANKA - ZS, Nositelj liste: BOŽIDAR PTIÈAR;ZAGREBAÈKA NEZAVISNA LISTA - ZNL, Nositelj liste: mr.sc. TATJANA HOLJEVAC, dipl.ing.;ZELENA LISTA, Nositelj liste: NEVA TOLLE ;ZELENI ZAJEDNO, Nositelj liste: VERA PETRINJAK-ŠIMEK ;;;;;;;;;
I. IZBORNA JEDINICA;IMOTSKI;1;0;5;5;5;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;IVANEC;1;0;4;4;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;IVANIÆ-GRAD;1;0;3;3;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;JASTREBARSKO;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;KARLOVAC;1;0;6;6;6;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;KARLOVAC;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;KARLOVAC;3;0;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;KOPRIVNICA;1;0;4;4;4;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;KORÈULA;1;0;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;KOTORIBA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;KRAPINA;1;0;2;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;KRIŽEVCI;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;KRK;1;0;7;7;7;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;KUTINA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;LABIN;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;LASTOVO;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;LEPOGLAVA;1;0;60;60;59;1;0;0;0;0;1;1;0;0;0;0;11;0;0;0;0;1;1;0;2;1;0;4;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;MAKARSKA;1;0;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;MALI LOŠINJ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;METKOVIÆ;1;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;MLJET;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;NAŠICE;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;NEDELIŠÆE;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;NOVA GRADIŠKA;1;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;NOVALJA;1;0;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;NOVI MAROF;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;NOVSKA;1;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;OGULIN;1;0;3;3;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;OPATIJA;1;0;5;5;5;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;ORAHOVICA;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;OREHOVICA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;OSIJEK;1;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;OSIJEK;2;0;3;3;3;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;PAKRAC;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;PAZIN;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;PETRINJA;1;0;6;6;6;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;PITOMAÈA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;POPOVAÈA;1;0;35;35;33;2;0;0;0;0;0;0;0;0;0;0;5;0;0;0;1;5;0;0;2;2;0;0;0;1;0;0;1;0;0;0;16;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;POREÈ - PARENZO;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;POŽEGA;1;0;22;22;20;2;0;0;0;0;0;0;1;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;POŽEGA;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;POŽEGA;3;0;3;3;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;PREKO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;PREKO;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;PROMINA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;PULA - POLA;1;0;17;17;17;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;PULA - POLA;2;0;6;6;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;PULA - POLA;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;PULA - POLA;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;PULA - POLA;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;PULA - POLA;6;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;PULA - POLA;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;PULA - POLA;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;PULA - POLA;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;PULA - POLA;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;PULA - POLA;11;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;;;;
I. IZBORNA JEDINICA;PULA - POLA;12;0;4;4;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;RAB;1;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;RIJEKA;1;0;4;4;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;;;;;;;;;
I. IZBORNA JEDINICA;RIJEKA;2;0;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;ROVINJ - ROVIGNO;1;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;SALI;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;SAMOBOR;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;SELNICA;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;SINJ;1;0;3;3;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;SISAK;1;0;3;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;SISAK;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;SLATINA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;SLAVONSKI BROD;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;SOLIN;1;0;5;5;5;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;SPLIT;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;SPLIT;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;SPLIT;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;SPLIT;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;SPLIT;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;SPLIT;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;SPLIT;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;SPLIT;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;SPLIT;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;SPLIT;10;0;8;8;8;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;SUPETAR;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;SVETI IVAN ZELINA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;ŠENKOVEC;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;ŠIBENIK;1;0;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;ŠIBENIK;2;0;12;12;12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;TOPUSKO;1;0;2;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;UMAG - UMAGO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;VALPOVO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;VARAŽDIN;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;VARAŽDIN;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;VARAŽDINSKE TOPLICE;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;VELIKA GORICA;1;0;11;11;11;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;1;0;0;0;0;0;3;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;VELIKA GORICA;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;VINKOVCI;1;0;3;3;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;VIROVITICA;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
