Izborna jedinica;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  MILAN ŽUPANÈIÆ, prof. ;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  LUKA ŽUŽENIÆ ;AKCIJA MLADIH - AM  , Nositelj liste:  ROBERT KURELIÆ  ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH , SPLITSKA STRANKA UMIROVLJENIKA - SSU  , Nositelj liste:  ZLATKO KLARIÆ, prof. ;AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , SAVEZ ZA PROMJENE - SP  , Nositelj liste:  BRANKO BORKOVIÆ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  DRAŽEN KELEMINEC   ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ ;GLAS RAZUMA  , Nositelj liste:  MILAN PERKOVAC, mg.elektronike ;HRVATSKA DEMOKRATSKA SELJAÈKA STRANKA - HDSS  , Nositelj liste:  TOMISLAV POKUPÈIÆ ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ , DEMOKRATSKI CENTAR - DC  , Nositelj liste:  JADRANKA KOSOR ;HRVATSKA 21. STOLJEÆA - HRVATSKA 21.  , Nositelj liste:  NADA LANDEKA  ;HRVATSKA EUROPSKA STRANKA - HES  , Nositelj liste:  NAJA ŠEBALJ ;HRVATSKA SELJAÈKA STRANKA - HSS  , Nositelj liste:  MARIJANA PETIR ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  ANTO ÐAPIÆ  ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ  ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  PERO PAŽIN;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  MARINKO BOBINAC;NEOVISNA LISTA  , Nositelj liste:  MILAN BANDIÆ ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  DRAGICA LOVREKOVIÆ;VOLIM HRVATSKU - VH  , Nositelj liste:  ROKO ŠIKIÆ;ZAGREBAÈKA NEZAVISNA LISTA - ZNL  , Nositelj liste:  mr.sc. TATJANA HOLJEVAC, dipl.ing. ;ZELENA LISTA  , Nositelj liste:  MILAN LONÈAR;ZELENA STRANKA - ZS  , Nositelj liste:  mr.sc. ALJOŠA BABIÆ ;ZELENI ZAJEDNO  , Nositelj liste:  TONI VIDAN;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;60;SOPOT;OŠ IVE ANDRIÆA;MILOVANA KOVAÈEVIÆA 18;933;645;645;639;6;0;1;2;4;5;0;17;3;0;1;89;1;0;3;22;7;7;60;21;0;16;23;345;3;1;0;3;3;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;61;SOPOT;OŠ IVE ANDRIÆA;MILOVANA KOVAÈEVIÆA 18;1.040;757;757;748;9;0;0;3;6;2;3;18;1;0;0;124;0;0;8;25;8;24;63;11;0;28;23;385;2;1;5;3;2;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;62;SREDIŠÆE;PROSTORIJE MJESNOG ODBORA;IVANA ŠIBLA 8;1.939;1.317;1.313;1.293;20;1;3;5;4;8;3;55;4;0;0;239;1;0;16;54;33;42;74;38;0;35;40;626;2;1;4;1;2;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;63;SREDIŠÆE;PROSTORIJE MJESNOG ODBORA;IVANA ŠIBLA 8;1.374;950;949;926;23;0;1;1;6;2;1;34;2;0;0;131;0;0;13;30;9;26;57;10;0;32;34;518;6;3;3;1;2;4;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;64;TRAVNO;OŠ GUSTAVA KRKLECA;BOŽIDARA MAGOVCA 103;855;601;601;591;10;0;0;1;6;4;1;27;4;0;1;87;1;0;4;17;11;13;57;6;0;8;27;300;3;0;4;2;0;7;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;65;TRAVNO;OŠ GUSTAVA KRKLECA;BOŽIDARA MAGOVCA 103;958;653;653;641;12;0;2;3;5;10;0;29;2;1;2;87;0;0;6;24;9;13;55;18;4;20;15;324;0;4;4;1;0;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;66;TRAVNO;OŠ GUSTAVA KRKLECA;BOŽIDARA MAGOVCA 103;1.072;775;775;769;6;1;0;4;5;4;0;35;2;1;1;100;0;0;7;24;11;17;51;4;1;23;12;442;3;2;10;2;1;6;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;67;TRAVNO;OŠ GUSTAVA KRKLECA;BOŽIDARA MAGOVCA 103;1.063;736;736;728;8;3;1;3;10;4;0;20;0;1;0;75;0;0;7;22;17;16;55;12;0;15;23;431;1;2;4;3;0;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;68;TRAVNO;OŠ GUSTAVA KRKLECA;BOŽIDARA MAGOVCA 103;970;690;690;681;9;0;0;1;7;0;0;27;1;2;1;116;0;0;5;30;14;13;45;9;3;12;19;350;3;1;9;3;2;8;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;69;TRAVNO;OŠ GUSTAVA KRKLECA;BOŽIDARA MAGOVCA 103;1.036;693;693;682;11;0;1;0;6;8;1;16;3;0;4;136;0;0;7;23;14;22;39;13;2;20;15;338;2;1;2;3;3;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;70;TRAVNO;OŠ GUSTAVA KRKLECA;BOŽIDARA MAGOVCA 103;1.088;791;791;768;23;1;0;4;4;3;1;18;4;2;2;118;1;13;15;27;13;13;63;11;0;8;23;402;3;1;3;5;4;6;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;71;TRAVNO;OŠ GUSTAVA KRKLECA;BOŽIDARA MAGOVCA 103;962;755;716;704;12;0;0;1;3;5;2;20;0;0;0;105;0;1;10;22;16;20;50;6;1;19;26;384;1;0;6;1;2;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;72;TRAVNO;OŠ GUSTAVA KRKLECA;BOŽIDARA MAGOVCA 103;1.036;797;797;785;12;1;0;1;8;5;0;40;4;1;0;139;1;1;10;15;16;21;58;12;0;29;21;389;0;0;4;2;2;5;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;73;UTRINE;OŠ MLADOST;KARAMANOV PRILAZ 3;879;576;576;562;14;1;0;1;4;6;1;25;2;0;1;92;0;1;5;23;11;14;39;6;1;19;14;277;1;2;6;4;1;5;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;74;UTRINE;OŠ MLADOST;KARAMANOV PRILAZ 3;982;672;672;666;6;0;1;4;5;2;2;26;3;2;0;105;0;0;2;23;10;10;41;16;1;22;25;358;1;2;1;1;0;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;75;UTRINE;OŠ MLADOST;KARAMANOV PRILAZ 3;942;641;641;632;9;0;2;7;5;3;1;20;3;0;0;132;0;0;12;17;2;21;48;9;0;16;17;307;1;0;3;2;2;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;76;UTRINE;OŠ MLADOST;KARAMANOV PRILAZ 3;1.054;723;723;712;11;0;1;2;3;4;0;38;0;0;0;129;1;0;7;20;12;19;48;7;0;14;21;375;2;1;4;1;0;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;77;UTRINE;OŠ MLADOST;KARAMANOV PRILAZ 3;1.055;743;740;726;14;0;2;3;2;6;1;40;5;0;2;109;0;0;9;27;10;15;54;10;0;16;30;373;1;0;4;3;2;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;78;UTRINE;OŠ MLADOST;KARAMANOV PRILAZ 3;1.086;794;730;714;16;1;1;1;4;6;0;37;4;0;0;108;1;0;6;32;15;22;45;18;0;24;16;353;4;1;5;5;0;5;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;79;UTRINE;OŠ MLADOST;KARAMANOV PRILAZ 3;1.129;772;772;757;15;0;3;0;9;9;0;27;4;0;1;155;0;0;13;24;5;12;49;4;0;16;19;389;5;0;5;5;1;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;80;ZAPRUÐE;OŠ ZAPRUÐE;MEŠTROVIÆEV TRG 8A;1.149;837;836;816;20;1;1;1;10;4;1;26;6;0;1;150;0;0;1;31;16;19;85;6;0;29;12;398;2;4;5;4;2;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;81;ZAPRUÐE;OŠ ZAPRUÐE;MEŠTROVIÆEV TRG 8A;919;642;642;630;12;0;1;1;6;6;4;15;2;1;1;98;3;0;8;20;17;16;69;9;0;18;18;298;2;7;6;2;0;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;82;ZAPRUÐE;OŠ ZAPRUÐE;MEŠTROVIÆEV TRG 8A;959;685;685;676;9;0;1;2;1;4;4;21;2;1;3;121;2;0;9;21;18;16;60;12;2;18;8;340;1;1;4;1;0;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;83;ZAPRUÐE;OŠ ZAPRUÐE;MEŠTROVIÆEV TRG 8A;1.363;952;952;936;16;1;1;7;10;7;2;39;5;1;2;136;3;1;6;42;8;26;95;12;0;32;34;435;6;2;9;4;4;6;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;84;ZAPRUÐE;OŠ ZAPRUÐE;MEŠTROVIÆEV TRG 8A;1.230;817;816;803;13;0;2;2;5;7;5;29;0;0;0;110;0;0;6;14;4;19;87;5;0;31;10;451;5;0;0;6;1;4;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;85;SIGET;OŠ V.HOLJEVCA;SIGET 23;1.193;820;820;803;17;1;0;1;6;10;0;42;3;1;0;147;1;0;7;34;10;15;56;13;0;18;26;387;2;0;8;2;8;5;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;86;SIGET;OŠ V.HOLJEVCA;SIGET 23;1.087;753;753;746;7;1;1;2;1;5;0;22;2;0;1;104;2;0;10;28;12;11;64;15;0;13;24;415;5;1;1;1;2;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;87;SIGET;OŠ V.HOLJEVCA;SIGET 23;1.109;790;790;780;10;1;1;1;15;6;2;32;1;1;2;109;4;1;7;33;8;20;41;11;0;11;31;413;7;5;8;4;3;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;88;SIGET;OŠ V.HOLJEVCA;SIGET 23;1.067;733;731;718;13;1;2;3;4;9;2;30;1;0;2;138;0;0;9;20;7;22;44;11;0;16;23;360;1;0;5;3;1;4;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;89;SIGET;OŠ V.HOLJEVCA;SIGET 23;1.180;856;856;847;9;0;0;0;3;6;0;20;4;1;1;122;0;0;8;26;7;29;56;6;1;16;25;498;1;0;9;3;2;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;90;SIGET;OŠ V.HOLJEVCA;SIGET 23;1.162;844;835;826;9;0;1;0;9;1;0;20;2;0;2;113;1;0;18;27;14;24;50;30;1;16;22;464;3;0;2;2;1;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;91;RESNIÈKI GAJ;PROSTORIJE MJESNOG ODBORA;ÈULINEÈKA CESTA 221B;316;205;205;202;3;0;0;1;2;0;1;3;0;1;1;52;0;0;12;22;5;7;10;5;0;18;1;59;0;0;2;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;92;TRNAVA;PROSTORIJE MJESNOG ODBORA;RESNIÈKI PUT 1A;1.246;797;797;787;10;0;1;1;9;8;2;34;4;2;1;165;0;0;13;28;40;15;71;3;0;46;13;310;1;0;7;8;1;4;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;93;TRNAVA;PROSTORIJE MJESNOG ODBORA;RESNIÈKI PUT 1A;1.200;750;750;733;17;0;0;0;8;1;0;28;5;0;2;143;0;0;15;26;60;32;43;5;4;40;10;297;1;2;5;3;2;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;94;TRNAVA;PROSTORIJE MJESNOG ODBORA;RESNIÈKI PUT 1A;1.120;641;641;631;10;0;2;2;7;8;3;20;0;1;3;123;0;0;13;16;29;23;35;8;0;51;18;251;3;4;3;4;1;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;95;TRNAVA;DJEÈJI VRTIÆ JABUKA;RESNIÈKI PUT 88;2.167;1.289;1.287;1.267;20;1;0;7;9;3;4;55;16;6;1;263;1;3;28;49;82;46;65;19;0;114;34;443;2;0;5;2;3;6;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;96;TRNAVA;DJEÈJI VRTIÆ JABUKA;RESNIÈKI PUT 88;1.598;999;939;919;20;0;3;5;6;5;2;38;4;0;3;200;3;0;36;28;52;46;58;14;2;56;17;316;4;2;10;3;5;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;DONJI KUKURUZARI;1;DONJA VELEŠNJA;DRUŠTVENI DOM DONJA VELEŠNJA - ÈITAONICA;DONJA VELEŠNJA 54;241;159;159;155;4;0;0;0;3;0;1;0;1;0;0;59;1;1;16;2;2;1;0;0;1;5;0;61;0;0;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;DONJI KUKURUZARI;2;DONJI KUKURUZARI;ZGRADA OPÆINE (DVORANA ZA UDRUGE);DON ANTE LIZATOVIÆA 2;403;236;236;225;11;0;3;0;0;1;0;2;1;0;2;110;0;0;9;9;5;2;3;7;1;5;1;60;3;0;0;0;1;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;DONJI KUKURUZARI;3;MEÈENÈANI;OSNOVNA ŠKOLA KATARINA ZRINSKA;MEÈENÈANI BB;196;135;135;130;5;0;0;0;0;0;1;0;0;0;0;65;0;0;10;1;2;0;1;0;0;3;1;46;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;DONJI KUKURUZARI;4;KOMOGOVINA;PRIVATNA KUÆA ILIJE BOŽIÆA;DRAŽENA PETROVIÆA 2;237;149;149;146;3;1;0;1;2;2;1;1;0;0;0;41;0;0;29;1;1;0;0;1;0;6;2;57;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;DONJI KUKURUZARI;5;KNEZOVLJANI;PROSTOR STARE ŠKOLE;KNEZOVLJANI;181;106;106;103;3;0;0;0;0;1;0;0;0;0;0;51;0;0;5;5;5;0;1;0;0;2;0;31;0;0;0;0;2;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;DVOR;1;DVOR;DOM KULTURE;TRG BANA J. JELAÈIÆA 9;728;242;242;240;2;2;0;3;2;3;3;3;1;0;0;74;0;0;6;2;4;4;8;0;0;5;2;114;0;3;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;DVOR;2;DVOR;OSNOVNA ŠKOLA;ANTE BRUNE BUŠIÆA 5;545;189;189;185;4;1;0;0;1;2;2;4;0;0;0;38;0;0;12;2;8;2;1;1;0;4;1;103;1;1;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;DVOR;3;MATIJEVIÆI;OBITELJSKA KUÆA BORKE CARIÆ;ULICA MATICE HRVATSKE 47;527;158;158;156;2;2;2;0;2;0;2;2;0;1;0;6;0;1;8;1;2;1;1;0;0;0;0;123;1;0;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;DVOR;4;DIVUŠA;PROSTORIJE VATROGASNOG DOMA;DIVUŠA;666;290;290;283;7;0;1;0;1;4;3;5;0;0;2;150;2;0;5;3;8;4;4;0;0;6;2;82;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;DVOR;5;GORNJA ORAOVICA;ZGRADA ŠKOLE;GORNJA ORAOVICA BB;259;22;22;21;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;16;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;DVOR;6;GORNJI JAVORANJ;PROSTORIJE MJESNOG ODBORA;GORNJI JAVORANJ BB;318;90;90;86;4;0;0;0;1;1;0;0;0;1;0;0;0;0;13;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;DVOR;7;ZRINSKI BRÐANI;DRUŠTVENI DOM;ZRINSKI BRÐANI BB;263;42;42;38;4;0;0;0;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;33;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;DVOR;8;GRMUŠANI;DRUŠTVENI DOM;GRMUŠANI BB;434;83;83;81;2;0;0;0;0;0;0;0;0;0;0;3;0;0;21;0;1;0;0;0;0;1;0;54;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;DVOR;9;RUJEVAC;DRUŠTVENE PROSTORIJE U ZGRADI ŠKOLE;RUJEVAC;245;73;73;73;0;0;0;0;0;1;0;3;1;0;0;5;0;0;22;1;0;0;0;0;0;0;0;40;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;DVOR;10;DONJI ŽIROVAC;POSLOVNI PROSTOR UZ KUÆU SLOBODANA TINTORA;DONJI ŽIROVAC 37;218;24;24;24;0;4;0;0;1;0;0;0;0;0;0;3;0;0;5;0;0;0;0;0;0;0;0;10;0;0;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;DVOR;11;DONJA STUPNICA;DRUŠTVENI DOM;DONJA STUPNICA;164;41;41;38;3;0;0;0;0;0;1;1;0;0;0;1;1;0;11;0;0;0;0;0;0;0;0;20;1;1;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;DVOR;12;STRUGA BANSKA;DRUŠTVENI DOM;STRUGA BANSKA;275;145;145;140;5;1;0;0;1;0;0;3;2;0;0;92;0;0;1;0;9;4;3;0;0;2;0;22;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;GVOZD;1;GVOZD;ZGRADA OPÆINE GVOZD - VIJEÆNICA;TRG DR. FRANJE TUÐMANA 6;912;550;550;540;10;0;0;0;4;2;3;11;3;1;5;268;2;1;6;2;21;2;13;1;1;14;4;173;0;0;1;0;1;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;GVOZD;2;GVOZD;OSNOVNA ŠKOLA GVOZD;KRALJA PETRA SVAÈIÆA 21;183;126;126;123;3;0;1;0;0;1;0;2;0;0;1;10;0;0;0;1;1;0;0;0;0;6;0;98;0;0;0;1;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;GVOZD;3;CREVARSKA STRANA;"ZGRADA BIVŠEG RESTORANA ""ANTONIO""";CREVARSKA STRANA 56A;94;66;66;65;1;0;0;0;0;1;0;0;1;0;1;15;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;GVOZD;4;BOVIÆ;DRUŠTVENI DOM BOVIÆ;BOVIÆ 110C;251;167;167;161;6;0;0;1;0;0;0;0;0;2;0;6;0;0;0;0;1;0;2;0;0;6;1;138;2;1;1;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;GVOZD;5;GORNJA ÈEMERNICA;"POSLOVNA ZGRADA ""REFUL MARINE"" D.O.O.";GORNJA ÈEMERNICA 6;104;62;62;60;2;0;0;0;0;0;0;0;1;0;0;8;0;0;0;0;0;1;1;0;0;6;0;41;1;0;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;GVOZD;6;SLAVSKO POLJE;DRUŠTVENI DOM;SLAVSKO POLJE 94;165;145;145;141;4;1;0;0;0;1;0;0;0;0;0;4;0;0;1;0;1;0;0;0;0;3;0;127;3;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;GVOZD;7;ŠLJIVOVAC;VIKEND KUÆA OBITELJI ŠMITRAN;ŠLJIVOVAC 1;89;62;62;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;61;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;HRVATSKA DUBICA;1;HRVATSKA DUBICA;ZGRADA HRVATSKOG DOMA;VJEKOSLAVA VENKA 3;680;369;369;357;12;2;0;2;2;5;2;7;3;0;4;95;2;0;36;5;18;4;10;0;0;4;2;151;0;0;0;0;0;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;HRVATSKA DUBICA;2;HRVATSKA DUBICA;ZGRADA NA NOGOMETNOM IGRALIŠTU;PETRA ZRINSKOG 36B;293;176;172;168;4;0;0;0;1;2;0;2;0;0;3;78;0;0;17;1;8;0;5;0;0;2;1;42;1;2;0;2;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;HRVATSKA DUBICA;3;BAÆIN;HRVATSKI DOM BAÆIN;BAÆIN 88;252;115;115;110;5;0;0;0;2;0;0;4;3;1;2;46;0;0;14;2;6;4;4;2;0;3;0;14;2;0;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;HRVATSKA DUBICA;4;CEROVLJANI;HRVATSKI DOM CEROVLJANI;CEROVLJANI 104A;203;122;122;121;1;0;1;1;0;0;1;2;0;0;0;62;0;0;17;2;8;3;3;0;0;2;0;18;0;0;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;HRVATSKA DUBICA;5;SLABINJA;OBITELJSKA KUÆA IVE UDOVIÈIÆA;SLABINJA 96B;280;139;139;138;1;0;0;0;2;2;1;3;0;0;0;77;0;2;4;1;4;1;3;2;0;4;0;32;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;HRVATSKA DUBICA;6;ŽIVAJA;ZGRADA HRVATSKOG DOMA;ŽIVAJA 147;295;124;124;121;3;0;1;0;0;0;0;2;0;0;3;51;0;1;8;1;7;1;0;0;0;4;0;42;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;JASENOVAC;1;JASENOVAC;PRIZEMNE PROSTORIJE OPÆINE JASENOVAC (PROSTORIJE UDRUGE UMIROVLJENIKA);TRG KRALJA PETRA SVAÈIÆA 19;640;396;396;391;5;5;3;1;4;3;0;10;1;0;4;138;0;1;14;34;25;6;7;0;0;6;6;120;1;0;0;1;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;JASENOVAC;2;KOŠUTARICA;PUÈKI DOM;KOŠUTARICA;257;183;183;175;8;2;0;0;0;2;1;2;4;0;0;70;1;0;7;15;14;11;1;1;0;3;3;35;0;0;0;1;0;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;JASENOVAC;3;MLAKA;PODRUÈNA ŠKOLA MLAKA;MLAKA;69;17;17;17;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;1;0;12;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;JASENOVAC;4;UŠTICA;PODRUÈNA ŠKOLA UŠTICA;UŠTICA;184;106;106;103;3;0;1;0;3;1;0;2;1;2;0;36;0;1;1;4;17;1;3;1;0;0;0;29;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;JASENOVAC;5;VIŠNJICA;PUÈKI DOM VIŠNJICA;VIŠNJICA;161;100;100;98;2;0;0;0;0;0;0;3;0;0;0;66;0;0;8;2;8;3;1;0;0;2;0;5;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;JASENOVAC;6;TANAC;PUÈKI DOM TANAC;TANAC;113;95;95;92;3;0;1;0;3;2;2;1;0;1;0;52;0;0;8;5;3;1;1;1;0;1;0;10;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;JASENOVAC;7;DRENOV BOK;VATROGASNI DOM;DRENOV BOK;107;66;66;66;0;0;0;1;1;0;0;2;0;0;0;25;0;0;1;0;4;0;0;0;0;0;0;32;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;JASENOVAC;8;KRAPJE;PUÈKI DOM;KRAPJE;158;100;100;98;2;0;0;0;1;0;1;2;0;0;1;47;0;0;10;1;5;1;3;0;0;2;1;23;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;JASENOVAC;9;PUSKA;PODRUÈNA ŠKOLA;PUSKA;282;174;173;164;9;2;0;0;0;0;2;1;0;1;0;84;0;0;12;6;10;5;2;0;0;5;0;34;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;JASENOVAC;10;TREBEŽ;PUÈKI DOM TREBEŽ;TREBEŽ;48;32;32;30;2;0;0;0;1;0;0;0;0;0;0;17;0;0;2;0;1;0;1;0;0;2;0;6;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
