Izborna jedinica;Grad / Opæine;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  STJEPAN VUJANIÆ;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  MARIJAN FERIÆ ;AKCIJA MLADIH - AM  , Nositelj liste:  BOJAN KURELIÆ ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH , SPLITSKA STRANKA UMIROVLJENIKA - SSU , LISTA ZA RIJEKU - LISTA-RI  , Nositelj liste:  ZLATKO KLARIÆ, prof.;AKCIJA ZA BOLJU HRVATSKU - ABH , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  mr.sc. ŽELJKO SAÈIÆ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  NATKO KOVAÈEVIÆ, dr.med.vet.;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ  , Nositelj liste:  JADRANKA KOSOR ;HRVATSKA 21. STOLJEÆA - HRVATSKA 21.  , Nositelj liste:  NATAŠA SRDOÈ;HRVATSKA EUROPSKA STRANKA - HES  , Nositelj liste:  NAJA ŠEBALJ ;HRVATSKA SELJAÈKA STRANKA - HSS , ZELENA STRANKA - ZS , STRANKA PENZIONERA - SP  , Nositelj liste:  mr.sc. BOŽIDAR PANKRETIÆ  ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  DANIEL SRB;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  JELENA ÆORIÆ MUDROVÈIÆ  ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  IGOR GALOVIÆ;NEOVISNA LISTA  , Nositelj liste:  MILAN BANDIÆ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ ;SAVEZ ZA PROMJENE - SP , AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , DEMOKRATSKA PRIGORSKO-ZAGREBAÈKA STRANKA - DPS  , Nositelj liste:  IVAN PERNAR;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  MILORAD MRVOŠ, prof.   ;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ  , Nositelj liste:  ŽELJKO VINSKI, ing.grad. ;ZAGREBAÈKA NEZAVISNA LISTA - ZNL  , Nositelj liste:  mr.sc. TATJANA HOLJEVAC, dipl.ing.  ;ZELENA LISTA  , Nositelj liste:  DARKO MRZLEÈKI ;ZELENI ZAJEDNO  , Nositelj liste:  MARIJA PERUŠIÆ, struè.spec.oec.  ;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;BARILOVIÆ;9;BIRAÈKO MJESTO BR. 9;OPÆINSKA ZGRADA;PERJASICA;114;57;57;54;3;1;2;0;1;0;1;2;1;1;0;0;0;0;1;0;1;0;0;0;0;0;42;0;1;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;BARILOVIÆ;10;BIRAÈKO MJESTO BR. 10;DVD SIÈA;SIÈA;160;123;123;122;1;0;0;0;0;0;0;0;1;59;0;0;16;1;23;8;2;0;0;1;1;1;9;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;BARILOVIÆ;11;BIRAÈKO MJESTO BR. 11;KUÆA GRGINÈIÆ JOSIPA;BARILOVIÆKI VIJENAC KBR: 2;62;42;42;42;0;0;0;0;0;0;0;0;1;31;0;0;6;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;BARILOVIÆ;12;BIRAÈKO MJESTO BR. 12;ŠKOLA U BARILOVIÆKOM CEROVCU;BARILOVIÆKI CEROVAC;160;99;99;98;1;0;0;1;0;0;1;0;0;54;0;0;4;1;8;1;1;0;0;1;2;1;23;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;BOSILJEVO;1;BIRAÈKO MJESTO BR. 1;BOSILJEVO - ZGRADA OPÆINE;BOSILJEVO 14;473;217;217;210;7;0;1;0;3;0;2;4;3;96;2;0;17;6;20;2;4;1;0;1;2;0;41;0;0;0;2;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;BOSILJEVO;2;BIRAÈKO MJESTO BR. 2;GRABRK - VATROGASNI DOM;GRABRK 1;356;221;221;215;6;0;1;4;1;2;2;3;0;124;0;1;21;2;15;4;6;0;0;5;2;1;21;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;BOSILJEVO;3;BIRAÈKO MJESTO BR. 3;PRIKUPLJE - VATROGASNI DOM;PRIBANJCI 50;477;282;282;276;6;1;0;0;1;0;0;8;5;86;0;0;30;3;19;4;6;1;0;2;2;2;103;0;0;1;1;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;BOSILJEVO;4;BIRAÈKO MJESTO BR. 4;VODENA DRAGA - STANICA ZA OTKUP MLIJEKA;VODENA DRAGA BB;56;34;34;33;1;0;0;0;0;0;0;1;0;12;0;0;4;0;0;1;1;2;0;0;0;1;9;0;0;0;0;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;BROD MORAVICE;1;BIRAÈKO MJESTO BR. 1;DOM KULTURE BROD MORAVICE;BROD MORAVICE, S.RADIÆA 3;814;538;524;516;8;1;1;4;7;0;1;34;1;154;1;2;14;4;28;12;33;2;0;4;7;5;200;1;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;CETINGRAD;1;BIRAÈKO MJESTO BR. 1;HRVATSKI DOM;TRG HRV. BRANITELJA 3;684;222;222;218;4;0;0;0;3;12;2;5;1;92;0;0;19;6;16;2;11;2;0;0;3;4;40;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;CETINGRAD;2;BIRAÈKO MJESTO BR. 2;HRVATSKI DOM;TRG HRV.BRANITELJA 3;1.229;481;481;474;7;0;0;2;2;10;0;2;2;253;0;1;28;4;29;5;20;14;0;7;2;1;90;0;0;0;2;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;CETINGRAD;3;BIRAÈKO MJESTO BR. 3;KUÆA MIÆE VALENTIÆA;KRUŠKOVAÈA 44;581;200;200;196;4;1;0;0;2;2;0;0;0;52;0;1;10;1;6;3;3;2;0;0;0;7;104;0;0;0;1;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ÈAVLE;1;BIRAÈKO MJESTO BR. 1;DOM ÈAVLE (VIJEÆNICA);ÈAVLE, ÈAVLE 104;1.292;856;856;835;21;1;1;11;4;5;0;44;3;109;5;1;19;18;22;14;52;1;0;4;17;7;485;2;0;0;5;5;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ÈAVLE;2;BIRAÈKO MJESTO BR. 2;ZGRADA ÈITAONICE;CERNIK, CERNIK BB/I KAT;1.215;794;794;772;22;4;8;16;6;5;2;36;5;119;2;0;20;15;14;18;53;4;2;4;22;10;389;2;0;1;7;8;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ÈAVLE;3;BIRAÈKO MJESTO BR. 3;SPORTSKA DVORANA MAVRINCI;MAVRINCI, MAVRINCI 19 A;836;504;504;497;7;1;3;5;2;6;3;36;2;78;0;0;5;5;13;26;31;0;1;6;12;9;243;3;0;0;3;4;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ÈAVLE;4;BIRAÈKO MJESTO BR. 4;"""BAJÈEVO SELO"" - PROSTORIJE BK ""BAJCI""";BUZDOHANJ, BUZDOHANJ BB;513;348;348;339;9;1;3;2;4;9;1;22;2;33;0;0;16;6;11;10;32;2;0;0;19;7;159;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ÈAVLE;5;BIRAÈKO MJESTO BR. 5;BOÆARSKA DVORANA HRASTENICA;BUZDOHANJ, BUZDOHANJ BB;719;471;471;465;6;0;2;13;1;18;2;27;2;60;0;0;19;14;8;13;23;4;0;3;11;11;226;1;0;0;4;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ÈAVLE;6;BIRAÈKO MJESTO BR. 6;KRENOVAC;PODÈUDNIÆ, PODÈUDNIÆ 109;1.126;737;737;716;21;1;3;15;5;10;4;39;5;116;2;0;15;12;39;32;64;8;1;1;15;10;305;1;0;0;6;7;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ÈAVLE;7;BIRAÈKO MJESTO BR. 7;ZGRADA ÈITAONICE;GROBNIK;367;261;261;254;7;0;1;5;3;1;1;14;1;18;0;0;8;2;14;4;15;1;0;2;10;1;138;1;1;1;8;4;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;DRAGANIÆ;1;BIRAÈKO MJESTO BR. 1;UREDSKI KONTEJNER NA JAVNOJ POVRŠINI DOBRA;LAZINA BB;461;260;259;256;3;1;0;1;4;1;0;7;0;88;0;0;36;6;10;8;8;0;0;1;2;3;74;1;3;0;2;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;DRAGANIÆ;2;BIRAÈKO MJESTO BR. 2;VATROGASNI DOM DRAGANIÆI;DRAGANIÆI 35;651;364;364;357;7;0;0;4;3;9;2;7;4;74;2;1;40;9;11;5;13;2;0;3;4;5;145;2;7;0;5;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;DRAGANIÆ;3;BIRAÈKO MJESTO BR. 3;UREDSKI KONTEJNER NA JAVNOJ POVRŠINI SAP;BUDROVCI BB;650;375;375;365;10;1;2;3;3;3;0;3;2;116;0;2;49;5;10;19;12;5;0;3;4;4;115;2;0;1;1;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;DRAGANIÆ;4;BIRAÈKO MJESTO BR. 4;VATROGASNI DOM MRZLJAKI-GOLJAK;MRZLJAKI 3;871;542;542;521;21;1;2;0;1;9;2;15;2;135;2;0;36;10;16;35;27;1;0;5;11;3;202;0;4;0;2;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;FUŽINE;1;BIRAÈKO MJESTO BR. 1;ZGRADA ZADRUŽNOG DOMA U FUŽINAMA;DR. F. RAÈKOG 19;672;441;440;432;8;0;2;9;1;5;1;25;3;58;2;0;5;3;6;11;24;0;1;3;7;2;260;0;0;1;1;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;FUŽINE;2;BIRAÈKO MJESTO BR. 2;VATROGASNI DOM U VRATIMA;VRATA 48;360;237;237;227;10;0;1;1;1;2;0;17;0;23;1;1;4;3;1;13;17;3;0;3;2;2;128;0;0;0;2;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;FUŽINE;3;BIRAÈKO MJESTO BR. 3;DOM KULTURE U LIÈU;VICIÆEVA 31;475;276;276;271;5;3;0;4;3;1;1;13;0;50;1;0;16;1;4;12;15;1;0;1;4;7;131;2;0;0;0;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;GENERALSKI STOL;1;BIRAÈKO MJESTO BR. 1;ŠKOLA BUKOVLJE;BUKOVLJE;300;214;214;209;5;1;1;2;3;1;1;4;0;101;0;0;16;4;32;4;2;0;0;1;0;0;33;1;0;0;1;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;GENERALSKI STOL;2;BIRAÈKO MJESTO BR. 2;ŠKOLA DUGA GORA;DUGA GORA;101;41;41;39;2;0;0;0;0;1;0;0;0;23;0;0;9;0;0;1;0;0;0;1;0;2;2;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;GENERALSKI STOL;3;BIRAÈKO MJESTO BR. 3;"TRGOVINA ""HALAR""";ERDELJ 64;353;177;177;176;1;0;0;0;1;3;0;6;1;86;0;0;16;3;6;15;1;0;0;1;0;1;30;2;1;0;2;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;GENERALSKI STOL;4;BIRAÈKO MJESTO BR. 4;OSNOVNA ŠKOLA GENERALSKI STOL;GENERALSKI STOL;824;508;508;491;17;0;1;1;4;4;4;15;0;193;0;0;19;11;37;36;18;0;0;7;3;3;127;1;0;0;3;4;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;GENERALSKI STOL;5;BIRAÈKO MJESTO BR. 5;DOM GORNJI ZVEÈAJ;GORNJI ZVEÈAJ;205;134;133;127;6;0;2;0;2;5;1;7;1;28;0;0;5;4;7;9;5;1;0;0;0;1;48;0;0;0;1;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;GENERALSKI STOL;6;BIRAÈKO MJESTO BR. 6;ŠKOLA GORINCI;GORINCI;292;149;149;145;4;0;0;1;0;4;0;4;1;63;0;0;24;2;8;14;0;1;0;0;1;7;15;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;GENERALSKI STOL;7;BIRAÈKO MJESTO BR. 7;ŠKOLA BREST;MREŽNIÈKI BREST;233;92;92;92;0;1;1;0;0;0;1;1;0;36;0;0;12;2;6;2;1;0;0;2;1;2;23;0;1;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;GENERALSKI STOL;8;BIRAÈKO MJESTO BR. 8;ŠKOLA LIPOV PESAK;LIPOV PESAK;295;155;155;152;3;1;0;1;2;6;0;4;1;52;1;0;15;3;11;8;2;0;0;0;3;0;40;0;1;0;0;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;JELENJE;1;BIRAÈKO MJESTO BR. 1;"PROSTORIJA BK ""ZORETIÆI""";ZORETIÆI, ZORETIÆI BB;337;218;218;214;4;0;3;11;1;2;1;15;4;29;0;0;5;2;7;8;16;1;0;4;11;1;90;1;0;0;2;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;JELENJE;2;BIRAÈKO MJESTO BR. 2;"PROSTORIJA ""STARE ŠKOLE""";RATULJE, RATULJE BROJ 5;359;248;248;243;5;0;0;4;4;10;1;33;1;29;1;0;5;1;5;3;19;1;0;2;9;3;107;0;0;0;2;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;JELENJE;3;BIRAÈKO MJESTO BR. 3;"PROSTORIJA LOVAÈKOG DRUŠTVA ""JELEN""";JELENJE, JELENJE BB;385;268;268;256;12;0;0;9;6;3;1;16;2;23;1;0;12;6;8;4;8;0;0;1;8;4;142;1;0;0;1;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;JELENJE;4;BIRAÈKO MJESTO BR. 4;"PROSTORIJA ""ÈITAONICE""";LUKEŽI, LUKEŽI BB;179;125;125;122;3;0;0;3;0;0;1;12;0;16;0;0;9;3;4;3;10;0;0;1;1;0;54;0;0;0;1;4;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;JELENJE;5;BIRAÈKO MJESTO BR. 5;"PROSTORIJA ""ÈITAONICE""";DRAŽICE, OKRŠAJ BROJ 18;821;551;551;541;10;0;0;14;6;6;3;43;6;45;1;0;11;12;21;14;60;3;2;2;16;13;251;3;1;0;4;4;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;JELENJE;6;BIRAÈKO MJESTO BR. 6;"PROSTORIJA ""DOMA KULTURE""";DRAŽICE, DRAŽIÈKIH BORACA BR. 64;895;613;613;606;7;2;4;19;6;9;2;49;4;89;0;1;9;11;19;12;55;7;0;3;14;7;272;1;0;0;9;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;JELENJE;7;BIRAÈKO MJESTO BR. 7;"PROSTORIJA ""ÈITAONICE""";PODKILAVAC, PODKILAVAC BB;294;186;186;183;3;0;3;6;1;0;4;19;2;28;1;0;9;0;7;5;11;0;0;1;4;6;72;1;0;0;1;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;JELENJE;8;BIRAÈKO MJESTO BR. 8;"PROSTORIJA ""BOÆARSKOG KLUBA""";PODHUM I, PODHUM 125;691;413;413;402;11;0;2;11;1;4;3;39;4;44;2;1;11;13;18;14;12;3;0;11;12;11;174;3;2;0;4;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;JELENJE;9;BIRAÈKO MJESTO BR. 9;"PROSTORIJA NA I. KATU IZNAD DISKONTA ""DIANO""";PODHUM II, PODHUM BB;553;301;301;295;6;0;0;12;4;13;0;13;3;44;1;1;4;5;7;8;27;2;0;3;9;6;128;0;0;0;2;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;JOSIPDOL;1;BIRAÈKO MJESTO BR. 1;ZGRADA OPÆINE, JOSIPDOL;OGULINSKA 12;981;633;633;623;10;1;0;3;4;12;1;28;3;206;1;0;12;12;24;16;14;10;1;9;2;3;258;0;0;1;2;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;JOSIPDOL;2;BIRAÈKO MJESTO BR. 2;ZGRADA DOMA ''SV. ANTUN'' U CAREVOM POLJU;CAREVO POLJE BB;145;87;87;86;1;0;0;0;0;0;0;0;0;43;0;0;1;0;5;2;0;4;0;0;0;1;30;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;JOSIPDOL;3;BIRAÈKO MJESTO BR. 3;KUÆA JOSIPA BOŽIÈEVIÆA, OŠTARIJE;ÈAKOVAC 408;175;105;105;104;1;0;0;0;1;1;0;1;2;47;0;0;2;1;5;2;7;11;0;1;0;0;23;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;JOSIPDOL;4;BIRAÈKO MJESTO BR. 4;PROSTORIJE ŠKOLE;MODRUŠ BB;154;102;102;101;1;0;0;0;1;1;1;1;1;61;0;0;4;2;6;4;3;0;0;0;0;2;14;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;JOSIPDOL;5;BIRAÈKO MJESTO BR. 5;ZGRADA ŠKOLE U CEROVNIKU;CEROVNIK BB;161;101;101;101;0;2;0;1;0;3;1;1;1;54;0;0;3;1;1;4;6;2;0;0;1;3;17;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;JOSIPDOL;6;BIRAÈKO MJESTO BR. 6;ZGRADA ŠKOLE;MUNJAVA MODRUŠKA BB;66;45;45;44;1;0;0;0;0;6;0;1;0;22;0;0;1;0;0;5;0;2;0;0;0;1;6;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;JOSIPDOL;7;BIRAÈKO MJESTO BR. 7;ZGRADA ŠKOLE;MODRUŠKI SABLJAKI BB;50;31;31;29;2;2;0;0;1;0;0;3;0;14;0;0;1;0;1;0;0;0;0;0;0;0;6;1;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;JOSIPDOL;8;BIRAÈKO MJESTO BR. 8;ZGRADA DOMA U VOJNOVCU;VOJNOVAC BB;119;75;75;75;0;1;0;0;0;0;0;1;0;41;0;0;0;0;4;0;4;0;0;1;1;0;20;1;0;0;0;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;JOSIPDOL;9;BIRAÈKO MJESTO BR. 9;ZGRADA BIVŠE STARE ŠKOLE, OŠTARIJE;OŠTARIJE BB;927;601;601;588;13;1;1;5;5;15;2;16;4;210;2;2;21;9;40;27;15;16;1;7;7;6;171;0;0;1;3;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;JOSIPDOL;10;BIRAÈKO MJESTO BR. 10;"ZGRADA DOMA ""SVETI MARKO""";SKRADNIK 40;337;225;225;220;5;0;0;1;3;9;2;7;3;75;0;0;11;3;25;11;2;0;0;4;5;0;58;0;0;0;1;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;JOSIPDOL;11;BIRAÈKO MJESTO BR. 11;DOM MIHALJEVIÆI, OŠTARIJE;MIHALJEVIÆI BB;90;65;65;64;1;0;0;0;1;1;0;3;0;33;0;0;3;0;10;2;0;2;0;0;0;0;9;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;KAMANJE;1;BIRAÈKO MJESTO BR. 1;OSNOVNA ŠKOLA KAMANJE;KAMANJE 111;459;270;270;264;6;0;1;1;1;1;2;5;1;37;1;1;8;4;7;2;5;3;1;5;0;2;171;2;0;0;2;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;KAMANJE;2;BIRAÈKO MJESTO BR. 2;VATROGASNI DOM ORLJAKOVO;ORLJAKOVO BB;282;189;189;188;1;0;1;0;0;1;0;4;1;39;0;0;8;2;3;0;2;0;2;0;0;5;119;0;0;0;0;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;KAMANJE;3;BIRAÈKO MJESTO BR. 3;VATROGASNI DOM BRLOG OZALJSKI;BRLOG OZALJSKI BB;165;96;96;96;0;1;0;0;0;0;0;0;0;22;0;0;4;1;0;1;3;0;0;0;1;5;57;0;0;0;1;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;KLANA;1;BIRAÈKO MJESTO BR. 1;"OSNOVNA ŠKOLA ""KLANA""";KLANA, ZATREP 5;489;341;341;339;2;0;3;3;6;3;0;20;2;47;2;1;7;5;10;11;23;1;0;2;4;2;184;0;0;0;2;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;KLANA;2;BIRAÈKO MJESTO BR. 2;VIJEÆNICA OPÆINE KLANA;KLANA 33 (NA KATU);558;351;351;342;9;0;3;6;5;3;2;14;5;67;1;0;19;5;7;9;22;0;1;2;6;2;157;1;0;0;3;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;KLANA;3;BIRAÈKO MJESTO BR. 3;DRUŠTVENI DOM STUDENA;STUDENA BB;339;249;249;239;10;0;2;5;0;2;2;9;3;40;0;1;9;2;14;4;11;0;0;2;3;5;122;0;0;0;0;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;KLANA;4;BIRAÈKO MJESTO BR. 4;DRUŠTVENI DOM ŠKALNICA;ŠKALNICA 6;179;128;128;124;4;0;0;1;1;0;1;9;0;8;1;0;1;1;3;7;14;2;0;0;1;3;68;0;1;1;0;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;KLANA;5;BIRAÈKO MJESTO BR. 5;DRUŠTVENI DOM LISAC;LISAC BB;102;76;76;73;3;1;1;2;0;0;0;5;1;10;0;0;1;0;2;0;7;0;0;0;1;1;41;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;KLANA;6;BIRAÈKO MJESTO BR. 6;STARA ŠKOLA BREZA;BREZA 8;54;40;40;39;1;0;0;2;1;0;0;0;1;3;0;0;0;0;0;0;2;0;0;1;0;1;28;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;KLINÈA SELA;1;BIRAÈKO MJESTO BR. 1 - BETER I;DOM DVD;BETER;281;214;214;208;6;0;0;2;1;6;0;11;1;55;0;0;16;7;0;4;13;2;0;1;1;1;84;0;0;3;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;KLINÈA SELA;2;BIRAÈKO MJESTO BR. 2 - BETER II;KUÆA JOSIPA KUFRINA;GORNJA PURGARIJA               9;71;57;57;55;2;1;0;2;1;1;0;0;0;6;0;0;7;7;1;0;4;2;0;0;1;1;21;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;KLINÈA SELA;3;BIRAÈKO MJESTO BR. 3 - BETER III;KUÆA FRANJE KELÈIÆA;NOVO SELO OKIÆKO 14;148;102;102;100;2;1;0;0;1;3;0;18;0;18;0;0;13;4;2;3;3;0;0;2;0;0;30;2;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;KLINÈA SELA;4;BIRAÈKO MJESTO BR. 4 - DONJA ZDENÈINA I;DOM DVD;DONJA ZDENÈINA;321;170;170;167;3;2;0;0;0;0;1;1;1;30;0;0;28;8;15;7;6;2;0;3;1;2;58;0;0;0;1;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;KLINÈA SELA;5;BIRAÈKO MJESTO BR. 5 - DONJA ZDENÈINA II;SLUŽBENE PROSTORIJE MJESNOG ODBORA DONJA ZDENÈINA U SKLOPU PROSTORA NK ZDENÈINA;VLADIMIRA NAZORA BB;530;380;380;372;8;0;2;4;2;2;1;13;1;68;0;0;9;14;13;30;26;4;0;8;5;5;156;0;1;1;5;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;KLINÈA SELA;6;BIRAÈKO MJESTO BR. 6 - GOLI VRH;DRUŠTVENI DOM;GOLI VRH;233;161;161;157;4;0;1;1;0;4;0;5;2;27;0;0;8;0;10;16;6;5;0;2;3;1;64;1;0;0;0;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;KLINÈA SELA;7;BIRAÈKO MJESTO BR. 7- GORNJA ZDENÈINA;DOM DVD;GORNJA ZDENÈINA;147;101;101;101;0;0;1;0;2;3;0;5;0;21;1;0;13;1;3;3;7;0;0;2;2;4;32;1;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;KLINÈA SELA;8;BIRAÈKO MJESTO BR. 8 - KLINÈA SELA I;DRUŠTVENI DOM;KLINÈA SELA;886;560;560;550;10;2;0;5;5;6;6;21;4;152;0;0;33;23;18;23;26;9;0;20;7;6;177;1;0;4;1;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;KLINÈA SELA;9;BIRAÈKO MJESTO BR. 9 - KLINÈA SELA II;DRUŠTVENI DOM;KLINÈA SELA;521;353;353;347;6;1;1;1;0;5;1;10;0;69;0;0;27;16;6;29;22;4;0;6;3;2;136;1;0;1;3;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;KLINÈA SELA;10;BIRAÈKO MJESTO BR. 10-KLINÈA SELA III;KUÆA NEVENKA HLEBETINE;TRŽIÆ                          5;90;58;58;57;1;0;0;2;0;3;0;2;0;5;0;0;7;0;4;3;4;0;0;2;0;0;25;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;KLINÈA SELA;11;BIRAÈKO MJESTO BR. 11- KUPINEC I;STARA ŠKOLA;KUPINEC;293;177;177;174;3;1;0;2;0;5;0;4;1;36;0;0;26;3;2;5;2;1;0;2;2;3;79;0;0;0;0;0;;;;;;;;;;;;;;;;;
