Izborna jedinica;Grad / opæine;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  ,  Nositelj liste:  VLADIMIR PAVLETIÆ, dipl.ing.graditeljstva;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  ANTONIO BARNJAK;AKCIJA MLADIH - AM  , Nositelj liste:  IRENA PERIÆ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , SPLITSKA STRANKA UMIROVLJENIKA - SSU , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH  , Nositelj liste:  MATE BULJUBAŠIÆ ;AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , SAVEZ ZA PROMJENE - SP  , Nositelj liste:  IVAN PERNAR;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  MIŠO VERAJA ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ ;DALMATINSKA LIBERALNA STRANKA - DLS  , Nositelj liste:  ANTE TEŠIJA;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ ;GLAS RAZUMA  , Nositelj liste:  STJEPAN RADILOVIÆ, dipl. organizator poslovanja ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ , HRVATSKA GRAÐANSKA STRANKA - HGS  , Nositelj liste:  JADRANKA KOSOR;HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  prof.dr.sc. JOSIP JURÈEVIÆ ;HRVATSKA SELJAÈKA STRANKA - HSS , ZELENA STRANKA - ZS , STRANKA PENZIONERA - SP  , Nositelj liste:  mr.sc. STIPO GABRIÆ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  DANIEL SRB ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  VEDRAN UJEVIÆ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  MARTINA SUÈIÆ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. STIPISLAV JADRIJEVIÆ, dr.med.;NEOVISNA LISTA  , Nositelj liste:  STEVKO MARINKOVIÆ;NEOVISNA LISTA  , Nositelj liste:  JURICA TUCAK;NEOVISNA LISTA  , Nositelj liste:  NIKO VISKOVIÆ, dr.med. ;NEOVISNA LISTA  , Nositelj liste:  SINIŠA VUCO;NOVA HRVATSKA - NH  , Nositelj liste:  BORKO ŠAMIJA;OBITELJSKA STRANKA - OS  , Nositelj liste:  IVICA ŠKILJO  ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ;SOCIJALISTIÈKA PARTIJA HRVATSKE - SPH  , Nositelj liste:  dr.sc. SLOBODAN MARKO BEROŠ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  RANKO ADORIÆ;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ  , Nositelj liste:  ŽELJKO VINSKI, ing.grad. ;VOLIM HRVATSKU - VH  , Nositelj liste:  ROKO ŠIKIÆ;ZELENA LISTA  , Nositelj liste:  IVICA SUMIÆ ;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;64;SPLIT;"OŠ ""LUÈAC""";OMIŠKA 27;811;524;508;500;8;0;0;2;1;1;1;7;2;1;0;64;1;1;3;8;12;12;2;1;191;2;0;0;0;4;0;0;181;1;1;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;65;SPLIT;"OŠ ""LUÈAC""";OMIŠKA 27;667;380;380;375;5;0;0;0;4;1;1;9;0;1;1;102;4;5;7;7;22;6;7;0;75;1;0;0;0;1;0;1;117;0;1;0;1;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;66;SPLIT;"GIMNAZIJA ""VLADIMIR NAZOR""";ZAGREBAÈKA 2;857;502;502;491;11;0;2;4;2;2;0;5;0;2;0;125;7;4;11;11;28;16;7;0;87;2;1;2;0;4;0;0;163;0;2;0;1;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;67;SPLIT;GRADSKI KOTAR LUÈAC-MANUŠ;OMIŠKA 14;869;572;572;564;8;0;1;3;9;0;2;12;0;1;1;114;4;5;10;7;17;12;7;0;111;2;0;0;0;2;0;0;240;0;1;0;0;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;68;SPLIT;"GRADSKI KOTAR ""MEJE""";NJEGOŠEVA 1A;848;536;536;529;7;0;0;3;3;1;2;10;0;0;1;84;2;4;15;3;21;11;8;0;71;5;0;0;0;2;1;4;274;0;1;0;0;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;69;SPLIT;"OŠ  ""MEJE""";S. GUNJAÈE 1;786;517;517;508;9;0;0;0;3;1;2;8;1;0;0;89;6;2;5;3;28;10;7;1;83;1;0;0;0;2;0;1;248;0;4;0;0;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;70;SPLIT;"OŠ ""MEJE""";S GUNJAÈE 1;1.108;707;706;697;9;0;3;2;4;1;0;14;0;1;0;140;2;3;15;12;33;12;6;1;108;8;0;0;0;6;1;12;306;0;2;0;0;5;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;71;SPLIT;"DJEÈJI VRTIÆ  ""KAŠTELET""";T. P. MAROVIÆA 4;860;528;528;523;5;0;1;1;4;3;1;19;1;2;0;145;2;6;13;11;45;19;3;0;70;2;0;0;0;1;0;4;166;0;1;0;0;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;72;SPLIT;"OŠ  ""MERTOJAK""";DOVERSKA BB;1.110;773;754;739;15;0;1;1;7;0;0;15;0;1;0;140;2;4;13;18;38;24;12;0;156;7;1;0;0;2;0;2;291;0;0;0;1;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;73;SPLIT;"OŠ ""MERTOJAK""";DOVERSKA BB;923;600;600;589;11;0;1;2;3;1;0;14;0;2;1;116;4;4;11;9;45;13;7;0;111;3;0;1;1;9;0;2;225;0;1;0;2;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;74;SPLIT;"OŠ ""MERTOJAK""";DOVERSKA BB;930;612;612;600;12;0;2;0;4;4;1;14;0;0;2;129;10;8;8;12;33;14;9;0;111;2;0;0;0;7;0;1;225;0;2;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;75;SPLIT;"OŠ ""MERTOJAK""";DOVERSKA BB;1.162;793;792;785;7;0;0;5;2;4;2;20;0;3;0;155;6;2;9;8;41;29;11;0;183;4;0;0;0;8;2;2;282;0;1;2;1;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;76;SPLIT;"OŠ ""MERTOJAK""";DOVERSKA BB;1.011;704;681;669;12;1;0;0;2;0;0;14;2;3;0;131;5;2;11;9;32;15;9;0;110;8;1;0;0;3;1;0;300;3;1;2;1;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;77;SPLIT;"OŠ ""MERTOJAK""";DOVERSKA BB;1.298;852;852;846;6;0;0;2;3;1;1;16;0;2;1;178;7;6;14;11;47;37;11;2;175;5;1;0;0;6;0;0;310;0;1;5;2;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;78;SPLIT;"OŠ ""PLOKITE""";SLAVONSKA ULICA 13;817;512;512;509;3;0;0;4;6;4;0;6;0;3;0;75;7;4;19;7;16;13;11;0;86;1;0;0;1;1;0;0;241;1;2;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;79;SPLIT;"OŠ ""PLOKITE""";SLAVONSKA ULICA 13;1.020;652;652;642;10;1;1;0;4;1;1;10;0;2;0;106;3;1;16;9;32;13;18;0;110;6;0;0;0;3;1;0;295;1;1;0;1;6;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;80;SPLIT;"OŠ ""PLOKITE""";SLAVONSKA ULICA 13;767;500;500;493;7;0;0;2;7;1;1;14;1;1;0;91;4;4;7;4;24;18;6;0;75;6;0;0;0;2;1;1;220;1;1;0;1;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;81;SPLIT;"OŠ ""PLOKITE""";SLAVONSKA ULICA  13;915;616;603;597;6;0;0;6;4;1;0;15;4;1;0;111;2;3;7;8;31;12;0;0;117;7;1;1;1;6;0;2;253;0;1;0;1;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;82;SPLIT;DOM UMIROVLJENIKA;VUKOVARSKA 75A;733;498;497;492;5;1;0;2;1;2;0;11;0;1;0;90;5;2;7;13;21;18;3;0;81;8;0;2;0;3;0;1;214;1;1;0;0;4;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;83;SPLIT;"OŠ ""PLOKITE""";SLAVONSKA ULICA  13;1.063;703;703;693;10;0;1;4;3;0;1;13;0;1;0;168;3;3;11;2;28;18;4;0;131;7;0;1;0;5;0;1;281;2;0;2;1;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;84;SPLIT;"OŠ ""PUJANKE""";PUJANKE BB;1.107;675;656;648;8;0;1;1;1;1;0;17;0;1;0;127;3;2;9;16;38;14;13;0;136;6;0;0;0;4;0;1;252;1;0;0;1;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;85;SPLIT;"OŠ ""PUJANKE""";PUJANKE BB;1.169;700;699;685;14;1;1;2;5;1;3;14;4;1;0;236;4;2;24;12;59;14;14;0;95;1;0;0;0;6;1;6;175;1;0;0;2;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;86;SPLIT;"OŠ ""PUJANKE""";PUJANKE BB;1.155;777;777;760;17;1;3;3;7;1;1;14;2;5;1;156;7;7;13;15;37;24;17;0;160;11;0;0;0;9;0;5;257;0;0;0;1;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;87;SPLIT;"OŠ ""PUJANKE""";PUJANKE BB;725;492;492;482;10;0;0;3;3;1;2;11;2;3;2;107;2;5;15;11;27;10;4;2;86;9;0;1;0;3;0;3;165;1;1;0;0;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;88;SPLIT;"OŠ ""PUJANKE""";PUJANKE BB;1.166;730;710;697;13;0;4;3;2;0;2;14;1;2;2;145;6;2;19;15;40;19;19;0;154;4;0;0;0;7;0;1;231;1;1;0;3;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;89;SPLIT;"OŠ ""PUJANKE""";PUJANKE BB;626;409;409;406;3;0;0;4;0;1;0;6;0;2;1;94;4;6;16;14;23;11;7;0;64;1;0;0;0;1;0;5;144;0;0;0;1;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;90;SPLIT;"OŠ ""PUJANKE""";PUJANKE BB;934;582;582;573;9;1;0;1;2;2;1;10;0;1;1;119;4;5;17;7;37;12;10;0;102;4;1;0;2;10;0;4;215;2;2;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;91;SPLIT;"OŠ ""PUJANKE""";PUJANKE BB;814;513;513;505;8;0;2;1;4;3;1;7;2;1;0;100;4;1;5;20;33;21;12;1;100;1;0;0;1;5;0;3;170;0;0;0;1;6;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;92;SPLIT;"OŠ ""RAVNE NJIVE""";SARAJEVSKA 30;836;534;534;529;5;1;2;1;8;1;0;21;0;2;3;128;3;9;11;10;22;10;4;1;80;3;0;0;0;9;0;0;197;0;2;0;1;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;93;SPLIT;"OŠ ""RAVNE NJIVE""";SARAJEVSKA 30;824;509;509;504;5;1;4;2;3;0;0;10;0;2;1;127;3;5;7;10;34;13;3;1;96;7;0;2;1;6;0;0;164;0;0;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;94;SPLIT;"OŠ ""RAVNE NJIVE""";SARAJEVSKA 30;927;608;585;576;9;1;1;0;7;2;1;14;0;3;0;125;8;1;5;7;33;17;8;0;104;6;0;0;0;3;0;1;227;1;1;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;95;SPLIT;"GRADSKI KOTAR ""RAVNE NJIVE""";HERCEGOVAÈKA 40;1.350;897;897;877;20;0;2;4;13;0;1;13;1;2;2;209;6;7;21;20;63;29;15;0;172;4;0;2;0;8;0;2;270;2;2;0;1;6;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;96;SPLIT;"OŠ ""RAVNE NJIVE""";SARAJEVSKA 30;758;476;463;458;5;0;0;3;6;2;0;12;0;0;1;117;1;3;5;13;25;15;2;0;83;5;0;0;0;4;0;0;155;2;2;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;97;SPLIT;GRADSKI KOTAR ŠPINUT;A. G. MATOŠA 29;1.033;640;593;578;15;1;1;2;5;0;0;4;0;2;2;95;4;1;9;4;27;23;5;0;37;6;0;0;1;3;0;3;332;4;4;0;0;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;98;SPLIT;GRADSKI KOTAR ŠPINUT;A.G. MATOŠA 29;919;631;631;624;7;1;1;1;2;0;0;9;1;1;0;117;7;7;1;14;33;27;4;0;123;0;0;0;0;4;0;2;264;1;2;0;1;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;99;SPLIT;"OŠ ""ŠPINUT""";TESLINA 12;901;592;592;579;13;0;1;1;4;0;2;9;1;2;0;101;2;1;9;6;30;14;1;0;102;1;0;0;1;8;0;3;275;1;0;0;3;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;100;SPLIT;"GRADSKI KOTAR ""ŠPINUT""";A.G. MATOŠA 29;758;537;537;533;4;0;3;0;2;0;0;3;3;2;0;95;0;0;9;7;27;10;1;0;97;3;0;1;0;1;0;0;266;0;1;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;101;SPLIT;"OŠ ""ŠPINUT""";TESLINA 12;615;430;430;423;7;0;1;3;3;0;0;6;1;0;0;68;4;1;12;5;7;10;2;0;76;1;0;1;0;2;0;0;215;1;2;0;1;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;102;SPLIT;ELEKTROTEHNIÈKA ŠKOLA;TESLINA 2;849;590;590;584;6;0;0;1;0;1;2;6;0;0;0;77;1;1;6;2;21;13;4;0;108;6;0;1;1;3;0;1;325;0;3;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;103;SPLIT;OSNOVNA ŠKOLA ŠPINUT;TESLINA 12;906;663;628;622;6;0;4;1;6;0;1;12;0;0;0;70;2;3;8;9;19;13;5;1;106;2;1;0;0;1;0;4;350;0;0;0;1;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;104;SPLIT;OSNOVNA ŠKOLA ŠPINUT;TESLINA 12;1.013;706;706;695;11;0;0;1;4;1;1;11;0;0;1;76;4;3;8;14;16;26;3;0;113;6;0;1;0;6;0;4;390;0;2;0;3;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;105;SPLIT;"OŠ  ""SPLIT III""";BRUNE BUŠIÆA 6;1.003;696;696;674;22;0;1;6;6;1;1;10;4;1;0;132;1;6;10;7;42;23;14;0;116;7;0;0;0;7;0;0;272;1;2;0;2;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;106;SPLIT;"OŠ ""SPLIT III""";BRUNE BUŠIÆA 6;914;623;623;620;3;0;1;1;3;1;0;12;0;1;0;97;1;2;13;6;20;16;11;2;91;1;0;0;1;6;0;0;330;3;0;0;1;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;107;SPLIT;"OŠ ""SPLIT III""";BRUNE BUŠIÆA 6;931;623;623;616;7;0;1;1;3;0;0;11;0;1;0;124;1;1;7;11;26;11;7;0;77;2;0;0;0;4;0;0;325;1;2;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;108;SPLIT;GRADSKI KOTAR SPLIT III;GETALDIÆEVA 13;884;596;596;588;8;0;1;0;4;0;2;11;0;0;0;87;2;4;12;5;35;19;8;0;134;3;0;0;0;3;0;0;251;0;1;0;1;5;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;109;SPLIT;GRADSKI KOTAR  SPLIT III;GETALDIÆEVA 13;808;547;547;545;2;1;0;1;2;0;0;9;2;1;2;85;5;2;12;5;17;20;5;3;122;4;0;0;0;4;0;1;237;0;2;0;2;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;110;SPLIT;"OŠ ""SPLIT III""";BRUNE BUŠIÆA 6;977;585;585;574;11;0;0;2;2;0;1;8;1;0;1;114;12;5;11;19;31;16;11;0;95;2;0;0;0;4;1;0;232;1;1;0;0;4;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;111;SPLIT;FESB;RUÐERA BOŠKOVIÆA BB;1.118;715;715;706;9;1;0;1;7;0;0;17;0;4;1;152;3;3;13;10;38;17;6;0;138;4;1;0;1;9;0;0;275;0;2;1;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;112;SPLIT;FAKULTET GRAÐEVINSKIH ZNANOSTI;MATICE HRVATSKE 15;737;465;459;450;9;1;0;0;2;1;1;7;2;2;1;112;1;2;3;6;31;11;4;0;78;0;0;0;0;2;0;0;178;0;1;0;1;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;113;SPLIT;FESB;RUÐERA BOŠKOVIÆA BB;1.085;695;695;689;6;0;1;1;6;0;0;12;1;2;2;124;2;6;9;10;38;10;9;1;118;7;0;0;0;9;0;0;314;0;1;1;1;4;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;114;SPLIT;"OŠ ""SUÆIDAR""";PERIVOJ ANE ROJE 1;1.051;616;616;602;14;0;2;1;7;0;0;11;1;3;0;157;9;5;13;15;55;16;8;0;110;4;0;0;0;8;0;2;166;0;0;0;7;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;115;SPLIT;"OŠ ""SUÆIDAR""";PERIVOJ ANE ROJE 1;1.315;807;807;790;17;0;1;5;6;2;1;25;0;4;0;241;11;3;13;11;72;17;12;0;148;4;0;0;0;12;0;1;196;0;0;1;4;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;116;SPLIT;"OŠ ""SUÆIDAR""";PERIVOJ ANE ROJE 1;866;556;556;548;8;0;1;3;3;4;0;8;0;0;1;126;5;4;12;8;25;12;10;0;128;2;0;0;0;3;0;0;192;0;0;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;117;SPLIT;"OŠ ""SUÆIDAR""";PERIVOJ ANE ROJE 1;991;615;615;602;13;0;0;3;0;0;4;12;1;1;0;113;0;3;7;9;48;13;4;0;97;4;1;0;1;2;0;0;275;1;0;0;0;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;118;SPLIT;"OŠ ""SUÆIDAR""";PERIVOJ ANE ROJE 1;1.163;640;640;623;17;0;1;1;4;0;1;22;1;0;0;176;4;7;18;25;43;23;19;0;98;1;0;0;1;10;0;1;162;0;2;0;0;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;119;SPLIT;"OŠ ""SUÆIDAR""";PERIVOJ ANE ROJE 1;1.208;809;793;780;13;1;1;0;1;1;1;17;3;2;1;198;8;4;13;11;59;27;7;0;148;9;0;0;0;8;0;3;253;1;0;0;1;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;120;SPLIT;"OŠ ""SUÆIDAR""";PERIVOJ ANE ROJE 1;1.292;783;783;769;14;0;0;2;8;0;1;20;0;3;0;202;6;5;9;25;52;27;8;0;138;5;0;0;0;13;0;5;237;0;1;0;1;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;121;SPLIT;"OŠ ""SUÆIDAR""";PERIVOJ ANE ROJE 1;978;607;607;595;12;1;4;3;5;3;1;14;3;3;0;109;5;3;8;15;50;13;8;0;98;11;0;0;0;9;0;1;225;0;0;0;1;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;122;SPLIT;"OŠ ""TRSTENIK""";DINKA ŠIMUNOVIÆA BB;1.126;711;711;705;6;0;1;2;4;0;0;16;4;0;0;153;7;9;28;11;31;5;5;2;141;6;0;0;1;4;0;0;271;3;0;0;1;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;123;SPLIT;"OŠ ""TRSTENIK""";DINKA ŠIMUNOVIÆA BB;934;621;621;611;10;1;1;2;2;4;0;10;1;0;1;116;3;2;16;10;24;15;6;0;114;8;0;0;1;4;0;1;265;0;1;0;2;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;124;SPLIT;"OŠ ""TRSTENIK""";DINKA ŠIMUNOVIÆA BB;977;676;662;648;14;0;0;2;5;2;0;13;3;1;0;131;2;2;15;5;38;20;3;0;111;6;1;0;0;6;0;0;276;1;0;1;1;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;125;SPLIT;GRADSKI KOTAR TRSTENIK;POLJIÈKA CESTA 112;991;697;654;640;14;0;1;0;4;2;0;9;3;1;0;119;5;2;13;8;29;16;9;1;100;4;1;0;0;2;0;1;305;2;0;0;0;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;126;SPLIT;GRADSKI KOTAR TRSTENIK;POLJIÈKA CESTA 112;1.243;775;773;767;6;1;2;1;2;0;1;16;0;1;0;168;8;0;7;10;36;21;6;0;144;3;0;0;0;5;1;1;327;0;1;1;3;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;127;SPLIT;OŠ TRSTENIK;DINKA  ŠIMUNOVIÆA BB;1.135;719;719;706;13;0;1;0;2;1;3;7;2;0;3;134;1;3;17;13;48;20;13;0;103;9;0;0;0;4;0;0;318;1;1;0;1;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;128;SPLIT;KRUH SV. ANTE;SINOVÈIÆA 6;1.106;634;634;626;8;2;1;1;4;1;0;9;3;2;0;169;4;6;10;16;38;10;9;0;115;6;0;0;0;2;0;1;212;0;1;0;1;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;129;SPLIT;KLUB DVORANA;SINOVÈIÆA 6;906;532;519;513;6;0;3;3;2;1;2;3;1;1;0;146;3;1;7;18;30;10;5;1;106;4;3;1;0;6;1;3;146;0;2;0;2;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;130;SPLIT;"DJEÈJI VRTIÆ ""TAMARIN""";NAZOROV PRILAZ 20;875;559;559;552;7;0;0;3;1;1;2;6;1;1;0;114;4;4;12;17;28;19;5;2;119;3;1;0;1;6;0;1;192;0;1;0;1;7;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;131;SPLIT;"OŠ ""MARJAN""";GAJEVA 1;1.060;609;595;585;10;3;0;4;5;4;1;7;1;1;0;135;4;7;16;15;28;21;5;0;98;5;0;0;0;12;1;1;208;0;1;0;1;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;132;SPLIT;"OŠ  ""MARJAN""";GAJEVA 1;1.113;665;665;650;15;2;0;3;7;1;1;10;1;1;1;133;4;2;7;15;36;13;5;0;123;6;0;0;0;8;0;1;262;0;2;0;2;4;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;133;SPLIT;"OŠ ""BRDA""";BRDA 2;1.037;650;650;641;9;1;3;3;4;2;1;15;1;3;0;245;12;2;16;14;34;15;17;1;78;9;0;0;0;8;1;4;145;0;0;0;1;6;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;134;SPLIT;"OŠ ""BRDA""";BRDA 2;1.097;653;653;642;11;0;2;5;4;0;1;15;0;2;0;183;8;4;14;33;45;19;8;0;88;17;0;0;0;5;1;0;175;1;1;0;7;4;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;135;SPLIT;"OŠ ""BRDA""";BRDA 2;1.030;651;639;620;19;0;1;3;9;4;2;12;0;4;0;221;0;3;7;17;50;27;9;0;103;2;0;0;0;8;0;0;135;0;1;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;136;SPLIT;"OŠ ""BRDA""";BRDA 2;1.040;654;654;636;18;0;1;1;6;2;1;10;0;2;0;208;4;2;12;20;35;23;5;0;110;11;0;0;0;8;0;2;167;1;0;1;1;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;137;SPLIT;"OŠ ""BRDA""";BRDA 2;1.077;656;656;647;9;0;0;1;7;2;0;14;2;2;2;181;4;1;13;16;74;20;3;2;92;8;0;1;0;10;0;1;186;1;0;0;1;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;138;SPLIT;"OŠ ""MEJAŠI""";MEJAŠI 20;1.275;733;733;720;13;1;1;2;10;0;0;9;1;2;1;268;8;2;13;33;70;18;16;0;92;3;0;1;0;6;0;1;157;1;0;0;2;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;139;SPLIT;"OŠ ""MEJAŠI""";MEJAŠI 20;1.762;975;975;957;18;0;1;3;10;1;2;13;2;2;1;357;11;4;26;33;73;17;16;0;168;11;0;0;0;11;3;0;187;0;1;0;2;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;140;SPLIT;"OŠ ""MEJAŠI""";MEJAŠI 20;2.138;1.220;1.220;1.197;23;3;3;4;1;2;2;19;2;2;0;483;15;8;32;34;114;41;30;2;155;17;0;2;0;11;1;3;201;0;5;1;2;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;141;SPLIT;"OŠ ""RAVNE NJIVE""";SARAJEVSKA 30;987;634;613;594;19;1;0;3;6;0;1;11;0;3;0;214;7;4;11;23;24;17;9;1;85;4;0;1;0;8;1;1;148;3;2;1;1;4;;;;;;;;;;;;;;;
