Izborna jedinica;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  JURE GRUBIŠIÆ ;AKCIJA MLADIH - AM  , Nositelj liste:  ANTE RUBEŠA ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , SPLITSKA STRANKA UMIROVLJENIKA - SSU , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH  , Nositelj liste:  IVAN ŠPIKA;AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , SAVEZ ZA PROMJENE - SP  , Nositelj liste:  IVAN PERNAR ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  BORE KAREGA  ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ   ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ , HRVATSKA GRAÐANSKA STRANKA - HGS  , Nositelj liste:  JADRANKA KOSOR ;HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  prof.dr.sc. JOSIP JURÈEVIÆ;HRVATSKA SELJAÈKA STRANKA - HSS  , Nositelj liste:  ZORAN SMOLIÆ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DRAŽEN BUDIŠA  ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  MIRKO ÈONDIÆ ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ  ;HRVATSKA STRANKA ZELENIH - EKO SAVEZ - ZELENI  , Nositelj liste:  ZDRAVKO BELUŠIÆ, ing. aeronautike ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  ZDRAVKO ROŠKO;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. STIPISLAV JADRIJEVIÆ, dr.med. ;NEOVISNA LISTA  , Nositelj liste:  STIPE PETRINA;OBITELJSKA STRANKA - OS  , Nositelj liste:  DUŠAN BEŠLIÆ ;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS  , Nositelj liste:  prof.dr.sc. SLOBODAN UZELAC ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  BERISLAV RUBELJ ;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ  , Nositelj liste:  ŽELJKO VINSKI, ing.grad. ;ZELENA LISTA  , Nositelj liste:  ATANA GRBIÆ-MARTINOVIÆ;ZELENA STRANKA - ZS  , Nositelj liste:  mr.sc. MILE SOKOLIÆ   ;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;50;BIRAÈKO MJESTO 50;MJESNI ODBOR RIÈINE;JOSIPA JOVIÆA 1;1.300;735;735;718;17;2;9;2;3;1;15;3;203;5;1;32;8;49;1;33;17;38;4;12;2;4;260;1;2;10;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;51;BIRAÈKO MJESTO 51;OSNOVNA ŠKOLA ZADARSKI OTOCI;SILBA;332;163;163;161;2;1;1;0;0;0;2;0;38;5;0;2;2;7;1;5;2;6;0;3;3;1;80;1;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;52;BIRAÈKO MJESTO 52;OSNOVNA ŠKOLA SMILJEVAC;ULICA IVANA LUCIÆA 47;1.153;761;761;746;15;2;9;3;3;3;12;4;257;5;4;35;14;56;5;43;15;27;5;16;1;1;221;1;1;3;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;53;BIRAÈKO MJESTO 53;OSNOVNA ŠKOLA SMILJEVAC;ULICA IVANA LUCIÆA 47;1.079;576;576;566;10;1;7;3;1;1;11;5;189;1;0;27;17;30;3;32;6;18;6;7;1;5;191;1;1;2;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;54;BIRAÈKO MJESTO 54;OSNOVNA ŠKOLA SMILJEVAC;ULICA IVANA LUCIÆA 47;1.176;684;684;669;15;0;7;0;5;0;10;6;181;4;2;41;15;42;10;26;9;33;1;17;2;12;240;3;2;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;55;BIRAÈKO MJESTO 55;OSNOVNA ŠKOLA STANOVI;ULICA RINE ARAS BB;1.284;757;755;742;13;3;12;5;1;3;20;7;243;1;2;43;12;36;3;22;24;35;8;8;1;3;240;2;2;4;2;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;56;BIRAÈKO MJESTO 56;OSNOVNA ŠKOLA STANOVI;ULICA RINE ARAS BB;1.001;569;569;556;13;0;8;3;0;2;17;3;190;4;5;26;3;24;3;21;15;29;3;7;0;7;179;1;0;3;3;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;57;BIRAÈKO MJESTO 57;OSNOVNA ŠKOLA STANOVI;ULICA RINE ARAS BB;1.340;783;783;767;16;2;8;4;3;1;26;3;186;7;1;32;12;32;4;32;18;45;4;11;0;8;319;0;0;6;3;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;58;BIRAÈKO MJESTO 58;OSNOVNA ŠKOLA U VELOM IŽU;VELI IŽ;450;257;257;248;9;3;4;4;2;1;10;2;42;1;1;8;3;6;0;6;2;13;5;0;0;1;129;1;0;4;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;59;BIRAÈKO MJESTO 59;VETERINARSKA STANICA ZADAR;PUT BOKANJCA BB;1.582;852;852;844;8;2;20;5;6;2;24;6;235;7;4;51;21;33;5;34;32;47;4;19;1;7;269;1;4;3;2;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;60;BIRAÈKO MJESTO 60;OSNOVNA ŠKOLA ŠIME BUDINIÆA;PUT ŠIMUNOVA 4;1.271;805;805;796;9;5;10;6;4;1;25;11;165;5;3;38;12;25;5;38;12;34;2;14;2;3;370;1;1;1;3;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;61;BIRAÈKO MJESTO 61;OSNOVNA ŠKOLA ŠIME BUDINIÆA;PUT ŠIMUNOVA 4;1.157;737;737;728;9;0;11;3;0;0;17;5;131;9;0;30;11;33;9;43;10;26;1;10;2;1;366;3;0;4;3;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;62;BIRAÈKO MJESTO 62;OSNOVNA ŠKOLA ŠIME BUDINIÆA;PUT ŠIMUNOVA 4;1.160;697;697;687;10;5;6;5;2;1;13;2;145;4;4;31;4;19;5;34;9;41;1;10;1;3;334;2;0;6;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;63;BIRAÈKO MJESTO 63;OSNOVNA ŠKOLA ŠIME BUDINIÆA;PUT ŠIMUNOVA 4;1.087;652;652;641;11;2;6;0;4;1;17;5;117;2;2;32;6;9;6;46;16;32;12;10;3;6;301;0;0;4;2;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;64;BIRAÈKO MJESTO 64;MJESNI ODBOR VOŠTARNICA;VESLAÈKA 2;931;592;592;583;9;1;6;4;2;0;18;3;162;5;3;22;4;26;2;28;3;19;8;11;1;1;249;1;0;2;2;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;65;BIRAÈKO MJESTO 65;MJESNI ODBOR VOŠTARNICA;VESLAÈKA 2;893;544;544;537;7;1;9;3;1;4;14;2;103;5;1;14;6;12;1;13;1;23;1;5;0;4;309;0;0;5;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;66;BIRAÈKO MJESTO 66;"PROSTORIJE ""CROATIA OSIGURANJA""";OBALA KNEZA BRANIMIRA 18;854;516;516;510;6;0;5;2;1;1;8;2;119;5;2;15;4;19;2;21;7;21;1;5;2;1;265;0;0;2;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;67;BIRAÈKO MJESTO 67;"PROSTORIJE ""CROATIA OSIGURANJA""";OBALA KNEZA BRANIMIRA 18;739;465;465;454;11;3;3;2;1;0;19;3;88;3;3;13;5;18;6;19;8;15;5;7;2;4;225;2;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;68;BIRAÈKO MJESTO 68;DOM MLADEŽI ZAPUNTEL;ZAPUNTEL;70;43;43;43;0;0;0;0;2;0;1;1;9;0;0;2;1;1;0;0;1;1;0;1;0;1;21;0;0;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;BIBINJE;1;BIRAÈKO MJESTO 1;"OSNOVNA ŠKOLA ""STJEPAN RADIÆ""";BIBINJE;1.935;1.063;1.062;1.039;23;4;4;5;3;5;10;5;535;20;7;25;126;41;5;20;9;32;8;24;3;0;146;0;0;1;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;BIBINJE;2;BIRAÈKO MJESTO 2;"OSNOVNA ŠKOLA ""STJEPAN RADIÆ""";BIBINJE;1.588;909;909;880;29;1;8;1;1;0;18;4;435;9;5;25;82;51;4;29;8;22;9;12;0;0;145;0;0;8;3;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;BILICE;1;BIRAÈKO MJESTO 1;"PROST. PODR. ŠKOLE ""JURAJ DALMATINAC"" BILICE";BOSUÆ BB, BILICE;1.082;667;667;659;8;1;7;1;1;8;10;3;236;6;6;24;27;21;5;11;4;21;2;94;0;0;166;1;1;3;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;BILICE;2;BIRAÈKO MJESTO 2;"PROST. PODR. ŠKOLE ""JURAJ DALMATINAC"" BILICE";BOSUÆ BB, BILICE;1.066;531;531;528;3;3;0;0;6;1;14;1;211;1;14;20;22;9;2;8;4;14;1;64;1;3;127;1;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;BISKUPIJA;1;BIRAÈKO MJESTO 1;ZGRADA OPÆINE BISKUPIJA;ORLIÆ, ORLIÆ BB;294;150;150;146;4;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;84;56;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;BISKUPIJA;2;BIRAÈKO MJESTO 2;PROSTORIJE MJESNOG ODBORA BISKUPIJA;BISKUPIJA, BISKUPIJA BB;447;181;181;174;7;2;0;0;0;0;3;0;27;0;8;4;0;7;0;0;0;0;0;0;0;82;41;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;BISKUPIJA;3;BIRAÈKO MJESTO 3;PROSTORIJE MJESNOG ODBORA MARKOVAC;MARKOVAC, MARKOVAC BB;182;83;83;81;2;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;65;9;0;0;2;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;BISKUPIJA;4;BIRAÈKO MJESTO 4;ZGRADA DOMA KULTURE U VRBNIKU;VRBNIK, VRBNIK BB;508;247;247;241;6;1;0;0;0;0;2;0;8;1;2;1;0;1;1;1;0;2;0;5;0;171;45;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;BISKUPIJA;5;BIRAÈKO MJESTO 5;PROSTORIJE PZ ORLIÆ-MARKOVAC;KOSOVO, KOSOVO BB;419;150;150;147;3;0;0;1;1;0;3;0;18;0;0;0;0;0;0;4;0;0;0;1;1;114;2;0;0;2;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;BISKUPIJA;6;BIRAÈKO MJESTO 6;PROSTORIJE NOVE O.Š. U RAMLJANIMA;RAMLJANE, RAMLJANE BB;184;76;76;73;3;0;0;0;0;1;0;1;3;0;1;0;0;0;0;0;0;0;0;0;0;58;9;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;BRINJE;1;BRINJE - VATROGASNI DOM;VATROGASNI DOM;BRINJE;942;596;596;581;15;1;2;1;6;3;15;7;295;4;18;19;23;21;1;15;2;3;0;7;0;5;132;1;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;BRINJE;2;BRINJE - OŠ BRINJE;OŠ BRINJE;BRINJE;409;228;228;220;8;0;0;3;3;1;5;3;113;4;18;4;9;4;0;0;0;0;0;4;0;2;47;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;BRINJE;3;BRINJE - OSNOVNA ŠKOLA KRIŽPOLJE;OSNOVNA ŠKOLA KRIŽPOLJE;KRIŽPOLJE;542;236;236;232;4;1;2;0;7;1;5;1;140;2;19;2;8;5;1;1;0;0;0;0;0;0;36;0;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;BRINJE;4;BRINJE - OŠ LETINAC;OŠ LETINAC;LETINAC;164;98;98;97;1;1;1;0;5;1;5;1;60;2;5;0;0;0;0;3;1;0;0;1;0;1;7;1;0;2;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;BRINJE;5;BRINJE - DOM PROKIKE;DOM PROKIKE;PROKIKE;125;58;58;57;1;1;2;1;0;0;3;0;9;0;2;3;1;0;2;0;0;0;0;0;0;2;30;0;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;BRINJE;6;BRINJE - OŠ KRIŽ KAMENICA;OŠ KRIŽ KAMENICA;KRIŽ KAMENICA;240;127;127;124;3;0;1;0;0;2;1;1;82;2;5;2;2;1;0;0;0;0;0;0;0;0;25;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;BRINJE;7;BRINJE - ZADRUŽNI DOM VODOTEÈ;ZADRUŽNI DOM VODOTEÈ;VODOTEÈ;39;24;24;24;0;0;0;2;0;0;0;0;2;0;1;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;BRINJE;8;BRINJE - OSNOVNA ŠKOLA JEZERANE;OSNOVNA ŠKOLA JEZERANE;JEZERANE;320;169;169;167;2;0;0;2;0;0;2;1;94;3;5;3;1;12;0;3;0;0;0;0;0;2;38;0;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;BRINJE;9;BRINJE - OŠ LIPICE;OŠ LIPICE;LIPICE;221;103;103;100;3;1;0;1;4;0;3;0;68;2;1;1;5;5;0;1;0;0;0;0;0;0;6;0;0;2;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;BRINJE;10;BRINJE - OŠ STAJNICA;OŠ STAJNICA;STAJNICA;246;114;114;111;3;0;0;0;1;0;1;0;56;0;5;1;7;6;0;0;0;0;0;0;0;0;33;1;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;CIVLJANE;1;BIRAÈKO MJESTO 1;OPÆINA CIVLJANE;CIVLJANE BR. 3;217;20;20;20;0;0;0;0;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;9;2;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;CIVLJANE;2;BIRAÈKO MJESTO 2;OBITELJSKA KUÆA SAVE ÈETNIKA;CETINA;220;34;34;31;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;19;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;CIVLJANE;3;BIRAÈKO MJESTO 3;OBITELJSKA KUÆA MILANA KNEŽEVIÆA;NASELJE KNEŽEVIÆI CETINA;83;22;22;20;2;0;1;0;0;1;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;DICMO;1;BIRAÈKO MJESTO 1. PRISOJE;"OŠ ""A.STARÈEVIÆ""";KRAJ 42;499;337;336;333;3;2;0;0;0;0;2;1;126;1;2;14;13;73;0;3;0;52;9;2;0;0;33;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;DICMO;2;BIRAÈKO MJESTO 2. SIÈANE;"OŠ ""A.STARÈEVIÆ""";KRAJ 42;410;253;253;246;7;0;0;0;0;0;0;0;129;0;0;11;7;31;0;2;1;22;5;1;1;1;32;2;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;DICMO;3;BIRAÈKO MJESTO 3. KRAJ;"OŠ ""A. STARÈEVIÆ""";KRAJ 42;413;294;289;279;10;2;0;1;0;0;5;2;125;1;4;3;18;47;1;0;1;39;11;0;0;0;19;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;DICMO;4;"BIRAÈKO MJESTO  4  ""OSOJE-SUŠCI""";O. Š. A. STARÈEVIÆ  DICMO KRAJ;KRAJ 42;322;203;203;198;5;2;0;0;0;0;4;0;70;0;5;2;11;27;0;1;0;45;9;2;1;1;18;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;DICMO;5;BIRAÈKO MJESTO 5. KRUŠVAR;PODRUÈNA ŠKOLA KRUŠVAR;KRUŠVAR;402;226;226;220;6;1;0;0;2;0;4;2;89;1;2;5;4;24;1;1;0;43;2;0;0;0;39;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;DICMO;6;BIRAÈKO MJESTO 6. ERCEGOVCI;PODRUÈNA ŠKOLA ERCEGOVCI;ERCEGOVCI;113;79;79;78;1;2;0;0;0;0;1;1;21;1;1;3;0;2;0;1;0;28;2;0;0;0;15;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;DONJI LAPAC;1;D. LAPAC - OSNOVNA ŠKOLA DONJI LAPAC;OSNOVNA ŠKOLA DONJI LAPAC;DONJI LAPAC;880;502;502;489;13;2;2;3;0;0;1;0;128;0;1;1;1;5;0;9;1;2;1;2;0;130;199;1;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;DONJI LAPAC;2;D. LAPAC - OSNOVNA ŠKOLA U DONJEM LAPCU;OSNOVNA ŠKOLA D. LAPAC;DONJI LAPAC;399;265;265;262;3;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;114;144;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;DONJI LAPAC;3;D. LAPAC - ZGRADA DRUŠTVENOG DOMA NEBLJUSI, NEBLJUSI;ZGRADA DRUŠTVENOG DOMA NEBLJUSI;NEBLJUSI;276;165;165;160;5;1;0;0;0;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;102;51;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;DONJI LAPAC;4;D. LAPAC - ZGRADA BIVŠE OSNOVNE ŠKOLE U NASELJU DOBROSELO;ZGRADA BIVŠE OSNOVNE ŠKOLE U NASELJU DOBROSELO;DOBROSELO;262;173;173;169;4;1;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;1;107;55;1;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;DUGOPOLJE;1;BIRAÈKO MJESTO 1. KOPRIVNO;OPÆINSKA PROSTORIJA -  ULICA SVIH SVETIH BB;KOPRIVNO;212;167;167;161;6;2;0;3;1;0;2;1;80;1;6;7;5;3;0;1;7;10;0;0;3;0;28;0;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;DUGOPOLJE;2;BIRAÈKO MJESTO 2. DUGOPOLJE-SENJ;KUÆA IVICE ŽEVRNJE;DOMOVINSKOG RATA 48;904;653;653;638;15;1;1;4;4;0;4;2;369;2;8;26;4;18;2;6;4;55;1;4;0;0;112;5;1;2;3;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;DUGOPOLJE;3;BIRAÈKO MJESTO 3. DUGOPOLJE-RAMA;EX MATIÈNI URED DUGOPOLJE;STEPINÈEVA 2;681;495;495;476;19;4;5;4;3;1;3;6;226;7;11;21;5;14;3;3;4;35;2;3;3;2;108;1;1;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;DUGOPOLJE;4;BIRAÈKO MJESTO 4. DUGOPOLJE-KUTE;KUÆA DAVORA PERIŠIÆA;DOMOVINSKOG RATA 189;709;505;504;494;10;2;2;4;1;4;9;8;249;1;6;17;8;16;3;12;4;38;5;4;3;1;96;0;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;DUGOPOLJE;5;BIRAÈKO MJESTO 5. KOTLENICE;PODRUÈNA ŠKOLA KOTLENICE;ULICA SV. PETRA BB;125;113;113;107;6;1;1;1;0;0;5;1;61;1;3;3;4;5;0;0;0;12;1;0;0;0;8;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;DUGOPOLJE;6;BIRAÈKO MJESTO 6. LISKA;ZGRADA OPÆINE LISKA;ULICA SV. LUKE 30;66;56;56;56;0;1;0;0;0;0;3;0;30;0;0;0;0;1;0;0;0;9;2;0;0;0;10;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;DUGOPOLJE;7;BIRAÈKO MJESTO  7. - RAMA 2;EX MATIÈNI URED;STEPINÈEVA 2, DUGOPOLJE;187;87;87;84;3;1;0;0;1;0;1;0;46;1;1;4;1;5;0;1;0;4;2;1;0;0;14;1;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ERVENIK;1;BIRAÈKO MJESTO 1;PROSTORIJE MJESNOG ODBORA ERVENIK;ERVENIK;456;150;150;144;6;1;1;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;122;16;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ERVENIK;2;BIRAÈKO MJESTO 2;PROSTORIJE MJESNOG ODBORA MOKRO POLJE;MOKRO POLJE;236;118;118;116;2;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1;92;19;1;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ERVENIK;3;BIRAÈKO MJESTO 3;PROSTORIJE MJESNOG ODBORA RADUÈIÆ;RADUÈIÆ;188;110;110;108;2;3;0;0;0;0;1;0;1;0;1;1;0;0;0;1;0;0;0;0;1;73;25;0;0;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ERVENIK;4;BIRAÈKO MJESTO 4;PROSTORIJE MJESNOG ODBORA PAÐANE;PAÐENE;184;84;84;83;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;64;14;1;0;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ERVENIK;5;BIRAÈKO MJESTO 5;PROSTORIJE MJESNOG ODBORA OTON;OTON;226;84;84;84;0;1;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0;69;9;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;GALOVAC;1;BIRAÈKO MJESTO 1;OSNOVNA ŠKOLA GALOVAC;GALOVAC;1.123;646;646;633;13;2;4;2;5;1;7;4;241;6;11;16;9;22;3;10;10;16;2;6;1;7;243;2;1;2;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;GRAÈAC;1;BIRAÈKO MJESTO 1;OSNOVNA ŠKOLA NIKOLE TESLE PRIZEMLJE DESNO;ŠKOLSKA 12;1.812;801;801;788;13;2;5;1;1;1;7;1;369;2;4;17;18;13;0;16;2;7;2;8;2;147;158;1;3;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;GRAÈAC;2;BIRAÈKO MJESTO 2;OSNOVNA ŠKOLA NIKOLE TESLE PRIZEMLJE LIJEVO;ŠKOLSKA 12;1.928;767;767;751;16;1;2;0;6;3;4;2;370;4;3;19;17;9;0;7;3;3;1;3;2;158;130;1;3;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;GRAÈAC;3;BIRAÈKO MJESTO 3;ZGRADA DOMA KULTURE SRB;SRB, SPLITSKA 1;920;450;450;440;10;0;0;0;0;2;1;1;31;1;0;1;6;0;0;1;1;0;0;0;1;230;160;2;0;0;2;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;GRAÈAC;4;BIRAÈKO MJESTO 4;"OBJEKT OBITELJI ""MESIÆ""";BRUVNO 0;205;70;70;69;1;3;0;0;0;0;0;1;1;1;0;1;0;1;2;0;0;0;0;0;0;50;9;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;GRAÈAC;5;BIRAÈKO MJESTO 5;KONTEJNER  U CENTRU NASELJA U BLIZINI POLJOPRIVREDNE ZADRUGE;ZRMANJA 0;184;42;42;40;2;2;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;17;16;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;HRVACE;1;BIRAÈKO MJESTO 1. HRVACE;KUÆA JANKOVIÆA;HRVACE;629;323;323;317;6;0;0;0;0;0;4;0;164;1;3;8;29;8;1;0;7;32;7;5;2;0;45;0;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;HRVACE;2;BIRAÈKO MJESTO 2. HRVACE;"OŠ ""DINKA ŠIMUNOVIÆA""";HRVACE;914;532;532;523;9;3;1;3;4;0;7;0;265;3;4;37;18;19;0;6;13;36;14;8;1;1;75;3;0;1;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;HRVACE;3;BIRAÈKO MJESTO 3. BITELIÆ;OŠ BITELIÆ;BITELIÆ;546;244;244;238;6;0;0;1;3;2;1;2;121;0;10;9;3;17;0;3;4;15;6;1;0;4;34;1;0;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;HRVACE;4;BIRAÈKO MJESTO 4. RUMIN;KUÆA MARKA BULJANA;RUMIN;158;104;104;104;0;1;0;0;0;0;1;0;74;0;2;1;1;8;0;0;0;1;2;0;0;0;12;1;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;HRVACE;5;BIRAÈKO MJESTO 5. VUÈIPOLJE;STARA OŠ U VUÈIPOLJU;VUÈIPOLJE;211;124;124;122;2;0;0;0;0;1;0;0;93;1;1;0;2;4;1;2;4;5;0;2;0;0;4;0;0;2;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;HRVACE;6;BIRAÈKO MJESTO 6. POTRAVLJE;OŠ POTRAVLJE;POTRAVLJE;742;343;342;334;8;1;0;1;2;0;4;0;164;5;5;12;15;40;0;2;8;22;6;4;11;0;32;0;0;0;0;;;;;;;;;;;;;;;;;
