Izborna jedinica;Izborna jedinica grada / opæine;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;Kandidat: ROBERT JANKOVICS, Zamjenik: TIBOR SANTO, dr.med., Predlagatelj: DEMOKRATSKA ZAJEDNICA MAÐARA HRVATSKE - DZMH  ;Kandidat: mr.sc. DENEŠ ŠOJA, Zamjenik: ŠANDOR JUHAS , Predlagatelj: SAVEZ MAÐARSKIH UDRUGA - SMU  ;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;MATULJI;17;ŠAPJANE;"""DOM ŠAPJANE""";ŠAPJANE;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;MATULJI;18;BRDCE;ZGRADA BR. 2;BRDCE 6;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;MATULJI;19;LIPA;MUZEJ LIPA;12.936;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;MATULJI;20;ŽEJANE;PODRUÈNA ŠKOLA ŽEJANE;ŽEJANE 1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;MEDULIN;1;MEDULIN;DRUŠTVENI DOM,  PROSTORIJA BR.1;CENTAR 58/1, MEDULIN;3;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;MEDULIN;2;MEDULIN;DRUŠTVENI DOM,  PROSTORIJA BR.2;CENTAR 58/1, MEDULIN;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;MEDULIN;3;BANJOLE;DRUŠTVENI DOM;ÈIMULJE 24;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;MEDULIN;4;VINKURAN;ŠKOLA U VINKURANU;CENTAR 3, VINKURAN;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;MEDULIN;5;POMER;"ZGRADA ""ALBANEŽ D.O.O.""";POMER 1;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;MEDULIN;6;PJEŠÈANA UVALA;"RESTORAN ""LANTERNA""";PJEŠÈANA UVALA BR. 1, OGRANAK V;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;MEDULIN;7;PREMANTURA;DRUŠTVENI DOM;SELO 120, PREMANTURA;5;1;1;1;0;1;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;MOŠÆENIÈKA DRAGA;1;MOŠÆENIÈKA DRAGA;OPÆINSKA VIJEÆNICA;MOŠÆENIÈKA DRAGA, TRG SLOBODE 7;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;MOŠÆENIÈKA DRAGA;2;MOŠÆENICE;PODRUÈNA ŠKOLA MOŠÆENICE;MOŠÆENICE BR. 12;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;MOŠÆENIÈKA DRAGA;3;BRSEÈ;PODRUÈNA ŠKOLA BRSEÈ;BRSEÈ BR. 36;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;MOTOVUN - MONTONA;1;MOTOVUN;ZGRADA SJEDIŠTA OPÆINE U MOTOVUNU;TRG ANDREA ANTICO 1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;MOTOVUN - MONTONA;2;KALDIR;ZGRADA STARE ŠKOLE;KALDIR BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;MOTOVUN - MONTONA;3;BRKAÈ;ZGRADA DOMA U BRKAÈU;BRKAÈ 28;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;MOTOVUN - MONTONA;4;SVETI BARTOL;ZGRADA STARE ŠKOLE U SVETOM BARTOLU;SVETI BARTOL BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;OMIŠALJ;1;OMIŠALJ;PROST. BIVŠE POŠTANSKE CENTRALE;OMIŠALJ, PRIKEŠTE 13;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;OMIŠALJ;2;OMIŠALJ;VIJEÆNICA OPÆINE OMIŠALJ I KAT LIJEVO;OMIŠALJ, PRIKEŠTE 13;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;OMIŠALJ;3;NJIVICE;"PROSTORIJE GALERIJE ""NJIVICE""";NJIVICE, RIBARSKA OBALA 10;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;OMIŠALJ;4;NJIVICE;PROSTORIJE DRUŠTVENOG CENTRA KIJAC;NJIVICE, CVJETNI TRG 8;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;OPRTALJ - PORTOLE;1;OPRTALJ;ZGRADA OPÆINE OPRTALJ;MATKA LAGINJE 21, OPRTALJ;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;OPRTALJ - PORTOLE;2;LIVADE;ZGRADA MUZEJA PARENZANE;LIVADE 4/C;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;PIÆAN;1;PIÆAN;ZGRADA OPÆINE PIÆAN;PIÆAN  40;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;PIÆAN;2;KUKURINI;"ZGRADA LOVAÈKOG DOMA  LD ""KAMENJARKA""";KUKURINI BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;PIÆAN;3;ŠVIÆI;ZGRADA NA NOGOMETNOM IGRALIŠTU;ŠVIÆI BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;PIÆAN;4;SVETA KATARINA;"ZGRADA PODRUÈNE ŠKOLE O.Š.""V.NAZORA"" POTPIÆAN";SVETA KATARINA BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;PIÆAN;5;TUPLJAK;"ZGRADA PODRUÈNE ŠKOLE O.Š. ""V.NAZOR"" POTPIÆAN";TUPLJAK BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;PUNAT;1;PUNAT-STARA BAŠKA;"PROSTORIJE ""OSNOVNE ŠKOLE""";STARA BAŠKA 41;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;PUNAT;2;PUNAT;"PROST.OŠ ""FRAN KRSTO FRANKOPAN""";PUNAT, POD TOPOLI 18;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;PUNAT;3;PUNAT;"PROST.OŠ ""FRAN KRSTO FRANKOPAN""";PUNAT, POD TOPOLI 18;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;RAŠA;1;DRENJE;PROSTORIJE BIVŠE OSNOVNE ŠKOLE;DRENJE;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;RAŠA;2;KOROMAÈNO;PROSTORIJE UMIROVLJENIKA U DOMU KULTURE;KOROMAÈNO;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;RAŠA;3;SVETI LOVREÈ LABINSKI;PROSTORIJE BIVŠE TRGOVINE;SVETI LOVREÈ LABINSKI;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;RAŠA;4;TRGET;PROSTORIJE MJESNOG ODBORA;TRGET;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;RAŠA;5;RAŠA;"PROSTORIJE OŠ ""I.BATELIÆ""";RAŠA;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;RAŠA;6;RAŠA;PROSTORIJE OSNOVNE ŠKOLE I. BATELIÆ;RAŠA;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;RAŠA;7;KUNJ;MONTAŽNI OBJEKT KUNJ;KUNJ;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;RAŠA;8;TOPID;PRIVATNA KUÆA VIKTORA MARTINAZZOLIA;TOPID 44;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;SVETA NEDELJA;1;NEDEŠÆINA;"PROSTORIJE OŠ ""V.ŠIROLA PAJO""";NEDEŠÆINA;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;SVETA NEDELJA;2;NEDEŠÆINA;"PROSTORIJE OŠ ""VITOMIR ŠIROLA PAJO""";NEDEŠÆINA;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;SVETA NEDELJA;3;SVETI MARTIN;"PROSTORIJE OŠ ""V.ŠIROLA PAJO"" NEDEŠÆINA, PODRUÈNA ŠKOLA SV. MARTIN";SVETI MARTIN;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;SVETA NEDELJA;4;SNAŠIÆI;DOM KULTURE SNAŠIÆI - BOÆARSKI KLUB;SNAŠIÆI;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;SVETA NEDELJA;5;ŠTRMAC;PROSTORIJE OPÆINE SVETA NEDELJA, PROSTORIJE BOÆARSKOG KLUBA ŠTRMAC;ŠTRMAC BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;SVETA NEDELJA;6;ŠUMBER;DOM KULTURE;BALARINI , ŠUMBER;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;SVETI LOVREÈ;1;SVETI LOVREÈ;ZGRADA PLESNE SALE;ISTARSKA 5, SV. LOVREÈ;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;SVETI LOVREÈ;2;SELINA;"BOÆARSKI KLUB ""SELINA""";SELINA;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;SVETI PETAR U ŠUMI;1;SVETI PETAR U ŠUMI;ZGRADA OSNOVNE ŠKOLE;SVETI PETAR U ŠUMI 10;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;SVETVINÈENAT;1;SVETVINÈENAT;DRUŠTVENI DOM SVETVINÈENAT;SVETVINÈENAT;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;SVETVINÈENAT;2;BOKORDIÆI;ZGRADA STARE ŠKOLE;BOKORDIÆI;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;SVETVINÈENAT;3;REŽANCI;ZGRADA STARE ŠKOLE;REŽANCI;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;SVETVINÈENAT;4;ŠTOKOVCI;ZGRADA STARE ŠKOLE;ŠTOKOVCI;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;SVETVINÈENAT;5;BIBIÆI;ZGRADA DRUŠTVENOG DOMA;BIBIÆI;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;SVETVINÈENAT;6;SMOLJANCI;ZGRADA STARE ŠKOLE;SMOLJANCI;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;SVETVINÈENAT;7;ÈABRUNIÆI;DRUŠTVENA PROSTORIJA;ÈABRUNIÆI;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;SVETVINÈENAT;8;JURŠIÆI;DRUŠTVENI DOM;JURŠIÆI 1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;TAR-VABRIGA - TORRE-ABREGA;1;TAR;PROSTORIJA OPÆINSKE VIJEÆNICE;ISTARSKA 8, TAR;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;TAR-VABRIGA - TORRE-ABREGA;2;VABRIGA;ZGRADA OSNOVNE ŠKOLE;SV. ANTONA 16;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;TAR-VABRIGA - TORRE-ABREGA;3;ROŠINI;OPÆINSKA ZGRADA;ROŠINI 3;2;1;1;1;0;0;1;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;TINJAN;1;TINJAN;ZGRADA OPÆINE;TINJAN 2;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;TINJAN;2;KRINGA;ZGRADA STARE ŠKOLE;KRINGA;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;TINJAN;3;MUNTRILJ;DRUŠTVENI DOM MUNTRILJ;MUNTRILJ BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;VIŠNJAN - VISIGNANO;1;VIŠNJAN;KINO SALA;TRG SLOBODE;1;1;1;1;0;1;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;VIŠNJAN - VISIGNANO;2;CVITANI;ZGRADA BIVŠE ŠKOLE;CVITANI;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;VIŠNJAN - VISIGNANO;3;RAPAVEL;ZGRADA BIVŠE ŠKOLE;RAPAVEL;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;VIŠNJAN - VISIGNANO;4;MARKOVAC - SAN MARCO;DRUŠTVENE PROSTORIJE;MARKOVAC - SAN MARCO;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;VIŠNJAN - VISIGNANO;5;VRANIÆI KOD VIŠNJAMA;ZGRADA BIVŠE ŠKOLE U VRANIÆIMA;VRANIÆI;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;VIŠNJAN - VISIGNANO;6;BAÈVA;UREDSKI KONTEJNER;NA TRGU ISPRED ŽUPNE CRKVE U BAÈVI;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;VIŽINADA - VISINADA;1;VIŽINADA;VIJEÆNICA OPÆINE VIŽINADA;VIŽINADA 18A;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;VIŽINADA - VISINADA;2;BRIG;ŽUPNI STAN;BRIG;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;VRBNIK;1;VRBNIK;ZGRADA OPÆINE PRIZEMLJE;VRBNIK, TRG ŠKUJICA 7;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;VRBNIK;2;RISIKA;ZGRADA STARE ŠKOLE;VRBNIK, RISIKA BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;VRBNIK;3;GARICA;ZGRADA STARE ŠKOLE;VRBNIK, GARICA BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;VRSAR - ORSERA;1;VRSAR;ZGRADA OPÆINE VRSAR;TRG DEGRASSI 1, VRSAR;7;1;1;1;0;1;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;VRSAR - ORSERA;2;GRADINA;ZGRADA DRUŠTVENOG DOMA;GRADINA;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;ŽMINJ;1;ŽMINJ;ZGRADA OPÆINE ŽMINJ;PAZINSKA CESTA BB, ŽMINJ;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;ŽMINJ;2;CERE;ZGRADA DOMA KULTURE CERE;CERE;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;ŽMINJ;3;ŽMINJ;KINO SALA;ŽMINJ;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;8;ŽMINJ;4;ŽMINJ;"ZGRADA OŠ ""VLADIMIR GORTAN""";ŽMINJ;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BENKOVAC;1;BIRAÈKO MJESTO 1;DOM KULTURE (BIVŠI DOM HV-A);BENKOVAC;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BENKOVAC;2;BIRAÈKO MJESTO 2;DOM KULTURE (BIVŠI DOM HV-A);BENKOVAC;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BENKOVAC;3;BIRAÈKO MJESTO 3;RESTORAN IVICE ŽEPINE (ZGRADA U PROSTORU SAJMIŠTA);BENKOVAÈKO SELO;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BENKOVAC;4;BIRAÈKO MJESTO 4;DISKONT VL. ŠIME ŽUPANA;ŠOPOT;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BENKOVAC;5;BIRAÈKO MJESTO 5;PODRUÈNA ŠKOLA;PODLUG;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BENKOVAC;6;BIRAÈKO MJESTO 6;PODRUÈNA ŠKOLA;PERUŠIÆ BENKOVAÈKI;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BENKOVAC;7;BIRAÈKO MJESTO 7;PODRUÈNA ŠKOLA;PRISTEG;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BENKOVAC;8;BIRAÈKO MJESTO 8;PODRUÈNA ŠKOLA;DOBRA VODA;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BENKOVAC;9;BIRAÈKO MJESTO 9;PODRUÈNA ŠKOLA;RADAŠINOVCI;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BENKOVAC;10;BIRAÈKO MJESTO 10;PODRUÈNA ŠKOLA;VUKŠIÆ;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BENKOVAC;11;BIRAÈKO MJESTO 11;PODRUÈNA ŠKOLA;BULIÆ;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BENKOVAC;12;BIRAÈKO MJESTO 12;ZGRADA ŽELJEZNIÈKE POSTAJE;LEPURI;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BENKOVAC;13;BIRAÈKO MJESTO 13;DRUŠTVENI DOM;PODGRAÐE;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BENKOVAC;14;BIRAÈKO MJESTO 14;PODRUÈNA ŠKOLA;LISIÈIÆ;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BENKOVAC;15;BIRAÈKO MJESTO 15;PODRUÈNA ŠKOLA;RODALJICE;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BENKOVAC;16;BIRAÈKO MJESTO 16;"TRGOVINA ""PROMET""";BJELINA;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BENKOVAC;17;BIRAÈKO MJESTO 17;PODRUÈNA ŠKOLA;BRUŠKA;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BENKOVAC;18;BIRAÈKO MJESTO 18;MJESNI ODBOR (BIVŠA ŽUPNA KUÆA);MEDVIÐA;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BENKOVAC;19;BIRAÈKO MJESTO 19;PODRUÈNA ŠKOLA;POPOVIÆI;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BENKOVAC;20;BIRAÈKO MJESTO 20;PODRUÈNA ŠKOLA;KORLAT;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BENKOVAC;21;BIRAÈKO MJESTO 21;PROSTORIJE MJESNOG ODBORA SMILÈIÆ;SMILÈIÆ;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BENKOVAC;22;BIRAÈKO MJESTO 22;PODRUÈNA ŠKOLA;NADIN;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BENKOVAC;23;BIRAÈKO MJESTO 23;PODRUÈNA ŠKOLA RAŠTEVIÆ;RAŠTEVIÆ;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BENKOVAC;24;BIRAÈKO MJESTO 24;PODRUÈNA ŠKOLA TINJ;TINJ;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BENKOVAC;25;BIRAÈKO MJESTO 25;PROSTORIJE MJESNOG ODBORA;PROVIÆ;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BENKOVAC;26;BIRAÈKO MJESTO 26;MJESNI ODBOR;ISLAM GRÈKI;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BENKOVAC;27;BIRAÈKO MJESTO 27;OBITELJSKA KUÆA NIKE ÐONDRAŠA;MIRANJE;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BENKOVAC;28;BIRAÈKO MJESTO 28;PROSTORIJE BIVŠE ZADRUGE;KULA ATLAGIÆ;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BENKOVAC;29;BIRAÈKO MJESTO 29;TRGOVINA VLASNIŠTVO SLAVKO JABLAN (KARIN PLAŽA);KARIN DONJI;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BENKOVAC;30;BIRAÈKO MJESTO 30;PODRUÈNA ŠKOLA;BUKOVIÆ;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BENKOVAC;31;BIRAÈKO MJESTO 31;"ZGRADA TVORNICE ""MINERAL-IGM""";ZAPUŽANE;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BIOGRAD NA MORU;1;BIRAÈKO MJESTO 1;PROSTORIJE GRADA BIOGRADA NA MORU;TRG KRALJA TOMISLAVA 2;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BIOGRAD NA MORU;2;BIRAÈKO MJESTO 2;SREDNJA ŠKOLA BIOGRAD UÈIONICA 3;A. ŠENOE 29;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BIOGRAD NA MORU;3;BIRAÈKO MJESTO 3;OSNOVNA ŠKOLA BIOGRAD - UÆIONICA U PRIZEMLJU;UL. DR. FRANJE TUÐMANA 27;2;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;BIOGRAD NA MORU;4;BIRAÈKO MJESTO 4;DJEÈJI VRTIÆ BIOGRAD, PODRUÈNO ODJELJENJE KOSA - ZAPAD;PAŠKA 1, BIOGRAD NA MORU;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;DRNIŠ;1;BIRAÈKO MJESTO 1;GLAZBENA  ŠKOLA U DRNIŠU;V. NAZORA 4;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;DRNIŠ;2;BIRAÈKO MJESTO 2;SREDNJA ŠKOLA U DRNIŠU;POLJANA 1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;DRNIŠ;3;BIRAÈKO MJESTO 3;OSNOVNA ŠKOLA U DRNIŠU;ANTUNA MIHANOVIÆA 4;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;DRNIŠ;4;BIRAÈKO MJESTO 4;OSNOVNAŠKOLA U DRINOVCIMA;OKO CRKVE 2, DRINOVCI;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;DRNIŠ;5;BIRAÈKO MJESTO 5;IVICE STOJANOVIÆA ( ŠKITE ) U KARALIÆU;KOD TRGOVINE 3, KRALIÆ;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;DRNIŠ;6;BIRAÈKO MJESTO 6;SEOSKOM DOMAÆINSTVU PEACE U BRIŠTANIMA;PLETIKOSE 14, BRIŠTANE;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;DRNIŠ;7;BIRAÈKO MJESTO 7;ILIJE GALIÆA U BOGATIÆU;KOD ŠKOLE 1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;DRNIŠ;8;BIRAÈKO MJESTO 8;ANÐELKA MALENICE (ÐIÐIJA) U KLJUÈU;KLJUÈ 24;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;DRNIŠ;9;BIRAÈKO MJESTO 9;OSNOVNOJ ŠKOLI U KAOÈINAMA;KOD ŠKOLE KULUŠIÆI 20;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;DRNIŠ;10;BIRAÈKO MJESTO 10;OSNOVNA ŠKOLA TRBOUNJE;KOD ŠKOLE 4, TRBOUNJE;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;DRNIŠ;11;BIRAÈKO MJESTO 11;KUÆA IVANA TARLE (DRAGE) U VELUŠIÆU;TARLE 1, VELUŠIÆ;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;9;DRNIŠ;12;BIRAÈKO MJESTO 12;KUÆA IVANA MIHALJEVIÆA (IVANDE) U BADNJU;ÈULINE-MIHALJEVIÆI 5, BADANJ;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
