Izborna jedinica;Izborna jedinica grada / opæine;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;Kandidat: ROBERT JANKOVICS, Zamjenik: TIBOR SANTO, dr.med., Predlagatelj: DEMOKRATSKA ZAJEDNICA MAÐARA HRVATSKE - DZMH  ;Kandidat: mr.sc. DENEŠ ŠOJA, Zamjenik: ŠANDOR JUHAS , Predlagatelj: SAVEZ MAÐARSKIH UDRUGA - SMU  ;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;JALŽABET;7;JAKOPOVEC;DRUŠTVENI DOM;JAKOPOVEC;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;JESENJE;1;GORNJE JESENJE;DVORANA DOMA KULTURE;GORNJE JESENJE 103;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;JESENJE;2;DONJE JESENJE;DRUŠTVENI DOM;DONJE JESENJE  BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;JESENJE;3;CERJE JESENJSKO;KUÆA SMILJANEC BRANKE;CERJE JESENJSKO 4;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;JESENJE;4;LUŽANI ZAGORSKI;KUÆA BUKVIÆ DRAGUTINA;LUŽANI ZAGORSKI 44A;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;JESENJE;5;BRDO JESENJSKO;KUÆA RANOGAJEC IVANA;BRDO JESENJSKO 16;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KLENOVNIK;1;KLENOVNIK - 1;OSNOVNA ŠKOLA - BIR 1;KLENOVNIK;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KLENOVNIK;2;KLENOVNIK - 2;OSNOVNA ŠKOLA - BIR.2;KLENOVNIK;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KLENOVNIK;3;PLEMENŠÆINA;KUÆA SLAVKA BUNIÆA (STJEPANA);PLEMENŠÆINA 44;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KLENOVNIK;4;KLENOVNIK - 3;OSNOVNA ŠKOLA - BIR.3;KLENOVNIK;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KLENOVNIK;5;LIPOVNIK;LOVAÈKI DOM;LIPOVNIK 61A;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KLENOVNIK;6;DUBRAVEC - 1;KUÆA STJEPANA ŠAMBARA;DUBRAVEC 125;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KLENOVNIK;7;DUBRAVEC - 2;KUÆA STJEPANA ŠKVARIÆA;DUBRAVEC 29;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KONJŠÈINA;1;KONJŠÈINA;SREDNJA ŠKOLA;MATIJE GUPCA 5;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KONJŠÈINA;2;JELOVEC;KUÆA KOSOVEC SLAVE;JELOVEC 18;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KONJŠÈINA;3;JERTOVEC I;OSNOVNA ŠKOLA;JERTOVEC;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KONJŠÈINA;4;JERTOVEC II;VATROGASNI DOM (KOD MAÈKOVIÆA);JERTOVEC;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KONJŠÈINA;5;PEŠÆENO;"PROSTORIJE ""ARMKA"" D.D.";PEŠÆENO BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KONJŠÈINA;6;BOÈADIR;DRUŠTVENI DOM;BOÈADIR;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KONJŠÈINA;7;BRLEKOVO;PROSTOR ŽELJKA TURÈINA;BRLEKOVO 27;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KONJŠÈINA;8;DONJA BATINA;KUÆA OZIMEC DARKA;DONJA BATINA;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KONJŠÈINA;9;GORNJA KONŠÈINA;VATROGASNI DOM;GORNJA KONJŠÈINA;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KONJŠÈINA;10;KLIMEN;DRUŠTVENI DOM;KLIMEN;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KONJŠÈINA;11;TURNIŠÆE;DRUŠTVENI DOM;TURNIŠÆE;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KONJŠÈINA;12;KOSOVEÈKO;DRUŠTVENI DOM;KOSOVEÈKO;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KONJŠÈINA;13;DONJA KONJŠÆINA;VATROGASNI DOM;DONJA KONJŠÈINA;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KONJŠÈINA;14;GALOVEC;VATROGASNI DOM;GALOVEC-KRAPINA SELO;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KONJŠÈINA;15;KRAPINA SELO;KUÆA FRKOVIÆ BORISA;KRAPINA SELO 8;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KONJŠÈINA;16;BOÈAKI;KUÆA KRUHEK VLADIMIRA;BOÈAKI 11;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KONJŠÈINA;17;SUŠOBREG;VATROGASNI DOM;SUŠOBREG;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KOTORIBA;1;KOTORIBA;OSNOVNA ŠKOLA - UÈIONICA 3. A RAZREDA, U PRIZEMLJU;IGNACA SVETOMARTINSKOG 1;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KOTORIBA;2;KOTORIBA;OSNOVNA ŠKOLA - UÈIONICA 2. B RAZREDA, U PRIZEMLJU;IGNACA SVETOMARTINSKOG 1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KOTORIBA;3;KOTORIBA;OSNOVNA ŠKOLA - UÈIONICA 3. C RAZREDA, U PRIZEMLJU;IGNACA SVETOMARTINSKOG 1;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KRALJEVEC NA SUTLI;1;STRMEC SUTLANSKI;PROSTORIJA MUZIÈKOG DOMA;STRMEC SUTLANSKI BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KRALJEVEC NA SUTLI;2;RADAKOVO;OSNOVNA ŠKOLA;RADAKOVO 53;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KRALJEVEC NA SUTLI;3;KRALJEVEC NA SUTLI;PROSTORIJE OPÆINE;KRALJEVEC NA SUTLI 132;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KRALJEVEC NA SUTLI;4;DRAŠE;PROSTORIJE VATROGASNOG DOMA;DRAŠE BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KRAPINSKE TOPLICE;1;KRAPINSKE TOPLICE I;DOM KULTURE;KRAPINSKE TOPLICE;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KRAPINSKE TOPLICE;2;KRAPINSKE TOPLICE II;OSNOVNA ŠKOLA;ZAGREBAÈKA 12;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KRAPINSKE TOPLICE;3;KLOKOVEC;POSLOVNI OBJEKT EURO-GRADIM;KLOKOVEC 227;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KRAPINSKE TOPLICE;4;ÈRET;VATROGASNI DOM;ÈRET 30;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KRAPINSKE TOPLICE;5;GREGUROVEC;PODRUÈNA ŠKOLA;GREGUROVEC 12;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KRAPINSKE TOPLICE;6;VRTNJAKOVEC;KUÆA JUKIÆ IVANE;VRTNJAKOVEC 59;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KRAPINSKE TOPLICE;7;MALA ERPENJA I;VATROGASNI DOM;MALA ERPENJA 249;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KRAPINSKE TOPLICE;8;MALA ERPENJA II;DRUŠTVENI DOM;MALA ERPENJA BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KRAPINSKE TOPLICE;9;SELNO;DRUŠTVENI DOM;SELNO BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KRAPINSKE TOPLICE;10;SLIVONJA JAREK;KUÆA KOZINA SLAVKA;SLIVONJA JAREK 18A;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KRAPINSKE TOPLICE;11;ORATJE;KUÆA BOROŠAK ŠTEFICE;ORATJE 15;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KUMROVEC;1;KUMROVEC;VIJEÆNICA OPÆINE;JOSIPA BROZA 12;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KUMROVEC;2;KLADNIK;POSLOVNI PROSTOR BOŽIDARA BERCA;KLADNIK 45;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KUMROVEC;3;DONJI ŠKRNIK;KUÆA BRANKA ANTOLIÆ;DONJI ŠKRNIK 35;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KUMROVEC;4;RAZVOR;"POSLOVNI OBJEKT ""VAG-TONI""";RAZVOR 10;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KUMROVEC;5;RAVNO BREZJE;KUÆA ŽGELA JADRANKE;RAVNO BREZJE 18;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KUMROVEC;6;VELINCI;OBITELJSKA KUÆA BOŽIDARA IVIÆA;VELINCI 18 A;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KUMROVEC;7;RAZDRTO TUHELJSKO I PODGRORA;KUÆA ZVONIMIRA PETRIŠIÆA;RAZDRTO TUHELJSKO 19;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KUMROVEC;8;DUGNJEVEC;KUÆA MLADENA ŽNIDAREC;DUGNJEVEC 36;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;KUMROVEC;9;RISVICA;OBITELJSKA KUÆA MARTINA BLAŽIÈKA;RISVICA 27;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;LOBOR;1;MARKUŠBRIJEG;"DRUŠTVENI DOM ""VINIPOTOK""";MARKUŠBRIJEG BB;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;LOBOR;2;ZAVRŠJE LOBORSKO;KUÆA NIKOLE KUNIÆA;ZAVRŠJE LOBORSKO 38;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;LOBOR;3;STARI GOLUBOVEC;DRUŠTVENI DOM STARI GOLUBOVEC;STARI GOLUBOVEC BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;LOBOR;4;LOBOR;DRUŠTVENI DOM LOBOR;TRG SV. ANE 30;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;LOBOR;5;VOJNOVEC I;KUÆA STJEPAN IVANUŠ;VOJNOVEC 11;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;LOBOR;6;VOJNOVEC II;KUÆA JAJTIÆ STJEPANA;VOJNOVEC 109;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;LOBOR;7;PETROVA GORA;DRUŠTVENI DOM PETROVA GORA;PETROVA GORA BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;LOBOR;8;PETROVA GORA I;POSLOVNI PROSTOR STJEPANA KORADE;PETROVA GORA 167;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;LOBOR;9;VELIKA PETROVAGORSKA;KUÆA STJEPANA HORVATA;VELIKA PETROVAGORSKA 32;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;LJUBEŠÆICA;1;LJUBEŠÈICA - 1;OSNOVNA ŠKOLA - BIR.1;ZAGREBAÈKA 22;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;LJUBEŠÆICA;2;LJUBEŠÈICA - 2;OSNOVNA ŠKOLA - BIR.2;ZAGREBAÈKA 22;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;LJUBEŠÆICA;3;KAPELA KALNIÈKA;DRUŠTVENI DOM;KAPELA KALNIÈKA 20 A;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;LJUBEŠÆICA;4;LJUBELJ;KUÆA STJEPANA SAKAÈA;LJUBELJ 1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;LJUBEŠÆICA;5;LJUBELJ KALNIÈKI;DRUŠTVENI DOM;LJUBELJ KALNIÈKI 24 C;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MAÈE;1;MAÈE;DOM KULTURE;MAÈE BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MAÈE;2;MALI BUKOVEC;"PROSTORIJE BIVŠEG DUÆANA ""JAMBREKOVIÆ PROMET""";MALI BUKOVEC 25;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MAÈE;3;VELIKI BUKOVEC;LOVAÈKI DOM;VELIKI BUKOVEC BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MAÈE;4;VELIKI KOMOR;KUÆA BAÈUN STJEPANA;VELIKI KOMOR 149;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MAÈE;5;VELIKI KOMOR;PROSTOR BIVŠEG CAFFE BARA LOYD;VELIKI KOMOR 18B;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MAÈE;6;VUKANCI;VIKEND KUÆA FRANJE HUBAKA;VUKANCI BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MAÈE;7;DELKOVEC;KUÆA SEDLAR DRAGUTINA;DELKOVEC 30A;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MAÈE;8;PERŠAVES;OSNOVNA ŠKOLA;PERŠAVES BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MALA SUBOTICA;1;MALA SUBOTICA;PROSTORIJE VIJEÆA MJESNOG ODBORA;GLAVNA 31A;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MALA SUBOTICA;2;MALA SUBOTICA;OSNOVNA ŠKOLA;GLAVNA 55;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MALA SUBOTICA;3;PALOVEC;DRUŠTVENI DOM;GLAVNA 35;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MALA SUBOTICA;4;ŠTEFANEC;VIŠENAMJENSKA DVORANA;NIKOLE TESLE BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MALA SUBOTICA;5;DRŽIMUREC;DOM KULTURE;DRŽIMUREC 136;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MALA SUBOTICA;6;SVETI KRIŽ;DRUŠTVENI DOM;AUGUSTA ŠENOE 32;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MALA SUBOTICA;7;DRŽIMUREC;PODRUÈNA ŠKOLA DRŽIMUREC-STRELEC;DRŽIMUREC 131;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MALI BUKOVEC;1;MALI BUKOVEC - 1;DRUŠTVENI DOM;PAVLEKA MIŠKINE 19;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MALI BUKOVEC;2;MALI BUKOVEC - 2;OPÆINSKA ZGRADA - 1.KAT;PAVLEKA MIŠKINE 14;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MALI BUKOVEC;3;ŽUPANEC;DRUŠTVENI DOM;ŽUPANEC BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MALI BUKOVEC;4;NOVO SELO PODRAVSKO;DRUŠTVENI DOM;NOVO SELO PODRAVSKO BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MALI BUKOVEC;5;SVETI PETAR;DRUŠTVENI DOM;HARAMBAŠINA BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MALI BUKOVEC;6;MARTINIÆ;DRUŠTVENI DOM;MARTINIÆ BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MALI BUKOVEC;7;LUNJKOVEC;DRUŠTVENI DOM;LUNJKOVEC BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARIJA BISTRICA;1;MARIJA BISTRICA;DOM KULTURE;ZAGREBAÈKA BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARIJA BISTRICA;2;MARIJA BISTRICA II;"TERMOLAKIRNICA ""ŠTAGAR""";STUBIÈKA CESTA 20;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARIJA BISTRICA;3;PODGORJE BISTRIÈKO;"OSNOVNA ŠKOLA ""M.BISTRICA""";ZAGREBAÈKA 15;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARIJA BISTRICA;4;LAZ BISTRIÈKI;PODRUÈNA ŠKOLA;LAZ BISTRIÈKI 180/A;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARIJA BISTRICA;5;GLOBOÈEC;PODRUÈNA ŠKOLA;GLOBOÈEC;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARIJA BISTRICA;6;POLJANICA BISTRIÈKA;PODRUÈNA ŠKOLA;POLJANICA BISTRIÈKA;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARIJA BISTRICA;7;SUŠOBREG;KUÆA JELEÈKI BRANKA;SUŠOBREG 140;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARIJA BISTRICA;8;SELNICA;VATROGASNI DOM;SELNICA;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARIJA BISTRICA;9;TUGONICA;VATROGASNI DOM;TUGONICA;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARIJA BISTRICA;10;PODGRAÐE;KUÆA JOSIPA VURAIÆA;PODGRAÐE 19;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARTIJANEC;1;RIVALNO;DRUŠTVENI DOM;RIVALNO 12;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARTIJANEC;2;SLANJE;VATROGASNI DOM;B. RADIÆ 79;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARTIJANEC;3;POLJANEC;DRUŠTVENI DOM;VARAŽDINSKA 185;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARTIJANEC;4;KRIŽOVLJAN;DRUŠTVENI DOM;KRIŽOVLJAN 20;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARTIJANEC;5;MARTIJANEC;DRUŠTVENI DOM;VARAŽDINSKA 88;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARTIJANEC;6;SUDOVÈINA;DRUŠTVENI DOM;PLITVIÈKA 2;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARTIJANEC;7;VRBANOVEC;DRUŠTVENI DOM;B. RADIÆ 75;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARTIJANEC;8;HRASTOVLJAN;DRUŠTVENI DOM;HRASTOVLJAN 84;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARTIJANEC;9;ÈIÈKOVINA;DRUŠTVENI DOM;ÈIÈKOVINA 2;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARTIJANEC;10;MADARAŠEVEC;DRUŠTVENI DOM;MADARAŠEVEC 14 A;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARUŠEVEC;1;DONJE LADANJE;DRUŠTVENI DOM;DONJE LADANJE;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARUŠEVEC;2;ÈALINEC;DOM KULTURE;ÈALINEC;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARUŠEVEC;3;CERJE NEBOJSE;DRUŠTVENI DOM;CERJE NEBOJSE;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARUŠEVEC;4;MARUŠEVEC - 1;DRUŠTVENI DOM;MARUŠEVEC;8;2;2;2;0;2;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARUŠEVEC;5;ÈALINEC;"OSNOVNA ŠKOLA ""GUSTAV KRKLEC""";ÈALINEC;1;1;1;1;0;1;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARUŠEVEC;6;MARUŠEVEC - 2;ZDRAVSTVENA AMBULANTA;MARUŠEVEC;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARUŠEVEC;7;GREDA;DRUŠTVENI DOM;GREDA;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARUŠEVEC;8;JURKETINEC;DRUŠTVENI DOM;JURKETINEC;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARUŠEVEC;9;BIKOVEC;DRUŠTVENI DOM;BIKOVEC;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARUŠEVEC;10;NOVAKI;KUÆA IVANA MARTINÈEVIÆA;NOVAKI 150;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARUŠEVEC;11;DRUŠKOVEC - 1;DRUŠTVENI DOM;DRUŠKOVEC;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARUŠEVEC;12;DRUŠKOVEC - 2;PODRUÈNA ŠKOLA;DRUŠKOVEC;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARUŠEVEC;13;BRODAREVEC;KUÆA ANKE ERŠEGOVIÆ;BRODAREVEC 54;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARUŠEVEC;14;KORENJAK;KUÆA SLAVKA ÈEHOKA;KORENJAK 37;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MARUŠEVEC;15;SELNIK;KUÆA ANDRIJE KORPARA;SELNIK 127;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MIHOVLJAN;1;MIHOVLJAN;ZGRADA OPÆINE MIHOVLJAN;MIHOVLJAN 48;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MIHOVLJAN;2;MIHOVLJAN;ZGRADA OPÆINE MIHOVLJAN;MIHOVLJAN 48;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MIHOVLJAN;3;KUZMINEC;KUÆA NOVAK-FILIP VLADIMIRA;KUZMINEC 149A;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;MIHOVLJAN;4;GREGUROVEC;OSNOVNA ŠKOLA;GREGUROVEC BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;NEDELIŠÆE;1;ÈREÈAN;DRUŠTVENI DOM;ÈREÈAN 43;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;NEDELIŠÆE;2;DUNJKOVEC;PODRUÈNA ŠKOLA;GLAVNA 51;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;3;NEDELIŠÆE;3;GORNJI HRAŠÆAN;DRUŠTVENI DOM;ÈAKOVEÈKA BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
