Izborna jedinica;Država;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  ,  Nositelj liste:  VLADIMIR PAVLETIÆ, dipl.ing.graditeljstva;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  ANTONIO BARNJAK;AKCIJA MLADIH - AM  , Nositelj liste:  IRENA PERIÆ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , SPLITSKA STRANKA UMIROVLJENIKA - SSU , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH  , Nositelj liste:  MATE BULJUBAŠIÆ ;AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , SAVEZ ZA PROMJENE - SP  , Nositelj liste:  IVAN PERNAR;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  MIŠO VERAJA ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ ;DALMATINSKA LIBERALNA STRANKA - DLS  , Nositelj liste:  ANTE TEŠIJA;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ ;GLAS RAZUMA  , Nositelj liste:  STJEPAN RADILOVIÆ, dipl. organizator poslovanja ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ , HRVATSKA GRAÐANSKA STRANKA - HGS  , Nositelj liste:  JADRANKA KOSOR;HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  prof.dr.sc. JOSIP JURÈEVIÆ ;HRVATSKA SELJAÈKA STRANKA - HSS , ZELENA STRANKA - ZS , STRANKA PENZIONERA - SP  , Nositelj liste:  mr.sc. STIPO GABRIÆ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  DANIEL SRB ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  VEDRAN UJEVIÆ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  MARTINA SUÈIÆ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. STIPISLAV JADRIJEVIÆ, dr.med.;NEOVISNA LISTA  , Nositelj liste:  STEVKO MARINKOVIÆ;NEOVISNA LISTA  , Nositelj liste:  JURICA TUCAK;NEOVISNA LISTA  , Nositelj liste:  NIKO VISKOVIÆ, dr.med. ;NEOVISNA LISTA  , Nositelj liste:  SINIŠA VUCO;NOVA HRVATSKA - NH  , Nositelj liste:  BORKO ŠAMIJA;OBITELJSKA STRANKA - OS  , Nositelj liste:  IVICA ŠKILJO  ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ;SOCIJALISTIÈKA PARTIJA HRVATSKE - SPH  , Nositelj liste:  dr.sc. SLOBODAN MARKO BEROŠ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  RANKO ADORIÆ;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ  , Nositelj liste:  ŽELJKO VINSKI, ing.grad. ;VOLIM HRVATSKU - VH  , Nositelj liste:  ROKO ŠIKIÆ;ZELENA LISTA  , Nositelj liste:  IVICA SUMIÆ ;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;NJEMAÈKA;3;biraèko mjesto broj 3 - BERLIN;VELEPOSLANSTVO REPUBLIKE HRVATSKE U SR NJEMAÈKOJ;AHORNSTR. 4, 10787 BERLIN, SR NJEMAÈKA;0;43;43;43;0;0;0;0;0;0;0;0;1;1;1;27;2;0;0;1;2;0;3;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;NJEMAÈKA;4;biraèko mjesto broj 4 - DÜSSELDORF;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, DÜSSELDORF;CORNELIUSSTR. 53, 40215 DÜSSELDORF, SR NJEMAÈKA;0;59;59;58;1;0;0;0;0;0;0;0;0;0;0;41;1;0;2;2;1;0;1;0;0;0;0;0;0;1;0;0;9;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;NJEMAÈKA;5;biraèko mjesto broj 5 - DÜSSELDORF;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, DÜSSELDORF;CORNELIUSSTR. 53, 40215 DÜSSELDORF, SR NJEMAÈKA;0;69;69;69;0;0;1;0;0;1;1;3;0;0;0;40;2;1;2;4;2;0;0;0;0;0;0;0;0;2;1;1;8;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;NJEMAÈKA;6;biraèko mjesto broj 6 - DÜSSELDORF;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, DÜSSELDORF;CORNELIUSSTR. 53, 40215 DÜSSELDORF, SR NJEMAÈKA;0;48;48;48;0;1;0;0;0;0;0;0;1;0;0;35;1;2;2;1;0;0;0;0;2;0;0;0;0;0;0;0;3;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;NJEMAÈKA;7;biraèko mjesto broj 7 - FRANKFURT;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, FRANKFURT;AM WEINGARTEN 25, 60487 FRANKFURT AM MAIN, SR NJEMAÈKA;0;94;94;94;0;0;0;1;1;2;0;2;0;0;0;74;3;1;0;2;1;0;1;0;2;0;0;0;0;0;0;0;4;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;NJEMAÈKA;8;biraèko mjesto broj 8 - FRANKFURT;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, FRANKFURT;AM WEINGARTEN 25, 60487 FRANKFURT AM MAIN, SR NJEMAÈKA;0;111;111;110;1;0;0;0;0;0;0;2;0;0;0;79;1;1;0;4;7;0;1;0;4;0;0;0;0;1;0;0;10;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;NJEMAÈKA;9;biraèko mjesto broj 9 - FRANKFURT;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, FRANKFURT;AM WEINGARTEN 25, 60487 FRANKFURT AM MAIN, SR NJEMAÈKA;0;131;131;129;2;0;0;0;0;0;2;0;0;0;0;102;1;1;1;5;6;1;0;0;0;2;0;0;0;0;0;1;6;0;0;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;NJEMAÈKA;10;biraèko mjesto broj 10- HAMBURG;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, HAMBURG;HERMANNSTRASSE 16, 20095 HAMBURG, SR NJEMAÈKA;0;72;72;72;0;0;0;0;3;0;0;0;1;0;0;45;4;0;0;2;6;0;0;0;1;0;0;0;0;0;0;0;10;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;NJEMAÈKA;11;biraèko mjesto broj 11 - MÜNCHEN;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, MÜNCHEN;OBERFÖHRINGER STRASSE 6, 81679 MÜNCHEN, NJEMAÈKA;0;48;48;47;1;0;0;0;0;0;0;3;1;0;0;29;2;0;0;2;2;0;1;0;0;0;0;0;0;0;0;0;6;0;0;0;1;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;NJEMAÈKA;12;biraèko mjesto broj 12 - MÜNCHEN;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ,MÜNCHEN;OBERFÖHRINGER STRASSE 6, 81679 MÜNCHEN, NJEMAÈKA;0;53;53;53;0;0;0;0;0;0;1;1;0;1;0;32;2;0;1;5;2;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;NJEMAÈKA;13;biraèko mjesto broj 13 - MÜNCHEN;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, MÜNCHEN;OBERFÖHRINGER STRASSE 6, 81679 MÜNCHEN, NJEMAÈKA;0;74;74;74;0;0;0;0;0;0;1;1;0;0;0;47;1;0;0;5;5;0;1;0;2;0;0;0;0;0;0;0;8;0;0;0;1;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;NJEMAÈKA;14;biraèko mjesto broj 14 - MÜNCHEN;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, MÜNCHEN;OBERFÖHRINGER STRASSE 6, 81679 MÜNCHEN, NJEMAÈKA;0;47;47;46;1;0;0;0;0;0;0;0;1;0;0;36;1;0;1;1;1;1;0;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;NJEMAÈKA;15;biraèko mjesto broj 15 - STUTTGART;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, STUTTGART;LIEBENZELLER STRASSE 5, 70372 STUTTGART (BAD CANNSTATT), NJEMAÈKA;0;95;95;95;0;0;0;0;1;0;0;4;0;0;0;67;1;2;2;2;7;0;0;0;2;0;0;0;0;0;0;0;6;0;0;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;NJEMAÈKA;16;biraèko mjesto broj 16 - STUTTGART;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, STUTTGART;LIEBENZELLER STRASSE 5, 70372 STUTTGART (BAD CANNSTATT), NJEMAÈKA;0;84;84;84;0;0;0;0;0;0;0;1;0;0;0;71;2;0;1;0;1;1;1;0;0;2;0;0;0;0;0;0;4;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;NJEMAÈKA;17;biraèko mjesto broj 17 - STUTTGART;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ STUTTGART;LIEBENZELLER STRASSE 5, 70372 STUTTGART (BAD CANNSTATT), NJEMAÈKA;0;107;107;107;0;0;0;0;1;0;0;0;0;0;0;85;0;2;1;1;6;0;1;3;1;0;0;0;0;0;0;0;6;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;NJEMAÈKA;18;biraèko mjesto broj 18 - STUTTGART;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, STUTTGART;LIEBENZELLER STRASSE 5, 70372 STUTTGART (BAD CANNSTATT), NJEMAÈKA;0;71;71;70;1;0;0;0;0;0;0;1;0;1;0;59;1;0;0;3;0;0;1;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;NJEMAÈKA;19;biraèko mjesto broj 19 - STUTTGART;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, STUTTGART;LIEBENZELLER STRASSE 5, 70372 STUTTGART (BAD CANNSTATT), NJEMAÈKA;0;78;78;78;0;0;0;0;1;0;0;1;1;0;0;57;1;0;0;1;2;1;2;0;0;0;0;0;0;0;0;0;9;0;0;2;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;POLJSKA;1;biraèko mjesto broj 1 - VARŠAVA;VELEPOSLANSTVO REPUBLIKE HRVATSKE U REPUBLICI POLJSKOJ;UL. IGNACEGO KRASICKIEGO 25, 02-611 WARSZAW, POLJSKA;0;3;3;3;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;PORTUGAL;1;biraèko mjesto broj 1 - LISABON;VELEPOSLANSTVO REPUBLIKE HRVATSKE U PORTUGALSKOJ REPUBLICI;RUA DOM LOURENCO DE ALMEIDA, 24, 1400-126 LISBOA, PORTUGAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;RUMUNJSKA;1;biraèko mjesto broj 1 - BUKUREŠT;VELEPOSLANSTVO REPUBLIKE HRVATSKE U RUMUNJSKOJ;STR. DR. BURGHELEA BR. 1, SECTOR 2, BUCURESTI, RUMUNJSKA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;RUSIJA;1;biraèko mjesto broj 1 - MOSKVA;VELEPOSLANSTVO REPUBLIKE HRVATSKE U RUSKOJ FEDERACIJI;KOROBEYNIKOV PEREULOK 16/10, 119034 MOSKVA, RUSIJA;0;10;10;10;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SAD;1;biraèko mjesto broj 1 - WASHINGTON;VELEPOSLANSTVO REPUBLIKE HRVATSKE U SJEDINJENIM AMERIÈKIM DRŽAVAMA;2343 MASSACHUSETTS AVE. NW, WASHINGTON D.C. 20008-2803, SAD;0;3;3;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SAD;2;biraèko mjesto broj 2 - CHICAGO;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SJEDINJENIM AMERIÈKIM DRŽAVAMA, CHICAGO;737 NORTH MICHIGAN AVENUE,  SUITE 1030, CHICAGO, ILINOIS 60611, SAD;0;13;13;13;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SAD;3;biraèko mjesto broj 3 - LOS ANGELES;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SJEDINJENIM AMERIÈKIM DRŽAVAMA, LOS ANGELES;11766 WILSHIRE BLVD. , SUITE 1250, LOS ANGELES CA 90025, SAD;0;5;5;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SAD;4;biraèko mjesto broj 4 - NEW YORK;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SJEDINJENIM AMERIÈKIM DRŽAVAMA, NEW YORK;369 LEXINGTON AVENUE 11TH FLOOR, NEW YORK, NY 10017, SAD;0;27;27;27;0;0;0;0;0;0;0;0;0;1;14;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;6;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SIRIJA;1;biraèko mjesto broj 1 - FAOUAR CAMP;POZICIJA 10;SIRIJSKA ARAPSKA REPUBLIKA;0;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SLOVAÈKA;1;biraèko mjesto broj 1 - BRATISLAVA;VELEPOSLANSTVO REPUBLIKE HRVATSKE U SLOVAÈKOJ REPUBLICI;MIŠIKOVA 21, 81 106 BRATISLAVA, SLOVAÈKA;0;6;6;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SLOVENIJA;1;biraèko mjesto broj 1 - LJUBLJANA;VELEPOSLANSTVO REPUBLIKE HRVATSKE U REPUBLICI SLOVENIJI;GRUBERJEVO NABREŽJE 6, 1000 LJUBLJANA, SLOVENIJA;0;7;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SRBIJA;1;biraèko mjesto broj 1 - BEOGRAD;VELEPOSLANSTVO REPUBLIKE HRVATSKE U REPUBLICI SRBIJI;KNEZA MILOŠA 62, 11000 BEOGRAD, SRBIJA;0;11;11;11;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SRBIJA;2;biraèko mjesto broj 2 - BEOGRAD;VELEPOSLANSTVO REPUBLIKE HRVATSKE U REPUBLICI SRBIJI;KNEZA MILOŠA 62, 11000 BEOGRAD, SRBIJA;0;5;5;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SRBIJA;3;biraèko mjesto broj 3 - BEOGRAD;VELEPOSLANSTVO REPUBLIKE HRVATSKE U REPUBLICI SRBIJI (KONZULARNI ODJEL);SIME LOZANIÆA 11, 11000 BEOGRAD, SRBIJA;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SRBIJA;4;biraèko mjesto broj 4 - BEOGRAD;VELEPOSLANSTVO REPUBLIKE HRVATSKE U REPUBLICI SRBIJI (KONZULARNI ODJEL);SIME LOZANIÆA 11, 11000 BEOGRAD, SRBIJA;0;5;5;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SRBIJA;5;biraèko mjesto broj 5 - SUBOTICA;GENERALNI KONZULAT REPUBLIKE HRVATSKE U REPUBLICI SRBIJI, SUBOTICA;MAKSIMA GORKOG 6, 24000 SUBOTICA, SRBIJA;0;9;9;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SRBIJA;6;biraèko mjesto broj 6 - SUBOTICA;GENERALNI KONZULAT REPUBLIKE HRVATSKE U REPUBLICI SRBIJI, SUBOTICA;MAKSIMA GORKOG 6, 24000 SUBOTICA, SRBIJA;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;ŠPANJOLSKA;1;biraèko mjesto broj 1 - MADRID;VELEPOSLANSTVO REPUBLIKE HRVATSKE U KRALJEVINI ŠPANJOLSKOJ;CALLE CLAUDIO COELLO 78/2, 28001 MADRID, ŠPANJOLSKA;0;6;6;6;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;ŠVEDSKA;1;biraèko mjesto broj 1 - STOCKHOLM;VELEPOSLANSTVO REPUBLIKE HRVATSKE U KRALJEVINI ŠVEDSKOJ;ENGELBREKTSPLAN 2, 11434 STOCKHOLM, ŠVEDSKA;0;18;18;18;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;ŠVICARSKA;1;biraèko mjesto broj 1 - BERN;VELEPOSLANSTVO REPUBLIKE HRVATSKE U ŠVICARSKOJ KONFEDERACIJI;THUNSTRASSE 45, 3005 BERN, ŠVICARSKA;0;25;25;25;0;0;0;0;0;0;1;0;2;0;0;16;0;0;0;0;0;0;2;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;ŠVICARSKA;2;biraèko mjesto broj 2 - ZÜRICH;GENERALNI KONZULAT REPUBLIKE HRVATSKE U ŠVICARSKOJ KONFEDERACIJI, ZÜRICH;BELLERIVESTRASSE 5, 8034 ZÜRICH, ŠVICARSKA;0;57;57;57;0;0;0;0;0;0;1;3;0;2;1;33;2;0;0;2;2;0;0;0;4;0;0;0;0;0;0;0;5;0;0;1;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;ŠVICARSKA;3;biraèko mjesto broj 3 - ŽENEVA;STALNA MISIJA REPUBLIKE HRVATSKE PRI UREDU UJEDINJENIH NARODA;25, ROUTE DE FERNEY, 1209 GENEVA, ŠVICARSKA;0;2;2;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;TURSKA;1;biraèko mjesto broj 1 - ANKARA;VELEPOSLANSTVO REPUBLIKE HRVATSKE U REPUBLICI TURSKOJ;KELEBEK SOKAK 15/A, O6700 G.O.P. - ANKARA, TURSKA;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;TURSKA;2;biraèko mjesto broj 2 - ISTANBUL;GENERALNI KONZULAT REPUBLIKE HRVATSKE U REPUBLICI TURSKOJ;ASMALI MESCIT MAH., OTELLER SOK. NO. 1/2, 34420 TEPEBASI/BEYOGLU, ISTA;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;UKRAJINA;1;biraèko mjesto broj 1 - KIJEV;VELEPOSLANSTVO REPUBLIKE HRVATSKE U UKRAJINI;ARTEMA 51/50, 01901 KIJEV, UKRAJINA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VELIKA BRITANIJA;1;biraèko mjesto broj 1 - LONDON;VELEPOSLANSTVO REPUBLIKE HRVATSKE U UJEDINJENOJ KRALJEVINI VELIKE BRITANIJE I SJEVERNE IRSKE;21 CONWAY STREET, W1T 6BN LONDON, VELIKA BRITANIJA;0;29;29;29;0;0;0;0;0;1;0;0;0;1;0;9;0;0;2;0;0;3;0;0;3;0;0;0;0;0;0;0;10;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VENECUELA;1;biraèko mjesto broj 1 - CARACAS;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOLIVARSKOJ REPUBLICI VENEZUELA;CALLE TICOPORO, RESIDENCIAS PATRICIA, URB. LA CIUDADELA, CARACAS 1080,;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
UKUPNO;;;;;;0;2.241;2.241;2.228;13;2;2;2;11;11;9;34;15;8;17;1.391;41;16;22;69;98;15;23;3;90;7;0;0;3;7;3;2;311;0;0;3;4;9;;;;;;;;;;;;;;;
