"Country Name,""Country Code"",""Indicator Name"",""Indicator Code"",""1960"",""1961"",""1962"",""1963"",""1964"",""1965"",""1966"",""1967"",""1968"",""1969"",""1970"",""1971"",""1972"",""1973"",""1974"",""1975"",""1976"",""1977"",""1978"",""1979"",""1980"",""1981"",""1982"",""1983"",""1984"",""1985"",""1986"",""1987"",""1988"",""1989"",""1990"",""1991"",""1992"",""1993"",""1994"",""1995"",""1996"",""1997"",""1998"",""1999"",""2000"",""2001"",""2002"",""2003"",""2004"",""2005"",""2006"",""2007"",""2008"",""2009"",""2010"",""2011"",""2012"",""2013"",""2014"",""2015"",""2016"",""2017"",""2018"",""2019"",""2020"",""2021"",""2022"","
"Croatia,""HRV"",""GDP growth (annual %)"",""NY.GDP.MKTP.KD.ZG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""6.04726807370137"",""6.16938110514332"",""2.24697581549674"",""-0.855873287610308"",""2.95627467759456"",""3.12086438822922"",""5.82057782487921"",""5.59963345499783"",""4.1799487128833"",""4.30749284799106"",""5.07683540524606"",""5.07502181206927"",""2.0116534187522"",""-7.2179072545037"",""-1.24307134590256"",""-0.0829442867532464"",""-2.33990679818292"",""-0.396793619221853"",""-0.425623768351187"",""2.52255339863314"",""3.56228782892714"",""3.39957395936727"",""2.8203231384537"",""3.39971661251161"",""-8.59142376022206"",""13.7849466417964"",""6.34711454157149"","
