Rbr IJ;Naziv izborne jedinice;Rbr.županije;Županija;Oznaka Gr/Op/Dr;Grad/opæina/država;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;RÓBERT JANKOVICS;ŠANDOR JUHAS
012;XII. IZBORNA JEDINICA;;inozemstvo;država;MAÐARSKA;002;biraèko mjesto broj 2 - PEÈUH;GENERALNI KONZULAT REPUBLIKE HRVATSKE U MAÐARSKOJ;IFJUSAG 11, 7624 PECS, MAÐARSKA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;MAKEDONIJA;001;biraèko mjesto broj 1 - SKOPJE;VELEPOSLANSTVO REPUBLIKE HRVATSKE U REPUBLICI MAKEDONIJI;BUKUREŠKA 91, 1000 SKOPJE, MAKEDONIJA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;NIZOZEMSKA;001;biraèko mjesto broj 1 - HAAG;VELEPOSLANSTVO REPUBLIKE HRVATSKE U KRALJEVINI NIZOZEMSKOJ;AMALIASTRAAT 16, NL-2514 JC DEN HAAG, NIZOZEMSKA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;NORVEŠKA;001;biraèko mjesto broj 1 - OSLO;VELEPOSLANSTVO REPUBLIKE HRVATSKE U KRALJEVINI NORVEŠKOJ;DRAMMENSVEIEN 82, 0244 OSLO, NORVEŠKA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;NJEMAÈKA;001;biraèko mjesto broj 1 - BERLIN;VELEPOSLANSTVO REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ;AHORNSTRASSE 4, 10787 BERLIN, SR NJEMAÈKA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;NJEMAÈKA;002;biraèko mjesto broj 2 - BERLIN;VELEPOSLANSTVO REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ;AHORNSTRASSE 4, 10787 BERLIN, SR NJEMAÈKA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;NJEMAÈKA;003;biraèko mjesto broj 3 - DÜSSELDORF;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, DÜSSELDORF;CARLSPLATZ 14-15, 40213 DÜSSELDORF, SR NJEMAÈKA;1;1;1;1;0;1;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;NJEMAÈKA;004;biraèko mjesto broj 4 - DÜSSELDORF;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, DÜSSELDORF;CARLSPLATZ 14-15, 40213 DÜSSELDORF, SR NJEMAÈKA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;NJEMAÈKA;005;biraèko mjesto broj 5 - DÜSSELDORF;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, DÜSSELDORF;CARLSPLATZ 14-15, 40213 DÜSSELDORF, SR NJEMAÈKA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;NJEMAÈKA;006;biraèko mjesto broj 6 - FRANKFURT;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, FRANKFURT;AM WEINGARTEN 25, 60487 FRANKFURT/M, SR NJEMAÈKA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;NJEMAÈKA;007;biraèko mjesto broj 7 - FRANKFURT;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, FRANKFURT;AM WEINGARTEN 25, 60487 FRANKFURT/M, SR NJEMAÈKA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;NJEMAÈKA;008;biraèko mjesto broj 8 - FRANKFURT;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, FRANKFURT;AM WEINGARTEN 25, 60487 FRANKFURT/M, SR NJEMAÈKA;2;2;2;2;0;0;2
012;XII. IZBORNA JEDINICA;;inozemstvo;država;NJEMAÈKA;009;biraèko mjesto broj 9 - HAMBURG;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, HAMBURG;HERMANNSTR. 16, 20095 HAMBURG, SR NJEMAÈKA;1;1;1;1;0;1;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;NJEMAÈKA;010;biraèko mjesto broj 10 - MÜNCHEN;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, MÜNCHEN;OBERFÖHRINGER STRASSE 6, 81679 MÜNCHEN, SR NJEMAÈKA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;NJEMAÈKA;011;biraèko mjesto broj 11 - MÜNCHEN;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, MÜNCHEN;OBERFÖHRINGER STRASSE 6, 81679 MÜNCHEN, SR NJEMAÈKA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;NJEMAÈKA;012;biraèko mjesto broj 12 - MÜNCHEN;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, MÜNCHEN;OBERFÖHRINGER STRASSE 6, 81679 MÜNCHEN, SR NJEMAÈKA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;NJEMAÈKA;013;biraèko mjesto broj 13 - MÜNCHEN;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, MÜNCHEN;OBERFÖHRINGER STRASSE 6, 81679 MÜNCHEN, SR NJEMAÈKA;1;1;1;1;0;0;1
012;XII. IZBORNA JEDINICA;;inozemstvo;država;NJEMAÈKA;014;biraèko mjesto broj 14 - STUTTGART;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, STUTTGART;LIEBENZELLER STRASSE 5, 70372 STUTTGART (BAD CANNSTATT), SR NJEMAÈKA;7;7;7;7;0;7;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;NJEMAÈKA;015;biraèko mjesto broj 15 - STUTTGART;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, STUTTGART;LIEBENZELLER STRASSE 5, 70372 STUTTGART (BAD CANNSTATT), SR NJEMAÈKA;3;3;3;3;0;3;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;NJEMAÈKA;016;biraèko mjesto broj 16 - STUTTGART;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, STUTTGART;LIEBENZELLER STRASSE 5, 70372 STUTTGART (BAD CANNSTATT), SR NJEMAÈKA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;NJEMAÈKA;017;biraèko mjesto broj 17 - STUTTGART;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, STUTTGART;LIEBENZELLER STRASSE 5, 70372 STUTTGART (BAD CANNSTATT), SR NJEMAÈKA;2;2;2;2;0;2;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;NJEMAÈKA;018;biraèko mjesto broj 18 - STUTTGART;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, STUTTGART;LIEBENZELLER STRASSE 5, 70372 STUTTGART (BAD CANNSTATT), SR NJEMAÈKA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;POLJSKA;001;biraèko mjesto broj 1 - VARŠAVA;VELEPOSLANSTVO REPUBLIKE HRVATSKE U REPUBLICI POLJSKOJ;IGNACEGO KRASICKIEGO 25, 02-611 WARSZAWA, POLJSKA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;PORTUGAL;001;biraèko mjesto broj 1 - LISABON;VELEPOSLANSTVO REPUBLIKE HRVATSKE U PORTUGALSKOJ REPUBLICI;RUA D. LOURENCO DE ALMEIDA 24, 1400-126 LISBOA, PORTUGAL;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;RUMUNJSKA;001;biraèko mjesto broj 1 - BUKUREŠT;VELEPOSLANSTVO REPUBLIKE HRVATSKE U RUMUNJSKOJ;ST.R DR. BURGHELEA NR. 1, SECTOR 2, BUCURESTI, RUMUNJSKA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;RUSIJA;001;biraèko mjesto broj 1 - MOSKVA;VELEPOSLANSTVO REPUBLIKE HRVATSKE U RUSKOJ FEDERACIJI;KOROBEJNIKOV PEREULOK 16/10, 119034 MOSKVA, RUSKA FEDERACIJA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;SAD;001;biraèko mjesto broj 1 - WASHINGTON;VELEPOSLANSTVO REPUBLIKE HRVATSKE U SJEDINJENIM AMERIÈKIM DRŽAVAMA;2343 MASSACHUSETTS AVE., NW WASHINGTON DC 20008-2803, SAD;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;SAD;002;biraèko mjesto broj 2 - CHICAGO;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SJEDINJENIM AMERIÈKIM DRŽAVAMA, CHICAGO;737 NORTH MICHIGAN AVENUE,  SUITE 1030, CHICAGO, ILINOIS 60611, SAD;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;SAD;003;biraèko mjesto broj 3 - LOS ANGELES;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SJEDINJENIM AMERIÈKIM DRŽAVAMA, LOS ANGELES;11766 WILSHIRE BOULEVARD , SUITE 1250, LOS ANGELES CA 90025, SAD;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;SAD;004;biraèko mjesto broj 4 - NEW YORK;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SJEDINJENIM AMERIÈKIM DRŽAVAMA, NEW YORK;369 LEXINGTON AVENUE 11TH FLOOR, NEW YORK, NY 10017, SAD;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;SLOVAÈKA REPUBLIKA;001;biraèko mjesto broj 1 - BRATISLAVA;VELEPOSLANSTVO REPUBLIKE HRVATSKE U SLOVAÈKOJ REPUBLICI;MIŠIKOVA 21, 81106 BRATISLAVA, SLOVAÈKA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;SLOVENIJA;001;biraèko mjesto broj 1 - LJUBLJANA;VELEPOSLANSTVO REPUBLIKE HRVATSKE U REPUBLICI SLOVENIJI;GRUBERJEVO NABREŽJE 6, 1000 LJUBLJANA, SLOVENIJA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;SRBIJA;001;biraèko mjesto broj 1 - BEOGRAD;VELEPOSLANSTVO REPUBLIKE HRVATSKE U REPUBLICI SRBIJI;KNEZA MILOŠA 82/I, 11000 BEOGRAD, SRBIJA;1;1;1;1;0;0;1
012;XII. IZBORNA JEDINICA;;inozemstvo;država;SRBIJA;002;biraèko mjesto broj 2 - SUBOTICA;GENERALNI KONZULAT REPUBLIKE HRVATSKE U REPUBLICI SRBIJI, SUBOTICA;MAKSIMA GORKOG 6, 24000 SUBOTICA, SRBIJA;1;1;1;1;0;1;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;ŠPANJOLSKA;001;biraèko mjesto broj 1 - MADRID;VELEPOSLANSTVO REPUBLIKE HRVATSKE U KRALJEVINI ŠPANJOLSKOJ;CALLE CLAUDIO COELLO 78/2, 28001 MADRID, ŠPANJOLSKA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;ŠVEDSKA;001;biraèko mjesto broj 1 - STOCKHOLM;VELEPOSLANSTVO REPUBLIKE HRVATSKE U KRALJEVINI ŠVEDSKOJ;ENGELBREKTSPLAN 2, 114 34 STOCKHOLM, ŠVEDSKA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;ŠVICARSKA;001;biraèko mjesto broj 1 - BERN;VELEPOSLANSTVO REPUBLIKE HRVATSKE U ŠVICARSKOJ KONFEDERACIJI;THUNSTRASSE 45, 3005 BERN, ŠVICARSKA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;ŠVICARSKA;002;biraèko mjesto broj 2 - ZÜRICH;GENERALNI KONZULAT REPUBLIKE HRVATSKE U ŠVICARSKOJ KONFEDERACIJI, ZÜRICH;BELLERIVESTRASSE 5, 8008 ZÜRICH, ŠVICARSKA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;TURSKA;001;biraèko mjesto broj 1 - ANKARA;VELEPOSLANSTVO REPUBLIKE HRVATSKE U REPUBLICI TURSKOJ;KARYAGDI SOKAK 13/1-2, CANKAYA/ANKARA, REPUBLIKA TURSKA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;TURSKA;002;biraèko mjesto broj 2 - ISTANBUL;GENERALNI KONZULAT REPUBLIKE HRVATSKE U REPUBLICI TURSKOJ;ASMALI MESCIT MAH. OTELLER SOK. 1, 34420 TEPEBASI BEYOGLU, ISTANBUL, TURSKA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;UKRAJINA;001;biraèko mjesto broj 1 - KIJEV;VELEPOSLANSTVO REPUBLIKE HRVATSKE U UKRAJINI;UL. ARTEMA 51/50, 01901 KYIV, UKRAJINA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;VELIKA BRITANIJA;001;biraèko mjesto broj 1 - LONDON;VELEPOSLANSTVO REPUBLIKE HRVATSKE U UJEDINJENOJ KRALJEVINI VELIKE BRITANIJE I SJEVERNE IRSKE;21 CONWAY STREET, LONDON W1T 6BN, VELIKA BRITANIJA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;001;BIRAÈKO MJESTO BROJ 1 - ZAGREB;GRADSKA UPRAVA GRADA ZAGREBA;ZAGREB, TRG STJEPANA RADIÆA 1, ZAPADNI ULAZ, PRIZEMLJE;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;002;BIRAÈKO MJESTO BROJ 37 - BJELOVAR;KLOKOÈEVEC, ŠKOLA U KLOKOÈEVCU;KLOKOÈEVEC 80;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;003;BIRAÈKO MJESTO BROJ 14 - KOPRIVNICA;VJENÈAONICA;ZRINSKI TRG;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;004;BIRAÈKO MJESTO BROJ 20 - DUGO SELO;VATROGASNI DOM, DONJE DVORIŠÆE;DONJE DVORIŠÆE, DVORIŠKA 43;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;005;BIRAÈKO MJESTO BROJ 20 - VARAŽDIN;PRIZEMLJE ZGRADE SUDA;BRAÆE RADIÆA 2;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;006;BIRAÈKO MJESTO BROJ 1 - KOTORIBA;OSNOVNA ŠKOLA JOŽE HORVATA;ULICA IGNACA SVETOMARTINSKOG 1;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;007;BIRAÈKO MJESTO BROJ 7 - PLEŠKOVEC;DOM KULTURE JURICE MURAJA;PLEŠKOVEC 25;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;008;BIRAÈKO MJESTO BROJ 118 - OSIJEK;OPÆINSKI SUD U OSIJEKU;EUROPSKA AVENIJA 7;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;009;BIRAÈKO MJESTO BROJ 13 - BELI MANASTIR;OSNOVNA ŠKOLA DR. FRANJO TUÐMAN;SVETOG MARTINA 16;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;010;BIRAÈKO MJESTO BROJ 18 - VALPOVO;DVORAC D.O.O. VALPOVO;ANTUNA MATIJE RELJKOVIÆA 16;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;011;BIRAÈKO MJESTO BROJ 31 - VIROVITICA;OSNOVNA ŠKOLA VLADIMIR NAZOR;TOMAŠA MASARYKA 21;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;012;BIRAÈKO MJESTO BROJ 1 - SLAVONSKI BROD;ULICA PETRA KREŠIMIRA IV, BR. 1;SLAVONSKI BROD;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;013;BIRAÈKO MJESTO BROJ 2 - VINKOVCI;MO LENIJE;H. V. HRVATINÈIÆA 50;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;014;BIRAÈKO MJESTO BROJ 3 - ŽUPANJA;OSNOVNA ŠKOLA IVAN KOZARAC;DR. FRANJE RAÈKOG 30;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;015;BIRAÈKO MJESTO BROJ 4 - MOHOVO (GRAD ILOK);OSNOVNA ŠKOLA MOHOVO;SVETOG NIKOLE TAVELIÆA BB;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;016;BIRAÈKO MJESTO BROJ 5 - POŽEGA;ZGRADA POŽEŠKO-SLAVONSKE ŽUPANIJE;ŽUPANIJSKA 7;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;017;BIRAÈKO MJESTO BROJ 6 - PAKRAC;GLAZBENA ŠKOLA;TRG BANA JOSIPA JELAÈIÆA 1;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;018;BIRAÈKO MJESTO BROJ 7 - KUTJEVO;VATROGASNI DOM;REPUBLIKE HRVATSKE 86;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;019;BIRAÈKO MJESTO BROJ 94 - KARLOVAC;INKASATOR D.O.O. (NOVA TRŽNICA);TRG JOSIPA BROZA 2;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;020;BIRAÈKO MJESTO BROJ 9 - BAKAR;PROSTORIJE GRADSKE VIJEÆNICE;BAKAR, PRIMORJE 29;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;021;BIRAÈKO MJESTO BROJ 8 - DELNICE;ZGRADA ŠUMARIJE;PETRA KREŠIMIRA IV,  KUÆNI BROJ 54;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;022;BIRAÈKO MJESTO BROJ 73 - SAMOBOR;SVETA HELENA - SAMOBOR, PROSTORIJE SREDNJIH ŠKOLA (MALA KONGRESNA DVORANA);HEBRANGOVA 26;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;023;BIRAÈKO MJESTO BROJ 16 - PAZIN-DREŠÆEVKA;PAZIN;ŠETALIŠTE PAZINSKE GIMNAZIJE 3A;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;024;BIRAÈKO MJESTO BROJ 102 - DOLAC;RIJEKA, PRVA RIJEÈKA GIMNAZIJA;FRANA KURELCA 1;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;025;BIRAÈKO MJESTO BROJ 901 - UDBINA;DOM ZA STARIJE I NEMOÆNE OSOBE LIÈKO-SENJSKE ŽUPANIJE;KRBAVSKA ULICA 2;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;026;BIRAÈKO MJESTO BROJ 902 - OTOÈAC;DOM ZA STARIJE I NEMOÆNE OSOBE LIÈKO-SENJSKE ŽUPANIJE;VLADIMIRA NAZORA 16A;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;027;BIRAÈKO MJESTO BROJ 901 - GOSPIÆ;DOM ZA STARIJE I NEMOÆNE OSOBE LIÈKO-SENJSKE ŽUPANIJE;VRTLARSKA 36/38, GOSPIÆ;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;028;BIRAÈKO MJESTO BROJ 901 - ŠIBENIK;DOM ZA STARIJE I NEMOÆNE OSOBE CVJETNI DOM;BRANITELJA DOMOVINSKOG RATE 2F;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;029;BIRAÈKO MJESTO BROJ 903 - ŠIBENIK;PROSTORIJE KREŠIMIROVOGA DOMA;TRG PALIH BRANITELJA DOMOVINSKOG RATA 1, ŠIBENIK;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;030;BIRAÈKO MJESTO BROJ 901 - SKRADIN;ROMAN OBITELJ - CENTAR ZA REHABILITACIJU;ULICA DOBROTE VULINOVIÆA 52;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;031;BIRAÈKO MJESTO BROJ 902 - SINJ;ZGRADA GRADA SINJA;DRAGAŠEV PROLAZ 10;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;032;BIRAÈKO MJESTO BROJ 901 - ZADAR;DOM ZA STARIJE I NEMOÆNE OSOBE ZADAR;OBALA KNEZA TRPIMIRA 21;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;033;BIRAÈKO MJESTO BROJ 914 - ZADAR;OSNOVNA ŠKOLA PETRA PRERADOVIÆA;ULICA MIHOVILA PAVLINOVIÆA 2;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;034;BIRAÈKO MJESTO BROJ 903 - ZADAR;BROD ALAN VELIKI;BRODAR BRODSKO DRUŠTVO TANKERSKA PLOVIDBA D.D. ZADAR;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;035;BIRAÈKO MJESTO BROJ 1 - SENJ;PROSTORIJE UPRAVE ŠUMA SENJ;NIKOLE SUZANA 27;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;036;BIRAÈKO MJESTO BROJ 1 - SPLIT;SPLIT, ZGRADA UREDA DRŽAVNE UPRAVE SPLIT;VUKOVARSKA 1;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;037;BIRAÈKO MJESTO BROJ 2 - DUBROVNIK;ZGRADA OPÆINSKOG SUDA U DUBROVNIKU;DR. ANTE STARÈEVIÆA 23;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;038;BIRAÈKO MJESTO BROJ 3 - METKOVIÆ;ZGRADA OPÆINSKOG SUDA U METKOVIÆU;DON R. JERKOVIÆA 1;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;039;BIRAÈKO MJESTO BROJ 4 - KORÈULA;ZGRADA CENTRA ZA KULTURU KORÈULA;KORÈULA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;040;BIRAÈKO MJESTO BROJ 5 - MAKARSKA;ZGRADA GRADA MAKARSKE;OBALA KRALJA TOMISLAVA 1;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;041;BIRAÈKO MJESTO BROJ 6 - IMOTSKI;OSNOVNA ŠKOLA STJEPANA RADIÆA;IMOTSKI;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;042;BIRAÈKO MJESTO BROJ 13 - VRGORAC;VIŠENAMJENSKA DVORANA GRADA VRGORCA;TINA UJEVIÆA 8;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;043;BIRAÈKO MJESTO BROJ 1 - ZAGREB;ZATVOR;ZAGREB, DR. LUJE NALETILIÆA 1;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;044;BIRAÈKO MJESTO BROJ 2 - ZAGREB;ZATVORSKA BOLNICA;ZAGREB, SVETOŠIMUNSKA 107;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;045;BIRAÈKO MJESTO BROJ 3 - LEPOGLAVA;KAZNIONICA;LEPOGLAVA, HRVATSKIH PAVLINA 1;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;046;BIRAÈKO MJESTO BROJ 4 - VELIKA GORICA;KAZNIONICA I ODGOJNI ZAVOD TUROPOLJE;VELIKA GORICA, TUROPOLJSKA BB;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;047;BIRAÈKO MJESTO BROJ 5 - POŽEGA;KAZNIONICA I ODGOJNI ZAVOD POŽEGA;POŽEGA, OSJEÈKA 77;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;048;BIRAÈKO MJESTO BROJ 6 - POŽEGA;ZATVOR;POŽEGA, OSJEÈKA 151 A;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;049;BIRAÈKO MJESTO BROJ 7 - BJELOVAR;ZATVOR;BJELOVAR,ŠETALIŠTE DR.IVŠE LEBOVIÆA 40;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;050;BIRAÈKO MJESTO BROJ 8 - DUBROVNIK;ZATVOR;DUBROVNIK, B. J. JELAÈIÆA 12;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;051;BIRAÈKO MJESTO BROJ 9 - GOSPIÆ;ZATVOR;GOSPIÆ, SENJSKIH ŽRTAVA 15;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;052;BIRAÈKO MJESTO BROJ 10 - KARLOVAC;ZATVOR;KARLOVAC, JURJA HAULIKA 1;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;053;BIRAÈKO MJESTO BROJ 11 - OSIJEK;ZATVOR;OSIJEK, KARDINALA ALOJZIJA STEPINCA 8A;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;054;BIRAÈKO MJESTO BROJ 12 - PULA-POLA;ZATVOR;PULA, S. S. KRANJÈEVIÆA 6;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;055;BIRAÈKO MJESTO BROJ 13 - PULA-POLA;KAZNIONICA U VALTURI;PULA, VALTURSKO POLJE 211;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;056;BIRAÈKO MJESTO BROJ 14 - RIJEKA;ZATVOR;RIJEKA, ŽRTAVA FAŠIZMA 5;0;0;0;0;0;0;0
