Rbr izborne jedinice biraèa;Naziv izborne jedinice biraèa;Rbr.županije;Županija;Oznaka Gr/Op/Dr;Grad/opæina/država;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;AUTOHTONA - HRVATSKA STRANKA PRAVA - A - HSP;DARKO TOLIÆ;MARKO ŠKARIÈIÆ;NEVENKA PINTAR;ZLATKO GUDELJ;ZDESLAV RAJIÆ;RENKO KIRIGIN;MATIJA HEMETEK;"""BANDIÆ MILAN 365 - STRANKA RADA I SOLIDARNOSTI"", DEMOKRATSKA PRIGORSKO - ZAGREBAÈKA STRANKA - DPS, DEMOKRATSKA STRANKA ŽENA - DSŽ, HRVATSKA EUROPSKA STRANKA - HES, HRVATSKA RADNIÈKA STRANKA - HRS, HRVATSKA STRANKA ZELENIH - EKO SAVEZ - ZELENI, ISTARSKI DEMOKRATI - DEMOCRATICI ISTRIANI - ID - DI, MEÐIMURSKA STRANKA - MS, NEZAVISNI SELJACI HRVATSKE - NSH, NOVI VAL - STRANKA RAZVOJA - NOVI VAL, STRANKA UMIROVLJENIKA - SU, UMIROVLJENIÈKA DEMOKRATSKA UNIJA - UDU, ZELENI SAVEZ - ZELENI, ZELENA STRANKA - ZS";IVANA BUNTIÆ, mag. iur.;MARICA HRNKAŠ;LEONARDA TOMIÆ;STIPO ÈIÈAK;FRANJO ŽULJ, dipl. ing.;MIRKA JOZIÆ, dipl. oec.;ANTONI BANDIÆ, mag. raèunarstva;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, HRVATSKA SELJAÈKA STRANKA - HSS, HRVATSKA STRANKA PRAVA DR. ANTE STARÈEVIÆ - HSP AS, BLOK UMIROVLJENICI ZAJEDNO - BUZ, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS, HRAST - POKRET ZA USPJEŠNU HRVATSKU, HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS, ZAGORSKA DEMOKRATSKA STRANKA - ZDS;BOŽO LJUBIÆ;IVAN ŠUKER;NEVENKO BARBARIÆ;ŽELJKO RAGUŽ;MIJO CRNOJA;ANTE JUKIÆ;DRAGAN KONTA;ŽELJKO GLASNOVIÆ;IVAN SABLIÆ;MIROSLAV PIPLICA;PETAR KUNTIÆ;ZVONIMIR BANOVIÆ;DARIJA PRSKALO;ILIJA JANOVIÆ;HRVATSKA KONZERVATIVNA STRANKA - HKS, HRVATSKA STRANKA PRAVA - HSP, OBITELJSKA STRANKA - OS;DRAŽENKO KOŽUL;TIHOMIR JANJIÈEK;ZLATKO IFKOVIÆ;MARIJANA KLIŠANIN;KATICA DUVNJAK;JANJA SAMARDŽIÆ;MOST NEZAVISNIH LISTA - MOST;JURICA POPOVIÆ;SANJA ILIÆ, prof.;ZORAN KOZINA, ing. stroj.;dr. sc. ZORANA IVANKOVIÆ BULJAN;MIRKO SOLDO, mag. oec.;MARIJANA GALOV, dr. med.;VLADIMIR JURIŠIÆ;NARODNA STRANKA - REFORMISTI - REFORMISTI, NAPRIJED HRVATSKA! - PROGRESIVNI SAVEZ IVE JOSIPOVIÆA, STRANKA HRVATSKIH UMIROVLJENIKA - UMIROVLJENICI, ZELENI FORUM, DUBROVAÈKI DEMOKRATSKI SABOR - DDS;MARIN GORETA;PAVICA BRÈIÆ KARARIÆ;NENAD MANDIÆ;SREÆKO FILIPOVIÆ;TATJANA TOMEC;BLANKA ŠMIT;ODRŽIVI RAZVOJ HRVATSKE - ORaH;ANDREJ FERDINAND NOVAK;RAJKA RADOŠ;JOSIP BOŠNJAK;MARTINA SAMARDŽIÆ;dr. sc. ŽELJKO POROBIJA;JULIJANA PRANJIÆ;TOMY ROSY;VERA PIPINIÆ;U IME OBITELJI - PROJEKT DOMOVINA;RANKO RADOŠ;ZORICA KNEŽEVIÆ;STIPE PERIÆ;ANTONIJA TOMIÆ;DUJE GALE;JACINTA LAŠTRO;MARIJA ŽIGA;MARIJA SUŠA;JOZO BAGARIÆ;HRVATSKA KRŠÆANSKA DEMOKRATSKA UNIJA - HKDU, HRVATSKA DEMOKRATSKA STRANKA, NACIONALNI DEMOKRATI - ND;ROMEO PAVLIÆ;MARINA CVITAN;LANA MAJIÆ;KATARINA TOMAS;MARIN GRDOVIÆ;LUCA JAHIÆ;ZVONIMIR BOBAN;NEOVISNA LISTA - VESNA PINJUH;VESNA PINJUH;IVAN TOKIÆ;JURICA GRGIÆ;MIRA ZELÈIÆ;VELIMIR ÈEÈURA;MARTINA ROMIÆ;JOSIP LEKO;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP;MILAN VASILJEVIÆ;BORA DIDULICA;GORAN STOJAKOVIÆ;SPASENIJE DOKMANOVIÆ;RADISAV ALEKSIÆ;ÐURO LIVUN
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;001;BIRAÈKO MJESTO BROJ 1 - ZAGREB;GRADSKA UPRAVA GRADA ZAGREBA;ZAGREB, TRG STJEPANA RADIÆA 1, ZAPADNI ULAZ, PRIZEMLJE;109;109;109;106;3;0;0;0;0;0;0;0;0;5;2;0;0;0;1;0;1;57;6;5;0;3;0;1;0;21;0;0;0;0;3;0;0;0;0;0;0;0;0;30;2;0;5;2;1;3;1;1;1;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;002;BIRAÈKO MJESTO BROJ 37 - BJELOVAR;KLOKOÈEVEC, ŠKOLA U KLOKOÈEVCU;KLOKOÈEVEC 80;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;003;BIRAÈKO MJESTO BROJ 14 - KOPRIVNICA;VJENÈAONICA;ZRINSKI TRG;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;004;BIRAÈKO MJESTO BROJ 20 - DUGO SELO;VATROGASNI DOM, DONJE DVORIŠÆE;DONJE DVORIŠÆE, DVORIŠKA 43;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;005;BIRAÈKO MJESTO BROJ 20 - VARAŽDIN;PRIZEMLJE ZGRADE SUDA;BRAÆE RADIÆA 2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;006;BIRAÈKO MJESTO BROJ 1 - KOTORIBA;OSNOVNA ŠKOLA JOŽE HORVATA;ULICA IGNACA SVETOMARTINSKOG 1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;007;BIRAÈKO MJESTO BROJ 7 - PLEŠKOVEC;DOM KULTURE JURICE MURAJA;PLEŠKOVEC 25;2;2;2;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;008;BIRAÈKO MJESTO BROJ 118 - OSIJEK;OPÆINSKI SUD U OSIJEKU;EUROPSKA AVENIJA 7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;009;BIRAÈKO MJESTO BROJ 13 - BELI MANASTIR;OSNOVNA ŠKOLA DR. FRANJO TUÐMAN;SVETOG MARTINA 16;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;010;BIRAÈKO MJESTO BROJ 18 - VALPOVO;DVORAC D.O.O. VALPOVO;ANTUNA MATIJE RELJKOVIÆA 16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;011;BIRAÈKO MJESTO BROJ 31 - VIROVITICA;OSNOVNA ŠKOLA VLADIMIR NAZOR;TOMAŠA MASARYKA 21;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;012;BIRAÈKO MJESTO BROJ 1 - SLAVONSKI BROD;ULICA PETRA KREŠIMIRA IV, BR. 1;SLAVONSKI BROD;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;013;BIRAÈKO MJESTO BROJ 2 - VINKOVCI;MO LENIJE;H. V. HRVATINÈIÆA 50;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;014;BIRAÈKO MJESTO BROJ 3 - ŽUPANJA;OSNOVNA ŠKOLA IVAN KOZARAC;DR. FRANJE RAÈKOG 30;93;93;93;92;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;16;15;0;0;0;0;0;14;0;4;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;015;BIRAÈKO MJESTO BROJ 4 - MOHOVO (GRAD ILOK);OSNOVNA ŠKOLA MOHOVO;SVETOG NIKOLE TAVELIÆA BB;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;016;BIRAÈKO MJESTO BROJ 5 - POŽEGA;ZGRADA POŽEŠKO-SLAVONSKE ŽUPANIJE;ŽUPANIJSKA 7;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;017;BIRAÈKO MJESTO BROJ 6 - PAKRAC;GLAZBENA ŠKOLA;TRG BANA JOSIPA JELAÈIÆA 1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;018;BIRAÈKO MJESTO BROJ 7 - KUTJEVO;VATROGASNI DOM;REPUBLIKE HRVATSKE 86;7;7;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;019;BIRAÈKO MJESTO BROJ 94 - KARLOVAC;INKASATOR D.O.O. (NOVA TRŽNICA);TRG JOSIPA BROZA 2;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;020;BIRAÈKO MJESTO BROJ 9 - BAKAR;PROSTORIJE GRADSKE VIJEÆNICE;BAKAR, PRIMORJE 29;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;021;BIRAÈKO MJESTO BROJ 8 - DELNICE;ZGRADA ŠUMARIJE;PETRA KREŠIMIRA IV,  KUÆNI BROJ 54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;022;BIRAÈKO MJESTO BROJ 73 - SAMOBOR;SVETA HELENA - SAMOBOR, PROSTORIJE SREDNJIH ŠKOLA (MALA KONGRESNA DVORANA);HEBRANGOVA 26;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;023;BIRAÈKO MJESTO BROJ 16 - PAZIN-DREŠÆEVKA;PAZIN;ŠETALIŠTE PAZINSKE GIMNAZIJE 3A;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;024;BIRAÈKO MJESTO BROJ 102 - DOLAC;RIJEKA, PRVA RIJEÈKA GIMNAZIJA;FRANA KURELCA 1;10;10;10;10;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;4;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;025;BIRAÈKO MJESTO BROJ 901 - UDBINA;DOM ZA STARIJE I NEMOÆNE OSOBE LIÈKO-SENJSKE ŽUPANIJE;KRBAVSKA ULICA 2;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;026;BIRAÈKO MJESTO BROJ 902 - OTOÈAC;DOM ZA STARIJE I NEMOÆNE OSOBE LIÈKO-SENJSKE ŽUPANIJE;VLADIMIRA NAZORA 16A;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;027;BIRAÈKO MJESTO BROJ 901 - GOSPIÆ;DOM ZA STARIJE I NEMOÆNE OSOBE LIÈKO-SENJSKE ŽUPANIJE;VRTLARSKA 36/38, GOSPIÆ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;028;BIRAÈKO MJESTO BROJ 901 - ŠIBENIK;DOM ZA STARIJE I NEMOÆNE OSOBE CVJETNI DOM;BRANITELJA DOMOVINSKOG RATE 2F;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;029;BIRAÈKO MJESTO BROJ 903 - ŠIBENIK;PROSTORIJE KREŠIMIROVOGA DOMA;TRG PALIH BRANITELJA DOMOVINSKOG RATA 1, ŠIBENIK;2;2;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;030;BIRAÈKO MJESTO BROJ 901 - SKRADIN;ROMAN OBITELJ - CENTAR ZA REHABILITACIJU;ULICA DOBROTE VULINOVIÆA 52;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;031;BIRAÈKO MJESTO BROJ 902 - SINJ;ZGRADA GRADA SINJA;DRAGAŠEV PROLAZ 10;13;13;13;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;0;0;0;0;1;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;032;BIRAÈKO MJESTO BROJ 901 - ZADAR;DOM ZA STARIJE I NEMOÆNE OSOBE ZADAR;OBALA KNEZA TRPIMIRA 21;6;6;6;4;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;033;BIRAÈKO MJESTO BROJ 914 - ZADAR;OSNOVNA ŠKOLA PETRA PRERADOVIÆA;ULICA MIHOVILA PAVLINOVIÆA 2;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;034;BIRAÈKO MJESTO BROJ 903 - ZADAR;BROD ALAN VELIKI;BRODAR BRODSKO DRUŠTVO TANKERSKA PLOVIDBA D.D. ZADAR;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;035;BIRAÈKO MJESTO BROJ 1 - SENJ;PROSTORIJE UPRAVE ŠUMA SENJ;NIKOLE SUZANA 27;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;036;BIRAÈKO MJESTO BROJ 1 - SPLIT;SPLIT, ZGRADA UREDA DRŽAVNE UPRAVE SPLIT;VUKOVARSKA 1;14;14;14;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;2;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;037;BIRAÈKO MJESTO BROJ 2 - DUBROVNIK;ZGRADA OPÆINSKOG SUDA U DUBROVNIKU;DR. ANTE STARÈEVIÆA 23;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
