Rbr izborne jedinice biraèa;Naziv izborne jedinice biraèa;Rbr.županije;Županija;Oznaka Gr/Op/Dr;Grad/opæina/država;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;AUTOHTONA - HRVATSKA STRANKA PRAVA - A - HSP;DARKO TOLIÆ;MARKO ŠKARIÈIÆ;NEVENKA PINTAR;ZLATKO GUDELJ;ZDESLAV RAJIÆ;RENKO KIRIGIN;MATIJA HEMETEK;"""BANDIÆ MILAN 365 - STRANKA RADA I SOLIDARNOSTI"", DEMOKRATSKA PRIGORSKO - ZAGREBAÈKA STRANKA - DPS, DEMOKRATSKA STRANKA ŽENA - DSŽ, HRVATSKA EUROPSKA STRANKA - HES, HRVATSKA RADNIÈKA STRANKA - HRS, HRVATSKA STRANKA ZELENIH - EKO SAVEZ - ZELENI, ISTARSKI DEMOKRATI - DEMOCRATICI ISTRIANI - ID - DI, MEÐIMURSKA STRANKA - MS, NEZAVISNI SELJACI HRVATSKE - NSH, NOVI VAL - STRANKA RAZVOJA - NOVI VAL, STRANKA UMIROVLJENIKA - SU, UMIROVLJENIÈKA DEMOKRATSKA UNIJA - UDU, ZELENI SAVEZ - ZELENI, ZELENA STRANKA - ZS";IVANA BUNTIÆ, mag. iur.;MARICA HRNKAŠ;LEONARDA TOMIÆ;STIPO ÈIÈAK;FRANJO ŽULJ, dipl. ing.;MIRKA JOZIÆ, dipl. oec.;ANTONI BANDIÆ, mag. raèunarstva;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, HRVATSKA SELJAÈKA STRANKA - HSS, HRVATSKA STRANKA PRAVA DR. ANTE STARÈEVIÆ - HSP AS, BLOK UMIROVLJENICI ZAJEDNO - BUZ, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS, HRAST - POKRET ZA USPJEŠNU HRVATSKU, HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS, ZAGORSKA DEMOKRATSKA STRANKA - ZDS;BOŽO LJUBIÆ;IVAN ŠUKER;NEVENKO BARBARIÆ;ŽELJKO RAGUŽ;MIJO CRNOJA;ANTE JUKIÆ;DRAGAN KONTA;ŽELJKO GLASNOVIÆ;IVAN SABLIÆ;MIROSLAV PIPLICA;PETAR KUNTIÆ;ZVONIMIR BANOVIÆ;DARIJA PRSKALO;ILIJA JANOVIÆ;HRVATSKA KONZERVATIVNA STRANKA - HKS, HRVATSKA STRANKA PRAVA - HSP, OBITELJSKA STRANKA - OS;DRAŽENKO KOŽUL;TIHOMIR JANJIÈEK;ZLATKO IFKOVIÆ;MARIJANA KLIŠANIN;KATICA DUVNJAK;JANJA SAMARDŽIÆ;MOST NEZAVISNIH LISTA - MOST;JURICA POPOVIÆ;SANJA ILIÆ, prof.;ZORAN KOZINA, ing. stroj.;dr. sc. ZORANA IVANKOVIÆ BULJAN;MIRKO SOLDO, mag. oec.;MARIJANA GALOV, dr. med.;VLADIMIR JURIŠIÆ;NARODNA STRANKA - REFORMISTI - REFORMISTI, NAPRIJED HRVATSKA! - PROGRESIVNI SAVEZ IVE JOSIPOVIÆA, STRANKA HRVATSKIH UMIROVLJENIKA - UMIROVLJENICI, ZELENI FORUM, DUBROVAÈKI DEMOKRATSKI SABOR - DDS;MARIN GORETA;PAVICA BRÈIÆ KARARIÆ;NENAD MANDIÆ;SREÆKO FILIPOVIÆ;TATJANA TOMEC;BLANKA ŠMIT;ODRŽIVI RAZVOJ HRVATSKE - ORaH;ANDREJ FERDINAND NOVAK;RAJKA RADOŠ;JOSIP BOŠNJAK;MARTINA SAMARDŽIÆ;dr. sc. ŽELJKO POROBIJA;JULIJANA PRANJIÆ;TOMY ROSY;VERA PIPINIÆ;U IME OBITELJI - PROJEKT DOMOVINA;RANKO RADOŠ;ZORICA KNEŽEVIÆ;STIPE PERIÆ;ANTONIJA TOMIÆ;DUJE GALE;JACINTA LAŠTRO;MARIJA ŽIGA;MARIJA SUŠA;JOZO BAGARIÆ;HRVATSKA KRŠÆANSKA DEMOKRATSKA UNIJA - HKDU, HRVATSKA DEMOKRATSKA STRANKA, NACIONALNI DEMOKRATI - ND;ROMEO PAVLIÆ;MARINA CVITAN;LANA MAJIÆ;KATARINA TOMAS;MARIN GRDOVIÆ;LUCA JAHIÆ;ZVONIMIR BOBAN;NEOVISNA LISTA - VESNA PINJUH;VESNA PINJUH;IVAN TOKIÆ;JURICA GRGIÆ;MIRA ZELÈIÆ;VELIMIR ÈEÈURA;MARTINA ROMIÆ;JOSIP LEKO;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP;MILAN VASILJEVIÆ;BORA DIDULICA;GORAN STOJAKOVIÆ;SPASENIJE DOKMANOVIÆ;RADISAV ALEKSIÆ;ÐURO LIVUN
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;064;BIRAÈKO MJESTO BROJ 18 - BJELOVAR;DOM ZA STARIJE I NEMOÆNE OSOBE BJELOVAR;VLAHE PALJETKA 21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;065;BIRAÈKO MJESTO BROJ 21 - KOPRIVNICA;DOM ZA ODRESLE OSOBE CEDAR;VINOGRADSKA 6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;066;BIRAÈKO MJESTO BROJ 901 - ÈAKOVEC;DOM 33, DOM ZA STARIJE I NEMOÆNE OSOBE ÈAKOVEC;MATICE HRVATSKE 1, ÈAKOVEC;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;067;BIRAÈKO MJESTO BROJ 901 - KOTORIBA;DOM 34, DOM ZA PSIHIÈKI BOLESNE ODRASLE OSOBE KOTORIBA;KOLODVORSKA 16;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;068;BIRAÈKO MJESTO BROJ 901 - TUHELJSKE TOPLICE;DOM 88, DOM ZA STARIJE I NEMOÆNE OSOBE REZIDENCIJA KASTELAN;BOLNIÈKA CESTA 2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;069;BIRAÈKO MJESTO BROJ 8 - NUŠTAR;DOM ZA ODRASLE OSOBE;VATROSLAVA LISINSKOG 1A;7;7;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;070;BIRAÈKO MJESTO BROJ 70 - SISAK;DOM 70, DOM ZA STARIJE I NEMOÆNE OSOBE;SISAK, OKTAVIJANA AUGUSTA 3;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;071;BIRAÈKO MJESTO BROJ 56 - KARLOVAC;CENTAR ZA REHABILITACIJU NADA;KARLOVAC, HRVATSKE BRATSKE ZAJEDNICE 26;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;072;BIRAÈKO MJESTO BROJ 93 - BREZOVICA;DOM ZA STARIJE I NEMOÆNE OSOBE VILLA BREZOVICA;DESPRINSKA BB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;073;BIRAÈKO MJESTO BROJ 48 - RIJEKA;CENTAR ZA REHABILITACIJU RIJEKA;KOZALA 77B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;074;BIRAÈKO MJESTO BROJ 79 - MAKARSKA;DOM ZA STARIJE I NEMOÆNE OSOBE;MAKARSKA, KALALARGA 31;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;;država;HRVATSKA;075;BIRAÈKO MJESTO BROJ 11 - UMAG;OSNOVNA ŠKOLA MARIJA I LINA;UMAG, ŠKOLSKA 14;32;32;32;31;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;27;1;12;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
