Rbr izborne jedinice biraèa;Naziv izborne jedinice biraèa;Rbr.županije;Županija;Oznaka Gr/Op/Dr;Grad/opæina/država;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;AUTOHTONA - HRVATSKA STRANKA PRAVA - A - HSP;IVANKA POLIÆ, prof.;IVA KINDA;ANTE VUKOVIÆ;BOŽIDAR PALIÆ;EMIL VULETA;JERE VEROVIÆ;ANTON KOMAZEC;KRISTIJAN PLETIKOSA;TOMISLAV ALIÆ;JOSO JAJAŠ;MIRO PETKOVIÆ;MARIJANA BURIÆ;IVICA RADMILO;BOŽE ŠKARO;"""BANDIÆ MILAN 365 - STRANKA RADA I SOLIDARNOSTI"", DEMOKRATSKA PRIGORSKO - ZAGREBAÈKA STRANKA - DPS, DEMOKRATSKA STRANKA ŽENA - DSŽ, HRVATSKA EUROPSKA STRANKA - HES, HRVATSKA RADNIÈKA STRANKA - HRS, HRVATSKA STRANKA ZELENIH - EKO SAVEZ - ZELENI, ISTARSKI DEMOKRATI - DEMOCRATICI ISTRIANI - ID - DI, MEÐIMURSKA STRANKA - MS, NEZAVISNI SELJACI HRVATSKE - NSH, NOVI VAL - STRANKA RAZVOJA - NOVI VAL, STRANKA UMIROVLJENIKA - SU, UMIROVLJENIÈKA DEMOKRATSKA UNIJA - UDU, ZELENI SAVEZ - ZELENI, ZELENA STRANKA - ZS";IVANA TOMAŠ, bacc. oec.;ALEN JELAVIÆ, dr. med.;MARIN BEGONJA;GORDANA ZVJERKOVIÆ, prof.;VESNA ÈELIK, prof.;DAJANA SVALINA;GORAN ERCEGOVAC, dipl. ing.;mr. sc. RENATO-ZDENKO JERONÈIÆ, dipl. oec.;MARIO ADRINEK;ZORANA ÈALETA;GORDANA FERENÈIÆ;RATKO MARIÈIÆ, dipl. iur.;MARIJA KALEBOTA;MARIJA BRKLJAÈIÆ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, HRVATSKA SELJAÈKA STRANKA - HSS, HRVATSKA STRANKA PRAVA DR. ANTE STARÈEVIÆ - HSP AS, BLOK UMIROVLJENICI ZAJEDNO - BUZ, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS, HRAST - POKRET ZA USPJEŠNU HRVATSKU, HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS, ZAGORSKA DEMOKRATSKA STRANKA - ZDS;TOMISLAV KARAMARKO;JOSIPA RIMAC;BOŽIDAR KALMETA;ANTE SANADER;DARKO MILINOVIÆ;GORAN PAUK;JOSIP BILAVER;IVAN ŠIPIÆ;HRVOJE ZEKANOVIÆ;SANDRA JAKELIÆ;MARIJAN KUSTIÆ;IRENA DEVÈIÆ;ANTE ŽUPAN;RUDOLF DVORSKI;HRVATSKA KONZERVATIVNA STRANKA - HKS, HRVATSKA STRANKA PRAVA - HSP, OBITELJSKA STRANKA - OS;ÐANI BUNJA;NIKICA PENÐER;BERISLAV GRŽANIÆ;FILIP BRÈIÆ;KRISTIJAN BAKARIÆ;IVAN ŠUSTIÆ;DANICA ÈUBRIÆ;LANA BAKULA;BRANIMIR BOLF;KREŠIMIR BORŠIÆ;HELENA MIKAS;BARBARA PRPIÆ;IVANA KURSAN;VALERIJA KOVAÈ;MOST NEZAVISNIH LISTA - MOST;STIPE PETRINA;MIRO BULJ;ZDENKO SARAÐEN;mr. sc. MILIJA BALDIÆ-LUKŠIÆ, dr. med.;MILJENKO MARIÆ, dipl. iur.;MILE MARASOVIÆ;IRIS UKIÆ KOTARAC, dipl. iur.;BRANKO DŽELALIJA, dipl. oec.;LUCIJA CVITAN, prof. hrv. jezika i književnosti;DAJANA SOKOL KERANOVIÆ;DIJANA RINÈIÆ, dipl. iur.;DUŠAN ÐULA;HERMINA NAKIÆ CRLJEN, dipl. iur.;IVAN BARIŠIÆ;NARODNA STRANKA - REFORMISTI - REFORMISTI, NAPRIJED HRVATSKA! - PROGRESIVNI SAVEZ IVE JOSIPOVIÆA, STRANKA HRVATSKIH UMIROVLJENIKA - UMIROVLJENICI, ZELENI FORUM, DUBROVAÈKI DEMOKRATSKI SABOR - DDS;PETAR BARANOVIÆ;BUDIMIR GENDA;VESNA SABOLIÆ;BORKO OGUIÆ;ASJA IVANÈEVIÆ MUÈIÆ;LINDA ANTIÆ BORAK;NIKOLA SLADIÆ;ŽELJKO UŠLJEBRKA;BOŽENA BAÈIÆ;LJILJANA KLARIN, dr.;DUBRAVKA FINKA, dr. med.;IVAN TOŠIÆ;MARTIN GALEŠIÆ;BORIS BEROVIÆ;ODRŽIVI RAZVOJ HRVATSKE - ORaH;DANIJELA GRBELJA;IVAN BULJAN;MIRA PERIÆ;IVAN GUINA;ANTONIJA DURBEŠIÆ;ŠIME GRBIN;HELENA MIKULANDRA;DRAGAN BODULJAK;MARIJA KURSAN;JASMIN NOVAKOVIÆ;DALIBORKA SABO;BRANIMIR BEUS;ELIZABETA SMOLIÆ;DINO BARTULOVIÆ;U IME OBITELJI - PROJEKT DOMOVINA;TOMISLAV PALEKA, dipl. theol.;MATE MIŠLOV, mag. psih.;HRVOJE ŠTEKO, prof.;mr. sc. FILIP ÐINÐIÆ;NEVENA TADIÆ, dipl. theol.;IVAN KULAŠ;TATIJANA VIDIÆ;ŽANA BEKAVAC;MONIKA BUTUM;IVICA BUÈIÆ;JOSIPA BARABA;GORDANA SKORIN;SILVIJA ŠKONTRA;ŠIME BALJAK;HRVATSKA KRŠÆANSKA DEMOKRATSKA UNIJA - HKDU, HRVATSKA DEMOKRATSKA STRANKA, NACIONALNI DEMOKRATI - ND;DEAN GOLUBIÆ, dipl. krim.;IVAN PLAZINA, dipl. ing.;MIRJANA TURUDIÆ, dipl. iur.;MARINKO BOBINAC;NATALIJA BILIÆ;JOSIP GRUBIŠIÆ;DOMINIK VALIDŽIÆ;AUGUSTIN MIŠKIÆ;MARIJA VODOPIJA;SNJEŽANA KADOIÆ;MATEA HODULAK;DRAŽEN JERMAN;IVICA ZEKAN;PETRA BLAŽIC;HRVATSKA ZORA STRANKA NARODA - HZ;ŽIVKO ZRILIÆ, dipl. iur.;ILKO TRANFIÆ, dr. med.;MARTINA MAGAŠ;IVANA ŠODA, dipl. oec.;TIHA VUÈEMILO;MARIJANA VLADOVIÆ, univ. spec. mag. oec.;MARINA ÆALETA, dr. med.;IVA RADOVIÆ;TOMISLAV LEMAC, dipl. ing.;IVAN ÆOSO, mag. soc. paed.;JOSIP ŠULJAK, ing. prometa;DAMIR ROŽIÆ, bacc. med. techn.;VENCISLAV DŽEPINA;SELIMIR VUKŠIÆ, ing. prometa;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS, HRVATSKA STRANKA UMIROVLJENIKA - HSU, HRVATSKI LABURISTI - STRANKA RADA, AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A - HSS, ZAGORSKA STRANKA - ZS, SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS;RANKO OSTOJIÆ;IVAN KLARIN;SABINA GLASOVAC;INGRID ANTIÈEVIÆ-MARINOVIÆ;FRANKO VIDOVIÆ;KLEMENT BAŠIÆ;DUŠKO VIDOV;VEDRAN KOVAÈIÆ;RENATA SABLJAR-DRAÈEVAC;TOMISLAV ZRINSKI;MARIJA ALFIREV;ANDJELKO PARÈINA;VLATKA DUILO;BORIS MILOŠEVIÆ;ŽELJKO KERUM - HRVATSKA GRAÐANSKA STRANKA;NEVENKA BEÈIÆ;JURE ŠUNDOV;EDITA GRUBIŠIÆ;IRENA GRACIN;ŽELJKA KERUM TOPALUŠIÆ;MARIO DADIÆ;TOMISLAV REŽIÆ;ZVONIMIR MATKOVIÆ;KAŽIMIR STAZIÆ;IVAN SERDAREVIÆ;JOSIP KERUM;DIJANA LIVAJA;RANKA SEDLAR;FANI KERUM;ŽIVI ZID, AKCIJA MLADIH - AM;ANTE RUBEŠA;JAKOV PERICA;LOVRE CRVELIN;mr. sc. MARJANA BOTIÆ;JASMINA ŽUNIÆ;VEDRANA JAKELIÆ;JURE BRKAN;SANDA GORIŠEK;DRAGAN KOLOMBO;ANTONIO BAUS;MARIJO FURÈIÆ;ANA LJUBICA;LJUBICA PERICA;MARKO PUPIÆ-BAKRAÈ
009;IX. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;001;PU 09-23, ZAPREŠIÆ;OSNOVNA ŠKOLA ANTUNA AUGUSTINÈIÆA;ZAPREŠIÆ, VLADIMIRA NAZORA 2A;21;19;19;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BISTRA;001;DOM 87, NOVAKI BISTRANSKI;DOM ZA STARIJE I NEMOÆNE OSOBE SEVEROVIÆ;PODGORSKA 91;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BRCKOVLJANI;001;DOM 07, BRCKOVLJANI;CENTAR ZA REHABILITACIJU STANÈIÆ;ZAGRABAÈKA 23;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;grad;DONJA STUBICA;001;DOM 31, DONJA STUBICA;CENTAR ZA REHABILITACIJU VARAŽDIN, PODRUŽNICA PUSTODOL - DONJA STUBICA;PUSTODOL 29G;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;grad;KRAPINA;001;DOM 90, KRAPINA;USTANOVA DOM SVETI NIKOLA DOM ZA STARIJE I NEMOÆNE OSOBE;GAJECA 10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;grad;KRAPINA;002;PU 03-05, KRAPINA;KRAPINA, PROSTORIJE OSNOVNE ŠKOLE LJUDEVIT GAJ;KRAPINA, TRG STJEPANA RADIÆA 1;12;9;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;grad;ZLATAR;001;PU 06-02, ZLATAR;U OSNOVNOJ ŠKOLI ANTE KOVAÈIÆ - PREDVORJE;ZLATAR;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;DESINIÆ;001;DOM 01, DESINIÆ;DOM ZA ODRASLE OSOBE BIDRUŽICA;IVANIÆ DESINIÈKI 30;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KRAPINSKE TOPLICE;001;PU 04-06, KRAPINSKE TOPLICE;U DOMU KULTURE;KRAPINSKE TOPLICE, K. Š. ÐALSKOG 1;7;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;LOBOR;001;DOM 27, LOBOR;DOM ZA ODRASLE OSOBE LOBOR GRAD;MARKUŠBRIJEG 131;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;STUBIÈKE TOPLICE;001;PU 05-01, STUBIÈKE TOPLICE;U ZGRADI OPÆINSKE VIJEÆNICE;STUBIÈKE TOPLICE, VIKTORA ŠIPEKA 16;8;7;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;SVETI KRIŽ ZAÈRETJE;001;DOM 16, SV. KRIŽ ZAÈRETJE;DOM ZA ODRASLE OSOBE ZAGREB, PODRUŽNICA MIRKOVEC;MIRKOVEC 5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;TUHELJ;001;DOM 88, TUHELJSKE TOPLICE;DOM ZA STARIJE I NEMOÆNE OSOBE REZIDENCIJA KASTELAN;BOLNIÈKA CESTA 2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;3;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;grad;GLINA;001;LS 21, GLINA;KAZNIONICA;GLINA, VINOGRADSKA 2;34;22;22;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;12;5;2;2;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;3;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;grad;HRVATSKA KOSTAJNICA;001;PU 01-09, HRVATSKA KOSTAJNICA;CENTAR, BIVŠA ZGRADA POGLAVARSTVA;HRVATSKA KOSTAJNICA, TRG KRALJA TOMISLAVA BROJ 2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;3;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;grad;KUTINA;001;PU 03-40, KUTINA;VATROGASNI DOM KUTINA;LJUDEVITA POSAVSKOG BB;9;8;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;3;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;grad;NOVSKA;001;PU 04-21, NOVSKA;GALERIJA PUÈKOG OTVORENOG UÈILIŠTA;TRG DR. FRANJE TUÐMANA 3;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;3;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;grad;PETRINJA;001;DOM 71, PETRINJA;DOM ZA STARIJE I NEMOÆNE OSOBE PETRINJA;TRG NARODNIH UÈITELJA 7;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
