Rbr IJ;Naziv izborne jedinice;Rbr.županije;Županija;Oznaka Gr/Op/Dr;Grad/opæina/država;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;VLADIMIR BILEK;IVAN KOMAK
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;grad;ZABOK;015;PROSENIK ZAÈRETSKI;KUÆICA NA IGRALIŠTU (KONTEJNER);PROSENIK ZAÈERTSKI BB;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;grad;ZLATAR;001;ZLATAR;GRADSKA KNJIŽNICA;ZLATAR, ZAGREBAÈKA 2;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;grad;ZLATAR;002;ZLATAR;OSNOVNA ŠKOLA ANTE KOVAÈIÆA PREDVORJE;ZLATAR;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;grad;ZLATAR;003;ZLATAR;PROSTORIJE AUTO KLUBA;ZLATAR, PARK HRVATSKE MLADEŽI 2;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;grad;ZLATAR;004;PETRUŠEVEC;OSNOVNA ŠKOLA;PETRUŠEVEC;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;grad;ZLATAR;005;BELEÈKO ZAVRŠJE;KUÆA BOŽIDARA HATZA;BELEÈKO ZAVRŠJE 11;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;grad;ZLATAR;006;BELEC;VATROGASNI DOM;BELEC;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;grad;ZLATAR;007;DONJA BATINA;OSNOVNA ŠKOLA;DONJA BATINA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;grad;ZLATAR;008;MARTINŠÈINA;OSNOVNA ŠKOLA;MARTINŠÈINA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;BEDEKOVÈINA;001;POZNANOVEC;VATROGASNI DOM;POZNANOVEC;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;BEDEKOVÈINA;002;LUG POZNANOVEÈKI;PROSTORIJE MJESNOG ODBORA;POZNANOVEC;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;BEDEKOVÈINA;003;KRIŽANÈE;DRUŠTVENI DOM;KRIŽANÈE;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;BEDEKOVÈINA;004;ŽIDOVINJAK;DRUŠTVENI DOM;ŽIDOVINJAK;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;BEDEKOVÈINA;005;BEDEKOVÈINA;STARA ŠKOLA KOD GRGIÆA (PROSTORIJA 1);BEDEKOVÈINA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;BEDEKOVÈINA;006;BEDEKOVÈINA;VATROGASNI DOM;STJEPANA RADIÆA 76B;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;BEDEKOVÈINA;007;BEDEKOVÈINA;ZGRADA OPÆINE (DVORANA);BEDEKOVÈINA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;BEDEKOVÈINA;008;BEDEKOVÈINA;PROSTORIJA UDRUGE UMIROVLJENIKA;BEDEKOVÈINA, TRG A. STARÈEVIÆA 15;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;BEDEKOVÈINA;009;KEBEL;VATROGASNI DOM;KEBEL;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;BEDEKOVÈINA;010;OREHOVICA;PODRUÈNA ŠKOLA OREHOVICA;OREHOVICA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;BEDEKOVÈINA;011;BRESTOVEC OREHOVEÈKI;OSNOVNA ŠKOLA BRESTOVEC OREHOVIÈKI;BRESTOVEC OREHOVIÈKI;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;BEDEKOVÈINA;012;GRABE;DRUŠTVENI DOM;GRABE;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;BEDEKOVÈINA;013;MARTINEC OREHOVIÈKI;DRUŠTVENI DOM;MARTINEC OREHOVIÈKI;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;BUDINŠÈINA;001;BUDINŠÆINA;ZGRADA OPÆINE;BUDINŠÆINA 6;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;BUDINŠÈINA;002;KRAPINICA;DRUŠTVENI DOM KRAPINICA;KRAPINICA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;BUDINŠÈINA;003;GOTALOVEC;DRUŠTVENI DOM GOTALOVEC;GOTALOVEC;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;BUDINŠÈINA;004;ZAJEZDA;DRUŠTVENI DOM ZAJEZDA;ZAJEZDA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;BUDINŠÈINA;005;GRTOVEC;KUÆA DAMIRA BRUÈIÆA;GRTOVEC 66;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;BUDINŠÈINA;006;PAŽUROVEC;KUÆA STJEPANA SREMCA;PAŽUROVEC 15A;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;BUDINŠÈINA;007;SVETI KRIŽ;KUÆA FRANJE I BRANKA MARGETIÆA;SVETI KRIŽ 19;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;BUDINŠÈINA;008;PREPUŠTOVEC;KUÆA IVANA PLENARA;PREPUŠTOVEC 6/A;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;BUDINŠÈINA;009;PECE;DRUŠTVENI DOM;PECE;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;DESINIÆ;001;DESINIÆ;OPÆINA DESINIÆ;TRG SV. JURJA 7;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;DESINIÆ;002;VELIKA HORVATSKA;PODRUÈNA ŠKOLA VELIKA HORVATSKA;VELIKA HORVATSKA BB;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;DESINIÆ;003;JELENJAK;KUÆA KOMERIÈKI VLADIMIRA;JELENJAK 2;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;DESINIÆ;004;GOSTENJE;ZADRUŽNI DOM;GOSTENJE BB;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;DESINIÆ;005;TURNIŠÆE;LOVAÈKI DOM;TURNIŠÆE DESINIÆKO 13/2;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;DESINIÆ;006;HUM KOŠNIÆKI;DVORAC VELIKI TABOR;HUM KOŠNIÆKI 1;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;ÐURMANEC;001;ÐURMANEC;VATROGASNI DOM;ÐURMANEC;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;ÐURMANEC;002;DONJI MACELJ;KUÆA MILJENKA ŠAFRANKO;DONJI MACELJ 61;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;ÐURMANEC;003;DONJI MACELJ;PROSTORIJA PODRUÈNE ŠKOLE;DONJI MACELJ;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;ÐURMANEC;004;RAVNINSKO;KUÆA DUBRAVKA KONJIÆA;RAVNINSKO 91A;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;ÐURMANEC;005;HROMEC;PODRUÈNA ŠKOLA;HROMEC;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;ÐURMANEC;006;HLEVNICA;KUÆA CESAREC JOSIPA;HLEVNICA 3B;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;ÐURMANEC;007;LUKOVÈAK;KUÆA BENJAMINA PAVIÆA;LUKOVÈAK 40;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;ÐURMANEC;008;JEZERIŠÆE;KUÆA MIJE VARJAÈIÆ;JEZERIŠÆE 28;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;ÐURMANEC;009;PODBREZOVICA;STARA KUÆA JOSIPA PAVIÆA;PODBREZOVICA 63;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;ÐURMANEC;010;PUTKOVEC;PODRUÈNA ŠKOLA - SOBA 1;PUTKOVEC;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;ÐURMANEC;011;PUTKOVEC;PODRUÈNA ŠKOLA - SOBA 2;PUTKOVEC;1;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;ÐURMANEC;012;GORIÈANOVEC;KUÆA ILIÆ IVICE;GORIÈANOVEC 17;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;GORNJA STUBICA;001;SVETI MATEJ I;KUÆA MLADENA ŠIŠAKA;SVETI MATEJ 10;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;GORNJA STUBICA;002;SVETI MATEJ II;PODRUÈNA ŠKOLA;SVETI MATEJ 128;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;GORNJA STUBICA;003;HUM STUBIÈKI;PODRUÈNA ŠKOLA;HUM STUBIÈKI 47;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;GORNJA STUBICA;004;DOBRI ZDENCI;PODRUÈNA ŠKOLA;DOBRI ZDENCI 24;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;GORNJA STUBICA;005;DUBOVEC;PODRUÈNA ŠKOLA;DUBOVEC 76;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;GORNJA STUBICA;006;GUSAKOVEC;KUÆA MANUELE BLAGEC;GUSAKOVEC 55;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;GORNJA STUBICA;007;MODROVEC;DRUŠTVENI DOM;MODROVEC BB;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;GORNJA STUBICA;008;SLANI POTOK;KUÆA DAMIRA KOSEC;SLANI POTOK 17A;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;GORNJA STUBICA;009;BREZJE;KUÆA STJEPANA ZEBIÆA;BREZJE 73A;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;GORNJA STUBICA;010;KARIVAROŠ;KUÆA MAKAR SLAVKA;KARIVAROŠ 96;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;GORNJA STUBICA;011;JAKŠINEC;KUÆA IVANIÆ JOSIPA;JAKŠINEC 3D;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;GORNJA STUBICA;012;GORNJA STUBICA;"OSNOVNA ŠKOLA ""MATIJE GUPCA""";M. GUPCA 2;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;GORNJA STUBICA;013;SAMCI;MUZEJ SELJAÈKIH BUNA;SAMCI 64;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;GORNJA STUBICA;014;PASANSKA GORICA;KUÆA MARIJE OSREÈAK;PASANSKA GORICA 15;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;GORNJA STUBICA;015;ŠAGUDOVEC;DVD ŠAGUDOVEC;ŠAGUDOVEC BB;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;HRAŠÆINA;001;TRGOVIŠÆE;OSNOVNA ŠKOLA;TRGOVIŠÆE;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;HRAŠÆINA;002;HRAŠÆINA;KUÆA DRAGUTINA ŠVECA;HRAŠÆINA 6;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;HRAŠÆINA;003;VRBOVO;PROSTORIJE DVD;VRBOVO;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;HRAŠÆINA;004;HUSINEC;STARA ŠKOLA;HUSINEC;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;HRAŠÆINA;005;KRALJEVEC;PROSTORIJE TRGOVAÈKOG DRUŠTVA VIS D.O.O.;GORNJI KRALJEVEC;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;HUM NA SUTLI;001;LUPINJAK;PODRUÈNA ŠKOLA;LUPINJAK;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;HUM NA SUTLI;002;KLENOVEC HUMSKI;VATROGASNI DOM;KLENOVEC HUMSKI;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;HUM NA SUTLI;003;OREŠJE HUMSKO;SPOMEN DOM;OREŠJE HUMSKO;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;HUM NA SUTLI;004;DRUŠKOVEC HUMSKI;PODRUÈNA ŠKOLA;DRUŠKOVEC HUMSKI;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;HUM NA SUTLI;005;BREZNO;PODRUÈNA ŠKOLA;BREZNO;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;HUM NA SUTLI;006;PRIŠLIN;PODRUÈNA ŠKOLA;PRIŠLIN;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;HUM NA SUTLI;007;LASTINE;MATIÈNI URED;LASTINE 1;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;HUM NA SUTLI;008;HUM NA SUTLI;OPÆINA HUM NA SUTLI;HUM NA SUTLI 175;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;JESENJE;001;GORNJE JESENJE;DVORANA DOMA KULTURE;GORNJE JESENJE 103;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;JESENJE;002;DONJE JESENJE;DRUŠTVENI DOM;DONJE JESENJE  BB;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;JESENJE;003;CERJE JESENJSKO;KUÆA SMILJANEC BRANKE;CERJE JESENJSKO 4;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;JESENJE;004;LUŽANI ZAGORSKI;KUÆA BUKVIÆ DRAGUTINA;LUŽANI ZAGORSKI 44A;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;JESENJE;005;BRDO JESENJSKO;KUÆA RANOGAJEC IVANA;BRDO JESENJSKO 16;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KONJŠÈINA;001;KONJŠÈINA;SREDNJA ŠKOLA KONJŠÈINA;MATIJE GUPCA 5;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KONJŠÈINA;002;GALOVEC;PROSTORIJE DVD GALOVEC-KRAPINA SELO;GALOVEC;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KONJŠÈINA;003;JERTOVEC;OSNOVNA ŠKOLA KONJŠÈINA, PODRUÈNA ŠKOLA JERTOVEC;JERTOVEC;1;1;1;1;0;1;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KONJŠÈINA;004;PEŠÆENO;DRUŠTVENI DOM;PEŠÆENO BB;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KONJŠÈINA;005;BOÈADIR;DRUŠTVENI DOM;BOÈADIR;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KONJŠÈINA;006;TURNIŠÆE;DRUŠTVENI DOM;TURNIŠÆE;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KONJŠÈINA;007;KLIMEN;DRUŠTVENI DOM;KLIMEN;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KONJŠÈINA;008;GORNJA KONJŠÈINA;VATROGASNI DOM;GORNJA KONJŠÈINA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KONJŠÈINA;009;DONJA KONJŠÈINA;VATROGASNI DOM;DONJA KONJŠÈINA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KONJŠÈINA;010;SUŠOBREG;DRUŠTVENI DOM;SUŠOBREG;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KRALJEVEC NA SUTLI;001;STRMEC SUTLANSKI;MUZIÈKI DOM U STRMCU SUTLANSKOM;STRMEC SUTLANSKI BB;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KRALJEVEC NA SUTLI;002;RADAKOVO;PODRUÈNA ŠKOLA RADAKOVO;RADAKOVO 53;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KRALJEVEC NA SUTLI;003;KRALJEVEC NA SUTLI;OPÆINSKA ZGRADA OPÆINE KRALJEVEC NA SUTLI;KRALJEVEC NA SUTLI 132;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KRALJEVEC NA SUTLI;004;DRAŠE;VATROGASNI DOM DRAŠE;DRAŠE 7;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KRAPINSKE TOPLICE;001;ÈRET;VATROGASNI DOM;ÈRET 30;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KRAPINSKE TOPLICE;002;GREGUROVEC;PODRUÈNA ŠKOLA;GREGUROVEC 12;1;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KRAPINSKE TOPLICE;003;SLIVONJA JAREK;KUÆA KOZINA SLAVKA;SLIVONJA JAREK 18A;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KRAPINSKE TOPLICE;004;JURJEVEC;DRUŠTVENI DOM;JURJEVEC;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KRAPINSKE TOPLICE;005;KLOKOVEC;PROSTOR U VL. GRADIŠKI DUBRAVKE;KLOKOVEC 227;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KRAPINSKE TOPLICE;006;KRAPINSKE TOPLICE I;DOM KULTURE;K.Š.ÐALSKOG 1;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KRAPINSKE TOPLICE;007;KRAPINSKE TOPLICE II;OSNOVNA ŠKOLA;ZAGREBAÈKA 12;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KRAPINSKE TOPLICE;008;MALA ERPENJA I;VATROGASNI DOM;MALA ERPENJA 249;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KRAPINSKE TOPLICE;009;MALA ERPENJA II;DRUŠTVENI DOM;MALA ERPENJA BB;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KRAPINSKE TOPLICE;010;SELNO;DRUŠTVENI DOM;SELNO BB;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KRAPINSKE TOPLICE;011;VRTNJAKOVEC;KUÆA HALAPIR ÐURÐICE I IVANA;VRTNJAKOVEC 59;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KUMROVEC;001;KUMROVEC;VIJEÆNICA OPÆINE KUMROVEC;KUMROVEC, ULICA JOSIPA BROZA 12;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KUMROVEC;002;KLADNIK;OBITELJSKA KUÆA DRAGUTINA KRAJCAR;KLADNIK 56;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KUMROVEC;003;DONJI ŠKRNIK;OBITELJSKA KUÆA DRAGUTINA ŠPILJARA;DONJI ŠKRNIK 28;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KUMROVEC;004;RAZVOR;OBITELJSKA KUÆA ALOJZA ŠPLAJTA;RAZVOR 15;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KUMROVEC;005;RAVNO BREZJE I DUGNJEVEC;OBITELJSKA KUÆA DRAŽENKE BRUNDIÆ;RAVNO BREZJE 27A;1;1;1;1;0;1;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KUMROVEC;006;VELINCI;POSLOVNI PROSTOR JOSIPA PEÆNIKA;VELINCI 19A;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KUMROVEC;007;RAZDRTO TUHELJSKO I PODGORA;OBITELJSKA KUÆA IVANA BRAÈUNA;RAZDRTO TUHELJSKO 35;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KUMROVEC;008;RISVICA;OBITELJSKA KUÆA KRUNA PONGRACA;RISVICA 21;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;LOBOR;001;MARKUŠBRIJEG;"DRUŠTVENI DOM ""VINIPOTOK""";MARKUŠBRIJEG 130B;0;0;0;0;0;0;0
