Rbr IJ;Naziv izborne jedinice;Rbr.županije;Županija;Oznaka Gr/Op/Dr;Grad/opæina/država;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;VLADIMIR BILEK;IVAN KOMAK
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;009;MO CENTAR;ZGRADA ŠUMARIJE SLAVONSKI BROD, P. KREŠIMIRA IV BR. 22/A - PRIZEMLJE SOBA BR.11;SLAVONSKI BROD, ULICA PETRA KREŠIMIRA IV KBR. 22/A;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;010;MJESNI ODBOR CENTAR;ŽUPANIJSKI SUD SLAVONSKI BROD;SLAVONSKI BROD,  TOME SKALICE 2;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;011;MJESNI ODBOR CENTAR;MJESNI ODBOR CENTAR, SLAVONSKI BROD-P.KREŠIMIRA IV BR.2, SUTEREN;SLAVONSKI BROD,  PETRA KREŠIMIRA IV BR.2;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;012;MJESNI ODBOR PLAVO POLJE;"OSNOVNA ŠKOLA ""HUGO BADALIÆ"" SLAVONSKI BROD";SLAVONSKI BROD,  BOROVSKA 1;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;013;MO PLAVO POLJE;"GIMNAZIJA ""MATIJA MESIÆ"" SLAVONSKI BROD";SLAVONSKI BROD,  NASELJE SLAVONIJA I KBR. 8;3;3;3;3;0;3;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;014;MO PLAVO POLJE;ZGRADA OPÆINSKOG SUDA SLAVONSKI BROD;SLAVONSKI BROD,  TRG POBJEDE KBR. 15;2;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;015;MJESNI ODBOR ANTUN MIHANOVIÆ;"OSNOVNA ŠKOLA ""ANTUN MIHANOVIÆ"" SLAVONSKI BROD";SLAVONSKI BROD, ANTUNA MIHANOVIÆA 35;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;016;MO ANTUN MIHANOVIÆ;"DOM MJESNOG ODBORA ""ANTUN MIHANOVIÆ"" SLAVONSKI BROD";SLAVONSKI BROD, PAVLEKA MIŠKINA 6;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;017;MJESNI ODBOR ANTUN MIHANOVIÆ;PROSTORIJE VODOVODA SLAVONSKI BROD, NIKOLE ZRINSKOG 25;SLAVONSKI BROD, NIKOLE ZRINSKOG 25;1;1;1;1;0;1;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;018;MJESNI ODBOR ANTUN MIHANOVIÆ;"OSNOVNA ŠKOLA ""IVAN GORAN KOVAÈIÆ"" SLAVONSKI BROD";SLAVONSKI BROD, HUGE BADALIÆA 8;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;019;MO ANTUN MIHANOVIÆ;DOM ZA STARIJE I NEMOÆNE OSOBE SLAVONSKI BROD;SLAVONSKI BROD,ULICA KRALJICE JELENE KBR. 26;1;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;020;MJESNI ODBOR ANTUN MIHANOVIÆ;"OSNOVNA ŠKOLA ""ANTUN MIHANOVIÆ"" SLAVONSKI BROD";SLAVONSKI BROD,MIHANOVIÆEVA 35;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;021;MO KOLONIJA;MJESNI DOM KOLONIJA SLAVONSKI BROD, VELIKA DVORANA;SLAVONSKI BROD, VINOGRADSKA CESTA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;022;MO KOLONIJA;MJESNI DOM KOLONIJA SLAVONSKI BROD, MALA DVORANA;SLAVONSKI BROD, VINOGRADSKA CESTA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;023;MO KOLONIJA;"PODRUÈNA ŠKOLA ""ÐURO PILAR"" SLAVONSKI BROD";SLAVONSKI BROD, ULICA VINOGRADSKA CESTA KBR. 84;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;024;MO KOLONIJA;"PODRUÈNA ŠKOLA ""ÐURO PILAR"" SLAVONSKI BROD";SLAVONSKI BROD, ULICA VINOGRADSKA CESTA KBR. 84;1;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;025;MO KOLONIJA;"PODRUÈNA ŠKOLA ""ÐURO PILAR"" SLAVONSKI BROD";SLAVONSKI BROD, ULICA VINOGRADSKA CESTA KBR. 84;1;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;026;MO BRODSKO VINOGORJE;"OSNOVNA ŠKOLA ""ÐURO PILAR"" SLAVONSKI BROD";SLAVONSKI BROD, ULICA ZLATKA BALOKOVIÆA KBR. 1;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;027;MO BRODSKO VINOGORJE;"OSNOVNA ŠKOLA ""ÐURO PILAR"" SLAVONSKI BROD";SLAVONSKI BROD, ULICA ZLATKA BALOKOVIÆA KBR. 1;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;028;MO BRODSKO VINOGORJE;"OSNOVNA ŠKOLA ""ÐURO PILAR"" SLAVONSKI BROD";SLAVONSKI BROD, ULICA ZLATKA BALOKOVIÆA KBR. 1;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;029;MO BRODSKO VINOGORJE;"OSNOVNA ŠKOLA ""ÐURO PILAR"" SLAVONSKI BROD";SLAVONSKI BROD, ULICA ZLATKA BALOKOVIÆA KBR. 1;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;030;MJESNI ODBOR PODVINJE;MJESNI DOM PODVINJE;PODVINJE, TRG SVETOG ANTUNA KBR. 4;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;031;MJESNI ODBOR PODVINJE;MJESNI DOM PODVINJE;PODVINJE, TRG SVETOG ANTUNA KBR. 4;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;032;MJESNI ODBOR PODVINJE;"OSNOVNA ŠKOLA ""BLAŽ TADIJANOVIÆ"" PODVINJE";PODVINJE, PODVINJSKA ULICA KBR. 25;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;033;MJESNI ODBOR PODVINJE;"OSNOVNA ŠKOLA ""BLAŽ TADIJANOVIÆ"" PODVINJE";PODVINJE, PODVINJSKA ULICA KBR. 25;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;034;"MO ""JOSIP RIMAC""";"MJESNI ODBOR ""JOSIP RIMAC"" SLAVONSKI BROD  - PRIZEMLJE";SLAVONSKI BROD, AUGUSTINA JARIÆA 6;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;035;"MO ""JOSIP RIMAC """;"MJESNI ODBOR ""JOSIP RIMAC"" SLAVONSKI BROD - KAT";SLAVONSKI BROD, AUGUSTINA JARIÆA 6;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;036;"MO ""JOSIP RIMAC""";"MJESNI ODBOR ""JOSIP RIMAC""  SLAVONSKI BROD - KAT";SLAVONSKI BROD, AUGUSTINA JARIÆA 6;1;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;037;MJESNI ODBOR JELAS;"PODRUÈNA ŠKOLA ""HUGO BADALIÆ"" SLAVONSKI BROD";SLAVONSKI BROD, FRANJE KUHAÈA KBR. 23;1;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;038;MJESNI ODBOR JELAS;"PODRUÈNA ŠKOLA ""HUGO BADALIÆ"" SLAVONSKI BROD";SLAVONSKI BROD, FRANJE KUHAÈA  KBR. 23;1;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;039;MJESNI ODBOR JELAS;"PODRUÈNA ŠKOLA ""HUGO BADALIÆ"" SLAVONSKI BROD";SLAVONSKI BROD, FRANJE KUHAÈA  KBR. 23;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;040;MJESNI ODBOR JELAS;"PODRUÈNA ŠKOLA ""HUGO BADALIÆ"" SLAVONSKI BROD";SLAVONSKI BROD, FRANJE KUHAÈA KBR. 23;1;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;041;MO BUDAINKA;MJESNI DOM BUDAINKA SLAVONSKI BROD;SLAVONSKI BROD, ZAGREBAÈKA 51;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;042;MO BUDAINKA;"OSNOVNA ŠKOLA ""IVANA BRLIÆ MAŽURANIÆ"" SLAVONSKI BROD";SLAVONSKI BROD, ZAGREBAÈKA 78;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;043;MO BUDAINKA;"OSNOVNA ŠKOLA ""IVANA BRLIÆ MAŽURANIÆ"" SLAVONSKI BROD";SLAVONSKI BROD, ZAGREBAÈKA 78;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;044;MO BUDAINKA;"OSNOVNA ŠKOLA ""IVANA BRLIÆ MAŽURANIÆ"" SLAVONSKI BROD";SLAVONSKI BROD, ZAGREBAÈKA 78;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;045;MJESNI ODBOR BRODSKI VAROŠ;MJESNI DOM BRODSKI VAROŠ, VELIKA DVORANA;BRODSKI VAROŠ, ZAGREBAÈKA 338;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;046;MJESNI ODBOR BRODSKI VAROŠ;MJESNI DOM BRODSKI VAROŠ, MALA SALA;BRODSKI VAROŠ, ZAGREBAÈKA 338;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;047;MJESNI ODBOR BRODSKI VAROŠ;"PODRUÈNA ŠKOLA ""IVANA BRLIÆ MAŽURANIÆ"" BRODSKI VAROŠ";BRODSKI VAROŠ, ZAGREBAÈKA 290;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;048;MJESNI ODBOR ZRINSKI FRANKOPAN;MJESNI DOM ZRINSKI FRANKOPAN SLAVONSKI BROD;SLAVONSKI BROD, A. POPOVIÆA 37;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;049;MJESNI ODBOR ZRINSKI FRANKOPAN;MJESNI DOM ZRINSKI FRANKOPAN SLAVONSKI BROD;SLAVONSKI BROD, A. POPOVIÆA 37;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;050;MJESNI ODBOR MALI PARIZ;MJESNI DOM MALI PARIZ SLAVONSKI BROD;SLAVONSKI BROD, KVATERNIKOVA 7;3;3;3;3;0;3;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;051;MJESNI ODBOR MALI PARIZ;INDUSTRIJSKO-OBRTNIÈKA ŠKOLA SLAVONSKI BROD;SLAVONSKI BROD, KUMIÈIÆEVA 55;2;1;1;1;0;1;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;052;MJESNI ODBOR DR. ANTE STARÈEVIÆ;MJESNI DOM DR. ANTE STARÈEVIÆ - VELIKA SALA;SLAVONSKI BROD, OSJEÈKA 24;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;053;MJESNI ODBOR DR. ANTE STARÈEVIÆ;"OSNOVNA ŠKOLA ""BOGOSLAV ŠULEK"" SLAVONSKI BROD";SLAVONSKI BROD, ALEJA MIROSLAVA KRLEŽE KBR. 2;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;054;MJESNI ODBOR DR. ANTE STARÈEVIÆ;"OSNOVNA ŠKOLA ""BOGOSLAV ŠULEK"" SLAVONSKI BROD";SLAVONSKI BROD, ALEJA MIROSLAVA KRLEŽE KBR. 2;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;055;MJESNI ODBOR DR. ANTE STARÈEVIÆ;"DJEÈJI VRTIÆ ""KOSJENKA"" SLAVONSKI BROD";SLAVONSKI BROD, ALEJA MIROSLAVA KRLEŽE KBR. 3;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;056;MJESNI ODBOR DR. ANTE STARÈEVIÆ;"DJEÈJI VRTIÆ ""KOSJENKA"" SLAVONSKI BROD";SLAVONSKI BROD, ALEJA MIROSLAVA KRLEŽE KBR. 3;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;057;MJESNI ODBOR DR. ANTE STARÈEVIÆ;"""HRVATSKE ŠUME"" SLAVONSKI BROD";SLAVONSKI BROD, OSJEÈKA 282;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;058;MJESNI ODBOR DR. ANTE STARÈEVIÆ;"""HRVATSKE ŠUME"" SLAVONSKI BROD";SLAVONSKI BROD, OSJEÈKA 282;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;059;MJESNI ODBOR DR. ANTE STARÈEVIÆ;MJESNI DOM DR. ANTE STARÈEVIÆ SLAVONSKI BROD  - MALA SALA;SLAVONSKI BROD, OSJEÈKA 24;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;060;MJESNI ODBOR DR. ANTE STARÈEVIÆ;"OSNOVNA ŠKOLA ""BOGOSLAV ŠULEK"" SLAVONSKI BROD";SLAVONSKI BROD, ALEJA MIROSLAVA KRLEŽE KBR. 2;1;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;061;MJESNI ODBOR J. J. STROSSMAYER;"DJEÈJI VRTIÆ ""RADOST"" SLAVONSKI BROD";SLAVONSKI BROD, ULICA TOME BAKAÈA KBR. 120 A;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;062;MJESNI ODBOR J. J. STROSSMAYER;"DJEÈJI VRTIÆ ""RADOST"" SLAVONSKI BROD";SLAVONSKI BROD, ULICA TOME BAKAÈA KBR. 120 A;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;063;MJESNI ODBOR J. J. STROSSMAYER;MJESNI DOM JOSIP JURAJ STROSSMAYER SLAVONSKI BROD - VELIKA SALA;SLAVONSKI BROD, ULICA FRANA SUPILA KBR. 2;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;064;MJESNI ODBOR J. J. STROSSMAYER;MJESNI DOM JOSIP JURAJ STROSSMAYER SLAVONSKI BROD  - MALA SALA;SLAVONSKI BROD, ULICA FRANA SUPILA KBR. 2;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;065;MJESNI ODBOR JOSIP JURAJ STROSSMAYER;"OSNOVNA ŠKOLA ""VLADIMIR NAZOR"" SLAVONSKI BROD";SLAVONSKI BROD, F. MARINIÆA 9;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;grad;SLAVONSKI BROD;066;MJESNI ODBOR J. J. STROSSMAYER;PROSTORIJE SLAVONIJA DI SLAVONSKI BROD;SLAVONSKI BROD, ULICA SVETOG LOVRE KBR. 75;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;BEBRINA;001;KANIŽA;DRUŠTVENI DOM KANIŽA;KANIŽA BB;1;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;BEBRINA;002;BEBRINA;DRUŠTVENI DOM BEBRINA;BEBRINA BB;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;BEBRINA;003;STUPNIÈKI KUTI;DRUŠTVENI DOM STUPNIÈKI KUTI;STUPNIÈKI KUTI BB;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;BEBRINA;004;BANOVCI;DRUŠTVENI DOM BANOVCI;BANOVCI;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;BEBRINA;005;DUBOÈAC;DRUŠTVENI DOM DUBOÈAC;DUBOÈAC BB;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;BEBRINA;006;ŠUMEÆE;DRUŠTVENI DOM ŠUMEÆE;ŠUMEÆE BB;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;BEBRINA;007;ZBJEG;DRUŠTVENI DOM ZBJEG;ZBJEG BB;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;BRODSKI STUPNIK;001;BRODSKI STUPNIK;DRUŠTVENI DOM BRODSKI STUPNIK;BRODSKI STUPNIK, ULICA STJEPANA RADIÆA 117;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;BRODSKI STUPNIK;002;BRODSKI STUPNIK;ŠPORTSKI DOM BRODSKI  STUPNIK;BRODSKI STUPNIK, OMLADINSKA ULICA BB;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;BRODSKI STUPNIK;003;STARI SLATINIK;DRUŠTVENI DOM STARI SLATINIK;STARI SLATINIK, ULICA HRVATSKIH BRANITELJA 187;1;1;1;1;0;1;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;BRODSKI STUPNIK;004;LOVÈIÆ;DRUŠTVENI DOM LOVÈIÆ;LOVÈIÆ 25;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;BRODSKI STUPNIK;005;KRAJAÈIÆI;DRUŠTVENI DOM KRAJAÈIÆI;KRAJAÈIÆI;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;BUKOVLJE;001;BUKOVLJE;DRUŠTVENI DOM BUKOVLJE;BUKOVLJE, JOSIPA KOZARCA 20;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;BUKOVLJE;002;BUKOVLJE;DRUŠTVENI DOM BUKOVLJE;BUKOVLJE, JOSIPA KOZARCA 20;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;BUKOVLJE;003;VRANOVCI;DRUŠTVENI DOM VRANOVCI;VRANOVCI, SLAVONSKA 14;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;BUKOVLJE;004;KORDUŠEVCI;DRUŠTVENI DOM KORDUŠEVCI;KORDUŠEVCI 34;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;BUKOVLJE;005;JEŽEVIK;DRUŠTVENI DOM JEŽEVIK;JEŽEVIK 24;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;BUKOVLJE;006;ŠUŠNJEVCI;DRUŠTVENI DOM ŠUŠNJEVCI;ŠUŠNJEVCI, TRG SVETOG MIHOVILA 1;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;CERNIK;001;OPATOVAC;DRUŠTVENI DOM OPATOVAC;OPATOVAC;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;CERNIK;002;PODVRŠKO;DRUŠTVENI DOM PODVRŠKO;PODVRŠKO;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;CERNIK;003;BANIÆEVAC;DRUŠTVENI DOM BANIÆEVAC;BANIÆEVAC;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;CERNIK;004;BAÆIN DOL;DRUŠTVENI DOM BAÆIN DOL;BAÆIN DOL;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;CERNIK;005;ŠUMETLICA;DRUŠTVENI DOM ŠUMETLICA;ŠUMETLICA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;CERNIK;006;CERNIÈKA ŠAGOVINA;ŠKOLA U PRIRODI CERNIÈKA ŠAGOVINA;CERNIÈKA ŠAGOVINA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;CERNIK;007;GILETINCI;DRUŠTVENI DOM GILETINCI;GILETINCI;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;CERNIK;008;CERNIK;ZGRADA OPÆINE CERNIK;CERNIK;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;CERNIK;009;CERNIK;"OŠ ""MATIJA GUBEC""";CERNIK;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;CERNIK;010;CERNIK;ZGRADA OPÆINE CERNIK;CERNIK;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;DAVOR;001;DAVOR;SALA OPÆINE DAVOR;DAVOR;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;DAVOR;002;DAVOR;DRUŠTVENI DOM U DAVORU;DAVOR;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;DAVOR;003;ORUBICA;OSNOVNA ŠKOLA U ORUBICI;ORUBICA;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;DONJI ANDRIJEVCI;001;STARO TOPOLJE;"OŠ ""V.C.EMIN"", PODRUÈNA ŠKOLA STARO TOPOLJE";STARO TOPOLJE, IVE LOLE RIBARA 71;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;DONJI ANDRIJEVCI;002;NOVO TOPOLJE;DRUŠTVENI DOM  NOVO TOPOLJE;NOVO TOPOLJE 21;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;DONJI ANDRIJEVCI;003;DONJI ANDRIJEVCI;"OSNOVNA ŠKOLA ""V.C. EMIN"" DONJI ANDRIJEVCI";DONJI ANDRIJEVCI, TRG KRALJA TOMISLAVA 8;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;DONJI ANDRIJEVCI;004;DONJI ANDRIJEVCI;"OSNOVNA ŠKOLA ""V.C. EMIN"" DONJI ANDRIJEVCI";DONJI ANDRIJEVCI, TRG KRALJA TOMISLAVA 8;0;0;0;0;0;0;0
