Rbr IJ;Naziv izborne jedinice;Rbr.županije;Županija;Oznaka Gr/Op/Dr;Grad/opæina/država;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;JOVAN AJDUKOVIÆ, dipl. iur.;mr. sc. DUŠAN BJELAJAC, dr. med.;MILE HORVAT, dipl. iur.;SINIŠA LJUBOJEVIÆ, struè. spec. ing. el.;SRÐAN MILAKOVIÆ, mag. prava;SLAVKO MIRNIÆ, prof.;DRAGOLJUB PETROVIÆ;dr. sc. MILORAD PUPOVAC;MIRKO RAŠKOVIÆ;DRAGAN TODIÆ, dipl. iur.;NENAD VLAHOVIÆ, mag. iur.
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;BUJE - BUIE;004;KRASICA;DRUŠTVENI DOM;KRASICA BB;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;BUJE - BUIE;005;KRŠETE;OSNOVNA ŠKOLA KRŠETE;KRŠETE BB;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;BUJE - BUIE;006;MARUŠIÆI;DRUŠTVENI DOM MARUŠIÆI;MARUŠIÆI BB;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;BUJE - BUIE;007;MOMJAN;OSNOVNA ŠKOLA MOMJAN;MOMJAN BB;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;BUJE - BUIE;008;TRIBAN;DRUŠTVENI DOM;TRIBAN BB;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;BUZET;001;BUZET - ISTOK;NARODNI DOM;II ISTARSKE BRIGADE 2, BUZET;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;BUZET;002;BUZET - ZAPAD;DOM ZA STARIJE I NEMOÆNE OSOBE BUZET;GORIÈICA 1/1, BUZET;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;BUZET;003;BUZET - STARI GRAD;PROSTOR MJESNOG ODBORA BUZET;EDE NEMARNIKA 2, BUZET;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;BUZET;004;KRUŠVARI;DRUŠTVENI DOM KRUŠVARI;KRUŠVARI 1, KRUŠVARI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;BUZET;005;HUM;"DRUŠTVENI DOM ""POLAÈA""";HUM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;BUZET;006;ROÈ;DRUŠTVENI DOM ROÈ;ROÈ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;BUZET;007;ROÈKO POLJE;ZGRADA ŠKOLE ROÈKO POLJE;ROÈKO POLJE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;BUZET;008;SOVINJAK;DRUŠTVENI DOM SOVINJAK;SOVINJAK 11, SOVINJAK;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;BUZET;009;SOVIŠÆINA;PRIVATNA KUÆA U VLASNIŠTVU ÐULIJANA KRTA;PUHI 54, PUHI;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;BUZET;010;SVETI IVAN;PROSTOR BARAKE DRUŠTVENOG DOMA;SVETI IVAN 22, BUZET;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;BUZET;011;SVETI MARTIN;DRUŠTVENI DOM;SVETI MARTIN 51, BUZET;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;BUZET;012;SVI SVETI;DRUŠTVENI DOM PRODANI;PRODANI;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;BUZET;013;ŠTRPED;DRUŠTVENI DOM SVETI DUH;ŠTRPED;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;BUZET;014;ŠKULJARI;DRUŠTVENI DOM ŠKULJARI;ŠKULJARI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;BUZET;015;VELI MLUN;DRUŠTVENI DOM;VELI MLUN 28, VELI MLUN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;BUZET;016;VRH;PROSTORIJE MJESNOG ODBORA VRH-AMBASADA;VRH 31, VRH;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;LABIN;001;RABAC;"DJEÈJI VRTIÆ ""PJERINA VERBANAC""";JADRANSKA BB, RABAC;3;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;LABIN;002;RABAC;"DJEÈJI VRTIÆ ""PJERINA VERBANAC""";JADRANSKA  BB RABAC;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;LABIN;003;RIPENDA;"LOVAÈKI DOM ""KAMENJARKA""";RIPENDA;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;LABIN;004;KAPELICA;DRUŠTVENE PROSTORIJE;KAPELICA BR. 57, LABIN;7;1;1;1;0;1;0;0;0;0;1;0;0;0;0;1
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;LABIN;005;ROGOÈANA;"PROSTORIJE UDRUGE ZA MLADE ""ALFA ALBONA""/BIVŠI KLUB UMIROVLJENIKA/";KALIÆ 2, LABIN;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;LABIN;006;LABIN - STARI GRAD;PROSTORIJE ZAJEDNICE TALIJANA LABIN;J. RAKOVCA 4, LABIN;20;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;LABIN;007;LABIN;"ŠKOLA ""LIÈE FARAGUNA"" 1";LABIN;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;LABIN;008;LABIN;"ŠKOLA ""LIÈE FARAGUNA"" 2";LABIN;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;LABIN;009;LABIN;"OSNOVNA ŠKOLA ""IVO LOLA RIBAR""";TRG LABINSKIH RUDARA BB, LABIN;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;LABIN;010;LABIN;PROSTORIJE MJESNOG ODBORA;TRG LABINSKIH RUDARA BB, LABIN;17;2;2;2;0;0;0;0;0;0;0;0;2;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;LABIN;011;LABIN - KATURE;"DJEÈJI VRTIÆ ""PJERINA VERBANAC"" 1";LABIN;10;4;4;4;0;0;0;1;0;0;0;0;4;1;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;LABIN;012;LABIN - KATURE;"DJEÈJI VRTIÆ ""PJERINA VERBANAC"" 2";LABIN;8;3;3;3;0;0;0;2;0;0;0;0;2;2;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;LABIN;013;LABIN - KATURE;PROSTORIJE KLUBA UMIROVLJENIKA;ISTARSKA 13, LABIN;12;1;1;1;0;0;0;1;0;0;0;0;1;1;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;LABIN;014;LABIN - VINEŽ;DOM KULTURE VINEŽ;LABIN;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;LABIN;015;LABIN - STARCI;PROSTORIJE HEP-A;LABIN,PULSKA 1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;LABIN;016;LABIN - VINEŽ;"PODRUÈNA OŠ ""IVO LOLA RIBAR""";VINEŽ;2;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;NOVIGRAD - CITTANOVA;001;NOVIGRAD;"OSNOVNA ŠKOLA ""RIVARELA""";EMONIJSKA 4, NOVIGRAD;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;NOVIGRAD - CITTANOVA;002;NOVIGRAD;"OSNOVNA ŠKOLA ""RIVARELA""";EMONIJSKA 4, NOVIGRAD;18;2;2;2;0;0;0;2;0;0;0;0;2;2;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;NOVIGRAD - CITTANOVA;003;DAJLA;"ZGRADA NOGOMETNOG KLUBA ""DAJLA""";DAJLA BB, DAJLA;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PAZIN;001;BERAM;ZGRADA STARE ŠKOLE;BERAM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PAZIN;002;GRDOSELO;ZGRADA STARE ŠKOLE;GRDOSELO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PAZIN;003;HEKI;ZGRADA STARE ŠKOLE;HEKI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PAZIN;004;KATUN TRVIŠKI;DRUŠTVENI DOM;KATUN TRVIŠKI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PAZIN;005;KAŠÆERGA;ZGRADA ŠKOLE;KAŠÆERGA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PAZIN;006;KRŠIKLA;DRUŠTVENE PROSTORIJE;KRŠIKLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PAZIN;007;LINDAR;ZGRADA STARE ŠKOLE;LINDAR;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PAZIN;008;PAZIN - CENTAR;AUTO - KLUB;DRUŽBA ÆIRILA I METODA 3, PAZIN;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PAZIN;009;PAZIN-DUBRAVICA;"DRUŠTVENI CENTAR ""VELI JOŽE""";154. BRIGADE HRVATSKE VOJSKE 5, PAZIN;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PAZIN;010;PAZIN - DRŠÆEVKA;SPOMEN DOM;ŠETALIŠTE PAZINSKE GIMN. 3A, PAZIN;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PAZIN;011;PAZIN - BURAJ;STAMBENO-POSLOVNA ZGRADA;STARI TRG 6;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PAZIN;012;STARI PAZIN NOVO NASELJE;STARI PAZIN;JOSIPA VOLTIÆA BB, PAZIN;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PAZIN;013;ZABREŽANI;ZGRADA STARE ŠKOLE;ZABREŽANI;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PAZIN;014;ZAMASK;DRUŠTVENI DOM;ZAMASK;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PAZIN;015;ZAREÈJE;DRUŠTVENI DOM;ZAREÈJE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;POREÈ - PARENZO;001;BADERNA - MOMPADERNO;ZGRADA ŠKOLE;BADERNA;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;POREÈ - PARENZO;002;ŽBANDAJ;ZGRADA ŠKOLE;ŽBANDAJ;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;POREÈ - PARENZO;003;FUŠKULIN-FOSCOLINO;PROSTORIJA BOÆALIŠTA U JASENOVICI;JASENOVICA;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;POREÈ - PARENZO;004;POREÈ - PARENZO;DRUŠTVENA PROSTORIJA;TRG KNEZA BRANIMIRA 2, POREÈ;31;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;POREÈ - PARENZO;005;VELI MAJ;ZGRADA OSNOVNE ŠKOLE;VELI MAJ, POREÈ;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;POREÈ - PARENZO;006;POREÈ - PARENZO;PROSTORIJE MJESNOG ODBORA;CRESKA 36, POREÈ;38;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;POREÈ - PARENZO;007;MUŠALEŽ;PROSTORIJA MJESNOG ODBORA;MUŠALEŽ;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;POREÈ - PARENZO;008;VARVARI;ZGRADA ŠKOLE;VARVARI;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;POREÈ - PARENZO;009;POREÈ - PARENZO;VATROGASNI DOM;POREÈ;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;POREÈ - PARENZO;010;POREÈ - PARENZO;POSLOVNI PROSTOR;ROVINJSKA 35,POREÈ;38;1;1;1;0;0;0;1;0;0;0;0;1;1;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;POREÈ - PARENZO;011;POREÈ - PARENZO;"SPORTSKA DVORANA ""PALESTRA""";NIKOLE TESLE 6, POREÈ;23;4;4;4;0;0;1;2;0;1;0;0;4;1;0;1
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;POREÈ - PARENZO;012;POREÈ - PARENZO;ZGRADA HRVATSKE ELEKTROPRIVREDE;MATE VLAŠIÆA 2, POREÈ;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;POREÈ - PARENZO;013;POREÈ - PARENZO;MALA SALA PUÈKOG OTVORENOG UÈILIŠTA;ALDA NEGRIJA 5, POREÈ;30;2;2;2;0;0;0;2;0;1;0;0;1;1;0;1
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;POREÈ - PARENZO;014;POREÈ - PARENZO;"DJEÈJI VRTIÆ ""RADOST""";RADE KONÈARA 7, POREÈ;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;POREÈ - PARENZO;015;NOVA VAS;ZGRADA OSNOVNE ŠKOLE;VIŠNJANSKA 32, NOVA VAS;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;POREÈ - PARENZO;016;KUKCI;PROSTORIJA BOÆALIŠTA;JASENOVA 6/A, KUKCI;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;POREÈ - PARENZO;017;ÈERVAR - PORAT;PROSTORIJE MJESNOG ODBORA;PARK UÈKA 2,ÈERVAR-PORAT;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;001;PULA, BIRAÈKO MJESTO 1.;OŠ TONE PERUŠKO;POLJANA SV.MARTINA 6, PULA;44;3;3;3;0;0;1;1;0;1;0;0;3;1;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;002;PULA, BIRAÈKO MJESTO 2.;"PROSTORIJE OŠ ""TONE PERUŠKO""";POLJANA SVETOG MARTINA 6, PULA;32;2;2;2;0;0;0;1;0;1;0;0;2;1;1;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;003;PULA, BIRAÈKO MJESTO 3.;"OŠ ""ŠIJANA""";43. ISTARSKE DIVIZIJE 5, PULA;45;4;4;4;0;0;2;2;1;0;0;0;4;2;0;1
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;004;PULA, BIRAÈKO MJESTO 4.;PROSTORIJE MO KAŠTANJER;KAŠTANJER 8, PULA;23;3;3;3;0;0;3;2;0;0;0;0;2;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;005;PULA, BIRAÈKO MJESTO 5.;PROSTORIJE MO KAŠTANJER;KAŠTANJER 10, PULA;30;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;006;PULA, BIRAÈKO MJESTO 6.;"PROSTORIJE MO ""BUSOLER""";ŠIŠANSKA CESTA 25A, PULA;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;007;PULA, BIRAÈKO MJESTO 7.;PROSTORIJE  MO BUSOLER;ŠIŠANSKA CESTA 106, PULA;31;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;008;PULA, BIRAÈKO MJESTO 8.;"PROSTORIJE MO ""ARENA""";EMOVA ULICA 1, PULA;35;3;3;3;0;0;0;2;0;0;0;0;3;2;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;009;PULA, BIRAÈKO MJESTO 9.;PROSTORIJE HAK-A - AUTO SL 91;STIGLICHEVA 26, PULA;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;010;PULA, BIRAÈKO MJESTO 10.;OŠ VELI VRH;ZAHTILINA 1, PULA;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;011;PULA, BIRAÈKO MJESTO 11.;OŠ VELI VRH;ZAHTILINA ULICA 1;21;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;012;PULA, BIRAÈKO MJESTO 12.;PROSTORIJE MJESNOG ODBORA ŠTINJAN;SELO 2, PULA;13;1;1;1;0;0;0;1;0;0;0;0;1;1;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;013;PULA, BIRAÈKO MJESTO 13.;PROSTORIJE MO MONVIDAL;VALTURSKA ULICA 2, PULA;25;3;3;3;0;0;1;1;0;0;0;0;3;2;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;014;PULA, BIRAÈKO MJESTO 14.;PRIZEMLJE ZGRADE KATASTRA;FORUM 13, PULA;41;2;2;2;0;0;0;1;0;0;0;0;2;1;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;015;PULA, BIRAÈKO MJESTO 15.;"PROSTORIJE OŠ ""CENTAR""";DANTEOV TRG 2, PULA;36;3;3;3;0;0;0;1;0;0;0;0;3;1;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;016;PULA, BIRAÈKO MJESTO 16.;PROSTORIJE DOMA BRAÆE RIBAR;MARSOVOG POLJA 6, PULA;32;3;3;3;0;0;0;2;0;0;0;0;3;2;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;017;PULA, BIRAÈKO MJESTO 17.;EKONOMSKA ŠKOLA PULA;KOVAÈIÆEVA 3;28;6;6;6;0;0;0;3;0;0;0;0;6;3;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;018;PULA, BIRAÈKO MJESTO 18.;PROSTORIJE FILOZOFSKOG FAKULTETA;MATETIÆA RONJGOVA 1, PULA;51;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;019;PULA, BIRAÈKO MJESTO 19.;"PROSTORIJE MO ""VALDEBEK""";POD MURVON 2, PULA;24;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;020;PULA, BIRAÈKO MJESTO 20.;UDRUŽENJE OBRTNIKA PULA;SV. FELICITE 5A, PULA;38;3;3;3;0;0;0;3;1;0;0;0;3;2;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;021;PULA, BIRAÈKO MJESTO 21.;PUÈKO OTVORENO UÈILIŠTE PULA;RIŽANSKE SKUPŠTINE 6, PULA;41;1;1;1;0;0;0;1;0;0;0;0;1;1;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;022;PULA, BIRAÈKO MJESTO 22.;PROSTORIJE OŠ  ŠIJANA;43. ISTARSKE DIVIZIJE 5, PULA;33;5;5;5;0;0;0;0;0;0;0;0;5;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;023;PULA, BIRAÈKO MJESTO 23.;"EX.SNACK BAR ""SLATKICA""";LABINSKA ULICA 2, PULA;10;1;1;1;0;1;0;0;1;0;0;0;1;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;024;PULA, BIRAÈKO MJESTO 24.;"PROSTORIJE MO ""ŠIJANA""";KOPARSKA 46, PULA;59;5;5;4;1;0;0;0;1;0;0;0;3;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;025;PULA, BIRAÈKO MJESTO 25.;PROSTORIJE LOVAÈKOG DRUŠTVA UNION;KUKULJEVIÆEVA 5, PULA;22;2;2;2;0;0;0;1;0;0;1;0;1;1;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;026;PULA, BIRAÈKO MJESTO 26.;CENTAR ZA REHABILITACIJU PULA;SANTORIOVA 11, PULA;34;3;3;3;0;0;0;0;0;0;0;0;3;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;027;PULA, BIRAÈKO MJESTO 27.;"PROSTORIJE MO ""MONTE ZARO""";RADIÆEVA 25, PULA;45;6;6;5;1;0;0;3;0;0;0;0;3;2;1;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;028;PULA, BIRAÈKO MJESTO 28.;"OSNOVNA ŠKOLA ""MONTE ZARO""";BOŠKOVIÆEV USPON 24, PULA;54;1;1;1;0;0;0;1;0;0;0;0;1;1;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;029;PULA, BIRAÈKO MJESTO 29.;ZGRADA TEHNIÈKOG CENTRA;TRG KRALJA TOMISLAVA 9, PULA;47;2;2;2;0;1;0;0;0;0;0;0;1;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;030;PULA, BIRAÈKO MJESTO 30.;ZGRADA TEHNIÈKOG CENTRA;TRG KRALJA TOMISLAVA 11, PULA;58;7;7;7;0;3;1;5;1;1;1;0;5;2;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;031;PULA, BIRAÈKO MJESTO 31.;"PROSTORIJE MO ""VIDIKOVAC""";VOLTIÆEVA 1, PULA;29;2;2;2;0;0;0;0;0;0;0;0;2;0;0;0
012;XII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;PULA - POLA;032;PULA, BIRAÈKO MJESTO 32.;PROSTORIJE SSSH;KRLEŽINA 37, PULA;36;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0
