Rbr IJ;Naziv izborne jedinice;Rbr.županije;Županija;Oznaka Gr/Op/Dr;Grad/opæina/država;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;JOVAN AJDUKOVIÆ, dipl. iur.;mr. sc. DUŠAN BJELAJAC, dr. med.;MILE HORVAT, dipl. iur.;SINIŠA LJUBOJEVIÆ, struè. spec. ing. el.;SRÐAN MILAKOVIÆ, mag. prava;SLAVKO MIRNIÆ, prof.;DRAGOLJUB PETROVIÆ;dr. sc. MILORAD PUPOVAC;MIRKO RAŠKOVIÆ;DRAGAN TODIÆ, dipl. iur.;NENAD VLAHOVIÆ, mag. iur.
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;002;KUPLJENOVO;DRUŠTVENI DOM KUPLJENOVO;KUPLJENOVO, MATIJE GUPCA 57;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;003;POJATNO;VATROGASNI DOM POJATNO;POJATNO, MATIJE GUPCA 90;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;004;ŠIBICE;DRUŠTVENI DOM ŠIBICE;ŠIBICE, ZAGREBAÈKA 2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;005;IVANEC BISTRANSKI;DRUŠTVENI DOM IVANEC;IVANEC BISTRANSKI, STUBIÈKA 75;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;006;JABLANOVEC;DRUŠTVENI DOM JABLANOVEC;JABLANOVEC, STUBIÈKA 305;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;007;ZAPREŠIÆ;SREDNJA ŠKOLA BAN JOSIP JELAÈIÆ;ZAPREŠIÆ, TRG DR. FRANJE TUÐMANA 1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;008;ZAPREŠIÆ;SREDNJA ŠKOLA BAN JOSIP JELAÈIÆ;ZAPREŠIÆ, TRG DR. FRANJE TUÐMANA 1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;009;ZAPREŠIÆ;"OSNOVNA ŠKOLA ""LJUDEVITA GAJA""";ZAPREŠIÆ, LJUDEVITA GAJA 2;6;1;1;1;0;0;0;1;0;0;0;0;1;1;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;010;ZAPREŠIÆ;"OSNOVNA ŠKOLA ""LJUDEVITA GAJA""";ZAPREŠIÆ, LJUDEVITA GAJA 2;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;011;ZAPREŠIÆ;ZDRAVSTVENI CENTAR ZAPREŠIÆ SJEVER;ZAPREŠIÆ, MOKRIÈKA 54;9;1;1;1;0;0;0;1;0;0;0;0;1;1;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;012;ZAPREŠIÆ;ZDRAVSTVENI CENTAR ZAPREŠIÆ SJEVER;ZAPREŠIÆ, MOKRIÈKA 54;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;013;ZAPREŠIÆ;ŠPORTSKO REKREACIJSKI CENTAR;ZAPREŠIÆ, VLADIMIRA NOVAKA 23;2;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;014;ZAPREŠIÆ;POSLOVNI PROSTOR;"ZAPREŠIÆ, ANTE STARÈEVIÆA 11 (""PAVUNA"" D.O.O.)";28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;015;ZAPREŠIÆ;KLUB UMIROVLJENIKA;ZAPREŠIÆ, ULICA PAVLA ŠTOOSA 2 (ULAZ SA ŠETNICE KARDINALA FRANJE KUHARIÆA);5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;016;ZAPREŠIÆ;KLUB UMIROVLJENIKA;ZAPREŠIÆ, ULICA PAVLA ŠTOOSA 2 (ULAZ SA ŠETNICE KARDINALA FRANJE KUHARIÆA);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;017;ZAPREŠIÆ;"OSNOVNA ŠKOLA ""ANTUNA AUGUSTINÈIÆA""";ZAPREŠIÆ, VLADIMIRA NAZORA 2 A;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;018;ZAPREŠIÆ;UDRUGA UMIROVLJENIKA;ZAPREŠIÆ, TRG ŽRTAVA FAŠIZMA 8/I;13;1;1;1;0;1;0;1;0;0;0;1;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;019;ZAPREŠIÆ;PUÈKO OTVORENO UÈILIŠTE;ZAPREŠIÆ, TRG ŽRTAVA FAŠIZMA 11;9;1;1;1;0;0;0;1;0;0;0;0;1;1;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;020;ZAPREŠIÆ;UDRUŽENJE OBRTNIKA;ZAPREŠIÆ, MARŠALA TITA 2;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;021;ZAPREŠIÆ;POSLOVNI PROSTOR;ZAPREŠIÆ, UL. JOŽE MALEKOVIÆA 42;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;022;ZAPREŠIÆ;GRADSKA UPRAVA;ZAPREŠIÆ, NOVA ULICA 10;6;1;1;1;0;0;0;1;0;0;0;0;1;1;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BEDENICA;001;BEDENICA;DRUŠTVENI DOM;BEDENICA 112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BEDENICA;002;BELOSLAVEC;VATROGASNI DOM;BELOSLAVEC BB;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BEDENICA;003;TURKOVÈINA;VATROGASNI DOM;TURKOVÈINA BB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BEDENICA;004;BOSNA;VATROGASNI DOM;BOSNA BB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BEDENICA;005;OMAMNO;VATROGASNI DOM;OMAMNO BB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BEDENICA;006;BIÈAKI;VATROGASNI DOM;BEDENICA BB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BISTRA;001;GORNJA BISTRA;DRUŠTVENI DOM GORNJA BISTRA;GORNJA BISTRA, DEDINJSKA 20;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BISTRA;002;OBOROVO BISTRANSKO;DRUŠTVENI DOM U OBOROVU BISTRANSKOM;OBOROVO BISTRANSKO, FRANJE GULIÆA 24;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BISTRA;003;POLJANICA BISTRANSKA;KULTURNI CENTAR BISTRA;POLJANICA BISTRANSKA, BISTRANSKA 98;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BISTRA;004;DONJA BISTRA;VATROGASNI DOM U DONJOJ BISTRI;DONJA BISTRA, BISTRANSKA 2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BISTRA;005;NOVAKI BISTRANSKI;DRUŠTVENI DOM U NOVAKIMA BISTRANSKIM;NOVAKI BISTRANSKI, SELSKA 43;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BISTRA;006;BUKOVJE BISTRANSKO;DRUŠTVENI DOM U BUKOVJU BISTRANSKOM;BUKOVJE BISTRANSKO, ZAGREBAÈKA 1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BRCKOVLJANI;001;BRCKOVLJANI;"DOM KULTURE ""AUGUST CESAREC""";STJEPANA RADIÆA 80, BRCKOVLJANI;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BRCKOVLJANI;002;HREBINEC;DRUŠTVENI DOM;HREBINEÈKA 81, HREBINEC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BRCKOVLJANI;003;GRAÈEC;DRUŠTVENI DOM;ZAGREBAÈKA 29, GRAÈEC;10;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BRCKOVLJANI;004;ŠTAKOROVEC;DRUŠTVENI DOM;ZAGREBAÈKA ULICA 33, ŠTAKOROVEC;7;2;2;2;0;1;0;1;0;0;0;0;1;0;0;1
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BRCKOVLJANI;005;PRIKRAJ;"DJEÈJI VRTIÆ ""DIDI""";S. RADIÆA 42, PRIKRAJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BRCKOVLJANI;006;GORNJA GREDA;DRUŠTVENI DOM;ZAGREBAÈKA 69, GORNJA GREDA;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BRCKOVLJANI;007;LUPOGLAV;DRUŠTVENI DOM;I. HORVATIÆA 91, LUPOGLAV;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BRCKOVLJANI;008;PREÈEC;DRUŠTVENI DOM;ZAGREBAÈKA ULICA 52, PREÈEC;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BRCKOVLJANI;009;TEDROVEC;DRUŠTVENI DOM;ZAGREBAÈKA ULICA 47, TEDROVEC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BRDOVEC;001;BRDOVEC;KINO-DVORANA BRDOVEC;BRDOVEC, TRG DR. FRANJE TUÐMANA 1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BRDOVEC;002;BRDOVEC;PREDVORJE KINO-DVORANE BRDOVEC;BRDOVEC, TRG DR. FRANJE TUÐMANA 1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BRDOVEC;003;JAVORJE;DRUŠTVENI DOM JAVORJE;JAVORJE, SAVSKA 5A;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BRDOVEC;004;PRIGORJE BRDOVEÈKO;DRUŠTVENI DOM PRIGORJE BRDOVEÈKO;PRIGORJE BRDOVEÈKO, ŠKOLSKA 9;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BRDOVEC;005;PRUDNICE;DRUŠTVENI DOM PRUDNICE;PRUDNICE, PRUDNIÈKA CESTA 2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BRDOVEC;006;ZDENCI BRDOVEÈKI;DRUŠTVENI DOM ZDENCI BRDOVEÈKI;ZDENCI BRDOVEÈKI, ZDENAÈKA 82;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BRDOVEC;007;DRENJE BRDOVEÈKO;DRUŠTVENI DOM DRENJE BRDOVEÈKO;DRENJE BRDOVEÈKO, VATROGASNA 1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BRDOVEC;008;LADUÈ;DRUŠTVENI DOM LADUÈ;GORNJI LADUÈ, ZAGREBAÈKA 47;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BRDOVEC;009;HARMICA;DRUŠTVENI DOM HARMICA;HARMICA, DUBRAVIÈKA 6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BRDOVEC;010;KLJUÈ BRDOVEÈKI;DRUŠTVENI DOM KLJUÈ BRDOVEÈKI;KLJUÈ BRDOVEÈKI, MOKRIÈKA 47;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BRDOVEC;011;ŠENKOVEC;DRUŠTVENI DOM ŠENKOVEC;ŠENKOVEC, ZAGREBAÈKA 44;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BRDOVEC;012;VUKOVO SELO;DRUŠTVENI DOM VUKOVO SELO;VUKOVO SELO, RIBIÈKA 1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;001;DUBRAVA I;"OSNOVNA ŠKOLA  ""DUBRAVA""";UL. SVETE MARGARETE 15, DUBRAVA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;002;DUBRAVA II;ZGRADA OPÆINE;UL. BRAÆE RADIÆ 2, DUBRAVA;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;003;ZETKAN;DRUŠTVENI DOM;ZETKAN;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;004;ZGALIŠÆE;DRUŠTVENI DOM;ZGALIŠÆE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;005;NOVAKI;KUÆA HERMAN BOŽENE;NOVAKI 48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;006;KUNÐEVAC;KUÆA JOVANKE KIŠUR;KUNÐEVAC 4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;007;BREZJE;DRUŠTVENI DOM;BREZJE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;008;GRABEREC;DRUŠTVENI DOM;GRABEREC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;009;BAÐINEC;DRUŠTVENI DOM;BAÐINEC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;010;ŽUKOVEC;DRUŠTVENI DOM;ŽUKOVEC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;011;SVINJAREC;DRUŠTVENI DOM;SVINJAREC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;012;KOSTANJ;DRUŠTVENI DOM;KOSTANJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;013;PODLUŽAN;DRUŠTVENI DOM;PODLUŽAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;014;GORNJI VUKŠINAC;KUÆA BRANKOVIÆ BRANKA;GORNJI VUKŠINAC 55;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;015;DONJI VUKŠINAC;DRUŠTVENI DOM;DONJI VUKŠINAC;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;016;ZVEKOVAC;DRUŠTVENI DOM;ZVEKOVAC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;017;GORNJI MARINKOVAC;DRUŠTVENI DOM U GORNJEM MARINKOVCU;GORNJI MARINKOVAC;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;018;DONJI MARINKOVAC;KUÆA GOLUBIÆ ÐURE;DONJI MARINKOVAC 12;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;019;MOSTARI;DRUŠTVENI DOM;MOSTARI;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;020;RADULEC;DRUŠTVENI DOM;RADULEC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;021;PARUŽEVAC;DRUŠTVENI DOM;PARUŽEVAC;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;022;DUBRAVSKI MARKOVAC;DRUŠTVENI DOM;DUBRAVSKI MARKOVAC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;023;KORITNA;DRUŠTVENI DOM;KORITNA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;024;LADINA;DRUŠTVENI DOM;LADINA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;025;NOVA KAPELA;DRUŠTVENI DOM;NOVA KAPELA;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;026;STARA KAPELA;DRUŠTVENI DOM;STARA KAPELA;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;027;HABIJANOVAC;DRUŠTVENI DOM;HABIJANOVAC;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVICA;001;DUBRAVICA;ZGRADA OPÆINE U DUBRAVICI;DUBRAVICA, PAVLA ŠTOOSA 3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVICA;002;BOBOVEC ROZGANSKI;VATROGASNI DOM BOBOVEC;BOBOVEC ROZGANSKI, KUMROVEÈKA CESTA 222;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVICA;003;KRAJ GORNJI DUBRAVIÈKI;DRUŠTVENI DOM STARINA;KRAJ GORNJI, ANTUNA MIHANOVIÆA 40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVICA;004;VUÈILÈEVO;VATROGASNI DOM VUÈILÈEVO;VUÈILÈEVO, III. SUTLANSKA CESTA 4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVICA;005;PROSINEC;VATROGASNI DOM PROSINEC;PROSINEC, UL. SUTLANSKE DOLINE 86 A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVICA;006;LUKAVEC SUTLANSKI;ZGRADA STARE ŠKOLE;DUBRAVICA, PAVLA ŠTOOSA 38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;FARKAŠEVAC;001;FARKAŠEVAC;ZGRADA OPÆINE (PRIZEMLJE-MALA ŠKOLA);FARKAŠEVAC 43;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;FARKAŠEVAC;002;KABAL;DRUŠTVENI DOM KABAL;KABAL;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;FARKAŠEVAC;003;DONJI MARKOVAC;DRUŠTVENI DOM DONJI MARKOVAC;DONJI MARKOVAC;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;FARKAŠEVAC;004;DONJI BOLÈ;DRUŠTVENI DOM DONJI BOLÈ;DONJI BOLÈ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;FARKAŠEVAC;005;GORNJI BOLÈ;DRUŠTVENI DOM GORNJI BOLÈ;GORNJI BOLÈ;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;FARKAŠEVAC;006;MAJUR;DRUŠTVENI DOM MAJUR;MAJUR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;FARKAŠEVAC;007;BREZINE;DRUŠTVENI DOM;BREZINE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;FARKAŠEVAC;008;MAÈKI;DRUŠTVENI DOM;MAÈKI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;FARKAŠEVAC;009;PRAŠÆEVAC;DRUŠTVENI DOM PRAŠÆEVAC;PRAŠÆEVAC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;FARKAŠEVAC;010;ZVONIK;DRUŠTVENI DOM;ZVONIK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;FARKAŠEVAC;011;ŽABNICA;DRUŠTVENI DOM;ŽABNICA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;FARKAŠEVAC;012;IVANÈANI;DRUŠTVENI DOM U IVANÈANIMA;IVANÈANI;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
