Rbr IJ;Naziv izborne jedinice;Rbr.županije;Županija;Oznaka Gr/Op/Dr;Grad/opæina/država;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;AUTOHTONA - HRVATSKA STRANKA PRAVA - A - HSP;TIN RAVLIÆ;NENO DOŽDOR;TOMISLAV BIUK;MARKO VEKIÆ;MIŠO VERAJA;ALEN DŽANKOVIÆ;LINA LABETIÆ;DANIJELA LUBURIÆ;IVANA ŠKORPUT;MIRJANA KULIŠIÆ;MILAN MIKULIÆ;MARIJANA VRGOÈ;LJUBICA LEKO;ANTONIJO ZIDAR;"""BANDIÆ MILAN 365 - STRANKA RADA I SOLIDARNOSTI"", DEMOKRATSKA PRIGORSKO - ZAGREBAÈKA STRANKA - DPS, DEMOKRATSKA STRANKA ŽENA - DSŽ, HRVATSKA EUROPSKA STRANKA - HES, HRVATSKA RADNIÈKA STRANKA - HRS, HRVATSKA STRANKA ZELENIH - EKO SAVEZ - ZELENI, ISTARSKI DEMOKRATI - DEMOCRATICI ISTRIANI - ID - DI, MEÐIMURSKA STRANKA - MS, NEZAVISNI SELJACI HRVATSKE - NSH, NOVI VAL - STRANKA RAZVOJA - NOVI VAL, STRANKA UMIROVLJENIKA - SU, UMIROVLJENIÈKA DEMOKRATSKA UNIJA - UDU, ZELENI SAVEZ - ZELENI, ZELENA STRANKA - ZS";dr. sc. NEVEN ŠERIÆ, dipl. oec.;JAKŠA BALOEVIÆ, ing.;NELA MIŠE, dr. med.;MIRJANA MIŠETIÆ;SLAÐANA JAKOPOVIÆ, mag. oec.;DALIBOR MUSTAPIÆ, dipl. ing.;KRISTINA LUÈIÆ;ANAMARIJA BEKAVAC, dr. med.;MILICA CIPCI;DAVOR VUKOREPA, prof.;SLAÐAN BOBAN, prof.;DAJANA KROLO KLARIÆ, dipl. oec.;SRÐAN FABJAN, dipl. ing.;TIHANA RAÐA, univ. bacc.;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, HRVATSKA SELJAÈKA STRANKA - HSS, HRVATSKA STRANKA PRAVA DR. ANTE STARÈEVIÆ - HSP AS, BLOK UMIROVLJENICI ZAJEDNO - BUZ, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS, HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS, ZAGORSKA DEMOKRATSKA STRANKA - ZDS, HRAST - POKRET ZA USPJEŠNU HRVATSKU;DAMIR KRSTIÈEVIÆ;ZLATKO ŽEVRNJA;BRANKO BAÈIÆ;MILIVOJ ŠPIKA;PETAR ŠKORIÆ;prof. dr. sc. GORAN DODIG;SANJA PUTICA;BLAŽENKO BOBAN;ANTE BABIÆ;NADOMIR TADIÆ-ŠUTRA;LUKA PODRUG;LOVRO KUŠÈEVIÆ;MIRJANA ÈAGALJ;MARIJA VUÈKOVIÆ;HRVATSKA KONZERVATIVNA STRANKA - HKS, HRVATSKA STRANKA PRAVA - HSP, OBITELJSKA STRANKA - OS;RUŽA TOMAŠIÆ;MIRKO ÈONDIÆ;TOMISLAV JURIÆ;IVICA PRIMORAC;IVAN GUDIÆ;GRGO JELAVIÆ-MITROVIÆ;MARIJANA TROGRLIÆ;MIRIAM LAZIÆ;SUNÈANA COKARIÆ;PERICA TOLJ;ZDRAVKO GALIÆ;ANITA GUDIÆ;NIVES KERA;DENIS BEVANDA;MOST NEZAVISNIH LISTA - MOST;prof. dr. sc. IVAN KOVAÈIÆ;MARIO KLOBUÈIÆ, prof. inf. teh. kul.;MARO KRISTIÆ, mag. oec.;DORIS TOMLJANOVIÆ;IVAN ŠARIÆ, prof.;MATE REBIÆ, dipl. ing. el.;SARA ALUJEVIÆ;IVAN KRŽELJ;MARIJA LOZO, mag. soc. et. ethnol.;IVO TOMASOVIÆ, dipl. oec.;dr. sc. KATJA ŽANIÆ;dr. art. KRISTINA KOJAN GOLUŽA;RINA MARUŠIÆ, mag. med. bioch.;BOŽO PETROV, dr. med.;NARODNA STRANKA - REFORMISTI - REFORMISTI, DUBROVAÈKI DEMOKRATSKI SABOR - DDS, NAPRIJED HRVATSKA! - PROGRESIVNI SAVEZ IVE JOSIPOVIÆA, STRANKA HRVATSKIH UMIROVLJENIKA - UMIROVLJENICI, ZELENI FORUM;JAKŠA MARASOVIÆ;PERO VIÆAN;DAMIR VIDOŠEVIÆ;VLADIMIR BABIÆ;ZVONIMIR TOLIÆ;ANTE LINÈIR;MARJAN ŠARE;MAJA DVORNIK;ALISA MATELJAN;MATKO UTROBIÈIÆ;DRAŽANA MARTINOVIÆ MAMIÆ;VIKTOR PLEÆAŠ;IRENA BALABAN;ÐELO JUSIÆ;ODRŽIVI RAZVOJ HRVATSKE - ORaH;ROBERT ÈARIJA, dr. med.;NATALIJA RAJÈIÆ, dipl. ing.;IGOR SKOKO;LIVIJA PLANÈIÆ, dipl. oec.;MARKO PRIBISALIÆ;NIKOLINA VISKOVIÆ KADIJEVIÆ;IGOR JURIŠIÆ;NATAŠA DEKOVIÆ;BORIS ŽUVELA;DIVNA LUKIÆ, bacc. ing.;ZORAN JAKUS, dipl. ing.;ANÐELA VARKAŠ;LEO ŽANETIÆ;DOROTEA LUKETIN;U IME OBITELJI - PROJEKT DOMOVINA;TOMISLAV POLJAK;doc. dr. sc. HRVOJE KALINIÆ;GVIDO PIASEVOLI, dipl. ing.;GROZDANA PAVLETIÆ-ADORIÆ, prof.;BORKO GUNJAÈA, dipl. ing.;VESNA UJEVIÆ;MARIN DIVIÆ, prof.;IVANA BILIÆ ANTIÈEVIÆ;STANKO PRCELA;DARKO PEJKOVIÆ, mag. theol.;MIRJANA ZEMUNIK;JERKO ŽUPA, prof.;ANITA LIVAJIÆ, prof.;VESNA PROLIÆ;AKCIJA MLADIH - AM;TOMISLAV MAMIÆ;JURE UGRINA;ANA ŠUŠNJAR;MARKO MILJAK;ANA PROLIÆ;ANTE KARIN;JANA HEDER;IVANA BAKAVIÆ;PREDRAG STOJKOVIÆ;NATAŠA SLAVIÆ MUDROVÈIÆ;TAMARA MIHIÆ;BRANKA KURELIÆ;LJUBO MAMIÆ;DENI OREB;HRVATSKA KRŠÆANSKA DEMOKRATSKA UNIJA - HKDU, HRVATSKA DEMOKRATSKA STRANKA, NACIONALNI DEMOKRATI - ND;MATEJ PERIŠIÆ;IVAN TUKOVIÆ;BOŽICA PUÈKO;MARIA REMENAR;ANDRO CEKOVIÆ;MARKO MARTINJAK;IOAN CERVENEAC;VINKO PSARIÆ;DRAGO KULJI;JASMINKO JAHIÆ;SLAVICA TUKOVIÆ;DAMIRKA ZMIŠA;TAJANA MAJDANDŽIÆ;JAGODA GOLUBIÆ;HRVATSKA ZORA STRANKA NARODA - HZ;MILAN KUJUNDŽIÆ;prof. dr. sc. BOŽO BOTA;DUŠKO MARUŠIÆ;ŽELJKO LASIÆ;VINKA BOTICA;RATKO GLAMUZINA;EDITA BURÈUL;FRANE ADRIÆ;DEA ZOVKO;EÐICIO BOTICA;JELENA FILIPOVIÆ;VESNA KUŠTRE;ZORANA PERIÆ;MATE MATKOVIÆ;PAMETNO;MARIJANA PULJAK;KRISTINA VIDAN;ŽELJKO DOMAZET;ALEN HARAPIN;NATALIA BAZINA;MARIJAN BILIÆ-PRCIÆ;IVICA PULJAK;MARIANA BUCAT;RANKO GOIÆ;MARIJANA PEZELJ;BRANIMIR URLIÆ;MLADEN BANOVIÆ;VESNA ÈUBRIÆ;JAKOV PRKIÆ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS, HRVATSKA STRANKA UMIROVLJENIKA - HSU, HRVATSKI LABURISTI - STRANKA RADA, AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A - HSS, ZAGORSKA STRANKA - ZS;ANTE KOTROMANOVIÆ;BRANKO GRÈIÆ;ARSEN BAUK;DARKO PARIÆ;DAVOR PENIÆ;VALENTIN DUJMOVIÆ;NIKŠA PERONJA;VESELKO GABRIÈEVIÆ;TONÆI BILIÆ;IVANA MARKOVIÆ;TONKA IVÈEVIÆ;LUCE GVOZDEN;SRÐAN GJURKOVIÆ;LJUBICA BRAILO;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP;RANKO ADORIÆ, dipl. ing.;LOVRO REIÆ;ZORAN IVÈEVIÆ, dipl. ing.;DANICA VOJNOVIÆ, oec.;dr. sc. GORAN PERIÆ;NIKOLAY PECHALOV;JUSTINA KORDIŠ;doc. dr. sc. PAVLE VUKÈEVIÆ;TADIŠA MILOŠEVIÆ, dipl. iur.;HABIBA KUÈANIN;JELISAVA STOJAKOVIÆ;IVO TUDOR;JANJA RAKIÈEVIÆ;DORIS JANKOVIÆ BALENTIÆ;ŽELJKO KERUM - HRVATSKA GRAÐANSKA STRANKA;ŽELJKO KERUM;PETROSLAV SAPUNAR;LIDIJA BEKAVAC;DAMIR MARGETA;MIRANDA IVANIŠEVIÆ DVORNIK;KATIJA JONJIÆ;IVANA SERDAREVIÆ;MARIJA LESKUR;NINA GRUICA;DRAŽEN DELIÆ;NEVEN PETROVIÆ;IGOR STANIŠIÆ;DINKO ÆEPULO;SAŠA HORVAT;ŽIVI ZID;SINIŠA GABRIÆ;HRVOJE KEKEZ;HRVOJE KUKULJICA;IVANÈICA ZNAOR;DAVORKA KRIŽEVIÆ;DAVOR PASTUOVIÆ;ZRINKO ŠAMIJA;FILIP SENTA;NERA BALIÆ;ŽELJKO HENEZI;VESNA RIBIÆ;TONÈI DRPIÆ;IVANA BUŠIÆ;NATAŠA KUTNOHORSKY
010;X. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;METKOVIÆ;006;METKOVIÆ;"ZGRADA""METKOVIÆ RAZVOJ""D.O.O.";UL. KRALJA ZVONIMIRA 22;1057;720;720;713;7;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;332;138;6;15;0;0;3;0;2;1;1;4;1;0;43;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;247;5;6;0;0;0;0;1;0;0;0;0;0;0;202;13;0;13;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;99;43;6;1;0;1;2;0;0;0;0;0;15;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;METKOVIÆ;007;METKOVIÆ;ZGRADA POLITIÈKIH STRANAKA;UL.KRALJA ZVONIMIRA 20;710;452;452;443;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172;83;0;5;0;0;9;5;0;0;2;7;0;0;12;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;174;4;0;0;0;0;0;0;0;1;0;0;0;0;158;6;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;30;4;2;0;1;1;0;0;1;3;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;1;0;0;0;1;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;METKOVIÆ;008;METKOVIÆ;SREDNJA ŠKOLA METKOVIÆ;UL.KRALJA ZVONIMIRA 12;1194;789;789;778;11;7;1;0;0;0;4;0;0;0;0;0;0;0;0;1;7;1;2;0;0;0;0;0;0;0;0;0;0;0;0;366;162;6;5;0;0;13;6;0;2;1;10;0;1;50;6;1;1;0;4;0;0;0;0;0;0;0;0;0;0;256;3;7;1;0;2;0;0;0;0;0;0;1;0;215;24;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;39;5;9;0;0;0;0;0;0;0;2;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;METKOVIÆ;009;METKOVIÆ;SREDNJA ŠKOLA METKOVIÆ;UL.KRALJA ZVONIMIRA 12;1067;685;685;676;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;137;0;8;0;0;2;1;1;3;1;13;0;0;51;4;1;0;0;1;0;0;0;0;0;2;0;0;0;0;245;4;3;0;0;2;0;0;1;0;0;1;0;0;186;14;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;43;3;1;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;7;0;0;0;0;0;0;1;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;METKOVIÆ;010;METKOVIÆ;PROSTOR METKOVIÆ D.O.O.;MOSTARSKA 10 (UNKA);811;527;527;523;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;2;0;0;0;0;0;0;0;0;0;0;0;0;245;123;1;6;0;1;8;3;0;0;0;3;0;2;24;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;174;5;4;1;0;1;0;0;0;0;0;0;0;0;129;7;0;5;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;40;0;3;2;1;0;0;0;0;0;0;4;1;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;1;0;0;0;0
010;X. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;METKOVIÆ;011;METKOVIÆ;DRŽAVNI ARHIV;A.HEBRANGA 8;1069;687;684;674;10;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;324;167;6;4;0;1;11;5;1;0;0;15;0;0;20;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;252;5;17;1;0;0;0;0;0;1;0;0;0;0;201;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;70;39;4;1;0;2;1;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;1;0
010;X. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;METKOVIÆ;012;METKOVIÆ;PROSTOJ LJEKARNE DRAŽENOVIÆ;PUT NARONE 6.;1218;775;774;767;7;6;1;0;1;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;310;126;3;9;2;0;15;1;3;0;1;14;0;0;26;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;306;2;29;1;0;3;1;0;0;0;0;0;0;0;226;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;107;47;5;2;0;0;0;0;0;1;0;0;12;2;2;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;0;0;0;0;0;2;0;0;0;0;1;0
010;X. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;METKOVIÆ;013;METKOVIÆ;"OŠ""DON M.PAVLINOVIÆ""";A.STEPINCA BR.2.;959;638;638;625;13;4;2;0;1;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;252;123;5;5;0;1;4;1;2;0;0;16;0;0;24;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;247;1;8;0;0;6;0;0;0;0;0;0;0;0;208;4;0;3;0;0;0;0;0;0;0;0;0;1;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;0;1;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;46;3;2;0;1;0;0;0;0;0;0;4;5;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;4;0;1;0;0;0;0;1;0;0;0;0;1;0
010;X. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;METKOVIÆ;014;METKOVIÆ;"OŠ""DON M.PAVLINOVIÆA""";A.STEPINCA 2;1181;813;811;793;18;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;1;0;0;0;0;0;0;0;336;181;4;2;0;0;5;0;0;0;0;8;0;0;56;6;5;1;0;0;0;0;0;0;0;0;0;0;0;0;295;2;5;0;0;1;0;0;0;0;0;0;0;0;245;14;0;10;0;0;0;0;0;0;0;0;0;4;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;115;63;4;10;2;0;0;0;0;0;0;0;4;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;METKOVIÆ;015;VID;DRUŠTVENE PROSTORIJE;VID, LEDENE GOSPE 22;647;424;424;412;12;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;197;79;1;4;0;0;2;3;0;0;0;1;0;4;44;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;153;12;0;0;1;0;0;0;0;1;0;0;0;0;107;4;0;3;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;15;1;1;0;0;0;0;0;0;0;0;1;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;1
010;X. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;METKOVIÆ;016;PRUD;PODRUÈNA ŠKOLA PRUD;PRUD;441;325;325;320;5;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;179;64;1;1;0;0;12;2;1;0;0;0;0;0;6;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;111;0;5;0;0;0;1;0;0;0;0;0;0;0;71;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;7;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;OMIŠ;001;PRIKO I;PROSTORIJE HVIDRE;ÈETVRT VRILO 5 - OMIŠ;1626;997;996;984;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;398;189;20;4;1;11;16;1;12;3;2;16;2;3;1;14;3;8;0;0;0;0;0;0;0;0;0;0;0;0;329;182;1;0;0;0;0;1;2;0;5;0;0;13;72;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6;2;0;0;0;0;0;1;0;0;0;0;0;0;0;16;1;0;0;0;8;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;4;1;7;0;0;0;0;0;0;0;0;0;1;0;9;5;0;0;1;0;0;0;0;0;0;0;0;0;0;171;72;9;8;3;0;0;1;0;1;0;2;1;9;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;13;3;0;0;0;0;0;0;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;OMIŠ;002;PRIKO II;PROSTORIJE KOM. ODJELA GRADA OMIŠA;ÈETVRT ŽARKA DRAŽOJEVIÆA BB - OMIŠ;1040;673;673;663;10;5;0;0;3;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208;91;12;2;0;0;24;0;5;1;0;15;0;1;1;5;2;0;2;0;0;0;0;0;0;0;0;0;0;0;244;132;0;0;0;0;1;0;5;1;2;0;0;2;49;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;154;72;7;10;0;0;0;0;0;0;0;0;0;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;19;4;0;1;0;0;0;0;0;0;0;0;0;0;1
010;X. IZBORNA JEDINICA;17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;OMIŠ;003;PUNTA - STARI GRAD;MJESNI ODBOR;FOŠAL BROJ 6 - OMIŠ;1198;767;766;756;10;4;1;0;1;1;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;236;87;16;6;0;2;12;0;5;3;5;15;3;3;2;13;9;4;0;0;0;0;0;0;0;0;0;0;0;0;270;161;0;0;0;0;0;0;1;1;12;0;0;5;44;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;12;2;0;0;0;5;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;10;9;0;0;0;0;0;0;0;0;0;0;0;0;1;14;11;0;1;0;0;0;0;0;0;0;0;0;0;0;164;81;9;13;0;0;0;0;0;0;1;1;3;11;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;7;0;0;1;0;0;0;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;OMIŠ;004;MLIJA;DVD OMIŠ;VANGRAD BROJ 19 - OMIŠ;1518;949;949;938;11;5;2;0;1;0;0;1;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;308;156;19;2;0;0;12;3;15;5;2;8;0;2;1;7;4;2;0;0;0;0;0;0;0;0;0;0;0;0;349;232;0;0;0;0;0;0;4;0;2;0;0;6;55;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;0;0;3;0;0;0;0;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;2;10;6;0;0;0;0;0;0;0;0;0;0;0;1;1;214;92;18;16;1;0;0;0;0;0;1;2;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;18;5;0;0;0;0;0;0;0;0;0;0;0;0;0
