Rbr izborne jedinice biraèa;Naziv izborne jedinice biraèa;Rbr.županije;Županija;Oznaka Gr/Op/Dr;Grad/opæina/država;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;AUTOHTONA - HRVATSKA STRANKA PRAVA - A - HSP;MARKO PILAŠ, dr. med. dent.;FILIP KOVAÈEVIÆ;IVANKA ÈEPLE;DALIBOR FUÆAK;NIKOLA TOMLJENOVIÆ;ROSANO VOSILLA;KREŠIMIR ŠIKIÆ;EDO TURK;ANTONIO SALVI;IVICA ŠIMIÆ;VEDRAN VESEL;SANJIN KOSIÆ;FRANJO OŠTARÈEVIÆ;DANIJEL KESTELI;"""BANDIÆ MILAN 365 - STRANKA RADA I SOLIDARNOSTI"", ISTARSKI DEMOKRATI - DEMOCRATICI ISTRIANI - ID - DI, DEMOKRATSKA PRIGORSKO - ZAGREBAÈKA STRANKA - DPS, DEMOKRATSKA STRANKA ŽENA - DSŽ, HRVATSKA EUROPSKA STRANKA - HES, HRVATSKA RADNIÈKA STRANKA - HRS, HRVATSKA STRANKA ZELENIH - EKO SAVEZ - ZELENI, MEÐIMURSKA STRANKA - MS, NEZAVISNI SELJACI HRVATSKE - NSH, NOVI VAL - STRANKA RAZVOJA - NOVI VAL, STRANKA UMIROVLJENIKA - SU, UMIROVLJENIÈKA DEMOKRATSKA UNIJA - UDU, ZELENI SAVEZ - ZELENI, ZELENA STRANKA - ZS";DAMIR KAJIN;BRUNO POROPAT;dr. sc. KATARINA TOKOVIÆ, dipl. oec.;mr. sc. JOSIP-ANTON RUPNIK, dipl. oec.;LIDIJA STIPLOŠEK;VILI JELETIÆ;FRANE MILAT;RODOLJUB KOSIÆ;ELIZABETA RUBINIÆ;MARIJA TURINA;LILIJANA VRANJICAN, prof.;MONIKA DEROSI;MILAN POPADIÆ, prof.;BRANKO RUŽIÆ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, HRVATSKA SELJAÈKA STRANKA - HSS, HRVATSKA STRANKA PRAVA DR. ANTE STARÈEVIÆ - HSP AS, BLOK UMIROVLJENICI ZAJEDNO - BUZ, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS, HRAST - POKRET ZA USPJEŠNU HRVATSKU, HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS, ZAGORSKA DEMOKRATSKA STRANKA - ZDS;OLEG BUTKOVIÆ;ANTON KLIMAN;LUCIAN VUKELIÆ;DARIO KONTA;TOMISLAVA ZEÈEVIÆ PEDIÆ;MIRIAM KERVATIN;IVAN KIRIN;SUNÈANA GLAVAK;DOBRICA RONÈEVIÆ;JOSIP BORIÆ;ZRINKO KAJFEŠ;IVAN JAKŠIÆ;DINKO BEAKOVIÆ;BRANKA MALNAR;HRVATSKA KONZERVATIVNA STRANKA - HKS, HRVATSKA STRANKA PRAVA - HSP, OBITELJSKA STRANKA - OS;MILE BIONDIÆ;DALIBOR JUKIÆ;ALEKSANDRA BURDA;IVAN IVOŠIÆ;ANTE BARABA;JOSIP REP;LJILJANA MILANOVIÆ-LITRE;SANJA DOMAZET;BRUNO ÆUTIÆ;JOSIP TOMIÈIÆ;RUŽICA ANDRIJANIÆ;MARIO MORO;IVA DOŠLIÆ;BRIGITA ŠLAT;MOST NEZAVISNIH LISTA - MOST;dr. sc. INES STRENJA-LINIÆ, dr. med.;doc. dr. sc. TEA GOLJA, dipl. oec.;mr. sc. ZVONIMIR PERANIÆ, prof.;ROBERT DORIÆ, prof.;NIKICA PAŽIN, dipl. oec.;prof. dr. sc. MIRKO ŠTIFANIÆ;DARIO ÈEHIÆ, dipl. iur.;mr. sc. MAJDA ŠALE, dipl. oec.;GORAN DOMAZET, dr. vet. med.;SANJA DUNDOVIÆ, dipl. iur.;TONI PRANJIÆ, dipl. iur.;VEDRAN ANTIÆ, dipl. ing.;ADELINA BARUKÈIÆ, bacc. ing.;PETRA MANDIÆ, dipl. iur.;NAPRIJED HRVATSKA! - PROGRESIVNI SAVEZ IVE JOSIPOVIÆA, NARODNA STRANKA - REFORMISTI - REFORMISTI, STRANKA HRVATSKIH UMIROVLJENIKA - UMIROVLJENICI, ZELENI FORUM, DUBROVAÈKI DEMOKRATSKI SABOR - DDS;SLAVKO LINIÆ;DINO KOZLEVAC;LUKA DENONA;DRAGAN MILJENOVIÆ;DAMIR CAR;ANDREJA RUDANÈIÆ-LUGARIÆ;SANJA BOSNIÆ;DRAŽEN MITROVIÆ;ANA VIÈEVIÆ GRAÈANIN;SNJEŽANA HERAK;doc. dr. sc. TICIJAN PERUŠKO;PETRA PELOZA;DENIS MARTINÈIÆ;MARINA TOMEÈAK;ODRŽIVI RAZVOJ HRVATSKE - ORaH;dr. sc. ANA BOBINAC;doc. dr. sc. ALEN PROTIÆ;DRAGICA PRŠO;SAŠA MENDICA;MILENA PANIÆ-GAÈIÆ;DALIBOR SUŠIÆ;JASNA BOGUNOVIÆ;VEDRAN VRSALOVIÆ;MAJA VIZJAK;IVAN ISKRA;IVANA KRTINIÆ;VALENTIN DIDOVIÆ;DANIELA BURŠIÆ;RENATO ÆORLUKA;U IME OBITELJI - PROJEKT DOMOVINA;BLAŽENKA KULIÆ, dipl. ing. šum.;ANITA RONÈEVIÆ;SILVANA VOZILA;SANJA ŠTERN-VUKOTIÆ, prof.;DUBRAVKO ANTONIÆ;IGOR DUNÐER, dipl. ing.;TOMISLAV ŠTIVOJEVIÆ;DENIS MARINOVIÆ;MILENA ŽITINIÆ;DARIO PERKOVIÆ;VESNA STEINER-IBRAHIMPAŠIÆ, dipl. oec.;GORDANA BARIÆ;MARIJA VRBETA;IVICA VUKELIÆ;AKCIJA MLADIH - AM;MARIO ALEMPIJEVIÆ, univ. spec. oec.;ANDREJ BRIŠÈIK;ANET TROPE;SANJA SLAVIÆ;dr. sc. ROBERT KURELIÆ;TESA SOLDIÈIÆ;TADEJ KRASNIQI;LOLA ŽEŽELIÆ;DAVID KURTI;ROBERT BRAVAR;PETRA TRIPAR;ANDREA HEÆIMOVIÆ;ALAN SANKOVIÆ;IGOR PUŽ;ISTARSKI DEMOKRATSKI SABOR - IDS, PRIMORSKO GORANSKI SAVEZ - PGS, LISTA ZA RIJEKU - RI;BORIS MILETIÆ;GIOVANNI SPONZA;TULIO DEMETLIKA;DARIJO VASILIÆ;SANDRA ÆAKIÆ KUHAR;TAMARA MORANJAK;DARKO LORENCIN;EMIL DAUS;SARA BUŽLETA;NATAŠA MILJAK;ROBERTA KALÈIÆ SAVATOVIÆ;TEA MIÈIÆ BADURINA;MARIN GRGETA;VALTER FLEGO;POKRET ZAJEDNO;SLAVICA ŠOTA;VEDRANA SPADONI ŠTEFANIÆ;RADOVAN SMOKVINA;JOSIP GABRIÆ;ZDENKA PRPIÆ;IVICA LUKIÆ;MARIJAN ŠEGOTA;STELLA GABRIÆ;VALTER KOCIJANÈIÆ;LOLITA KOCIJANÈIÆ;JOVANKA BARIÆ;VESO ÈOSIÆ;MAKS KOSJEK;ŽIVKO PAVLETIÆ;RADNIÈKA FRONTA - RF;ŽELJKO MARKOVIÆ;BISERKA MOMÈINOVIÆ;DALIBOR VIDOVIÆ;MAJA NOVAK;MLADEN MOMÈINOVIÆ;IVANA PEIN;NIJAZ DELIÆ;ANÐELKA ANTULOV;DRAGAN PRGONJIÆ;DRAŽENKA KOSIÆ;NEDŽIB BAJRIÆ;ANITA MARIN;ZVONKO TRPÈEVSKI;IVICA LAÐAREVIÆ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS, HRVATSKA STRANKA UMIROVLJENIKA - HSU, HRVATSKI LABURISTI - STRANKA RADA, AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A - HSS, ZAGORSKA STRANKA - ZS;ŽELJKO JOVANOVIÆ;PEÐA GRBIN;SILVANO HRELJA;NANSI TIRELI;ANA KOMPARIÆ DEVÈIÆ;TANJA VRBAT GRGIÆ;DINO MANESTAR;DANIJEL FERIÆ;ANDREJ POROPAT;SANDRA KRPAN;GORDANA VUKOŠA;ADA DAMJANAC;MIRELA AHMETOVIÆ;WALTER VOLK;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP;VLADIMIR KAPURALIN;KRISTOFOR ŠTOKIÆ;DAVOR RAKIÆ;RUŽA KNEŽEVIÆ;IVICA DOMIJAN;NATAŠA FALJIÆ;JOSIP POLDAN;ALDA PETROVIÆ;MAKSIM BILOBRK;NEDELJKA KOS;VALTER JUGOVAC;MILKA VALIDŽIÆ;ZAHIDA DEDUKIÆ;ANDREA DEGOBBIS;ŽIVI ZID;DUŠAN CVETANOVIÆ;ANTONIO DRAŽOVIÆ;NENSI KRUPIÆ;MARIJA GAŠPAR;ZORAN MAÆEŠIÆ;MIHAELA LOVRIÆ;JADRANKA PLANTAK;DOLORES STARÈEVIÆ;TAMARA TEODOROVIÆ;EMANUEL RUDAN;DINO KUSTIÆ;KRUNOSLAV RAGO;MATEA IVANÈEK;LAVJAN VOZILA
008;VIII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;001;PU 09-23, ZAPREŠIÆ;OSNOVNA ŠKOLA ANTUNA AUGUSTINÈIÆA;ZAPREŠIÆ, VLADIMIRA NAZORA 2A;11;9;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BISTRA;001;DOM 87, NOVAKI BISTRANSKI;DOM ZA STARIJE I NEMOÆNE OSOBE SEVEROVIÆ;PODGORSKA 91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BRCKOVLJANI;001;DOM 07, BRCKOVLJANI;CENTAR ZA REHABILITACIJU STANÈIÆ;ZAGRABAÈKA 23;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;grad;DONJA STUBICA;001;DOM 31, DONJA STUBICA;CENTAR ZA REHABILITACIJU VARAŽDIN, PODRUŽNICA PUSTODOL - DONJA STUBICA;PUSTODOL 29G;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;grad;KRAPINA;001;DOM 90, KRAPINA;USTANOVA DOM SVETI NIKOLA DOM ZA STARIJE I NEMOÆNE OSOBE;GAJECA 10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;grad;KRAPINA;002;PU 03-05, KRAPINA;KRAPINA, PROSTORIJE OSNOVNE ŠKOLE LJUDEVIT GAJ;KRAPINA, TRG STJEPANA RADIÆA 1;5;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;grad;ZLATAR;001;PU 06-02, ZLATAR;U OSNOVNOJ ŠKOLI ANTE KOVAÈIÆ - PREDVORJE;ZLATAR;5;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;DESINIÆ;001;DOM 01, DESINIÆ;DOM ZA ODRASLE OSOBE BIDRUŽICA;IVANIÆ DESINIÈKI 30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;KRAPINSKE TOPLICE;001;PU 04-06, KRAPINSKE TOPLICE;U DOMU KULTURE;KRAPINSKE TOPLICE, K. Š. ÐALSKOG 1;17;13;13;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;LOBOR;001;DOM 27, LOBOR;DOM ZA ODRASLE OSOBE LOBOR GRAD;MARKUŠBRIJEG 131;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;STUBIÈKE TOPLICE;001;PU 05-01, STUBIÈKE TOPLICE;U ZGRADI OPÆINSKE VIJEÆNICE;STUBIÈKE TOPLICE, VIKTORA ŠIPEKA 16;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;SVETI KRIŽ ZAÈRETJE;001;DOM 16, SV. KRIŽ ZAÈRETJE;DOM ZA ODRASLE OSOBE ZAGREB, PODRUŽNICA MIRKOVEC;MIRKOVEC 5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;TUHELJ;001;DOM 88, TUHELJSKE TOPLICE;DOM ZA STARIJE I NEMOÆNE OSOBE REZIDENCIJA KASTELAN;BOLNIÈKA CESTA 2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;3;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;grad;GLINA;001;LS 21, GLINA;KAZNIONICA;GLINA, VINOGRADSKA 2;27;14;14;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;3;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;grad;HRVATSKA KOSTAJNICA;001;PU 01-09, HRVATSKA KOSTAJNICA;CENTAR, BIVŠA ZGRADA POGLAVARSTVA;HRVATSKA KOSTAJNICA, TRG KRALJA TOMISLAVA BROJ 2;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
