HDZ,,SDP,,BM 365,,KH,,MOST,,IDS,,HSS,,HNS-LD,,Pametno,,Glas,,NHR,,START,,DPMŠ,,Green-Left,,HDSSB,,Centar,,Fokus,,Možemo!,,RF,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
2014/06/08,0.28724772310286123,2014/06/08,0.2510289426271509,2014/07/24,0.05645589183292282,2015/05/13,0.04287384915453146,2015/08/26,0.035542632936081564,2016/03/19,0.019516851518206924,2016/06/01,0.034848096662754735,2016/04/03,0.029291806476140103,2017/02/01,0.018179226102910784,2019/02/08,0.017921990446123026,2018/12/29,0.03659729912891119,,,2020/03/09,0.1211763830807121,,,,,2021/04/24,0.01396056133159218,2022/02/09,0.032378634357592695,2020/12/28,0.10306699284285692,2022/01/03,0.016978793037901396
2014/06/27,0.3674023537579134,2014/06/27,0.2652283508818328,2014/08/06,0.03196705730673227,2015/05/24,0.10080331906312501,2015/09/03,0.04266806062910128,2016/04/03,0.016224235111324148,2016/06/26,0.021368948247078468,2016/04/19,0.023323939238665048,2017/02/19,0.02445577612853106,2019/02/19,0.06046876807881124,2019/01/13,0.022123506173655716,,,2020/03/24,0.12560083637746078,,,,,2021/05/07,0.028571546637134515,2022/04/09,0.02733681548455341,2021/01/09,0.10831460024132633,2022/03/05,0.013806219937519626
2014/07/06,0.2882766657300121,2014/07/06,0.23785847699961984,2014/08/28,0.07250739681647628,2015/06/05,0.06705400089257674,2015/09/24,0.03978702127307887,2016/04/19,0.019928428569067236,2016/07/02,0.0342650291740359,2016/05/04,0.03844939585778273,2017/03/07,0.023221044975949956,2019/02/25,0.03597993355262069,2019/01/29,0.04102175242565992,,,2020/03/31,0.14607679465776297,,,,,2021/05/24,0.020365729185606363,2022/05/10,0.038346501595067695,2021/01/25,0.10183226169027587,2022/05/04,0.013548984280731868
2014/07/24,0.34301641349443796,2014/07/24,0.26255310005124055,2014/09/06,0.02610208433197242,2015/06/24,0.0866039108084431,2015/10/04,0.05779351724821896,2016/05/04,0.01529818674688832,2016/07/16,0.03181271591265966,2016/05/20,0.020545794145357732,2017/03/22,0.024661564653961188,2019/03/15,0.02023711135721251,2019/02/07,0.022895213144018878,,,2020/04/07,0.10666829203788492,,,,,2021/06/21,0.015435379097175128,2022/06/08,0.0269252384336931,2021/02/06,0.11109274533463365,2022/06/10,0.01416634985702242
2014/08/06,0.3528942627150862,2014/08/06,0.29568505264549827,2014/09/27,0.04554909998512374,2015/07/03,0.06468743285012973,2015/10/19,0.074565282070778,2016/05/20,0.01715028347575992,2016/07/30,0.026822344170978007,2016/06/01,0.03906676143407328,2017/04/03,0.024009900990098976,2019/04/10,0.02569050728111205,2019/02/19,0.06489322137555986,,,2020/04/12,0.11654614125853319,,,,,2021/08/06,0.01432069125109503,2022/07/08,0.028571546637134515,2021/02/19,0.10214094447842115,2022/07/22,0.015349633878245894
2014/08/28,0.34250194218086255,2014/08/28,0.2498971057372849,2014/10/10,0.0269252384336931,2015/07/25,0.09998016496140433,2015/11/07,0.14206391841187455,2016/06/03,0.014577926907882732,2016/10/03,0.025484718755681923,2016/06/21,0.0158641051918213,2017/04/22,0.02733681548455341,2019/05/09,0.02461011752260367,2019/02/18,0.02409564620902821,,,2020/04/27,0.11778087241111423,,,,,2021/08/20,0.022938085753483495,2022/09/08,0.041639118001950415,2021/03/21,0.09946569364782887,2022/09/04,0.016978793037901396
2014/09/06,0.3630807947238798,2014/09/06,0.2972284665862246,2014/10/25,0.05604431478206251,2015/07/31,0.0513111786971685,2015/11/19,0.2078133522868147,2016/06/28,0.016709308064123796,2016/11/04,0.02924035934478253,2016/07/02,0.03896386717135819,2017/05/07,0.026153531463329938,2019/05/26,0.012520041653581004,2019/03/01,0.04307963767996159,,,2020/05/07,0.1093435428684772,,,,,2021/09/01,0.02023711135721251,2022/09/17,0.0418449065273806,2021/04/06,0.10810881171589609,2022/09/11,0.023015256450519828
2014/09/27,0.3508363774607845,2014/09/27,0.24296889204780245,2014/11/07,0.025896295806542236,2015/08/03,0.06911188614687847,2015/12/02,0.1761219193705681,2016/07/14,0.01468082117059788,2016/12/02,0.030140684143539542,2016/07/14,0.01848790889105606,2017/05/23,0.02826286384898924,2019/06/06,0.03206995156944742,2019/03/11,0.02788987214664701,,,2020/05/10,0.1545141242004,,,,,2021/10/05,0.02641076712011764,2022/10/12,0.0442114745698276,2021/04/24,0.11057827402105819,2022/09/26,0.017664754789335324
2014/10/08,0.31065616787054334,2014/10/10,0.2376526884741897,2014/11/25,0.037008876179771555,2015/08/21,0.0382436073323526,2015/12/20,0.16881642671779695,2016/07/30,0.01529818674688832,2016/12/18,0.023666920114381984,2016/07/30,0.0358770392899056,2017/06/04,0.025724805368683712,2019/06/17,0.007272434255111593,2019/03/13,0.026668002776905397,,,2020/05/25,0.1574980578191375,,,,,2021/10/05,0.018179226102910784,2022/11/29,0.01895093307327389,2021/05/08,0.11245609431560849,2022/10/21,0.01663581216218446
2014/10/25,0.36338947751202505,2014/10/26,0.25809434866692016,2014/12/05,0.02178052529793878,2015/08/25,0.08248814029983964,2016/01/05,0.14422469792889137,2016/09/08,0.02702813269640819,2017/01/04,0.02826286384898924,2016/10/03,0.03412783682374915,2017/06/23,0.02404419907767069,2019/07/05,0.016057031934412103,2019/03/15,0.04287384915453146,,,2020/06/13,0.1308484437759302,,,,,2021/10/19,0.013548984280731868,2022/12/10,0.04061017537479955,2021/05/22,0.15965883733615432,2022/11/21,0.025073141704821555
2014/11/07,0.31574943387494014,2014/11/08,0.25509326600439675,2014/12/20,0.038140713069637455,2015/09/03,0.049870659019157326,2016/01/20,0.15965883733615432,2016/10/21,0.031041008942296555,2017/01/22,0.03711177044248659,2016/10/22,0.034856671184647636,2017/07/07,0.022123506173655716,2019/07/15,0.019825534306352144,2019/04/01,0.04497460701829781,,,2020/06/25,0.11253326501264482,,,,,2021/11/05,0.03453941387460946,2023/01/08,0.02949759500157023,2021/06/07,0.15245623894609828,2022/12/06,0.021471842509793504
2014/11/25,0.3486755979437677,2014/11/25,0.2367266401097539,2015/01/08,0.016532917899469368,2015/09/24,0.08331129440156038,2016/02/01,0.1194271806145556,2016/11/03,0.020854476933503008,2017/02/01,0.029291806476140103,2016/11/04,0.0382436073323526,2017/07/22,0.019379659167920116,2019/07/27,0.01886518785434471,2019/04/13,0.037008876179771555,,,2020/07/08,0.07909262963024177,,,,,2021/11/19,0.017921990446123026,2023/01/13,0.039901348231651146,2021/06/22,0.1577038463445677,2022/12/16,0.02178052529793878
2014/12/05,0.3176015306038117,2014/12/05,0.25308682788145265,2015/01/26,0.034333625349179275,2015/10/04,0.04266806062910128,2016/02/20,0.11531141010595214,2016/11/20,0.026668002776905397,2017/02/19,0.03721466470520174,2016/12/01,0.04503462867154828,2017/08/02,0.015092398221458192,2019/09/18,0.0042885006363741485,2019/04/15,0.04686100183474107,,,2020/07/23,0.1014206846394155,,,,,2022/01/03,0.030629431891436243,2023/02/06,0.04150192565166366,2021/06/25,0.20050785963404352,2023/01/16,0.022637977487231176
2014/12/20,0.37285574968181295,2014/12/20,0.26245020578852546,2015/02/04,0.019722640043637052,2015/10/19,0.046578042612274606,2016/02/29,0.10337567563100214,2016/12/01,0.02106026545893319,2017/03/03,0.025381824492966776,2017/01/04,0.04266806062910128,2017/08/21,0.018899485941916372,2019/10/09,0.013034512967156464,2019/04/30,0.045253278979817846,,,2020/08/08,0.07096398287575001,,,,,2022/01/08,0.024953098398320606,2023/03/02,0.0271824740904808,2021/07/08,0.16614117588720478,2023/02/10,0.021266053984363376
2015/01/08,0.38263070463974613,2015/01/08,0.3007268715185375,2015/02/26,0.025741954412469625,2015/11/08,0.04553195094133783,2016/03/19,0.08547207391857714,2016/12/19,0.02610208433197242,2017/03/19,0.028468652374419368,2017/01/19,0.020065620919353988,2017/09/04,0.01946540438684935,2019/10/09,0.004802971949949553,2019/05/09,0.040944581728623586,,,2020/08/23,0.09205730673234269,,,,,2022/01/22,0.018282120365625876,2023/03/15,0.04194780079009569,2021/08/08,0.18610266285393146,2023/03/02,0.021523289641151078
2015/01/26,0.3427077307062927,2015/01/26,0.27809013372121855,2015/03/04,0.020648688408072824,2015/11/21,0.04338832046810687,2016/04/03,0.07538843617249874,2017/01/04,0.018899485941916372,2017/04/02,0.027568327575662355,2017/02/01,0.04822435081571591,2017/09/21,0.020751582670787916,2019/11/09,0.010770839187424552,2019/05/23,0.05604431478206251,,,2020/09/08,0.09267467230863319,,,,,2022/02/09,0.02106026545893319,2023/04/09,0.03958123274764869,2021/08/20,0.2039033703036414,2023/03/19,0.02610208433197242
2015/02/04,0.3780004628175673,2015/02/04,0.3150291740359345,2015/03/26,0.03608282781533573,2015/12/02,0.0382436073323526,2016/04/19,0.07919552389295692,2017/01/23,0.022809467925089644,2017/04/19,0.031041008942296555,2017/02/18,0.020622964842394065,2017/10/05,0.02023711135721251,2019/12/12,0.014192073422701179,2019/05/29,0.0507967073835931,,,2020/09/23,0.09658465429180646,,,,,2022/02/20,0.020751582670787916,2023/04/06,0.017321773913618388,2021/09/05,0.19268789566769698,2023/04/07,0.023452557067058954
2015/02/26,0.35526083075753323,2015/02/26,0.2768554025686375,2015/04/04,0.016738706424899608,2015/12/20,0.0496648704937272,2016/05/04,0.06777426073158233,2017/02/06,0.02422426403742206,2017/05/03,0.02936897717317638,2017/03/03,0.0478127737648556,2017/10/31,0.011388204763715049,2020/01/01,0.007375328517826685,2019/06/08,0.05717615167192841,,,2020/10/24,0.08691259359658837,,,,,2022/02/24,0.015606869535033596,2023/05/01,0.008507165407692696,2021/09/09,0.1645463148151209,2023/04/22,0.023838410552240508
2015/03/04,0.40578191375064054,2015/03/04,0.3352993437908065,2015/04/23,0.03309889419659828,2016/01/05,0.03628861634076597,2016/05/18,0.0905910634886527,2017/02/21,0.027954181060843963,2017/05/20,0.025381824492966776,2017/03/19,0.03217284583216251,2017/11/18,0.022192102348799092,2020/01/12,0.018436461759698486,2019/06/15,0.023323939238665048,,,2020/11/08,0.08825021901188451,,,,,2022/03/03,0.03392204829831896,2023/05/04,0.030938114679581408,2021/09/23,0.20884229491396555,2023/05/16,0.027233921221838375
2015/03/26,0.3499103290963487,2015/03/26,0.28642456900114055,2015/05/07,0.033999218995355296,2016/01/20,0.04493173440883319,2016/06/01,0.07672606158779482,2017/03/02,0.019722640043637052,2017/06/03,0.0345136903089307,2017/03/31,0.04431436883254264,2017/12/01,0.008507165407692696,2020/01/26,0.0077869055686870525,2019/06/26,0.05213433279888924,,,2020/11/21,0.09473255756293492,,,,,2022/03/14,0.017664754789335324,2023/05/29,0.024524372303674435,2021/09/23,0.1812666325063224,2023/06/01,0.1905271161506802
2015/04/04,0.3972416899452884,2015/04/04,0.3302575249177673,2015/05/14,0.006449280153390968,2016/02/01,0.03896386717135819,2016/06/26,0.1401089274202879,2017/03/19,0.03597993355262069,2017/06/23,0.03772913601877714,2017/05/01,0.043285426205391775,2017/12/19,0.03577414502719051,2020/02/21,0.009433213772128413,2019/07/02,0.040301492586654275,,,2020/12/28,0.07662316732507973,,,,,2022/03/26,0.02178052529793878,2023/06/07,0.040301492586654275,2021/10/05,0.19834708011702673,2023/06/07,0.015949850410750532
2015/04/23,0.36976892180036036,2015/04/23,0.2450610753896759,2015/05/24,0.05089960164630819,2016/02/20,0.06900899188416332,2016/07/02,0.1157229871568125,2017/03/31,0.01931106299277674,2017/06/29,0.030355047190862627,2017/05/20,0.03412783682374915,2018/01/01,0.016978793037901396,2020/03/28,0.012520041653581004,2019/07/10,0.025381824492966776,,,2021/01/09,0.08320840013884523,,,,,2022/04/09,0.030526537628721095,2023/06/19,0.010256367873849148,2021/10/05,0.13496421428453365,2023/06/21,0.02023711135721251
2015/05/06,0.3914649120528557,2015/05/05,0.3181160019173871,2015/06/05,0.03196705730673227,2016/02/29,0.04956197623101205,2016/07/14,0.12508636506388532,2017/04/19,0.03896386717135819,2017/07/21,0.03268731714573797,2017/06/03,0.038114989503958696,2018/01/18,0.028983123687994827,,,2019/07/24,0.042359377840956,,,2021/01/25,0.08794153622373924,,,,,2022/04/09,0.019551149605778584,2023/07/02,0.03453941387460946,2021/10/19,0.19194191226301263,2023/07/11,0.014783715433312916
2015/05/18,0.39408626588869244,2015/05/14,0.323980974892147,2015/06/24,0.036391510603481,2016/03/19,0.07127266566389528,2016/07/30,0.12261690275872328,2017/05/01,0.02178052529793878,2017/08/04,0.030140684143539542,2017/06/18,0.027439709747268504,2018/01/29,0.013754772806162052,,,2019/08/12,0.018282120365625876,,,2021/02/06,0.08166498619811896,,,,,2022/04/06,0.01149109902643014,2023/07/11,0.03988991553579396,2021/11/02,0.18713160548108232,2023/08/20,0.018693697416486188
2015/05/24,0.34898428073191295,2015/05/24,0.30185870840840345,2015/07/06,0.034299327261607615,2016/04/03,0.06880320335873319,2016/09/08,0.10265541579199655,2017/05/20,0.03165837451858711,2017/08/22,0.03532826988875848,2017/07/02,0.03292740375873976,2018/02/16,0.03937544422221856,,,2019/08/16,0.043131084811319165,,,2021/02/19,0.09298335509677841,,,,,2022/04/25,0.026513661382832787,2023/08/02,0.028159969586274092,2021/11/05,0.12879055852162846,2023/09/17,0.025484718755681923
2015/06/05,0.36647630539347764,2015/06/05,0.31904205028182286,2015/07/25,0.03762624175606205,2016/04/19,0.07600580174878918,2016/10/03,0.1242632109621647,2017/06/01,0.022192102348799092,2017/09/04,0.03387060116696139,2017/07/21,0.025484718755681923,2018/03/13,0.03597993355262069,,,2019/08/31,0.03252725940373674,,,2021/03/21,0.09586439445280087,,,,,2022/05/10,0.028057075323559055,2023/09/03,0.019722640043637052,2021/11/18,0.17478429395527195,2023/09/30,0.026067786244400704
2015/06/24,0.34085563397742114,2015/06/24,0.34898428073191295,2015/07/31,0.04318253194267674,2016/05/04,0.08588365096943751,2016/10/21,0.10882907155490174,2017/06/20,0.03161264373515815,2017/09/22,0.03361336551017369,2017/08/04,0.02705385626208695,2018/03/29,0.019159171462101998,,,2019/09/10,0.03404209160481986,,,2021/04/06,0.08269392882526982,,,,,2022/05/09,0.01676442999057831,2023/09/17,0.010770839187424552,2021/12/03,0.10996090844476764,2023/10/20,0.023323939238665048
2015/07/03,0.36153738078315345,2015/07/03,0.3336530355873651,2015/08/03,0.03083522041686637,2016/05/20,0.08722127638473365,2016/11/03,0.1182953437246897,2017/06/29,0.016430023636754332,2017/10/05,0.03605710424965697,2017/08/19,0.015478251706639745,2018/04/13,0.03453941387460946,,,2019/09/15,0.028468652374419368,,,2021/04/24,0.09967148217325905,,,,,2022/05/22,0.027439709747268504,2023/10/03,0.03073232615415128,2021/12/22,0.1606877799633052,2023/11/21,0.023632622026810324
2015/07/25,0.3725470668936677,2015/07/25,0.3231578207904263,2015/08/21,0.03155548025587196,2016/06/03,0.08866179606274482,2016/11/21,0.1194271806145556,2017/08/02,0.02188341956065387,2017/10/25,0.023323939238665048,2017/09/04,0.02255223226830194,2018/04/28,0.022637977487231176,,,2019/09/18,0.01848790889105606,,,2021/05/07,0.08814732474916942,,,,,2022/06/10,0.029703383527000415,2023/11/06,0.023426833501380195,2022/01/04,0.11730069918511049,2023/12/22,0.01526388865931666
2015/07/31,0.2907461280351742,2015/07/31,0.2947590042810625,2015/08/25,0.04565199424783878,2016/06/26,0.08999942147804096,2016/12/01,0.10193515595299091,2017/08/21,0.02486735317939137,2017/10/31,0.0382436073323526,2017/09/21,0.014989503958743045,2018/06/04,0.020134217094497364,,,2019/09/29,0.028211416717631665,,,2021/05/22,0.09884832807153832,,,,,2022/06/25,0.03505388518818486,2023/11/21,0.013651878543447016,2022/01/12,0.11953007487727069,2024/01/05,0.01663581216218446
2015/08/03,0.38407122431775736,2015/08/03,0.3540260996049522,2015/09/03,0.0239413048149556,2016/07/02,0.063864278748409,2016/12/19,0.1093435428684772,2017/09/02,0.01581265806046378,2017/11/18,0.026822344170978007,2017/10/25,0.01468082117059788,2018/06/14,0.03858658820806954,,,2019/10/11,0.014449309079488881,,,2021/06/07,0.07837236979123618,,,,,2022/07/12,0.024524372303674435,2023/12/03,0.03803781880692242,2022/01/22,0.1574980578191375,2024/02/28,0.012520041653581004
2015/08/21,0.3086497297475992,2015/08/22,0.3207455219645504,2015/09/24,0.052443015587034514,2016/07/14,0.07559422469792887,2017/01/04,0.10337567563100214,2017/09/19,0.029626212829964083,2017/12/01,0.04266806062910128,2017/11/04,0.015606869535033596,2018/06/14,0.019722640043637052,,,2019/10/14,0.030140684143539542,,,2021/06/22,0.09905411659696856,,,,,2022/07/23,0.025896295806542236,2024/01/07,0.013034512967156464,2022/02/10,0.1522847485082398,,
2015/08/25,0.38619770574720247,2015/09/03,0.37048918163936595,2015/10/04,0.021677631035223688,2016/07/30,0.07003793451131418,2017/01/22,0.09679044281723659,2017/10/01,0.01715028347575992,2017/12/19,0.032378634357592695,2017/11/18,0.02486735317939137,2018/06/29,0.02960048926428538,,,2019/10/31,0.01848790889105606,,,2021/06/25,0.07744632142680047,,,,,2022/08/17,0.029703383527000415,,,2022/02/22,0.14216681267458964,,
2015/09/04,0.3902706036463413,2015/08/31,0.3201738871716888,2015/10/19,0.034024942561034,2016/09/08,0.0650990099009901,2017/02/01,0.086501016545728,2017/10/23,0.0271824740904808,2018/01/01,0.04040438684936942,2017/12/01,0.018590803153771096,2018/07/13,0.038114989503958696,,,2019/11/06,0.03361336551017369,,,2021/07/08,0.08804443048645427,,,,,2022/09/04,0.02979157860932763,,,2022/02/25,0.15194176763252287,,
2015/09/24,0.36647630539347764,2015/09/24,0.3232607150531414,2015/11/07,0.03711177044248659,2016/10/03,0.06355559596026383,2017/02/19,0.09462966330021982,2017/10/31,0.01931106299277674,2018/01/19,0.02476445891667628,2017/12/13,0.03001206631514569,2018/07/27,0.029909172052430544,,,2019/11/12,0.020580092232929448,,,2021/08/08,0.061703499231392234,,,,,2022/09/08,0.015606869535033596,,,2022/03/05,0.1313629150895056,,
2015/10/04,0.3881869948263608,2015/10/04,0.37666283740227113,2015/11/19,0.02774839253541378,2016/10/21,0.05738194019735865,2017/03/07,0.09565860592737069,2017/11/18,0.029806277789715507,2018/01/29,0.03690598191705646,2018/01/01,0.02023711135721251,2018/08/11,0.034024942561034,,,2019/11/28,0.010770839187424552,,,2021/08/20,0.047298302451280194,,,,,2022/09/21,0.03152689851622886,,,2022/03/12,0.14816897799963635,,
2015/10/19,0.3838654357923272,2015/10/19,0.35135084877435996,2015/12/03,0.028854505859600976,2016/11/03,0.05161986148531378,2017/03/20,0.09560715879601317,2017/12/01,0.014886609696028008,2018/02/16,0.028468652374419368,2018/01/30,0.025510442321360682,2018/09/03,0.03166572410878099,,,2020/01/04,0.02229499661151424,,,2021/09/05,0.048635927866576334,,,,,2022/09/15,0.02486735317939137,,,2022/03/25,0.15893857749714874,,
2015/11/07,0.3470292897403263,2015/11/07,0.34332509628258323,2015/12/20,0.04019859832393918,2016/11/21,0.0835170829269905,2017/03/31,0.11345931337708065,2017/12/19,0.023323939238665048,2018/03/07,0.03309889419659828,2018/02/16,0.025176035967536647,2018/09/17,0.0345136903089307,,,2020/01/21,0.016121340848609056,,,2021/09/08,0.06448164432469955,,,,,2022/10/02,0.03601423164019235,,,2022/03/22,0.14679705449676855,,
2015/11/20,0.3060259260483644,2015/11/20,0.3141717218466421,2016/01/05,0.02486735317939137,2016/12/01,0.0537806410023306,2017/04/17,0.08840456040595712,2018/01/18,0.03181271591265966,2018/03/29,0.03137174050102359,2018/03/13,0.02424998760310082,2018/10/03,0.03553405841418866,,,2020/02/01,0.023666920114381984,,,2021/09/24,0.04618933095312866,,,,,2022/10/21,0.03001206631514569,,,2022/04/09,0.1574980578191375,,
2015/12/03,0.3098844609001802,2015/12/03,0.31605811666308536,2016/01/20,0.049047504917436646,2016/12/19,0.08578075670672242,2017/05/01,0.11798666093654442,2018/01/29,0.017356072001190048,2018/03/31,0.02769694540405626,2018/03/22,0.025381824492966776,2018/10/14,0.03747190036198944,,,2020/02/04,0.014577926907882732,,,2021/10/06,0.05379207369818778,,,,,2022/10/30,0.016893047818972162,,,2022/04/09,0.11325352485165041,,
2015/12/20,0.3182188961801022,2015/12/20,0.29362716739119654,2016/02/01,0.020648688408072824,2017/01/04,0.05645589183292282,2017/05/20,0.10286120431742674,2018/02/16,0.03176126878130214,2018/04/13,0.05347195821418532,2018/04/07,0.023838410552240508,2018/10/31,0.02503884361724984,,,2020/02/10,0.004494289161804277,,,2021/10/21,0.06252665333311297,,,,,2022/10/30,0.03961553083522035,,,2022/04/23,0.15631477379791403,,
2016/01/05,0.33118357328220305,2016/01/05,0.3354022380535216,2016/02/20,0.033716259772888835,2017/01/22,0.10419882973272288,2017/06/01,0.08331129440156038,2018/03/13,0.030526537628721095,2018/04/28,0.03134969173044183,2018/04/13,0.013651878543447016,2018/11/12,0.03505388518818486,,,2020/03/06,0.024558670391246096,,,2021/11/02,0.0572790459346435,,,,,2022/11/10,0.014577926907882732,,,2022/05/04,0.14895783401378537,,
2016/01/20,0.31091340352733104,2016/01/20,0.2903345509843138,2016/03/02,0.020751582670787916,2017/02/01,0.07014082877402933,2017/06/23,0.08413444850328106,2018/03/22,0.02229499661151424,2018/05/18,0.04416002743847003,2018/05/18,0.018436461759698486,2018/12/13,0.030114960577860783,,,2020/03/21,0.020751582670787916,,,2021/11/06,0.06158774318583776,,,,,2022/11/18,0.037008876179771555,,,2022/05/10,0.12073050794228007,,
2016/02/01,0.35279136845237113,2016/02/01,0.33869485446040437,2016/03/19,0.04318253194267674,2017/02/19,0.09946569364782887,2017/06/29,0.07538843617249874,2018/04/13,0.03083522041686637,2018/05/31,0.037986371675564845,2018/05/26,0.023838410552240508,2018/12/29,0.022809467925089644,,,2020/04/06,0.02178052529793878,,,2021/11/19,0.06203790558521627,,,,,2022/12/10,0.0282971619365609,,,2022/05/19,0.15348518157324914,,
2016/02/20,0.32202598390056036,2016/02/20,0.29228954197590046,2016/04/03,0.019825534306352144,2017/03/03,0.09123415263062196,2017/07/21,0.07127266566389528,2018/05/18,0.025896295806542236,2018/06/14,0.032995999933883136,2018/06/15,0.022809467925089644,2019/01/13,0.030938114679581408,,,2020/04/17,0.02255223226830194,,,2021/12/05,0.06718261872097059,,,,,2022/12/22,0.0388609729086431,,,2022/06/08,0.11052682688970067,,
2016/02/29,0.3456916643250302,2016/02/29,0.3328298814856444,2016/04/19,0.052751698375179734,2017/03/20,0.08145919767268878,2017/08/02,0.09092546984247674,2018/06/11,0.0269252384336931,2018/07/05,0.027954181060843963,2018/07/13,0.015092398221458192,2019/01/29,0.021094563546504852,,,2020/04/27,0.01483516256467049,,,2021/12/22,0.04647514834955946,,,,,2022/12/31,0.017664754789335324,,,2022/06/25,0.146179688920478,,
2016/03/19,0.3314922560703483,2016/03/19,0.3077236813831634,2016/05/04,0.0209573711962181,2017/04/02,0.08467464338253522,2017/08/21,0.0764173787996496,2018/06/20,0.0269252384336931,2018/07/16,0.03464230813732455,2018/07/27,0.025896295806542236,2019/02/17,0.01946540438684935,,,2020/05/10,0.028983123687994827,,,2022/01/03,0.0752855419097836,,,,,2023/01/08,0.014577926907882732,,,2022/07/08,0.12261690275872328,,
2016/04/03,0.34764665531661687,2016/04/03,0.3384890659349742,2016/05/20,0.0496648704937272,2017/04/19,0.09185151820691251,2017/09/02,0.09061678705433146,2018/06/29,0.022089208086084056,2018/07/29,0.033227512024992134,2018/08/11,0.013651878543447016,2019/03/10,0.030526537628721095,,,2020/05/13,0.01663581216218446,,,2022/01/06,0.06798004925701245,,,,,2023/01/17,0.026153531463329938,,,2022/07/20,0.13280343476751677,,
2016/04/19,0.31842468470553237,2016/04/19,0.31358865435792327,2016/06/01,0.0269252384336931,2017/05/03,0.08853317823435097,2017/09/21,0.08516339113043192,2018/07/13,0.03258442288302282,2018/08/11,0.04822435081571591,2018/09/01,0.023452557067058954,2019/03/13,0.018385014628340912,,,2020/05/27,0.018693697416486188,,,2022/01/22,0.05429511231590606,,,,,2023/01/20,0.03914393213110956,,,2022/08/08,0.11078406254648837,,
2016/05/04,0.339518008562125,2016/05/04,0.3352993437908065,2016/06/26,0.027660197453086566,2017/05/20,0.08557496818129223,2017/10/03,0.09236598952048797,2018/07/27,0.022192102348799092,2018/09/02,0.04091885816294483,2018/09/11,0.013754772806162052,2019/04/13,0.030114960577860783,,,,,,,2022/02/10,0.07747204499247917,,,,,2023/02/06,0.03608282781533573,,,2022/08/17,0.1332150118183772,,
2016/05/20,0.315646539612225,2016/05/20,0.3205854642225492,2016/07/05,0.025210334055108308,2017/06/01,0.07106687713846505,2017/10/25,0.0776521099522306,2018/08/11,0.0269252384336931,2018/09/17,0.043774173953288475,2018/10/09,0.019208168730061648,2019/05/09,0.020751582670787916,,,,,,,2022/02/25,0.08131220586881005,,,,,2023/02/09,0.027645498272698688,,,2022/09/05,0.13691920527612023,,
2016/06/01,0.3069005272814427,2016/06/01,0.3558781963338237,2016/07/14,0.046578042612274606,2017/06/23,0.08084183209639823,2017/10/31,0.10286120431742674,2018/09/02,0.018899485941916372,2018/10/03,0.04201639696523907,2018/10/31,0.021574736772508596,2019/05/28,0.027825563232450112,,,,,,,2022/02/20,0.07785789847766078,,,,,2023/02/19,0.041639118001950415,,,2022/09/08,0.12227392188300634,,
2016/06/26,0.24691317211854744,2016/06/26,0.3534087340286617,2016/07/30,0.021986313823368964,2017/06/29,0.0716842427147556,2017/11/19,0.08591794905700917,2018/09/13,0.024995971007785223,2018/10/18,0.040815963900229735,2018/11/12,0.02960048926428538,2019/06/08,0.015761210929106206,,,,,,,2022/03/03,0.07014082877402933,,,,,2023/02/13,0.019722640043637052,,,2022/09/11,0.09998016496140433,,
2016/07/02,0.2644051967801121,2016/07/02,0.36946023901221514,2016/09/08,0.04318253194267674,2017/07/21,0.08711838212201856,2017/12/02,0.08866179606274482,2018/09/30,0.022912362187804736,2018/11/03,0.039478338484933595,2018/12/13,0.023735516289525416,2019/06/20,0.013548984280731868,,,,,,,2022/03/08,0.08145919767268878,,,,,2023/03/03,0.03073232615415128,,,2022/09/20,0.13290632903023192,,
2016/07/14,0.30659184449329746,2016/07/14,0.31605811666308536,2016/10/03,0.02229499661151424,2017/08/02,0.0795042066811022,2017/12/07,0.1308484437759302,2018/10/12,0.023323939238665048,2018/11/15,0.041673416089522075,2019/02/19,0.01529818674688832,2019/07/13,0.029626212829964083,,,,,,,2022/03/15,0.08866179606274482,,,,,2023/03/03,0.04338832046810687,,,2022/10/02,0.14041761020843319,,
2016/07/30,0.29959503462867154,2016/07/30,0.34064984545199095,2016/10/21,0.046578042612274606,2017/08/21,0.08094472635911337,2017/12/20,0.08274537595662734,2018/11/12,0.019516851518206924,2018/12/13,0.04246227210367115,2019/02/25,0.02939470073885514,2019/08/11,0.023452557067058954,,,,,,,2022/03/25,0.05985140250252069,,,,,2023/03/14,0.023838410552240508,,,2022/10/12,0.09370361493578405,,
2016/09/08,0.36915155622406987,2016/09/08,0.34383956759615864,2016/11/21,0.017836245227193848,2017/09/02,0.07250739681647628,2018/01/02,0.08544635035289838,2018/12/13,0.020031322831782328,2018/12/29,0.03258442288302282,2019/03/13,0.015092398221458192,2019/09/07,0.018307843931304635,,,,,,,2022/04/09,0.06983214598588405,,,,,2023/03/25,0.044108580307112455,,,2022/10/21,0.124674788013025,,
