HDZ,SDP,KH,MOST,HNS-LD,DPMS,Centar,Fokus,Mozemo!,RF
0.379749665283724,0.209974131803831,0.0267966206052992,0.0973049141308121,0.00758111704325687,0.101420684639416,0,0,0.128687664258913,0
0.373473115258103,0.186308451379362,0.0221235061736557,0.0811505148845435,0.0137547728061621,0.07096398287575,0,0,0.0990541165969686,0
0.37563389477512,0.211929122795418,0.00531744326352501,0.0880444304864543,0.0137547728061621,0.0920573067323427,0,0,0.103993041207293,0
0.388186994826361,0.198449974379742,0.0156068695350336,0.0735363394436271,0.00974189656027369,0.0926746723086332,0,0,0.0968933370799517,0
0.352997156977801,0.212340699846278,0.0171502834757599,0.100597530537695,0.00974189656027369,0.0965846542918065,0,0,0.106256714987025,0
0.33941511429941,0.23199350402486,0.0171502834757599,0.102140944478421,0.0160184465858939,0.0869125935965884,0,0,0.091234152630622,0
0.358141870113556,0.200919436684904,0.0186936974164862,0.0846489198168565,0.0160184465858939,0.0882502190118845,0.0476069852394255,0,0.0761086960115043,0
0.343016413494438,0.241665564720078,0.00675796294153619,0.103993041207293,0.0160184465858939,0.0947325575629349,0.0283657581117043,0,0.0773434271640853,0
0.337357229045108,0.236932428635184,0.0149766421759037,0.0907196813170465,0.0139605613315922,0.0766231673250797,0.0371117704424866,0,0.103066992842857,0
0.344868510223309,0.185382403014926,0.0231953214102712,0.0892791616390354,0.0139605613315922,0.0832084001388452,0.0359284864212631,0,0.108314600241326,0
0.33396171837551,0.240739516355642,0.0115939932891453,0.0929490570092067,0.0139605613315922,0.0879415362237392,0.0277483925354138,0,0.101832261690276,0
0.362360534884874,0.202874427676491,0.0152981867468883,0.0960358848906593,0.011388204763715,0.081664986198119,0.0271824740904808,0,0.111092745334634,0
0.326347542934594,0.236520851584324,0.0148351625646705,0.0885589018000297,0.011388204763715,0.0929833550967784,0.0201084935288186,0,0.102140944478421,0
0.318116001917387,0.229935618770558,0.00930459594373456,0.0919544124696276,0.011388204763715,0.0958643944528009,0.0177933726177292,0,0.0994656936478289,0
0.358141870113556,0.185896874328501,0.0120055703400056,0.095967288715516,0.011388204763715,0.0826939288252698,0.017921990446123,0,0.108108811715896,0.023323939238665
0.318116001917387,0.23451441346138,0.00814703548818985,0.0866039108084431,0.011388204763715,0.0996714821732591,0.0139605613315922,0,0.110578274021058,0.023323939238665
0.359273707003422,0.180340584141887,0.0161213408486091,0.0811505148845435,0.014989503958743,0.0881473247491694,0.0285715466371345,0,0.112456094315608,0.023323939238665
0.316984165027521,0.224379328583944,0.0231695978445924,0.0660250582654259,0.014989503958743,0.0988483280715383,0.0203657291856064,0,0.159658837336154,0.0186936974164862
0.367299459495198,0.161716722590456,0.0302178548405758,0.0835170829269905,0.014989503958743,0.0783723697912362,0.0203657291856064,0.0205457941453577,0.152456238946098,0.0186936974164862
0.357318716011835,0.177150861997719,0.0275426040099836,0.087632853435594,0.014989503958743,0.0990541165969686,0.0154353790971751,0.0205457941453577,0.157703846344568,0.0186936974164862
0.323157820790426,0.221395394965206,0.0275426040099836,0.0588224598753698,0.014989503958743,0.0774463214268005,0.0154353790971751,0.0334075769847436,0.200507859634043,0.00737532851782668
0.329640159341477,0.159453048810724,0.0248673531793914,0.0847518140795716,0.014989503958743,0.0880444304864543,0.014320691251095,0.0334075769847436,0.166141175887205,0.00737532851782668
0.355929643465181,0.152250450420668,0.0207515826707879,0.107388551876891,0.014989503958743,0.0617034992313922,0.014320691251095,0.0343336253491793,0.186102662853931,0.0176647547893353
0.322128878163275,0.212032017058133,0.0166358121621845,0.0927775665713483,0.014989503958743,0.0472983024512802,0.0229380857534835,0.0343336253491793,0.203903370303641,0.0176647547893353
0.322540455214136,0.204726524405362,0.021523289641151,0.101523578902131,0.014989503958743,0.0486359278665763,0.0202371113572125,0.012520041653581,0.192687895667697,0.0104621563992793
0.368534190647779,0.160893568488735,0.0264107671201176,0.101009107588555,0.0208802004991818,0.0644816443246996,0.0202371113572125,0.0217805252979388,0.164546314815121,0.0104621563992793
0.335093555265376,0.255967867237475,0.0195940222152432,0.106153820724309,0.0208802004991818,0.0461893309531287,0.0264107671201176,0.0114910990264301,0.208842294913966,0.0104621563992793
0.330360419180482,0.196289194862725,0.0289831236879948,0.0837228714524207,0.0208802004991818,0.0461893309531287,0.0264107671201176,0.0114910990264301,0.181266632506322,0.0104621563992793
0.367711036546059,0.147105737284914,0.023323939238665,0.0997743764359741,0.0208802004991818,0.0537920736981878,0.0264107671201176,0.0118769525116118,0.198347080117027,0.00857576158283607
0.332829881485644,0.194334203871138,0.0166358121621845,0.0851891146961107,0.0208802004991818,0.0537920736981878,0.0181792261029108,0.0118769525116118,0.134964214284534,0.00857576158283607
0.330806294318914,0.194951569447429,0.0236326220268104,0.0982309624952479,0.0208802004991818,0.062526653333113,0.0135489842807319,0.0130345129671565,0.191941912263013,0.00857576158283607
0.364212631613746,0.164597761946478,0.0306294318914362,0.117677978148399,0.0208802004991818,0.0572790459346435,0.0345394138746095,0.014320691251095,0.187131605481082,0.00857576158283607
0.332418304434784,0.191899039653548,0.0190023802046315,0.0988226045058596,0.0159155523231789,0.0615877431858378,0.0345394138746095,0.014320691251095,0.128790558521628,0.00857576158283607
0.33132076563249,0.197935503066166,0.0197226400436371,0.105845137936164,0.0159155523231789,0.0620379055852163,0.017921990446123,0.014320691251095,0.174784293955272,0.0138576670688771
0.364727102927321,0.162539876692177,0.0319670573067323,0.131877386403081,0.0159155523231789,0.0671826187209706,0.017921990446123,0.014320691251095,0.109960908444768,0.0138576670688771
0.313279971569778,0.203903370303641,0.025690507281112,0.150398353691797,0.0145779269078827,0.0464751483495595,0.017921990446123,0.014320691251095,0.160687779963305,0.0138576670688771
0.371518124266517,0.16665564720078,0.025690507281112,0.109549331393907,0.0145779269078827,0.0752855419097836,0.0306294318914362,0.0323786343575927,0.11730069918511,0.0169787930379014
0.312971288781633,0.178076910362155,0.0194139572554918,0.134655531496388,0.00634638589067588,0.0679800492570125,0.0249530983983206,0.0323786343575927,0.119530074877271,0.0169787930379014
0.316984165027521,0.217279624456603,0.0166358121621845,0.135890262648969,0,0.0542951123159061,0.0182821203656259,0.0323786343575927,0.157498057819138,0.0169787930379014
0.314823385510504,0.161716722590456,0.0364429577348386,0.146385477445908,0,0.0774720449924792,0.0210602654589332,0.0323786343575927,0.15228474850824,0.0169787930379014
0.306797633018728,0.208019140812245,0.0382436073323526,0.13043686672507,0,0.0778578984776608,0.0207515826707879,0.0323786343575927,0.15228474850824,0.0138062199375196
0.288276665730012,0.203028769070563,0.0400442569298666,0.121416469693714,0,0.0813122058688101,0.0156068695350336,0.0323786343575927,0.14216681267459,0.0138062199375196
0.340444056926561,0.198038397328881,0.0218948522565111,0.121416469693714,0,0.0701408287740293,0.033922048298319,0.0323786343575927,0.151941767632523,0.0138062199375196
0.306488950230582,0.210077026066547,0.0306351482393648,0.125360749764459,0,0.0814591976726888,0.033922048298319,0.0273368154845534,0.131362915089506,0.0138062199375196
