HDZ,SDP,BM 365,KH,MOST,IDS,HSS,HNS-LD,Pametno,Glas,NHR,DPMS,Centar,Fokus,Mozemo!,RF
0.324289657680292,0.38988475016116,0.0330988941965983,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3161610109258,0.377897568554852,0.0239413048149556,0,0,0,0,0,0,0,0,0,0,0,0,0
0.298874774789666,0.319042050281823,0.0435941089935371,0,0,0,0,0,0,0,0,0,0,0,0,0
0.291363493611465,0.350013223359064,0.0250731417048216,0,0,0,0,0,0,0,0,0,0,0,0,0
0.276517321419716,0.298874774789666,0.0538835352650457,0,0,0,0,0,0,0,0,0,0,0,0,0
0.278844691647796,0.308752624010314,0.0198255343063521,0,0,0,0,0,0,0,0,0,0,0,0,0
0.294244532967487,0.277987239458503,0.0493047405742244,0,0,0,0,0,0,0,0,0,0,0,0,0
0.266360187771699,0.259157589381643,0.042590889932065,0,0,0,0,0,0,0,0,0,0,0,0,0
0.30988446090018,0.253086827881453,0.0358770392899056,0,0,0,0,0,0,0,0,0,0,0,0,0
0.287247723102861,0.251028942627151,0.0457548885105539,0,0,0,0,0,0,0,0,0,0,0,0,0
0.367402353757913,0.265228350881833,0.0556327377312021,0,0,0,0,0,0,0,0,0,0,0,0,0
0.288276665730012,0.23785847699962,0.0560443147820625,0,0,0,0,0,0,0,0,0,0,0,0,0
0.343016413494438,0.262553100051241,0.0564558918329228,0,0,0,0,0,0,0,0,0,0,0,0,0
0.352894262715086,0.295685052645498,0.0319670573067323,0,0,0,0,0,0,0,0,0,0,0,0,0
0.342501942180863,0.249897105737285,0.0725073968164763,0,0,0,0,0,0,0,0,0,0,0,0,0
0.36308079472388,0.297228466586225,0.0261020843319724,0,0,0,0,0,0,0,0,0,0,0,0,0
0.350836377460784,0.242968892047802,0.0455490999851237,0,0,0,0,0,0,0,0,0,0,0,0,0
0.310656167870543,0.23765268847419,0.0269252384336931,0,0,0,0,0,0,0,0,0,0,0,0,0
0.363389477512025,0.25809434866692,0.0560443147820625,0,0,0,0,0,0,0,0,0,0,0,0,0
0.31574943387494,0.255093266004397,0.0258962958065422,0,0,0,0,0,0,0,0,0,0,0,0,0
0.348675597943768,0.236726640109754,0.0370088761797716,0,0,0,0,0,0,0,0,0,0,0,0,0
0.317601530603812,0.253086827881453,0.0217805252979388,0,0,0,0,0,0,0,0,0,0,0,0,0
