,HDZ,SDP,BM 365,KH,MOST,IDS,HSS,HNS-LD,Pametno,Glas,NHR,START,DPMŠ,Green-Left,HDSSB,Centar,Fokus,Možemo!,RF
2017-08-02,0.39003909155523236,0.2514405196780112,0.03248152862030773,0.0795042066811022,0.09092546984247674,0.02188341956065387,0.030140684143539542,0.02705385626208695,0.015092398221458192,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2017-08-21,0.3737817980462487,0.2532926164068828,0.05254590984974955,0.08094472635911337,0.0764173787996496,0.02486735317939137,0.03532826988875848,0.015478251706639745,0.018899485941916372,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2017-09-02,0.3913767169705285,0.25946627216978796,0.028880229425279735,0.07250739681647628,0.09061678705433146,0.01581265806046378,0.03387060116696139,0.02255223226830194,0.01946540438684935,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2017-09-21,0.36019975536785737,0.26677176482255904,0.046578042612274606,0.10193515595299091,0.08516339113043192,0.029626212829964083,0.03361336551017369,0.014989503958743045,0.020751582670787916,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2017-10-03,0.38736384072464014,0.24722185490669268,0.02908601795070992,0.07857815831666637,0.09236598952048797,0.01715028347575992,0.03605710424965697,nan,0.02023711135721251,nan,0.018693697416486188,nan,nan,nan,nan,nan,nan,nan,nan
2017-10-25,0.3563926676473992,0.2562765500256203,0.048430139341146095,0.11716350683482368,0.0776521099522306,0.0271824740904808,0.023323939238665048,0.01468082117059788,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2676978131869948
2017-10-31,0.3623605348848742,0.2575112811782013,0.02924035934478253,0.08866179606274482,0.10286120431742674,0.01931106299277674,0.0382436073323526,0.015606869535033596,0.011388204763715049,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2017-11-18,0.33787170035868364,0.26574282219540823,0.040301492586654275,0.13270054050480173,0.08591794905700917,0.029806277789715507,0.026822344170978007,0.02486735317939137,0.022192102348799092,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2017-12-01,0.3553637250202483,0.23796137126233494,0.02679662060529925,0.12858476999619828,0.08866179606274482,0.014886609696028008,0.04266806062910128,0.018590803153771096,0.008507165407692696,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2017-12-19,0.35135084877435996,0.2581286467544918,0.02733681548455341,0.13805104216598624,0.1308484437759302,0.023323939238665048,0.032378634357592695,0.03001206631514569,0.03577414502719051,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2018-01-01,0.3456916643250302,0.20915097770211077,0.02988344848675184,0.13727933519562308,0.08274537595662734,nan,0.04040438684936942,0.02023711135721251,0.016978793037901396,nan,0.018179226102910784,nan,nan,nan,nan,nan,nan,nan,nan
2018-01-19,0.3314922560703483,0.24609001801682673,0.04009570406122415,0.1440532074910329,0.08544635035289838,0.03181271591265966,0.02476445891667628,nan,0.028983123687994827,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2018-01-29,0.3506305889353543,0.23096456139770907,0.023838410552240508,0.14302426486388203,0.07609399683111645,0.017356072001190048,0.03690598191705646,0.025510442321360682,0.013754772806162052,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2018-02-16,0.3302575249177673,0.2531897221441677,0.02936897717317638,0.1379481479032711,0.07515692408138974,0.03176126878130214,0.028468652374419368,0.025176035967536647,0.03937544422221856,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2018-03-13,0.3208941470106944,0.22036645233805519,0.0352596737136151,0.14185812988644436,0.0752855419097836,0.030526537628721095,0.03309889419659828,0.02424998760310082,0.03597993355262069,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2018-03-28,0.3447656159605944,0.21079728590555216,0.04688672540041977,0.13262051163380112,0.07929841815567196,0.02229499661151424,0.03137174050102359,0.025381824492966776,0.019159171462101998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2018-03-31,0.31914494454453796,0.24969131721185475,0.02824571480520338,nan,0.0866039108084431,nan,0.02769694540405626,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2018-04-13,0.30679763301872764,0.2517492024661565,0.03721466470520174,0.1546170184631151,0.09802517396981769,0.03083522041686637,0.05347195821418532,0.023838410552240508,0.03453941387460946,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2018-04-28,0.3091642010611746,0.2009194366849039,0.02864014281227789,0.13496421428453365,0.08104762062182846,nan,0.03134969173044183,0.013651878543447016,0.022637977487231176,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2018-05-20,0.2970226780607944,0.24310608439808923,0.04133043521380514,0.15019256516636642,0.09102836410519183,0.025896295806542236,0.04416002743847003,0.018436461759698486,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2018-06-01,0.2924953305013306,0.20421205309178667,0.02705385626208695,0.1634659250566125,0.08789008909238166,nan,0.037986371675564845,0.023838410552240508,0.020134217094497364,nan,0.022809467925089644,nan,nan,nan,nan,nan,nan,nan,nan
2018-06-08,0.3126773051738754,0.2262314253128151,nan,0.15585174961569614,0.09390940346121424,0.0269252384336931,nan,nan,nan,nan,0.04452015735797288,nan,nan,nan,nan,nan,nan,nan,nan
2018-06-17,0.3102274417758971,0.24464949833881552,nan,0.14257838972545,0.08248814029983964,0.0269252384336931,0.032995999933883136,0.022809467925089644,0.03858658820806954,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2018-06-29,0.2943474272302022,0.2090480834393957,0.03258442288302282,0.15708648076827714,0.08866179606274482,0.022089208086084056,0.027954181060843963,nan,0.019722640043637052,0.026067786244400704,nan,nan,nan,nan,nan,nan,nan,nan,nan
2018-07-15,0.30515132481528623,0.22046934660077028,0.03206995156944742,0.15862989470900346,0.08773574769830905,0.03258442288302282,0.03464230813732455,0.015092398221458192,0.02960048926428538,0.010873733450139644,nan,nan,nan,nan,nan,nan,nan,nan,nan
2018-07-29,0.30332495165209344,0.20759041471759865,0.044108580307112455,0.1401089274202879,0.0895878444271806,0.022192102348799092,0.033227512024992134,0.025896295806542236,0.038114989503958696,0.018385014628340912,0.03597993355262069,nan,nan,nan,nan,nan,nan,nan,nan
2018-08-11,0.2944503214929173,0.21097735086530356,0.039478338484933595,0.15544017256483578,0.08956212086150184,0.0269252384336931,0.04822435081571591,0.013651878543447016,0.029909172052430544,0.08855890180002973,0.09967148217325905,nan,nan,nan,nan,nan,nan,nan,nan
2018-09-02,0.3159552224003703,0.17735665052314914,0.04112464668837501,0.13805104216598624,0.07631448453693446,0.018899485941916372,0.04091885816294483,0.023452557067058954,0.034024942561034,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2018-09-11,0.32737648556174487,0.21110596869369744,0.04441726309525773,0.1490607282765004,0.0811505148845435,0.024995971007785223,0.043774173953288475,0.013754772806162052,0.03166572410878099,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2018-10-01,0.32274624373956595,0.19392262682027803,0.03952978561629117,0.14288707251359523,0.0949383460883651,0.022912362187804736,0.04201639696523907,nan,0.0345136903089307,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2018-10-12,0.32583307162101854,0.208224929337675,0.0382436073323526,0.14722578059141478,0.0727866812438458,0.023323939238665048,0.040815963900229735,0.019208168730061648,0.03553405841418866,nan,0.015915552323178872,nan,nan,nan,nan,nan,nan,nan,nan
2018-10-31,0.33334435279921987,0.18363320054876942,0.04616646556141418,0.14936941106464569,0.07614299409907599,nan,0.039478338484933595,0.021574736772508596,0.03747190036198944,0.027954181060843963,0.04274523132613761,nan,nan,nan,nan,nan,nan,nan,nan
2018-11-12,0.3291256880279013,0.2051381014562224,0.0453433114596935,0.14340154382717069,0.07621159027421937,0.019516851518206924,0.041673416089522075,0.02960048926428538,0.02503884361724984,nan,0.025484718755681923,nan,nan,nan,nan,nan,nan,nan,nan
2018-12-13,0.32192308963784527,0.1654209160481992,0.03597993355262069,0.15327939304781896,0.06942056893502374,0.020031322831782328,0.04246227210367115,0.023735516289525416,0.03505388518818486,0.01468082117059788,nan,nan,nan,nan,nan,nan,nan,nan,nan
2018-12-30,0.3410099753714938,0.16449486768376337,0.025896295806542236,0.1677874840906461,0.07219871402833106,0.017664754789335324,0.03258442288302282,nan,0.030114960577860783,0.0191052744673465,0.03659729912891119,nan,nan,nan,nan,nan,nan,nan,nan
2019-01-13,0.31616101092580046,0.19001264483710475,0.04647514834955946,0.16192251111588618,0.086501016545728,0.02023711135721251,0.043799897518967235,nan,0.022809467925089644,0.01727890130415377,0.022123506173655716,nan,nan,nan,nan,nan,nan,nan,nan
2019-01-29,0.3270678027735996,0.15852700044628837,0.025793401543827144,0.15307360452238883,0.07682895585050992,nan,0.03762624175606205,nan,0.030938114679581408,0.04637225408684437,0.04102175242565992,nan,nan,nan,nan,nan,nan,nan,nan
2019-02-14,0.3060259260483644,0.18322162349790905,0.04750409097671032,0.127041356055472,0.07693185011322501,nan,0.04205069505281078,0.01529818674688832,0.021094563546504852,0.017921990446123026,0.022895213144018878,nan,nan,nan,nan,nan,nan,nan,nan
2019-02-25,0.3210999355361246,0.21223780558356337,0.0328931056711681,0.1348613200218185,0.09473255756293492,0.017664754789335324,nan,0.02939470073885514,0.01946540438684935,0.06046876807881124,0.02409564620902821,nan,nan,nan,nan,nan,nan,nan,nan
2019-02-24,0.30782657564587845,0.19556893502371941,nan,0.12158796013157241,0.07940131241838705,nan,0.021437544422221844,nan,nan,0.03597993355262069,0.04307963767996159,nan,nan,nan,nan,nan,nan,nan,nan
2019-03-11,0.31914494454453796,0.1905271161506802,nan,nan,0.0752855419097836,nan,0.04637225408684437,nan,0.030526537628721095,nan,0.02788987214664701,nan,nan,nan,nan,nan,nan,nan,nan
2019-03-13,0.3034021223491298,0.15862989470900346,0.05254590984974955,0.1341410601828129,0.0693176746723086,0.02260367939965946,0.03793492454420733,0.015092398221458192,0.018385014628340912,0.02023711135721251,0.026668002776905397,nan,nan,nan,nan,nan,nan,nan,nan
2019-03-28,0.3213057240615548,0.1947457809219987,0.03927254995950347,0.12338860972908644,0.08043025504553791,nan,0.04019859832393918,nan,nan,nan,0.04287384915453146,nan,nan,nan,nan,nan,nan,nan,nan
2019-04-10,0.3116336633663367,0.20184548504933966,0.03217284583216251,0.09925990512239874,0.08120196201590107,0.014886609696028008,0.03927254995950347,nan,nan,0.02569050728111205,0.04497460701829781,nan,nan,nan,nan,nan,nan,nan,nan
2019-04-13,0.2840580009586936,0.14936941106464569,0.0418449065273806,0.09339493214763883,0.07435949354534788,0.021266053984363376,0.03361336551017369,nan,0.030114960577860783,nan,0.037008876179771555,nan,nan,nan,nan,nan,nan,nan,nan
2019-04-28,0.30751789285773323,0.19680366617630043,0.036391510603481,0.13403816592009787,0.07657172019372221,nan,0.039478338484933595,0.03258442288302282,nan,nan,0.04686100183474107,nan,nan,nan,nan,nan,nan,nan,nan
