date,IDS,centar,NSR,HSS,STRIP,HSLS,SIP,Fokus,NHR,HSU,Most,GL,Mozemo,HDSSB,RF,HNS,SDP,Glas,NLMK,ZZ,Restart,Pametno,START,BM365,SKORO,HDZ,HS
2016-04-22,1.6,,,1.86,,,,,,,7.36,,,,,2.23,32.11,,,7.41,,,,3.43,,32.1,
2016-04-23,1.58,,,1.92,,,,,,,7.34,,,,,2.29,32.14,,,7.45,,,,3.34,,32.08,
2016-04-24,1.55,,,1.98,,,,,,,7.32,,,,,2.35,32.18,,,7.49,,,,3.25,,32.06,
2016-04-25,1.53,,,2.05,,,,,,,7.3,,,,,2.4,32.21,,,7.54,,,,3.15,,32.04,
2016-04-26,1.51,,,2.11,,,,,,,7.28,,,,,2.46,32.25,,,7.58,,,,3.06,,32.03,
2016-04-27,1.48,,,2.17,,,,,,,7.25,,,,,2.51,32.28,,,7.62,,,,2.97,,32.01,
2016-04-28,1.46,,,2.24,,,,,,,7.23,,,,,2.57,32.32,,,7.67,,,,2.88,,31.99,
2016-04-29,1.43,,,2.3,,,,,,,7.21,,,,,2.63,32.35,,,7.71,,,,2.78,,31.97,
2016-04-30,1.41,,,2.36,,,,,,,7.19,,,,,2.68,32.39,,,7.75,,,,2.69,,31.95,
2016-05-01,1.39,,,2.43,,,,,,,7.17,,,,,2.74,32.43,,,7.8,,,,2.6,,31.93,
2016-05-02,1.36,,,2.49,,,,,,,7.15,,,,,2.8,32.46,,,7.84,,,,2.51,,31.91,
2016-05-03,1.34,,,2.55,,,,,,,7.13,,,,,2.85,32.5,,,7.88,,,,2.41,,31.89,
2016-05-04,1.32,,,2.62,,,,,,,7.11,,,,,2.91,32.53,,,7.93,,,,2.32,,31.87,
2016-05-05,1.29,,,2.68,,,,,,,7.09,,,,,2.96,32.57,,,7.97,,,,2.23,,31.85,
2016-05-06,1.3,,,2.62,,,,,,,7.15,,,,,2.9,32.59,,,7.99,,,,2.31,,31.79,
2016-05-07,1.31,,,2.57,,,,,,,7.21,,,,,2.84,32.61,,,8,,,,2.39,,31.72,
2016-05-08,1.32,,,2.52,,,,,,,7.27,,,,,2.78,32.63,,,8.02,,,,2.47,,31.65,
2016-05-09,1.33,,,2.46,,,,,,,7.33,,,,,2.72,32.65,,,8.04,,,,2.56,,31.58,
2016-05-10,1.34,,,2.41,,,,,,,7.39,,,,,2.66,32.68,,,8.05,,,,2.64,,31.51,
2016-05-11,1.35,,,2.36,,,,,,,7.45,,,,,2.6,32.7,,,8.07,,,,2.72,,31.44,
2016-05-12,1.36,,,2.3,,,,,,,7.51,,,,,2.53,32.72,,,8.08,,,,2.8,,31.38,
2016-05-13,1.37,,,2.25,,,,,,,7.57,,,,,2.47,32.74,,,8.1,,,,2.89,,31.31,
2016-05-14,1.38,,,2.2,,,,,,,7.63,,,,,2.41,32.76,,,8.12,,,,2.97,,31.24,
2016-05-15,1.39,,,2.14,,,,,,,7.69,,,,,2.35,32.78,,,8.13,,,,3.05,,31.17,
2016-05-16,1.4,,,2.09,,,,,,,7.74,,,,,2.29,32.8,,,8.15,,,,3.13,,31.1,
2016-05-17,1.4,,,2.03,,,,,,,7.8,,,,,2.23,32.83,,,8.16,,,,3.21,,31.04,
2016-05-18,1.41,,,1.98,,,,,,,7.86,,,,,2.17,32.85,,,8.18,,,,3.3,,30.97,
2016-05-19,1.42,,,1.93,,,,,,,7.92,,,,,2.11,32.87,,,8.2,,,,3.38,,30.9,
2016-05-20,1.43,,,1.87,,,,,,,7.98,,,,,2.04,32.89,,,8.21,,,,3.46,,30.83,
2016-05-21,1.44,,,1.82,,,,,,,8.04,,,,,1.98,32.91,,,8.23,,,,3.54,,30.76,
2016-05-22,1.42,,,1.89,,,,,,,8.06,,,,,2.06,32.97,,,8.23,,,,3.47,,30.69,
2016-05-23,1.4,,,1.97,,,,,,,8.08,,,,,2.14,33.04,,,8.23,,,,3.4,,30.61,
2016-05-24,1.39,,,2.04,,,,,,,8.1,,,,,2.22,33.1,,,8.23,,,,3.33,,30.53,
2016-05-25,1.37,,,2.12,,,,,,,8.12,,,,,2.29,33.16,,,8.23,,,,3.26,,30.46,
2016-05-26,1.35,,,2.19,,,,,,,8.14,,,,,2.37,33.22,,,8.23,,,,3.19,,30.38,
2016-05-27,1.33,,,2.26,,,,,,,8.17,,,,,2.45,33.29,,,8.23,,,,3.12,,30.31,
2016-05-28,1.31,,,2.34,,,,,,,8.19,,,,,2.52,33.35,,,8.23,,,,3.05,,30.23,
2016-05-29,1.29,,,2.41,,,,,,,8.21,,,,,2.6,33.41,,,8.23,,,,2.98,,30.15,
2016-05-30,1.27,,,2.48,,,,,,,8.23,,,,,2.68,33.47,,,8.23,,,,2.91,,30.08,
2016-05-31,1.25,,,2.56,,,,,,,8.25,,,,,2.76,33.54,,,8.23,,,,2.84,,30,
2016-06-01,1.23,,,2.63,,,,,,,8.27,,,,,2.83,33.6,,,8.23,,,,2.77,,29.93,
2016-06-02,1.22,,,2.71,,,,,,,8.29,,,,,2.91,33.66,,,8.23,,,,2.7,,29.85,
2016-06-03,1.2,,,2.78,,,,,,,8.31,,,,,2.99,33.72,,,8.23,,,,2.63,,29.78,
2016-06-04,1.21,,,2.75,,,,,,,8.44,,,,,2.94,33.74,,,8.2,,,,2.62,,29.69,
2016-06-05,1.22,,,2.72,,,,,,,8.56,,,,,2.9,33.77,,,8.18,,,,2.62,,29.6,
2016-06-06,1.23,,,2.69,,,,,,,8.69,,,,,2.85,33.79,,,8.15,,,,2.62,,29.51,
2016-06-07,1.25,,,2.66,,,,,,,8.81,,,,,2.81,33.81,,,8.13,,,,2.62,,29.42,
2016-06-08,1.26,,,2.63,,,,,,,8.94,,,,,2.76,33.83,,,8.1,,,,2.61,,29.33,
2016-06-09,1.27,,,2.61,,,,,,,9.07,,,,,2.72,33.85,,,8.08,,,,2.61,,29.24,
2016-06-10,1.28,,,2.58,,,,,,,9.19,,,,,2.67,33.87,,,8.05,,,,2.61,,29.15,
2016-06-11,1.29,,,2.55,,,,,,,9.32,,,,,2.63,33.9,,,8.03,,,,2.6,,29.06,
2016-06-12,1.31,,,2.52,,,,,,,9.44,,,,,2.58,33.92,,,8,,,,2.6,,28.97,
2016-06-13,1.32,,,2.49,,,,,,,9.57,,,,,2.53,33.94,,,7.97,,,,2.6,,28.88,
2016-06-14,1.33,,,2.46,,,,,,,9.7,,,,,2.49,33.96,,,7.95,,,,2.6,,28.79,
2016-06-15,1.34,,,2.43,,,,,,,9.82,,,,,2.44,33.98,,,7.92,,,,2.59,,28.7,
2016-06-16,1.35,,,2.4,,,,,,,9.95,,,,,2.4,34,,,7.9,,,,2.59,,28.61,
2016-06-17,1.37,,,2.37,,,,,,,10.07,,,,,2.35,34.02,,,7.87,,,,2.59,,28.52,
2016-06-18,1.38,,,2.34,,,,,,,10.2,,,,,2.31,34.05,,,7.85,,,,2.59,,28.43,
2016-06-19,1.39,,,2.32,,,,,,,10.33,,,,,2.26,34.07,,,7.82,,,,2.58,,28.34,
2016-06-20,1.4,,,2.29,,,,,,,10.45,,,,,2.22,34.09,,,7.8,,,,2.58,,28.26,
2016-06-21,1.41,,,2.26,,,,,,,10.58,,,,,2.17,34.11,,,7.77,,,,2.58,,28.17,
2016-06-22,1.43,,,2.23,,,,,,,10.71,,,,,2.12,34.13,,,7.75,,,,2.58,,28.08,
2016-06-23,1.44,,,2.2,,,,,,,10.83,,,,,2.08,34.15,,,7.72,,,,2.57,,27.99,
2016-06-24,1.45,,,2.17,,,,,,,10.96,,,,,2.03,34.18,,,7.7,,,,2.57,,27.9,
2016-06-25,1.46,,,2.14,,,,,,,11.08,,,,,1.99,34.2,,,7.67,,,,2.57,,27.81,
2016-06-26,1.47,,,2.11,,,,,,,11.21,,,,,1.94,34.22,,,7.65,,,,2.57,,27.72,
2016-06-27,1.49,,,2.08,,,,,,,11.34,,,,,1.9,34.24,,,7.62,,,,2.56,,27.63,
2016-06-28,1.5,,,2.05,,,,,,,11.46,,,,,1.85,34.26,,,7.6,,,,2.56,,27.54,
2016-06-29,1.48,,,2.18,,,,,,,11.46,,,,,2,34.27,,,7.48,,,,2.55,,27.58,
2016-06-30,1.46,,,2.31,,,,,,,11.46,,,,,2.14,34.27,,,7.36,,,,2.54,,27.62,
2016-07-01,1.44,,,2.44,,,,,,,11.45,,,,,2.29,34.28,,,7.24,,,,2.53,,27.66,
2016-07-02,1.42,,,2.56,,,,,,,11.45,,,,,2.44,34.29,,,7.12,,,,2.52,,27.7,
2016-07-03,1.4,,,2.69,,,,,,,11.44,,,,,2.59,34.29,,,6.99,,,,2.51,,27.74,
2016-07-04,1.39,,,2.69,,,,,,,11.46,,,,,2.53,34.23,,,7,,,,2.57,,27.85,
2016-07-05,1.38,,,2.7,,,,,,,11.47,,,,,2.47,34.17,,,7,,,,2.63,,27.96,
2016-07-06,1.37,,,2.7,,,,,,,11.49,,,,,2.41,34.11,,,7,,,,2.69,,28.07,
2016-07-07,1.37,,,2.71,,,,,,,11.5,,,,,2.35,34.05,,,7,,,,2.75,,28.18,
2016-07-08,1.36,,,2.71,,,,,,,11.52,,,,,2.29,33.99,,,7,,,,2.81,,28.29,
2016-07-09,1.35,,,2.72,,,,,,,11.53,,,,,2.23,33.93,,,7,,,,2.88,,28.4,
2016-07-10,1.35,,,2.72,,,,,,,11.55,,,,,2.17,33.87,,,7,,,,2.94,,28.51,
2016-07-11,1.34,,,2.73,,,,,,,11.56,,,,,2.11,33.81,,,7,,,,3,,28.63,
2016-07-12,1.33,,,2.73,,,,,,,11.58,,,,,2.05,33.75,,,7.01,,,,3.06,,28.74,
2016-07-13,1.33,,,2.73,,,,,,,11.59,,,,,1.99,33.69,,,7.01,,,,3.12,,28.85,
2016-07-14,1.32,,,2.74,,,,,,,11.61,,,,,1.93,33.64,,,7.01,,,,3.18,,28.96,
2016-07-15,1.31,,,2.74,,,,,,,11.62,,,,,1.87,33.58,,,7.01,,,,3.24,,29.07,
2016-07-16,1.31,,,2.75,,,,,,,11.64,,,,,1.81,33.52,,,7.01,,,,3.3,,29.18,
2016-07-17,1.3,,,2.75,,,,,,,11.65,,,,,1.75,33.46,,,7.01,,,,3.37,,29.29,
2016-07-18,1.29,,,2.76,,,,,,,11.67,,,,,1.69,33.4,,,7.01,,,,3.43,,29.4,
2016-07-19,1.29,,,2.74,,,,,,,11.65,,,,,1.77,33.4,,,6.99,,,,3.35,,29.49,
2016-07-20,1.29,,,2.72,,,,,,,11.64,,,,,1.85,33.41,,,6.98,,,,3.28,,29.58,
2016-07-21,1.29,,,2.7,,,,,,,11.63,,,,,1.93,33.42,,,6.96,,,,3.2,,29.67,
2016-07-22,1.29,,,2.68,,,,,,,11.62,,,,,2.01,33.42,,,6.94,,,,3.13,,29.75,
2016-07-23,1.29,,,2.66,,,,,,,11.61,,,,,2.08,33.43,,,6.92,,,,3.05,,29.84,
2016-07-24,1.29,,,2.64,,,,,,,11.59,,,,,2.16,33.44,,,6.9,,,,2.98,,29.93,
2016-07-25,1.29,,,2.62,,,,,,,11.58,,,,,2.24,33.44,,,6.88,,,,2.9,,30.02,
2016-07-26,1.29,,,2.6,,,,,,,11.57,,,,,2.32,33.45,,,6.86,,,,2.83,,30.11,
2016-07-27,1.29,,,2.58,,,,,,,11.56,,,,,2.4,33.46,,,6.85,,,,2.75,,30.2,
2016-07-28,1.29,,,2.56,,,,,,,11.55,,,,,2.48,33.46,,,6.83,,,,2.68,,30.29,
2016-07-29,1.29,,,2.54,,,,,,,11.54,,,,,2.56,33.47,,,6.81,,,,2.6,,30.38,
2016-07-30,1.29,,,2.52,,,,,,,11.52,,,,,2.64,33.48,,,6.79,,,,2.53,,30.47,
2016-07-31,1.29,,,2.49,,,,,,,11.51,,,,,2.72,33.48,,,6.77,,,,2.45,,30.56,
2016-08-01,1.29,,,2.47,,,,,,,11.5,,,,,2.79,33.49,,,6.75,,,,2.38,,30.65,
2016-08-02,1.28,,,2.45,,,,,,,11.49,,,,,2.87,33.5,,,6.73,,,,2.3,,30.74,
2016-08-03,1.28,,,2.43,,,,,,,11.48,,,,,2.95,33.5,,,6.72,,,,2.23,,30.83,
2016-08-04,1.31,,,2.43,,,,,,,11.44,,,,,2.95,33.51,,,6.7,,,,2.27,,30.97,
2016-08-05,1.34,,,2.43,,,,,,,11.4,,,,,2.96,33.52,,,6.69,,,,2.32,,31.11,
2016-08-06,1.36,,,2.43,,,,,,,11.35,,,,,2.96,33.53,,,6.68,,,,2.36,,31.25,
2016-08-07,1.39,,,2.42,,,,,,,11.31,,,,,2.96,33.53,,,6.66,,,,2.41,,31.39,
2016-08-08,1.41,,,2.42,,,,,,,11.27,,,,,2.96,33.54,,,6.65,,,,2.45,,31.53,
2016-08-09,1.44,,,2.42,,,,,,,11.23,,,,,2.97,33.55,,,6.64,,,,2.5,,31.67,
2016-08-10,1.47,,,2.41,,,,,,,11.19,,,,,2.97,33.56,,,6.62,,,,2.54,,31.81,
2016-08-11,1.49,,,2.41,,,,,,,11.15,,,,,2.97,33.57,,,6.61,,,,2.59,,31.95,
2016-08-12,1.52,,,2.41,,,,,,,11.11,,,,,2.97,33.57,,,6.6,,,,2.64,,32.09,
2016-08-13,1.54,,,2.41,,,,,,,11.07,,,,,2.97,33.58,,,6.58,,,,2.68,,32.23,
2016-08-14,1.57,,,2.4,,,,,,,11.03,,,,,2.98,33.59,,,6.57,,,,2.73,,32.37,
2016-08-15,1.6,,,2.4,,,,,,,10.99,,,,,2.98,33.6,,,6.56,,,,2.77,,32.51,
2016-08-16,1.62,,,2.4,,,,,,,10.95,,,,,2.98,33.6,,,6.54,,,,2.82,,32.65,
2016-08-17,1.65,,,2.4,,,,,,,10.91,,,,,2.98,33.61,,,6.53,,,,2.86,,32.79,
2016-08-18,1.67,,,2.39,,,,,,,10.87,,,,,2.99,33.62,,,6.52,,,,2.91,,32.93,
2016-08-19,1.7,,,2.39,,,,,,,10.83,,,,,2.99,33.63,,,6.5,,,,2.95,,33.07,
2016-08-20,1.73,,,2.39,,,,,,,10.79,,,,,2.99,33.63,,,6.49,,,,3,,33.21,
2016-08-21,1.75,,,2.38,,,,,,,10.75,,,,,2.99,33.64,,,6.48,,,,3.04,,33.35,
2016-08-22,1.78,,,2.38,,,,,,,10.71,,,,,2.99,33.65,,,6.46,,,,3.09,,33.49,
2016-08-23,1.81,,,2.38,,,,,,,10.67,,,,,3,33.66,,,6.45,,,,3.14,,33.64,
2016-08-24,1.83,,,2.38,,,,,,,10.63,,,,,3,33.66,,,6.44,,,,3.18,,33.78,
2016-08-25,1.86,,,2.37,,,,,,,10.59,,,,,3,33.67,,,6.42,,,,3.23,,33.92,
2016-08-26,1.88,,,2.37,,,,,,,10.55,,,,,3,33.68,,,6.41,,,,3.27,,34.06,
2016-08-27,1.91,,,2.37,,,,,,,10.51,,,,,3.01,33.69,,,6.4,,,,3.32,,34.2,
2016-08-28,1.94,,,2.36,,,,,,,10.47,,,,,3.01,33.69,,,6.38,,,,3.36,,34.34,
2016-08-29,1.96,,,2.36,,,,,,,10.43,,,,,3.01,33.7,,,6.37,,,,3.41,,34.48,
2016-08-30,1.99,,,2.36,,,,,,,10.38,,,,,3.01,33.71,,,6.36,,,,3.45,,34.62,
2016-08-31,2.01,,,2.36,,,,,,,10.34,,,,,3.01,33.72,,,6.35,,,,3.5,,34.76,
2016-09-01,2.04,,,2.35,,,,,,,10.3,,,,,3.02,33.72,,,6.33,,,,3.55,,34.9,
2016-09-02,2.07,,,2.35,,,,,,,10.26,,,,,3.02,33.73,,,6.32,,,,3.59,,35.04,
2016-09-03,2.09,,,2.35,,,,,,,10.22,,,,,3.02,33.74,,,6.31,,,,3.64,,35.18,
2016-09-04,2.12,,,2.35,,,,,,,10.18,,,,,3.02,33.75,,,6.29,,,,3.68,,35.32,
2016-09-05,2.14,,,2.34,,,,,,,10.14,,,,,3.03,33.75,,,6.28,,,,3.73,,35.46,
2016-09-06,2.17,,,2.34,,,,,,,10.1,,,,,3.03,33.76,,,6.27,,,,3.77,,35.6,
2016-09-07,2.2,,,2.34,,,,,,,10.06,,,,,3.03,33.77,,,6.25,,,,3.82,,35.74,
2016-09-08,2.22,,,2.33,,,,,,,10.02,,,,,3.03,33.78,,,6.24,,,,3.86,,35.88,
2016-09-09,2.25,,,2.33,,,,,,,9.98,,,,,3.03,33.78,,,6.23,,,,3.91,,36.02,
2016-09-10,2.27,,,2.33,,,,,,,9.94,,,,,3.04,33.79,,,6.21,,,,3.95,,36.16,
2016-09-11,2.3,,,2.33,,,,,,,9.9,,,,,3.04,33.8,,,6.2,,2.1,,4,,36.3,
2016-09-12,2.28,,,2.32,,,,,,,9.94,,,,,3.04,33.69,,,6.19,,2.09,,3.94,,36.28,
2016-09-13,2.26,,,2.32,,,,,,,9.98,,,,,3.04,33.58,,,6.18,,2.07,,3.87,,36.27,
2016-09-14,2.24,,,2.32,,,,,,,10.02,,,,,3.05,33.47,,,6.17,,2.06,,3.81,,36.25,
2016-09-15,2.22,,,2.31,,,,,,,10.06,,,,,3.05,33.35,,,6.16,,2.04,,3.75,,36.24,
2016-09-16,2.19,,,2.31,,,,,,,10.09,,,,,3.05,33.24,,,6.14,,2.03,,3.68,,36.22,
2016-09-17,2.17,,,2.31,,,,,,,10.13,,,,,3.05,33.13,,,6.13,,2.01,,3.62,,36.21,
2016-09-18,2.15,,,2.31,,,,,,,10.17,,,,,3.05,33.02,,,6.12,,2,,3.56,,36.19,
2016-09-19,2.13,,,2.3,,,,,,,10.21,,,,,3.06,32.91,,,6.11,,1.99,,3.5,,36.18,
2016-09-20,2.11,,,2.3,,,,,,,10.25,,,,,3.06,32.8,,,6.1,,1.97,,3.43,,36.16,
2016-09-21,2.09,,,2.3,,,,,,,10.29,,,,,3.06,32.69,,,6.09,,1.96,,3.37,,36.15,
2016-09-22,2.07,,,2.3,,,,,,,10.33,,,,,3.06,32.57,,,6.08,,1.94,,3.31,,36.13,
2016-09-23,2.05,,,2.29,,,,,,,10.37,,,,,3.07,32.46,,,6.07,,1.93,,3.24,,36.11,
2016-09-24,2.02,,,2.29,,,,,,,10.4,,,,,3.07,32.35,,,6.05,,1.92,,3.18,,36.1,
2016-09-25,2,,,2.29,,,,,,,10.44,,,,,3.07,32.24,,,6.04,,1.9,,3.12,,36.08,
2016-09-26,1.98,,,2.28,,,,,,,10.48,,,,,3.07,32.13,,,6.03,,1.89,,3.05,,36.07,
2016-09-27,1.96,,,2.28,,,,,,,10.52,,,,,3.07,32.02,,,6.02,,1.87,,2.99,,36.05,
2016-09-28,1.94,,,2.28,,,,,,,10.56,,,,,3.08,31.91,,,6.01,,1.86,,2.93,,36.04,
2016-09-29,1.92,,,2.28,,,,,,,10.6,,,,,3.08,31.8,,,6,,1.84,,2.86,,36.02,
2016-09-30,1.9,,,2.27,,,,,,,10.64,,,,,3.08,31.68,,,5.99,,1.83,,2.8,,36.01,
2016-10-01,1.88,,,2.27,,,,,,,10.68,,,,,3.08,31.57,,,5.98,,1.82,,2.74,,35.99,
2016-10-02,1.85,,,2.27,,,,,,,10.72,,,,,3.09,31.46,,,5.96,,1.8,,2.68,,35.98,
2016-10-03,1.83,,,2.26,,,,,,,10.75,,,,,3.09,31.35,,,5.95,,1.79,,2.61,,35.96,
2016-10-04,1.81,,,2.26,,,,,,,10.79,,,,,3.09,31.24,,,5.94,,1.77,,2.55,,35.95,
2016-10-05,1.79,,,2.26,,,,,,,10.83,,,,,3.09,31.13,,,5.93,,1.76,,2.49,,35.93,
2016-10-06,1.77,,,2.26,,,,,,,10.87,,,,,3.09,31.02,,,5.92,,1.75,,2.42,,35.91,
2016-10-07,1.8,,,2.26,,,,,,,10.87,,,,,3.09,30.92,,,5.9,,1.78,,2.47,,35.93,
2016-10-08,1.83,,,2.26,,,,,,,10.87,,,,,3.09,30.83,,,5.88,,1.81,,2.51,,35.94,
2016-10-09,1.86,,,2.26,,,,,,,10.86,,,,,3.09,30.73,,,5.87,,1.84,,2.55,,35.96,
2016-10-10,1.89,,,2.26,,,,,,,10.86,,,,,3.09,30.64,,,5.85,,1.87,,2.59,,35.97,
2016-10-11,1.92,,,2.26,,,,,,,10.86,,,,,3.09,30.54,,,5.83,,1.9,,2.63,,35.99,
2016-10-12,1.95,,,2.27,,,,,,,10.85,,,,,3.09,30.44,,,5.81,,1.93,,2.68,,36,
2016-10-13,1.98,,,2.27,,,,,,,10.85,,,,,3.09,30.35,,,5.79,,1.96,,2.72,,36.02,
2016-10-14,2.01,,,2.27,,,,,,,10.85,,,,,3.09,30.25,,,5.78,,1.99,,2.76,,36.03,
2016-10-15,2.04,,,2.27,,,,,,,10.85,,,,,3.08,30.16,,,5.76,,2.02,,2.8,,36.05,
2016-10-16,2.07,,,2.27,,,,,,,10.84,,,,,3.08,30.06,,,5.74,,2.06,,2.84,,36.06,
2016-10-17,2.1,,,2.28,,,,,,,10.84,,,,,3.08,29.97,,,5.72,,2.09,,2.89,,36.08,
2016-10-18,2.13,,,2.28,,,,,,,10.84,,,,,3.08,29.87,,,5.7,,2.12,,2.93,,36.09,
2016-10-19,2.16,,,2.28,,,,,,,10.84,,,,,3.08,29.78,,,5.69,,2.15,,2.97,,36.11,
2016-10-20,2.19,,,2.28,,,,,,,10.83,,,,,3.08,29.68,,,5.67,,2.18,,3.01,,36.12,
2016-10-21,2.22,,,2.28,,,,,,,10.83,,,,,3.08,29.59,,,5.65,,2.21,,3.06,,36.13,
2016-10-22,2.25,,,2.28,,,,,,,10.83,,,,,3.08,29.49,,,5.63,,2.24,,3.1,,36.15,
2016-10-23,2.28,,,2.29,,,,,,,10.83,,,,,3.08,29.4,,,5.61,,2.27,,3.14,,36.16,
2016-10-24,2.31,,,2.29,,,,,,,10.82,,,,,3.08,29.3,,,5.6,,2.3,,3.18,,36.18,
2016-10-25,2.34,,,2.29,,,,,,,10.82,,,,,3.07,29.21,,,5.58,,2.34,,3.22,,36.19,
2016-10-26,2.31,,,2.29,,,,,,,10.83,,,,,3.07,29.16,,,5.57,,2.33,,3.16,,36.19,
2016-10-27,2.29,,,2.29,,,,,,,10.84,,,,,3.07,29.1,,,5.57,,2.33,,3.11,,36.18,
2016-10-28,2.26,,,2.29,,,,,,,10.85,,,,,3.07,29.05,,,5.56,,2.33,,3.05,,36.18,
2016-10-29,2.23,,,2.3,,,,,,,10.86,,,,,3.07,29,,,5.56,,2.33,,2.99,,36.17,
2016-10-30,2.2,,,2.3,,,,,,,10.87,,,,,3.07,28.95,,,5.55,,2.33,,2.93,,36.16,
2016-10-31,2.17,,,2.3,,,,,,,10.88,,,,,3.06,28.9,,,5.55,,2.33,,2.87,,36.16,
2016-11-01,2.14,,,2.3,,,,,,,10.89,,,,,3.06,28.84,,,5.54,,2.33,,2.81,,36.15,
2016-11-02,2.12,,,2.3,,,,,,,10.9,,,,,3.06,28.79,,,5.53,,2.32,,2.75,,36.15,
2016-11-03,2.09,,,2.3,,,,,,,10.91,,,,,3.06,28.74,,,5.53,,2.32,,2.69,,36.14,
2016-11-04,2.06,,,2.31,,,,,,,10.92,,,,,3.06,28.69,,,5.52,,2.32,,2.63,,36.14,
2016-11-05,2.03,,,2.31,,,,,,,10.93,,,,,3.06,28.63,,,5.52,,2.32,,2.57,,36.13,
2016-11-06,2,,,2.31,,,,,,,10.94,,,,,3.05,28.58,,,5.51,,2.32,,2.51,,36.12,
2016-11-07,2.02,,,2.28,,,,,,,10.93,,,,,3,28.53,,,5.56,,2.33,,2.47,,36.13,
2016-11-08,2.03,,,2.26,,,,,,,10.92,,,,,2.95,28.48,,,5.61,,2.33,,2.44,,36.13,
2016-11-09,2.04,,,2.23,,,,,,,10.91,,,,,2.9,28.42,,,5.65,,2.34,,2.4,,36.13,
2016-11-10,2.05,,,2.21,,,,,,,10.9,,,,,2.85,28.37,,,5.7,,2.35,,2.36,,36.13,
2016-11-11,2.07,,,2.18,,,,,,,10.89,,,,,2.79,28.31,,,5.75,,2.35,,2.32,,36.13,
2016-11-12,2.08,,,2.15,,,,,,,10.89,,,,,2.74,28.26,,,5.79,,2.36,,2.29,,36.13,
2016-11-13,2.09,,,2.13,,,,,,,10.88,,,,,2.69,28.21,,,5.84,,2.37,,2.25,,36.14,
2016-11-14,2.1,,,2.1,,,,,,,10.87,,,,,2.64,28.15,,,5.88,,2.37,,2.21,,36.14,
2016-11-15,2.12,,,2.08,,,,,,,10.86,,,,,2.59,28.1,,,5.93,,2.38,,2.17,,36.14,
2016-11-16,2.13,,,2.05,,,,,,,10.85,,,,,2.53,28.05,,,5.98,,2.39,,2.13,,36.14,
2016-11-17,2.14,,,2.02,,,,,,,10.84,,,,,2.48,27.99,,,6.02,,2.39,,2.1,,36.14,
2016-11-18,2.15,,,2,,,,,,,10.83,,,,,2.43,27.94,,,6.07,,2.4,,2.06,,36.14,
2016-11-19,2.17,,,1.97,,,,,,,10.82,,,,,2.38,27.89,,,6.12,,2.41,,2.02,,36.15,
2016-11-20,2.18,,,1.95,,,,,,,10.82,,,,,2.33,27.83,,,6.16,,2.42,,1.98,,36.15,
2016-11-21,2.19,,,1.92,,,,,,,10.81,,,,,2.27,27.78,,,6.21,,2.42,,1.94,,36.15,
2016-11-22,2.2,,,1.89,,,,,,,10.8,,,,,2.22,27.73,,,6.26,,2.43,,1.91,,36.15,
2016-11-23,2.22,,,1.87,,,,,,,10.79,,,,,2.17,27.67,,,6.3,,2.44,,1.87,,36.15,
2016-11-24,2.23,,,1.84,,,,,,,10.78,,,,,2.12,27.62,,,6.35,,2.44,,1.83,,36.15,
2016-11-25,2.24,,,1.82,,,,,,,10.77,,,,,2.07,27.57,,,6.4,,2.45,,1.79,,36.16,
2016-11-26,2.22,,,1.87,,,,,,,10.73,,,,,2.16,27.55,,,6.36,,2.42,,1.83,,36.16,
2016-11-27,2.2,,,1.92,,,,,,,10.7,,,,,2.25,27.53,,,6.33,,2.4,,1.87,,36.16,
2016-11-28,2.18,,,1.98,,,,,,,10.66,,,,,2.34,27.51,,,6.29,,2.37,,1.9,,36.16,
2016-11-29,2.16,,,2.03,,,,,,,10.62,,,,,2.43,27.49,,,6.25,,2.35,,1.94,,36.16,
2016-11-30,2.13,,,2.08,,,,,,,10.59,,,,,2.52,27.47,,,6.22,,2.32,,1.98,,36.16,
2016-12-01,2.11,,,2.14,,,,,,,10.55,,,,,2.61,27.45,,,6.18,,2.3,,2.01,,36.16,
2016-12-02,2.09,,,2.19,,,,,,,10.51,,,,,2.7,27.43,,,6.15,,2.27,,2.05,,36.16,
2016-12-03,2.07,,,2.25,,,,,,,10.48,,,,,2.8,27.41,,,6.11,,2.25,,2.09,,36.16,
2016-12-04,2.05,,,2.3,,,,,,,10.44,,,,,2.89,27.39,,,6.08,,2.22,,2.12,,36.16,
2016-12-05,2.05,,,2.3,,,,,,,10.43,,,,,2.86,27.35,,,6.12,,2.21,,2.14,,36.18,
2016-12-06,2.05,,,2.29,,,,,,,10.42,,,,,2.83,27.31,,,6.16,,2.2,,2.15,,36.19,
2016-12-07,2.06,,,2.29,,,,,,,10.4,,,,,2.8,27.27,,,6.2,,2.19,,2.16,,36.2,
2016-12-08,2.06,,,2.28,,,,,,,10.39,,,,,2.77,27.23,,,6.24,,2.18,,2.18,,36.22,
2016-12-09,2.07,,,2.28,,,,,,,10.38,,,,,2.74,27.19,,,6.29,,2.17,,2.19,,36.23,
2016-12-10,2.07,,,2.27,,,,,,,10.37,,,,,2.71,27.15,,,6.33,,2.16,,2.2,,36.24,
2016-12-11,2.07,,,2.27,,,,,,,10.36,,,,,2.68,27.11,,,6.37,,2.14,,2.21,,36.26,
2016-12-12,2.08,,,2.26,,,,,,,10.35,,,,,2.65,27.07,,,6.41,,2.13,,2.23,,36.27,
