Rbr IJ;Naziv izborne jedinice;Rbr.županije;Županija;Oznaka Gr/Op/Dr;Grad/opæina/država;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;AUTOHTONA - HRVATSKA STRANKA PRAVA - A - HSP;ROBERT MARKOVÈIÆ;BORIS TOPOLOVEC;DRAGUTIN JAMBREÈINA;ŽELJKO ANTONÈIÆ;FRANC TURNAR;ANTONIJO LUGAR;MARIJA LUPINSKI;MARINA NOVAK;LJILJANA FARKAŠ;PETRA ANTONÈIÆ;NADA LAZAREVIÆ;IVANÈICA JAMBREÈINA;IVAN PAVUSA;TIHOMIR KRIŽANIÆ;MOST NEZAVISNIH LISTA - MOST;DENIS GRGUROVIÆ;VELIMIR KUÈKO;SONJA FAŽON;SINIŠA MARKULINÈIÆ;NENAD MESIÆ;LEONARDA FLUKSEK;BOŽO IVOŠEVIÆ;GORDANA KUŠAR;TIHANA TUŠEK;HELENA FRANÈIÆ;SUZANA CERJAN;MATIJA JANÈIKIÆ;VESNA HORVAT;MIRJANA FLUKSEK;MOŽEMO! - POLITIÈKA PLATFORMA, NOVA LJEVICA - NL, RADNIÈKA FRONTA - RF, ODRŽIVI RAZVOJ HRVATSKE - ORAH, ZAGREB JE NAŠ!, ZA GRAD;NATAŠA HLABAN;DARKO CIGLENEÈKI;ANA MIKLEUŠEVIÆ;PREDRAG DARABOŠ;SANDRA CRNKOVIÆ;ZORAN PUSIÆ;BARBARA GAŠPAR;IVAN ŠPOLJARIÆ;RENATA ŠALKOVIÆ;BOŽIDAR KIC;RUŽICA KARTELO;DANIJEL PIKUTIÆ;MAJA HERCEG;SINIŠA MILIÈIÆ;NEOVISNI ZA HRVATSKU - NHR, HRVATSKA STRANKA PRAVA - HSP, GENERACIJA OBNOVE - GO;VLADIMIR KNEŽ;ROBERT CIFREK;NEDO ŠAPINA;IVANKA BUŠLJETA;IVONA ŠPRALJA;TOMISLAV MAJNARIÆ;LEONI GLAD;TOMISLAV BAGO;TIHOMIR BORBAŠ;ÐURÐICA SRUK-VRATARIÆ;KATARINA SVETEC;ILIJA KRIŽIÆ;VERONIKA AUGUSTINOVIÆ;DAMIR VIDAKOVIÆ;STRANKA S IMENOM I PREZIMENOM, PAMETNO, FOKUS;DARIO CAREV;ANDRIJA RANOGAJEC;DARKO ZVER;BERNARD TOPLAK;NATAŠA SAJKO;ASJA SUPANÈIÆ BALOG;JANJA VARGA;TOMISLAV BEDEKOVIÆ;BRUNO CESAREC;ANICA BENGER;DENIS VLAŠIÆ;ZLATKA NOVOSEL BARIÈEVIÆ;LJUBICA GORIÈKI;VIKTOR ŠIMUNIÆ;"""BANDIÆ MILAN 365 - STRANKA RADA I SOLIDARNOSTI"" - ""365 STRANKA RADA I SOLIDARNOSTI""";LUKA GRABUŠIÆ;IVAN PEPELKO;TIHANA GJURAŠIN;MLADEN GALIN;ALEN PEER;SANDRA BELINIÆ;IVAN ŠTEFEK;ŽELJKA KRAMARIÆ;MIRJANA PALÈEC;MARIO ŠKRNJUG;SABINA DREMPETIÆ;NEDELJKA HABAZIN;LADISLAV PREŽIGALO;TOMISLAV KONÈEVSKI;BLOK UMIROVLJENICI ZAJEDNO - BUZ;MIROSLAV VOJVODIÆ;ANTUN LINK;DRAGUTIN POLAŠEK;RUŽICA ŽIHER;ANKA STARIJ;STEVO HUDJA;KATA MUŽJAK;ŽELJKO OSREÈKI;FRANJO HUBAK;LUÈANO DAUTBEGOVIÆ;VJEKOSLAV ZAJEC;ZVONKO HREN;ANICA POLEZARI;MIROSLAV PULJIÆ;DEMOKRATI, HRVATSKI LABURISTI - STRANKA RADA;MARINA GRADIŠER;JADRANKA LUKAVEÈKI;JASNA RAKIÆ;DARKO CVITKOVIÆ;IVICA POŽGAJ;BORIS GRGIÆ;MIRKO POSAVEC;DARINKA PERGAR;KARLO KORUNEK;DRAGO BENKO;SIMONA MURKOVIÆ;DANIJELA ÐUNÐUŠ;ÐURÐA ÈAMIÆ;MATIJA LADIÆ;DOMOVINSKI POKRET MIROSLAVA ŠKORE - DOMOVINSKI POKRET, HRVATSKI SUVERENISTI, BLOK ZA HRVATSKU - BLOK, HRVATSKA KONZERVATIVNA STRANKA - HKS, HRAST - POKRET ZA USPJEŠNU HRVATSKU, STRANKA UMIROVLJENIKA - SU, ZELENA LISTA;DAVOR DRETAR;LADISLAV ILÈIÆ;HRVOJE ŠLEZAK;MLADEN PTIÈAR;SANDRA MAJSEC;ANTE RONÈEVIÆ;IGOR FRANOLIÆ;NEVENKA LONÈARIÆ JELAÈIÆ;BLAŽENKA FILIPAN-ŽIGNIÆ;ZDENKO BEŠTEK;MIRELA MIKLOŠIÆ;TIN HRGOVIÆ;MARIJA HERTELENDI;ÐURÐA BOSNAR;HRVATSKA DEMOKRATSKA STRANKA - HDS;DEJAN KORENT;BOŽO RENDIÆ;BARICA VINCEK;STJEPAN ÈASEK;ZVONKO KOLAREK;DENIS STOLNIK;NIKOLA KUHAR;DAVOR ŠIPEK;BRANKO PITEŠA;MARIJAN BEHIN;MATIJA MEŠTRIÆ;MATIJA BREZOVEC;KRISTINA PINTARIÆ;MIODRAG HABULAN;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ;ŽARKO TUŠEK;DARKO HORVAT;ANÐELKO STRIÈAK;DAMIR HABIJAN;ZORAN GREGUROVIÆ;LJUBOMIR KOLAREK;MARIJAN KOSTANJEVAC;LJUBICA JEMBRIH;DRAŽEN SRPAK;NADICA DREVEN BUDINSKI;EMIL GREDIÈAK;VJERAN VRBANEC;NEVENKA BENIÆ;SINIŠA JENKAÈ;HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS;PREDRAG ŠTROMAR;NENAD HRANILOVIÆ;ROBERT ŠPLAJT;MARIJA RIBIÆ;BERNARDA TOPOLKO;BOŽICA MAKAR;JASMIN KRIZMANIÆ;KAROLINA JUZBAŠIÆ;MIRKO KOROTAJ;BOŽIDAR NOVOSELEC;MARIJA PREKUPEC;ANÐELKO FEREK-JAMBREK;MILORAD BATINIÆ;BLAŽENKA DIVJAK;HRVATSKA STRANKA BUDUÆNOSTI - HSB;BRANIMIR BUNJAC;NEVEN TOPLEK;MIRJANA ÆUTUK;JOSIP TURKALJ;SAŠA SVRTAN;FRAN ŠURINA;FRANCIŠKA VIDA;MATIJA HRANJEC;SAŠA PETRI;ANJA NOVAK;KRISTINA ŠTEBIH;ANKA HUKIÆ;VALENTINA ÈOLIK;MARKO RANÈIÆ;HRVATSKA STRANKA GRAÐANSKOG OTPORA - HSGO;TAMARA TRUBELJA;LIDIJA CIGELJEVIÆ-VUKOVIÆ;ŽELJKA RAKIÆ;MARINA ÈRNJAK;ANTUN TOPOLOVEC;BARICA GOTIÆ;VESNA VUKOVIÆ;HRVOJE PODOBNIK;KATICA MARÈEC;BLAŽENKA ŠÆETINEC;BISERKA HAAG;ZORAN JERIÆ;NIKO ZVONIMIR PERKUŠIÆ;KATARINA BEŠIÆ;NARODNA STRANKA - REFORMISTI - REFORMISTI, HRVATSKA SELJAÈKA STRANKA BRAÆE RADIÆ - HSS BRAÆE RADIÆ, STRANKA HRVATSKIH UMIROVLJENIKA - UMIROVLJENICI - UMIROVLJENICI;RADIMIR ÈAÈIÆ;NATALIJA MARTINÈEVIÆ;ANÐELKO TOPOLOVEC;DARKO DANIA;TOMISLAV PALJAK;ROBERT VUGRIN;DAVOR KLJAK;MARIJA PUH;MIRA LETIÆ;JELENA PAVLEKOVIÆ;VESNA BEDNJANIÆ;TANJA TROJKO;VLATKA VRÈEK KRAJAÈIÆ;SANDRA HERMAN;SLOBODNA HRVATSKA;DANIJEL GALOVIÆ;DEJAN POSAVEC;RAJKO DONDUR;NEVENKA CEGLEC;DRAGICA KARLOVÈEC;BRANKO HLEB;JADRANKA MEÐERAL;DRAGA FEGEŠ;MILA ŽELJEZNJAK;ANDREJA KRÈAR;MIRJANA SPAJIÆ;NEDJELJKA LONÈAR;ZVONIMIR BERAKOVIÆ;IVICA ŠTRUKELJ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, HRVATSKA SELJAÈKA STRANKA - HSS, HRVATSKA STRANKA UMIROVLJENIKA - HSU, SNAGA - STRANKA NARODNOG I GRAÐANSKOG AKTIVIZMA - SNAGA, GRAÐANSKO-LIBERALNI SAVEZ - GLAS, ISTARSKI DEMOKRATSKI SABOR - IDS, PRIMORSKO GORANSKI SAVEZ - PGS;ŽELJKO KOLAR;MATIJA POSAVEC;BARBARA ANTOLIÆ VUPORA;STJEPAN KOVAÈ;ANDREJA MARIÆ;ŽELJKO PAVIÆ;JASENKA AUGUŠTAN-PENTEK;MIROSLAV MARKOVIÆ;JOŠKO KLISOVIÆ;ÐURÐICA SLAMEK;MLADEN NOVAK;JADRANKA BAHLEN;BOŠKA BAN VLAHEK;SINIŠA HAJDAŠ DONÈIÆ;ŽIVI ZID, PROMIJENIMO HRVATSKU - PH, HRVATSKA SELJAÈKA STRANKA - STJEPAN RADIÆ - HSS - SR, STRANKA IVANA PERNARA - SIP, HRVATSKA STRANKA SVIH ÈAKAVACA KAJKAVACA I ŠTOKAVACA - HSSÈKŠ, ZAGORSKA STRANKA ZA ZAGREB - ZSZ, NEZAVISNA LISTA STIPE PETRINA - NLSP;DOMINIK VULETIÆ;SNJEŽANA SABOLEK;NEDJELJKO BABIÆ;LJUBOMIR BRUÈIÆ;DRAGUTIN HANŽEK;DARINKA BISTROVIÆ;JASNA HRLEC;ANDREA JERNEIÆ;MILJENKO HRENEK;ALAN GOTT;IVAN BENÈINA;JADRANKA PEŠT;VESNA SOBOÈANEC;DENIS MARTINIÆ
003;III. IZBORNA JEDINICA;5;VARAŽDINSKA ŽUPANIJA;grad;NOVI MAROF;004;PURGARI;POSLOVNO-STAMBENI PROSTOR, VL. ŠTEFANIJE ZIDAR;REMETINEC 8A;249;152;152;151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;0;0;1;2;0;0;0;0;0;0;0;0;0;49;4;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24;12;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;10;0;0;0;0;0;0;0;1;0;2;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;5;VARAŽDINSKA ŽUPANIJA;grad;NOVI MAROF;005;REMETINEC 1.;DRUŠTVENI DOM REMETINEC;REMETINEC 294;630;330;330;319;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;6;5;0;0;0;0;2;0;1;7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;147;0;1;6;0;0;0;0;0;0;1;0;0;0;125;7;0;0;0;0;0;0;0;0;0;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;21;5;9;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;2;16;2;0;0;0;0;1;2;0;0;1;0;9;10;2;1;0;0;0;0;0;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;5;VARAŽDINSKA ŽUPANIJA;grad;NOVI MAROF;006;REMETINEC 2.;DRUŠTVENI DOM REMETINEC;REMETINEC 294;383;206;206;201;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;1;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;8;6;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;0;4;9;1;0;0;0;0;0;0;0;0;0;77;6;1;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;3;6;1;0;0;0;0;1;1;2;0;0;0;4;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;5;VARAŽDINSKA ŽUPANIJA;grad;NOVI MAROF;007;STRMEC REMETINEÈKI;DRUŠTVENI DOM STRMEC REMETINEÈKI;STRMEC REMETINEÈKI 76;417;253;253;238;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;11;4;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;169;0;0;4;0;0;0;0;0;0;1;0;0;2;152;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;28;0;12;2;0;0;0;0;0;0;1;0;2;0;0;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;5;VARAŽDINSKA ŽUPANIJA;grad;NOVI MAROF;008;GORNJE PRESEÈNO;BIVŠA PODRUÈNA ŠKOLA PRESEÈNO;PRESEÈNO 35;482;236;236;224;12;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;2;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;28;4;7;0;0;0;0;2;0;1;3;0;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;115;1;0;5;0;0;0;0;0;0;0;0;0;0;95;12;7;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;34;1;6;2;0;1;0;0;2;0;0;0;0;0;6;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;5;VARAŽDINSKA ŽUPANIJA;grad;NOVI MAROF;009;KLJUÈ 1.;DOM KULTURE KLJUÈ;VIKTORA ÈOLJE 2, KLJUÈ;537;283;283;277;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;1;8;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;4;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;173;0;0;3;0;0;0;0;0;0;0;0;0;0;163;5;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;7;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;3;0;0;0;1;0;0;0;0;0;0;1;0;11;10;2;3;0;0;0;0;0;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;5;VARAŽDINSKA ŽUPANIJA;grad;NOVI MAROF;010;KLJUÈ 2.;PODRUÈNA ŠKOLA KLJUÈ;VIKTORA ÈOLJE 168, KLJUÈ;195;112;112;111;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;64;0;0;1;0;0;0;0;0;0;0;0;0;0;59;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
003;III. IZBORNA JEDINICA;5;VARAŽDINSKA ŽUPANIJA;grad;NOVI MAROF;011;OŠTRICE;VATROGASNI DOM OŠTRICE;OŠTRICE 24;390;217;217;212;5;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;3;4;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;123;0;1;2;0;0;0;0;0;0;0;0;0;0;109;8;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;11;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;6;0;0;0;0;0;1;0;0;0;0;0;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;5;VARAŽDINSKA ŽUPANIJA;grad;NOVI MAROF;012;OREHOVEC;DRUŠTVENI DOM OREHOVEC;OREHOVEC 23 C;233;117;117;116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;1;0;0;0;6;1;0;0;0;0;0;3;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;1;1;0;0;0;0;0;0;0;0;0;0;53;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;11;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1;3;1;0;0;0;0;0;1;0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;5;VARAŽDINSKA ŽUPANIJA;grad;NOVI MAROF;013;DONJE PRESEÈNO;STAMBENI OBJEKT (STARA KUÆA) VL. BOŽICE STEPAN;PRESEÈNO 184;246;120;120;116;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;0;0;0;0;0;0;0;1;0;0;0;0;0;44;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;2;6;2;1;0;0;0;1;1;0;0;1;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;5;VARAŽDINSKA ŽUPANIJA;grad;NOVI MAROF;014;MOŽÐENEC;DRUŠTVENI DOM MOŽÐENEC;MOŽÐENEC 86 A;576;250;250;245;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;4;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;0;2;3;1;1;0;0;0;0;0;0;0;0;92;5;2;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;8;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;2;15;3;0;1;1;0;0;0;0;0;1;0;14;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0
003;III. IZBORNA JEDINICA;5;VARAŽDINSKA ŽUPANIJA;grad;NOVI MAROF;015;GRANA;UREDSKI KONTEJNER PORED MALONOGOMETNOG IGRALIŠTA U GRANI;GRANA;464;216;216;211;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;1;0;1;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;5;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;0;0;5;0;0;0;0;0;0;1;0;0;0;101;12;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;2;12;1;0;0;0;0;2;1;1;0;0;1;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;5;VARAŽDINSKA ŽUPANIJA;grad;NOVI MAROF;016;GORNJE MAKOJIŠÆE;DRUŠTVENI DOM GORNJE MAKOJIŠÆE;GORNJE MAKOJIŠÆE 90 G;344;169;169;164;5;3;1;0;0;0;0;0;0;0;0;0;1;0;1;0;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;0;0;7;0;0;0;0;0;0;1;0;0;0;99;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;1;2;1;0;0;0;0;0;0;0;0;0;0;9;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0
