Rbr IJ;Naziv izborne jedinice;Rbr.županije;Županija;Oznaka Gr/Op/Dr;Grad/opæina/država;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;DRAGANA JECKOV;SINIŠA LJUBOJEVIÆ;SRÐAN MILAKOVIÆ;BORIS MILOŠEVIÆ;MILORAD PUPOVAC;JOVICA RADMANOVIÆ
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;002;Biraèko mjesto broj 2 - SARAJEVO;VELEPOSLANSTVO REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI;SREDNJA EKONOMSKA ŠKOLA, UL. ZMAJA OD BOSNE 39, SARAJEVO, BOSNA I HERCEGOVINA;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;003;Biraèko mjesto broj 3 - SARAJEVO;VELEPOSLANSTVO REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI;SREDNJA EKONOMSKA ŠKOLA, UL. ZMAJA OD BOSNE 39, SARAJEVO, BOSNA I HERCEGOVINA;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;004;Biraèko mjesto broj 4 - SARAJEVO;VELEPOSLANSTVO REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI;SREDNJA EKONOMSKA ŠKOLA, UL. ZMAJA OD BOSNE 39, SARAJEVO, BOSNA I HERCEGOVINA;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;005;Biraèko mjesto broj 5 - SARAJEVO;VELEPOSLANSTVO REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI;SREDNJA EKONOMSKA ŠKOLA, UL. ZMAJA OD BOSNE 39, SARAJEVO, BOSNA I HERCEGOVINA;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;006;Biraèko mjesto broj 6 - SARAJEVO;VELEPOSLANSTVO REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI;SREDNJA EKONOMSKA ŠKOLA, UL. ZMAJA OD BOSNE 39, SARAJEVO, BOSNA I HERCEGOVINA;1;1;1;1;0;0;0;0;0;1;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;007;Biraèko mjesto broj 7 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""PETRA BAKULE"", KRALJA TOMISLAVA 9, MOSTAR, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;008;Biraèko mjesto broj 8 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""PETRA BAKULE"", KRALJA TOMISLAVA 9, MOSTAR, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;009;Biraèko mjesto broj 9 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""PETRA BAKULE"", KRALJA TOMISLAVA 9, MOSTAR, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;010;Biraèko mjesto broj 10 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""PETRA BAKULE"", KRALJA TOMISLAVA 9, MOSTAR, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;011;Biraèko mjesto broj 11 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""PETRA BAKULE"", KRALJA TOMISLAVA 9, MOSTAR, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;012;Biraèko mjesto broj 12 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""PETRA BAKULE"", KRALJA TOMISLAVA 9, MOSTAR, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;013;Biraèko mjesto broj 13 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""PETRA BAKULE"", KRALJA TOMISLAVA 9, MOSTAR, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;014;Biraèko mjesto broj 14 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""PETRA BAKULE"", KRALJA TOMISLAVA 9, MOSTAR, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;015;Biraèko mjesto broj 15 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""PETRA BAKULE"", KRALJA TOMISLAVA 9, MOSTAR, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;016;Biraèko mjesto broj 16 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""PETRA BAKULE"", KRALJA TOMISLAVA 9, MOSTAR, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;017;Biraèko mjesto broj 17 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""PETRA BAKULE"", KRALJA TOMISLAVA 9, MOSTAR, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;018;Biraèko mjesto broj 18 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""PETRA BAKULE"", KRALJA TOMISLAVA 9, MOSTAR, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;019;Biraèko mjesto broj 19 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""PETRA BAKULE"", KRALJA TOMISLAVA 9, MOSTAR, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;020;Biraèko mjesto broj 20 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""PETRA BAKULE"", KRALJA TOMISLAVA 9, MOSTAR, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;021;Biraèko mjesto broj 21 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""PETRA BAKULE"", KRALJA TOMISLAVA 9, MOSTAR, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;022;Biraèko mjesto broj 22 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""PETRA BAKULE"", KRALJA TOMISLAVA 9, MOSTAR, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;023;Biraèko mjesto broj 23 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""PETRA BAKULE"", KRALJA TOMISLAVA 9, MOSTAR, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;024;Biraèko mjesto broj 24 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""PETRA BAKULE"", KRALJA TOMISLAVA 9, MOSTAR, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;025;Biraèko mjesto broj 25 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""PETRA BAKULE"", KRALJA TOMISLAVA 9, MOSTAR, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;026;Biraèko mjesto broj 26 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;GIMNAZIJA „FRA GRGE MARTIÆA“, KRALJA TOMISLAVA 9A, MOSTAR, BOSNA I HERCEGOVINA;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;027;Biraèko mjesto broj 27 - BANJA LUKA;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, BANJA LUKA;MILANA KRANOVIÆA 1, BANJA LUKA, BOSNA I HERCEGOVINA;5;5;5;5;0;1;0;0;3;5;1
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;028;Biraèko mjesto broj 28 - BANJA LUKA;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, BANJA LUKA;MILANA KRANOVIÆA 1, BANJA LUKA, BOSNA I HERCEGOVINA;2;2;2;2;0;2;0;0;2;1;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;029;Biraèko mjesto broj 29 - TUZLA;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, TUZLA;"KATOLIÈKI ŠKOLSKI CENTAR ""SVETI FRANJO"", KLOSTERSKA 10, 75 000 TUZLA, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;030;Biraèko mjesto broj 30 - TUZLA;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, TUZLA;"KATOLIÈKI ŠKOLSKI CENTAR ""SVETI FRANJO"", KLOSTERSKA 10, 75 000 TUZLA, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;031;Biraèko mjesto broj 31 - TUZLA;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, TUZLA;"KATOLIÈKI ŠKOLSKI CENTAR ""SVETI FRANJO"", KLOSTERSKA 10, 75 000 TUZLA, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;032;Biraèko mjesto broj 32 - LIVNO;KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, LIVNO;"OSNOVNA ŠKOLA ""IVAN GORAN KOVAÈIÆ"", ŽUPANA ŽELIMIRA 25, LIVNO, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;033;Biraèko mjesto broj 33 - LIVNO;KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, LIVNO;"OSNOVNA ŠKOLA ""IVAN GORAN KOVAÈIÆ"", ŽUPANA ŽELIMIRA 25, LIVNO, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;034;Biraèko mjesto broj 34 - LIVNO;KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, LIVNO;"OSNOVNA ŠKOLA ""IVAN GORAN KOVAÈIÆ"", ŽUPANA ŽELIMIRA 25, LIVNO, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;035;Biraèko mjesto broj 35 - LIVNO;KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, LIVNO;"OSNOVNA ŠKOLA ""IVAN GORAN KOVAÈIÆ"", ŽUPANA ŽELIMIRA 25, LIVNO, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;036;Biraèko mjesto broj 36 - VITEZ;KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, VITEZ;"OSNOVNA ŠKOLA ""VITEZ"", ULICA JOSIPA KURAVIJE BR. 2, VITEZ, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;037;Biraèko mjesto broj 37 - VITEZ;KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, VITEZ;"OSNOVNA ŠKOLA ""VITEZ"", ULICA JOSIPA KURAVIJE BR. 2, VITEZ, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;038;Biraèko mjesto broj 38 - VITEZ;KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, VITEZ;"OSNOVNA ŠKOLA ""VITEZ"", ULICA JOSIPA KURAVIJE BR. 2, VITEZ, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;039;Biraèko mjesto broj 39 - VITEZ;KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, VITEZ;"OSNOVNA ŠKOLA ""VITEZ"", ULICA JOSIPA KURAVIJE BR. 2, VITEZ, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;040;Biraèko mjesto broj 40 - VITEZ;KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, VITEZ;"OSNOVNA ŠKOLA ""VITEZ"", ULICA JOSIPA KURAVIJE BR. 2, VITEZ, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;041;Biraèko mjesto broj 41 - VITEZ;KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, VITEZ;"OSNOVNA ŠKOLA ""VITEZ"", ULICA JOSIPA KURAVIJE BR. 2, VITEZ, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;042;Biraèko mjesto broj 42 - VITEZ;KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, VITEZ;"OSNOVNA ŠKOLA ""VITEZ"", ULICA JOSIPA KURAVIJE BR. 2, VITEZ, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;043;Biraèko mjesto broj 43 - VITEZ;KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, VITEZ;"OSNOVNA ŠKOLA ""VITEZ"", ULICA JOSIPA KURAVIJE BR. 2, VITEZ, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;044;Biraèko mjesto broj 44 - VITEZ;KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, VITEZ;"OSNOVNA ŠKOLA ""VITEZ"", ULICA JOSIPA KURAVIJE BR. 2, VITEZ, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;045;Biraèko mjesto broj 45 - VITEZ;KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, VITEZ;"OSNOVNA ŠKOLA ""VITEZ"", ULICA JOSIPA KURAVIJE BR. 2, VITEZ, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;BUGARSKA;001;Biraèko mjesto broj 1 - SOFIJA;VELEPOSLANSTVO REPUBLIKE HRVATSKE U REPUBLICI BUGARSKOJ;UL. OBORIŠTE 15, 1504 SOFIA, BUGARSKA;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;CRNA GORA;001;Biraèko mjesto broj 1 - PODGORICA;VELEPOSLANSTVO REPUBLIKE HRVATSKE U CRNOJ GORI;VLADA ÆETKOVIÆA 2, PODGORICA, CRNA GORA;1;1;1;1;0;1;0;0;1;1;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;CRNA GORA;002;Biraèko mjesto broj 2 - KOTOR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U CRNOJ GORI, KOTOR;TRG OD ORUŽJA BB, KOTOR, CRNA GORA;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;ÈEŠKA REPUBLIKA;001;Biraèko mjesto broj 1 - PRAG;VELEPOSLANSTVO REPUBLIKE HRVATSKE U ÈEŠKOJ REPUBLICI;V PRUHLEDU 9, 162 00 PRAHA 6, ÈEŠKA;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;DANSKA;001;Biraèko mjesto broj 1 - KOPENHAGEN;VELEPOSLANSTVO REPUBLIKE HRVATSKE U KRALJEVINI DANSKOJ;S?TORVET  5, 1 t.v. ,  1371 COPENHAGEN K., DANSKA;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;EGIPAT;001;Biraèko mjesto broj 1 - KAIRO;VELEPOSLANSTVO REPUBLIKE HRVATSKE U ARAPSKOJ REPUBLICI EGIPAT;3, ABOU EL FEDA STREET, 11211 ZAMALEK, CAIRO, EGIPAT;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;FINSKA;001;Biraèko mjesto broj 1 - HELSINKI;VELEPOSLANSTVO REPUBLIKE HRVATSKE U REPUBLICI FINSKOJ;KALEVANKATU 18 A, 00160 HELSINKI, FINSKA;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;FRANCUSKA;001;Biraèko mjesto broj 1 - PARIZ;VELEPOSLANSTVO REPUBLIKE HRVATSKE U FRANCUSKOJ REPUBLICI;7, SQUARE THIERS, 75116 PARIS, FRANCUSKA;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;inozemstvo;država;GRÈKA;001;Biraèko mjesto broj 1 - ATENA;VELEPOSLANSTVO REPUBLIKE HRVATSKE U HELENSKOJ REPUBLICI;TZAVELA 4, NEO PSYCHICO, 154 51 ATHENS, GRÈKA;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;001;BIRAÈKO MJESTO BROJ 904 - BJELOVAR;GIMNAZIJA;MATICE HRVATSKE;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;002;BIRAÈKO MJESTO BROJ 901 - DARUVAR;HRVATSKI DOM;TRG PRESVETOG TROJSTVA 4;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;003;BIRAÈKO MJESTO BROJ 901 - GAREŠNICA;HRVATSKI DOM;VLADIMIRA NAZORA 21;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;004;BIRAÈKO MJESTO BROJ 901 - DUGO SELO;VATROGASNI DOM, DONJE DVORIŠÆE;DONJE DVORIŠÆE, DVORIŠKA 43;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;005;BIRAÈKO MJESTO BROJ 1 - VARAŽDIN;PROSTORIJE GRADSKE VIJEÆNICE (DVORANA PRIZEMLJE LIJEVO);TRG KRALJA TOMISLAVA 1;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;006;BIRAÈKO MJESTO BROJ 1 – DONJE LADANJE;DRUŠTVENI DOM;DONJE LADANJE;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;007;BIRAÈKO MJESTO BROJ 1 – KLANJEC;VELIKA DVORANA GRADA KLANJCA, KLANJEC;TRG MIRA 11;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;009;BIRAÈKO MJESTO BROJ 3 - ÈAKOVEC;ZGRADA GRADSKE UPRAVE;ULICA KRALJA TOMISLAVA 15;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;010;BIRAÈKO MJESTO BROJ 1 - MURSKO SREDIŠÆE;STARA ŠKOLA;TRG BRAÆE RADIÆA 2;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;;;država;HRVATSKA;011;BIRAÈKO MJESTO BROJ 1 – DONJI KRALJEVEC;OSNOVNA ŠKOLA;DONJI KRALJEVEC, ÈAKOVEÈKA 7;0;0;0;0;0;0;0;0;0;0;0
