Rbr IJ;Naziv izborne jedinice;Rbr.županije;Županija;Oznaka Gr/Op/Dr;Grad/opæina/država;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;AUTOHTONA - HRVATSKA STRANKA PRAVA - A - HSP;ÐURO MARKUŠ;STJEPAN PRAVICA;KREŠIMIR ŠIKIÆ;JADRANKA BRKANIÆ;IVAN LUPINSKI;VIŠNJA VUKOVIÆ;MOST NEZAVISNIH LISTA - MOST;SLAVEN RAGUŽ;VESNA ŠUNJIÆ;TVRTKO MILOVIÆ;IVANA ÆUBELA;MIRKO VASILJ;DANIJELA PRCE;DANIEL REZO;KRISTINA MANDIÆ;TOMISLAV BANDIÆ;DRAGANA DŽALTO;DALIBOR RAVIÆ;MONIKA ZOVKO;IVICA BREŠIÆ;SLAVEN BEVANDA;MOŽEMO! - POLITIÈKA PLATFORMA, NOVA LJEVICA - NL, RADNIÈKA FRONTA - RF, ODRŽIVI RAZVOJ HRVATSKE - ORAH, ZAGREB JE NAŠ!, ZA GRAD;MARIO KOVAÈ;DIANA BEKAVAC;JORGE RICARDO LUQUE PERDOMO;TEA ŠKOKIÆ;MIROSLAV PETROVIÆ;NAIMA BALIÆ;NIKOLA MEDIÆ;IVA KVAKIÆ;MILAN BOŽIÆ;VEDRANA KLEPICA;NEOVISNI ZA HRVATSKU - NHR, HRVATSKA STRANKA PRAVA - HSP, GENERACIJA OBNOVE - GO;NIKICA AUGUSTINOVIÆ;ALAN ŠAVAR;MARICA MARIÆ;ROMEO PAVLIÆ;RANKO TOPIÆ;TIN PETERNEL;STANKO DRAGIÈEVIÆ;STRANKA S IMENOM I PREZIMENOM, PAMETNO, FOKUS;GEORGIUS JOSIP FOGLAR;MARIJANA MIŠURAC;PAVLE BUBALO;IVANA ŽAJA;HRVOJE VRANKO;FRANKO BAKOVIÆ;MARIJANA PEZELJ;DEMOKRATI, HRVATSKI LABURISTI - STRANKA RADA, LISTA ZA RIJEKU, ZELENI SAVEZ - ZELENI;AUGUST STANKIÆ;KRISTINA KINDA;ZORAN POPOVIÆ;HENRIET BILANDŽIÆ;BISERKA GOLUB;ANDREA PONISCH;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ;ZDRAVKA BUŠIÆ;NEVENKO BARBARIÆ;RADOJE VIDOVIÆ;STANA BURIÆ;IVICA MIŠIÆ;JOSIP GELO;DANIJEL NIKOLIÆ;VINKO SABLJO;JOSO MARKOVIÆ;IVAN KARLO STIPIÆ;ANITA PAURIÆ;ANA ANDRIÆ;JULIJA JAKEŠEVIÆ;IVAN BAÆAK;MOJA VOLJENA HRVATSKA - MVH;RUŽA STUDER;IVO PETROVIÆ;JOSIP TIHOMIR HRGETIÆ SEKULIÆ;HUGO EMANUEL ESTIGARRIBIA VILLASANTI;MARIJA TAFRA;TEREZIJA TURKALJ;IVANA PAVLETIÆ;ZDENKO MIGUEL TEPLY BATAGELJ;NARODNA STRANKA - REFORMISTI - REFORMISTI, HRVATSKA SELJAÈKA STRANKA BRAÆE RADIÆ - HSS BRAÆE RADIÆ, STRANKA HRVATSKIH UMIROVLJENIKA - UMIROVLJENICI - UMIROVLJENICI;KREŠIMIR HORVAT;VESNA VIDOVIÆ-OREŠKI;STJEPAN MAÈEK;VERICA VITKOVIÆ;NIKOLA VIDONI;MAJA VUGLOVEÈKI;NEOVISNA LISTA -  ŽELJKO GLASNOVIÆ;ŽELJKO GLASNOVIÆ;MATE KNEZOVIÆ;INA VUKIÆ;TOMISLAV SUNIÆ;MARKO JURIÆ;SREÆKO TELAR;ELIZABETA MAÐAREVIÆ;MARKO PERKOVIÆ;KREŠIMIR TABAK;MILENA MATIÆ;MIRNA SUNIÆ-ŽAKMAN;MARTINA ÆURIÆ;FRANJO MIROSLAV PERKOVIÆ;MARINA SABLJIÆ;ŽIVI ZID, STRANKA IVANA PERNARA - SIP, PROMIJENIMO HRVATSKU - PH, HRVATSKA SELJAÈKA STRANKA - STJEPAN RADIÆ - HSS - SR;VESNA BALENOVIÆ;MARIJA GAŠPAR;IGOR MURKOVIÆ;TIHOMIR BLAŽEVIÆ;VALENTINA PERNAR;KATICA THORESEN;RATKO PIŠKOR;ANTUN STARÉ;JADRANKA MULC;SAŠA MELKUS;SANJA TROTIÆ;MARIO POPEC;ANTE LALIÆ;PATRIK BUZA
011;XI. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;014;Biraèko mjesto broj 14 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""PETRA BAKULE"", KRALJA TOMISLAVA 9, MOSTAR, BOSNA I HERCEGOVINA";244;244;244;242;2;0;0;0;0;0;0;0;42;16;0;6;0;4;0;3;0;0;0;0;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;167;34;82;3;7;0;2;2;0;0;0;0;1;1;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;32;26;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;015;Biraèko mjesto broj 15 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""PETRA BAKULE"", KRALJA TOMISLAVA 9, MOSTAR, BOSNA I HERCEGOVINA";635;635;635;629;6;0;0;0;0;0;0;0;105;39;1;7;3;0;0;24;0;0;2;0;2;1;7;5;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;423;94;127;5;33;2;3;1;2;0;0;0;1;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94;78;2;0;0;3;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;016;Biraèko mjesto broj 16 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""PETRA BAKULE"", KRALJA TOMISLAVA 9, MOSTAR, BOSNA I HERCEGOVINA";323;323;323;320;3;0;0;0;0;0;0;0;55;28;4;0;1;0;0;9;0;0;0;1;0;0;4;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207;37;105;1;6;0;2;0;1;0;1;1;1;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;49;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;017;Biraèko mjesto broj 17 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""PETRA BAKULE"", KRALJA TOMISLAVA 9, MOSTAR, BOSNA I HERCEGOVINA";934;934;932;926;6;1;0;0;0;0;0;1;160;65;3;13;8;1;1;15;0;0;0;2;1;1;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;629;114;268;7;49;6;0;2;7;0;1;1;3;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;105;1;1;1;5;1;0;0;0;0;0;0;0;0;3;1;0;0;0;2;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;018;Biraèko mjesto broj 18 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""PETRA BAKULE"", KRALJA TOMISLAVA 9, MOSTAR, BOSNA I HERCEGOVINA";177;177;177;177;0;0;0;0;0;0;0;0;26;10;1;4;0;1;0;5;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121;19;36;2;6;1;1;1;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;26;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;019;Biraèko mjesto broj 19 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""PETRA BAKULE"", KRALJA TOMISLAVA 9, MOSTAR, BOSNA I HERCEGOVINA";944;944;944;936;8;0;0;0;0;0;0;0;144;70;2;10;1;4;0;18;0;4;0;0;0;0;10;4;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;3;1;0;0;0;0;0;658;111;230;0;79;6;4;0;2;1;2;2;3;0;27;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;122;99;0;0;3;2;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1
011;XI. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;020;Biraèko mjesto broj 20 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""PETRA BAKULE"", KRALJA TOMISLAVA 9, MOSTAR, BOSNA I HERCEGOVINA";414;414;414;412;2;0;0;0;0;0;0;0;82;37;2;6;4;1;1;7;1;0;0;1;0;0;12;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;276;50;78;6;33;2;0;0;1;2;0;1;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;38;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;021;Biraèko mjesto broj 21 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""PETRA BAKULE"", KRALJA TOMISLAVA 9, MOSTAR, BOSNA I HERCEGOVINA";450;450;450;444;6;0;0;0;0;0;0;0;73;27;3;4;2;1;1;13;0;0;0;1;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;299;67;132;2;21;1;8;0;3;0;0;1;0;0;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;69;56;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;022;Biraèko mjesto broj 22 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""PETRA BAKULE"", KRALJA TOMISLAVA 9, MOSTAR, BOSNA I HERCEGOVINA";398;398;398;395;3;0;0;0;0;0;0;0;65;29;4;5;2;1;0;6;1;1;0;0;3;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;265;36;136;5;23;1;1;0;2;0;0;1;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;62;55;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;023;Biraèko mjesto broj 23 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""PETRA BAKULE"", KRALJA TOMISLAVA 9, MOSTAR, BOSNA I HERCEGOVINA";199;199;199;198;1;0;0;0;0;0;0;0;23;11;1;2;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133;29;44;0;7;1;1;0;0;0;1;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;40;31;0;0;1;0;0;1;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;024;Biraèko mjesto broj 24 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""PETRA BAKULE"", KRALJA TOMISLAVA 9, MOSTAR, BOSNA I HERCEGOVINA";424;424;424;422;2;0;0;0;0;0;0;0;61;26;0;5;3;4;0;5;0;0;0;0;0;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;312;61;145;2;30;0;2;1;2;0;2;1;1;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;40;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;025;Biraèko mjesto broj 25 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""PETRA BAKULE"", KRALJA TOMISLAVA 9, MOSTAR, BOSNA I HERCEGOVINA";374;374;374;372;2;1;0;0;0;0;0;1;60;22;0;6;2;0;0;7;0;0;0;0;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;266;53;86;3;13;0;3;2;5;0;0;0;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;38;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;026;Biraèko mjesto broj 26 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;GIMNAZIJA „FRA GRGE MARTIÆA“, KRALJA TOMISLAVA 9A, MOSTAR, BOSNA I HERCEGOVINA;3423;3423;3423;3393;30;3;0;1;0;0;0;1;571;277;8;26;19;11;4;67;0;6;9;10;1;2;9;12;4;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;4;1;0;0;0;0;1;2258;414;1069;17;97;17;10;11;5;1;2;3;8;5;57;4;2;1;0;0;1;0;0;0;3;1;1;0;0;0;0;522;431;2;0;14;17;0;0;2;7;0;0;0;0;0;12;2;0;0;1;2;0;0;0;0;1;0;0;0;1
011;XI. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;027;Biraèko mjesto broj 27 - BANJA LUKA;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, BANJA LUKA;MILANA KRANOVIÆA 1, BANJA LUKA, BOSNA I HERCEGOVINA;89;89;89;84;5;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;42;2;2;6;0;4;1;2;1;0;1;0;0;4;3;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;12;10;0;0;0;0;0;0;0;0;1;0;0;0;0;7;1;0;1;1;1;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;028;Biraèko mjesto broj 28 - BANJA LUKA;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, BANJA LUKA;MILANA KRANOVIÆA 1, BANJA LUKA, BOSNA I HERCEGOVINA;108;108;108;107;1;0;0;0;0;0;0;0;9;1;0;0;0;0;0;0;0;0;0;0;0;1;0;11;2;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;0;1;0;0;1;0;63;4;3;12;1;1;0;1;0;0;1;1;0;11;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;3;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;029;Biraèko mjesto broj 29 - TUZLA;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, TUZLA;"KATOLIÈKI ŠKOLSKI CENTAR ""SVETI FRANJO"", KLOSTERSKA 10, 75 000 TUZLA, BOSNA I HERCEGOVINA";290;290;290;284;6;0;0;0;0;0;0;0;19;7;0;7;0;0;0;0;0;0;1;0;0;1;1;4;0;0;0;0;1;0;0;0;0;0;3;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;239;13;2;0;0;6;1;63;2;46;0;0;29;3;0;1;0;0;0;0;1;0;0;0;3;2;0;0;0;0;0;9;7;0;0;0;1;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;1
011;XI. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;030;Biraèko mjesto broj 30 - TUZLA;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, TUZLA;"KATOLIÈKI ŠKOLSKI CENTAR ""SVETI FRANJO"", KLOSTERSKA 10, 75 000 TUZLA, BOSNA I HERCEGOVINA";521;521;521;515;6;4;1;0;1;0;0;0;31;18;1;4;0;0;0;1;0;0;0;0;0;0;0;9;0;0;3;1;1;1;0;0;0;0;3;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;425;20;4;0;1;28;3;138;1;47;1;1;35;3;4;1;0;0;0;0;1;0;0;0;6;1;1;0;1;0;0;25;15;2;0;0;2;0;0;0;1;0;0;0;0;0;7;1;0;0;1;0;0;2;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;031;Biraèko mjesto broj 31 - TUZLA;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, TUZLA;"KATOLIÈKI ŠKOLSKI CENTAR ""SVETI FRANJO"", KLOSTERSKA 10, 75 000 TUZLA, BOSNA I HERCEGOVINA";434;434;434;432;2;1;0;0;0;0;1;0;33;14;0;6;1;0;0;0;0;0;0;1;0;0;0;5;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;1;1;0;0;0;1;0;0;354;20;5;0;1;16;2;131;2;48;3;3;28;0;2;4;0;3;0;0;0;0;1;0;3;0;0;0;0;0;0;23;11;0;0;0;0;0;1;1;0;0;0;0;0;0;5;0;0;0;1;0;2;1;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;032;Biraèko mjesto broj 32 - LIVNO;KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, LIVNO;"OSNOVNA ŠKOLA ""IVAN GORAN KOVAÈIÆ"", ŽUPANA ŽELIMIRA 25, LIVNO, BOSNA I HERCEGOVINA";670;670;670;659;11;1;1;0;0;0;0;0;80;8;0;1;1;0;0;0;6;0;0;0;0;50;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;341;40;7;4;3;10;124;1;1;0;3;0;2;0;50;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;229;187;0;0;4;0;0;1;0;6;0;0;3;0;0;4;3;0;1;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;033;Biraèko mjesto broj 33 - LIVNO;KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, LIVNO;"OSNOVNA ŠKOLA ""IVAN GORAN KOVAÈIÆ"", ŽUPANA ŽELIMIRA 25, LIVNO, BOSNA I HERCEGOVINA";715;715;713;707;6;0;0;0;0;0;0;0;73;6;0;0;1;0;0;0;14;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;409;53;8;2;2;22;153;1;1;1;3;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;178;2;0;0;3;0;0;0;3;1;4;5;0;0;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0
011;XI. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;034;Biraèko mjesto broj 34 - LIVNO;KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, LIVNO;"OSNOVNA ŠKOLA ""IVAN GORAN KOVAÈIÆ"", ŽUPANA ŽELIMIRA 25, LIVNO, BOSNA I HERCEGOVINA";882;882;882;871;11;1;0;0;0;0;0;1;113;12;1;0;1;1;0;0;25;0;0;0;0;43;0;1;0;0;0;0;0;0;1;0;0;0;2;2;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;489;75;18;2;2;17;189;0;1;1;6;1;0;1;86;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;263;219;0;0;0;3;0;0;0;4;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;035;Biraèko mjesto broj 35 - LIVNO;KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, LIVNO;"OSNOVNA ŠKOLA ""IVAN GORAN KOVAÈIÆ"", ŽUPANA ŽELIMIRA 25, LIVNO, BOSNA I HERCEGOVINA";634;634;634;627;7;0;0;0;0;0;0;0;58;6;0;0;0;0;6;3;2;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;346;44;20;3;0;11;127;0;2;0;5;1;1;1;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219;187;1;1;2;5;0;0;0;6;1;0;4;0;0;3;0;1;1;0;1;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;037;Biraèko mjesto broj 37 - VITEZ;KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, VITEZ;"OSNOVNA ŠKOLA ""VITEZ"", ULICA JOSIPA KURAVIJE BR. 2, VITEZ, BOSNA I HERCEGOVINA";597;597;597;587;10;1;0;0;0;0;1;0;11;4;0;4;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;515;50;10;305;1;4;8;3;3;0;1;6;2;3;3;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;49;46;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;2;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;038;Biraèko mjesto broj 38 - VITEZ;KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, VITEZ;"OSNOVNA ŠKOLA ""VITEZ"", ULICA JOSIPA KURAVIJE BR. 2, VITEZ, BOSNA I HERCEGOVINA";562;562;562;561;1;1;0;0;1;0;0;0;20;4;0;12;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;486;54;18;276;1;4;3;4;3;2;1;9;3;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;38;0;0;0;0;0;0;1;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;1;0
011;XI. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;039;Biraèko mjesto broj 39 - VITEZ;KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, VITEZ;"OSNOVNA ŠKOLA ""VITEZ"", ULICA JOSIPA KURAVIJE BR. 2, VITEZ, BOSNA I HERCEGOVINA";464;464;464;455;9;0;0;0;0;0;0;0;15;2;0;7;0;0;0;0;0;0;0;1;0;0;0;2;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;396;40;10;204;2;4;0;0;2;2;1;15;5;3;2;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;35;30;1;0;0;2;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;040;Biraèko mjesto broj 40 - VITEZ;KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, VITEZ;"OSNOVNA ŠKOLA ""VITEZ"", ULICA JOSIPA KURAVIJE BR. 2, VITEZ, BOSNA I HERCEGOVINA";426;426;426;420;6;0;0;0;0;0;0;0;17;1;0;8;0;0;0;0;0;0;0;0;0;1;0;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;361;27;7;223;1;1;4;1;0;0;0;10;4;1;1;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;35;23;2;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
011;XI. IZBORNA JEDINICA;;inozemstvo;država;BOSNA I HERCEGOVINA;041;Biraèko mjesto broj 41 - VITEZ;KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, VITEZ;"OSNOVNA ŠKOLA ""VITEZ"", ULICA JOSIPA KURAVIJE BR. 2, VITEZ, BOSNA I HERCEGOVINA";332;332;332;328;4;0;0;0;0;0;0;0;8;2;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;280;22;8;186;0;4;10;1;0;0;1;4;4;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;37;31;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
