Rbr IJ;Naziv izborne jedinice;Rbr.županije;Županija;Oznaka Gr/Op/Dr;Grad/opæina/država;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;AUTOHTONA - HRVATSKA STRANKA PRAVA - A - HSP;JASENKO KARDUM;JOSIP ZLATARIÆ;DOBRILA KUDUZ;ŽELJKA ARTUKOVIÆ;ANTONIO GRGIÆ;LIDIJA TOMASY;DRAGOLJUB SLEPÈEVIÆ;ZDENKA BEBEK;DRAGO-MIRKO RASKOVIÈ;KRISTINA ŠKARIÈIÆ;DAMIR PATRÈEVIÆ;FRANJO POBI;KATA KARDUM;JOSIP ABRAMOVIÆ;MOST NEZAVISNIH LISTA - MOST;PETAR KOPUNOVIÆ-LEGETIN;MARIJA ÈAÈIÆ;VIKTOR ŠKARO;IRENA GLUHAK FOREMPOHER;DENIS AMBRUŠ;SANDRA ŽIVKOVIÆ;IVAN KNEŽEVIÆ;MARIJA DUJIÆ;JULIJE ŠOLTIÆ;IVONA DUVNJAK;VERICA STRMEÈKI;GORDAN SLAÈANAC;MIRANDA PETERKO;MIROSLAV ŠIMIÆ;MOŽEMO! - POLITIÈKA PLATFORMA, NOVA LJEVICA - NL, RADNIÈKA FRONTA - RF, ODRŽIVI RAZVOJ HRVATSKE - ORAH, ZAGREB JE NAŠ!, ZA GRAD;IVAN CINGEL;MARIJANA RADMILOVIÆ;MARIO JURIŠIÆ;VESNA JANKOVIÆ;DEJAN MATKOVIÆ;ZORAN JAJALO;TAJANA ILIÆ;ZORISLAV ŠUBARIÆ;JADRANKA PINTARIÆ;RENATA STOŠIÆ;SVJETLANA EVIÆ;ZLATKO BRAÈUN;VALENTINA KOROSKOSKI;GORAN BOŽIÈEVIÆ;NEOVISNI ZA HRVATSKU - NHR, HRVATSKA STRANKA PRAVA - HSP, GENERACIJA OBNOVE - GO;DRAGO MARKOVIÆ;MATO BUBAŠ;DIJANA KRIŠTO;MIHAELA GRGIÆ;FRANJO KRALJIK;DRAŽEN JALOVIÈAR;SANDRA ORŠIKIÆ-STANKOVIÆ;DAMIR KALADIÆ;MARA FIKET;ANA BALATINAC;TEA PEJAK;NIKICA KRPAN;TOMISLAV VUKADIN;MIRKO PRITIŠANAC;STRANKA S IMENOM I PREZIMENOM, PAMETNO, FOKUS;ANDREA GROSS-BOŠKOVIÆ;DARIO VRBASLIJA;BRANKO KASALO;NATAŠA BEK;TOMISLAV VUKOVSKI;ANTUN ROHTEK;IVICA MANDARIÆ;VANJA BUNJEVAC;IVAN VRANJEŠ;DANIJELA DRAGAN;ENA KANIŽA;LIVIJA PRIBANIÆ;TANJA PARIS;DANIJEL KÜFNER;BLOK UMIROVLJENICI ZAJEDNO - BUZ;MIROSLAV BEM;DARKO HRIBERSKI;EMA ŠTIGLIÆ;BRANKO ŠIPRAGA;IVA ŠTIGLIÆ;VERICA ŠTRKALJ;DUBRAVKO ULAMA;MIROSLAV MIRT;ENIZ OSMANOVIÆ;FRANJO JAGIÆ;HRVOJE PUŠIÆ;ERMINKA DAUTBEGOVIÆ;ANA MEKOVEC;LIDIJA PETRINOVIÆ;BRANITELJSKO DOMOLJUBNA STRANKA HRVATSKE - BDSH, HRVATSKA BRANITELJSKA PUÈKA STRANKA - HBPS;IVICA BRLETIÆ;MARIJANA BOŠNJAK;JOZO FLEGAR;TOMISLAV KRUHONJA;ŽELJKO LUKAÈEVIÆ;ZORAN BRKIÆ;LUKA BUDIÆ;PETAR LEŠINA;ERNA KRUHONJA;STANKO RAJÈIÆ;JOZEFINA KLARIÆ;ANKICA MATIJEVIÆ;ANKICA PRANJIÆ;SNJEŽANA BILKIÆ;DEMOKRATI, HRVATSKI LABURISTI - STRANKA RADA;HRVOJE NEKIÆ;NATAŠA DORIÆ;MIRKO MESIÆ;ZORKO ŠIMUNIÆ;LIDIJA PAJC;ALEKSANDAR MUHAREMOVIÆ;DRAŽEN RAJHER;FILIP GLOGOŠKI;SUZANA ÈORDAŠ;ANTONIJA KANDIÆ;ZDENKO KUPANOVAC;JASMINKA BELAK;ANTONIJA KALAZIÆ;DARKO SKORUP;DOMOVINSKI POKRET MIROSLAVA ŠKORE - DOMOVINSKI POKRET, HRVATSKI SUVERENISTI, BLOK ZA HRVATSKU - BLOK, HRVATSKA KONZERVATIVNA STRANKA - HKS, HRAST - POKRET ZA USPJEŠNU HRVATSKU, STRANKA UMIROVLJENIKA - SU, ZELENA LISTA;VESNA VUÈEMILOVIÆ;MARIO RADIÆ;KREŠIMIR BUBALO;DANIEL SPAJIÆ;ŽELJKO ŠPIRANOVIÆ;MARTINA MESAREK;MARTA SOLDO;IVAN MATIÆ;STIPO MLINARIÆ;ZVONKO PONGRAC;JOSIP KNEŽEVIÆ;KATJA MIHALJEVIÆ;IVANA STUBIÈAR;BERNARDICA JURETIÆ ROŽMAN;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ;IVAN ANUŠIÆ;JOSIP ÐAKIÆ;IVAN RADIÆ;NATAŠA TRAMIŠAK;MARKO PAVIÆ;VESNA BEDEKOVIÆ;JOSIP ŠKORIÆ;HRVOJE ŠIMIÆ;MARIN MANDARIÆ;IGOR FAZEKAŠ;ZORAN ÐUROKOVIÆ;GORAN IVANOVIÆ;STIPAN ŠAŠLIN;IGOR ANDROVIÆ;HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS, HRVATSKA SELJAÈKA STRANKA BRAÆE RADIÆ - HSS BRAÆE RADIÆ;IVAN VRDOLJAK;IVAN VRKIÆ;ZORAN VINKOVIÆ;STJEPAN ÈURAJ;ŽANA GAMOŠ;IVAN BEGOVIÆ;SRETEN BALJAK;NENAD PERIÆ;TANJA PAUN;ANKICA MANDIÆ;BOSILJKO ZDILAR;MARIN BABIÆ;GORAN ÐANIÆ;DINKO BURIÆ;HRVATSKA STRANKA REDA - HSR;ZORAN KOMARIÆ;IVANA GREIF;DRAGAN STOJANOVIÆ;ANA DUGA;ŽELJKO ŠPAN;RADMILA ŠANDOR;ROMAN JURLINA;SILVANO STARÈIÆ;ANKICA DUGA;JOSIP HORVAT;JELENA STOJANOVIÆ;MARKO SABO;ANA MARIJA VAŠTAG;ZLATKO PINTARIÆ;NARODNA STRANKA - REFORMISTI - REFORMISTI;SLAÐAN STANUŠIÆ;VESNA GANTNER;ZORAN KLEMEN;KATICA VRBEŠIÆ;IVANA BOROVEC;MIRNA HORVAT;RANKO GANTNER;VINKO PAŽIN;VLADIMIR HOLI;ZDRAVKO HUDLER;MLADEN HUZJAK;MAJA PINTARIÆ;TOMISLAV HAJDUK;ANAMARIJA-MILENA KRPETA;SNAGA SLAVONIJE I BARANJE - Snaga SiB;VLADIMIR ŠIŠLJAGIÆ;IRENA MIKIÆ BREZINA;ZVJEZDANA TUMA-PAVLOV;IVICA TOMAŠIÈEVIÆ;DINO TIJARDOVIÆ;FRIDA MIKIÆ;ROBERT SMJEŠKA;MIRJANA MIŠKOVIÆ;ANDRIJA POZDEROVIÆ;ZVONKO PLAVÈIÆ;HRVOJE LUKAÈEVIÆ;ŽELJKO FRANJIÆ;MIRJANA MASLIÆ;RUŽICA GRIGIÆ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, HRVATSKA SELJAÈKA STRANKA - HSS, HRVATSKA STRANKA UMIROVLJENIKA - HSU, SNAGA - STRANKA NARODNOG I GRAÐANSKOG AKTIVIZMA - SNAGA, GRAÐANSKO-LIBERALNI SAVEZ - GLAS, ISTARSKI DEMOKRATSKI SABOR - IDS, PRIMORSKO GORANSKI SAVEZ - PGS;SABINA GLASOVAC;DOMAGOJ HAJDUKOVIÆ;ROMANA NIKOLIÆ;MATE VUKUŠIÆ;TOMISLAV ŽAGAR;ANA-MARIJA PETIN;ENISA KIFER;EMICA TIVANOVAC;DRAGAN JOVANIÆ;DARIJA KRZNARIÆ;BORIS PILIŽOTA;BRUNO ZORIÆ;JOSIP MATKOV;SAMIR HAJ BARAKAT;STRANKA HRVATSKI VIDIK - SHV;KRISTINA BITE;STJEPAN AÈ;MELITA KRÈELIÆ;STJEPAN EFINGER;TOMISLAV KRÈELIÆ;ZLATKO ERNJEŠ;JASMINA HMELINA;MIRNA BAKIJA;MLADEN BAKIJA;BRANKA NESTIÆ;ANNA MANTOVANI;STJEPAN MRAVLINÈIÆ;DOMAGOJ ERNJEŠ;ANTONIO ERNJEŠ;ŽIVI ZID, PROMIJENIMO HRVATSKU - PH, HRVATSKA SELJAÈKA STRANKA - STJEPAN RADIÆ - HSS - SR, STRANKA IVANA PERNARA - SIP, HRVATSKA STRANKA SVIH ÈAKAVACA KAJKAVACA I ŠTOKAVACA - HSSÈKŠ, ZAGORSKA STRANKA ZA ZAGREB - ZSZ, NEZAVISNA LISTA STIPE PETRINA - NLSP;JURICA JUKIÆ;STANIŠA ŽARKOVIÆ;SLAVEN HORVAT;ZDRAVKO PODGAJAC;MIROSLAV JOCKOV;ÐURÐICA ANTUNOVIÆ;GEORG GRUBIÆ;VANDA JOSIÆ;MARKO MAÈAK;LIDIJA DUJMOVIÆ;SNJEŽANA ÐERFI;JASMINKA BEŠIROVIÆ;MARICA BABIÆ;ÐEMAL BRATIÆ
004;IV. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;011;OSIJEK;GRADSKA ÈETVRT RETFALA;ŠOKAÈKA ULICA 1;691;339;339;335;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;2;0;4;0;0;0;0;0;0;0;1;0;1;3;18;2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;12;5;3;0;0;0;0;0;0;2;0;0;0;1;137;76;0;12;0;1;0;8;2;0;0;0;5;2;1;13;2;4;0;0;2;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;1;0;0;0;79;14;14;5;0;2;2;1;0;0;3;13;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;1;0;0;0;0
004;IV. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;012;OSIJEK;GRADSKA ÈETVRT RETFALA;JOSIPA JURJA STROSSMAYERA 200;769;381;381;373;8;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;2;3;0;1;0;0;0;1;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;15;4;19;0;5;1;0;0;0;3;0;0;0;1;137;73;0;6;3;0;0;4;1;0;0;11;2;0;0;9;3;0;0;5;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;100;24;17;2;1;1;0;1;0;2;0;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;1;0;0;0;0;0
004;IV. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;013;OSIJEK;GRADSKA ÈETVRT RETFALA;JOSIPA JURJA STROSSMAYERA 200;633;263;262;259;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;5;2;0;0;0;0;0;0;4;0;0;0;3;0;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;28;3;2;4;1;2;0;0;0;4;0;0;0;0;1;103;66;1;8;0;0;0;5;0;0;0;2;2;0;0;7;1;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;64;13;10;1;0;1;3;0;1;0;0;16;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;014;OSIJEK;OSNOVNA ŠKOLA VLADIMIRA BECIÆA;VIJENAC AUGUSTA CESARCA 36;1127;565;565;559;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;4;0;4;0;0;0;1;0;2;1;0;0;0;7;33;2;0;0;0;0;0;1;0;0;0;0;1;1;6;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;22;1;0;0;1;0;0;0;2;1;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;13;4;16;0;2;1;0;0;2;0;0;0;0;1;197;102;0;25;2;1;1;10;2;1;0;4;5;3;0;15;0;5;0;3;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;4;0;1;0;0;0;0;0;0;0;1;0;0;1;167;29;18;1;0;1;3;1;0;0;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;1;0;0;1;0;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;015;OSIJEK;OSNOVNA ŠKOLA VLADIMIRA BECIÆA;VIJENAC AUGUSTA CESARCA 36;707;385;385;374;11;3;0;0;0;0;0;0;0;0;1;0;0;2;0;0;25;4;0;0;0;1;2;0;0;0;0;0;0;0;3;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;3;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;55;3;4;13;0;3;0;0;1;1;2;0;1;0;5;117;58;0;18;0;0;0;9;0;0;0;1;2;2;0;16;1;1;0;1;5;0;0;0;0;0;1;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;26;17;5;0;0;1;0;0;0;1;18;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;1;0;0;0;0;0
004;IV. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;016;OSIJEK;GRADSKA ÈETVRT GORNJI GRAD;JOSIPA JURJA STROSSMAYERA 68;954;477;477;468;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;3;5;7;0;0;2;0;0;0;0;1;0;0;2;34;4;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;0;0;0;0;0;0;1;0;0;0;1;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;61;14;7;13;0;1;0;0;0;0;2;0;1;0;1;180;91;0;18;2;1;0;18;2;1;0;2;5;0;0;4;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;1;0;0;0;0;0;0;0;0;0;0;0;129;23;20;0;1;0;3;3;0;2;1;27;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;017;OSIJEK;GRADSKA ÈETVRT GORNJI GRAD;ULICA ANDRIJE HEBRANGA 32;786;393;392;380;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;2;2;3;0;1;3;0;0;0;1;0;0;1;2;12;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;12;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;18;5;16;0;2;0;0;0;0;2;0;1;0;1;151;57;0;24;3;2;3;11;0;0;0;7;1;0;1;15;4;2;0;3;1;0;0;0;0;0;2;0;2;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;85;17;15;4;1;1;0;0;1;0;3;18;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;018;OSIJEK;GRADSKA ÈETVRT GORNJI GRAD;ULICA ANDRIJE HEBRANGA 32;514;217;217;214;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;3;0;1;0;2;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;1;0;1;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;8;1;8;0;0;0;0;1;2;1;0;0;0;1;72;43;1;0;5;0;0;0;1;0;0;0;1;1;1;4;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;69;14;10;2;0;0;1;7;0;0;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;019;OSIJEK;GRADSKA ÈETVRT GORNJI GRAD;ULICA ANDRIJE HEBRANGA 32;603;251;251;246;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;4;2;0;0;1;0;1;0;0;0;1;0;0;4;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;11;1;1;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37;7;1;11;0;4;0;0;0;1;1;0;0;0;0;70;41;0;3;0;0;0;1;0;1;0;0;2;0;0;12;0;0;0;3;2;0;0;0;0;0;1;1;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;22;12;1;0;3;3;3;1;0;0;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0;1;2;0;0;0;0;0
004;IV. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;020;OSIJEK;GRADSKA ÈETVRT GORNJI GRAD;ULICA ANDRIJE HEBRANGA 32;765;345;344;328;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;2;0;1;0;0;0;1;0;2;0;0;0;0;2;18;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;57;12;3;12;1;1;0;1;0;0;0;0;0;0;1;95;47;0;15;1;0;1;1;0;0;0;2;0;0;3;16;1;2;0;0;2;0;0;0;1;0;5;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;106;19;14;1;0;1;1;0;0;2;1;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0
004;IV. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;021;OSIJEK;ZDRAVSTVENA STANICA DRAVA;PROLAZ JOSIPA LEOVIÆA 4;946;427;427;421;6;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;36;4;0;0;0;0;1;0;1;0;0;0;0;6;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;19;4;1;0;2;1;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;11;1;8;0;5;0;1;0;1;1;0;1;0;3;130;83;0;10;7;1;0;2;0;0;0;1;1;0;0;12;3;0;0;3;1;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;15;11;0;0;0;0;0;0;0;0;0;0;0;0;0;136;26;29;1;0;1;2;1;0;1;0;21;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0
004;IV. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;022;OSIJEK;VATROGASNI DOM;ULICA PAVLA PEJAÈEVIÆA 44;727;378;378;371;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;1;3;0;4;0;1;0;2;0;0;0;0;3;16;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0;0;0;0;1;0;0;0;40;10;5;9;0;1;0;1;0;0;0;0;0;0;0;151;67;0;20;4;0;0;8;3;2;0;8;1;2;1;20;5;4;0;0;4;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;94;21;18;0;0;1;0;2;1;0;1;17;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;023;OSIJEK;GRADSKA ÈETVRT GORNJI GRAD;ULICA ADOLFA WALDINGERA 11;835;451;451;446;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;3;2;0;0;0;0;0;0;0;0;0;0;1;28;3;1;0;0;0;0;1;0;1;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;3;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;10;7;23;0;1;0;0;0;1;1;0;0;0;2;163;66;0;23;4;6;2;10;5;0;0;3;3;0;3;20;7;2;0;1;2;0;0;0;0;4;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;1;0;0;0;0;0;0;0;0;0;128;23;22;0;0;1;0;0;1;1;0;26;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;1;0;0;0;0
004;IV. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;024;OSIJEK;GRADSKA ÈETVRT GORNJI GRAD;ULICA ADOLFA WALDINGERA 11;996;467;467;452;15;3;0;0;0;0;0;1;0;1;1;0;0;0;0;0;29;2;2;0;0;1;0;0;2;4;0;1;0;0;5;19;1;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;2;0;0;0;0;0;1;4;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;61;10;4;12;1;3;0;2;1;0;0;0;0;2;1;180;101;4;11;0;0;1;9;1;2;0;3;2;0;0;9;2;2;0;0;1;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;0;2;0;0;0;0;0;0;0;0;0;0;0;106;18;15;1;1;2;0;2;0;1;0;26;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;3;0;0;0;0;0
