date,ZZ,SKORO,GL,Pametno,SDP,HNS,HDZ,HSLS,Most,BM365
2017-09-29,8.67,,,1.71,24.97,1.34,36.47,,8.35,3.46
2017-09-30,8.67,,,1.7,24.97,1.35,36.46,,8.37,3.41
2017-10-01,8.67,,,1.7,24.97,1.36,36.45,,8.38,3.36
2017-10-02,8.67,,,1.69,24.97,1.37,36.44,,8.39,3.32
2017-10-03,8.67,,,1.68,24.97,1.37,36.43,,8.41,3.27
2017-10-04,8.67,,,1.67,24.97,1.38,36.42,,8.42,3.22
2017-10-05,8.67,,,1.67,24.97,1.39,36.41,,8.43,3.18
2017-10-06,8.66,,,1.66,24.96,1.4,36.4,,8.44,3.13
2017-10-07,8.66,,,1.65,24.96,1.41,36.39,,8.46,3.08
2017-10-08,8.72,,,1.63,24.96,1.4,36.35,,8.45,3.1
2017-10-09,8.78,,,1.61,24.96,1.39,36.31,,8.45,3.13
2017-10-10,8.84,,,1.58,24.95,1.38,36.27,,8.44,3.15
2017-10-11,8.91,,,1.56,24.95,1.37,36.23,,8.43,3.17
2017-10-12,8.97,,,1.54,24.94,1.36,36.19,,8.43,3.19
2017-10-13,9.03,,,1.52,24.94,1.35,36.16,,8.42,3.21
2017-10-14,9.09,,,1.5,24.94,1.34,36.12,,8.42,3.23
2017-10-15,9.15,,,1.48,24.93,1.33,36.08,,8.41,3.25
2017-10-16,9.21,,,1.46,24.93,1.32,36.04,,8.4,3.27
2017-10-17,9.27,,,1.43,24.92,1.31,36,,8.4,3.3
2017-10-18,9.33,,,1.41,24.92,1.3,35.97,,8.39,3.32
2017-10-19,9.39,,,1.39,24.92,1.29,35.93,,8.38,3.34
2017-10-20,9.45,,,1.37,24.91,1.28,35.89,,8.38,3.36
2017-10-21,9.51,,,1.35,24.91,1.27,35.85,,8.37,3.38
2017-10-22,9.57,,,1.33,24.91,1.26,35.81,,8.37,3.4
2017-10-23,9.63,,,1.31,24.9,1.25,35.77,,8.36,3.42
2017-10-24,9.7,,,1.28,24.9,1.24,35.74,,8.35,3.44
2017-10-25,9.76,,,1.26,24.89,1.23,35.7,,8.35,3.46
2017-10-26,9.82,,,1.24,24.89,1.22,35.66,,8.34,3.49
2017-10-27,9.88,,,1.22,24.89,1.21,35.62,,8.34,3.51
2017-10-28,9.94,,,1.2,24.88,1.2,35.58,,8.33,3.53
2017-10-29,10,,,1.18,24.88,1.19,35.54,,8.32,3.55
2017-10-30,10.01,,,1.16,24.87,1.21,35.51,,8.37,3.49
2017-10-31,10.02,,,1.13,24.86,1.24,35.48,,8.41,3.42
2017-11-01,10.03,,,1.11,24.84,1.27,35.45,,8.45,3.36
2017-11-02,10.04,,,1.09,24.83,1.29,35.42,,8.49,3.29
2017-11-03,10.06,,,1.07,24.82,1.32,35.39,,8.53,3.23
2017-11-04,10.07,,,1.05,24.81,1.35,35.36,,8.58,3.17
2017-11-05,10.08,,,1.03,24.8,1.38,35.33,,8.62,3.1
2017-11-06,10.16,,,1.05,24.76,1.41,35.3,,8.6,3.11
2017-11-07,10.25,,,1.08,24.73,1.43,35.26,,8.59,3.12
2017-11-08,10.33,,,1.11,24.69,1.46,35.23,,8.58,3.12
2017-11-09,10.42,,,1.13,24.66,1.49,35.19,,8.57,3.13
2017-11-10,10.5,,,1.16,24.62,1.52,35.16,,8.56,3.14
2017-11-11,10.59,,,1.19,24.58,1.55,35.12,,8.54,3.14
2017-11-12,10.67,,,1.22,24.55,1.58,35.08,,8.53,3.15
2017-11-13,10.76,,,1.24,24.51,1.61,35.05,,8.52,3.16
2017-11-14,10.84,,,1.27,24.48,1.64,35.01,,8.51,3.17
2017-11-15,10.93,,,1.3,24.44,1.67,34.98,,8.49,3.17
2017-11-16,11.01,,,1.32,24.4,1.7,34.94,,8.48,3.18
2017-11-17,11.1,,,1.35,24.37,1.72,34.91,,8.47,3.19
2017-11-18,11.18,,,1.38,24.33,1.75,34.87,,8.46,3.19
2017-11-19,11.27,,,1.4,24.3,1.78,34.84,,8.44,3.2
2017-11-20,11.35,,,1.43,24.26,1.81,34.8,,8.43,3.21
2017-11-21,11.44,,,1.46,24.22,1.84,34.77,,8.42,3.21
2017-11-22,11.52,,,1.49,24.19,1.87,34.73,,8.41,3.22
2017-11-23,11.61,,,1.51,24.15,1.9,34.69,,8.4,3.23
2017-11-24,11.69,,,1.54,24.12,1.93,34.66,,8.38,3.24
2017-11-25,11.74,,,1.48,24.1,1.91,34.65,,8.38,3.19
2017-11-26,11.78,,,1.42,24.08,1.89,34.64,,8.37,3.14
2017-11-27,11.83,,,1.37,24.06,1.87,34.63,,8.37,3.1
2017-11-28,11.87,,,1.31,24.04,1.85,34.61,,8.36,3.05
2017-11-29,11.92,,,1.25,24.02,1.83,34.6,,8.35,3.01
2017-11-30,11.96,,,1.19,24,1.82,34.59,,8.35,2.96
2017-12-01,12.01,,,1.13,23.98,1.8,34.58,,8.34,2.92
2017-12-02,12.05,,,1.07,23.96,1.78,34.57,,8.34,2.87
2017-12-03,12.1,,,1.02,23.94,1.76,34.56,,8.33,2.83
2017-12-04,12.15,,,0.96,23.92,1.74,34.55,,8.33,2.78
2017-12-05,12.19,,,0.9,23.9,1.72,34.54,,8.32,2.73
2017-12-06,12.24,,,0.84,23.88,1.7,34.53,,8.31,2.69
2017-12-07,12.28,,,0.78,23.86,1.69,34.51,,8.31,2.64
2017-12-08,12.32,,,0.87,23.82,1.72,34.5,,8.29,2.64
2017-12-09,12.36,,,0.95,23.77,1.75,34.48,,8.28,2.64
2017-12-10,12.4,,,1.04,23.72,1.79,34.46,,8.26,2.63
2017-12-11,12.44,,,1.12,23.67,1.82,34.44,,8.25,2.63
2017-12-12,12.47,,,1.2,23.62,1.86,34.42,,8.23,2.63
2017-12-13,12.51,,,1.29,23.58,1.89,34.4,,8.22,2.62
2017-12-14,12.55,,,1.37,23.53,1.93,34.39,,8.2,2.62
2017-12-15,12.59,,,1.46,23.48,1.96,34.37,,8.19,2.62
2017-12-16,12.63,,,1.54,23.43,2,34.35,,8.17,2.62
2017-12-17,12.67,,,1.62,23.38,2.03,34.33,,8.16,2.61
2017-12-18,12.7,,,1.71,23.34,2.06,34.31,,8.14,2.61
2017-12-19,12.74,,,1.79,23.29,2.1,34.29,,8.12,2.61
2017-12-20,12.78,,,1.87,23.24,2.13,34.27,,8.11,2.6
2017-12-21,12.82,,,1.96,23.19,2.17,34.26,,8.09,2.6
2017-12-22,12.86,,,2.04,23.14,2.2,34.24,,8.08,2.6
2017-12-23,12.9,,,2.13,23.1,2.24,34.22,,8.06,2.59
2017-12-24,12.93,,,2.21,23.05,2.27,34.2,,8.05,2.59
2017-12-25,12.96,,,2.17,23.06,2.24,34.18,,8.04,2.6
2017-12-26,12.98,,,2.13,23.07,2.22,34.15,,8.03,2.62
2017-12-27,13,,,2.09,23.08,2.19,34.13,,8.02,2.63
2017-12-28,13.02,,,2.05,23.09,2.16,34.1,,8.01,2.64
2017-12-29,13.05,,,2.01,23.1,2.13,34.08,,8.01,2.65
2017-12-30,13.07,,,1.97,23.11,2.1,34.05,,8,2.67
2017-12-31,13.09,,,1.93,23.12,2.08,34.03,,7.99,2.68
2018-01-01,13.11,,,1.89,23.14,2.05,34.01,,7.98,2.69
2018-01-02,13.14,,,1.85,23.15,2.02,33.98,,7.97,2.7
2018-01-03,13.16,,,1.81,23.16,1.99,33.96,,7.96,2.72
2018-01-04,13.18,,,1.77,23.17,1.96,33.93,,7.96,2.73
2018-01-05,13.2,,,1.73,23.18,1.94,33.91,,7.95,2.74
2018-01-06,13.23,,,1.69,23.19,1.91,33.88,,7.94,2.75
2018-01-07,13.25,,,1.65,23.2,1.88,33.86,,7.93,2.77
2018-01-08,13.27,,,1.67,23.19,1.91,33.83,,7.91,2.79
2018-01-09,13.29,,,1.7,23.19,1.94,33.81,,7.89,2.81
2018-01-10,13.31,,,1.72,23.18,1.97,33.78,,7.87,2.84
2018-01-11,13.33,,,1.75,23.17,1.99,33.75,,7.84,2.86
2018-01-12,13.34,,,1.77,23.16,2.02,33.73,,7.82,2.88
2018-01-13,13.36,,,1.79,23.16,2.05,33.7,,7.8,2.91
2018-01-14,13.38,,,1.82,23.15,2.08,33.68,,7.78,2.93
2018-01-15,13.4,,,1.84,23.14,2.11,33.65,,7.76,2.96
2018-01-16,13.42,,,1.87,23.13,2.13,33.62,,7.74,2.98
2018-01-17,13.44,,,1.89,23.12,2.16,33.6,,7.71,3
2018-01-18,13.46,,,1.92,23.12,2.19,33.57,,7.69,3.03
2018-01-19,13.48,,,1.94,23.11,2.22,33.55,,7.67,3.05
2018-01-20,13.5,,,1.96,23.1,2.25,33.52,,7.65,3.07
2018-01-21,13.52,,,1.99,23.09,2.27,33.49,,7.63,3.1
2018-01-22,13.54,,,2.01,23.09,2.3,33.47,,7.61,3.12
2018-01-23,13.55,,,2.04,23.08,2.33,33.44,,7.58,3.14
2018-01-24,13.57,,,2.06,23.07,2.36,33.41,,7.56,3.17
2018-01-25,13.59,,,2.08,23.06,2.39,33.39,,7.54,3.19
2018-01-26,13.6,,,2.03,23.06,2.38,33.38,,7.53,3.16
2018-01-27,13.6,,,1.98,23.07,2.38,33.36,,7.52,3.13
2018-01-28,13.61,,,1.93,23.07,2.38,33.35,,7.5,3.11
2018-01-29,13.61,,,1.88,23.07,2.37,33.34,,7.49,3.08
2018-01-30,13.61,,,1.82,23.07,2.37,33.33,,7.48,3.05
2018-01-31,13.62,,,1.77,23.07,2.36,33.31,,7.47,3.02
2018-02-01,13.62,,,1.72,23.08,2.36,33.3,,7.46,2.99
2018-02-02,13.63,,,1.67,23.08,2.36,33.29,,7.45,2.96
2018-02-03,13.63,,,1.62,23.08,2.35,33.28,,7.43,2.94
2018-02-04,13.64,,,1.56,23.08,2.35,33.27,,7.42,2.91
2018-02-05,13.63,,,1.63,23.05,2.35,33.23,,7.42,2.93
2018-02-06,13.63,,,1.71,23.01,2.34,33.2,,7.43,2.95
2018-02-07,13.63,,,1.78,22.98,2.34,33.17,,7.43,2.97
2018-02-08,13.62,,,1.85,22.95,2.34,33.14,,7.43,2.98
2018-02-09,13.62,,,1.92,22.91,2.33,33.1,,7.43,3
2018-02-10,13.62,,,1.99,22.88,2.33,33.07,,7.43,3.02
2018-02-11,13.61,,,2.06,22.85,2.33,33.04,,7.43,3.04
2018-02-12,13.61,,,2.13,22.81,2.32,33.01,,7.44,3.06
2018-02-13,13.61,,,2.21,22.78,2.32,32.97,,7.44,3.08
2018-02-14,13.6,,,2.28,22.75,2.31,32.94,,7.44,3.1
2018-02-15,13.6,,,2.35,22.72,2.31,32.91,,7.44,3.12
2018-02-16,13.6,,,2.42,22.68,2.31,32.88,,7.44,3.14
2018-02-17,13.59,,,2.49,22.65,2.3,32.85,,7.45,3.16
2018-02-18,13.59,,,2.56,22.62,2.3,32.81,,7.45,3.18
2018-02-19,13.59,,,2.63,22.58,2.3,32.78,,7.45,3.19
2018-02-20,13.58,,,2.7,22.55,2.29,32.75,,7.45,3.21
2018-02-21,13.58,,,2.78,22.52,2.29,32.72,,7.45,3.23
2018-02-22,13.58,,,2.85,22.48,2.29,32.68,,7.45,3.25
2018-02-23,13.57,,,2.92,22.45,2.28,32.65,,7.46,3.27
2018-02-24,13.58,,,2.92,22.44,2.28,32.62,,7.47,3.29
2018-02-25,13.58,,,2.92,22.42,2.27,32.59,,7.49,3.31
2018-02-26,13.58,,,2.91,22.41,2.27,32.56,,7.51,3.33
2018-02-27,13.58,,,2.91,22.39,2.26,32.54,,7.52,3.35
2018-02-28,13.58,,,2.91,22.38,2.26,32.51,,7.54,3.37
2018-03-01,13.59,,,2.91,22.37,2.25,32.48,,7.56,3.39
2018-03-02,13.59,,,2.91,22.35,2.25,32.45,,7.57,3.41
2018-03-03,13.59,,,2.91,22.34,2.24,32.42,,7.59,3.42
2018-03-04,13.59,,,2.91,22.33,2.24,32.39,,7.61,3.44
2018-03-05,13.6,,,2.9,22.31,2.23,32.36,,7.62,3.46
2018-03-06,13.6,,,2.9,22.3,2.23,32.33,,7.64,3.48
2018-03-07,13.6,,,2.9,22.28,2.22,32.3,,7.66,3.5
2018-03-08,13.6,,,2.9,22.27,2.22,32.27,,7.67,3.52
2018-03-09,13.6,,,2.9,22.26,2.22,32.24,,7.69,3.54
2018-03-10,13.61,,,2.9,22.24,2.21,32.22,,7.71,3.56
2018-03-11,13.61,,,2.89,22.23,2.21,32.19,,7.72,3.58
2018-03-12,13.61,,,2.89,22.22,2.2,32.16,,7.74,3.6
2018-03-13,13.61,,,2.89,22.2,2.2,32.13,,7.76,3.62
2018-03-14,13.62,,,2.89,22.19,2.19,32.1,,7.77,3.64
2018-03-15,13.62,,,2.89,22.18,2.19,32.07,,7.79,3.65
2018-03-16,13.62,,,2.89,22.16,2.18,32.04,,7.81,3.67
2018-03-17,13.62,,,2.89,22.15,2.18,32.01,,7.83,3.69
2018-03-18,13.63,,,2.88,22.13,2.17,31.98,,7.84,3.71
2018-03-19,13.63,,,2.88,22.12,2.17,31.95,,7.86,3.73
2018-03-20,13.63,,,2.88,22.11,2.16,31.93,,7.88,3.75
2018-03-21,13.62,,,2.82,22.15,2.16,31.91,,7.92,3.68
2018-03-22,13.62,,,2.75,22.19,2.17,31.89,,7.96,3.61
2018-03-23,13.61,,,2.68,22.23,2.17,31.87,,8,3.53
2018-03-24,13.61,,,2.62,22.27,2.17,31.85,,8.04,3.46
2018-03-25,13.6,,,2.55,22.31,2.17,31.84,,8.08,3.39
2018-03-26,13.6,,,2.49,22.36,2.17,31.82,,8.13,3.32
2018-03-27,13.59,,,2.42,22.4,2.17,31.8,,8.17,3.24
2018-03-28,13.59,,,2.35,22.44,2.18,31.78,,8.21,3.17
2018-03-29,13.58,,,2.29,22.48,2.18,31.77,,8.25,3.1
2018-03-30,13.58,,,2.22,22.52,2.18,31.75,,8.29,3.03
2018-03-31,13.57,,,2.16,22.56,2.18,31.73,,8.33,2.95
2018-04-01,13.56,,,2.09,22.61,2.18,31.71,,8.38,2.88
2018-04-02,13.56,,,2.02,22.65,2.18,31.7,,8.42,2.81
2018-04-03,13.55,,,1.96,22.69,2.19,31.68,,8.46,2.74
2018-04-04,13.57,,,1.97,22.7,2.16,31.62,,8.51,2.69
2018-04-05,13.6,,,1.97,22.7,2.14,31.57,,8.56,2.64
2018-04-06,13.62,,,1.98,22.71,2.11,31.52,,8.6,2.59
2018-04-07,13.67,,,2.03,22.64,2.06,31.47,,8.58,2.62
2018-04-08,13.72,,,2.09,22.57,2,31.42,,8.55,2.65
2018-04-09,13.78,,,2.14,22.5,1.94,31.37,,8.52,2.69
2018-04-10,13.83,,,2.19,22.43,1.88,31.32,,8.5,2.72
2018-04-11,13.89,,,2.25,22.36,1.82,31.27,,8.47,2.75
2018-04-12,13.94,,,2.3,22.28,1.76,31.22,,8.44,2.78
2018-04-13,14,,,2.35,22.21,1.7,31.17,,8.42,2.82
2018-04-14,14.05,,,2.4,22.14,1.64,31.13,,8.39,2.85
2018-04-15,14.1,,,2.46,22.07,1.58,31.08,,8.37,2.88
2018-04-16,14.16,,,2.51,22,1.52,31.03,,8.34,2.91
2018-04-17,14.21,,,2.56,21.93,1.46,30.98,,8.31,2.94
2018-04-18,14.27,,,2.61,21.86,1.4,30.93,,8.29,2.98
2018-04-19,14.32,,,2.67,21.79,1.34,30.88,,8.26,3.01
2018-04-20,14.37,,,2.72,21.72,1.28,30.83,,8.23,3.04
2018-04-21,14.39,,,2.68,21.73,1.33,30.81,,8.25,3.03
2018-04-22,14.42,,,2.64,21.74,1.38,30.78,,8.26,3.01
2018-04-23,14.44,,,2.61,21.74,1.43,30.75,,8.28,3
2018-04-24,14.46,,,2.57,21.75,1.48,30.72,,8.29,2.98
2018-04-25,14.48,,,2.53,21.76,1.53,30.69,,8.31,2.97
2018-04-26,14.5,,,2.49,21.77,1.58,30.67,,8.32,2.95
2018-04-27,14.52,,,2.46,21.78,1.62,30.64,,8.34,2.94
2018-04-28,14.54,,,2.42,21.79,1.67,30.61,,8.35,2.93
2018-04-29,14.56,,,2.38,21.8,1.72,30.58,,8.37,2.91
2018-04-30,14.58,,,2.34,21.81,1.77,30.55,,8.38,2.9
2018-05-01,14.6,,,2.3,21.82,1.82,30.52,,8.4,2.88
2018-05-02,14.62,,,2.27,21.83,1.87,30.5,,8.42,2.87
2018-05-03,14.64,,,2.23,21.84,1.92,30.47,,8.43,2.85
2018-05-04,14.66,,,2.19,21.85,1.97,30.44,,8.45,2.84
2018-05-05,14.68,,,2.15,21.86,2.02,30.41,,8.46,2.83
2018-05-06,14.7,,,2.12,21.87,2.07,30.38,,8.48,2.81
2018-05-07,14.73,,,2.11,21.84,2.05,30.36,,8.48,2.84
2018-05-08,14.75,,,2.1,21.81,2.03,30.33,,8.48,2.87
2018-05-09,14.77,,,2.09,21.78,2.01,30.3,,8.48,2.9
2018-05-10,14.8,,,2.09,21.75,1.98,30.27,,8.49,2.93
2018-05-11,14.82,,,2.08,21.72,1.96,30.24,,8.49,2.95
2018-05-12,14.84,,,2.07,21.69,1.94,30.22,,8.49,2.98
2018-05-13,14.87,,,2.06,21.66,1.92,30.19,,8.49,3.01
2018-05-14,14.89,,,2.06,21.62,1.9,30.16,,8.5,3.04
2018-05-15,14.91,,,2.05,21.59,1.88,30.13,,8.5,3.07
2018-05-16,14.94,,,2.04,21.56,1.86,30.1,,8.5,3.1
2018-05-17,14.96,,,2.03,21.53,1.84,30.08,,8.5,3.13
2018-05-18,14.99,,,2.02,21.5,1.82,30.05,,8.5,3.15
2018-05-19,15.01,,,2.02,21.47,1.8,30.02,,8.51,3.18
2018-05-20,15.03,,,2.01,21.44,1.77,29.99,,8.51,3.21
2018-05-21,15.06,,,2,21.41,1.75,29.96,,8.51,3.24
2018-05-22,15.08,,,1.99,21.38,1.73,29.94,,8.51,3.27
2018-05-23,15.1,,,1.99,21.35,1.71,29.91,,8.52,3.3
2018-05-24,15.13,,,1.98,21.32,1.69,29.88,,8.52,3.32
2018-05-25,15.15,,,1.97,21.29,1.67,29.85,,8.52,3.35
2018-05-26,15.14,,,1.96,21.31,1.7,29.84,,8.53,3.3
2018-05-27,15.13,,,1.96,21.33,1.73,29.84,,8.54,3.25
2018-05-28,15.11,,,1.95,21.35,1.76,29.83,,8.55,3.2
2018-05-29,15.1,,,1.94,21.37,1.79,29.82,,8.55,3.14
2018-05-30,15.09,,,1.93,21.38,1.83,29.81,,8.56,3.09
2018-05-31,15.08,,,1.93,21.4,1.86,29.8,,8.57,3.04
2018-06-01,15.07,,,1.92,21.42,1.89,29.79,,8.58,2.99
2018-06-02,15.05,,,1.91,21.44,1.92,29.78,,8.58,2.94
2018-06-03,15.04,,,1.9,21.46,1.95,29.77,,8.59,2.88
2018-06-04,15.03,,,1.9,21.48,1.98,29.77,,8.6,2.83
2018-06-05,15.02,,,1.89,21.5,2.01,29.76,,8.61,2.78
2018-06-06,15.01,,,1.88,21.52,2.04,29.75,,8.62,2.73
2018-06-07,15,,,1.87,21.54,2.07,29.74,,8.62,2.67
2018-06-08,14.98,,,1.92,21.54,2.07,29.76,,8.6,2.72
2018-06-09,14.95,,,1.96,21.54,2.06,29.78,,8.58,2.77
2018-06-10,14.93,,,2,21.53,2.06,29.8,,8.55,2.81
2018-06-11,14.91,,,2.04,21.53,2.05,29.83,,8.53,2.86
2018-06-12,14.89,,,2.08,21.53,2.05,29.85,,8.51,2.9
2018-06-13,14.87,,,2.12,21.53,2.04,29.87,,8.48,2.95
2018-06-14,14.85,,,2.17,21.53,2.04,29.89,,8.46,2.99
2018-06-15,14.83,,,2.21,21.52,2.03,29.91,,8.44,3.04
2018-06-16,14.84,,,2.33,21.47,2.03,29.92,,8.44,3.08
2018-06-17,14.85,,,2.46,21.42,2.02,29.92,,8.45,3.13
2018-06-18,14.86,,,2.58,21.37,2.02,29.93,,8.45,3.17
2018-06-19,14.87,,,2.71,21.32,2.01,29.94,,8.45,3.22
2018-06-20,14.88,,,2.83,21.26,2.01,29.94,,8.46,3.26
2018-06-21,14.87,,,2.83,21.24,2.01,29.93,,8.46,3.26
2018-06-22,14.86,,,2.83,21.22,2.01,29.92,,8.46,3.26
2018-06-23,14.86,,,2.83,21.2,2.01,29.91,,8.46,3.25
2018-06-24,14.85,,,2.83,21.18,2.01,29.9,,8.46,3.25
2018-06-25,14.84,,,2.83,21.16,2.01,29.89,,8.46,3.24
2018-06-26,14.83,,,2.83,21.14,2.01,29.88,,8.46,3.24
2018-06-27,14.82,,,2.83,21.12,2.01,29.87,,8.46,3.24
2018-06-28,14.82,,,2.83,21.09,2.01,29.86,,8.46,3.23
2018-06-29,14.81,,,2.83,21.07,2.01,29.85,,8.46,3.23
2018-06-30,14.8,,,2.83,21.05,2.01,29.84,,8.46,3.23
2018-07-01,14.79,,,2.83,21.03,2.01,29.83,,8.46,3.22
2018-07-02,14.79,,,2.83,21.01,2.01,29.82,,8.46,3.22
2018-07-03,14.78,,,2.83,20.99,2.01,29.81,,8.46,3.21
2018-07-04,14.77,,,2.83,20.97,2.01,29.8,,8.46,3.21
2018-07-05,14.76,,,2.83,20.95,2.01,29.78,,8.46,3.21
2018-07-06,14.73,,,2.85,20.91,1.96,29.79,,8.46,3.24
2018-07-07,14.71,,,2.87,20.87,1.92,29.8,,8.46,3.28
2018-07-08,14.68,,,2.9,20.84,1.87,29.8,,8.46,3.32
2018-07-09,14.65,,,2.92,20.8,1.82,29.81,,8.47,3.36
2018-07-10,14.62,,,2.95,20.77,1.77,29.82,,8.47,3.4
2018-07-11,14.59,,,2.97,20.73,1.72,29.82,,8.47,3.44
2018-07-12,14.57,,,2.99,20.7,1.67,29.83,,8.47,3.47
2018-07-13,14.54,,,3.02,20.66,1.62,29.83,,8.47,3.51
2018-07-14,14.51,,,3.04,20.63,1.57,29.84,,8.47,3.55
2018-07-15,14.48,,,3.06,20.59,1.52,29.85,,8.47,3.59
2018-07-16,14.45,,,3.09,20.56,1.48,29.85,,8.48,3.63
2018-07-17,14.43,,,3.11,20.52,1.43,29.86,,8.48,3.67
2018-07-18,14.4,,,3.13,20.48,1.38,29.87,,8.48,3.7
2018-07-19,14.37,,,3.16,20.45,1.33,29.87,,8.48,3.74
2018-07-20,14.34,,,3.18,20.41,1.28,29.88,,8.48,3.78
2018-07-21,14.35,,,3.16,20.38,1.33,29.88,,8.47,3.77
2018-07-22,14.36,,,3.14,20.36,1.37,29.89,,8.46,3.76
2018-07-23,14.37,,,3.11,20.33,1.42,29.89,,8.45,3.75
2018-07-24,14.38,,,3.09,20.3,1.46,29.89,,8.44,3.74
2018-07-25,14.39,,,3.07,20.27,1.51,29.9,,8.43,3.73
2018-07-26,14.4,,,3.05,20.24,1.56,29.9,,8.42,3.72
2018-07-27,14.41,,,3.02,20.21,1.6,29.9,,8.41,3.71
2018-07-28,14.42,,,3,20.18,1.65,29.91,,8.4,3.7
2018-07-29,14.43,,,2.98,20.15,1.7,29.91,,8.39,3.69
2018-07-30,14.44,,,2.96,20.12,1.74,29.91,,8.38,3.68
2018-07-31,14.45,,,2.93,20.1,1.79,29.91,,8.37,3.67
2018-08-01,14.46,,,2.91,20.07,1.83,29.92,,8.36,3.66
2018-08-02,14.47,,,2.89,20.04,1.88,29.92,,8.35,3.65
2018-08-03,14.48,,,2.87,20.01,1.93,29.92,,8.34,3.64
2018-08-04,14.46,,,2.88,19.95,1.89,29.93,,8.31,3.64
2018-08-05,14.43,,,2.89,19.9,1.84,29.94,,8.27,3.65
2018-08-06,14.4,,,2.9,19.84,1.8,29.95,,8.24,3.66
2018-08-07,14.38,,,2.91,19.78,1.76,29.96,,8.21,3.67
2018-08-08,14.35,,,2.92,19.73,1.72,29.97,,8.17,3.68
2018-08-09,14.32,,,2.93,19.67,1.68,29.98,,8.14,3.69
2018-08-10,14.3,,,2.94,19.61,1.64,29.98,,8.11,3.7
2018-08-11,14.27,,,2.95,19.56,1.59,29.99,,8.07,3.7
2018-08-12,14.24,,,2.96,19.5,1.55,30,,8.04,3.71
2018-08-13,14.22,,,2.97,19.44,1.51,30.01,,8.01,3.72
2018-08-14,14.19,,,2.98,19.39,1.47,30.02,,7.97,3.73
2018-08-15,14.16,,,2.99,19.33,1.43,30.03,,7.94,3.74
2018-08-16,14.14,,,3,19.27,1.39,30.03,,7.9,3.75
2018-08-17,14.11,,,3.01,19.22,1.34,30.04,,7.87,3.75
2018-08-18,14.08,,,3.02,19.16,1.3,30.05,,7.84,3.76
2018-08-19,14.06,,,3.03,19.1,1.26,30.06,,7.8,3.77
2018-08-20,14.03,,,3.04,19.05,1.22,30.07,,7.77,3.78
2018-08-21,14.04,,,3.03,19.06,1.24,30.11,,7.78,3.78
2018-08-22,14.05,,,3.03,19.08,1.27,30.15,,7.79,3.79
2018-08-23,14.05,,,3.03,19.1,1.3,30.2,,7.8,3.79
2018-08-24,14.06,,,3.02,19.12,1.32,30.24,,7.81,3.8
2018-08-25,14.07,,,3.02,19.14,1.35,30.28,,7.82,3.8
2018-08-26,14.07,,,3.02,19.16,1.37,30.33,,7.83,3.81
2018-08-27,14.08,,,3.01,19.17,1.4,30.37,,7.83,3.81
2018-08-28,14.09,,,3.01,19.19,1.42,30.41,,7.84,3.82
2018-08-29,14.09,,,3.01,19.21,1.45,30.46,,7.85,3.82
2018-08-30,14.1,,,3,19.23,1.47,30.5,,7.86,3.83
2018-08-31,14.11,,,3,19.25,1.5,30.54,,7.87,3.84
2018-09-01,14.11,,,3,19.27,1.53,30.59,,7.88,3.84
2018-09-02,14.12,,,3,19.28,1.55,30.63,,7.89,3.85
2018-09-03,14.13,,,2.99,19.3,1.58,30.67,,7.9,3.85
2018-09-04,14.13,,,2.99,19.32,1.6,30.72,,7.91,3.86
2018-09-05,14.14,,,2.99,19.34,1.63,30.76,,7.92,3.86
2018-09-06,14.15,,,2.98,19.36,1.65,30.8,,7.93,3.87
2018-09-07,14.15,,,2.98,19.38,1.68,30.85,,7.94,3.87
2018-09-08,14.16,,,2.98,19.39,1.7,30.89,,7.94,3.88
2018-09-09,14.16,,,2.99,19.38,1.66,30.93,,7.96,3.86
2018-09-10,14.16,,,3,19.37,1.63,30.97,,7.98,3.84
2018-09-11,14.15,,,3.02,19.36,1.59,31.01,,8,3.82
2018-09-12,14.15,,,3.03,19.35,1.55,31.05,,8.02,3.81
2018-09-13,14.14,,,3.05,19.34,1.51,31.09,,8.04,3.79
2018-09-14,14.14,,,3.06,19.33,1.47,31.13,,8.06,3.77
2018-09-15,14.14,,,3.07,19.32,1.43,31.18,,8.08,3.75
2018-09-16,14.13,,,3.09,19.31,1.39,31.22,,8.1,3.74
2018-09-17,14.13,,,3.1,19.3,1.35,31.26,,8.11,3.72
2018-09-18,14.13,,,3.12,19.29,1.31,31.3,,8.13,3.7
2018-09-19,14.12,,,3.13,19.28,1.27,31.34,,8.15,3.68
2018-09-20,14.12,,,3.14,19.27,1.23,31.38,,8.17,3.67
2018-09-21,14.13,,,3.15,19.27,1.27,31.4,,8.12,3.66
2018-09-22,14.14,,,3.15,19.27,1.31,31.41,,8.06,3.65
2018-09-23,14.15,,,3.16,19.28,1.35,31.43,,8.01,3.64
2018-09-24,14.16,,,3.16,19.28,1.39,31.45,,7.96,3.62
2018-09-25,14.17,,,3.17,19.28,1.42,31.47,,7.9,3.61
2018-09-26,14.18,,,3.17,19.28,1.46,31.49,,7.85,3.6
2018-09-27,14.18,,,3.18,19.29,1.5,31.51,,7.8,3.59
2018-09-28,14.19,,,3.18,19.29,1.54,31.52,,7.74,3.58
2018-09-29,14.2,,,3.19,19.29,1.57,31.54,,7.69,3.57
2018-09-30,14.21,,,3.19,19.29,1.61,31.56,,7.64,3.56
2018-10-01,14.22,,,3.2,19.3,1.65,31.58,,7.58,3.55
